Facility Name,Address,Phone Number,Capacity,City,Zip Code,State,Date Accessed,State Facility Type 1 Literal,State Facility Type 2 Literal,County,Licensee,License Number,Facility ID
Elmcroft Of Asheboro,2925 ZOO PARKWAY,(336)633-7600,96.0,Asheboro,27205,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Randolph,"EC OPCO ASHEBORO, LP",HAL-076-035,960497.0
North Pointe,1195 PINEVIEW ROAD,(336)625-1900,67.0,Randleman,27317,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Randolph,"NORTH POINTE PARTNERS, LLC",HAL-076-027,970053.0
North Pointe Assisted Living Of Archdale,303 ALDRIDGE ROAD,(336)862-7200,56.0,Archdale,27263,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Randolph,"NORTH POINTE PARTNERS, LLC",HAL-076-032,970278.0
Hamlet House,632 FREEMAN MILL ROAD,(910)582-0082,60.0,Hamlet,28345-7163,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Richmond,"HAMLET AL HOLDINGS, LLC",HAL-077-010,971261.0
Hermitage Retirement Center,139 MALLARD LANE,(910)895-0750,114.0,Rockingham,28379,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Richmond,"INTEGRITY-HERMITAGE RETIREMENT CENTER, LLC",HAL-077-012,921196.0
Covenant Care,600 MT. MORIAH ROAD,(910)738-7777,30.0,Lumberton,28360,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Robeson,P. LAMB INC,HAL-078-038,980874.0
Cromartie Spring Village Rest Home,508 WORTH STREET,(910)865-5445,11.0,St. Pauls,28384,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Robeson,ALLEN S. RABB,HAL-078-082,970054.0
Greenbrier Of Fairmont,703 S. WALNUT STREET,(910)628-9021,100.0,Fairmont,28340,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Robeson,"DEPAUL ADULT CARE COMMUNITIES, INC",HAL-078-068,956821.0
Hope Springs,104 HOPE LANE,(910)359-3080,63.0,Red Springs,28377,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Robeson,"RED SPRINGS HEALTH HOLDINGS, LLC",HAL-078-100,920569.0
Morning Star Al # 2,941 GOINS ROAD,(910)521-0040,12.0,Pembroke,28372,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Robeson,J & S CARE INC,HAL-078-064,921055.0
Morning Star Al # 3,941GOINS ROAD,(910)521-0040,12.0,Pembroke,28372-8362,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Robeson,J & S CARE INC.,HAL-078-065,921056.0
Morning Star Al # 4,941 GOINS ROAD,(910)521-0040,12.0,Pembroke,28372,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Robeson,J & S CARE INC.,HAL-078-067,921057.0
Red Springs Assisted Living,1301 E. FOURTH AVENUE,(910)359-0068,81.0,Red Springs,28377,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Robeson,"RED SPRINGS RETIREMENT COMMUNITY, LLC",HAL-078-083,960772.0
Rivers Edge Of Lumberton,550 BAILEY ROAD,(910)738-7281,104.0,Lumberton,28359,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Robeson,RIVERS EDGE OF LUMBERTON LLC,HAL-078-111,921195.0
Brookdale Eden,314 W. KINGS HIGHWAY,(336)634-0002,82.0,Eden,27288,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Rockingham,"SOUTHERN ASSISTED LIVING, LLC",HAL-079-009,970706.0
Brookdale Reidsville,2931 VANCE STREET,(336)634-0002,76.0,Reidsville,27320,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Rockingham,"SOUTHERN ASSISTED LIVING, LLC",HAL-079-007,970578.0
Highgrove Long Term Care Center,2135 S. SCALES STREET,(336)342-4112,62.0,Reidsville,27320,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Rockingham,"HIGHGROVE LONG TERM CARE CENTER, INC.",HAL-079-002,920542.0
Moyer'S Agape Assisted Living,5767 HWY 135,(336)686-5841,18.0,Stoneville,27048,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Rockingham,"AGAPE CARE FAMILY HOMES, LLC",HAL-079-105,920829.0
North Pointe Of Mayodan,6970 NC HWY 135,(336)548-5500,70.0,Mayodan,27027,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Rockingham,NORTH POINTE PARTNERS LLC,HAL-079-053,970679.0
Pine Forrest Home For The Aged,312 BROAD STREET,(336)342-1311,58.0,Reidsville,27320,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Rockingham,ALEXANDRIA BATTLE,HAL-079-079,920931.0
Alpha Concord Plantation,2809 OLD CONCORD ROAD,(704)637-5465,29.0,Salisbury,28146,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Rowan,"ALPHA CONCORD PLANTATION, LLC",HAL-080-027,921194.0
Angels At Heart Assisted Living,1114 SOUTH MAIN STREET,(704)859-9257,28.0,China Grove,28023,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Rowan,LARETTA ANGLE,HAL-080-029,920209.0
Best Of Care Assisted Living,234 NORTHDALE AVENUE,(704)933-4339,25.0,Kannapolis,28081,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Rowan,"BEST OF CARE ASSISTED LIVING, LLC",HAL-080-019,920091.0
Bethamy Retirement Center,909 N. SALISBURY AVENUE,(704)633-1985,43.0,Spencer,28159,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Rowan,"BETHAMY ENTERPRISES, INC",HAL-080-006,920093.0
Brookdale Salisbury,2201 STATESVILLE BOULEVARD,(704)636-0588,88.0,Salisbury,28147,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Rowan,"SOUTHERN ASSISTED LIVING, LLC",HAL-080-014,960849.0
Compass Assisted Living Rowan,1404 S. SALISBURY AVENUE,(704)633-3892,89.0,Spencer,28159,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Rowan,"COMPASS HEALTHCARE AND REHAB ROWAN, LLC",HAL-080-028,921133.0
Deal Care Inn,1075 DEAL ROAD,(704)857-2817,21.0,Mooresville,28115,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Rowan,C & S ADULT CARE LLC,HAL-080-031,920168.0
Elmcroft Of Salisbury,1915 MOORESVILLE ROAD,(704)633-4666,128.0,Salisbury,28147,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Rowan,"EC OPCO SALISBURY, LP",HAL-080-030,960653.0
The Meadows Of Rockwell Retirement Center,612 CHINA GROVE HWY,(704)279-5300,120.0,Rockwell,28138,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Rowan,"THE MEADOWS OF ROCKWELL, LLC",HAL-080-026,941205.0
Trinity Oaks Continuing Care Retirement Community,728 KLUMAC ROAD,(704)633-1002,38.0,Salisbury,28144,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Rowan,"LUTHERAN RETIREMENT CENTER-SALISBURY, INC.",HAL-080-010,931257.0
Brookdale Forest City,493 PINEY RIDGE ROAD,(828)288-1171,76.0,Forest City,28043,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Rutherford,"SOUTHERN ASSISTED LIVING, LLC",HAL-081-014,970583.0
Cedar Creek Living,2270 OAKLAND ROAD,(828)229-3087,44.0,Forest City,28043,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Rutherford,"CEDAR CREEK LIVING, LLC",HAL-081-052,940543.0
Colonial Manor Rest Home,160 HEALTH CARE DRIVE,(828)287-7353,34.0,Rutherfordton,28139,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Rutherford,YELTON & ASSOC INC,HAL-081-001,920242.0
Haven-N-Hills Living Center,2391 NC HIGHWAY 226,(828)322-5535,46.0,Bostic,28018-7661,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Rutherford,"BOSTIC HEALTH HOLDINGS, LLC",HAL-081-050,960970.0
Henderson Care Center,125 HENDERSON CIRCLE,(828)248-3800,86.0,Forest City,28043,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Rutherford,"HENDERSON CARE CENTER, INC.",HAL-081-010,920522.0
Holly Springs Senior Citizens Home,1881 BIG ISLAND ROAD,(828)245-7781,32.0,Rutherfordton,28139,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Rutherford,HOLLY SPRINGS SENIOR CITIZENS HOME,HAL-081-005,920561.0
Oakland Living Center,704 POORS FORD ROAD,(828)286-3379,40.0,Rutherfordton,28139-9215,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Rutherford,"OAKLAND LIVING CENTER, INC.",HAL-081-013,980226.0
Restwell Home,401 U.S. 221 S. HIGHWAY,(828)287-4042,20.0,Rutherfordton,28139,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Rutherford,"H VANDERWAL, INC",HAL-081-007,940999.0
Southern Manor Rest Home,390 HARDIN ROAD,(828)980-2599,25.0,Forest City,28043,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Rutherford,SEUNG KWAN (BOB) CHAI,HAL-081-008,941123.0
Sunnyside Retirement Home,1600 U.S. HIGHWAY 221 S.,(828)286-3025,34.0,Forest City,28043,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Rutherford,"SUNNYSIDE RETIREMENT HOME, INC",HAL-081-042,921161.0
Clinton Village Senior Center,205 MARTHA LANE,(910)682-1993,60.0,Clinton,28328-9639,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Sampson,"HIGHER INVESTMENTS, LLC",HAL-082-029,920524.0
Rolling Ridge Assisted Living,700 MOUNT OLIVE DRIVE,(910)594-2100,61.0,Newton Grove,28366,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Sampson,"DEPAUL ADULT CARE COMMUNITIES, INC.",HAL-082-027,960326.0
The Gardens Of Roseboro,507 PINEWOOD STREET,(910)525-4082,40.0,Roseboro,28382,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Sampson,"ROSEBORO OPCO, LLC",HAL-082-028,991121.0
The Magnolia,213 FOREST TRAIL,(910)592-7506,91.0,Clinton,28328-3353,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Sampson,"WP-CLINTON HEALTH  HOLDINGS, LLC",HAL-082-022,980883.0
Prestwick Village,1000 JOHNS ROAD,(910)276-5950,100.0,Laurinburg,28352,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Scotland,"DEPAUL ADULT CARE COMMUNITIES, INC.",HAL-083-018,40578.0
Spring Arbor Of Albemarle,315 PARK RIDGE ROAD,(704)982-8200,78.0,Albemarle,28001,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Stanly,"SPRING ARBOR OF ALBEMARLE, LP",HAL-084-004,971268.0
The Taylor House,319 PALMER STREET,(704)982-4217,30.0,Albemarle,28001,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Stanly,"BAPTIST RETIREMENT HOME OF NORTH CAROLINA, INCORPORATED",HAL-084-001,940019.0
Woodhaven Court,1930 WOODHAVEN DRIVE,(704)983-1777,76.0,Albemarle,28001-6309,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Stanly,"WP-ALBEMARLE HEALTH HOLDINGS, LLC",HAL-084-009,981147.0
Graceland Living Center I,1290 DENNY ROAD,(336)983-2976,12.0,King,27021,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Stokes,"DANNY TUTTLE, INC",HAL-085-001,920449.0
Graceland Living Center Ii,1290 DENNY ROAD,(336)983-2976,11.0,King,27021,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Stokes,"DANNY TUTTLE, INC",HAL-085-002,920450.0
Mountain Valley Living Center,1135 TAYLOR ROAD,(336)853-7670,26.0,Westfield,27053,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Stokes,"DANNY TUTTLE, INC",HAL-085-003,920822.0
Priddy Manor Assisted Living,1294 PRIDDY ROAD,(336)983-3068,79.0,King,27021,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Stokes,"PRIDDY MANOR ASSISTED LIVING, LLC",HAL-085-009,30406.0
Rose Tara Senior Living,125 PLANTATION DRIVE,(336)983-8929,65.0,King,27021-9590,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Stokes,"ROSE TARA HOLDINGS, LLC",HAL-085-008,921173.0
Walnut Ridge Assisted Living,411 WINDMILL STREET,(336)591-7790,63.0,Walnut Cove,27052,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Stokes,WALNUT RIDGE ASSISTED LIVING LLC,HAL-085-005,970584.0
Central Care,139 APEX LANE,(336)320-2185,53.0,Mount Airy,27030,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Surry,"CENTRAL CARE, INC.",HAL-086-001,920192.0
Colonial Long Term Care Facility,340 SNOWHILL DRIVE,(336)786-2194,54.0,Mt. Airy,27030,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Surry,"COLONIAL LONG TERM CARE FACILITY, INCORPORATED",HAL-086-002,920235.0
Dunmore Plantation,515 W. KAPP STREET,(336)386-8074,60.0,Dobson,27017,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Surry,"DUNMORE PLANTATION, LLC",HAL-086-006,921164.0
Ridge Crest Retirement,1000 RIDGE CREST LANE,(336)786-9100,28.0,Mt. Airy,27030,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Surry,"RIDGE CREST RETIREMENT, LLC",HAL-086-010,971016.0
Riverwood Assisted Living Facility,711 W ATKINS ST,(336)283-6935,65.0,Dobson,27017,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Surry,"THE ADOLPHUS GROUP, LLC",HAL-086-014,940828.0
Twelve Oaks,1297 GALAX TRAIL,(336)786-1130,112.0,Mount Airy,27030,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Surry,DEPAUL ADULT CARE COMMUNTIES INC,HAL-086-008,970084.0
Yadkin Valley Senior Living,500 JOHNSON RIDGE ROAD,(336)835-6672,60.0,Elkin,28621,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Surry,"CAROLINAS ALLIANCE FOR RESIDENTIAL EXCELLENCE-ELKIN, LLC",HAL-086-015,920527.0
Bryson Senior Living,314 HUGHES BRANCH ROAD,(828)488-0024,50.0,Bryson City,28713,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Swain,"BRYSON CITY NOTE HOLDINGS, LLC",HAL-087-009,160353.0
Cedar Mountain House,11 SHERWOOD RIDGE ROAD,(828)884-9510,64.0,Brevard,28712-6558,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Transylvania,"WP-BREVARD HEALTH HOLDINGS I, LLC",HAL-088-014,980288.0
Kingsbridge House,10 SUGAR LOAF ROAD,(828)884-6137,60.0,Brevard,28712-8424,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Transylvania,"WP-BREVARD HEALTH HOLDINGS II, LLC",HAL-088-015,970863.0
Tyrrell House,950 HIGHWAY 64 EAST,(252)394-3145,50.0,Columbia,27925,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Tyrrell,"EAST COAST AL HOLDINGS, LLC",HAL-089-002,130065.0
Brookdale Monroe Square 1,918 FITZGERALD STREET,(704)225-9556,102.0,Monroe,28112,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Union,"SOUTHERN ASSISTED LIVING, LLC",HAL-090-024,990238.0
Brookdale Monroe Square 2,919 FITZGERALD STREET,(704)225-9556,65.0,Monroe,28112,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Union,"SOUTHERN ASSISTED LIVING, LLC",HAL-090-022,1522.0
Brookdale Union Park,1316 PATTERSON AVENUE,(704)282-0530,87.0,Monroe,28112,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Union,"SOUTHERN ASSISTED LIVING, LLC",HAL-090-007,960598.0
Elizabethan Gardens,1812 NEW TOWN ROAD,(704)283-6992,100.0,Monroe,28110,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Union,"ELIZABETHAN GARDENS ASSISTED LIVING FACILITY, INC.",HAL-090-001,920352.0
Hillcrest Church Rest Home,4123 HILLCREST CHURCH ROAD,(704)292-1145,20.0,Monroe,28110,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Union,"HILLCREST BAPTIST CHURCH REST HOME, INC.",HAL-090-004,955585.0
Monroe Manor Assisted Living Building I,1101 BAUCOM ROAD,(704)776-9327,12.0,Monroe,28110,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Union,"MONROE MANOR ASSISTED LIVING, INC",HAL-090-034,940794.0
Monroe Manor Assisted Living Building Ii,1101 BAUCOM ROAD,(704)776-9327,12.0,Monroe,28110,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Union,"MONROE MANOR ASSISTED LIVING, INC",HAL-090-033,920795.0
The Addison Of Indian Trail,5306 SECREST SHORT CUT ROAD,(704)289-4555,96.0,Monroe,28110,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Union,"GA HC REIT II INDIAN TRAIL ALF TRS SUB, LLC",HAL-090-035,80125.0
Woodridge Assisted Living Facility,2515 FOWLER SECREST ROAD,(704)225-0011,80.0,Monroe,28110-6947,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Union,"DEPAUL ADULT CARE COMMUNITIES, INC",HAL-090-025,960984.0
Brighton Gardens Of Raleigh,3101 DURALEIGH ROAD,(919)571-1123,115.0,Raleigh,27612,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wake,"PRIME CARE ONE, LLC",HAL-092-024,961002.0
Brookdale Cary,7870 CHAPEL HILL ROAD,(919)852-1355,50.0,Cary,27513-5428,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wake,"BROOKDALE SENIOR LIVING COMMUNITIES, INC.",HAL-092-023,970949.0
Brookdale Macarthur Park,111 MACARTHUR DRIVE,(919)460-5959,80.0,Cary,27513,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wake,"SOUTHERN ASSISTED LIVING, LLC",HAL-092-027,960825.0
Brookdale Wake Forest,611 SOUTH BROOKS STREET,(919)562-8400,70.0,Wake Forest,27587,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wake,"SOUTHERN ASSISTED LIVING, LLC",HAL-092-032,971007.0
Brookridge Assisted Living,312 LYNCH STREET,(919)362-6266,55.0,Apex,27502,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wake,"BROOKRIDGE ASSISTED LIVING, INC.",HAL-092-146,920043.0
Cadence Garner,200 MINGLEWOOD DRIVE,(919)773-1550,84.0,Garner,27529,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wake,"GAHC3 GARNER NC TRS SUB, LLC",HAL-092-215,160385.0
Cadence North Raleigh,5219 OLD WAKE FOREST ROAD,(919)876-6316,96.0,Raleigh,27609,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wake,"GAHC3 NORTH RALEIGH NC TRS SUB, LLC",HAL-092-214,20206.0
Cadence At Wake Forest,3218 HERITAGE TRADE DRIVE,(919)569-2101,96.0,Wake Forest,27587,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wake,"GAHC3 WAKE FOREST NC TRS SUB, LLC",HAL-092-213,120426.0
Chatham Commons,809 WEST CHATHAM STREET,(919)469-9309,80.0,Cary,27511-3136,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wake,"CARY HEALTH HOLDINGS, LLC",HAL-092-203,920199.0
Coventry House Of Zebulon,1205 W GANNON AVENUE,(919)375-4504,60.0,Zebulon,27597,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wake,"ZEBULON OPCO, LLC",HAL-092-212,971095.0
Elmcroft Of Northridge,600 NEWTON ROAD,(919)848-4906,161.0,Raleigh,27615,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wake,"EC OPCO NORTHRIDGE, LP",HAL-092-207,920861.0
Falls River Court Memory Care Community,1130 FALLS RIVER AVENUE,(919)844-2499,38.0,Raleigh,27614,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wake,LSREF GOLDEN OPS 26 (NC) LLC,HAL-092-141,980873.0
Falls River Village Assisted Living Community,1110 FALLS RIVER AVENUE,(919)844-9747,60.0,Raleigh,27614-7772,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wake,LSREF GOLDEN OPS 26 (NC) LLC,HAL-092-142,980579.0
Heartfields At Cary,1050 CRESCENT GREEN DRIVE,(919)852-5757,97.0,Cary,27518,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wake,SNH NC TENANT LLC,HAL-092-216,970161.0
Lawndale Manor,601 LAKESIDE DRIVE,(919)662-0099,62.0,Garner,27529,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wake,"LAWNDALE MANOR, INC",HAL-092-017,920654.0
Magnolia Glen,5215 CREEDMOOR ROAD,(919)841-4747,66.0,Raleigh,27612,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wake,"KSL MG, ST, LLC",HAL-092-180,10198.0
Morningside Of Raleigh,801 DIXIE TRAIL,(919)828-5557,110.0,Raleigh,27607,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wake,SNH NC TENANT LLC,HAL-092-217,940715.0
North Pointe Assisted Living Of Garner,1437 AVERSBORO ROAD,(919)779-4560,126.0,Garner,27529,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wake,"NORTH POINTE ASSISTED LIVING OF GARNER, LLC",HAL-092-186,920425.0
Oliver House,4230 WENDELL BOULEVARD,(919)366-9737,100.0,Wendell,27591-1897,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wake,"WP-WENDELL HEALTH HOLDINGS, LLC",HAL-092-182,920767.0
Phoenix Assisted Care,201 WEST HIGH STREET,(919)460-8644,120.0,Cary,27513,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wake,PHOENIX ASSISTED CARE LLC,HAL-092-131,920896.0
Spring Arbor Of Apex,901 SPRING ARBOR COURT,(919)303-9990,76.0,Apex,27502,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wake,SPRING ARBOR OF APEX LTD PARTNERSHIP,HAL-092-037,990039.0
Spring Arbor Of Cary,1705 KILDAIRE FARM ROAD,(919)388-9635,80.0,Cary,27511,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wake,"SPRING ARBOR OF CARY, LLC",HAL-092-204,130543.0
Spring Arbor Of Raleigh,1810 NEW HOPE ROAD,(919)250-0255,80.0,Raleigh,27604,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wake,"SPRING ARBOR OF EAST RALEIGH, LP",HAL-092-079,990961.0
Sunrise At North Hills,615 SPRING FOREST ROAD,(919)981-6100,160.0,Raleigh,27609,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wake,SZR NORTH HILLS OPCO LP,HAL-092-218,980266.0
Sunrise Of Cary,1206 WEST CHATHAM STREET,(919)462-9147,85.0,Cary,27513,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wake,"WELLTOWER OPCO GROUP, LLC",HAL-092-209,70629.0
Sunrise Of Raleigh,4801 EDWARDS MILL ROAD,(919)787-0777,100.0,Raleigh,27612,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wake,"HCP RALEIGH NC OPCO, LLC",HAL-092-211,960120.0
The Addison Of Fuquay-Varina,6516 JOHNSON POND ROAD,(919)577-8102,96.0,Fuquay Varina,27526,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wake,"GA HC REIT II FUQUAY-VARINA ALF TRS SUB, LLC",HAL-092-219,461.0
The Addison Of Knightdale,2408 HODGE ROAD,(919)266-6676,96.0,Knightdale,27545,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wake,"GA HC REIT II KNIGHTDALE ALF TRS SUB, LLC",HAL-092-220,453.0
The Covington,4510 DURALEIGH ROAD,(919)791-1981,120.0,Raleigh,27612-3534,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wake,"WP-RALEIGH HEALTH HOLDINGS, LLC",HAL-092-181,920766.0
The Reserve At Mills Farm,3000 MILLS CHASE LOOP,(919)371-4238,35.0,Apex,27523,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wake,"CARILLON MILLS FARM, LLC",HAL-092-221,200772.0
Wake Assisted Living,2800 KIDD ROAD,(919)231-7575,60.0,Raleigh,27610-1842,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wake,WAKE ASSISTED LIVING  LLC,HAL-092-144,920262.0
Waltonwood Cary Parkway,750 SE CARY PKY,(919)460-7330,85.0,Cary,27511,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wake,"WALTONWOOD AT CARY, LLC",HAL-092-161,970719.0
Waltonwood Lake Boone,3560 HORTON STREET,(984)232-0528,68.0,Raleigh,27607,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wake,"WALTONWOOD LAKE BOONE II, LLC",HAL-092-210,150152.0
Woodland Terrace,300 KILDAIRE WOODS DRIVE,(919)465-0356,84.0,Cary,27511,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wake,"WELLTOWER KISCO RIDEA TENANT, LLC",HAL-092-206,1.0
Zebulon House,551 PONY ROAD,(919)269-6061,60.0,Zebulon,27597-2572,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Wake,"ZHI, LLC",HAL-092-143,990259.0
Alpha Magnolia Garden,930 HWY. 158 BUS. E,(252)257-3106,86.0,Warrenton,27589,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Warren,ALPHA MAGNOLIA GARDEN LLC,HAL-093-010,921307.0
Boyd'S Rest Home #2,295 CARROLLTOWN ROAD,(252)257-3513,10.0,Macon,27551,NC,6/29/21,ASSISTED LIVING RESIDENCE,ADULT CARE HOME,Warren,ANNE B. CRAWFORD  AND ALFATIR CRAWFORD,HAL-093-001,920114.0
