Facility Name,Address,City,State,Zip Code,County,Phone Number,Email Address,Ownership Type,Licensee,Capacity,Longitude,Latitude,Date Accessed,State Facility Type 1 Literal,License Number
We Care Residential,2370 WILLISTON RD,Aiken,SC,29803-9100,Aiken,803-652-3652,stemsis54@gmail.com,CORPORATION,WE CARE RESIDENTIAL INC,55,-81.696572,33.393463,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1034
Wellmore Of Daniel Island,580 ROBERT DANIEL DR,Charleston,SC,29492,Berkeley,843-566-1000,danielisland.licensing@well-more.com,LIMITED LIABILITY,WELLMORE OF DANIEL ISLAND LLC,174,-79.895528,32.880688,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1569
Wellmore Of Lexington,200 WELLMORE DR,Lexington,SC,29072,Lexington,803-520-1200,lexington.licensing@well-more.com,LIMITED LIABILITY,WELLMORE OF LEXINGTON LLC,174,-81.248414,33.994616,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1557
Wellmore Of Tega Cay,111 WELLMORE DR,Tega Cay,SC,29708-0039,York,803-835-7000,tegacay.licensing@well-more.com,,WELLMORE OF TEGA CAY LLC,150,-80.99021643,35.0471643,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1935
Wesley Commons Assisted Living Facility & Special Care House,1110 MARSHALL RD,Greenwood,SC,29646-4299,Greenwood,864-227-7480,ddavis@wesleycommons.org,NON-PROFIT CORPORATION,WESLEY COMMONS,70,-82.12697734,34.180305,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1218
Wesley Court Assisted Living Community,916 WESLEY CT,Boiling Springs,SC,29316-5649,Spartanburg,864-599-9929,wesleycourt@tutera.com,LIMITED LIABILITY,WESLEY COURT ASSISTED LIVING FACILITY LLC,70,-81.97387237,35.041469,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1289
Wesleyan Suites,2100 TWIN CHURCH RD,Florence,SC,29501-8200,Florence,843-664-0700,treich@themanorseniorliving.com,NON-PROFIT CORPORATION,UNITED METHODIST MANOR OF THE PEE DEE,95,-79.8589918,34.15118694,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0662
West End Retirement Center Inc,PO BOX 736,Easley,SC,29641-0736,Pickens,864-485-9372,amber.westend@outlook.com,CORPORATION,WEST END RETIREMENT CENTER INC,34,-82.601505,34.819308,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0204
Westminster Memory Care - Aiken,2288 S CENTENNIAL AVE,Aiken,SC,29803,Aiken,803-502-5599,millerjamie@wmcaiken.com,LIMITED LIABILITY,AIKEN MEMORY CARE LLC,48,-81.71093661,33.51963623,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1997
Westminster Memory Care-Lexington,886 PARK RD,Lexington,SC,29072,Lexington,803-356-7507,browngary@wmclexington.com,LIMITED LIABILITY,LEXINGTON MEMORY CARE LLC,48,-81.282615,34.003704,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-2002
Westminster Towers Residential,1330 INDIA HOOK RD,Rock Hill,SC,29732-2462,York,803-328-5000,jthomason@westminstertowers.org,NON-PROFIT CORPORATION,WESTMINSTER PRESBYTERIAN CENTER INC,35,-81.02893021,34.95278274,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0580
Westside Residential Home,4112 HARTFORD ST,Columbia,SC,29204-3025,Richland,803-786-7411,jentomatt@aol.com,CORPORATION,WESTSIDE RESIDENTIAL HOME INC,38,-80.9936929,34.05198259,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0907
White Oak Estates Assisted Living,400 WEBBER RD,Spartanburg,SC,29307-2400,Spartanburg,864-579-7004,jemazie@whiteoakmanor.com,CORPORATION,WHITE OAK ESTATES ASSISTED LIVING INC,45,-81.87026874,34.97255178,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1334
Whitney Place,107 CORNWELL ST,Union,SC,29379-2404,Union,864-427-4275,whitneyplace1990@gmail.com,CORPORATION,WHITNEY CORPORATION OF COLUMBIA INC,24,-81.6170899,34.71119284,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0572
Wildewood Downs Assisted Living Community,731 POLO RD,Columbia,SC,29223-4462,Richland,803-419-1243,licensing@maxwell-group.com,LIMITED LIABILITY,WILDEWOOD RETIREMENT LLC,57,-80.888461,34.087491,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-2091
Williams Community Care Home,7705 RICHARD ST,Columbia,SC,29209-3733,Richland,803-783-1223,chazwilliamssr@gmail.com,SOLE PROPRIETORSHIP,CHARLES A WILLIAMS SR,9,-80.95115502,33.94992175,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0280
Williamsburg Residential Care Facility,14 WRCF ST,Kingstree,SC,29556-2596,Williamsburg,843-355-6214,jjackson@wrcf1985.com,SOLE PROPRIETORSHIP,"JACKSON, JACQUES G.",24,-79.82125155,33.67947437,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0038
Willies Ii Rch,46 WILSON ST,Sumter,SC,29150-3050,Sumter,803-773-4724,acetw90@aol.com,SOLE PROPRIETORSHIP,"COOPER, TRACEY L.",5,-80.33381964,33.93657123,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1485
Willows Of Easley,105 WILLOW PL,Easley,SC,29640-1385,Pickens,864-855-9800,lgs@thewillowsofeasley.com,LIMITED LIABILITY,CPF SENIOR LIVING - WILLOWS LLC,50,-82.605882,34.848073,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-2015
Windsor House Greenville,1931 PELHAM RD,Greenville,SC,29615-4002,Greenville,864-288-9450,clay.fowlerhealthcareenterprise@gmail.co,,WINDOR HOUSE GREENVILLE-FHE LLC,50,-82.28743721,34.86209572,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1388
Woodbridge Clinton,300 JACOBS HWY,Clinton,SC,29325,Laurens,864-833-3425,ed@woodbridgeclintonseniorliving.com,LIMITED LIABILITY,ML WOODBRIDGE CLINTON LLC,60,-81.876514,34.452496,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-2073
Woodbridge Senior Living,2902 E MAIN ST,Spartanburg,SC,29307-1252,Spartanburg,864-579-0086,ed@woodbridgeseniorliving.com,LIMITED LIABILITY,CR WOODBRIDGE LLC,113,-81.862828,34.983752,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1991
Woodland Place,850 JOHN B WHITE BLVD,Spartanburg,SC,29306,Spartanburg,864-576-8910,ed@woodlandplaceal.com,LIMITED LIABILITY,MI WOODLAND PLACE LLC,108,-81.93051651,34.91762473,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-2038
Wright'S Residential Care #2 A & B,12 RIVER ST,Lyman,SC,29365-1714,Spartanburg,864-249-0412,wrightscare91@gmail.com,SOLE PROPRIETORSHIP,DIANNE E WRIGHT,10,-82.13235139,34.94364599,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1319
Wright'S Residential Care Facility 1,950 OLD SPARTANBURG HWY,Wellford,SC,29385,Spartanburg,864-249-0412,wrightscare91@gmail.com,SOLE PROPRIETORSHIP,DIANNE E WRIGHT,10,-82.107607,34.949046,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-0617
Zeigler Street Community Residence,71 ZEIGLER ST,Bamberg,SC,29003-1034,Bamberg,803-245-6169,tdavis@bcdsnb.org,,BAMBERG COUNTY DISABILITIES AND SPECIAL NEEDS BOARD,9,-81.04022462,33.30162359,6/30/21,COMMUNITY RESIDENTIAL CARE FACILITIES,CRC-1297
