Sort Name,Mailing Name,License Number,Profession,Status,Address Line 1,Address Line 2,Address Line 3,Address Line 4,City,State,Zip,County FIPS,County,Country,Phone,Fax,Address Directions,Mailing Care Of,Mailing Address Line 1,Mailing Address Line 2,Mailing Address Line 3,Mailing Address Line 4,Mailing City,Mailing State,Mailing Zip,Mailing County FIPS,Mailing County,Mailing Country,Mailing Address Directions,NAIC Code,Expiration Date,Responsible Individual,RI License Number,Authorities,Department,Agency,Board,EmailAddress,CE Required By Date,Bed Count,Primary Administrator
DRUMMOND 2,DRUMMOND 2,RCA39041,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,49 DRUMMOND ST APT 2,,,,AUBURN,ME,04210-5868,23001,ANDROSCOGGIN,,+1 (207) 795-0005,+1 (207) 795-0005,,,,,,,,,,,,,,,12/29/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,1,MARCIA TURCOTTE
DRUMMOND 3,DRUMMOND 3,RCA39040,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,49 DRUMMOND ST APT 3,,,,AUBURN,ME,04210-5868,23001,ANDROSCOGGIN,,+1 (207) 795-0005,+1 (207) 795-0005,,,,,,,,,,,,,,,12/29/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,1,MARCIA TURCOTTE
DRUMMOND 4,DRUMMOND 4,RCA39038,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,49 DRUMMOND ST APT 4,,,,AUBURN,ME,04210-5868,23001,ANDROSCOGGIN,,+1 (207) 795-0005,+1 (207) 795-0005,,,,,,,,,,,,,,,12/29/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,1,MARCIA TURCOTTE
DUBOIS DRIVE,DUBOIS DRIVE,RCC1604,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,4 DUBOIS DR,,,,SANFORD,ME,04073-6134,23031,YORK,,+1 (207) 490-5701,+1 (855) 221-9885,,,,,,,,,,,,,,,8/25/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,HEIDI REED
DURANLEAU HOUSE,DURANLEAU HOUSE,RCC923,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,81 ROWE AVE,,,,PORTLAND,ME,04102-1421,23005,CUMBERLAND,,+1 (207) 899-1985,+1 (207) 899-1985,,,,,,,,,,,,,,,7/16/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,ANN-MARIE MAYBERRY
EAST POINT,EAST POINT,PND665,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,96 STACKPOLE DR,,,,MACHIAS,ME,04654-7001,23029,WASHINGTON,,+1 (207) 255-6611,+1 (207) 255-0689,,,,,,,,,,,,,,,10/10/22,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,37,SHELLEY J. OTTO
EAST POND HOME,EAST POND HOME,RCC38674,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,1239 E POND RD,,,,SMITHFIELD,ME,04978-3214,23025,SOMERSET,,+1 (207) 566-5766,+1 (207) 566-5250,,,,,,,,,,,,,,,8/14/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,KIM R. MCMAHON
EAST SIDE HOME,EAST SIDE HOME,RCC2371,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,1 JOSEPH ST,,,,HOULTON,ME,04730-2359,23003,AROOSTOOK,,+1 (207) 532-9446,+1 (207) 532-1359,,,,,,,,,,,,,,,10/22/22,,,Intellectual Disability/Autism,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,6,BRENDA L. CUMMINGS
EASTERN AVENUE-MCIR,EASTERN AVENUE-MCIR,PNC38731,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,161 EASTERN AVE,,,,BREWER,ME,04412-1335,23019,PENOBSCOT,,+1 (207) 989-2034,+1 (207) 989-8068,,,,,,,,,,,,,,,12/11/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,SCOTT J. MAYO
EASTPORT RESIDENTIAL CARE FACILITY,EASTPORT RESIDENTIAL CARE FACILITY,PND296,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,4 CLARK ST,,,,EASTPORT,ME,04631-1036,23029,WASHINGTON,,+1 (207) 853-4540,+1 (207) 853-4766,,,,,,,,,,,,,,,1/25/22,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,14,CLINT F. ALBEE
EASTSIDE MANOR,EASTSIDE MANOR,RCD38663,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,51 EASTSIDE RD,,,,HANCOCK,ME,04640-3958,23009,HANCOCK,,+1 (207) 442-0029,+1 (207) 422-0029,,,,,,,,,,,,,,,4/2/22,,,Adult Family Care Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,8,HEATHER HANSON
EASY CARE RESIDENTIAL LLC,EASY CARE RESIDENTIAL LLC,RCA38885,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,62 LELAND ST UNIT 1,,,,PORTLAND,ME,04103-2528,23005,CUMBERLAND,,+1 (207) 939-1009,,,,,,,,,,,,,,,,8/5/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,MARK OKENY
"EASY CARE RESIDENTIAL, LLC II","EASY CARE RESIDENTIAL, LLC II",RCA38936,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,254 BRADLEY ST UNIT 101,,,,SACO,ME,04072-3181,23031,YORK,,+1 (207) 632-6240,+1 (844) 912-8589,,,,,,,,,,,,,,,2/10/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,MARK OKENY
EDGECOMB GREEN,EDGECOMB GREEN,RCD1846,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,31 CROSS POINT RD,,,,EDGECOMB,ME,04556-3247,23015,LINCOLN,,+1 (207) 687-2164,+1 (207) 882-1164,,,,,,,,,,,,,,,3/3/23,,,Adult Family Care Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,7,PAMELA C. GEORGE
EDGEWOOD REHABILITATION & L C,EDGEWOOD REHABILITATION & L C,PND22461,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,221 FAIRBANKS RD,,,,FARMINGTON,ME,04938-5723,23007,FRANKLIN,,+1 (207) 778-3386,+1 (207) 778-5869,,,,,,,,,,,,,,,4/30/21,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,22,DEBRA A CHALMERS
EIGHT HUNDRED EIGHT HIGH STREET,EIGHT HUNDRED EIGHT HIGH STREET,PNC299,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,808 HIGH ST,,,,BATH,ME,04530-2474,23023,SAGADAHOC,,+1 (207) 443-1133,+1 (207) 443-8887,,,,,,,,,,,,,,,8/9/21,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,6,ALEX KAUTZMAN
EIGHT ROD ROAD,EIGHT ROD ROAD,RCC38769,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,300 EIGHT ROD RD,,,,AUGUSTA,ME,04330-8112,23011,KENNEBEC,,+1 (207) 423-0531,+1 (207) 879-1146,,,,,,,,,,,,,,,2/6/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,5,CHRISTINA M. MONAGLE
ELLSWORTH GROUP HOME,ELLSWORTH GROUP HOME,PNC305,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,849 RED BRIDGE RD,,,,ELLSWORTH,ME,04605-3228,23009,HANCOCK,,+1 (207) 667-7216,+1 (207) 945-4465,,,,,,,,,,,,,,,6/2/22,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,SHEILA JANE WORSAA
ELM STREET,ELM STREET,PNC2239,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,101 ELM ST,,,,LEWISTON,ME,04240-6715,23001,ANDROSCOGGIN,,+1 (207) 241-0574,+1 (207) 786-8061,,,,,,,,,,,,,,,8/26/22,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,SCOTT A. MORRISON
ELM STREET BOARDING HOME,ELM STREET BOARDING HOME,RCC310,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,9 ELM ST,,,,SANFORD,ME,04073-3001,23031,YORK,,+1 (207) 324-3535,+1 (855) 244-7950,,,,,,,,,,,,,,,12/19/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,6,KIMBERLY A. PELLERIN
ELM STREET HOUSE,ELM STREET HOUSE,PND311,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,14 ELM ST,,,,AUGUSTA,ME,04330-5110,23011,KENNEBEC,,+1 (207) 626-3475,+1 (207) 621-6379,,,,,,,,,,,,,,,2/20/23,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,8,HEIDI A. ROES
EMBDEN I,EMBDEN I,RCC38693,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,46 MOULTON HILL ROAD,,,,EMBDEN,ME,4958,23025,SOMERSET,,+1 (207) 643-2230,+1 (844) 451-5678,,,,,,,,,,,,,,,6/30/23,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,SANDRA D FARMER
EMBDEN II,EMBDEN II,RCC38694,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,46 MOULTON HILL ROAD,,,,EMBDEN,ME,4958,23025,SOMERSET,,+1 (207) 643-3019,+1 (844) 451-5679,,,,,,,,,,,,,,,6/30/23,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,SANDRA D FARMER
"EMILIO ESTATES, INC.","EMILIO ESTATES, INC.",PND318,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,465 W CORINTH RD,,,,CORINTH,ME,04427-3144,23019,PENOBSCOT,,+1 (207) 285-7798,+1 (207) 285-3119,,,,,,,,,,,,,,,3/19/22,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,18,MILINDA J. ADAMS
"ENCLAVE OF SCARBOROUGH, THE",THE ENCLAVE OF SCARBOROUGH,RCD38667,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,18 BLACK POINT RD,,,,SCARBOROUGH,ME,04074-9816,23005,CUMBERLAND,,+1 (207) 883-3889,+1 (207) 883-1068,,,,,,,,,,,,,,,5/3/22,,,Dementia/Alzheimer's,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,92,CAITLIN MARSANSKIS
ENGEL PLACE,ENGEL PLACE,PND22618,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,758 BROADWAY,,,,BANGOR,ME,04401-3224,23019,PENOBSCOT,,+1 (207) 945-5532,+1 (207) 947-1135,,,,,,,,,,,,,,,10/31/22,,,Dementia/Alzheimer's,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,24,JANET HOPE
ESTES AVENUE WAIVER,ESTES AVENUE WAIVER,RCA38909,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,271 ESTES AVE,,,,PALMYRA,ME,04965-3830,23025,SOMERSET,,+1 (207) 938-2337,+1 (207) 938-3069,,,,,,,,,,,,,,,11/12/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,RACHEL FULLER
EUGENE HOUSE,EUGENE HOUSE,RCA38989,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,249 MAIN RD S,,,,HAMPDEN,ME,04444-1203,23019,PENOBSCOT,,+1 (207) 862-0076,+1 (207) 945-9997,,,,,,,,,,,,,,,4/28/23,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,CYNTHIA NOBLE
F.A.R.E. HOUSE,F.A.R.E. HOUSE,RCC2096,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,659 LOWER ST,,,,TURNER,ME,04282-3909,23001,ANDROSCOGGIN,,+1 (207) 225-5851,+1 (207) 225-5853,,,,,,,,,,,,,,,10/27/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,LORETTA CROCKETT
FALLBROOK WOODS,FALLBROOK WOODS,PND331,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,60 MERRYMEETING DR,,,,PORTLAND,ME,04103-3960,23005,CUMBERLAND,,+1 (207) 878-0788,+1 (207) 878-7734,,,,,,,,,,,,,,,3/18/22,,,Dementia/Alzheimer's,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,56,LINDA HANSON
FALMOUTH HOUSE AT OCEANVIEW,FALMOUTH HOUSE AT OCEANVIEW,ALP333,ASSISTED LIVING PROGRAM,ACTIVE,32 BLUEBERRY LN,,,,FALMOUTH,ME,04105-2807,23005,CUMBERLAND,,+1 (207) 781-4621,+1 (207) 781-4052,,,,,,,,,,,,,,,4/24/23,,,Type II - Medication and Nursing,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,48,DIANE L. KIBBIN
FALMOUTH STREET,FALMOUTH STREET,RCA39300,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,152 FALMOUTH ST,,,,WESTBROOK,ME,04092-3016,23005,CUMBERLAND,,+1 (207) 939-1009,+1 (844) 912-8589,,,,,,,,,,,,,,,6/20/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,MARK OKENY
FARMINGTON CONGREGATE ASSOCIATES,FARMINGTON CONGREGATE ASSOCIATES,ALP341,ASSISTED LIVING PROGRAM,ACTIVE,136 NORTH ST,,,,FARMINGTON,ME,04938-5935,23007,FRANKLIN,,+1 (207) 778-4416,+1 (207) 778-5859,,,,,,,,,,,,,,,4/15/22,,,Type II - Medication and Nursing,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,12,DEBRA A CHALMERS
FARNHAM,FARNHAM,RCA39163,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,67 FARNHAM ST,,,,PORTLAND,ME,04103-1209,23005,CUMBERLAND,,+1 (207) 835-0099,+1 (207) 536-4005,,,,,,,,,,,,,,,3/17/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,SAMANTHA D RICHARD
FARWELL MILLS,FARWELL MILLS,RCA38963,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,FARWELL MILLS #2,244 LISBON ST APT 12G,,,LISBON,ME,04250-6877,23001,ANDROSCOGGIN,,+1 (207) 795-6737,+1 (207) 795-6722,,,,,,,,,,,,,,,3/23/23,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,DEBORAH L. DRINKWATER
FARWELL STREET,FARWELL STREET,RCC38915,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,167 FARWELL ST,,,,LEWISTON,ME,04240-4829,23001,ANDROSCOGGIN,,+1 (207) 333-3743,,,,,,,,,,,,,,,,4/15/23,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,JOY M. DINSMORE
FDK,FDK,RCA38975,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,4 FIELDCREST DR,,,,KENNEBUNK,ME,04043-6625,23031,YORK,,+1 (207) 878-9663,+1 (207) 854-3690,,,,,,,,,,,,,,,1/2/23,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,STACY LAMONTAGNE
FENDERSON ROAD,FENDERSON ROAD,RCD2372,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,15 FENDERSON RD,,,,SACO,ME,04072-9628,23031,YORK,,+1 (207) 282-6626,+1 (207) 282-8388,,,,,,,,,,,,,,,8/30/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,8,CHRISTINA M. MONAGLE
FERN COTTAGE,FERN COTTAGE,RCC1694,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,597 QUAKER RIDGE RD,,,,LEEDS,ME,04263-3606,23001,ANDROSCOGGIN,,+1 (207) 671-3565,+1 (207) 514-7659,,,,,,,,,,,,,,,3/31/22,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,6,AMANDA RICCI
FIELD STONE MANOR 1,FIELD STONE MANOR 1,RCC2027,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,489 S MAIN ST,,,,BREWER,ME,04412-2428,23019,PENOBSCOT,,+1 (207) 460-9303,+1 (888) 460-3866,,,,,,,,,,,,,,,6/22/23,,,Adult Family Care Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,5,IRENE V. JOHNSON
FIELDSTONE DRIVE GROUP HOME,FIELDSTONE DRIVE GROUP HOME,PNC346,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,87 FIELDSTONE DR,,,,BANGOR,ME,04401-3279,23019,PENOBSCOT,,+1 (207) 990-0459,+1 (207) 945-4465,,,,,,,,,,,,,,,3/18/22,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,6,ROBIN MARIE BULLIS
FIFTY EIGHT SARGENT AVENUE,FIFTY EIGHT SARGENT AVENUE,RCC351,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,58 SARGEANT ST,,,,LEWISTON,ME,04240-3461,23001,ANDROSCOGGIN,,+1 (207) 795-1088,+1 (207) 782-1734,,,,,,,,,,,,,,,7/6/23,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,WANDA MASON
FINSON ROAD,FINSON ROAD,PND352,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,726 FINSON RD,,,,BANGOR,ME,04401-2414,23019,PENOBSCOT,,+1 (207) 945-3099,+1 (207) 990-5948,,,,,,,,,,,,,,,3/26/22,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,8,JAY D. BOWKER
FIVE TWENTY NINE ROOSEVELT TRAIL,FIVE TWENTY NINE ROOSEVELT TRAIL,RCA39177,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,529 ROOSEVELT TRL,,,,WINDHAM,ME,04062-4907,23005,CUMBERLAND,,+1 (207) 835-0099,+1 (207) 536-4005,,,,,,,,,,,,,,,3/11/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,SAMANTHA D RICHARD
FLORIDA AVENUE,FLORIDA AVENUE,RCA39353,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,117 FLORIDA AVE,,,,PORTLAND,ME,04103-3811,23005,CUMBERLAND,,+1 (207) 608-8000,+1 (207) 512-1478,,,,,,,,,,,,,,,4/22/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,ANGIE MARQUIS
FLOYD POWELL WAIVER HOME,FLOYD POWELL WAIVER HOME,RCC356,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,38 CARTER STREET,,,,EAGLE LAKE,ME,4739,23003,AROOSTOOK,,+1 (207) 444-6224,+1 (207) 444-6099,,,,,,,,,,,,,,,7/25/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,MICHELLE T. RAYMOND
FOGG AVENUE,FOGG AVENUE,RCC1543,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,4 FOGG AVE,,,,BIDDEFORD,ME,04005-3106,23031,YORK,,+1 (207) 284-6977,+1 (207) 282-8388,,,,,,,,,,,,,,,10/16/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,JAMIE WHITEHOUSE
FOGG ROAD,FOGG ROAD,RCC357,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,61 FOGG RD,,,,BUXTON,ME,04093-3614,23031,YORK,,+1 (207) 727-6783,+1 (207) 772-3743,,,,,,,,,,,,,,,11/24/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,6,TAMMY L. PIKE
FONTBONNE,FONTBONNE,PND39437,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,7 HIGHWOOD ST,,,,WATERVILLE,ME,04901-5739,23011,KENNEBEC,,+1 (207) 873-0705,+1 (207) 861-5575,,,,,,,,,,,,,,,6/30/22,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,11,DIANE SINCLAIR
FORBES LANE,FORBES LANE,RCC2172,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,109 FORBES LN,,,,WINDHAM,ME,04062-6114,23005,CUMBERLAND,,+1 (207) 892-0214,+1 (207) 772-3743,,,,,,,,,,,,,,,7/21/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,5,TAMMY L. PIKE
FORESIDE HARBOR,FORESIDE HARBOR,ALP22588,ASSISTED LIVING PROGRAM,ACTIVE,191 FORESIDE RD,,,,FALMOUTH,ME,04105-1768,23005,CUMBERLAND,,+1 (207) 781-4714,+1 (207) 781-7536,,,,,,,,,,,,,,,7/31/21,,,Type II - Medication and Nursing,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,36,JESSICA C LECLERC
FOREST AVE 1,FOREST AVE 1,RCA39147,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,1410 FOREST AVE,,,,PORTLAND,ME,04103-1737,23005,CUMBERLAND,,+1 (207) 835-0099,+1 (207) 536-4005,,,,,,,,,,,,,,,2/3/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,SAMANTHA D RICHARD
FOREST AVE 2,FOREST AVE 2,RCA39148,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,1410 FOREST AVE,,,,PORTLAND,ME,04103-1737,23005,CUMBERLAND,,+1 (207) 835-0099,+1 (207) 536-4005,,,,,,,,,,,,,,,4/8/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,SAMANTHA D RICHARD
FOREST AVENUE HOME,FOREST AVENUE HOME,RCC361,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,5 FOREST AVENUE,,,,ELLSWORTH,ME,4605,23009,HANCOCK,,+1 (207) 667-6065,+1 (207) 667-1977,,,,,,,,,,,,,,,6/2/23,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,ALICIA A. HOLDSWORTH
FOREST STREET,FOREST STREET,RCC38623,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,77 FOREST ST,,,,SACO,ME,04072-3110,23031,YORK,,+1 (207) 450-0306,+1 (207) 282-3101,,,,,,,,,,,,,,,5/12/23,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,JAMIE WHITEHOUSE
FORTY SEVEN WOOD STREET,FORTY SEVEN WOOD STREET,PNC363,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,47 WOOD ST,,,,LEWISTON,ME,04240-6844,23001,ANDROSCOGGIN,,+1 (207) 784-6996,+1 (207) 784-2398,,,,,,,,,,,,,,,7/10/22,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,6,HAROLD STROUT
FOSS HOME,FOSS HOME,RCC2214,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,315 FOSS RD,,,,LIMERICK,ME,04048-4306,23031,YORK,,+1 (207) 793-2224,+1 (207) 797-6398,,,,,,,,,,,,,,,4/24/22,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,SUSAN J. MURPHY
FOSTER STREET HOME,FOSTER STREET HOME,RCC306,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,34 FOSTER ST,,,,ELLSWORTH,ME,04605-2102,23009,HANCOCK,,+1 (207) 667-2444,+1 (207) 667-1977,,,,,,,,,,,,,,,10/22/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,6,ALICIA A. HOLDSWORTH
FOURTH STREET HOME,FOURTH STREET HOME,RCC368,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,22 FOURTH ST,,,,MEXICO,ME,04257-1738,23017,OXFORD,,+1 (207) 369-0678,+1 (207) 369-0141,,,,,,,,,,,,,,,2/25/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,CATHERINE JOHNSON
FRANCISCAN HOME,FRANCISCAN HOME,PND22585,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,3400 AROOSTOOK RD,,,,EAGLE LAKE,ME,4739,23003,AROOSTOOK,,+1 (207) 444-5152,+1 (207) 444-6099,,,,,,,,,,,,,,,11/30/21,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,16,DENISE RAYMOND
FRANKFORT ASSISTED LIVING LLC-LEFT SIDE,FRANKFORT ASSISTED LIVING LLC-LEFT SIDE,RCD38669,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,112 N SEARSPORT RD,,,,FRANKFORT,ME,04438-3204,23027,WALDO,,+1 (207) 952-0240,,,,,,,,,,,,,,,,11/28/22,,,Adult Family Care Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,8,JOHN V. CHAMBERS
FRANKFORT ASSISTED LIVING LLC-RIGHT SIDE,FRANKFORT ASSISTED LIVING LLC-RIGHT SIDE,RCD38670,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,112 N SEARSPORT RD,,,,FRANKFORT,ME,04438-3204,23027,WALDO,,+1 (207) 952-0240,,,,,,,,,,,,,,,,11/28/22,,,Adult Family Care Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,8,JOHN V. CHAMBERS
