Speciality,contract,LicenseNumber,LocationNumber,FacInstanceId,FacilityType,FacilityName,FacilityStatus,LocationAddress,LocationCity,LocationState,LocationZipCode,LocationCounty,MailAddress,MailCity,MailState,MailZipCode,TelephoneNmbr,FaxNmbr,ConfidentialFaxNmbr,RCSRegionUnit,SpecialityCode,ContractCode,FacilityPOC,LicensedBedCount,LicenseExpirationDate,CheckCompleteDate,CheckType,Disclosure of Services,Has Reports?,Reports Location
"Mental Health, Dementia, Developmental Disabilities","Meaningful Day, Expanded Community Services, Adult Family Home",754188,40010900,45538,AF  ,Fountain of Love Adult Family Home II,OP    ,24914 38th Ave S,Kent,WA,98032,King,24914 38th Ave S,Kent,WA,98032,(206) 212-6995,,(206) 212-6995,2G,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Mwaniki, Lucy J. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754188,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754188
"Mental Health, Dementia, Developmental Disabilities","Meaningful Day, Expanded Community Services, Adult Family Home",752905,40010056,42536,AF  ,Fountain of Love Adult Family Home LLC,OP    ,12619 SE 215th St,Kent,WA,98031,King,12619 SE 215th St,Kent,WA,98031,(253) 220-8002,(425) 264-5085,,2G,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Mwaniki, Lucy J. ",5,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752905,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752905
"Mental Health, Dementia, Developmental Disabilities","Meaningful Day, Adult Family Home",754395,40008553,45865,AF  ,"Four J's Adult Family Home, LLC",OP    ,1407 S 240TH STREET,DES MOINES,WA,98198,King,1407 S 240TH STREET,DES MOINES,WA,98198,(206) 870-4265,,(206) 878-8152,2E,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","ANCHETA, MERCEDES T. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754395,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754395
"Mental Health, Dementia, Developmental Disabilities","Meaningful Day, Adult Family Home",130601,40001306,32678,AF  ,FRANCES AFH,OP    ,25819 18TH AVE S,DES MOINES,WA,98198,King,25819 18TH AVE S,DES MOINES,WA,98198,(253) 839-1765,,(253) 529-0156,2E,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","Medina, Armida Q. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=130601,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=130601
"Mental Health, Developmental Disabilities","Meaningful Day, Adult Family Home",364400,40003644,35368,AF  ,FRANK'S HOME,OP    ,11033 SE 186TH ST,RENTON,WA,98055,King,11033 SE 186TH ST,RENTON,WA,98055,(425) 271-4730,,,2G,"SPMI, SPDD","1080XS-12 , 1080XS-12 ","Releford Conway, Helen ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=364400,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=364400
"Mental Health, Dementia, Developmental Disabilities","Meaningful Day, Adult Family Home",750191,40008052,38774,AF  ,FREEDOM CARE AFH II,OP    ,3710 TALBOT RD S,RENTON,WA,98055,King,3710 TALBOT RD S,RENTON,WA,98055,(425) 687-6905,(425) 204-9691,,2G,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","Prasad, Florence A. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=750191,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=750191
"Mental Health, Dementia, Developmental Disabilities","Meaningful Day, Expanded Community Services, Adult Family Home",754933,40006667,46714,AF  ,Friendly Hands AFH LLC,OP    ,13412 89th Ave NE,Kirkland,WA,98034,King,13412 89th Ave NE,Kirkland,WA,98034,(425) 821-6998,,(425) 458-9044,2I,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Jallow, Fatoumatta ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754933,No, 
"Mental Health, Dementia, Developmental Disabilities","Meaningful Day, Expanded Community Services, Adult Family Home",753409,40010441,44462,AF  ,Friendly Hearts Adult Family Home LLC,OP    ,1604 6th ST NE,Auburn,WA,98002,King,1604 6th ST NE,Auburn,WA,98002,(253) 376-4052,(253) 545-0403,,2G,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Kamau, Mary W. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753409,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753409
"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,475700,40004757,36497,AF  ,FRITZ CARE SERVICE,OP    ,9627 S 241ST ST,KENT,WA,98030,King,9627 S 241ST ST,KENT,WA,98030,(253) 859-2009,,(253) 859-2009,2G,"SPMI, SPDE, SPDD",1080XS-12 ,"Fritz, Maria J. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=475700,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=475700
"Mental Health, Dementia","Meaningful Day, Adult Family Home",752234,40003607,41491,AF  ,GABRIELA'S AFH INC,OP    ,12908 SE 228TH PLACE,KENT,WA,98031,King,12908 SE 228TH PLACE,KENT,WA,98031,(253) 631-4449,(253) 630-6981,,2G,"SPMI, SPDE","1080XS-12 , 1080XS-12 ","Martinescu, Gabriela ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752234,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752234
"Mental Health, Dementia",Adult Family Home,752919,40010116,43777,AF  ,Garden of Eden AFH LLC,OP    ,2425 NE 25th St,Renton,WA,98056,King,2425 NE 25th St,Renton,WA,98056,(206) 660-3440,,,2E,"SPMI, SPDE",1080XS-12 ,"Lungulescu, Rebeca ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752919,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752919
"Mental Health, Dementia","Expanded Community Services, Adult Family Home",655100,40006551,37907,AF  ,GARDEN OF LOVE AND SERVICE AFH,OP    ,12211 SE 259th Pl,Kent,WA,98030,King,12211 SE 259TH PL,KENT,WA,98030,(253) 850-2192,,(253) 639-8041,2G,"SPMI, SPDE","1080XS-12 , 1080XS-12 ","Solovey, Lilya ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=655100,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=655100
"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,752205,40009515,41255,AF  ,GARDEN VIEW ADULT FAMILY HOME CARE,OP    ,633 CELERY AVE,ALGONA,WA,98001,King,633 CELERY AVE,ALGONA,WA,98001,(253) 397-4325,(253) 929-6577,,2G,"SPMI, SPDE, SPDD",1080XS-12 ,"Tugawin, Delia M. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752205,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752205
"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,753839,40010735,45191,AF  ,Garden View AFH Care,OP    ,23821  99th Ave S,Kent,WA,98031,King,633 Celery Ave,Algona,WA,98001,(253) 243-6177,,(206) 420-8825,2G,"SPMI, SPDE, SPDD",1080XS-12 ,"Tugawin, Delia M. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753839,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753839
"Mental Health, Dementia",No Contract,753776,40000034,45108,AF  ,Garden View Residential Care Facility II LLC,OP    ,1011 NW 177TH PL,SHORELINE,WA,98177,King,17539 10th Ave NW,Shoreline,WA,98177,(206) 542-1410,,(206) 542-7165,2I,"SPMI, SPDE",,"Dong, Yongming ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753776,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753776
"Mental Health, Dementia",No Contract,753775,40000822,45101,AF  ,Garden View Residential Care Facility LLC,OP    ,17539 10TH AVE NW,SHORELINE,WA,98177,King,17539 10TH AVE NW,SHORELINE,WA,98177,(206) 542-8857,,(206) 542-7165,2I,"SPMI, SPDE",,"Wu, Zhihui ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753775,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753775
"Mental Health, Dementia, Developmental Disabilities","Meaningful Day, Adult Family Home",754214,40010982,45733,AF  ,Gateway Comfort Care LLC,OP    ,24930 107th Ave SE,Kent,WA,98030,King,24930 107th Ave SE,Kent,WA,98030,(253) 236-5150,,(253) 277-3150,2G,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","Thapa, Shobha ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754214,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754214
"Mental Health, Dementia","Meaningful Day, Adult Family Home",751920,40009409,41080,AF  ,GENAS BEST CARE INC,OP    ,11725 NE 144TH PL,KIRKLAND,WA,98034,King,11725 NE 144TH PL,KIRKLAND,WA,98034,(425) 307-1388,,(425) 307-1389,2I,"SPMI, SPDE","1080XS-12 , 1080XS-12 ","TOMA, GENOVEVA ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751920,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751920
"Mental Health, Dementia",No Contract,750805,40008459,39493,AF  ,GENESEE SENIOR CARE HOME LLC,OP    ,4423 54TH AVE SW,SEATTLE,WA,98116,King,4423 54TH AVE SW,SEATTLE,WA,98116,(206) 949-5950,(206) 935-5020,,2E,"SPMI, SPDE",,"Gocan, Valentin ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=750805,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=750805
"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,751690,40006963,40840,AF  ,GENESIS HOMECARE ADULT FAMILY HOME LLC,OP    ,1835 N 200TH ST,SHORELINE,WA,98133,King,1835 N 200TH ST,SHORELINE,WA,98133,(206) 546-2333,,(206) 546-2333,2I,"SPMI, SPDE, SPDD",1080XS-12 ,"Sampang, Maria ",4,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751690,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751690
Dementia,Adult Family Home,552501,40005525,37099,AF  ,GENTLE CARE HOME,OP    ,15833 SE 169TH PLACE,RENTON,WA,98058,King,15833 SE 169TH PLACE,RENTON,WA,98058,(425) 228-8636,,(425) 430-8537,2E,SPDE,1080XS-12 ,"Aitonean, Ioan M. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=552501,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=552501
"Mental Health, Dementia","Meaningful Day, Adult Family Home",753228,40007044,44216,AF  ,GENTLE SENIOR CARE LLC,OP    ,14610 106TH AVE NE,BOTHELL,WA,98011,King,14610 106TH AVE NE,BOTHELL,WA,98011,(425) 681-9937,(425) 463-4245,,2I,"SPMI, SPDE","1080XS-12 , 1080XS-12 ","Bureriu, Gabriela ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753228,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753228
"Mental Health, Dementia",Adult Family Home,413902,40004139,35879,AF  ,GENTLE SHEPHERD ADULT HOME,OP    ,14100 117TH PLACE NE,KIRKLAND,WA,98034,King,14100 117TH PLACE NE,KIRKLAND,WA,98034,(425) 823-7779,,(425) 823-7779,2I,"SPMI, SPDE",1080XS-12 ,"Alamares, Ramona G. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=413902,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=413902
"Mental Health, Dementia","Meaningful Day, Adult Family Home",753520,40007014,44769,AF  ,Gladden Adult Family Home LLC,OP    ,731 N 204TH ST,SHORELINE,WA,98133,King,731 N 204TH ST,SHORELINE,WA,98133,(206) 542-3508,,(206) 542-5145,2I,"SPMI, SPDE","1080XS-12 , 1080XS-12 ","Seleshi, Samson ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753520,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753520
"Mental Health, Dementia, Developmental Disabilities","Meaningful Day, Adult Family Home",752581,40009893,42142,AF  ,GLADNESS ADULT FAMILY HOME LLC,OP    ,1724 SE 30TH PL,RENTON,WA,98055,King,1724 SE 30TH PL,RENTON,WA,98055,(425) 255-3466,(425) 572-5169,,2G,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","GLADKOV, LYUBOV ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752581,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752581
"Mental Health, Dementia","Specialized Behavior Support, Expanded Community Services, Adult Family Home",754741,40006541,46439,AF  ,Glory & Heaven LLC,OP    ,19831 WALLINGFORD AVE N,SHORELINE,WA,98133,King,19831 WALLINGFORD AVE N,SHORELINE,WA,98133,(206) 546-6507,,(206) 546-6657,2I,"SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","AHMED, HABIBA M. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754741,No, 
"Mental Health, Dementia",Adult Family Home,752292,40009709,41735,AF  ,GLORY ADULT FAMILY HOME II,OP    ,5422 S 296TH CT,AUBURN,WA,98001,King,5422 S 296TH CT,AUBURN,WA,98001,(253) 839-1603,(253) 529-8322,,2G,"SPMI, SPDE",1080XS-12 ,"Ibarra, Maria ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752292,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752292
"Mental Health, Dementia",Adult Family Home,751624,40008603,40753,AF  ,GLORY AFH INC,OP    ,5427 S 296TH COURT,AUBURN,WA,98001,King,5427 S 296TH COURT,AUBURN,WA,98001,(253) 529-8322,(253) 529-8322,,2G,"SPMI, SPDE",1080XS-12 ,"Ibarra, Maria ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751624,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751624
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home",751380,40008958,40304,AF  ,GLORY HOMES,OP    ,3625 S CLOVERDALE STREET,SEATTLE,WA,98118,King,4610 S RYAN WAY,TUKWILA,WA,98178,(206) 397-4315,(206) 420-1573,,2E,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","NDUKA, PHILIP ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751380,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751380
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home",752187,40009663,41500,AF  ,GLORY HOMES,OP    ,10628 61ST AVE SOUTH,SEATTLE,WA,98178,King,4610 SOUTH RYAN WAY,TUKWILA,WA,98178,(206) 466-2528,(206) 420-1573,,2G,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","NDUKA, PHILIP ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752187,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752187
"Mental Health, Dementia","Specialized Behavior Support, Expanded Community Services, Adult Family Home",752850,40010058,42539,AF  ,Glory Homes,OP    ,4610 S Ryan Way,Tukwila,WA,98178,King,4610 S Ryan Way,Tukwila,WA,98178,(206) 913-2979,(206) 420-1573,,2G,"SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","NDUKA, ROSEMARY ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752850,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752850
"Mental Health, Dementia",Adult Family Home,752022,40000664,41309,AF  ,GOLD AUTUMN AFH,OP    ,15557 GREENWOOD AVE NE,SEATTLE,WA,98133,King,15557 GREENWOOD AVE NE,SEATTLE,WA,98133,(206) 363-0012,,(206) 365-1683,2I,"SPMI, SPDE",1080XS-12 ,"Iacoban, Dorina ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752022,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752022
"Mental Health, Dementia","Meaningful Day, Adult Family Home",753354,40006496,44351,AF  ,Golden Age AFH Inc,OP    ,2923 SW 314th ST,FEDERAL WAY,WA,98023,King,2923 SW 314th ST,FEDERAL WAY,WA,98023,(253) 661-4282,(253) 661-4282,,2G,"SPMI, SPDE","1080XS-12 , 1080XS-12 ","PALANCIUC, VERONICA ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753354,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753354
"Mental Health, Dementia, Developmental Disabilities","Meaningful Day, Adult Family Home",751973,40009374,41004,AF  ,GOLDEN AGE AFH LLC,OP    ,27011 8TH AVE SOUTH,DES MOINES,WA,98198,King,27011 8TH AVE SOUTH,DES MOINES,WA,98198,(253) 529-2339,,(206) 429-2281,2E,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","Macam, Marilen ",5,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751973,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751973
"Mental Health, Dementia","Meaningful Day, Adult Family Home",753113,40008456,44014,AF  ,Golden Age Senior Care LLC,OP    ,23727 132ND WAY SE,ISSAQUAH,WA,98027,King,23727 132ND WAY SE,ISSAQUAH,WA,98027,(425) 369-6069,(425) 313-9004,,2E,"SPMI, SPDE","1080XS-12 , 1080XS-12 ","Bell, Mirela ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753113,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753113
"Mental Health, Dementia",Adult Family Home,751202,40008805,40038,AF  ,GOLDEN ANGEL AFH LLC,OP    ,11606 SE 219TH PLACE,KENT,WA,98031,King,11606 SE 219TH PLACE,KENT,WA,98031,(253) 631-3663,(253) 631-7467,,2G,"SPMI, SPDE",1080XS-12 ,"Rodrigo, Mimie ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751202,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751202
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home",753732,40010624,44942,AF  ,Golden Berry LLC,OP    ,29550 54th Ct South,Auburn,WA,98001,King,29550 54th Ct South,Auburn,WA,98001,(206) 653-7940,,(206) 260-2851,2G,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Mburu, Jane G. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753732,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753732
"Mental Health, Dementia",Adult Family Home,750674,40005445,39353,AF  ,GOLDEN CARE,OP    ,21203 108TH AVE SE,KENT,WA,98031,King,21203 108TH AVE SE,KENT,WA,98031,(253) 854-9100,,(253) 480-6779,2G,"SPMI, SPDE",1080XS-12 ,"Torkelson, Daniela C. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=750674,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=750674
"Mental Health, Dementia, Developmental Disabilities","Meaningful Day, Adult Family Home",752778,40006115,42409,AF  ,GOLDEN COTTAGE AFH INC,OP    ,13809 125TH AVE NE,KIRKLAND,WA,98034,King,13809 125TH AVE NE,KIRKLAND,WA,98034,(425) 737-1186,,(425) 821-0830,2I,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","IANCU, LAURA ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752778,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752778
"Mental Health, Dementia",Adult Family Home,754016,40009968,45397,AF  ,Golden Days Adult Home LLC,OP    ,2715 SW 322nd St,FEDERAL WAY,WA,98023,King,2715 SW 322nd St,FEDERAL WAY,WA,98023,(253) 517-8583,,(253) 409-2508,2G,"SPMI, SPDE",1080XS-12 ,"Gebrekidan, Liya ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754016,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754016
"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,754956,40005222,46807,AF  ,Golden Heart Adult Family Home LLC,OP    ,11442 SE 186TH ST,RENTON,WA,98055,King,11442 SE 186TH ST,RENTON,WA,98055,(425) 793-7425,,(425) 468-8471,2G,"SPMI, SPDE, SPDD",1080XS-12 ,"Kassa, Fikirte ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754956,No, 
"Mental Health, Dementia, Developmental Disabilities",No Contract,755058,40011554,46764,AF  ,Golden Heart Home LLC ,OP    ,132nd Valentine Ct,Pacific,WA,98047,King,132nd Valentine Ct,Pacific,WA,98047,(206) 460-2972,,,2G,"SPMI, SPDE, SPDD",,"Mbiriri, Jane ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=755058,No, 
"Mental Health, Dementia",No Contract,691500,40006915,38230,AF  ,GOLDEN HILL AFH,OP    ,16744 ASHWORTH AVE N,SHORELINE,WA,98133,King,16744 ASHWORTH AVE N,SHORELINE,WA,98133,(206) 529-5108,,(206) 347-2049,2I,"SPMI, SPDE",,"Scrob, Gratiana F. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=691500,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=691500
"Mental Health, Dementia","Expanded Community Services, Adult Family Home",752812,40010021,42462,AF  ,Golden Joy Senior Care LLC,OP    ,13030 SE 261st Pl,Kent,WA,98030,King,26152 126th Avenue SE,Kent,WA,98030,(253) 277-3686,,(253) 220-8736,2G,"SPMI, SPDE","1080XS-12 , 1080XS-12 ","Muchoki, David K. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752812,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752812
"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,752040,40005507,41207,AF  ,GOLDEN MEADOWS AFH INC,OP    ,12215 79TH AVE S,SEATTLE,WA,98178,King,12215 79TH AVE S,SEATTLE,WA,98178,(206) 772-8940,(206) 772-8940,,2G,"SPMI, SPDE, SPDD",1080XS-12 ,"Flores, Consolacion B. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752040,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752040
"Mental Health, Dementia",Adult Family Home,536000,40005360,36964,AF  ,GOLDEN PINE,OP    ,9026 172ND AVE NE,REDMOND,WA,98052,King,9026 172ND AVE NE,REDMOND,WA,98052,(425) 881-2036,,(425) 497-2047,2E,"SPMI, SPDE",1080XS-12 ,"Sarbulescu, Veronica ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=536000,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=536000
"Mental Health, Dementia",No Contract,279502,40002795,34493,AF  ,GOLDEN VIEW AFH,OP    ,7115 34TH AVE NW,SEATTLE,WA,98117,King,7115 34TH AVE NW,SEATTLE,WA,98117,(206) 782-1928,(206) 789-2783,,2I,"SPMI, SPDE",,"Freier, Rauline ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=279502,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=279502
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Meaningful Day, Expanded Community Services, Adult Family Home",754740,40007151,46383,AF  ,Golden Wings Inc,OP    ,22252 104TH PL SE,KENT,WA,98031,King,22252 104TH PL SE,KENT,WA,98031,(253) 850-5269,,(253) 852-4254,2G,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Muiruri, Francis ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754740,No, 
"Mental Health, Dementia, Developmental Disabilities","Meaningful Day, Adult Family Home",754405,40004897,46051,AF  ,"Golden Years 1 AFH, LLC",OP    ,5003 SW 325th Pl,Federal Way,WA,98023,King,2904 SW 314th St,Federal Way,WA,98023,(253) 517-3421,,(253) 344-1753,2G,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","Ho, Sean P. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754405,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754405
"Mental Health, Dementia",Adult Family Home,316600,40003166,34900,AF  ,GOOD CHOICE ADULT FAMILY HOME,OP    ,1630 169TH AVENUE NE,BELLEVUE,WA,98008,King,1630 169TH AVENUE NE,BELLEVUE,WA,98008,(425) 644-7471,,,2E,"SPMI, SPDE",1080XS-12 ,"Moldovan, Geta ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=316600,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=316600
"Mental Health, Dementia",Adult Family Home,754553,40005616,46075,AF  ,Good Rest Senior Care LLC,OP    ,13304 119th Ave NE,Kirkland,WA,98034,King,13304 119th Ave NE,Kirkland,WA,98034,(425) 825-7957,,(425) 825-9127,2I,"SPMI, SPDE",1080XS-12 ,"Termure, Lois E. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754553,No, 
