State Facility Type 1 Literal,Facility Name,Licensee,Address,City,State,Zip Code,Phone Number,County,Capacity,Ownership Type,License Number,Date Accessed
PERSONAL CARE HOME,Grandview Estates Memory Care Llc,GRANDVIEW ESTATES MEMORY CARE LLC,"1151 SCENERY DRIVE,",Elizabeth,PA,15037,4124054022.0,Allegheny,26,PROFIT,449920,6/30/21
PERSONAL CARE HOME,Grandview Estates Of Elizabeth,HEALING HEARTS LLC,"1151 SCENERY DRIVE,",Elizabeth,PA,15037,4128724856.0,Allegheny,45,PROFIT,448060,6/30/21
PERSONAL CARE HOME,Gray'S Creekside Manor,MARY LOU GRAY,"100 WEST MAIN STREET, BOX 68,",Worthington,PA,16262,7242973677.0,Armstrong,17,PROFIT,426840,6/30/21
PERSONAL CARE HOME,Graystone Manor Altoona,GRAYSTONE MANOR ALTOONA LLC,"2611 8TH AVENUE,",Altoona,PA,16602,8149443340.0,Blair,85,PROFIT,336860,6/30/21
PERSONAL CARE HOME,Graystone Manor At Bellmeade,"GRAYSTONE MANOR BELLMEADE, LLC","1929 EAST PLEASANT VALLEY BLVD,",Altoona,PA,16602,8149422423.0,Blair,75,PROFIT,332220,6/30/21
PERSONAL CARE HOME,Green Acres Personal Care Home,GREEN ACRES ENTERPRISES INC,"1460 BUFFALO LODGE ROAD,",Rossiter,PA,15772,8149389283.0,Indiana,12,PROFIT,427350,6/30/21
PERSONAL CARE HOME,Green Hills Manor,HERITAGE CAMPUS OPCO LLC,"10 TRANQUILITY LANE,",Reading,PA,19067,4845778673.0,Berks,80,PROFIT,229080,6/30/21
PERSONAL CARE HOME,Green Ridge Manor,GREEN RIDGE MANOR INC,"1530 SANDERSON AVENUE,",Scranton,PA,18509,5709610300.0,Lackawanna,62,PROFIT,225220,6/30/21
PERSONAL CARE HOME,Greenfield Of Perkiomen Valley,GREENFIELD OF PERKIOMEN VALLEY LLC,"300 PERKIOMEN AVENUE,",Schwenksville,PA,19473,6102871822.0,Montgomery,120,PROFIT,137350,6/30/21
PERSONAL CARE HOME,Grey'S Colonial Acres,GREY'S COLONIAL ACRES LLC,"272 COLONIAL ROAD,",Kittanning,PA,16201,7247832121.0,Armstrong,38,PROFIT,446400,6/30/21
PERSONAL CARE HOME,Grey'S Colonial Gardens,GREYS COLONIAL GARDENS LLC,"630 GLADE RUN ROAD,",Kittanning,PA,16201,7245434739.0,Armstrong,20,PROFIT,450020,6/30/21
PERSONAL CARE HOME,Grey'S Colonial Manor,GREYS COLONIAL MANOR LLC,"13259 US ROUTE 422,",Kittanning,PA,16201,7244588727.0,Armstrong,27,PROFIT,450010,6/30/21
PERSONAL CARE HOME,Greystone Country Estates,GREYSTONE COUNTRY ESTATES INC,"424 DELAWARE ROAD,",Fredonia,PA,16124,7244754237.0,Mercer,45,PROFIT,470980,6/30/21
PERSONAL CARE HOME,Griffith House,"CHRISTIAN RESIDENTIAL OPPORTUNITIES & SOCIAL SERVICES, INC.","1345 APPLE WAY,",St. Thomas,PA,17252,7173692910.0,Franklin,6,NON-PROFIT,363350,6/30/21
PERSONAL CARE HOME,Grove Manor I,GROVE MANOR,"435 NORTH BROAD STREET,",Grove City,PA,16127,7244587800.0,Mercer,40,NON-PROFIT,451310,6/30/21
PERSONAL CARE HOME,Groves Family Personal Care Home Llc,GROVES FAMILY PERSONAL CARE HOME LLC,"443 EAST SMITH STREET,",Corry,PA,16407,8146648855.0,Erie,26,PROFIT,447410,6/30/21
PERSONAL CARE HOME,Guardian Angel Personal Care Home,ALBRECHT INC,"1710 MAPLE AVENUE,",Coal Township,PA,17866,5706447860.0,Northumberland,20,PROFIT,202080,6/30/21
PERSONAL CARE HOME,Guy And Mary Felt Manor,GUY AND MARY FELT MANOR INC,"110 EAST FOURTH STREET,",Emporium,PA,15834,8144863736.0,Cameron,10,NON-PROFIT,231190,6/30/21
PERSONAL CARE HOME,H & M Personal Care Home,H AND M PERSONAL CARE HOME INC,"590 BOGGS SCHOOL ROAD,",Moon Township,PA,15108,7244577398.0,Allegheny,18,PROFIT,448480,6/30/21
PERSONAL CARE HOME,Halcyon Senior Living,HALCYON SENIOR LIVING LLC,"528 DEWEY AVENUE,",Bridgeville,PA,15017,7404918721.0,Allegheny,88,PROFIT,451090,6/30/21
PERSONAL CARE HOME,Hallsworth House,NASUN INC,"1575 GRAND BOULEVARD,",Monessen,PA,15062,7246848170.0,Westmoreland,63,PROFIT,428970,6/30/21
PERSONAL CARE HOME,Haney'S Personal Care Home,NANCY S HANEY,"330 CARMICHAELS STREET,",Rices Landing,PA,15357,7245925449.0,Greene,8,PROFIT,467350,6/30/21
PERSONAL CARE HOME,Harbour Senior Living Of Monroeville,SL MONROEVILLE LLC,"2589 MOSSIDE BOULEVARD,",Monroeville,PA,15146,4123802589.0,Allegheny,126,PROFIT,441740,6/30/21
PERSONAL CARE HOME,Harbour Senior Living Of South Hills,SL SOUTH HILLS LLC,"1320 GREENTREE ROAD,",Pittsburgh,PA,15220,4125711300.0,Allegheny,96,PROFIT,441750,6/30/21
PERSONAL CARE HOME,Harmony At Hershey,HERSHEY OPERATIONS LLC,"75 EAST CANAL STREET,",Hershey,PA,17033,7177075610.0,Dauphin,129,PROFIT,337410,6/30/21
PERSONAL CARE HOME,Harmony At State College,STATE COLLEGE OPERATIONS LLC,"121 HAVERSHIRE BOULEVARD,",State College,PA,16803,8148264706.0,Centre,125,PROFIT,228030,6/30/21
PERSONAL CARE HOME,Harmony At West Shore,HAMPDEN OPERATIONS LLC,"1910 TECHNOLOGY PARKWAY,",Mechanicsburg,PA,17050,7174021200.0,Cumberland,115,PROFIT,333810,6/30/21
PERSONAL CARE HOME,Harmony Haus Senior Living,EJ MARK PROPERTIES LLC,"1329-1339 MERCHANT STREET,",Ambridge,PA,15003,7243188211.0,Beaver,43,PROFIT,450180,6/30/21
PERSONAL CARE HOME,Harmony House Manor,HARMONY HOUSE MANOR INC,"601 LAMBERD AVENUE,",Johnstown,PA,15904,8142661607.0,Cambria,84,PROFIT,314390,6/30/21
PERSONAL CARE HOME,Harmonycrest Personal Care Services Llc,HARMONYCREST PERSONAL CARE SERVICES LLC,"485 WALNUT ROAD,",Birdsboro,PA,19508,6107433635.0,Berks,13,NON-PROFIT,224760,6/30/21
PERSONAL CARE HOME,Harrison House,HARRISON HOUSE PERSONAL CARE HOME,"712 HARRISON AVENUE,",Scranton,PA,18510,5703462045.0,Lackawanna,54,PROFIT,236160,6/30/21
PERSONAL CARE HOME,Harrison Senior Living Of Coatesville,HARRISON SENIOR LIVING OF COATESVILLE LLC,"300 STRODE AVENUE,",Coatesville,PA,19320,6103846310.0,Chester,80,PROFIT,105660,6/30/21
PERSONAL CARE HOME,Harry & Jeannette Weinberg Terrace,JEWISH ASSOCIATION ON AGING,"5757 BARTLETT STREET,",Pittsburgh,PA,15217,4124215757.0,Allegheny,115,NON-PROFIT,429810,6/30/21
PERSONAL CARE HOME,Haskins House,PENSTATE BEST CARE INC,"1009 RHOADS AVENUE,",Secane,PA,19018,6106233624.0,Delaware,22,PROFIT,138550,6/30/21
PERSONAL CARE HOME,Haverilla Personal Care Home,HAVERILLA PERSONAL CARE HOME INC,"775 STONETOWN ROAD,",Rossiter,PA,15772,8149383399.0,Indiana,24,PROFIT,427930,6/30/21
PERSONAL CARE HOME,Hayes Manor,HAYES MANOR INC,"2210 BELMONT AVENUE,",Philadelphia,PA,19131,2154731552.0,Philadelphia,65,NON-PROFIT,142230,6/30/21
PERSONAL CARE HOME,Hearthstone Retirement Home,GEORGE H NEAL MEMORIAL HOME FOR THE AGED,"102 SOUTH POTOMAC STREET,",Waynesboro,PA,17268,7177626313.0,Franklin,30,NON-PROFIT,328560,6/30/21
PERSONAL CARE HOME,Heartland Retirement Personal Care Home,HEARTLAND RETIREMENT PERSONAL CARE HOME INC,"46 ELEMENTARY LANE, BOX 210,",Woolrich,PA,17779,5707696007.0,Clinton,48,PROFIT,227120,6/30/21
PERSONAL CARE HOME,Heather Court,LEEDS HEALTH CARE SERVICES INC,"281 IRONSTONE DRIVE,",Northumberland,PA,17857,5704738356.0,Northumberland,48,PROFIT,227060,6/30/21
PERSONAL CARE HOME,Heather Glen Senior Living,HEATHER GLEN SENIOR LIVING LLC,"415 BLUE BARN ROAD,",Allentown,PA,18104,6108414478.0,Lehigh,120,PROFIT,226820,6/30/21
PERSONAL CARE HOME,Heatherwood Retirement Community,HEATHERWOOD RETIREMENT INVESTORS LLC,"3180 HORSESHOE PIKE,",Honey Brook,PA,19344,6102739301.0,Chester,50,PROFIT,104550,6/30/21
PERSONAL CARE HOME,Heatherwood Retirement Community,HEATHERWOOD RETIREMENT INVESTORS LLC,"3180 HORSESHOE PIKE,",Honey Brook,PA,19344,6102739301.0,Chester,49,PROFIT,131210,6/30/21
PERSONAL CARE HOME,Helen'S Place For Personal Care,HELEN'S PLACE FOR PERSONAL CARE,"474 STAMBAUGH AVENUE,",Sharon,PA,16146,7249311222.0,Mercer,15,NON-PROFIT,446870,6/30/21
PERSONAL CARE HOME,Helping Hand Rescue Mission - Main Building,HELPING HAND RESCUE MISSION INC,"112 MISSION LANE,",Lilly,PA,15938,8147369286.0,Cambria,47,NON-PROFIT,300360,6/30/21
PERSONAL CARE HOME,Henderson House,ROSALIE J DAPICE,"P.O.B. 6363,528-30 PRESSLEY ST,",Pittsburgh,PA,15212,4122310350.0,Allegheny,25,PROFIT,430950,6/30/21
PERSONAL CARE HOME,Heritage Hill Senior Community,CARE HSL HERITAGE HILL OPCO LLC,"800 SIXTH STREET,",Weatherly,PA,18255,5704274500.0,Carbon,143,PROFIT,225120,6/30/21
PERSONAL CARE HOME,Heritage Hills Retirement Community,HERITAGE HILLS RETIREMENT COMMUNITY INC,"2256 SHANKS CHURCH ROAD,",Greencastle,PA,17225,7175930334.0,Franklin,36,PROFIT,301690,6/30/21
PERSONAL CARE HOME,Heritage Manor Senior Living,HERITAGE MANOR SENIOR LIVING LLC,"4220 SAW MILL RUN BOULEVARD,",Pittsburgh,PA,15227,4128828400.0,Allegheny,76,PROFIT,446020,6/30/21
PERSONAL CARE HOME,Heritage Meadows Personal Care Home,HERITAGE MEADOWS PERSONAL CARE HOME LLC,"11796 STATE ROUTE PA 85N,",Kittanning,PA,16201,7245459668.0,Armstrong,26,PROFIT,448350,6/30/21
PERSONAL CARE HOME,Heritage Mills Personal Care Center,HERITAGE MILLS PERSONAL CARE CENTER LLC,"846 EAST WICONISCO AVENUE,",Tower City,PA,17980,7175231257.0,Schuylkill,60,PROFIT,226360,6/30/21
PERSONAL CARE HOME,Heritage Springs Memory Care,HERITAGE SPRINGS MEMORY CARE INC,"327 FARLEY CIRCLE,",Lewisburg,PA,17837,5705223669.0,Union,64,PROFIT,225980,6/30/21
PERSONAL CARE HOME,Heritage Springs Montoursville I,HERITAGE SPRINGS MONTOURSVILLE I INC,"878 OLD CEMENT ROAD,",Muncy,PA,17756,5708545885.0,Lycoming,60,PROFIT,228250,6/30/21
PERSONAL CARE HOME,Hershey Mill Home,VINEYARD OF THE LORD INC,"3828 COLUMBIA AVENUE,",Mountville,PA,17554,7172853358.0,Lancaster,39,NON-PROFIT,322030,6/30/21
PERSONAL CARE HOME,Hidden Meadows On The Ridge,HIDDEN MEADOWS OPCO LLC,"340 FARMERS LANE,",Sellersville,PA,18960,2152576701.0,Bucks,60,PROFIT,145230,6/30/21
PERSONAL CARE HOME,Hidden Meadows On The Ridge The Laurels,HIDDEN MEADOWS OPCO LLC,"340 FARMERS LANE,",Sellersville,PA,18960,2152576701.0,Bucks,50,PROFIT,145240,6/30/21
PERSONAL CARE HOME,Highgate At Paoli Pointe,600 PAOLI POINTE DRIVE OPERATIONS LLC,"600 PAOLI POINTE DRIVE,",Paoli,PA,19301,6102967100.0,Chester,124,PROFIT,136100,6/30/21
PERSONAL CARE HOME,Highland Oaks At Water Run,WRC PENNSYLVANIA MEMORIAL HOME,"300 WATER RUN ROAD,",Clarion,PA,16214,8142263799.0,Clarion,72,NON-PROFIT,447680,6/30/21
PERSONAL CARE HOME,Highland Park Senior Living,HIGHLAND PARK SENIOR LIVING LLC,"874 SCHECHTER DRIVE,",Wilkes-Barre Towns,PA,18702,5709704600.0,Luzerne,160,PROFIT,226300,6/30/21
PERSONAL CARE HOME,Hill Farm Estate,HILL FARM OPERATING LLC,"200 KAUFFMAN ROAD,",Annville,PA,17003,7178675176.0,Lebanon,65,PROFIT,332560,6/30/21
PERSONAL CARE HOME,Hillside Estates Suites,HILLSIDE ESTATES SUITES INC,"1526 INDEPENDENCE AVENUE,",Connellsville,PA,15425,7246284060.0,Fayette,20,PROFIT,447040,6/30/21
PERSONAL CARE HOME,Hillside Manor,HILLSIDE MANOR LLC,"123 HAMILTON AVENUE,",Turtle Creek,PA,15145,4128231800.0,Allegheny,63,PROFIT,448840,6/30/21
PERSONAL CARE HOME,Hillside Manor Personal Care Home,HILLSIDE MANOR PERSONAL CARE HOME INC,"177 OLIVER ROAD,",Uniontown,PA,15401,7244392273.0,Fayette,76,PROFIT,467990,6/30/21
PERSONAL CARE HOME,Hillside Personal Care,"HILLSIDE REST HOME, INC.","1175 OLD WAYNESBORO PIKE,",Fairfield,PA,17320,7177942163.0,Adams,48,PROFIT,348750,6/30/21
PERSONAL CARE HOME,Hillview Chateau Senior Living,GUARDIAN ELDER CARE AT ALTOONA LLC,"700 SOUTH CAYUGA AVENUE,",Altoona,PA,16602,8149446561.0,Blair,24,PROFIT,332910,6/30/21
PERSONAL CARE HOME,Hillview Home,HILLVIEW HOME INC,"615 CORNELL STREET,",Coraopolis,PA,15108,4122645154.0,Allegheny,22,PROFIT,430230,6/30/21
PERSONAL CARE HOME,Holcomb Behavioral Health Systems,HOLCOMB ASSOCIATES INC,"1021 CHERRY TREE ROAD,",Aston,PA,19014,6103649846.0,Delaware,8,NON-PROFIT,106930,6/30/21
PERSONAL CARE HOME,Hollidaysburg Veterans' Home,HOLLIDAYSBURG VETERANS HOME,"P.O.BOX 319,",Hollidaysburg,PA,16648,8146965290.0,Blair,167,NON-PROFIT,343600,6/30/21
PERSONAL CARE HOME,Holy Family Home,LITTLE SISTERS OF THE POOR,"5300 CHESTER AVENUE,",Philadelphia,PA,19143,2157295153.0,Philadelphia,22,NON-PROFIT,144930,6/30/21
PERSONAL CARE HOME,Holy Redeemer St. Joseph Manor,HOLY REDEEMER HEALTH SYSTEM,"1616 HUNTINGDON PIKE,",Meadowbrook,PA,19046,2159384000.0,Montgomery,69,NON-PROFIT,127940,6/30/21
PERSONAL CARE HOME,Home 2 Me,"HOME 2 ME, INC.","600 SLIPPERY ROCK ROAD,",Slippery Rock,PA,16057,7247945585.0,Butler,22,PROFIT,466150,6/30/21
PERSONAL CARE HOME,Homeland Center,"HOME FOR THE FRIENDLESS, INC.","1901 NORTH FIFTH STREET,",Harrisburg,PA,17102,7172217900.0,Dauphin,56,NON-PROFIT,342800,6/30/21
PERSONAL CARE HOME,Homestead Village,HOMESTEAD VILLAGE INC,"1800 VILLAGE CIRCLE,",Lancaster,PA,17604,7173974831.0,Lancaster,100,NON-PROFIT,321840,6/30/21
PERSONAL CARE HOME,Homewood At Martinsburg,HOMEWOOD AT MARTINSBURG INC,"437 GIVLER DRIVE,",Martinsburg,PA,16662,8147933728.0,Blair,101,NON-PROFIT,360110,6/30/21
PERSONAL CARE HOME,Homewood At Plum Creek,HOMEWOOD AT HANOVER INC,"425 WESTMINSTER AVENUE,",Hanover,PA,17331,7176374166.0,York,149,NON-PROFIT,358910,6/30/21
PERSONAL CARE HOME,"Horizon Personal Care Home, Inc.",HORIZON PERSONAL CARE HOME INC,"9 SOUTH MORGANTOWN STREET,",Fairchance,PA,15436,7245640352.0,Fayette,28,PROFIT,413830,6/30/21
PERSONAL CARE HOME,Horton Personal Care Home,CHARLETTE HORTON,"2465 SUNSET AVENUE,",Pittsburgh,PA,15212,4123238040.0,Allegheny,8,PROFIT,433570,6/30/21
PERSONAL CARE HOME,House Of Care,HOUSE OF CARE,"515 WEST BEAVER AVENUE,",State College,PA,16801,8142375517.0,Centre,5,NON-PROFIT,227640,6/30/21
PERSONAL CARE HOME,Hudson'S Helping Hands Home Care,HUDSONS HELPING HANDS HOME CARE LLC,"121 MEADOW VIEW LANE,",Ebensburg,PA,15931,8149487943.0,Cambria,18,PROFIT,335551,6/30/21
PERSONAL CARE HOME,Hunter Cottage,HUNTER COTTAGE LLC,"58 EAST COTTAGE PLACE,",York,PA,17401,7177580333.0,York,18,PROFIT,334430,6/30/21
PERSONAL CARE HOME,Hunter'S Personal Care,LINDA HUNTER,"1916 MAIN STREET,",Aliquippa,PA,15001,7243781205.0,Beaver,21,PROFIT,419470,6/30/21
PERSONAL CARE HOME,I & A Residential Services - Bldg. D,I & A RESIDENTIAL SERVICES INC,"13462 STATE ROUTE 422,",Kittanning,PA,16201,7244637830.0,Armstrong,4,NON-PROFIT,426540,6/30/21
PERSONAL CARE HOME,I & A Residential Services - Building C,I & A RESIDENTIAL SERVICES INC,"286 HOOD SCHOOL ROAD,",Indiana,PA,15701,7244652972.0,Indiana,5,NON-PROFIT,427270,6/30/21
PERSONAL CARE HOME,"I & A Residential Services, Building A",I & A RESIDENTIAL SERVICES INC,"111 EAST PIKE,",Indiana,PA,15701,7244637338.0,Indiana,5,NON-PROFIT,427230,6/30/21
PERSONAL CARE HOME,Ida P. Weitz Personal Care Home,JENNIFER M MAYHUE,"3500 MEADOW RUN ROAD,",Bear Creek,PA,18702,5704723197.0,Luzerne,18,PROFIT,223140,6/30/21
PERSONAL CARE HOME,Independence Court Of Erie,NATIONAL HEALTH MANAGEMENT LLC,"41 WEST GORE ROAD,",Erie,PA,16509,8148644867.0,Erie,144,PROFIT,451181,6/30/21
PERSONAL CARE HOME,Independence Court Of Monroeville,NATIONAL HEALTH MANAGEMENT LLC,"279 CENTER ROAD,",Monroeville,PA,15146,4123733030.0,Allegheny,115,PROFIT,430770,6/30/21
PERSONAL CARE HOME,Independence Court Of Quakertown,NATIONAL HEALTH MANAGEMENT LLC,"1660 PARK AVENUE,",Quakertown,PA,18951,2155387050.0,Bucks,120,PROFIT,127030,6/30/21
PERSONAL CARE HOME,Indiana Square Personal Care Home,PREMIER QUALITY ENTERPRISE INC,"1703 WARREN ROAD,",Indiana,PA,15701,7244712140.0,Indiana,50,PROFIT,447440,6/30/21
PERSONAL CARE HOME,"Inne At Riddle Village, The",RIDDLE VILLAGE INC,"1048 WEST BALTIMORE PIKE,",Media,PA,19063,6108913777.0,Delaware,76,NON-PROFIT,192510,6/30/21
PERSONAL CARE HOME,Insinger'S Boarding Home,INSINGER'S PERSONAL CARE HOME INC,"673 CAMPBELL STREET,",Williamsport,PA,17701,5703222597.0,Lycoming,20,PROFIT,202100,6/30/21
PERSONAL CARE HOME,Insinger'S Personal Care-South,RONALD E INSINGER,"6 EAST CENTRAL AVENUE,",South Williamsport,PA,17702,5703222017.0,Lycoming,38,PROFIT,202090,6/30/21
PERSONAL CARE HOME,Insingers Personal Care Homes West,INSINGERS PERSONAL CARE HOMES WEST INC,"124 EMERY STREET,",Williamsport,PA,17701,5703370676.0,Lycoming,29,PROFIT,227450,6/30/21
PERSONAL CARE HOME,Jameson Place,"JAMESON CARE CENTER, INC.","3345 WILMINGTON ROAD,",New Castle,PA,16105,7245983434.0,Lawrence,71,NON-PROFIT,401280,6/30/21
PERSONAL CARE HOME,Jean Mcvey Ii,JEAN MCVEY,"103 LINCOLN STREET,",Uniontown,PA,15401,7244373128.0,Fayette,8,PROFIT,402690,6/30/21
PERSONAL CARE HOME,Jewart'S Whispering Pines Manor,LUCINDA AND RANDALL JEWART,"P.O. BOX 249, 8 WEST CHURCH ST.",Sagamore,PA,16250,7247837049.0,Armstrong,8,PROFIT,426851,6/30/21
PERSONAL CARE HOME,Jo-Ella'S Personal Care And Respite Center,JO-ELLA'S PERSONAL CARE AND RESPITE CENTER INC,"200 SPRUCE STREET,",Scottdale,PA,15683,7248874295.0,Westmoreland,8,PROFIT,429150,6/30/21
PERSONAL CARE HOME,John Paul Ii Manor,BISHOP PELCZAR MANOR,"856 CAMBRIA STREET,",Cresson,PA,16630,8148867961.0,Cambria,50,NON-PROFIT,303180,6/30/21
PERSONAL CARE HOME,Johnson Personal Care,JOHNSON PERSONAL CARE LLC,"502-504 WEST SEVENTH STREET,",Chester,PA,19013,6108722903.0,Delaware,16,PROFIT,143660,6/30/21
PERSONAL CARE HOME,Johnson Personal Care Home,RODNEY JOHNSON,"2219 WEST TIOGA STREET,",Philadelphia,PA,19140,2152271380.0,Philadelphia,17,PROFIT,133610,6/30/21
PERSONAL CARE HOME,Johnson'S Personal Care Home,NANETTE JOHNSON,"222 SALISBURY STREET,",Meyersdale,PA,15552,8146345160.0,Somerset,15,PROFIT,321370,6/30/21
PERSONAL CARE HOME,Joyce'S Haven,"JOYCE'S HAVEN, INC.","4306-08 GERMANTOWN AVENUE,",Philadelphia,PA,19140,2154574333.0,Philadelphia,8,NON-PROFIT,128880,6/30/21
PERSONAL CARE HOME,Juniper Village At Brookline - Senior Living,JUNIPER VILLAGE AT STATE COLLEGE OPERATIONS III LLC,"1930 CLIFFSIDE DRIVE,",State College,PA,16801,8142383193.0,Centre,174,PROFIT,231310,6/30/21
PERSONAL CARE HOME,Juniper Village At Brookline - Wellspring Memory Care,JUNIPER VILLAGE AT STATE COLLEGE OPERATIONS I LLC,"610 WEST WHITEHALL ROAD,",State College,PA,16801,8142343141.0,Centre,38,PROFIT,241300,6/30/21
PERSONAL CARE HOME,Juniper Village At Bucks County Senior Living,JUNIPER VILLAGE AT BENSALEM OPERATIONS LLC,"3200 BENSALEM BOULEVARD,",Bensalem,PA,19020,2157522370.0,Bucks,60,PROFIT,142460,6/30/21
PERSONAL CARE HOME,Juniper Village At Forest Hills,JUNIPER VILLAGE AT FOREST HILLS LLC,"107 FALL RUN ROAD,",Pittsburgh,PA,15221,4122449901.0,Allegheny,100,PROFIT,433780,6/30/21
PERSONAL CARE HOME,Juniper Village At Lebanon I,JUNIPER VILLAGE AT LEBANON LLC,"1125 BIRCH ROAD,",Lebanon,PA,17042,7172728782.0,Lebanon,70,PROFIT,330050,6/30/21
PERSONAL CARE HOME,Juniper Village At Lebanon Ii,JUNIPER VILLAGE AT LEBANON LLC,"101 HEARTHSTONE LANE,",Lebanon,PA,17042,7172728782.0,Lebanon,25,PROFIT,330060,6/30/21
PERSONAL CARE HOME,Juniper Village At Meadville,CORDIA COMMONS AT MEADVILLE LLC,"455 CHESTNUT STREET,","Meadville,",PA,16335,8143334400.0,Crawford,90,PROFIT,410190,6/30/21
PERSONAL CARE HOME,Juniper Village At Mount Joy,JUNIPER VILLAGE AT MOUNT JOY LLC,"607 HEARTHSTONE LANE,",Mount Joy,PA,17552,7174929692.0,Lancaster,72,PROFIT,330040,6/30/21
PERSONAL CARE HOME,Just Like Home Personal Care,"JUST LIKE HOME PERSONAL CARE, LLC","506 GALLITZIN ROAD,",Cresson,PA,16630,8148840186.0,Cambria,14,PROFIT,324960,6/30/21
PERSONAL CARE HOME,Kadima Rehabilitation & Nursing At Campbelltown,CAMPBELLTOWN REHABILITATION & NURSING LLC,"2880 HORSESHOE PIKE,",Palmyra,PA,17078,7178382231.0,Lebanon,24,PROFIT,334510,6/30/21
PERSONAL CARE HOME,Kaysim-Court Manor,KAYSIM HOUSING GROUP INC,"5909-19 WAYNE AVENUE,",Philadelphia,PA,19144,2156515908.0,Philadelphia,81,PROFIT,109660,6/30/21
PERSONAL CARE HOME,Keeper Of The Flame - Morewood,KEEPER OF THE FLAME INC,"101 MOREWOOD AVE, 1ST FLOOR,",Blairsville,PA,15717,7244594700.0,Indiana,33,PROFIT,427890,6/30/21
PERSONAL CARE HOME,Kelly'S Ii Personal Care Home,KELLY S II PERSONAL CARE HOME INC,"141 UNITY CEMETERY ROAD,",Latrobe,PA,15650,7248045916.0,Westmoreland,8,PROFIT,448400,6/30/21
PERSONAL CARE HOME,Kelly'S Personal Care,DARLENE KELLY,"140 GREENDALE DRIVE,",Greensburg,PA,15601,7248507997.0,Westmoreland,8,PROFIT,429180,6/30/21
PERSONAL CARE HOME,Kendal At Longwood,"KENDAL-CROSSLANDS COMMUNITIES, INC.","P.O. BOX 100, CUMBERLAND HOUSE,",Kennett Square,PA,19348,6103885010.0,Chester,62,NON-PROFIT,185730,6/30/21
PERSONAL CARE HOME,Kettering Personal Care,VALERIE KETTERING,"374 HARRISON STREET,",Sharon,PA,16146,7243463714.0,Mercer,8,PROFIT,471530,6/30/21
PERSONAL CARE HOME,Keystone Community Mh,KEYSTONE HUMAN SERVICES,"1009 OLD NOBLESTOWN ROAD,",Oakdale,PA,15071,7243073085.0,Allegheny,8,NON-PROFIT,438760,6/30/21
PERSONAL CARE HOME,Keystone Hospice,KEYSTONE HOSPICE,"8765 STENTON AVENUE,",Wyndmoor,PA,19038,2158362440.0,Montgomery,20,NON-PROFIT,127970,6/30/21
PERSONAL CARE HOME,Keystone Human Services,KEYSTONE HUMAN SERVICES,"759 CRAWFORD ROAD,",Pittsburgh,PA,15237,4123541006.0,Allegheny,8,NON-PROFIT,447390,6/30/21
PERSONAL CARE HOME,Keystone Mental Health Services - Mckinley St. Pch,"KEYSTONE SERVICE SYSTEMS, INC.","1280 MCKINLEY STREET,",Chambersburg,PA,17201,7172610515.0,Franklin,8,NON-PROFIT,320340,6/30/21
PERSONAL CARE HOME,Keystone Villa At Douglassville Personal Care,HSL DOUGLASSVILLE SUBTENANT LLC,"1152 BEN FRANKLIN HIGHWAY EAST,",Douglassville,PA,19518,6103852000.0,Berks,168,PROFIT,227680,6/30/21
PERSONAL CARE HOME,Keystone Villa At Ephrata,HSL EPHRATA SUBTENANT LLC,"100 NORTH STATE STREET,",Ephrata,PA,17522,7174666330.0,Lancaster,100,PROFIT,334660,6/30/21
PERSONAL CARE HOME,Keystone Villa At Fleetwood,HSL BLANDON SUBTENANT LLC,"501 HOCH ROAD,",Blandon,PA,19510,4846378300.0,Berks,65,PROFIT,227700,6/30/21
PERSONAL CARE HOME,Khs Mental Health Services - Beaver Creek Scr,KEYSTONE SERVICE SYSTEMS INC,"676 BEAVER CREEK ROAD,",Hanover,PA,17331,5702861757.0,Adams,8,NON-PROFIT,334800,6/30/21
PERSONAL CARE HOME,Khs Mental Health Services - Scr Cumberland St,KEYSTONE SERVICE SYSTEMS INC,"341 CUMBERLAND STREET,",Lebanon,PA,17042,7176824071.0,Lebanon,8,NON-PROFIT,336720,6/30/21
PERSONAL CARE HOME,Khs Mental Health Services - Scr Ragged Edge Rd,KEYSTONE SERVICE SYSTEMS INC,"400 RAGGED EDGE ROAD,",Chambersburg,PA,17202,5702861757.0,Franklin,8,NON-PROFIT,336460,6/30/21
PERSONAL CARE HOME,Khs Mental Health Services-Chambers St. Specialized Pc,KEYSTONE SERVICE SYSTEMS INC,"1025 CHAMBERS STREET,",Harrisburg,PA,17113,7179391979.0,Dauphin,8,NON-PROFIT,304830,6/30/21
PERSONAL CARE HOME,Khs Mental Health Services-Gardners Scr,KEYSTONE SERVICE SYSTEMS INC,"221 OLD STATE ROAD,",Gardners,PA,17324,7174868888.0,Cumberland,8,NON-PROFIT,315070,6/30/21
PERSONAL CARE HOME,Khs Mental Health Services-Green Street Specialized Pc,KEYSTONE SERVICE SYSTEMS INC,"2900 GREEN STREET,",Harrisburg,PA,17110,7175588450.0,Dauphin,8,NON-PROFIT,328780,6/30/21
PERSONAL CARE HOME,Khs Mental Health Services-Queen St Specialized Pc,KEYSTONE SERVICE SYSTEMS INC,"2033 SOUTH QUEEN STREET,",York,PA,17402,7175588450.0,York,8,NON-PROFIT,329500,6/30/21
