State,FIPS,County,Population (2010),Latitude,Longitude
RI,44007,Providence [6],"626,667",+41.870488°,–71.578242°
RI,44009,Washington [6],"126,979",+41.401162°,–71.617612°
SC,45001,Abbeville,"25,417",+34.213809°,–82.460460°
SC,45003,Aiken,"160,099",+33.549317°,–81.633870°
SC,45005,Allendale,"10,419",+32.979784°,–81.363421°
SC,45007,Anderson,"187,126",+34.519549°,–82.638086°
SC,45009,Bamberg,"15,987",+33.203021°,–81.053161°
SC,45011,Barnwell,"22,621",+33.260680°,–81.433753°
SC,45013,Beaufort,"162,233",+32.358147°,–80.689320°
SC,45015,Berkeley,"177,843",+33.207700°,–79.953655°
SC,45017,Calhoun,"15,175",+33.674780°,–80.780347°
SC,45019,Charleston,"350,209",+32.800458°,–79.942480°
SC,45021,Cherokee,"55,342",+35.049796°,–81.607647°
SC,45023,Chester,"33,140",+34.689345°,–81.161249°
SC,45025,Chesterfield,"46,734",+34.637018°,–80.159227°
SC,45027,Clarendon,"34,971",+33.664682°,–80.217889°
SC,45029,Colleton,"38,892",+32.834980°,–80.655345°
SC,45031,Darlington,"68,681",+34.332185°,–79.962116°
SC,45033,Dillon,"32,062",+34.390172°,–79.374964°
SC,45035,Dorchester,"136,555",+33.082186°,–80.404697°
SC,45037,Edgefield,"26,985",+33.776498°,–81.968245°
SC,45039,Fairfield,"23,956",+34.395669°,–81.127001°
SC,45041,Florence,"136,885",+34.028535°,–79.710233°
SC,45043,Georgetown,"60,158",+33.417530°,–79.300812°
SC,45045,Greenville,"451,225",+34.892645°,–82.372077°
SC,45047,Greenwood,"69,661",+34.155796°,–82.127876°
SC,45049,Hampton,"21,090",+32.778323°,–81.143362°
SC,45051,Horry,"269,291",+33.909269°,–78.976675°
SC,45053,Jasper,"24,777",+32.430590°,–81.021627°
SC,45055,Kershaw,"61,697",+34.338356°,–80.590885°
SC,45057,Lancaster,"76,652",+34.686818°,–80.703689°
SC,45059,Laurens,"66,537",+34.483477°,–82.005657°
SC,45061,Lee,"19,220",+34.158640°,–80.251209°
SC,45063,Lexington,"262,391",+33.892554°,–81.272853°
SC,45065,McCormick,"10,233",+33.897605°,–82.316192°
SC,45067,Marion,"33,062",+34.080701°,–79.362131°
SC,45069,Marlboro,"28,933",+34.601805°,–79.677942°
SC,45071,Newberry,"37,508",+34.289730°,–81.600053°
SC,45073,Oconee,"74,273",+34.748759°,–83.061522°
SC,45075,Orangeburg,"92,501",+33.436135°,–80.802913°
SC,45077,Pickens,"119,224",+34.887362°,–82.725368°
SC,45079,Richland,"384,504",+34.029783°,–80.896566°
SC,45081,Saluda,"19,875",+34.005278°,–81.727903°
SC,45083,Spartanburg,"284,307",+34.933239°,–81.991053°
SC,45085,Sumter,"107,456",+33.916046°,–80.382472°
SC,45087,Union,"28,961",+34.690514°,–81.615831°
SC,45089,Williamsburg,"34,423",+33.626463°,–79.716475°
SC,45091,York,"226,073",+34.970190°,–81.183189°
SD,46003,Aurora,"2,710",+43.724719°,–98.577587°
SD,46005,Beadle,"17,398",+44.418265°,–98.279422°
SD,46007,Bennett,"3,431",+43.184826°,–101.676426°
SD,46009,Bon Homme,"7,070",+42.986031°,–97.885613°
SD,46011,Brookings,"31,965",+44.376675°,–96.797797°
SD,46013,Brown,"36,531",+45.589254°,–98.352175°
SD,46015,Brule,"5,255",+43.729880°,–99.092941°
SD,46017,Buffalo,"1,912",+44.044306°,–99.203998°
SD,46019,Butte,"10,110",+44.896435°,–103.501762°
SD,46021,Campbell,"1,466",+45.782241°,–100.027951°
SD,46023,Charles Mix,"9,129",+43.206185°,–98.595143°
SD,46025,Clark,"3,691",+44.855211°,–97.724912°
SD,46027,Clay,"13,864",+42.912997°,–96.979795°
SD,46029,Codington,"27,227",+44.966324°,–97.198843°
SD,46031,Corson,"4,050",+45.698340°,–101.176017°
SD,46033,Custer,"8,216",+43.684943°,–103.462250°
SD,46035,Davison,"19,504",+43.680439°,–98.155868°
SD,46037,Day,"5,710",+45.362283°,–97.593734°
SD,46039,Deuel,"4,364",+44.756290°,–96.690239°
SD,46041,Dewey,"5,301",+45.150005°,–100.852218°
SD,46043,Douglas,"3,002",+43.391506°,–98.358433°
SD,46045,Edmunds,"4,071",+45.411680°,–99.205362°
SD,46047,Fall River,"7,094",+43.221504°,–103.512102°
SD,46049,Faulk,"2,364",+45.065476°,–99.153564°
SD,46051,Grant,"7,356",+45.172637°,–96.772261°
SD,46053,Gregory,"4,271",+43.179094°,–99.202158°
SD,46055,Haakon,"1,937",+44.284312°,–101.591790°
SD,46057,Hamlin,"5,903",+44.680619°,–97.178598°
SD,46059,Hand,"3,431",+44.546713°,–99.004575°
SD,46061,Hanson,"3,331",+43.680612°,–97.796845°
SD,46063,Harding,"1,255",+45.596612°,–103.473867°
SD,46065,Hughes,"17,022",+44.392258°,–99.985846°
SD,46067,Hutchinson,"7,343",+43.336710°,–97.749383°
SD,46069,Hyde,"1,420",+44.537301°,–99.492148°
SD,46071,Jackson,"3,031",+43.677294°,–101.626455°
SD,46073,Jerauld,"2,071",+44.063416°,–98.623188°
SD,46075,Jones,"1,006",+43.951990°,–100.686139°
SD,46077,Kingsbury,"5,148",+44.362969°,–97.499313°
SD,46079,Lake,"11,200",+44.028450°,–97.123223°
SD,46081,Lawrence,"24,097",+44.353669°,–103.796528°
SD,46083,Lincoln,"44,828",+43.279420°,–96.722286°
SD,46085,Lyman,"3,755",+43.894812°,–99.841925°
SD,46087,McCook,"5,618",+43.678924°,–97.362036°
SD,46089,McPherson,"2,459",+45.784249°,–99.211421°
SD,46091,Marshall,"4,656",+45.737054°,–97.580884°
SD,46093,Meade,"25,434",+44.606792°,–102.715864°
SD,46095,Mellette,"2,048",+43.584930°,–100.760598°
SD,46097,Miner,"2,389",+44.017327°,–97.609790°
SD,46099,Minnehaha,"169,468",+43.667472°,–96.795726°
SD,46101,Moody,"6,486",+44.012429°,–96.676054°
SD,46102,Oglala Lakota [11],"13,586",+43.341937°,–102.559480°
SD,46103,Pennington,"100,948",+44.002349°,–102.823802°
SD,46105,Perkins,"2,982",+45.483387°,–102.467995°
SD,46107,Potter,"2,329",+45.064276°,–99.949631°
SD,46109,Roberts,"10,149",+45.623397°,–96.947551°
SD,46111,Sanborn,"2,355",+44.021032°,–98.092105°
SD,46115,Spink,"6,415",+44.931034°,–98.339644°
SD,46117,Stanley,"2,966",+44.415547°,–100.749163°
SD,46119,Sully,"1,373",+44.722325°,–100.131399°
SD,46121,Todd [12],"9,612",+43.208172°,–100.717204°
SD,46123,Tripp,"5,644",+43.349729°,–99.876219°
SD,46125,Turner,"8,347",+43.308670°,–97.150185°
SD,46127,Union,"14,399",+42.831106°,–96.650829°
SD,46129,Walworth,"5,438",+45.427605°,–100.027856°
SD,46135,Yankton,"22,438",+43.006607°,–97.388339°
SD,46137,Ziebach,"2,801",+44.981666°,–101.669225°
TN,47001,Anderson,"75,129",+36.116731°,–84.195418°
TN,47003,Bedford,"45,058",+35.513660°,–86.458294°
TN,47005,Benton,"16,489",+36.069253°,–88.071212°
TN,47007,Bledsoe,"12,876",+35.593668°,–85.205979°
TN,47009,Blount,"123,010",+35.688185°,–83.922973°
TN,47011,Bradley,"98,963",+35.153914°,–84.859414°
TN,47013,Campbell,"40,716",+36.401592°,–84.159250°
TN,47015,Cannon,"13,801",+35.808394°,–86.062404°
TN,47017,Carroll,"28,522",+35.967896°,–88.451659°
TN,47019,Carter,"57,424",+36.284744°,–82.126593°
TN,47021,Cheatham,"39,105",+36.255180°,–87.100816°
TN,47023,Chester,"17,131",+35.416639°,–88.605505°
TN,47025,Claiborne,"32,213",+36.501557°,–83.660724°
TN,47027,Clay,"7,861",+36.545765°,–85.545718°
TN,47029,Cocke,"35,662",+35.916198°,–83.119223°
TN,47031,Coffee,"52,796",+35.488759°,–86.078219°
TN,47033,Crockett,"14,586",+35.811312°,–89.135349°
TN,47035,Cumberland,"56,053",+35.952398°,–84.994761°
TN,47037,Davidson,"626,681",+36.169129°,–86.784790°
TN,47039,Decatur,"11,757",+35.603422°,–88.107384°
TN,47041,DeKalb,"18,723",+35.982220°,–85.833596°
TN,47043,Dickson,"49,666",+36.145533°,–87.364155°
TN,47045,Dyer,"38,335",+36.054196°,–89.398306°
TN,47047,Fayette,"38,413",+35.196993°,–89.413803°
TN,47049,Fentress,"17,959",+36.376079°,–84.932703°
TN,47051,Franklin,"41,052",+35.155926°,–86.099203°
TN,47053,Gibson,"49,683",+35.991694°,–88.933776°
TN,47055,Giles,"29,485",+35.202723°,–87.035319°
TN,47057,Grainger,"22,657",+36.277463°,–83.509493°
TN,47059,Greene,"68,831",+36.178998°,–82.847746°
TN,47061,Grundy,"13,703",+35.387273°,–85.722188°
TN,47063,Hamblen,"62,544",+36.218397°,–83.266071°
TN,47065,Hamilton,"336,463",+35.159186°,–85.202296°
TN,47067,Hancock,"6,819",+36.521420°,–83.227453°
TN,47069,Hardeman,"27,253",+35.218131°,–88.989037°
TN,47071,Hardin,"26,026",+35.201893°,–88.185696°
TN,47073,Hawkins,"56,833",+36.452206°,–82.931386°
TN,47075,Haywood,"18,787",+35.586690°,–89.282536°
TN,47077,Henderson,"27,769",+35.653995°,–88.387674°
TN,47079,Henry,"32,330",+36.325398°,–88.300384°
TN,47081,Hickman,"24,690",+35.802396°,–87.467114°
TN,47083,Houston,"8,426",+36.285777°,–87.705605°
TN,47085,Humphreys,"18,538",+36.040440°,–87.790625°
TN,47087,Jackson,"11,638",+36.354242°,–85.674182°
TN,47089,Jefferson,"51,407",+36.048479°,–83.440966°
TN,47091,Johnson,"18,244",+36.453204°,–81.861237°
TN,47093,Knox,"432,226",+35.992727°,–83.937721°
TN,47095,Lake,"7,832",+36.333905°,–89.485537°
TN,47097,Lauderdale,"27,815",+35.762951°,–89.627732°
TN,47099,Lawrence,"41,869",+35.220476°,–87.396546°
TN,47101,Lewis,"12,161",+35.523244°,–87.496983°
TN,47103,Lincoln,"33,361",+35.142532°,–86.593388°
TN,47105,Loudon,"48,556",+35.737450°,–84.316204°
TN,47107,McMinn,"52,266",+35.424471°,–84.619963°
TN,47109,McNairy,"26,075",+35.175626°,–88.564671°
TN,47111,Macon,"22,248",+36.537838°,–86.001231°
TN,47113,Madison,"98,294",+35.606056°,–88.833424°
TN,47115,Marion,"28,237",+35.133422°,–85.618399°
TN,47117,Marshall,"30,617",+35.468387°,–86.765886°
TN,47119,Maury,"80,956",+35.615696°,–87.077763°
TN,47121,Meigs,"11,753",+35.503397°,–84.823888°
TN,47123,Monroe,"44,519",+35.447666°,–84.249786°
TN,47125,Montgomery,"172,331",+36.500354°,–87.380887°
TN,47127,Moore,"6,362",+35.288889°,–86.358684°
TN,47129,Morgan,"21,987",+36.138697°,–84.639262°
TN,47131,Obion,"31,807",+36.358175°,–89.150175°
TN,47133,Overton,"22,083",+36.344850°,–85.283076°
TN,47135,Perry,"7,915",+35.659785°,–87.877027°
TN,47137,Pickett,"5,077",+36.559364°,–85.075741°
TN,47139,Polk,"16,825",+35.109437°,–84.541112°
TN,47141,Putnam,"72,321",+36.140807°,–85.496928°
TN,47143,Rhea,"31,809",+35.600587°,–84.949552°
TN,47145,Roane,"54,181",+35.847472°,–84.523861°
TN,47147,Robertson,"66,283",+36.527530°,–86.869377°
TN,47149,Rutherford,"262,604",+35.843369°,–86.417213°
TN,47151,Scott,"22,228",+36.437239°,–84.498386°
TN,47153,Sequatchie,"14,112",+35.372335°,–85.410344°
TN,47155,Sevier,"89,889",+35.791284°,–83.521955°
TN,47157,Shelby,"927,644",+35.183794°,–89.895397°
TN,47159,Smith,"19,166",+36.255650°,–85.942078°
TN,47161,Stewart,"13,324",+36.511756°,–87.851548°
TN,47163,Sullivan,"156,823",+36.510212°,–82.299397°
TN,47165,Sumner,"160,645",+36.470015°,–86.458517°
TN,47167,Tipton,"61,081",+35.500297°,–89.763708°
TN,47169,Trousdale,"7,870",+36.393030°,–86.156691°
TN,47171,Unicoi,"18,313",+36.100215°,–82.418245°
TN,47173,Union,"19,109",+36.284140°,–83.836088°
TN,47175,Van Buren,"5,548",+35.699245°,–85.458411°
TN,47177,Warren,"39,839",+35.678282°,–85.777363°
TN,47179,Washington,"122,979",+36.295665°,–82.495037°
TN,47181,Wayne,"17,021",+35.242687°,–87.819703°
TN,47183,Weakley,"35,021",+36.303523°,–88.720785°
TN,47185,White,"25,841",+35.927062°,–85.455766°
TN,47187,Williamson,"183,182",+35.894972°,–86.896958°
TN,47189,Wilson,"113,993",+36.148476°,–86.290210°
TX,48001,Anderson,"58,458",+31.841266°,–95.661744°
TX,48003,Andrews,"14,786",+32.312258°,–102.640206°
TX,48005,Angelina,"86,771",+31.251951°,–94.611056°
TX,48007,Aransas,"23,158",+28.104225°,–96.977983°
TX,48009,Archer,"9,054",+33.616305°,–98.687267°
TX,48011,Armstrong,"1,901",+34.964179°,–101.356636°
TX,48013,Atascosa,"44,911",+28.894296°,–98.528187°
TX,48015,Austin,"28,417",+29.891901°,–96.270170°
TX,48017,Bailey,"7,165",+34.067521°,–102.830345°
TX,48019,Bandera,"20,485",+29.755748°,–99.260682°
TX,48021,Bastrop,"74,171",+30.103128°,–97.311859°
TX,48023,Baylor,"3,726",+33.618172°,–99.197228°
TX,48025,Bee,"31,861",+28.416077°,–97.742586°
TX,48027,Bell,"310,235",+31.042110°,–97.481921°
TX,48029,Bexar,"1,714,773",+29.448671°,–98.520147°
TX,48031,Blanco,"10,497",+30.265605°,–98.399977°
TX,48033,Borden,641,+32.744062°,–101.433033°
TX,48035,Bosque,"18,212",+31.900764°,–97.637632°
TX,48037,Bowie,"92,565",+33.446051°,–94.422375°
TX,48039,Brazoria,"313,166",+29.167818°,–95.434647°
TX,48041,Brazos,"194,851",+30.656725°,–96.302389°
TX,48043,Brewster,"9,232",+29.808997°,–103.252458°
TX,48045,Briscoe,"1,637",+34.525173°,–101.205893°
TX,48047,Brooks,"7,223",+27.034994°,–98.215276°
TX,48049,Brown,"38,106",+31.764103°,–98.998470°
TX,48051,Burleson,"17,187",+30.493487°,–96.622091°
TX,48053,Burnet,"42,750",+30.789616°,–98.201195°
TX,48055,Caldwell,"38,066",+29.840422°,–97.631097°
TX,48057,Calhoun,"21,381",+28.445366°,–96.583300°
TX,48059,Callahan,"13,544",+32.293150°,–99.372249°
TX,48061,Cameron,"406,220",+26.102923°,–97.478958°
TX,48063,Camp,"12,401",+32.974581°,–94.979085°
TX,48065,Carson,"6,182",+35.405496°,–101.355356°
TX,48067,Cass,"30,464",+33.083698°,–94.357579°
TX,48069,Castro,"8,062",+34.533621°,–102.258786°
TX,48071,Chambers,"35,096",+29.703933°,–94.668875°
TX,48073,Cherokee,"50,845",+31.843859°,–95.156504°
TX,48075,Childress,"7,041",+34.529337°,–100.208336°
TX,48077,Clay,"10,752",+33.785904°,–98.212918°
TX,48079,Cochran,"3,127",+33.608440°,–102.830449°
TX,48081,Coke,"3,320",+31.877105°,–100.635236°
TX,48083,Coleman,"8,895",+31.914205°,–99.346622°
TX,48085,Collin,"782,341",+33.193885°,–96.578153°
TX,48087,Collingsworth,"3,057",+34.963358°,–100.272135°
TX,48089,Colorado,"20,874",+29.595908°,–96.508389°
TX,48091,Comal,"108,472",+29.803019°,–98.255201°
TX,48093,Comanche,"13,974",+31.951645°,–98.549617°
TX,48095,Concho,"4,087",+31.318865°,–99.863648°
TX,48097,Cooke,"38,437",+33.639169°,–97.210372°
TX,48099,Coryell,"75,388",+31.391177°,–97.798022°
TX,48101,Cottle,"1,505",+34.091906°,–100.276442°
TX,48103,Crane,"4,375",+31.422797°,–102.487774°
TX,48105,Crockett,"3,719",+30.717532°,–101.404211°
TX,48107,Crosby,"6,059",+33.609144°,–101.298710°
TX,48109,Culberson,"2,398",+31.445909°,–104.526945°
TX,48111,Dallam,"6,703",+36.286370°,–102.594020°
TX,48113,Dallas,"2,368,139",+32.766987°,–96.778424°
TX,48115,Dawson,"13,833",+32.741934°,–101.947322°
TX,48117,Deaf Smith,"19,372",+34.940766°,–102.607564°
TX,48119,Delta,"5,231",+33.385933°,–95.673350°
TX,48121,Denton,"662,614",+33.205005°,–97.119046°
TX,48123,DeWitt,"20,097",+29.082342°,–97.361656°
TX,48125,Dickens,"2,444",+33.614666°,–100.786095°
TX,48127,Dimmit,"9,996",+28.423587°,–99.765871°
TX,48129,Donley,"3,677",+34.955036°,–100.815846°
TX,48131,Duval,"11,782",+27.681123°,–98.497393°
TX,48133,Eastland,"18,583",+32.324645°,–98.836560°
TX,48135,Ector,"137,130",+31.865301°,–102.542507°
TX,48137,Edwards,"2,002",+29.985877°,–100.307373°
TX,48139,Ellis,"149,610",+32.347279°,–96.798336°
TX,48141,El Paso,"800,647",+31.766403°,–106.241391°
TX,48143,Erath,"37,890",+32.238136°,–98.222377°
TX,48145,Falls,"17,866",+31.251930°,–96.934128°
TX,48147,Fannin,"33,915",+33.591161°,–96.104988°
TX,48149,Fayette,"24,554",+29.877886°,–96.921231°
TX,48151,Fisher,"3,974",+32.740473°,–100.403120°
TX,48153,Floyd,"6,446",+34.073731°,–101.303274°
TX,48155,Foard,"1,336",+33.980404°,–99.777427°
TX,48157,Fort Bend,"585,375",+29.526602°,–95.771015°
TX,48159,Franklin,"10,605",+33.175846°,–95.219066°
TX,48161,Freestone,"19,816",+31.701654°,–96.144237°
TX,48163,Frio,"17,217",+28.869334°,–99.108788°
TX,48165,Gaines,"17,526",+32.743942°,–102.631562°
TX,48167,Galveston,"291,309",+29.228706°,–94.894865°
TX,48169,Garza,"6,461",+33.183792°,–101.301134°
TX,48171,Gillespie,"24,837",+30.326390°,–98.942106°
TX,48173,Glasscock,"1,226",+31.868591°,–101.528971°
TX,48175,Goliad,"7,210",+28.660700°,–97.430415°
TX,48177,Gonzales,"19,807",+29.468704°,–97.477738°
TX,48179,Gray,"22,535",+35.402542°,–100.812374°
TX,48181,Grayson,"120,877",+33.624508°,–96.675699°
TX,48183,Gregg,"121,730",+32.486397°,–94.816276°
TX,48185,Grimes,"26,604",+30.543231°,–95.988082°
TX,48187,Guadalupe,"131,533",+29.583208°,–97.949027°
TX,48189,Hale,"36,273",+34.068436°,–101.822888°
TX,48191,Hall,"3,353",+34.453189°,–100.576343°
TX,48193,Hamilton,"8,517",+31.706982°,–98.111794°
TX,48195,Hansford,"5,613",+36.272847°,–101.356930°
TX,48197,Hardeman,"4,139",+34.289904°,–99.745697°
TX,48199,Hardin,"54,635",+30.329612°,–94.393149°
TX,48201,Harris,"4,092,459",+29.857273°,–95.393037°
TX,48203,Harrison,"65,631",+32.547993°,–94.374425°
TX,48205,Hartley,"6,062",+35.840244°,–102.610047°
TX,48207,Haskell,"5,899",+33.175965°,–99.730773°
TX,48209,Hays,"157,107",+30.061225°,–98.029267°
TX,48211,Hemphill,"3,807",+35.816237°,–100.284807°
TX,48213,Henderson,"78,532",+32.211633°,–95.853418°
TX,48215,Hidalgo,"774,769",+26.396384°,–98.180990°
TX,48217,Hill,"35,089",+31.982240°,–97.129886°
TX,48219,Hockley,"22,935",+33.605932°,–102.343398°
TX,48221,Hood,"51,182",+32.430149°,–97.831677°
TX,48223,Hopkins,"35,161",+33.148959°,–95.565194°
TX,48225,Houston,"23,732",+31.323036°,–95.421600°
TX,48227,Howard,"35,012",+32.303583°,–101.438530°
TX,48229,Hudspeth,"3,476",+31.450868°,–105.377549°
TX,48231,Hunt,"86,129",+33.123438°,–96.083807°
TX,48233,Hutchinson,"22,150",+35.837047°,–101.362746°
TX,48235,Irion,"1,599",+31.303424°,–100.981304°
TX,48237,Jack,"9,044",+33.232277°,–98.171902°
TX,48239,Jackson,"14,075",+28.959802°,–96.589080°
TX,48241,Jasper,"35,710",+30.752932°,–94.022294°
TX,48243,Jeff Davis,"2,342",+30.617087°,–104.187860°
TX,48245,Jefferson,"252,273",+29.854000°,–94.149331°
TX,48247,Jim Hogg,"5,300",+27.041212°,–98.700127°
TX,48249,Jim Wells,"40,838",+27.733516°,–98.090814°
TX,48251,Johnson,"150,934",+32.379511°,–97.364823°
TX,48253,Jones,"20,202",+32.743709°,–99.874430°
TX,48255,Karnes,"14,824",+28.907618°,–97.860767°
TX,48257,Kaufman,"103,350",+32.598944°,–96.288378°
TX,48259,Kendall,"33,410",+29.944524°,–98.711094°
TX,48261,Kenedy,416,+26.890232°,–97.591233°
TX,48263,Kent,808,+33.184780°,–100.769720°
TX,48265,Kerr,"49,625",+30.053928°,–99.351968°
TX,48267,Kimble,"4,607",+30.479472°,–99.746396°
TX,48269,King,286,+33.614159°,–100.250548°
TX,48271,Kinney,"3,598",+29.347087°,–100.417700°
TX,48273,Kleberg,"32,061",+27.438735°,–97.660620°
TX,48275,Knox,"3,719",+33.616657°,–99.747112°
TX,48277,Lamar,"49,793",+33.667263°,–95.570348°
TX,48279,Lamb,"13,977",+34.068862°,–102.348018°
TX,48281,Lampasas,"19,677",+31.196731°,–98.240889°
TX,48283,La Salle,"6,886",+28.351098°,–99.096774°
TX,48285,Lavaca,"19,263",+29.382578°,–96.923633°
TX,48287,Lee,"16,612",+30.321105°,–96.976365°
TX,48289,Leon,"16,801",+31.300493°,–95.995622°
TX,48291,Liberty,"75,643",+30.162189°,–94.822682°
TX,48293,Limestone,"23,384",+31.547543°,–96.593623°
TX,48295,Lipscomb,"3,302",+36.280200°,–100.272683°
TX,48297,Live Oak,"11,531",+28.351535°,–98.126961°
TX,48299,Llano,"19,301",+30.707585°,–98.684690°
TX,48301,Loving,82,+31.844936°,–103.561229°
TX,48303,Lubbock,"278,831",+33.611469°,–101.819944°
TX,48305,Lynn,"5,915",+33.178412°,–101.818493°
TX,48307,McCulloch,"8,283",+31.205477°,–99.359856°
TX,48309,McLennan,"234,906",+31.549493°,–97.201472°
TX,48311,McMullen,707,+28.384922°,–98.578853°
TX,48313,Madison,"13,664",+30.966878°,–95.930372°
TX,48315,Marion,"10,546",+32.797757°,–94.357673°
TX,48317,Martin,"4,799",+32.309830°,–101.961836°
TX,48319,Mason,"4,012",+30.703232°,–99.237608°
TX,48321,Matagorda,"36,702",+28.783341°,–95.997755°
TX,48323,Maverick,"54,258",+28.745217°,–100.311368°
TX,48325,Medina,"46,006",+29.353661°,–99.111085°
TX,48327,Menard,"2,242",+30.883707°,–99.854936°
TX,48329,Midland,"136,872",+31.870896°,–102.024326°
TX,48331,Milam,"24,757",+30.791242°,–96.984395°
TX,48333,Mills,"4,936",+31.494889°,–98.594623°
TX,48335,Mitchell,"9,403",+32.303781°,–100.924580°
TX,48337,Montague,"19,719",+33.676289°,–97.724747°
TX,48339,Montgomery,"455,746",+30.302364°,–95.503523°
TX,48341,Moore,"21,904",+35.835676°,–101.890502°
TX,48343,Morris,"12,934",+33.116466°,–94.731265°
TX,48345,Motley,"1,210",+34.058383°,–100.793696°
TX,48347,Nacogdoches,"64,524",+31.620560°,–94.620250°
TX,48349,Navarro,"47,735",+32.048450°,–96.476908°
TX,48351,Newton,"14,445",+30.786718°,–93.739250°
TX,48353,Nolan,"15,216",+32.312338°,–100.418108°
TX,48355,Nueces,"340,223",+27.739406°,–97.521643°
TX,48357,Ochiltree,"10,223",+36.278744°,–100.815864°
TX,48359,Oldham,"2,052",+35.401921°,–102.597620°
TX,48361,Orange,"81,837",+30.120918°,–93.893358°
TX,48363,Palo Pinto,"28,111",+32.752210°,–98.317974°
TX,48365,Panola,"23,796",+32.163978°,–94.305156°
TX,48367,Parker,"116,927",+32.777096°,–97.805905°
TX,48369,Parmer,"10,269",+34.532163°,–102.784853°
TX,48371,Pecos,"15,507",+30.770894°,–102.719860°
TX,48373,Polk,"45,413",+30.784553°,–94.837338°
TX,48375,Potter,"121,073",+35.398675°,–101.893804°
TX,48377,Presidio,"7,818",+30.005891°,–104.261619°
TX,48379,Rains,"10,914",+32.870580°,–95.795440°
TX,48381,Randall,"120,725",+34.962529°,–101.895547°
TX,48383,Reagan,"3,367",+31.372895°,–101.513901°
TX,48385,Real,"3,309",+29.823030°,–99.805303°
TX,48387,Red River,"12,860",+33.619626°,–95.048429°
TX,48389,Reeves,"13,783",+31.308366°,–103.712706°
TX,48391,Refugio,"7,383",+28.312496°,–97.160479°
TX,48393,Roberts,929,+35.836216°,–100.807555°
TX,48395,Robertson,"16,622",+31.025481°,–96.514941°
TX,48397,Rockwall,"78,337",+32.889216°,–96.407501°
TX,48399,Runnels,"10,501",+31.833311°,–99.967856°
TX,48401,Rusk,"53,330",+32.109423°,–94.756382°
TX,48403,Sabine,"10,834",+31.343300°,–93.851913°
TX,48405,San Augustine,"8,865",+31.382449°,–94.163180°
TX,48407,San Jacinto,"26,384",+30.574218°,–95.162852°
TX,48409,San Patricio,"64,804",+28.011782°,–97.517165°
TX,48411,San Saba,"6,131",+31.155138°,–98.819292°
TX,48413,Schleicher,"3,461",+30.896233°,–100.527216°
TX,48415,Scurry,"16,921",+32.744462°,–100.913399°
TX,48417,Shackelford,"3,378",+32.743788°,–99.347045°
TX,48419,Shelby,"25,448",+31.790137°,–94.142565°
TX,48421,Sherman,"3,034",+36.277628°,–101.894716°
TX,48423,Smith,"209,714",+32.377093°,–95.269630°
TX,48425,Somervell,"8,490",+32.217942°,–97.769211°
TX,48427,Starr,"60,968",+26.546335°,–98.715803°
TX,48429,Stephens,"9,630",+32.731531°,–98.840081°
TX,48431,Sterling,"1,143",+31.835774°,–101.054911°
TX,48433,Stonewall,"1,490",+33.179580°,–100.253807°
TX,48435,Sutton,"4,128",+30.517865°,–100.505395°
TX,48437,Swisher,"7,854",+34.530460°,–101.732852°
TX,48439,Tarrant,"1,809,034",+32.772040°,–97.291291°
TX,48441,Taylor,"131,506",+32.295684°,–99.893220°
TX,48443,Terrell,984,+30.232332°,–102.072539°
TX,48445,Terry,"12,651",+33.171229°,–102.339284°
TX,48447,Throckmorton,"1,641",+33.170712°,–99.206137°
TX,48449,Titus,"32,334",+33.214599°,–94.966783°
TX,48451,Tom Green,"110,224",+31.401583°,–100.461355°
TX,48453,Travis,"1,024,266",+30.239513°,–97.691270°
TX,48455,Trinity,"14,585",+31.087483°,–95.153291°
TX,48457,Tyler,"21,766",+30.769579°,–94.379449°
TX,48459,Upshur,"39,309",+32.735878°,–94.941649°
TX,48461,Upton,"3,355",+31.353849°,–102.042013°
TX,48463,Uvalde,"26,405",+29.350340°,–99.761074°
TX,48465,Val Verde,"48,879",+29.884961°,–101.146646°
TX,48467,Van Zandt,"52,579",+32.558948°,–95.836391°
TX,48469,Victoria,"86,793",+28.796370°,–96.971198°
TX,48471,Walker,"67,861",+30.743090°,–95.569888°
TX,48473,Waller,"43,205",+30.013578°,–95.982102°
TX,48475,Ward,"10,658",+31.513069°,–103.105113°
TX,48477,Washington,"33,718",+30.215075°,–96.410272°
TX,48479,Webb,"250,304",+27.770584°,–99.326641°
TX,48481,Wharton,"41,280",+29.278481°,–96.229675°
TX,48483,Wheeler,"5,410",+35.392593°,–100.253107°
TX,48485,Wichita,"131,500",+33.991103°,–98.716851°
TX,48487,Wilbarger,"13,535",+34.084920°,–99.242440°
TX,48489,Willacy,"22,134",+26.481092°,–97.584224°
TX,48491,Williamson,"422,679",+30.649030°,–97.605069°
TX,48493,Wilson,"42,918",+29.174303°,–98.085899°
TX,48495,Winkler,"7,110",+31.831416°,–103.055986°
TX,48497,Wise,"59,127",+33.219095°,–97.653997°
TX,48499,Wood,"41,964",+32.783588°,–95.382166°
TX,48501,Yoakum,"7,879",+33.172397°,–102.823771°
TX,48503,Young,"18,550",+33.158787°,–98.678267°
TX,48505,Zapata,"14,018",+26.996981°,–99.182603°
TX,48507,Zavala,"11,677",+28.864652°,–99.759830°
UT,49001,Beaver,"6,629",+38.357535°,–113.238948°
UT,49003,Box Elder,"49,975",+41.476021°,–113.052922°
UT,49005,Cache,"112,656",+41.734225°,–111.744581°
