State Facility Type 2 Literal,License Number,Facility Name,City,State,Zip Code,Phone Number,Capacity,Licensee,Date Accessed,State Facility Type 1 Literal,Address
SMALL GROUP,AS380383819,Jacqueline House Assisted Living 2,Jackson,MI,49203,5178885165.0,6,"MICHIGAN PURE, L.L.C.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,3829 GUEST RD.
SMALL GROUP,AS340316818,Cottage Grove Estates,Fenwick,MI,48834,9896374822.0,6,"COTTAGE GROVE ESTATES, LLC",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,5990 BORDEN ROAD
SMALL GROUP,AS410349792,Kalamazoo Avenue Afc,Grand Rapids,MI,49508,6162916703.0,4,THURMAN TAYLOR,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,3284 KALAMAZOO AVE. SE
SMALL GROUP,AS080392394,Church St Afc.,Hasting,MI,49058,2699459613.0,6,THURMAN TAYLOR,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,1505 N. CHURCH ST
SMALL GROUP,AS820318225,Eastlawn Group Home,Wayne,MI,48184,7346575241.0,5,HIRAH HEALTH SYSTEM INC.,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,4149 EASTLAWN AVE.
SMALL GROUP,AS820403070,My Choice,Westland,MI,48185,7346575241.0,6,HIRAH HEALTH SYSTEM INC.,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,28022 ANN ARBOR TRAIL
SMALL GROUP,AS280310677,Kennedy House West,Traverse City,MI,49685,2319337118.0,6,KENNEDY HOUSE WEST,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,3882 ZIMMERMAN ROAD
SMALL GROUP,AS800315037,Advanced Adult Foster Care,Lawrence,MI,49064,2696743051.0,5,"ADVANCED ADULT FOSTER CARE, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,202 CORWIN MEADOWS DRIVE
MEDIUM GROUP,AM330338480,Holt Friendly Home,Holt,MI,48842,5176944667.0,12,HOLT FRIENDLY HOME LLC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,1365 EIFERT ROAD
HOME FOR THE AGED,AH820336526,Waltonwood At Carriage Park Ii,Canton,MI,48187,7348443060.0,61,"WALTONWOOD AT CARRIAGE PARK II, L.L.C.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,2000 CANTON CENTER RD
MEDIUM GROUP,AM050320275,Cherry Suite,Williamsburg,MI,49690,2314982233.0,11,"CHERRY SUITE AFC, LLC",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,10774 US-31 S
SMALL GROUP,AS820317905,Turner Segue Home,Detroit,MI,48206,3135740795.0,6,TURNER SEGUE HOME,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,2222 LOTHROP
HOME FOR THE AGED,AH730327707,Bavarian Comfort Care,Bridgeport,MI,48722,9897777776.0,65,BAVARIAN COMFORT CARE LLC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,5366 ROLLING HILLS DRIVE
HOME FOR THE AGED,AH410322787,Sunrise Of Cascade,Grand Rapids,MI,49546,6169427200.0,125,"MS CASCADE SH, LLC",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,"3041 CHARLEVOIX DRIVE, SE"
HOME FOR THE AGED,AH410336370,Boulder Creek Assisted Living,Rockford,MI,49341,6168662911.0,108,"BOULDER CREEK ASSISTED LIVING, LLC",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,6070 NORTHLAND DRIVE
SMALL GROUP,AS410321061,Ivy Home,Grand Rapids,MI,49525,6165503982.0,6,OASIS CARE SERVICES LLC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,3749 IVY DRIVE
SMALL GROUP,AS630332450,Plum Hollow House,Southfield,MI,48033,3133773776.0,6,"ALTUM CARE HOMES, LLC",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,23408 PLUM HOLLOW
SMALL GROUP,AS630399707,The Strides House,Southfield,MI,48075,,4,"ALTUM CARE HOMES, LLC",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,21380 MADA
SMALL GROUP,AS630332497,Abeba Afc Home,Pontiac,MI,48342,2484817367.0,6,"ABEBA AFC HOMES, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,92 CENTER STREET
HOME FOR THE AGED,AH830337522,Curry House Ii,Cadillac,MI,49607,2318760611.0,56,CHT CURRY HOUSE MI TENANT CORP.,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,5858 S. 47 MILE ROAD
SMALL GROUP,AS450339122,Fort Road Residence,Suttons Bay,MI,49682,2312716038.0,6,FORT ROAD RESIDENCE,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,4470 S. FORTHILL DRIVE
HOME FOR THE AGED,AH820338800,The Rivers Assisted Living,Grosse Pointe Woods,MI,482362713,3138217062.0,100,THE RIVERS ASSISTED LIVING LLC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,900 COOK RD
HOME FOR THE AGED,AH500337370,Rose Senior Living - Clinton Township,Clinton Township,MI,48038,5868400840.0,127,ROSE SENIOR LIVING - CLINTON TOWNSHIP,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,44003 PARTRIDGE CREEK BLV
SMALL GROUP,AS630337953,Girum Afc Llc,Pontiac,MI,48342,2484818926.0,6,GIRUM ADULT FOSTERCARE,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,97 COTTAGE
FAMILY HOME,AF440337509,Whitney Family Care,Almont,MI,48003,2488301045.0,6,MICHELLE WHITNEY,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,4634 SHOEMAKER ROAD
SMALL GROUP,AS790338577,Christensen Care Llc,Marlette,MI,48453,9893152029.0,6,CHRISTENSEN CARE LLC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,7663 MAYVIILLE ROAD
SMALL GROUP,AS250339005,Montclair Afc Home Inc,Flint,MI,48503,8102336963.0,6,MONTCLAIR AFC HOME INC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,2101 MONTCLAIR AVENUE
SMALL GROUP,AS130337802,Unity Group Iii Llc,Union City,MI,49094,5177414949.0,6,UNITY GROUP III LLC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,1831 CASE DRIVE
FAMILY HOME,AF700337051,Fairview Afc,Allendale,MI,49401,6168956842.0,6,ALICIA CUSHWAY AND STEVE CUSHWAY,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,9578  DEERWAY CT.
SMALL GROUP,AS230337351,Colonial Park Adult Assisted Living,Grand Ledge,MI,48837,5176220701.0,6,LORRAINE MORALES,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,1050 W. COLONIAL PARK DR
SMALL GROUP,AS820344257,Dexter Residence,Romulus,MI,48174,7343316106.0,6,"ULTICARE, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,6083 DEXTER
SMALL GROUP,AS820344259,Cheyenne Residence,Detroit,MI,48227,3135162556.0,6,"ULTICARE, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,15724 CHEYENNE ST
SMALL GROUP,AS820344261,Nottingham Residence,Romulus,MI,48174,7344197911.0,6,"ULTICARE, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,38972 NOTTINGHAM DR
HOME FOR THE AGED,AH230342257,Story Point Of Grand Ledge,Grand Ledge,MI,48837,5176220625.0,40,"SENIOR LIVING GRAND LEDGE, LLC",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,11555 SILVERSTONE LANE
SMALL GROUP,AS630348375,Emanuel Senior Living Llc,Troy,MI,48085,2488129177.0,6,"EMMANUEL SENIOR LIVING, LLC",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,5589 JOHN R ROAD
SMALL GROUP,AS820400144,Lenmoore,Belleville,MI,48111,7343257846.0,6,WELLSPRING ASSISTED LIVING LLC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,14250 LENMOORE RD.
HOME FOR THE AGED,AH630362954,Novi Lakes Health Campus,Novi,MI,48377,2484491655.0,38,"TRILOGY HEALTHCARE OF OAKLAND II, LLC",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,41795 TWELVE MILE ROAD
HOME FOR THE AGED,AH560342673,Storypoint Of Midland,Midland,MI,48642,9898392114.0,42,"SENIOR LIVING MIDLAND, LLC",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,2329 ROCKWELL DRIVE
SMALL GROUP,AS630395154,Melrose Home,Southfield,MI,48075,2484212735.0,6,"FIVE STAR RESIDENTIAL, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,16333 MELROSE ST
SMALL GROUP,AS750401890,The Meadows Specialized Residential Pgm,Mendon,MI,49072,2694961033.0,6,K. TAYLOR ENTERPRISES LLC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,53803 NOTTAWA RD
LARGE GROUP,AL410380788,Living Well-Adult Living Facility,Grand Rapids,MI,49507,6166338284.0,16,TRINITY 30/60/100 DBA LIVING WELL-ADULT LIVING FAC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,1001 LAFAYETTE SE
SMALL GROUP,AS820374907,22Nd Street Senior Care,Wyandotte,MI,48192,7342588579.0,6,MELINDA RICKLE,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,2772 22ND ST
SMALL GROUP,AS280379343,Neurorestorative Michigan-East Bay North,Traverse City,MI,49696,2319320413.0,6,"CENTER FOR COMPREHENSIVE SERVICES, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,3255 MAHONEY DR.
SMALL GROUP,AS250359799,Allcare United,Mt Morris,MI,48458,8106407699.0,6,ALLCARE UNITED LLC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,1030 LUCHARLES AVE
SMALL GROUP,AS500378610,"Walnut Creek Life, Llc",Macomb Twp,MI,48044,5869616168.0,6,"WALNUT CREEK LIVING, LLC",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,47848 BEACON SQUARE DR
FAMILY HOME,AF630345963,Ideal Senior Living,West Bloomfield,MI,48324,2482426881.0,6,DAN G. DAVID,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,2405 LOCKHAVEN ROAD
SMALL GROUP,AS470405553,Coon Lake House,Gena Township,MI,48843,7347097784.0,6,WORK SKILLS CORPORATION,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,3201 EAST COON LAKE ROAD
SMALL GROUP,AS820341954,Alternative Adult Residence Inc,Detroit,MI,48221,3132707112.0,5,ALTERNATIVE ADULT RESIDENCE INC.,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,18403 KENTUCKY
HOME FOR THE AGED,AH470342721,The Willows At Howell,Howell,MI,48855,5175529323.0,39,"TRILOGY HEALTHCARE OF LIVINGSTON, LLC",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,1500 BYRON ROAD
HOME FOR THE AGED,AH460361737,Gaslight Village Assisted,Adrian,MI,49221,5172642284.0,51,"GASLIGHT VILLAGE ASSISTED LIVING, LLC",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,2625 N. ADRIAN HIGHWAY
SMALL GROUP,AS820384496,Cypress,Romulus,MI,48174,3135167947.0,6,INFINITY CARE LLC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,35875 CYPRESS
SMALL GROUP,AS630370140,"Tbi Residential Rehab, Llc",Rochester Hills,MI,48309,2487327807.0,6,"TBI RESIDENTIAL REHAB, LLC",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,63 WALTONSHIRE CT.
SMALL GROUP,AS630373446,Exclusive Home Care For The Aged,Farmington Hills,MI,48336,7343555622.0,4,EXCLUSIVE HOME CARE LLC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,22215 N. BRANDON STREET
SMALL GROUP,AS500396808,Legacy Senior Living Of Clinton Township,Clinton Township,MI,48036,5863068779.0,6,"LEGACY SENIOR CARE, LLC",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,38342 JAMES DRIVE
HOME FOR THE AGED,AH630375650,Cambrian Senior Living,South Lyon,MI,48178,2483440001.0,90,"CAMBRIAN OF LYON, LLC",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,52365 W. 10 MILE ROAD
SMALL GROUP,AS410366922,Zawadi,Kentwood,MI,49548,6167192322.0,5,ZAWADI USA LLC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,4793 MILLHAVEN DR.
HOME FOR THE AGED,AH500378045,Angelica'S Place,Romeo,MI,48065,5863369440.0,23,"ANGELICA'S PLACE OF ROMEO, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,328 E. LAFAYETTE
SMALL GROUP,AS410397771,Angel Care Adult Foster Home I,Grand Rapids,MI,49503,6163374247.0,6,YESHI BEDADA,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,833 COLLEGE AVN NE
SMALL GROUP,AS630404857,Heartfelt Ten Mile Home,Novi,MI,48375,2485134399.0,6,"HEARTFELT RESIDENTIAL CARE, LLC",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,45350 W 10 MILE RD
FAMILY HOME,AF520379592,High Street Assist Living,Ishpeming,MI,49849,9062044378.0,5,ROBERT GULLEY,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,606 E HIGH STREET
HOME FOR THE AGED,AH630377767,Pomeroy Living Orion Assisted & Memory Care,Lake Orion,MI,48360,2486213100.0,128,BEACON SQUARE ORION LLC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,101 SCRIPPS ROAD
HOME FOR THE AGED,AH500386237,My Doctors Inn,Sterling Heights,MI,48312,5868385900.0,101,"MDI STERLING HEIGHTS, LLC",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,8384 METROPOLITAN PARKWAY
SMALL GROUP,AS820382708,Yarbrough Afc I,Detroit,MI,48204,3138980388.0,6,"YARBROUGH  AFC 1, INC",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,5557-9 ALLENDALE
SMALL GROUP,AS410386016,Ascension Health Iii Afc,Grand Rapids,MI,49508,6168054203.0,6,ASCENSION HEALTH III AFC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,1947 MILLBANK ST SE
SMALL GROUP,AS330387411,Open Arms Crest Home,Lansing,MI,48910,5174558300.0,6,OPEN ARMS LINK,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,329 CREST STREET
SMALL GROUP,AS330395823,Open Arms Greenhouse,Lansing,MI,48906,5174558300.0,6,OPEN ARMS LINK,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,922 GREEN STREET
SMALL GROUP,AS820389008,Schoolcraft Home,Redford Charter Twp,MI,48239,3137906835.0,6,"TENDER HEARTS, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,24835 SCHOOLCRAFT AVE.
FAMILY HOME,AF110389156,Homes Of Heroes,Benton Harbor,MI,49022,2693634441.0,5,DONNA TYLER,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,146 ELOISE DRIVE
FAMILY HOME,AF130385087,Patriot Adult Foster Care,Battle Creek,MI,49015,9784906564.0,6,JOHN COMEAU,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,971 CAPITAL AVE SW
SMALL GROUP,AS750388041,"Safe Haven Assisted Living, Llc",Three Rivers,MI,49093,5174021802.0,6,"SAFE HAVEN ASSISTED LIVING OF THREE RIVERS, LLC",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,118 W. ADAMS ST.
HOME FOR THE AGED,AH090389444,New Hope Bay West,Bay City,MI,48708,9894142273.0,50,"NEW HOPE BAY WEST, LLC",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,668 N. PINE ROAD
SMALL GROUP,AS230382143,Strode Adult Foster Care Inc.,Lansing,MI,48917,5179771243.0,6,STRODE ADULT FOSTER CARE INC.,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,5011 WEST WILLOW HWY.
FAMILY HOME,AF230393320,Peaceful Assisted Living,Lansing,MI,48917,5179273507.0,1,ANGELA SMITH,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,5012 PALISADE
MEDIUM GROUP,AM630381745,Serenity Of Commerce,Commerce Township,MI,48382,2488171272.0,10,N&S HOLDINGS INC.,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,2511 WIXOM ROAD
SMALL GROUP,AS500382356,"Senior'S Haven, Llc",Macomb,MI,48044,2487872256.0,6,SENIOR'S HAVEN LLC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,50075 SHENANDOAH DRIVE
SMALL GROUP,AS690382147,Pinehaven Green,Gaylord,MI,49735,9897321211.0,6,COMMUNITY HOME & HEALTH SERVICES LLC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,116 MC LOUTH RD
HOME FOR THE AGED,AH590379067,Hathaway Hills Assisted Living,Greenville,MI,48838,6162251132.0,50,LEISURE LIVING MANAGEMENT INC.,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,1515 MEIJER DRIVE
SMALL GROUP,AS800378742,Haus On High,Bangor,MI,49013,2694275889.0,6,"OUR HAUS, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,11 W. HIGH STREET
SMALL GROUP,AS800378736,Our Haus,Bangor,MI,49013,2692148350.0,5,"OUR HAUS, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,30637 WHITE OAK DRIVE
LARGE GROUP,AL410398969,Willow Creek - West,Grand Rapids,MI,49507,6164323074.0,20,"CSM ALGER HEIGHTS, LLC",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,1011 28TH ST. SE
SMALL GROUP,AS820386195,Aiello Adult Foster Care,New Boston,MI,48164,7346804216.0,6,"ROSES TENDER HOME CARE, LLC",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,26071 DENNING RD
MEDIUM GROUP,AM640382535,Country Acres Enterprises Llc,Shelby,MI,49455,2318612702.0,11,COUNTRY ACRES ENTERPRISES LLC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,2649 W. WOODROW ROAD
FAMILY HOME,AF110380663,Seven Gables A.F.C. Home,Benton Harbor,MI,49022,2699272680.0,6,BULU HALDER,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,1637 COLFAX AVENUE
HOME FOR THE AGED,AH390382559,Nazareth Center,Kalamazoo,MI,49048,2693816290.0,76,NAZARETH INC.,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,2929 NAZARETH RD.
SMALL GROUP,AS330387746,Shalom Adult Foster Care,Lansing,MI,48910,5177211916.0,4,YEWANDE OKUBANJO,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,507 WEST BARNES AVENUE
SMALL GROUP,AS330393478,His Able Hands,Lansing,MI,48910,4049922222.0,4,YEWANDE OKUBANJO,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,509 WEST BARNES AVENUE
LARGE GROUP,AL440383805,The Pines Of Lapeer,Lapeer,MI,48446,8102459302.0,20,"PREMIER OPERATING LAPEER AL, LLC",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,1442 SUNCREST DRIVE
LARGE GROUP,AL290385681,Country Friends Assisted Living,Sumner,MI,48889,9895846219.0,20,"AUBURN ASSISTED LIVING, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,10481 W. BUCHANAN ROAD
SMALL GROUP,AS650380904,Premier Care Assisted Living 6 Llc,Alger,MI,48610,9892957641.0,6,"PREMIER CARE ASSISTED LIVING, LLC",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,5205 M33
SMALL GROUP,AS820394649,Detroit Family Homes,Detroit,MI,48238,3132707751.0,6,"DETROIT FAMILY HOME, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,15821 KENTUCKY
SMALL GROUP,AS820386526,I Care Home Services,Detroit,MI,48219,3134725836.0,3,I CARE HOME SERVICES,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,16610 WORMER
SMALL GROUP,AS820382718,Yarbrough Better Living Center,Ecorse,MI,48229,3133836385.0,6,YARBROUGH BETTER LIVING CENTER INC.,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,3766 14 TH STREET
LARGE GROUP,AL410384428,Green Acres Of Cedar Springs,Cedar Springs,MI,49319,6164393213.0,20,"RETIREMENT LIVING MANAGEMENT OF CEDAR SPRINGS, LLC",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,420 MAIN STREET
FAMILY HOME,AF630380168,Genesis Adult Foster Care Home,Madison Heights,MI,48071,2486357685.0,6,IEMELIF JULIAN,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,1635 MILLARD AVENUE
SMALL GROUP,AS630394526,Genesis Adult Foster Care Home Iii,Southfield,MI,48076,2486357685.0,6,IEMELIF JULIAN,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,29140 MURRAY CRESCENT DR
HOME FOR THE AGED,AH500387876,Lakeshore Senior Living,Saint Clair Shores,MI,48081,5862186228.0,26,LAKESHORE SENIOR LIVING LLC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,28801 JEFFERSON AVE.
SMALL GROUP,AS820386017,Clair Home,Inkster,MI,48141,7343319423.0,4,GLAMIKE CARES INC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,710 CLAIR STREET
SMALL GROUP,AS630388846,Wish-U-Well Inn,Southfield,MI,48075,3135252309.0,6,"PURPOSE DRIVEN LIFE, LLC",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,21005 MADA
LARGE GROUP,AL500388667,Meadows Assisted Living I,Mt. Clemens,MI,48043,5864612882.0,18,"MEADOWS ASSISTED LIVING, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,71 NORTH AVENUE
MEDIUM GROUP,AM410390297,Chandler Pines,Belmont,MI,49306,6162290427.0,12,"CHANDLER PINES, LLC",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,"7555 CHANDLER DR. NE, UNIT A"
SMALL GROUP,AS820380402,Divine Care Inc.,Inkster,MI,48141,2483464397.0,6,DIVINE CARE INC.,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,26239 DUNNING STREET
MEDIUM GROUP,AM470380421,Sacred Heart Adult Care Home,Gregory,MI,48137,7344982277.0,12,"SACRED HEART ADULT CARE HOME, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,19251 DOYLE ROAD
FAMILY HOME,AF250381924,A Place Like Home,Goodrich,MI,48438,8104442716.0,5,"BRITTON, KAREN MAE",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,11274 HILL ROAD
SMALL GROUP,AS820379695,Virtuoso Care,Taylor,MI,48180,2489524011.0,5,"VIRTUOSO MANAGEMENT, LLC",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,6330 MCGUIRE STREET
FAMILY HOME,AF740379652,Water Wheel Alternative Living,Jeddo,MI,48032,8103271110.0,6,DOROTHY GIBSON,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,7808 WILDCAT ROAD
SMALL GROUP,AS630391415,Tendercare,Oakland,MI,48363,2488608818.0,6,"TENDERCARE, LLC",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,2510 ORION ROAD
LARGE GROUP,AL810390975,"Vibrant Life Senior Living, Superior #4",Ypsilanti,MI,48198,7344844740.0,20,"VIBRANT LIFE SENIOR LIVING, SUPERIOR TOWNSHIP, LLC",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,8100 GEDDES ROAD
LARGE GROUP,AL810401931,Vibrant Life Sr. Living Superior #2,Ypsilanti,MI,48198,7344844740.0,20,"VIBRANT LIFE SENIOR LIVING, SUPERIOR TOWNSHIP, LLC",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,1900 N. PROSPECT ROAD
MEDIUM GROUP,AM190391046,"A Ewing Country Estate Afc, Inc.",Dewitt,MI,48820,5176266763.0,12,A EWING COUNTRY ESTATE AFC INC.,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,10686 WACOUSTA ROAD
MEDIUM GROUP,AM380392463,Victorian Jewell Assisted Living,Jackson,MI,49201,5177644163.0,12,WESTGATE HOLDINGS LLC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,5585 BROOKLYN RD SOUTH
SMALL GROUP,AS820405731,Good Care Home Care,Dearborn Heights,MI,48127,3139295710.0,3,"GOOD CARE HOME CARE, INC.",6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,5807 WHITEFIELD ST.
LARGE GROUP,AL700397733,Ahsl Holland Driftwood,Holland,MI,49423,6163932174.0,20,AH HOLLAND SUBTENANT LLC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,11907 JAMES STREET
LARGE GROUP,AL700397732,Ahsl Holland Boardwalk,Holland,MI,49423,6163932174.0,20,AH HOLLAND SUBTENANT LLC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,11909 JAMES STREET
LARGE GROUP,AL700397744,Ahsl Spring Lake Pebblebrook,Spring Lake,MI,49456,6168442880.0,20,AH SPRING LAKE SUBTENANT LLC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,17387 OAK CREST PARKWAY
LARGE GROUP,AL700397741,Ahsl Spring Lake Stoneybrook,Spring Lake,MI,49456,6168442880.0,20,AH SPRING LAKE SUBTENANT LLC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,17393 OAK CREST PARKWAY
LARGE GROUP,AL700397747,Ahsl Jenison Cottonwood,Jenison,MI,49428,6164573576.0,20,AH JENISON SUBTENANT LLC,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,834 OAK CREST LANE
FAMILY HOME,AF700396107,Lee'S Manor,West Olive,MI,49460,6168861375.0,4,JIMMY WILSON II AND VELESSAUNIA BRIDGES-WILSON,6/28/21,ADULT FOSTER CARE & HOMES FOR THE AGED FACILITY,9355 146TH AVE.
