State Facility Type 2 Literal,License Number,Facility Name,Address 2,Address 1,City,State,Zip Code,Phone Number,Capacity,Licensee
AS,AS820386539,Halo Home Care Services I,34 Myrtle Street,,River Rouge,MI,48218,2487027026,4,"Halo Home Care Services, LLC"
AS,AS820339090,Tend2Care,17354 Winston,,Detroit,MI,48219,3133846922,2,Tend2Care LLC
AM,AM820338943,Richton Home,2945 Richton,,Detroit,MI,48206,3133541617,12,Richton Home Inc
AS,AS700337151,Benjamin's Hope - Home I,3003 Grace Circle,,Holland,MI,49424,6163996293,6,Benjamin's Hope
AS,AS700365618,Benjamin's Hope - Home 5,2995 Grace Circle,,Holland,MI,49424,6163996293,6,Benjamin's Hope
AH,AH730338689,Covenant Glen of Frankenmuth,1040 Covenant Drive,,Frankenmuth,MI,48734,9892628340,77,"Frankenmuth Glen ALC, LLC"
AH,AH730394860,Covenant Glen Memory Care,1130 Covenant Drive,,Frankenmuth,MI,48734,9892628340,30,"Frankenmuth Glen ALC, LLC"
AS,AS820364612,Glad Group Home,19272 Garfield,,Redford,MI,48240,3134725857,5,Glad Group Home LLC
AH,AH580353904,Vibrant Life Senior Living Sterns Lodge,667 W. Sterns Road,,Temperance,MI,48182,7348473217,46,"Vibrant Life Senior Living OC Temperance, LLC"
AL,AL580355938,Jackman Lodge,7342 Jackman Rd,,Temperance,MI,48182,7348474096,20,"Vibrant Life Senior Living OC Temperance, LLC"
AS,AS110362297,Jaya's,331 East Washington St.,,Berrien Springs,MI,49103,2694876916,5,"Sylva Villas, L.L.C."
AS,AS760371500,New Life Adult Care,8625 Lakeshore Rd,,Lexington,MI,48450,8103270076,6,Unforseen Journeys
AS,AS820348996,Ann Marie Home,6038 Washington,,Romulus,MI,48174,2482348533,6,LP Lighthouse LLC
AS,AS820339504,Diamond Adult Foster Homes,5400 Oakman Blvd,,Detroit,MI,48204,3133077112,4,Diamond Adult Foster & Respite Homes LLC
AL,AL190357883,"Addie's Acres, LLC",11633 Wood Road,,DeWitt,MI,48820,5176681590,20,"Addie's Acres, LLC"
AF,AF390372784,Anikare,323 E. Glenguile,,Kalamazoo,MI,49004,2693815414,3,Yvonne Aninure
AH,AH700364503,The Inn at Freedom Village,145 Columbia Avenue,,Holland,MI,49423,6168207679,62,"CCRC OpCo-Holland, LLC"
AL,AL210351928,Cedar Hill Assisted Living & Senior Housing,1059 US Hwy 2/41,,Bark River,MI,49807,9064669991,20,Cedar Hill Assisted Living & Senior Living Inc.
AS,AS630352375,Sussex Home,22190 Sussex Street,,Oak Park,MI,48237,2484212735,6,"Five Star Residential, Inc."
AS,AS630407499,Golfview Home,23010 Golfview Dr,,Southfield,MI,48033,2488096353,6,"Five Star Residential, Inc."
AS,AS630405274,Five Star Residential Inc,21358 Frazer Ave,,Southfield,MI,48075,2488368987,6,"Five Star Residential, Inc."
AS,AS630365233,Edgewood Senior Homes,3262 Chenoa,,Commerce,MI,48382,2486783881,6,Stacy Whitefield
AS,AS320379235,The Questover,8510 Lake Street,,Port Austin,MI,48467,9895820802,6,Jill Meeks
AS,AS630367886,Orchard Manor I,25967 Power Road,,Farmington Hills,MI,48336,2483212378,6,"Orchard Manor, Inc."
AM,AM200401132,Ausable Adult Foster Care,808 Chestnut Street,,Grayling,MI,49738,9893909017,12,Ausable In Home Care LLC
AS,AS630369907,"Garden of Hope Senior Living, LLC",6131 Herbmoor Street,,Troy,MI,48098,2487297133,6,"Garden of Hope Senior Living, LLC"
AS,AS050370581,Elk Rapids Assisted Living,215 Rivershore Dr,,Elk Rapids,MI,49629,2312649507,6,Elk Rapids Assisted Living LLC
AS,AS610371004,NeuroRestorative Michigan-Oak Creek Home,137 W. Holton Whitehall R,,Whitehall,MI,49461,2318931462,6,"Center For Comprehensive Services, Inc."
AM,AM500377288,Serenity Village I,47640 Gratiot Avenue,,Chesterfield,MI,48051,5869496220,12,Serenity Village Assisted Living LLC
AS,AS820340264,Integrated Home Care Agency,11425 Saint Aloysius St,,Romulus,MI,48174,7344427073,6,"Integrated Home Care Agency, INC."
AF,AF250372767,Carolyn Assisted Living AFC,9378 Lyle Meadow Lane,,Clio,MI,48420,8103999515,4,"Frisby, Carolyn"
AS,AS500363334,"Walnut Creek Living, LLC",49228 Walnut Creek Drive,,Macomb Twp.,MI,48044,5868463138,6,"Walnut Creek Living, LLC"
AS,AS730354102,Iowa's Place,2308 Iowa,,Saginaw,MI,48601,9897374010,5,Cheryl Thomas-Hardy
AF,AF460357078,Caring Dunn Right,13754 Morenci Rd,,Morenci,MI,49256,5176054514,6,Jessica Dunn
AS,AS820359803,"Mom's Healing Hands, I",975 E. Grand Blvd.,,Detroit,MI,48207,7707109014,6,"Mom's Healing Hands, LLC"
AS,AS820360516,Mom's Healing Hands II,1027 E. Grand Blvd.,,Detroit,MI,48207,3139224915,6,"Mom's Healing Hands, LLC"
AF,AF640362531,Willowbrook AFC,5275 S. 68th Avenue,,New Era,MI,49446,2318610347,6,Brandie Friedman
AH,AH630365890,Addington Place of Clarkston,5700 Water Tower Pl,,Clarkston,MI,48346,2486250500,72,"ARHC ARCLRMI01 TRS, LLC"
AF,AF630376317,Newport Family Home,22908 Newport Street,,Southfield,MI,48075,3137903511,5,"Germany Bennett, Jr., and Kimberly Bennett"
AH,AH630370122,First & Main of Auburn Hills,3151 E. Walton Blvd.,,Auburn Hills,MI,48326,2482824094,158,"F&M Auburn Hills OPCO, LLC"
AH,AH630370118,First & Main of Bloomfield Township,100 W. Square Lake Rd.,,Bloomfield Township,MI,48302,2482824088,158,"F&M Bloomfield Township OPCO, LLC"
AF,AF760367059,Mathews AFC,6635 W. Marlette Street,,Marlette,MI,48453,9896357176,6,Joyce McNabb
AL,AL740375736,"Sage Creek Senior Living, LLC",11849 Belle River Road,,Memphis,MI,48041,8105338940,19,Sage Creek Senior Living LLC
AS,AS630377608,Ahava Senior Care,1825 Hiller Road,,West Bloomfield,MI,48324,2487606543,6,Claudiu Marit
AF,AF620344469,Fishers AFC,9959 S. Thornapple Avenue,,Grant,MI,49327,2318340349,2,Lisa Cabada
AF,AF750391975,Naily's AFC Home,240 S Main Street,,Three Rivers,MI,49093,9095349737,6,Naily Baroya
AF,AF630378404,Amy's Place,41346 Llorac Lane,,Northville,MI,48167,2484321850,6,Emilia Todor
AS,AS390395682,The Lighthouse AFC,438 Drexel Place,,Kalamazoo,MI,49007,2693486217,4,Maria Davis
AF,AF110380176,Old Farm Living,2689 E. Snow Rd,,Berrien Springs,MI,49103,2694732510,6,Everlyne Ajowi
AF,AF470385143,Hummingbird Meadows,7146 Wide Valley Dr,,Brighton,MI,48116,8105225455,6,Candice Counts
AS,AS820390024,Circle of Support LLC,28980 Beechnut St,,Inkster,MI,48141,4044340070,4,Circle of Support LLC
AL,AL730389269,Merrill Fields Assisted Living,400 N. Midland Street,,Merrill,MI,48637,9897152060,20,"Merrill Assisted Living, LLC"
AS,AS630389543,The Winchester Assisted Living & Respite Home LLC,3089 Winchester,,West Bloomfield,MI,48322,3137904032,6,The Winchester Assisted Living & Respite Home LLC
AH,AH820378337,TheHarry&JeanetteWeinbergGreenHouses at,Unit 4,250 McDougall #4,Detroit,MI,48207,3134468742,21,Harry&JeanetteWeinbergGreenHousesatRivertown
AS,AS150389552,A Place On The Hill,09020 Upper Bay Shore Rd,,Charlevoix,MI,49720,2312379594,6,"A Place On The Hill, LLC"
AL,AL110388345,Golden Shore,1564 N. M 63,,Benton Harbor,MI,49022,2692105293,20,"Ferny AFC Home, LLC"
AS,AS500382472,"MAS Living Well, Inc.",4509 Hatherly Pl.,,Sterling Heights,MI,48310,5868839962,4,MAS Living Well Inc.
AF,AF110380112,A Day to Remember AFC Home,225 Eloise Drive,,Benton Harbor,MI,49022,2692525066,5,Sandra Abrams-Rice and Gregory Abrams
AF,AF110381662,Meadowview Home,8817 Meadowview Ct.,,Berrien Springs,MI,49103,2694739000,6,Elizabeth Lombonaung and Yan E. Mapaliey
AL,AL700380147,Green Acres of Allendale,11289 Commerce Drive,,Allendale,MI,49401,6168921200,20,"Living Management of Allendale, LLC"
AS,AS630380242,House Of Angels,2420 W Square Lake Rd,,Troy,MI,48098,2488793245,6,"Gojka, Besnik"
AF,AF410381126,M. G. Home,5689 Gentian Ct. S.E,,Kentwood,MI,49508,6163250222,6,Martha Guardado
AH,AH630382729,The Pines of Clarkston,7550 Dixie Hwy,,Clarkston,MI,48346,2489227000,30,"Premier Operating Clarkston AL, LLC"
AL,AL090382733,Close To Home Assisted Living Hampton,581 North Scheurmann Road,,Bay City,MI,48708,9897782101,20,Close To Home Assisted Living Hampton
AS,AS410383295,Enriched Living - Highlander,242 Highlander Dr. NE,,Rockford,MI,49341,6168845117,6,"Enriched Living, LLC"
AS,AS590406991,Enriched Living - Legion,344 Legion St,,Howard City,MI,49329,5862951674,6,"Enriched Living, LLC"
AS,AS750378264,Pleasant Acres,31055 M-60,,Leonidas,MI,49066,2694969055,6,Autumn Taylor
AS,AS800385161,Riemer Haus,331 E. Arlington,,Bangor,MI,49013,2692148350,2,"Our Haus, Inc."
AS,AS630379219,Ambrosia Villa,27136 Delton St.,,Madison Heights,MI,48071,2482076511,6,"V.S. Care, Inc."
AF,AF630381902,Noble Home Care,1150 Bradley,,Troy,MI,48085,2482693296,6,Diana Pantea
AL,AL050384731,Eastport Village Care Home,5988 N M-88 HWY,,Central Lake,MI,49622,2316311836,20,"Eastport Village Care Home, LLC"
AL,AL670398222,Reed City Fields Assisted Living III,22110 Professional Dr.,,Reed City,MI,49677,9894508323,20,Reed City Fields Assisted Living II
AF,AF410387497,Wagner AFC Home,807 Pine Ave. NW,,Grand Rapids,MI,49504,6168211671,6,Michael Wagner
AH,AH820378951,Addington Place,42010 W Seven Mile Road,,Northville,MI,48167,2483059600,80,"ARHC APNVLMI01 TRS, LLC"
AS,AS250382207,Alternative Assisted Living,5490 Duffield Road,,Flushing,MI,48433,8104238049,6,Renea Beutler
AL,AL090382071,Close To Home Assisted Living Riegel II,1805 Raymond Street,,Bay City,MI,48706,9897782575,20,"Close To Home Assisted Living Riegel II, LLC"
AL,AL630388808,Sandyside Senior Living,9259 Sandyside,,White Lake,MI,48386,2486983700,20,Sandyside Senior Living
AS,AS630380735,Boulan Residence,1710 Boulan Drive,,Troy,MI,48084,2483317444,6,"Care First Group Living & In-Home Services, Inc."
AH,AH630381578,The Sheridan at Birmingham,2400 E. Lincoln Street,,Birmingham,MI,48009,2489402050,128,"CA Senior Birmingham Operator, LLC"
AS,AS380389381,Saint Gabriel,1038 Woodbridge,,Jackson,MI,49202,5179141039,6,Guardian Angel Homes LLC
AM,AM820393308,Coventry Home,14901 Coventry Drive,,Southgate,MI,48195,8338117197,11,"Coventry Home, LLC"
AS,AS820395902,The Retreat At Meadowbrook,19772 Meadowbrook,,Northville,MI,48167,2483083399,6,"Coventry Home, LLC"
AM,AM290387395,Saint Louis AFC,103 W. Tyrell St.,,St. Louis,MI,48880,9896818148,12,RKM Company
AF,AF440388856,Amys Angels,4980 Piersonville Rd,,Columbiaville,MI,48421,8104060442,4,"Pawloski, Amy"
AS,AS500390283,Oaktree Place Senior Living,38571 Union Lake Rd,,Clinton Township,MI,48036,5869616955,6,"Oaktree Place Senior Living, LLC"
AL,AL470397950,Quality Care Of Howell 2,2820 N Burkhart Rd.,,Howell,MI,48855,5175792019,20,Quality Care of Howell LLC
AM,AM250389333,Thorn Adult Foster Care,4901 N Saginaw St,,FLINT,MI,48505,8107854234,12,"Thorn, Zoe"
AH,AH730388501,Chesaning Comfort Care,1800 W. Brady St.,,Chesaning,MI,48616,9896070001,56,Chesaning Comfort Care LLC
AS,AS500397873,Progression Clinton II,42196 Toddmark Lane,,Clinton Twp.,MI,48038,5862289991,6,"Progressions, LLC"
AS,AS740381644,Bridge Senior Care Assisted Living,1027 River Road,,St. Clair Township,MI,48079,8103643200,6,"Bridge Senior Care, Inc."
AS,AS820382288,Agape Residential Care,10130 Reeck Rd,,Allen Park,MI,48101,3137895016,6,Agape Residential Care LLC
AF,AF390390776,Living Water AFC,807 Witters Ct,,Portage,MI,49024,2698085655,5,Katherine Cowgill
AS,AS820391213,True Transitions AFC,30443 Cherry,,Romulus,MI,48174,7349213061,3,True Transitions
AL,AL350390822,"Oscoda Assisted Living, LLC",5113 Cedar Lake Rd.,,Oscoda,MI,48750,9894508323,20,"Oscoda Assisted Living, LLC"
AF,AF330405810,Country Haven,4460 Kinneville Road,,Onondaga,MI,49264,5179378146,5,Shirley Talley
AH,AH370406206,Crestwood Village Assisted Living & Memory Care,2378 S. Lincoln Road,,Mt. Pleasant,MI,48858,9897722183,57,"Senior Living Crestwood, LLC"
AL,AL250402258,Americana Seniors 2,Suite A,432 E. Clark,Davison,MI,48423,6165508179,20,Americana Seniors LLC
AL,AL250402322,Americana Seniors 1,Suite B,432 E. Clark,Davison,MI,48423,6165508179,20,Americana Seniors LLC
AL,AL700397730,AHSL Holland Beachside,11821 James Street,,Holland,MI,49423,6163921007,20,AH Holland Subtenant LLC
AL,AL700397748,AHSL Jenison Sandalwood,861 Oak Crest Lane,,Jenison,MI,49428,6164573576,20,AH Jenison Subtenant LLC
AL,AL700397746,AHSL Jenison Willowood,7811 Cottonwood Drive,,Jenison,MI,49428,6164573576,20,AH Jenison Subtenant LLC
AL,AL700397750,AHSL Jenison Cherrywood,798 Oak Crest Lane,,Jenison,MI,49428,6164573576,20,AH Jenison Subtenant LLC
AH,AH130403563,The Heritage Assisted Living Community,14420 S. Helmer Road,,Battle Creek,MI,49015,2699694000,78,"Battle Creek Assisted Living Operator, LLC"
AH,AH130403566,The Reflections,14316 S. Helmer Rd.,,Battle Creek,MI,49015,2699692500,45,"Battle Creek Assisted Living Operator, LLC"
AS,AS730391908,Rise Again AFC Home,2002 Brockway,,Saginaw,MI,48602,9893322457,4,"Casas, Joanna"
AS,AS630391938,Oakland Haven - Oak Park,14531 West Nine Mile Rd.,,Oak Park,MI,48237,2486671253,6,"Oakland Haven, Inc."
XH,XH410399724,StoryPoint Portage,3951 West Milham Ave.,,Portage,MI,49024,2693290200,244,Senior Village Management
XH,XH810399722,StoryPoint Saline,6230 South State St.,,Saline,MI,48176,7349446600,244,Senior Village Management
AM,AM530398793,Ludington Village Of Assisted Living,1100 E. Tinkham - A,,Ludington,MI,49431,2312065121,12,"Village Manor Of Ludington, Inc."
AH,AH500397098,Grace Premier Assisted Living,29891 23 Mile Road,,Chesterfield,MI,48047,5864221600,62,"Conscious Senior Living Properties, LLC"
XH,XH280397637,Samaritas Senior Living,4354 Mt. Hope Road,,Williamsburg,MI,49690,2319384673,121,Samaritas Senior Living Traverse City
XH,XH820397643,Waltonwood Carriage Park Il,2000 N. Canton Center Roa,,Canton,MI,48187,7343350940,117,"Waltonwood at Carriage Park I, LLC"
XH,XH500397646,Waltonwood Lakeside IL,14750 Lakeside Circle,,Sterling Heights,MI,48313,5862325848,156,"Waltonwood Lakeside IL, LLC"
AS,AS820395256,Cunningham Trenton Senior Assisted Living,3321 Brookshire,,Trenton,MI,48183,7346727749,6,Cunningham Trenton Senior Assisted Living
AS,AS730406126,NBMC Compassionate Care Adult Foster Care,705 S 11th St,,Saginaw,MI,48601,9894016511,5,"NBMC Compassionate Care Managed Services, LLC"
AS,AS250399656,Flagstone AFC,6321 Boulder Dr.,,Flushing,MI,48433,2489816413,6,Janelle Land
AH,AH810401699,University Living,2865 S. Main Street,,Ann Arbor,MI,48103,7346652819,90,"Ann Arbor Senior Housing OPCO, LLC"
AS,AS750404595,Moorepark Home SJCC,17197 Moorepark Road,,Three Rivers,MI,49093,2696594525,4,"St. Joseph Community Co-Op, Inc."
AS,AS630405536,"Green Pastures Home Care, LLC",25485 Dunbar,,Southfield,MI,48033,2484671142,5,"Green Pastures Home Care, LLC"
AS,AS730391629,"Creative Care AFC Home, LLC",4095 S. Washington Rd.,,Saginaw,MI,48602,9894827319,5,"Creative Care AFC Home, LLC"
AH,AH630394418,Commerce Comfort Care,100 Decker Rd.,,Walled Lake,MI,48390,9896070001,73,Commerce Comfort Care LLC
XH,XH630396563,Sterling Place,22800 Civic Center Drive,,Southfield,MI,48033,2483501777,157,"MI4 Sterling, LLC"
XH,XH820396564,Ashford Court,37501 Joy Road,,Westland,MI,48185,7344511155,143,"MI4 Ashford, LLC"
AS,AS630398556,Blossom Hill #1-AS,56565 10 Mile Rd,,South Lyon,MI,48178,2482646497,6,56565 Senior Care Solutions LLC
AS,AS820392529,Peace Home MI - Florence,26732 Florence St.,,Inkster,MI,48141,3139089433,6,Peace Home Michigan Inc.
XH,XH220394495,"Victorian Pines Estates, Inc.",800 East Grant St.,,Iron Mountain,MI,49801,9067745158,31,"Victorian Pines Estates, Inc."
AF,AF410400507,J.G. Home,2167 Innwood Drive Southe,,Kentwood,MI,49508,6162004051,6,Jesus Guardado
AS,AS330404048,Big Hearts AFC,540 N. Hagadorn Road,,East Lansing,MI,48823,5174029342,6,Mekdes Zewde
AL,AL580396856,Hampton Manor of Dundee 1,123 Waterstradt Commerce,,Dundee,MI,48131,7348269191,20,Hampton Manor of Dundee LLC
XH,XH620394165,The Brook of Newaygo,318 W. Cooperative Center,,Newaygo,MI,49337,2316529800,84,"The Brook of Newaygo, Inc."
XH,XH360394630,Victoria Heights,1537 US Hwy 2,,Crystal Falls,MI,49920,9068741000,37,Victorian Heights Assisted Living
XH,XH500398076,ShorePointe Village,26101 Jefferson Ave.,,St. Clair Shores,MI,48081,5864984500,92,"WBH ALF #1, LLC"
XH,XH630397299,The Leas at Canterbury-on-the-Lake,5601 Hatchery Road,,Waterford,MI,48329,2486749292,80,Canterbury Health Care Inc.
AF,AF030400477,Eva's AFC Home,3151 136th Avenue,,Hamilton,MI,49419,7317925112,6,K'Lee Felty
AM,AM660400730,"New Beginnings, AFC",514 Chippewa St.,,Ontonagon,MI,49953,9068846060,12,Casa Desederata LLC
AH,AH630398529,Anthology of Rochester Hills,1775 S. Rochester Rd,,Rochester Hills,MI,48307,2482660356,105,"CA Senior Rochester Hills Operator, LLC"
AL,AL230404953,Divine Life Assisted Living Center 4 LLC,1038 Eastbury Drive,,Lansing,MI,48917,5175808291,19,Divine Life Assisted Living Center 4 LLC
AF,AF630395910,Heritage Hills Care,2166 Kennedy Dr,,Rochester Hills,MI,48309,2064321898,6,Anisoara Mirza
XH,XH820400677,Atria Kinghaven,14800 King Road,,Riverview,MI,48193,7344795900,213,"WG Kinghaven SH, LLC"
XH,XH410396409,Lincoln Square,3121 Lake Michigan Dr. NW,,Grand Rapids,MI,49504,6167917460,117,Grand Rapids Retirement Residence LLC
XH,XH730396411,Westccourt,4141 McCarty Rd.,,Saginaw,MI,48603,9897973600,120,Wescourt Retirement Residence LLC
XH,XH780402481,The Lodge of Durand,8700 Monroe Road,,Durand,MI,48429,9892886561,30,"Lodge of Durand Real Estate, LLC"
AM,AM770392658,Seney Adult Foster Care,10710N Seney Ave,,Seney,MI,49883,9064993336,12,"Seney Adult Foster Care, LLC"
AF,AF390393049,Zeezah Care,816 Beth Ave.,,Parchment,MI,49004,3479947435,6,Azeezat Sarumi
XH,XH500400466,Sterling Heights Comfort Care,44256 Mound Rd.,,Sterling Heights,MI,48314,5862501110,93,Sterling Heights Comfort Care LLC
AH,AH410402896,American House Wyoming,5812 Village Dr SW,,Wyoming,MI,48519,6166222420,166,AH Wyoming Subtenant LLC
AL,AL030406376,Stanford Lodge,409 Naomi Street,,Plainwell,MI,49080,2697182745,20,Collaborative Care Partners Inc
AS,AS820392963,"Palmetto AFC, LLC",7172-76 Palmetto,,Detroit,MI,48234,3132829083,6,"Palmetto AFC, LLC"
AS,AS110404032,Emanuel,703 Hickory Street,,Niles,MI,49120,9172569745,6,Dilip Samadder & Alfred Samadder
XH,XH470393409,Brookdale Brighton,833 Grand River Ave.,,Brighton,MI,48116,8102299190,300,"Emerivent Brighton, LLC"
XH,XH410402235,Porter Hills Village,3600 E. Fulton,,Grand Rapids,MI,49546,6169494971,250,Porter Hills Village
AH,AH470393393,Bella Vita of Hartland,2799 Bella Vita Dr.,,Hartland,MI,48353,8107467800,79,"Bella Vita of Hartland, LLC"
AF,AF740405024,Alexander AFC,2013 St Clair Street,,Port Huron,MI,48060,8108582932,5,Danell Alexander
AF,AF410395546,Fayette's Home,10893 Deerwood Dr.,,Lowell,MI,49331,6167550974,6,Sandra Rogers
AF,AF380395563,Regina's Home,9802 Case Rd,,Brooklyn,MI,49230,5179377438,6,Regina Griffus
XH,XH740396794,Mallards Landing of St. Clair,4601 S. River Rd.,,East China,MI,48054,8103297169,66,Mallards Landing of St. Clair LLC
AM,AM590393687,Golden Life AFC #1,10710 Roy Drive,,Greenville,MI,48838,6162252231,12,"Golden Life AFC, LLC"
AM,AM590395969,Golden Life AFC #2,503 W. Montcalm,,Greenville,MI,48838,6162322584,12,"Golden Life AFC, LLC"
AS,AS820396759,Wendy Manor,15539 Wendy St,,Taylor,MI,48180,7342316312,6,Heart to Home LLC
AS,AS340392587,Passionate Home Care,465 Pleasant Street,,Hubbardston,MI,48865,9897633688,6,Dana Vining
AS,AS380405366,Senior Meadows Assisted Living,4940 East Michigan Avenue,,Jackson,MI,49201,5177487354,6,"Senior Meadows Assisted Living, LLC"
AL,AL410397693,AHSL Kentwood Cobblestone,5960 Eastern Ave SE.,,Kentwood,MI,49508,6164551357,20,AH Kentwood Subtenant LLC
AM,AM250392107,Burnett AFC LLC,2181 Kenneth St,,Burton,MI,48529,8107436291,12,Burnett AFC LLC
AS,AS780400203,Umbrellex 1,1207 Devonshire CT,,Owosso,MI,48667,5867654342,5,"Umbrellex Behavioral Health Services, LLC"
AS,AS780404958,Umbrellex 2,805 E King St,,Owosso,MI,48867,5867654342,6,"Umbrellex Behavioral Health Services, LLC"
XH,XH820397710,American House Riverview,20300 Fort St.,,Riverview,MI,48193,7347201159,150,"AH Riverview Subtenant, LLC"
XH,XH560401865,PF Health Properties,5007 Universal Dr.,,Midland,MI,48640,9898371800,60,"PF Health Properties, LLC"
XH,XH230401866,Delta Retirement Center,201 Mall Drive S,,Lansing,MI,48917,5173236970,140,"Delta Retirement Center, Inc."
XH,XH500399716,Story Point Chesterfield,51760 Gratiot Ave.,,Chesterfield,MI,48051,5862570033,316,Chesterfield Care 2017-LLC
AS,AS810407916,Resilient - Golfside,3630 Golfside,,Ypsilanti,MI,48197,7346461603,6,"Resilient Life Care, LLC"
AS,AS180407234,Gunden 1,16 N. Kapplinger Dr.,,Farwell,MI,48622,9895886769,6,"Wiley, Brett"
XH,XH110393198,The Whitcomb Senior Living Community,509 Ship St.,,St. Joseph,MI,49085,2699832513,135,WTC Sub LLC
XH,XH380393200,Countryside Manor,3637 McCain Road,,Jackson,MI,49203,5177874150,92,Countryside Living LLC - Manor
