Facility Number,Level of Care Code,Level of Care,Facility Name,Address,City,Zip Code,County,First Name Administrator,Last Name Administrator,Certification,Certification,Capacity,Alzheimer's SCU,DMH Licensed,Facility Phone Number,Facility Fax Number,Region,Facility Mailing Address,Facility Mailing City,Facility Mailing Zip,Operator Name,Operator Type
07268,C,RCF*,JOY ADULT CARE CENTER,614 SOUTH MAIN,CLINTON,64735-2620,HENRY,CHRISTIE J,BECKLEY,,,42,No,TRUE,(660) 885-8328,(660) 890-2681,1,PO BOX 8,CLINTON,64735-0008,"K & J CARE ENTERPRISES, INC",PROFIT CORPORATION
07289,A,SNF,SHIRKEY NURSING & REHABILITATION CENTER,804 WOLLARD BLVD,RICHMOND,64085-2227,RAY,CHRISTOPHER  S.,BROWN,Medicare/Medicaid,265708,197,Yes,FALSE,(816) 776-5403,8167763591,4,804 WOLLARD BLVD,RICHMOND,64085-2227,SENIOR CITIZENS NURSING HOME DISTRICT OF RAY COUNTY,NURSING HOME DISTRICT
07306,A,SNF,"WESTFIELD NURSING CENTER, INC",3144 STATE HIGHWAY FF,SIKESTON,63801-8580,NEW MADRID,AMBER,COSSEY,Medicare/Medicaid,265557,98,No,FALSE,(573) 471-1174,5734711944,2,PO BOX 489,SIKESTON,63801-0489,"WESTFIELD NURSING CENTER, INC",PROFIT CORPORATION
07322,D,RCF,COLONIAL HOUSE OF FESTUS II,129 GRAY ST,FESTUS,63028-1950,JEFFERSON,ALYSHA,SAUER,,,23,No,TRUE,(636) 937-4050,(636) 933-2870,2,129 GRAY ST,FESTUS,63028-1950,"COLONIAL HOUSE OF FESTUS II, LLC",LIMITED LIABILITY COMPANY
07331,A,SNF,SIKESTON CONVALESCENT CENTER,103 KENNEDY DR,SIKESTON,63801-5126,SCOTT,DARYL,WADE II,Medicare/Medicaid,265479,120,Yes,FALSE,(573) 471-6900,5734716933,2,103 KENNEDY DR,SIKESTON,63801-5126,"COLLINS ACRES CARE CENTER, INC",PROFIT CORPORATION
07345,A,SNF,HUNTER ACRES CARING CENTER,628 NORTH WEST ST,SIKESTON,63801-4738,SCOTT,LISA,KELLEY,Medicare/Medicaid,265387,120,Yes,FALSE,(573) 471-7130,5734714234,2,628 NORTH WEST ST,SIKESTON,63801-4738,"HUNTER ACRES CARING CENTER, INC",PROFIT CORPORATION
07395,A,SNF,LAWSON MANOR & REHAB,210 WEST 8TH TERRACE,LAWSON,64062-9357,RAY,CYNTHIA,HUNTER,Medicare/Medicaid,265666,60,Yes,FALSE,(816) 580-3269,8165803040,4,210 WEST 8TH TERRACE,LAWSON,64062-9357,"LAWSON #1, INC",PROFIT CORPORATION
07440,A,SNF,"PILLARS OF NORTH COUNTY HEALTH & REHABILITATION CENTER, THE",13700 OLD HALLS FERRY RD,FLORISSANT,63033-4109,SAINT LOUIS COUNTY,GWEN,CABE,Medicare/Medicaid,265341,120,No,FALSE,(314) 355-0760,3143558169,7,13700 OLD HALLS FERRY RD,FLORISSANT,63033-4109,"HELIA HEALTHCARE OF FLORISSANT, LLC",LIMITED LIABILITY COMPANY
07460,A,SNF,SPRINGFIELD REHABILITATION & HEALTH CARE CENTER,2800 S FORT AVE,SPRINGFIELD,65807-3480,GREENE,TROY,LACEY,Medicare/Medicaid,265157,146,No,FALSE,(417) 882-0035,4178820103,1,PO BOX 3438 GS,SPRINGFIELD,65808-3438,NHC HEALTHCARE-SPRINGFIELD MISSOURI LLC,LIMITED LIABILITY COMPANY
07481,B,ICF,ST AGNES HOME,10341 MANCHESTER RD,KIRKWOOD,63122-1520,SAINT LOUIS COUNTY,MARY,KOENIG,,,150,No,FALSE,(314) 965-7616,(314) 965-3179,7,10341 MANCHESTER RD,KIRKWOOD,63122-1520,CARMELITE SISTERS OF THE DIVINE HEART OF JESUS OF MISSOURI,NOT FOR PROFIT CORPORATION
07503,A,SNF,"NHC HEALTHCARE, ST CHARLES",35 SUGAR MAPLE LN,SAINT CHARLES,63303-5740,SAINT CHARLES,SETH,PEIMANN,Medicare/Medicaid,265166,120,No,FALSE,(636) 946-8887,6369464718,5,35 SUGAR MAPLE LN,SAINT CHARLES,63303-5740,"NHC HEALTHCARE / ST CHARLES, LLC",LIMITED LIABILITY COMPANY
07516,N,ALF**,ST ELIZABETH HALL,325 NORTH NEWSTEAD AVE,SAINT LOUIS,63108-2707,SAINT LOUIS CITY,GARY,BORKOWSKI,,,50,No,TRUE,(314) 652-9525,(314) 652-8879,7,325 N  NEWSTEAD AVE,SAINT LOUIS,63108-2707,CARDINAL RITTER SENIOR SERVICES,NOT FOR PROFIT CORPORATION
07523,A,SNF,ST ELIZABETH CARE CENTER,649 SOUTH WALNUT ST,SAINT ELIZABETH,65075-2440,MILLER,RAYN LYNN,RUSSELL,Medicare/Medicaid,265676,63,No,FALSE,(573) 493-2215,5734932712,6,649 SOUTH WALNUT ST,SAINT ELIZABETH,65075-2440,"MMA HEALTHCARE OF ST ELIZABETH, INC",PROFIT CORPORATION
07532,A,SNF,ST JOSEPH CHATEAU,811 NORTH 9TH ST,SAINT JOSEPH,64501-1651,BUCHANAN,KRISTIA,CLARK,Medicare/Medicaid,265852,69,No,FALSE,(816) 233-5164,8162335211,4,811 NORTH 9TH ST,SAINT JOSEPH,64508-1651,"DIVERSICARE OF CHATEAU, LLC",LIMITED LIABILITY COMPANY
07560,A,SNF,"MOUNT CARMEL SENIOR LIVING - ST CHARLES, LLC",723 FIRST CAPITOL DR,SAINT CHARLES,63301-2729,SAINT CHARLES,BRENT,GLOVER,Medicare/Medicaid,265783,110,No,FALSE,(636) 946-4140,(636) 946-1104,5,723 FIRST CAPITOL DR,SAINT CHARLES,63301-2729,"MOUNT CARMEL COMMUNITIES, LLC",LIMITED LIABILITY COMPANY
07572,A,SNF,ST JOSEPH'S BLUFFS,1306 WEST MAIN ST,JEFFERSON CITY,65109-1356,COLE,BETHANY,EADS,Medicare/Medicaid,265837,69,No,FALSE,(573) 635-0166,(573) 635-1405,6,1306 WEST MAIN ST,JEFFERSON CITY,65109-1356,LUTHERAN SENIOR SERVICES,NOT FOR PROFIT CORPORATION
07585,N,ALF**,ST LOUIS ALTENHEIM,5408 SOUTH BROADWAY,SAINT LOUIS,63111-2023,SAINT LOUIS CITY,JEAN,BARDWELL,,,23,Yes,FALSE,(314) 353-7225,(314) 353-7389,7,5408 SOUTH BROADWAY,SAINT LOUIS,63111-2023,ST LOUIS ALTENHEIM,NOT FOR PROFIT CORPORATION
07585,B,ICF,ST LOUIS ALTENHEIM,5408 SOUTH BROADWAY,SAINT LOUIS,63111-2023,SAINT LOUIS CITY,JEAN,BARDWELL,,,24,No,FALSE,(314) 353-7225,3143537389,7,5408 S BROADWAY,SAINT LOUIS,63111-2023,ST LOUIS ALTENHEIM,NOT FOR PROFIT CORPORATION
07585,A,SNF,ST LOUIS ALTENHEIM,5408 SOUTH BROADWAY,SAINT LOUIS,63111-2023,SAINT LOUIS CITY,JEAN,BARDWELL,Medicaid,26A484,24,No,FALSE,(314) 353-7225,3143537389,7,5408 SOUTH BROADWAY,SAINT LOUIS,63111-2023,ST LOUIS ALTENHEIM,NOT FOR PROFIT CORPORATION
07594,N,ALF**,CHARTER SENIOR LIVING AT ST LOUIS HILLS,6543 CHIPPEWA ST,SAINT LOUIS,63109-4100,SAINT LOUIS CITY,SUZANNE,HUFFMAN,,,181,Yes,FALSE,(314) 647-6600,3146470252,7,6543 CHIPPEWA ST,SAINT LOUIS,63109-4100,KJB TENANT ST LOUIS  LLC,LIMITED LIABILITY COMPANY
07606,A,SNF,"ST LUKE'S NURSING CENTER, INC",1220 EAST FAIRVIEW AVE,CARTHAGE,64836-3122,JASPER,JEFFREY,BELL,Medicare/Medicaid,265661,95,Yes,FALSE,(417) 358-9084,4173586991,1,1220 EAST FAIRVIEW AVE,CARTHAGE,64836-3122,"ST LUKE'S MANAGEMENT, INC",NOT FOR PROFIT CORPORATION
07606,N,ALF**,"ST LUKE'S CARE CENTER, INC",1220 EAST FAIRVIEW AVE,CARTHAGE,64836-3122,JASPER,JEFFREY,BELL,,,41,No,FALSE,(417) 358-9084,4173586991,1,1220 EAST FAIRVIEW AVE,CARTHAGE,64836-3122,"ST LUKE'S CARE CENTER, INC",NOT FOR PROFIT CORPORATION
07613,A,SNF,ST PETERS MANOR CARE CENTER,230 SPENCER RD,SAINT PETERS,63376-2425,SAINT CHARLES,ELIZABETH,HAYNES,Medicare/Medicaid,265589,96,NO,FALSE,(636) 441-2750,6364472835,5,230 SPENCER RD,SAINT PETERS,63376-2425,"ST PETERS MANOR, INC",PROFIT CORPORATION
07631,A,SNF,ST SOPHIA HEALTH & REHABILITATION CENTER,936 CHARBONIER RD,FLORISSANT,63031-5220,SAINT LOUIS COUNTY,YOSEF,MANNE,Medicare/Medicaid,265120,240,No,FALSE,(314) 831-4800,3148311310,7,936 CHARBONIER RD,FLORISSANT,63031-5220,ST SOPHIA HEALTHCARE LLC,LIMITED LIABILITY COMPANY
07680,A,SNF,LAKE STOCKTON HEALTHCARE FACILITY,1523 3RD ROAD,STOCKTON,65785-9608,CEDAR,CHRIS,MCBRATNEY,Medicare/Medicaid,265466,90,Yes,FALSE,(417) 276-5126,4172766222,1,PO BOX 945,STOCKTON,65785-0945,CITIZENS MEMORIAL HEALTH CARE FOUNDATION,NOT FOR PROFIT CORPORATION
07709,D,RCF,STOVER'S RESIDENTIAL CARE FACILITY,520 EAST 5TH ST,MILAN,63556-1222,SULLIVAN,DONNA,HULETT,,,20,No,TRUE,(660) 265-3262,(660) 265-3262,5,520 EAST 5TH ST,MILAN,63556-1222,"HULETT, DONNA R",SOLE PROPRIETOR
07712,C,RCF*,BOWLING GREEN RESIDENTIAL CARE,119 WEST CENTENNIAL AVE,BOWLING GREEN,63334-1605,PIKE,DIANA,FREEMAN,,,25,No,TRUE,(573) 324-5560,5733246050,5,119 WEST CENTENNIAL AVE,BOWLING GREEN,63334-1605,"INTEGRATED HEALTH AND WELLNESS, LLC",LIMITED LIABILITY COMPANY
07725,D,RCF,SUNNYHILL RESIDENTIAL CARE FACILITY,134 GRAY ST,FESTUS,63028-1949,JEFFERSON,ANGELA GAIL,FORSHEE,,,20,No,TRUE,(636) 931-4701,(636) 931-4806,2,PO BOX 356,FESTUS,63028-0356,"SUNNY HILL, INC",NOT FOR PROFIT CORPORATION
07733,D,RCF,STURGEON RESIDENTIAL CARE,315 E  STONE ST,STURGEON,65284-8907,BOONE,RANDY,BURKE,,,20,No,FALSE,(573) 687-3012,(573) 687-1250,6,PO BOX 328,STURGEON,65284-0328,STURGEON REST RESIDENTIAL CARE LLC,LIMITED LIABILITY COMPANY
07744,A,SNF,LIFE CARE CENTER OF SULLIVAN,875 DUNSFORD DR,SULLIVAN,63080-1238,FRANKLIN,DOROTHY M,WESTON,Medicare/Medicaid,265340,120,No,FALSE,(573) 468-3128,5738603196,6,875 DUNSFORD DR,SULLIVAN,63080-1238,"SULLIVAN OPERATIONS, LLC",LIMITED LIABILITY COMPANY
07798,A,SNF,SUNSET HOME,1201 SOUTH POLK,MAYSVILLE,64469-4028,DEKALB,BRENDA,MOORE,Medicare/Medicaid,265745,60,No,FALSE,(816) 449-2158,8164495216,4,1201 S POLK,MAYSVILLE,64469-4028,"N & R OF MAYSVILLE, LLC",LIMITED LIABILITY COMPANY
07824,C,RCF*,CARRIAGE RESIDENTIAL CARE CENTER LLC,508 NORTH WASHINGTON ST,FARMINGTON,63640-1756,SAINT FRANCOIS,ELAINE I,JOHNSON,,,20,No,TRUE,(573) 756-8140,5737568140,2,PO BOX 272,FARMINGTON,63640-0675,"CARRIAGE RESIDENTIAL CARE CENTER, LLC",LIMITED LIABILITY COMPANY
07831,A,SNF,SUNSET HEALTH CARE CENTER,400 WEST PARK AVE,UNION,63084-1140,FRANKLIN,TRACY,HASTEN,Medicare/Medicaid,265390,120,No,FALSE,(636) 583-2252,6365838577,6,400 WEST PARK AVE,UNION,63084-1140,"SUNSET HEALTHCARE, LLC",LIMITED LIABILITY COMPANY
07904,A,SNF,SWOPE RIDGE GERIATRIC CENTER,5900 SWOPE PARKWAY,KANSAS CITY,64130-4241,JACKSON,SIDNEY,SMITH,Medicare/Medicaid,265145,240,No,FALSE,(816) 333-2700,8163333438,3,5900 SWOPE PRKWY,KANSAS CITY,64130-4241,CARE CENTER OF KANSAS CITY,NOT FOR PROFIT CORPORATION
07929,A,SNF,HICKORY MANOR,209 HICKORY ST,LICKING,65542-9847,TEXAS,TIFFANI,ALLEN,Medicare/Medicaid,265632,60,No,FALSE,(573) 674-2111,5736743586,1,209 HICKORY ST,LICKING,65542-9847,LICKING NO 1 LLC,LIMITED LIABILITY COMPANY
07966,D,RCF,THOMAS RESIDENTIAL CARE CENTER II,119 VIRGINIA ST,SAINT JOSEPH,64504-1543,BUCHANAN,TERRY,STRONG,,,16,No,TRUE,(816) 238-5266,(816) 238-5266,4,119 VIRGINIA ST,SAINT JOSEPH,64504-1543,"TAS CARE, INC",PROFIT CORPORATION
07970,A,SNF,AUTUMN OAKS CARING CENTER,1310 HOVIS ST,MOUNTAIN GROVE,65711-1219,WRIGHT,MISTY,CALDWELL,Medicare/Medicaid,265406,120,Yes,FALSE,(417) 926-5128,4179265127,1,1310 HOVIS ST,MOUNTAIN GROVE,65711-1219,"MOUNTAIN GROVE #2, INC",PROFIT CORPORATION
07998,A,SNF,TIFFANY HEIGHTS,1531 NEBRASKA ST,MOUND CITY,64470-1610,HOLT,TAMMY,YOCUM,Medicare/Medicaid,265746,60,No,FALSE,(660) 442-3146,(660) 442-3356,4,PO BOX 308,MOUND CITY,64470-0308,"TIFFANY CARE CENTERS, INC",PROFIT CORPORATION
08000,A,SNF,DIVERSICARE OF ST JOSEPH,3002 N 18TH ST,SAINT JOSEPH,64505-1872,BUCHANAN,JANET,MCCARTHY-GREEN,Medicare/Medicaid,265754,180,No,FALSE,(816) 364-4200,8163644238,4,3002 N 18TH ST,SAINT JOSEPH,64505-1872,"DIVERSICARE OF ST JOSEPH, LLC",LIMITED LIABILITY COMPANY
08027,A,SNF,BRENT B TINNIN MANOR,220 EUEL POLK DR,ELLINGTON,63638-7967,REYNOLDS,KAREN,PLEASANT,Medicare/Medicaid,265472,60,No,FALSE,(573) 663-2545,5736632547,2,220 EUEL POLK DR,ELLINGTON,63638-7967,"ELLINGTON #1, INC",PROFIT CORPORATION
08036,A,SNF,TIPTON OAK MANOR,601 WEST MORGAN ST,TIPTON,65081-8214,MONITEAU,TIFFANY,ROETTGEN,Medicare/Medicaid,265748,66,Yes,FALSE,(660) 433-5574,6604432231,6,601 WEST MORGAN ST,TIPTON,65081-8214,"N & R OF TIPTON, LLC",LIMITED LIABILITY COMPANY
08058,A,SNF,NORTHVIEW VILLAGE,2415 NORTH KINGSHIGHWAY,SAINT LOUIS,63113-1109,SAINT LOUIS CITY,JENNIFER,EVANS,Medicare/Medicaid,265524,320,No,FALSE,(314) 361-1300,(314) 361-0253,7,2415 NORTH KINGSHIGHWAY,SAINT LOUIS,63113-1109,"NORTHVIEW VILLAGE, INC",PROFIT CORPORATION
08077,C,RCF*,"TOWNE HOUSE, THE",221 EAST WHITLEY,MEXICO,65265-2815,AUDRAIN,SUE,RUDROFF,,,29,No,TRUE,(573) 581-2547,(573) 581-1283,5,PO BOX 6,MEXICO,65265-0006,"BRAUN ENTERPRISES, INC",PROFIT CORPORATION
08096,C,RCF*,TRI-COUNTY CARE CENTER,601 NORTH GALLOWAY RD,VANDALIA,63382-1252,AUDRAIN,PENNY L,KAMPETER,,,20,No,FALSE,(573) 594-6467,(573) 594-3863,5,601 NORTH GALLOWAY RD,VANDALIA,63382-1252,TRI-COUNTY NURSING HOME DISTRICT,NURSING HOME DISTRICT
08096,A,SNF,TRI-COUNTY CARE CENTER,601 NORTH GALLOWAY RD,VANDALIA,63382-1252,AUDRAIN,MEGAN,ELLEDGE,Medicare/Medicaid,265638,90,Yes,FALSE,(573) 594-6467,(573) 594-3863,5,601 NORTH GALLOWAY RD,VANDALIA,63382-1252,TRI-COUNTY NURSING HOME DISTRICT,NURSING HOME DISTRICT
08100,A,SNF,"RICHLAND CARE CENTER, INC",400 TRI-COUNTY LN,RICHLAND,65556-,PULASKI,CHERYL,SMITH,Medicare/Medicaid,265755,86,No,FALSE,(573) 765-3243,(573) 765-5138,6,PO BOX 756,RICHLAND,65556-0756,"RICHLAND CARE CENTER, INC",NOT FOR PROFIT CORPORATION
08129,C,RCF*,TROY HOUSE RESCARE,350 CAP AU GRIS,TROY,63379-1761,LINCOLN,DIANA,FREEMAN,,,23,No,FALSE,(636) 462-4915,(636) 462-4915,5,PO BOX 271,TROY,63379-0271,"TROY HOUSE RES. CARE, INC",PROFIT CORPORATION
08140,A,SNF,"TRUMAN LAKE MANOR, INC",600 EAST 7TH ST,LOWRY CITY,64763-9671,SAINT CLAIR,TIMOTHY,CORBIN,Medicare/Medicaid,265431,120,No,FALSE,(417) 644-2248,(417) 644-2742,1,PO BOX 415,LOWRY CITY,64763-0415,"TRUMAN LAKE MANOR, INC",PROFIT CORPORATION
08188,A,SNF,MARK TWAIN MANOR,11988 MARK TWAIN LN,BRIDGETON,63044-2825,SAINT LOUIS COUNTY,MARIAH,TURRIFF,Medicare/Medicaid,265236,120,No,FALSE,(314) 291-8240,3142919426,7,11988 MARK TWAIN LN,BRIDGETON,63044-2825,"COMMUNITY CARE CENTER OF MARK TWAIN, INC",PROFIT CORPORATION
08209,C,RCF*,"TWIN OAKS ESTATE, INC",707 EMGE RD,O'FALLON,63366-2118,SAINT CHARLES,TIMOTHY,BLATTEL,,,149,No,FALSE,(636) 240-6152,(636) 980-9632,5,707 EMGE RD,O'FALLON,63366-2118,"TWIN OAKS ESTATE, INC",PROFIT CORPORATION
08218,A,SNF,TWIN PINES ADULT CARE CENTER,1900 S JAMISON,KIRKSVILLE,63501-5302,ADAIR,JAMES,RICHARDSON,Medicare/Medicaid,265198,132,Yes,FALSE,(660) 665-2887,6606652328,5,1900 S JAMISON,KIRKSVILLE,63501-5302,ADAIR COUNTY NURSING HOME DISTRICT,NURSING HOME DISTRICT
08220,D,RCF,COATES STREET COMFORT HOUSE,612 WEST COATES ST,MOBERLY,65270-1319,RANDOLPH,RANDY,BURKE,,,20,No,TRUE,(660) 263-6759,6602631331,5,PO BOX 781,MOBERLY,65270-0781,"COATES STREET COMFORT HOUSE, LLC",LIMITED LIABILITY COMPANY
08242,D,RCF,URBANA REST HOME,310 WALNUT ST,URBANA,65767-9208,DALLAS,DOVIE,RESER,,,20,No,TRUE,(417) 993-4638,(417) 993-4286,1,310 WALNUT ST,URBANA,65767-9208,"BAILEY, TIMOTHY",SOLE PROPRIETOR
08272,A,SNF,"NHC HEALTHCARE, MARYLAND HEIGHTS",2920 FEE FEE RD,MARYLAND HEIGHTS,63043-1915,SAINT LOUIS COUNTY,SUSAN,TAYLOR,Medicare/Medicaid,265318,220,Yes,FALSE,(314) 291-0121,3142091083,7,2920 FEE FEE RD,MARYLAND HEIGHTS,63043-1915,"NHC HEALTHCARE / MARYLAND HEIGHTS, LLC",LIMITED LIABILITY COMPANY
08282,A,SNF,VILLA MARIE - A STONEBRIDGE COMMUNITY,1030 EDMONDS ST,JEFFERSON CITY,65109-5213,COLE,TRACY L,BERHORST,Medicare/Medicaid,265208,120,Yes,FALSE,(573) 635-3381,5736356685,6,1030 EDMONDS ST,JEFFERSON CITY,65109-5213,"ELDERCARE OF MID-MISSOURI VII, INC",PROFIT CORPORATION
08300,A,SNF,CHRISTIAN EXTENDED CARE & REHABILITATION,11160 VILLAGE NORTH DR,SAINT LOUIS,63136-6159,SAINT LOUIS COUNTY,RENEE,CWIKLOWSKI,Medicare/Medicaid,265174,60,No,FALSE,(314) 355-8010,3146534840,7,11160 VILLAGE NORTH DR,SAINT LOUIS,63136-6159,"VILLAGE NORTH, INC",NOT FOR PROFIT CORPORATION
08315,A,SNF,CYPRESS POINT - SKILLED NURSING BY AMERICARE,801 BAILIFF DR,DEXTER,63841-9500,STODDARD,JOHN,LANGLEY,Medicare/Medicaid,265367,79,No,FALSE,(573) 624-8908,5736245193,2,801 BAILIFF DR,DEXTER,63841-9500,"AMERICARE AT CYPRESS POINT NURSING CENTER, LLC",LIMITED LIABILITY COMPANY
08334,A,SNF,HOLDEN MANOR CARE CENTER,2005 SOUTH LEXINGTON,HOLDEN,64040-1610,JOHNSON,WALTER,BAKER,Medicare/Medicaid,265739,52,No,FALSE,(816) 732-4138,(816) 732-4344,3,2005 S LEXINGTON,HOLDEN,64040-1610,"HOLDEN MANOR, INC",PROFIT CORPORATION
08354,M,ALF,WALNUT STREET ASSISTED LIVING,404 WALNUT ST,DONIPHAN,63935-1420,RIPLEY,ROBERT,ADAMS,,,35,No,TRUE,(573) 996-4316,(573) 996-5802,2,404 WALNUT ST,DONIPHAN,63935-1420,"RIPLEY COUNTY COLONIAL HOME, INC",PROFIT CORPORATION
08379,D,RCF,PINE VALLEY RCF,3381    1st STREET,DOE RUN,63637-3155,SAINT FRANCOIS,SANDY,BUCHANAN,,,12,No,TRUE,(573) 760-8601,(573) 438-7230,2,3381    1st STREET,DOE RUN,63637-3155,"HARD KNOCKS, LLC",LIMITED LIABILITY COMPANY
08383,A,SNF,WARRENSBURG MANOR CARE CENTER,400 CARE CENTER DR,WARRENSBURG,64093-3100,JOHNSON,ANGELA CHRISTINE,WENDEL,Medicare/Medicaid,265669,88,No,FALSE,(660) 747-2216,6607470807,3,400 CARE CENTER DR,WARRENSBURG,64093-3100,"WARRENSBURG MANOR, INC",PROFIT CORPORATION
08405,C,RCF*,WEBCO EAST,1687 W  WASHINGTON ST,MARSHFIELD,65706-2325,WEBSTER,KATHRYN,DECKARD,,,24,No,FALSE,(417) 859-5144,(417) 859-5012,1,1687 W  WASHINGTON ST,MARSHFIELD,65706-2325,WEBSTER COUNTY NURSING HOME DISTRICT,NURSING HOME DISTRICT
08405,A,SNF,WEBCO MANOR,1687 W WASHINGTON ST,MARSHFIELD,65706-2325,WEBSTER,KATHRYN,DECKARD,Medicare/Medicaid,265520,120,No,FALSE,(417) 859-5144,(417) 468-2562,1,1687 W WASHINGTON ST,MARSHFIELD,65706-2325,WEBSTER COUNTY NURSING HOME DISTRICT,NURSING HOME DISTRICT
08434,A,SNF,"NHC HEALTHCARE, WEST PLAINS",211 DAVIS DR,WEST PLAINS,65775-2242,HOWELL,ANNA MARIE,MICHEL,Medicare/Medicaid,265155,120,Yes,FALSE,(417) 256-0798,4172563996,1,PO BOX 497,WEST PLAINS,65775-0497,"NHC HEALTHCARE / WEST PLAINS, LLC",LIMITED LIABILITY COMPANY
08474,A,SNF,"WESTCHESTER HOUSE, THE",550 WHITE RD,CHESTERFIELD,63017-2316,SAINT LOUIS COUNTY,R MITCHEL,BACHTEL,Medicare/Medicaid,265338,159,No,FALSE,(314) 469-1200,3144697512,7,550 WHITE RD,CHESTERFIELD,63017-2316,"CONSOLIDATED RESOURCES HEALTH CARE FUND I, LP",LIMITED PARTNERSHIP
08512,A,SNF,WESTWOOD HILLS HEALTH & REHABILITATION CENTER,3100 WARRIOR LN,POPLAR BLUFF,63901-8686,BUTLER,JOETTA,MARTIN,Medicare/Medicaid,265193,132,No,FALSE,(573) 785-0851,(573) 785-6703,2,3100 WARRIOR LANE,POPLAR BLUFF,63901-8686,"HELIA HEALTHCARE OF POPLAR BLUFF, LLC",LIMITED LIABILITY COMPANY
08521,A,SNF,WESTWOOD LIVING CENTER,1801 NORTH GAINES DR,CLINTON,64735-1127,HENRY,LISA,WALKER,Medicare/Medicaid,265347,120,Yes,FALSE,(660) 885-8196,6608856081,1,1801 N  GAINES DR,CLINTON,64735-1127,"N & R OF CLINTON, LLC",LIMITED LIABILITY COMPANY
08573,D,RCF,JONES' WILDWOOD CARE CENTER,12806 HWY 151,MADISON,65263-3114,MONROE,FANNIE,MILLER,,,32,No,TRUE,(660) 291-8636,(660) 291-8631,5,PO BOX 69,MADISON,65263-0069,"JONES WILDWOOD CARE CENTER, INC",PROFIT CORPORATION
08591,N,ALF**,ORILLA'S WAY,1209 SOUTH HIGH ST,GRANT CITY,64456-0056,WORTH,STEPHEN,GOFF,,,37,No,FALSE,(660) 564-2204,(660) 564-2394,4,PO BOX 56,GRANT CITY,64456-0056,"GOFF MANAGEMENT, LLC",LIMITED LIABILITY COMPANY
08609,D,RCF,BARNABAS REDWOOD MANOR,1194 LANDON RD,BOURBON,65441-8218,CRAWFORD,REBECCA,ELIAS,,,47,No,TRUE,(573) 468-8150,(573) 860-2601,6,1194 LANDON RD,BOURBON,65441-8218,"BARNABAS OPERATIONS #2, INC",PROFIT CORPORATION
08614,M,ALF,WILLOW WEST APARTMENTS,2644 STATE ROUTE 76,WILLOW SPRINGS,65793-8254,HOWELL,BARBARA MARIE,HEAD,,,36,No,FALSE,(417) 469-3152,4174694204,1,PO BOX 309,WILLOW SPRINGS,65793-0309,"WILLOW HEALTH CARE, INC",NOT FOR PROFIT CORPORATION
08614,A,SNF,WILLOW CARE NURSING HOME,2646 STATE ROUTE 76,WILLOW SPRINGS,65793-8254,HOWELL,BARBARA MARIE,HEAD,Medicare/Medicaid,265335,105,Yes,FALSE,(417) 469-3152,4174694204,1,PO BOX 309,WILLOW SPRINGS,65793-0309,"WILLOW HEALTH CARE, INC",NOT FOR PROFIT CORPORATION
08627,A,SNF,BUTLER CENTER FOR REHABILITATION AND HEALTHCARE,416 SOUTH HIGH ST,BUTLER,64730-1827,BATES,APRIL,FERIS,Medicare/Medicaid,265275,98,No,FALSE,(660) 679-6158,6606794243,3,416 S HIGH ST,BUTLER,64730-1827,BREEZY OPERATIONS LLC,LIMITED LIABILITY COMPANY
08653,D,RCF,SUNSHINE HOME CARE - ST CHARLES,618 HEMSATH RD,SAINT CHARLES,63303-5919,SAINT CHARLES,FARIDA,AHSAN,,,27,No,TRUE,(636) 947-7799,(636) 669-5020,5,618 HEMSATH RD,SAINT CHARLES,63303-5919,"SUNSHINE HOME CARE, LLC",LIMITED LIABILITY COMPANY
08668,D,RCF,WINDEMERE RESIDENTIAL CARE,3100 NORTH WEST VIVION RD,RIVERSIDE,64150-9436,PLATTE,VICKIE,HORNING,,,65,No,FALSE,(816) 741-0753,(816) 741-3762,4,3100 NORTH  WEST VIVION RD,RIVERSIDE,64150-9436,"JAMES L WEBB ENTERPRISES, INC",PROFIT CORPORATION
08673,A,SNF,MAYWOOD TERRACE LIVING CENTER,10300 EAST TRUMAN RD,INDEPENDENCE,64052-2258,JACKSON,DEBBIE,CAVINESS,Medicare/Medicaid,265404,89,Yes,FALSE,(816) 836-1250,8168369642,3,10300 EAST TRUMAN RD,INDEPENDENCE,64052-2258,"INDEPENDENCE #1, INC",PROFIT CORPORATION
08688,A,SNF,CAMDENTON WINDSOR ESTATES,2042 N BUSINESS ROUTE 5,CAMDENTON,65020-2611,CAMDEN,DELORIS,MCQUEEN,Medicare/Medicaid,265091,82,No,FALSE,(573) 346-5654,5733467472,6,2042 N BUSINESS ROUTE 5,CAMDENTON,65020-2611,"N & R OF CAMDENTON, INC",PROFIT CORPORATION
08707,C,RCF*,"MARY'S RANCH, INC","ROUTE 2, BOX 2790",MARBLE HILL,63764-9510,BOLLINGER,MONICA,JARRELL,,,32,No,TRUE,(573) 238-4253,(573) 238-4335,2,PO BOX 589,MARBLE HILL,63764-0589,"MARY'S RANCH, INC",PROFIT CORPORATION
08729,D,RCF,WINFIELD RESIDENTIAL CARE,220 WEST WALNUT ST,WINFIELD,63389-1122,LINCOLN,RUSLAN,MURADOV,,,20,No,TRUE,(636) 668-8110,(636) 668-6545,5,220 WEST WALNUT ST,WINFIELD,63389-1122,"INTEGRATED HEALTH AND WELLNESS, LLC",LIMITED LIABILITY COMPANY
