Facility ID,State Facility Type 2 Literal,Facility Name,Address,City,Zip Code,County,Capacity,Phone Number,Licensee,Ownership Type,Date Accessed,State Facility Type 1 Literal,State
30198,N,Anthology Of Burlington Creek,6311 NORTH COSBY AVENUE,Kansas City,64151-2344,Platte,110,(816) 505-3030,"CA SENIOR BURLINGTON CREEK OPERATOR, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
30206,N,Oak Pointe Of Monett,1011 OLD AIRPORT ROAD,Monett,65708-1375,Lawrence,55,(417) 235-3500,"MONETT, MISSOURI ASSISTED LIVING OPERATING COMPANY, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
30302,N,Hopedale Cottage Assisted Living The,1314 W SCHOOL STREET,Ozark,65721-6618,Christian,14,(417) 581-1308,"RETIREMENT AT CENTURY PINES, INC",PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
30351,N,Cedarhurst Of Des Peres,12826 DAYLIGHT CIRCLE,Saint Louis,63131-1890,Saint Louis County,76,(314) 384-3654,"CH WEST COUNTY MANAGEMENT MO, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
30363,N,Anthology Of Clayton View,8825 EAGER ROAD,Saint Louis,63144-1205,Saint Louis County,90,(314) 961-1700,"CA SENIOR CLAYTON VIEW OPERATOR, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
30372,N,Glenfield Memory Care,118 OHMES ROAD,Cottleville,63376-7649,Saint Charles,12,(636) 447-4449,COTTAGES OF COTTLEVILLE LLC,LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
30384,N,"Timbers, The",239 KAREN DRIVE,Holts Summit,65043-2522,Callaway,50,(573) 415-0390,"GUTHRIE ENTERPRISES, INC",PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
30425,N,Avalon Memory Care,5342 BUTLER HILL ROAD,Saint Louis,63128-4152,Saint Louis County,30,(314) 849-2985,"AVALON MEMORY CARE, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
30440,N,"Popa Good Samaritan Services, Llc",16979 HWY 39,Verona,65769-6319,Lawrence,8,(417) 353-4448,"POPA GOOD SAMARITAN SERVICES, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
30466,N,"Sheridan At Laumeier Park, The",12422 ROTT ROAD,Sunset Hills,63127-1247,Saint Louis County,98,(314) 462-0222,"ROTT SENIOR CARE, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
30479,N,"Sheridan At Creve Coeur, The",450 NORTH LINDBERGH BLVD,Creve Coeur,63141-7814,Saint Louis County,53,(314) 628-0004,"LINDBERGH SENIOR CARE, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
30492,N,Family Partners Home Llc,232 CREVE COEUR AVE,Saint Louis,63011-4040,Saint Louis County,8,(314) 686-4468,FAMILY PARTNERS HOME LLC,LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
30509,N,Bethesda Hawthorne Place,1111 SOUTH BERRY ROAD,Saint Louis,63122-6598,Saint Louis County,66,(314) 942-5750,"BETHESDA LONG TERM CARE, INC",NOT FOR PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
30579,N,"Cottage At Century Pines, The",707 EAST MCCRACKEN ROAD,Ozark,65721-9499,Christian,12,(417) 485-4382,"RETIREMENT AT CENTURY PINES, INC",PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
30595,D,Valley Park West,678 WINDMILL RIDGE,California,65018-1964,Moniteau,34,(573) 796-2520,"PCH HEALTHCARE, LLC",LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY,MO
30612,N,Anthology Of Town & Country,1020 WOODS MILL ROAD,Town And Country,63017-0603,Saint Louis County,95,(636) 527-4444,"CA SENIOR TOWN & COUNTRY OPERATOR, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
30623,N,Villas Of Jackson Llc The,670 BROADRIDGE DRIVE,Jackson,63755-3044,Cape Girardeau,76,(573) 986-8210,THE VILLAS OF JACKSON LLC,LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
30676,N,Cedarhurst Of St. Charles Assisted Living & Memory Care,1800 FIRST CAPITOL DRIVE,Saint Charles,63301-1646,Saint Charles,155,(636) 255-8094,"CEDARHURST OF ST. CHARLES OPERATOR, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
30722,N,Castlewood Senior Living The,1538 N OLD CASTLE ROAD,Nixa,65714-9902,Christian,66,(417) 724-8188,"NIXA SENIOR COMMUNITY, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
30758,N,Oxford Grand At Shoal Creek,8280 N TULLIS AVENUE,Kansas City,64158-7683,Clay,98,(816) 781-8282,OXFORD GRAND SCV LLC,LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
30774,N,Benton House Of Staley Hills,11071 N WOODLAND AVE,Kansas City,64155-1552,Clay,80,(816) 372-1888,STALEY SLP LLC,LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
30805,N,Mattis Pointe - Assisted Living By Americare,4962 MATTIS ROAD,Saint Louis,63128-2795,Saint Louis County,120,(314) 328-4084,"AMERICARE AT SOUTH ST LOUIS, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
30848,N,"Sheridan At Chesterfield, The",16300 JUSTUS POST ROAD,Chesterfield,63017-4608,Saint Louis County,95,(636) 778-4800,"JUSTUS SENIOR CARE, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
30865,N,Rock Island Village,619 EAST 8TH STREET,Eldon,65026-4740,Miller,70,(573) 557-9545,MISSOURI HEALTHCARE NETWORK LLC,LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
30888,D,Weller Place Retirement Center,510 WELLER STREET,Macon,63552-1996,Macon,18,(660) 395-2273,T & H MANAGEMENT LLC,LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY,MO
30984,D,Annie'S House Inc,25228 BUZZARD DRIVE,Marble Hill,63764-9408,Bollinger,40,(573) 238-1300,"ANNIE'S HOUSE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
30996,N,Cross Creek At Lee'S Summit,3320 NE WILSHIRE DR,Lee'S Summit,64064-2077,Jackson,55,(816) 607-5700,"WILSHIRE AT LAKEWOOD MEMORY CARE, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
31005,N,Norterre,2580 NORTERRE CIRCLE,Liberty,64068-3412,Clay,60,(816) 479-4793,LHLC OPERATIONS LLC,LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
31029,N,Boulevard Senior Living Of St Charles,3340 EHLMANN ROAD,Saint Charles,63301-4087,Saint Charles,128,(636) 757-5077,"ST CHARLES SENIOR HOUSING I OPCO, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
31049,N,Anthology Of Wildwood,251 PLAZA DRIVE,Wildwood,63040-1203,Saint Louis County,94,(636) 273-3900,"CA SENIOR WILDWOOD OPERATOR, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
31077,N,Willow Creek Memory Care At Lee'S Summit,3101 SW 3RD STREET,Lee'S Summit,64081-4060,Jackson,54,(816) 321-1648,"SEASONS MSP LEE'S SUMMIT, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
31116,D,Harbor Place - Linn,24 TRENSHAW TRAIL,Linn,65051-,Osage,24,(573) 897-2100,"HARBOR PLACE ESTATES-LINN, LLC",LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY,MO
31147,D,Smiley Manor West,1119 GOODFELLOW BLVD,Saint Louis,63112-,Saint Louis City,27,314-833-3238,"SMILEY MANOR, LLC",LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY,MO
31181,N,"Landing Of O'Fallon, The",1000 LANDING CIRCLE,Saint Charles,63304-7647,Saint Charles,142,(636) 669-0780,"COLUMBIA/WEGMAN O'FALLON, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
31191,N,Parkside-Assisted Living By Americare,2100 PARKSIDE AVE,Rolla,65401-5472,Phelps,28,(573) 308-0834,"ROLLA RESIDENTIAL, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
31216,N,Oak Pointe Of Rolla,1000 EAST LIONS CLUB DRIVE,Rolla,65401-4356,Phelps,65,(573) 426-2186,"ROLLA, MISSOURI ASSISTED LIVING OPERATING COMPANY, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
31265,M,"Webwood Assisted Living, Llc",1640 WALDO HATLER DRIVE,Neosho,64850-,Newton,31,(417) 451-2997,"WEBWOOD ASSISTED LIVING, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY,MO
31366,N,Dolan Memory Care At Waterford Crossing,11350 DOLAN WAY,Saint Louis,63146-5533,Saint Louis County,66,(314) 994-1391,"CURA, INC",PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
31370,N,Wildwood Senior Living The,3002 SOUTH JOHN DUFFY DRIVE,Joplin,64804-,Jasper,74,(417) 623-2233,"JOPLIN SENIOR COMMUNITY, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
31389,N,Arbors At Harmony Gardens-Memory Care Assisted Living By Americare The,539 EAST YOUNG AVENUE,Warrensburg,64093-,Johnson,24,(660) 429-0034,"HARMONY GARDENS RESIDENTIAL, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
31404,N,Boulevard Senior Living Of Wentzville,120 PERRY CATE BOULEVARD,Wentzville,63385-4719,Saint Charles,62,(636) 698-9458,"ST CHARLES SENIOR HOUSING II OPCO, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
31437,N,Allegro,1055 BELLEVUE AVENUE,Richmond Heights,63117-1827,Saint Louis County,88,(314) 332-8372,"HSRE-ASL RICHMOND HEIGHTS TRS, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
31536,N,Arrowhead Senior Living Community,6100 ARROWHEAD DRIVE,Osage Beach,65065-,Camden,90,(573) 302-7111,"ARROWHEAD RETIREMENT OPERATIONS, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
31581,N,Cedarhurst Of Blue Springs,20551 E TRINITY PLACE,Blue Springs,64015-9501,Jackson,89,(816) 203-1939,"CEDARHURST OF BLUE SPRINGS OPERATOR, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
31745,N,Tiffany Springs Senior Care Community,9101 N AMBASSADOR DRIVE,Kansas City,64154-,Platte,89,(816) 621-3810,"TIFFANY SPRINGS SENIOR CARE COMMUNITY, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
31791,N,Anthology Of The Plaza,2 EMANUEL CLEAVER II BLVD,Kansas City,64112-1712,Jackson,96,(816) 505-3030,"CA SENIOR KC PLAZA OPERATOR, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
31804,N,"Oaks Cottage Assisted Living, The",5448 N 2ND AVENUE,Ozark,65721-6210,Christian,12,417-581-7278,"RETIREMENT AT CENTURY PINES, INC",PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
31832,D,Auburn Ridge Living Center,1425 ASHBURY WAY,Wardsville,65101-1007,Cole,24,(573) 634-2031,"AUBURN RIDGE LIVING CENTER, LLC",LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY,MO
31890,N,Cedarhurst Of Lebanon Assisted Living & Memory Care,842 LYNN STREET,Lebanon,65536-3832,Laclede,90,(417) 815-0122,"CEDARHURST OF LEBANON OPERATOR, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
31903,N,"Township Senior Living, The",4150 WEST REPUBLIC ROAD,Battlefield,65619-7111,Greene,66,(417) 881-7800,"SPRINGFIELD SW SENIOR LIVING, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
31974,N,Pine Valley At The Woodlands,620 WOODLAND MEADOWS,Arnold,63010-2030,Jefferson,48,(636) 202-1050,"THE VALLEY AT WOODLANDS, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
32028,N,Cedarhurst Of West Plains,1521 US HIGHWAY 63,West Plains,65775-9809,Howell,84,(417) 372-8940,"CEDARHURST OF WEST PLAINS OPERATOR, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
32075,N,St Anthony'S,1010 EAST 68TH STREET,Kansas City,64131-,Jackson,49,816-866-8727,"ST ANTHONY'S, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
32095,N,Clarendale Of St Peters,10 DUBRAY DRIVE,Saint Peters,63376-3558,Saint Charles,110,(636)706-5100,"CLARENDALE ST PETERS OPERATIONS, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
32114,N,Oak Pointe Of Washington,1650 HIGH STREET,Washington,63090-4354,Franklin,65,(636) 390-3290,"WASHINGTON MO OPCO, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
32148,N,Welcome Home Assisted Living Llc,5 ADAMS DRIVE,Dexter,63841-1985,Stoddard,9,(573) 624-3800,"WELCOME HOME ASSISTED LIVING, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
32159,N,Cedarhurst Of Farmington,200 MAPLE VALLEY DRIVE,Farmington,63640-7331,Saint Francois,84,(573) 713-9150,"CEDARHURST OF FARMINGTON OPERATOR, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
32203,N,Kingsland Walk Senior Living,868 KINGSLAND AVENUE,University City,63130-,Saint Louis County,70,(314) 955-6884,"KINGSLAND WALK SENIOR LIVING, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
32321,N,Madison Senior Living The,14001 MADISON AVENUE,Kansas City,64145-1613,Jackson,66,816-627-1726,"SWKC SENIOR COMMUNITY, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
32345,M,"Homestead At Hickory View Retirement Community, The",1481 MARBACH DRIVE,Washington,63090-4636,Franklin,36,(636) 239-1941,"HOMESTEAD OPERATOR, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY,MO
32428,N,Cedarhurst Of Arnold,2069 MISSOURI STATE ROAD,Arnold,63010-4809,Jefferson,84,(636) 333-2715,"CEDARHURST OF ARNOLD OPERATOR, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
32441,N,Turners Rock,3911 EAST HIGHWAY D,Springfield,65809-,Greene,70,(417) 459-4070,"SENIOR LIVING CONSULTING GROUP, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
32469,N,"Springhouse Village East, Llc",3877 EAST FARM ROAD 132,Springfield,65802-,Greene,100,(417) 877-1717,"SPRINGHOUSE VILLAGE EAST, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
32473,N,"Family Partners Manchester, Llc",351 FOREST SUMMIT COURT,Manchester,63021-5509,Saint Louis County,12,(314) 686-4468,"FPB HOME I, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
32492,M,"Vsl Springfield Assisted Living, Llc",1401 WEST ELFINDALE STREET,Springfield,65807-,Greene,50,(417) 831-3828,"VSL SPRINGFIELD ASSISTED LIVING, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY,MO
32538,N,Field Pointe Assisted Living By Americare,5002 GENE FIELD ROAD,Saint Joseph,64506-2056,Buchanan,65,(816) 688-4001,"AMERICARE AT FIELD POINTE, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
99932,N,Crystal Oaks,1500 CALVARY CHURCH RD,Festus,63028-4125,Jefferson,60,(636) 933-1818,CRYSTAL OAKS LONG TERM CARE,NOT FOR PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
