Facility ID,Level of Care Code,Level of Care,Facility Name,Address,City,Zip Code,County,Capacity,Phone Number,Licensee,Ownership Type
7733,D,RCF,STURGEON RESIDENTIAL CARE,315 E  STONE ST,STURGEON,65284-8907,BOONE,20,(573) 687-3012,STURGEON REST RESIDENTIAL CARE LLC,LIMITED LIABILITY COMPANY
7744,A,SNF,LIFE CARE CENTER OF SULLIVAN,875 DUNSFORD DR,SULLIVAN,63080-1238,FRANKLIN,120,(573) 468-3128,"SULLIVAN OPERATIONS, LLC",LIMITED LIABILITY COMPANY
7798,A,SNF,SUNSET HOME,1201 SOUTH POLK,MAYSVILLE,64469-4028,DEKALB,60,(816) 449-2158,"N & R OF MAYSVILLE, LLC",LIMITED LIABILITY COMPANY
7824,C,RCF*,CARRIAGE RESIDENTIAL CARE CENTER LLC,508 NORTH WASHINGTON ST,FARMINGTON,63640-1756,SAINT FRANCOIS,20,(573) 756-8140,"CARRIAGE RESIDENTIAL CARE CENTER, LLC",LIMITED LIABILITY COMPANY
7831,A,SNF,SUNSET HEALTH CARE CENTER,400 WEST PARK AVE,UNION,63084-1140,FRANKLIN,120,(636) 583-2252,"SUNSET HEALTHCARE, LLC",LIMITED LIABILITY COMPANY
7904,A,SNF,SWOPE RIDGE GERIATRIC CENTER,5900 SWOPE PARKWAY,KANSAS CITY,64130-4241,JACKSON,240,(816) 333-2700,CARE CENTER OF KANSAS CITY,NOT FOR PROFIT CORPORATION
7929,A,SNF,HICKORY MANOR,209 HICKORY ST,LICKING,65542-9847,TEXAS,60,(573) 674-2111,LICKING NO 1 LLC,LIMITED LIABILITY COMPANY
7966,D,RCF,THOMAS RESIDENTIAL CARE CENTER II,119 VIRGINIA ST,SAINT JOSEPH,64504-1543,BUCHANAN,16,(816) 238-5266,"TAS CARE, INC",PROFIT CORPORATION
7970,A,SNF,AUTUMN OAKS CARING CENTER,1310 HOVIS ST,MOUNTAIN GROVE,65711-1219,WRIGHT,120,(417) 926-5128,"MOUNTAIN GROVE #2, INC",PROFIT CORPORATION
7998,A,SNF,TIFFANY HEIGHTS,1531 NEBRASKA ST,MOUND CITY,64470-1610,HOLT,60,(660) 442-3146,"TIFFANY CARE CENTERS, INC",PROFIT CORPORATION
8000,A,SNF,DIVERSICARE OF ST JOSEPH,3002 N 18TH ST,SAINT JOSEPH,64505-1872,BUCHANAN,180,(816) 364-4200,"DIVERSICARE OF ST JOSEPH, LLC",LIMITED LIABILITY COMPANY
8027,A,SNF,BRENT B TINNIN MANOR,220 EUEL POLK DR,ELLINGTON,63638-7967,REYNOLDS,60,(573) 663-2545,"ELLINGTON #1, INC",PROFIT CORPORATION
8036,A,SNF,TIPTON OAK MANOR,601 WEST MORGAN ST,TIPTON,65081-8214,MONITEAU,66,(660) 433-5574,"N & R OF TIPTON, LLC",LIMITED LIABILITY COMPANY
8058,A,SNF,NORTHVIEW VILLAGE,2415 NORTH KINGSHIGHWAY,SAINT LOUIS,63113-1109,SAINT LOUIS CITY,320,(314) 361-1300,"NORTHVIEW VILLAGE, INC",PROFIT CORPORATION
8077,C,RCF*,"TOWNE HOUSE, THE",221 EAST WHITLEY,MEXICO,65265-2815,AUDRAIN,29,(573) 581-2547,"BRAUN ENTERPRISES, INC",PROFIT CORPORATION
8096,C,RCF*,TRI-COUNTY CARE CENTER,601 NORTH GALLOWAY RD,VANDALIA,63382-1252,AUDRAIN,20,(573) 594-6467,TRI-COUNTY NURSING HOME DISTRICT,NURSING HOME DISTRICT
8096,A,SNF,TRI-COUNTY CARE CENTER,601 NORTH GALLOWAY RD,VANDALIA,63382-1252,AUDRAIN,90,(573) 594-6467,TRI-COUNTY NURSING HOME DISTRICT,NURSING HOME DISTRICT
8100,A,SNF,"RICHLAND CARE CENTER, INC",400 TRI-COUNTY LN,RICHLAND,65556-,PULASKI,86,(573) 765-3243,"RICHLAND CARE CENTER, INC",NOT FOR PROFIT CORPORATION
8129,C,RCF*,TROY HOUSE RESCARE,350 CAP AU GRIS,TROY,63379-1761,LINCOLN,23,(636) 462-4915,"TROY HOUSE RES. CARE, INC",PROFIT CORPORATION
8140,A,SNF,"TRUMAN LAKE MANOR, INC",600 EAST 7TH ST,LOWRY CITY,64763-9671,SAINT CLAIR,120,(417) 644-2248,"TRUMAN LAKE MANOR, INC",PROFIT CORPORATION
8188,A,SNF,MARK TWAIN MANOR,11988 MARK TWAIN LN,BRIDGETON,63044-2825,SAINT LOUIS COUNTY,120,(314) 291-8240,"COMMUNITY CARE CENTER OF MARK TWAIN, INC",PROFIT CORPORATION
8209,C,RCF*,"TWIN OAKS ESTATE, INC",707 EMGE RD,O'FALLON,63366-2118,SAINT CHARLES,149,(636) 240-6152,"TWIN OAKS ESTATE, INC",PROFIT CORPORATION
8218,A,SNF,TWIN PINES ADULT CARE CENTER,1900 S JAMISON,KIRKSVILLE,63501-5302,ADAIR,132,(660) 665-2887,ADAIR COUNTY NURSING HOME DISTRICT,NURSING HOME DISTRICT
8220,D,RCF,COATES STREET COMFORT HOUSE,612 WEST COATES ST,MOBERLY,65270-1319,RANDOLPH,20,(660) 263-6759,"COATES STREET COMFORT HOUSE, LLC",LIMITED LIABILITY COMPANY
8242,D,RCF,URBANA REST HOME,310 WALNUT ST,URBANA,65767-9208,DALLAS,20,(417) 993-4638,"BAILEY, TIMOTHY",SOLE PROPRIETOR
8272,A,SNF,"NHC HEALTHCARE, MARYLAND HEIGHTS",2920 FEE FEE RD,MARYLAND HEIGHTS,63043-1915,SAINT LOUIS COUNTY,220,(314) 291-0121,"NHC HEALTHCARE / MARYLAND HEIGHTS, LLC",LIMITED LIABILITY COMPANY
8282,A,SNF,VILLA MARIE - A STONEBRIDGE COMMUNITY,1030 EDMONDS ST,JEFFERSON CITY,65109-5213,COLE,120,(573) 635-3381,"ELDERCARE OF MID-MISSOURI VII, INC",PROFIT CORPORATION
8300,A,SNF,CHRISTIAN EXTENDED CARE & REHABILITATION,11160 VILLAGE NORTH DR,SAINT LOUIS,63136-6159,SAINT LOUIS COUNTY,60,(314) 355-8010,"VILLAGE NORTH, INC",NOT FOR PROFIT CORPORATION
8315,A,SNF,CYPRESS POINT - SKILLED NURSING BY AMERICARE,801 BAILIFF DR,DEXTER,63841-9500,STODDARD,79,(573) 624-8908,"AMERICARE AT CYPRESS POINT NURSING CENTER, LLC",LIMITED LIABILITY COMPANY
8334,A,SNF,HOLDEN MANOR CARE CENTER,2005 SOUTH LEXINGTON,HOLDEN,64040-1610,JOHNSON,52,(816) 732-4138,"HOLDEN MANOR, INC",PROFIT CORPORATION
8354,M,ALF,WALNUT STREET ASSISTED LIVING,404 WALNUT ST,DONIPHAN,63935-1420,RIPLEY,35,(573) 996-4316,"RIPLEY COUNTY COLONIAL HOME, INC",PROFIT CORPORATION
8379,D,RCF,PINE VALLEY RCF,3381    1st STREET,DOE RUN,63637-3155,SAINT FRANCOIS,12,(573) 760-8601,"HARD KNOCKS, LLC",LIMITED LIABILITY COMPANY
8383,A,SNF,WARRENSBURG MANOR CARE CENTER,400 CARE CENTER DR,WARRENSBURG,64093-3100,JOHNSON,88,(660) 747-2216,"WARRENSBURG MANOR, INC",PROFIT CORPORATION
8405,C,RCF*,WEBCO EAST,1687 W  WASHINGTON ST,MARSHFIELD,65706-2325,WEBSTER,24,(417) 859-5144,WEBSTER COUNTY NURSING HOME DISTRICT,NURSING HOME DISTRICT
8405,A,SNF,WEBCO MANOR,1687 W WASHINGTON ST,MARSHFIELD,65706-2325,WEBSTER,120,(417) 859-5144,WEBSTER COUNTY NURSING HOME DISTRICT,NURSING HOME DISTRICT
8434,A,SNF,"NHC HEALTHCARE, WEST PLAINS",211 DAVIS DR,WEST PLAINS,65775-2242,HOWELL,120,(417) 256-0798,"NHC HEALTHCARE / WEST PLAINS, LLC",LIMITED LIABILITY COMPANY
8474,A,SNF,"WESTCHESTER HOUSE, THE",550 WHITE RD,CHESTERFIELD,63017-2316,SAINT LOUIS COUNTY,159,(314) 469-1200,"CONSOLIDATED RESOURCES HEALTH CARE FUND I, LP",LIMITED PARTNERSHIP
8512,A,SNF,WESTWOOD HILLS HEALTH & REHABILITATION CENTER,3100 WARRIOR LN,POPLAR BLUFF,63901-8686,BUTLER,132,(573) 785-0851,"HELIA HEALTHCARE OF POPLAR BLUFF, LLC",LIMITED LIABILITY COMPANY
8521,A,SNF,WESTWOOD LIVING CENTER,1801 NORTH GAINES DR,CLINTON,64735-1127,HENRY,120,(660) 885-8196,"N & R OF CLINTON, LLC",LIMITED LIABILITY COMPANY
8573,D,RCF,JONES' WILDWOOD CARE CENTER,12806 HWY 151,MADISON,65263-3114,MONROE,32,(660) 291-8636,"JONES WILDWOOD CARE CENTER, INC",PROFIT CORPORATION
8591,N,ALF**,ORILLA'S WAY,1209 SOUTH HIGH ST,GRANT CITY,64456-0056,WORTH,37,(660) 564-2204,"GOFF MANAGEMENT, LLC",LIMITED LIABILITY COMPANY
8609,D,RCF,BARNABAS REDWOOD MANOR,1194 LANDON RD,BOURBON,65441-8218,CRAWFORD,47,(573) 468-8150,"BARNABAS OPERATIONS #2, INC",PROFIT CORPORATION
8614,M,ALF,WILLOW WEST APARTMENTS,2644 STATE ROUTE 76,WILLOW SPRINGS,65793-8254,HOWELL,36,(417) 469-3152,"WILLOW HEALTH CARE, INC",NOT FOR PROFIT CORPORATION
8614,A,SNF,WILLOW CARE NURSING HOME,2646 STATE ROUTE 76,WILLOW SPRINGS,65793-8254,HOWELL,105,(417) 469-3152,"WILLOW HEALTH CARE, INC",NOT FOR PROFIT CORPORATION
8627,A,SNF,BUTLER CENTER FOR REHABILITATION AND HEALTHCARE,416 SOUTH HIGH ST,BUTLER,64730-1827,BATES,98,(660) 679-6158,BREEZY OPERATIONS LLC,LIMITED LIABILITY COMPANY
8653,D,RCF,SUNSHINE HOME CARE - ST CHARLES,618 HEMSATH RD,SAINT CHARLES,63303-5919,SAINT CHARLES,27,(636) 947-7799,"SUNSHINE HOME CARE, LLC",LIMITED LIABILITY COMPANY
8668,D,RCF,WINDEMERE RESIDENTIAL CARE,3100 NORTH WEST VIVION RD,RIVERSIDE,64150-9436,PLATTE,65,(816) 741-0753,"JAMES L WEBB ENTERPRISES, INC",PROFIT CORPORATION
8673,A,SNF,MAYWOOD TERRACE LIVING CENTER,10300 EAST TRUMAN RD,INDEPENDENCE,64052-2258,JACKSON,89,(816) 836-1250,"INDEPENDENCE #1, INC",PROFIT CORPORATION
8688,A,SNF,CAMDENTON WINDSOR ESTATES,2042 N BUSINESS ROUTE 5,CAMDENTON,65020-2611,CAMDEN,82,(573) 346-5654,"N & R OF CAMDENTON, INC",PROFIT CORPORATION
8707,C,RCF*,"MARY'S RANCH, INC","ROUTE 2, BOX 2790",MARBLE HILL,63764-9510,BOLLINGER,32,(573) 238-4253,"MARY'S RANCH, INC",PROFIT CORPORATION
8729,D,RCF,WINFIELD RESIDENTIAL CARE,220 WEST WALNUT ST,WINFIELD,63389-1122,LINCOLN,20,(636) 668-8110,"INTEGRATED HEALTH AND WELLNESS, LLC",LIMITED LIABILITY COMPANY
8779,A,SNF,WORTH COUNTY CONVALESCENT CENTER,503 E 4TH ST,GRANT CITY,64456-8363,WORTH,50,(660) 564-3304,WORTH COUNTY NURSING HOME DISTRICT,NURSING HOME DISTRICT
8791,M,ALF,GASLIGHT MANOR,25466 NORTH HWY 5,LEBANON,65536-,LACLEDE,80,(417) 991-2803,"OLIVE MOUNTAIN RESIDENTIAL CARE, LLC",LIMITED LIABILITY COMPANY
8823,A,SNF,APPLE RIDGE CARE CENTER,100 WEST THOMAS AVE,WAVERLY,64096-9143,LAFAYETTE,60,(660) 493-2232,"WAVERLY #1, INC",PROFIT CORPORATION
8862,A,SNF,ROLLA HEALTH & REHABILITATION SUITES,1200 MCCUTCHEN RD,ROLLA,65401-2615,PHELPS,116,(573) 364-2311,"SRZ OP ROLLA, LLC",LIMITED LIABILITY COMPANY
8923,D,RCF,CEDAR VALLEY BOARDING HOME,286 HIGHWAY VV,BROSELEY,63932-9174,BUTLER,10,(573) 686-4877,"731 INVESTMENTS, LLC",LIMITED LIABILITY COMPANY
8945,C,RCF*,"VILLAGE, THE",320 EAST LITTLE BRICK RD,CAMERON,64429-1231,DEKALB,49,(816) 632-7611,"CAMERON HEALTHCARE, INC",PROFIT CORPORATION
9270,N,ALF**,HILLSIDE LIVING CENTER,10109 RESTORATION CIRCLE,MINERAL POINT,63660-8538,WASHINGTON,60,(573) 562-0303,"HILLSIDE LIVING CENTER, LLC",LIMITED LIABILITY COMPANY
9477,C,RCF*,WHISPERING PINES SENIOR LIVING LLC,4904 EAST WELLRIDGE LN,JOPLIN,64801-8793,JASPER,20,(417) 781-0099,WHISPERING PINES SENIOR LIVING LLC,LIMITED LIABILITY COMPANY
9512,A,SNF,BROOKHAVEN NURSING & REHAB,3405 WEST MT VERNON,SPRINGFIELD,65802-5241,GREENE,90,(417) 874-9600,"N & R OF BROOKHAVEN, LLC",LIMITED LIABILITY COMPANY
9528,A,SNF,BEAUVAIS MANOR HEALTHCARE & REHAB CENTER,3625 MAGNOLIA AVE,SAINT LOUIS,63110-4048,SAINT LOUIS CITY,184,(314) 771-2990,"BEAUVAIS MANOR HEALTHCARE & REHAB CENTER, LLC",LIMITED LIABILITY COMPANY
9605,A,SNF,"SCENIC NURSING AND REHABILITATION CENTER, LLC",1333 SCENIC DR,HERCULANEUM,63048-1550,JEFFERSON,189,(636) 931-2995,"SCENIC NURSING AND REHABILITATION CENTER, LLC",LIMITED LIABILITY COMPANY
9756,C,RCF*,"LODGES, THE",2401 W GRAND ST,SPRINGFIELD,65802-4967,GREENE,99,(417) 864-4545,"SPRINGFIELD HEALTHCARE MANAGEMENT, LLC",LIMITED LIABILITY COMPANY
9756,A,SNF,SPRINGFIELD SKILLED CARE CENTER,2401 W GRAND ST,SPRINGFIELD,65802-4967,GREENE,120,(417) 864-4545,"SPRINGFIELD HEALTHCARE MANAGEMENT, LLC",LIMITED LIABILITY COMPANY
9961,A,SNF,MAPLE LAWN NURSING HOME,1410 WEST LINE ST,PALMYRA,63461-1831,MARION,110,(573) 769-2213,MARION COUNTY NURSING HOME DISTRICT,NURSING HOME DISTRICT
10128,N,ALF**,RIDGEVIEW ASSISTED LIVING CENTER,13134 STATE HIGHWAY 25,DEXTER,63841-9740,STODDARD,26,(573) 624-4433,"STODDARD NO 1, INC",PROFIT CORPORATION
10146,B,ICF,"STUART HOUSE, LLC THE",117 S HICKMAN,CENTRALIA,65240-1316,BOONE,27,(573) 682-3204,"STUART HOUSE, LLC THE",LIMITED LIABILITY COMPANY
10240,A,SNF,HERMITAGE NURSING & REHAB,18599 FIRST STREET,HERMITAGE,65668-9129,HICKORY,120,(417) 745-2111,"N & R OF HERMITAGE, LLC",LIMITED LIABILITY COMPANY
10300,M,ALF,OAK TREE VILLAS - A STONEBRIDGE COMMUNITY,3108 WEST TRUMAN BLVD,JEFFERSON CITY,65109-4918,COLE,80,(573) 893-3063,"ELDERCARE OF MID-MISSOURI VIII, INC",PROFIT CORPORATION
10300,A,SNF,OAK TREE VILLAS - A STONEBRIDGE COMMUNITY,3108 WEST TRUMAN BLVD,JEFFERSON CITY,65109-4918,COLE,42,(573) 893-3063,"ELDERCARE OF MID-MISSOURI VIII, INC",PROFIT CORPORATION
10346,M,ALF,RIVERSIDE PLACE,1616 WEISENBORN RD,SAINT JOSEPH,64507-2527,BUCHANAN,100,(816) 232-9874,"DIVERSICARE OF RIVERSIDE, LLC",LIMITED LIABILITY COMPANY
10346,A,SNF,RIVERSIDE PLACE,1616 WEISENBORN RD,SAINT JOSEPH,64507-2527,BUCHANAN,90,(816) 232-9874,"DIVERSICARE OF RIVERSIDE, LLC",LIMITED LIABILITY COMPANY
10437,A,SNF,CALIFORNIA CARE CENTER,"1106 SOUTH OAK, ROUTE 3",CALIFORNIA,65018-1462,MONITEAU,60,(573) 796-3127,"N & R OF CALIFORNIA, INC",PROFIT CORPORATION
10444,C,RCF*,HUDSON HOUSE,1700-B SOUTH HUDSON AVE,AURORA,65605-2717,LAWRENCE,41,(417) 678-2169,"COMMUNITY RESIDENCE, INC",PROFIT CORPORATION
10470,C,RCF*,LINDELL MANOR,4336 LINDELL BLVD,SAINT LOUIS,63108-2702,SAINT LOUIS CITY,24,(314) 652-4828,"LINDELL MANOR, INC",PROFIT CORPORATION
10491,A,SNF,MARIES MANOR,174 BALLPARK RD,VIENNA,65582-8043,MARIES,98,(573) 422-3177,"VIENNA NURSING & REHAB, LLC",LIMITED LIABILITY COMPANY
10529,C,RCF*,"SOUTH HAVEN RESIDENTIAL CARE CENTER, LLC",10462 AIRPORT RD,MINERAL POINT,63660-9325,WASHINGTON,20,(573) 438-4150,"SOUTH HAVEN RESIDENTIAL CARE CENTER, LLC",LIMITED LIABILITY COMPANY
10607,A,SNF,NORTHWOOD HILLS CARE CENTER,800 NORTH ARTHUR ST,HUMANSVILLE,65674-8655,POLK,120,(417) 754-2208,"NORTHWOOD HILLS CARE CENTER, LLC",LIMITED LIABILITY COMPANY
10626,A,SNF,HOUSTON HOUSE,1000 NORTH INDUSTRIAL DR,HOUSTON,65483-9400,TEXAS,96,(417) 967-2527,"HOUSTON #1, INC",PROFIT CORPORATION
10631,M,ALF,"MY PLACE RESIDENTIAL CARE, L.C.",23 NORTH SIXTH ST,FESTUS,63028-1301,JEFFERSON,44,(636) 933-1793,"MY PLACE RESIDENTIAL CARE, LC",LIMITED LIABILITY COMPANY
10644,A,SNF,ROARING RIVER HEALTH AND REHABILITATION,812 OLD EXETER RD,CASSVILLE,65625-1704,BARRY,90,(417) 847-2184,MERIDIAN HEALTHCARE LLC,LIMITED LIABILITY COMPANY
10857,C,RCF*,"AUTUMN WOODS, INC",5500 NW HOUSTON LAKE DR,KANSAS CITY,64151-3472,PLATTE,28,(816) 587-2263,"AUTUMN WOODS, INC",PROFIT CORPORATION
10864,A,SNF,STONEBRIDGE MARBLE HILL,702 HIGHWAY 34 WEST,MARBLE HILL,63764-4301,BOLLINGER,98,(573) 238-2614,"ELDERCARE OF MARBLE HILL, LLC",LIMITED LIABILITY COMPANY
10870,A,SNF,ASPIRE SENIOR LIVING FAYETTE,501 SOUTH PARK,FAYETTE,65248-8952,HOWARD,60,(660) 248-3371,"ASPIRE SENIOR LIVING FAYETTE, LLC",LIMITED LIABILITY COMPANY
10889,D,RCF,MS B'S BLESSINGS,4739 COTE BRILLIANTE AVE,SAINT LOUIS,63113-1813,SAINT LOUIS CITY,6,(314) 533-1922,"SYKES, ROSILAND",SOLE PROPRIETOR
10918,M,ALF,BROOK CHERITH ASSISTED LIVING,104 EAST ELM ST,HUNTSVILLE,65259-1111,RANDOLPH,38,(660) 277-4439,"BROOK LLC, THE",LIMITED LIABILITY COMPANY
10934,M,ALF,"PATHWAYS PROGRAM, THE",161 PIEPER RD,O'FALLON,63366-,SAINT CHARLES,18,(636) 978-3132,"COMPASS HEALTH, INC",NOT FOR PROFIT CORPORATION
10962,A,SNF,TIMBERLAKE CARE CENTER,12110 HOLMES RD,KANSAS CITY,64145-1707,JACKSON,122,(816) 941-3006,"CARE CENTER CONSULTANTS, LLC",LIMITED LIABILITY COMPANY
11002,C,RCF*,"UNION MANOR, LLC",2711 NORTH UNION BLVD,SAINT LOUIS,63113-1003,SAINT LOUIS CITY,50,(314) 383-7310,"COOK, ALMA",SOLE PROPRIETOR
11118,D,RCF,"OMEGA HOUSE I, LLC",500 NORTH ST,HANNIBAL,63401-3333,MARION,12,(573) 221-9103,"OMEGA HOUSE I, LLC",LIMITED LIABILITY COMPANY
11123,D,RCF,"DIANA'S BOARDING HOME 1, INC",15431 STATE HIGHWAY M,MARBLE HILL,63764-7487,BOLLINGER,20,(573) 866-2010,DIANA'S BOARDING HOME 1 INC,PROFIT CORPORATION
11134,M,ALF,COUNTRY HAVEN BOARDING HOME - BUILDING I,19235 STATE ROUTE EE,SAINTE GENEVIEVE,63670-8213,SAINTE GENEVIEVE,18,(573) 756-8141,"OSMAN, LLC",LIMITED LIABILITY COMPANY
11146,N,ALF**,"BLUE HILLS REST HOME, INC",2207 NORTH BLUE MILLS RD,INDEPENDENCE,64058-2022,JACKSON,63,(816) 796-3376,"BLUE HILLS REST HOME, INC",PROFIT CORPORATION
11225,D,RCF,MOOREVIEW RESIDENTIAL,130 WEST CULTON,WARRENSBURG,64093-1720,JOHNSON,20,(660) 429-1587,"SMITH CARE RESIDENTIAL, LLC",LIMITED LIABILITY COMPANY
11262,A,SNF,PARKSIDE MANOR,1201 HUNT AVE,COLUMBIA,65202-1367,BOONE,120,(573) 449-1448,"N & R OF COLUMBIA, LLC",LIMITED LIABILITY COMPANY
11483,M,ALF,"COUNTRYSIDE MANOR, LLC",1415 E US HIGHWAY 54,VANDALIA,63382-2908,AUDRAIN,18,(573) 594-6215,"COUNTRYSIDE MANOR, LLC",LIMITED LIABILITY COMPANY
11496,A,SNF,MINER NURSING CENTER,410 H ROAD,SIKESTON,63801-5350,SCOTT,70,(573) 471-7683,"N & R OF MINER, INC",PROFIT CORPORATION
11500,A,SNF,LIFE CARE CENTER OF CARROLLTON,300 LIFE CARE LN,CARROLLTON,64633-1861,CARROLL,120,(660) 542-0155,"UNITED INVESTORS LIMITED PARTNERSHIP D/B/A UNITED MEDICAL INVESTORS, LP",LIMITED PARTNERSHIP
11722,A,SNF,ASPIRE SENIOR LIVING ADVANCE,315 SOUTH TILLEY ST,ADVANCE,63730-7230,STODDARD,70,(573) 722-3440,"ASPIRE SENIOR LIVING ADVANCE, LLC",LIMITED LIABILITY COMPANY
11794,D,RCF,"HERITAGE AVONLEA OF GLADSTONE, LLC",2801 NE 60TH ST,GLADSTONE,64119-2040,CLAY,100,(816) 454-7755,"HERITAGE AVONLEA OF GLADSTONE, LLC",LIMITED LIABILITY COMPANY
11929,A,SNF,LIFE CARE CENTER OF GRANDVIEW,6301 EAST 125TH ST,GRANDVIEW,64030-1884,JACKSON,172,(816) 765-7714,"UNITED INVESTORS LIMITED PARTNERSHIP D/B/A UNITED MEDICAL INVESTORS, LP",LIMITED PARTNERSHIP
12083,A,SNF,ASPIRE SENIOR LIVING EAST PRAIRIE,186 MILLAR RD,EAST PRAIRIE,63845-1180,MISSISSIPPI,70,(573) 649-3551,"ASPIRE SENIOR LIVING EAST PRAIRIE, LLC",LIMITED LIABILITY COMPANY
12141,A,SNF,LIFE CARE CENTER OF BRIDGETON,12145 BRIDGETON SQUARE DR,BRIDGETON,63044-2616,SAINT LOUIS COUNTY,91,(314) 298-7444,"BRIDGETON OPERATIONS, LLC",LIMITED LIABILITY COMPANY
12185,A,SNF,IGNITE MEDICAL RESORT CARONDELET LLC,621 CARONDELET DR,KANSAS CITY,64114-4670,JACKSON,162,(816) 941-1300,IGNITE MEDICAL RESORT CARONDELET LLC,LIMITED LIABILITY COMPANY
12286,A,SNF,WEBB CITY HEALTH AND REHABILITATION CENTER,2077 STADIUM DR,WEBB CITY,64870-9743,JASPER,120,(417) 673-1933,"NORTHPORT HEALTH SERVICES OF MISSOURI, LLC",LIMITED LIABILITY COMPANY
12458,A,SNF,GOLDEN YEARS CENTER FOR REHAB AND HEALTHCARE,2001 JEFFERSON PARKWAY,HARRISONVILLE,64701-3714,CASS,132,(816) 380-4731,"GOLDEN YEARS OPCO, LLC",LIMITED LIABILITY COMPANY
12465,A,SNF,MALDEN NURSING & REHAB,1209 STOKELAN,MALDEN,63863-1335,DUNKLIN,70,(573) 276-5115,"N & R OF MALDEN, LLC",LIMITED LIABILITY COMPANY
12472,A,SNF,CARTHAGE HEALTH AND REHABILITATION CENTER,1901 BUENA VISTA AVE,CARTHAGE,64836-3178,JASPER,120,(417) 358-1397,"NORTHPORT HEALTH SERVICES OF MISSOURI, LLC",LIMITED LIABILITY COMPANY
12484,A,SNF,LEE'S SUMMIT POINTE HEALTH & REHABILITATION,1501 SW 3RD ST,LEE'S SUMMIT,64081-2424,JACKSON,60,(816) 525-6300,"SRZ OP LEE'S SUMMIT, LLC",LIMITED LIABILITY COMPANY
12510,N,ALF**,HERITAGE VILLAGE OF GLADSTONE,3000 NORTH EAST 64TH ST,GLADSTONE,64119-1569,CLAY,60,(816) 454-5130,HERITAGE HEALTH MANAGEMENT 1 LLC,LIMITED LIABILITY COMPANY
12523,A,SNF,ASPIRE SENIOR LIVING MOBERLY,700 EAST URBANDALE DR,MOBERLY,65270-1966,RANDOLPH,120,(660) 263-9060,"ASPIRE SENIOR LIVING MOBERLY, LLC",LIMITED LIABILITY COMPANY
12549,A,SNF,WOODLAND MANOR NURSING CENTER,100 WOODLAND COURT,ARNOLD,63010-2030,JEFFERSON,178,(636) 296-1400,"WOODLAND MANOR OF ARNOLD, LLC",LIMITED LIABILITY COMPANY
12549,N,ALF**,MEADOWVIEW MEMORY CARE,555 WOODLAND VILLAS LANE,ARNOLD,63010-2011,JEFFERSON,24,(636) 296-1400,"WOODLAND MANOR OF ARNOLD, LLC",LIMITED LIABILITY COMPANY
12583,A,SNF,JOPLIN HEALTH AND REHABILITATION CENTER,2218 WEST 32ND ST,JOPLIN,64804-3514,NEWTON,120,(417) 623-5264,"NORTHPORT HEALTH SERVICES OF MISSOURI, LLC",LIMITED LIABILITY COMPANY
12621,D,RCF,EL DORADO SPRINGS RESIDENTIAL CARE,805 NORTH JACKSON ST,EL DORADO SPRINGS,64744-2912,CEDAR,60,(417) 876-4278,"EL DORADO SPRINGS RESIDENTIAL CARE, LLC",LIMITED LIABILITY COMPANY
12638,A,SNF,PACIFIC CARE CENTER,105 SOUTH SIXTH ST,PACIFIC,63069-1328,FRANKLIN,120,(636) 271-4222,"PACIFIC MANOR, LLC",LIMITED LIABILITY COMPANY
12638,N,ALF**,PACIFIC CARE CENTER,105 SOUTH SIXTH ST,PACIFIC,63069-1328,FRANKLIN,16,(636) 271-4222,"PACIFIC MANOR, LLC",LIMITED LIABILITY COMPANY
12647,A,SNF,BIG RIVER NURSING & REHAB,6400 THE CEDARS COURT,CEDAR HILL,63016-2220,JEFFERSON,150,(636) 274-1777,SIRO OP BIG RIVER LLC,LIMITED LIABILITY COMPANY
12655,A,SNF,HILLVIEW NURSING & REHAB,220 O'ROURKE,PLATTE CITY,64079-9360,PLATTE,120,(816) 858-5222,"N & R OF PLATTE CITY, INC",PROFIT CORPORATION
12667,A,SNF,CROWLEY RIDGE CARE CENTER,1204 NORTH OUTER RD,DEXTER,63841-8684,STODDARD,90,(573) 624-5557,"N & R OF DEXTER, INC",PROFIT CORPORATION
12688,A,SNF,NEW MARK CARE CENTER,11221 NORTH NASHUA DR,KANSAS CITY,64155-1159,CLAY,199,(816) 734-4433,NM OF NASHUA LLC,LIMITED LIABILITY COMPANY
12693,N,ALF**,"ARBORS AT WESTRIDGE PLACE - MEMORY CARE BY AMERICARE, THE",539 NORTH WEST ST,SIKESTON,63801-5443,SCOTT,28,(573) 471-6484,"LA BONNE MAISON RESIDENTIAL, LLC",LIMITED LIABILITY COMPANY
12716,A,SNF,POINT LOOKOUT NURSING & REHAB,11103 HISTORIC HIGHWAY 165,HOLLISTER,65672-6239,TANEY,130,(417) 334-4105,"N & R OF HOLLISTER, LLC",LIMITED LIABILITY COMPANY
12724,C,RCF*,JEANNE JUGAN CENTER,8745 JAMES A REED ROAD,KANSAS CITY,64138-4414,JACKSON,24,(816) 761-4744,LITTLE SISTERS OF THE POOR (B00003156),NOT FOR PROFIT CORPORATION
12724,A,SNF,JEANNE JUGAN CENTER,8745 JAMES A REED ROAD,KANSAS CITY,64138-4414,JACKSON,26,(816) 761-4744,LITTLE SISTERS OF THE POOR (B00003156),NOT FOR PROFIT CORPORATION
