State Facility Type 1 Literal,Facility ID,Facility Name,Licensee,Email Address,Phone Number,Address,City,State,Zip Code,County,Capacity,Date Accessed
RESIDENTIAL CARE ELDERLY,157208917,Bari Residential Care Inc,BARI RESIDENTIAL CARE INC,moercfe@gmail.com,(661) 699-4516,9418 WHITMAN AVE,Bakersfield,CA,93311,Kern,6,7/13/21
RESIDENTIAL CARE ELDERLY,374603322,Baron'S Presidio Decatur Cottage,"BARON'S PRESIDIO SERVICES, INC",tatianabrodsuy@yahoo.com,(619) 465-2518,6396 LAKE DECATUR AVENUE,San Diego,CA,92119,San Diego,6,7/13/21
RESIDENTIAL CARE ELDERLY,374603323,Baron'S Presidio University City,"BARON'S PRESIDIO SERVICES, INC",izik333@hotmail.com,(858) 558-4772,6860 CONDON DRIVE,San Diego,CA,92122,San Diego,6,7/13/21
RESIDENTIAL CARE ELDERLY,374600295,"Baron'S Residential Care, Lodi Gardens","BARON'S RESIDENTIAL CARE, INC.",baronsrescare@gmail.com,(858) 272-2120,5289 LODI STREET,San Diego,CA,92117,San Diego,6,7/13/21
RESIDENTIAL CARE ELDERLY,306003460,Basia Residential Care,BASIA RESIDENTIAL CARE LLC,bbmanczyk@cox.net,(949) 768-0452,23931 GOWDY AVENUE,Lake Forest,CA,92630,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,197609920,Bassett Assisted Living,BASSETT ASSISTED LIVING,bassettassistedliving@gmail.com,(818) 442-5702,16011 BASSETT ST,Van Nuys,CA,91406,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,197609923,Bassett Residential Care,BASSETT RESIDENTIAL CARE,bassettresidentialcare@gmail.com,(818) 442-5702,16017 BASSETT ST,Van Nuys,CA,91406,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,415601019,Bay Breeze Serenity,SERENITY ABODE LLC,info@baybreezeserenity.com,(650) 397-1656,2338 UNIVERSITY AVENUE,East Palo Alto,CA,94303,San Mateo,6,7/13/21
RESIDENTIAL CARE ELDERLY,79200734,Bay Care Assisted Living Llc,BAY CARE ASSISTED LIVING LLC,baycareassistedlivingllc@gmail.com,(510) 964-1669,2352 SHANNON AVE,San Pablo,CA,94806,Contra Costa,6,7/13/21
RESIDENTIAL CARE ELDERLY,19200717,Bay Harbour Care Home,DANIELA TERESA JOHNSON,daniela@bayharbourcarehome.net,(510) 523-0113,510 CENTRAL AVE,Alameda,CA,94501,Alameda,12,7/13/21
RESIDENTIAL CARE ELDERLY,415601107,Bay Leaf Elderly Care Home Llc,"AVENA, MAYEANNE GUINOMMA",amayeanne1@gmail.com,(650) 542-1692,1168 LYONS STREET,Redwood City,CA,94061,San Mateo,6,7/13/21
RESIDENTIAL CARE ELDERLY,405801057,Bay Osos Rcfe I,"ROVERPAC, INC.",roverpac@aol.com,(805) 528-4416,1663 13TH STREET,Los Osos,CA,93402,San Luis Obispo,6,7/13/21
RESIDENTIAL CARE ELDERLY,405801058,Bay Osos Rcfe Ii,"ROVERPAC, INC.",roverpac@aol.com,(805) 528-2933,1675 13TH STREET,Los Osos,CA,93402,San Luis Obispo,6,7/13/21
RESIDENTIAL CARE ELDERLY,306005208,Bay Vista Villa,"BAY VISTA VILLA, INC.",ms.tarahle@gmail.com,(714) 200-8454,17971 BAY STREET,Fountain Valley,CA,92708,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,79200629,Bayberry Home,"PFI RESIDENTIAL SERVICES, INC",bayberrywc@gmail.com,(925) 279-1132,3526 BAYBERRY DRIVE,Walnut Creek,CA,94598,Contra Costa,4,7/13/21
RESIDENTIAL CARE ELDERLY,374603660,Bayview Senior Assisted Living,"KTRE1, LLC",jeffrey@bayviewpointloma.com,(619) 225-5616,3219 CANON STREET,San Diego,CA,92106,San Diego,17,7/13/21
RESIDENTIAL CARE ELDERLY,415600222,Bayview Villa,LONCAR ENTERPRISES INC.,vloncar@bayviewvillaliving.com,(650) 596-3489,777 BAYVIEW DRIVE,San Carlos,CA,94070,San Mateo,47,7/13/21
RESIDENTIAL CARE ELDERLY,11440776,Baywood Court,BAYWOOD COURT,dgupta@baywoodcourt.org,(510) 733-2422,21966 DOLORES STREET,Castro Valley,CA,94546,Alameda,72,7/13/21
RESIDENTIAL CARE ELDERLY,405800693,Baywood Manor Rcfe,W.G. PACAOAN CORP.,gpacaoan@yahoo.com,(805) 528-1455,1489 11TH ST.,Los Osos,CA,93402,San Luis Obispo,6,7/13/21
RESIDENTIAL CARE ELDERLY,405801055,Baywood Manor Rcfe Ii,W.G. PACAOAN CORP.,gpacaoan@yahoo.com,(805) 528-5305,1090 PASO ROBLES AVENUE,Los Osos,CA,93402,San Luis Obispo,6,7/13/21
RESIDENTIAL CARE ELDERLY,392700695,Bb'S Carehome 2,"BB'S HOME CARE SERVICES, LLC",cbrelin@cleoshome.net,(408) 512-4890,2372 BLUE TEES DR,Stockton,CA,95206,San Joaquin,6,7/13/21
RESIDENTIAL CARE ELDERLY,392700727,Bb'S Home,"BB'S HOME CARE PROPERTIES, LLC",cleobrelin@gmail.com,(209) 475-8443,3519 NOVARA WAY,Stockton,CA,95212,San Joaquin,6,7/13/21
RESIDENTIAL CARE ELDERLY,197608382,Be Well Senior Living Ii Inc.,"BE WELL SENIOR LIVING II, INC.",elinabug@yahoo.com,(818) 646-3412,5104 VARNA AVENUE,Sherman Oaks,CA,91423,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,197608381,Be Well Senior Living Ii Inc.,"BE WELL SENIOR LIVING II, INC.",kira1@sbcglobal.net,(818) 578-5839,5711 BECKFORD AVENUE,Tarzana,CA,91356,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,197607890,Be Well Senior Living Inc.,"BE WELL SENIOR LIVING, INC.",kira1@sbcglobal.net,(818) 205-9313,14739 MORRISON STREET,Sherman Oaks,CA,91403,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,331880696,Bea Living Home Care Llc,"BEA LIVING HOME CARE, LLC",pdhbe17@gmail.com,(951) 462-6319,1146 ROSEMARY CIR,Corona,CA,92879,Riverside,6,7/13/21
RESIDENTIAL CARE ELDERLY,306001500,Beach Homes,"DT BEACH, INC.",trishpeach@yahoo.com,(714) 549-9380,2575 COLUMBIA DRIVE,Costa Mesa,CA,92626,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,306002908,Beach Homes Ii,"DT BEACH, INC.",trishpeach@yahoo.com,(714) 549-5877,2572 COLUMBIA DRIVE,Costa Mesa,CA,92626,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,306005495,Beach Homes Iii,AJB INVESTMENT GROUP INC,andy.mahle.beach@gmail.com,(714) 549-1905,2336 COLLEGE DR,Costa Mesa,CA,92626,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,306005895,Beach Homes Iv,AJB INVESTMENT GROUP INC.,andy.mahle.beach@gmail.com,(949) 612-8019,2201 FRANSISCO DR.,Newport Beach,CA,92660,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,306005901,Beach Terrace Memory Care,"SEASONS MANAGEMENT, LLC ; SAL ASSET MANAGEMENT,LLC",admin@seasonsliving.com,(503) 675-3925,12282 BEACH BOULEVARD,Stanton,CA,90680,Orange,120,7/13/21
RESIDENTIAL CARE ELDERLY,306001555,Beachside Guest Home Ii,"BEACHSIDE GUEST HOME, INC.",beachsideguesthome@gmail.com,(714) 969-9930,8011 SAIL CIRCLE,Huntington Beach,CA,92646,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,392700935,Beatitudes Care Home,"RIRARO, LLC",rickynolasco8@yahoo.com,(209) 647-9701,1639 UNITED ST.,Manteca,CA,95337,San Joaquin,6,7/13/21
RESIDENTIAL CARE ELDERLY,435294258,Beck Care Home,"ANGEL SENIOR CARE HOME, LLC",angelscarehome@yahoo.com,(408) 866-7858,1681 BECK DRIVE,San Jose,CA,95130,Santa Clara,6,7/13/21
RESIDENTIAL CARE ELDERLY,197609671,Beckford Assisted Living,BECKFORD ASSISTED LIVING INC,beckfordrcfe@gmail.com,(818) 798-5303,7045 BECKFORD AVE,Reseda,CA,91335,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,435202557,Bed Of Roses Residential Care Home,"WILLIAMS, MARIA CHRISTINA",christina.williams0915@gmail.com,(408) 603-7598,1730 WHITE OAKS ROAD,Campbell,CA,95008,Santa Clara,6,7/13/21
RESIDENTIAL CARE ELDERLY,197607019,Beechnut Boarding,BEECHNUT BOARDING CARE INC.,beechnutboarding@gmail.com,(909) 865-5838,1220 BEECHNUT PLACE,Pomona,CA,91766,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,306005611,"Beechwood Cottage, The",CHRISTINE MARIE LLC,otbo1956@aol.com,(714) 255-7917,1608 BEECHWOOD AVE,Fullerton,CA,92835,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,15601313,Begonia Residential Care Home,"BOLLOSO, JOVITA",begoniarch@comcast.net,(510) 429-7250,34814 BEGONIA STREET,Union City,CA,94587,Alameda,6,7/13/21
RESIDENTIAL CARE ELDERLY,197608630,Beit Shalom,"BEIT SHALOM, INC.",bshalomrcfe@gmail.com,(310) 309-0405,8537 PICKFORD STREET,Los Angeles,CA,90035,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,197609314,Beit Shalom Group Llc,BEIT SHALOM GROUP LLC,miriam@seventwodenim.com,(213) 222-7598,1620 S SHERBOURNE DRIVE,Los Angeles,CA,90035,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,415600729,Bel Amor Iii,"BEL AMOR CORPORATION, THE",oliviadeanda12@gmail.com,(650) 871-7931,169 SAN FELIPE AVENUE,South San Francisco,CA,94080,San Mateo,6,7/13/21
RESIDENTIAL CARE ELDERLY,216803899,Bel Marin Gardens,"LOCKERBIE, LAARNI UY",laarnilockerbie@att.net,(628) 259-2954,119 MONTEGO KEY,Novato,CA,94949,Marin,6,7/13/21
RESIDENTIAL CARE ELDERLY,342700916,Belcrest Home,BELCREST HOME,lovelie_arcega@yahoo.com,(925) 278-9962,4405 BELCREST WAY,Sacramento,CA,95821,Sacramento,6,7/13/21
RESIDENTIAL CARE ELDERLY,342700947,Belhaven Estate,BELHAVEN SENIOR CARE LLC,belhavencarehome@gmail.com,(831) 801-4626,9048 ELM AVE,Orangevale,CA,95662,Sacramento,6,7/13/21
RESIDENTIAL CARE ELDERLY,342700946,Belhaven Estate Ii,BELHAVEN SENIOR CARE LLC,belhavencarehome@gmail.com,(831) 801-4626,9046 ELM AVE,Orangevale,CA,95662,Sacramento,6,7/13/21
RESIDENTIAL CARE ELDERLY,342700398,Belhaven Senior Care Home,"BROOKS, DANIEL & BROOKS, MONICA",belhavencarehome@gmail.com,(916) 612-0169,9048 ELM AVE,Orangevale,CA,95662,Sacramento,6,7/13/21
RESIDENTIAL CARE ELDERLY,331881098,Bell'S Cottage,BELL'S COTTAGE LLC.,,(951) 491-5457,26272 KATHY LANE,Hemet,CA,92543,Riverside,6,7/13/21
RESIDENTIAL CARE ELDERLY,19200840,"Bella Amore, Inc.","BELLA AMORE, INC.",chrissaluta@gmail.com,(408) 421-3461,4904 ADAGIO CT,Fremont,CA,94538,Alameda,6,7/13/21
RESIDENTIAL CARE ELDERLY,107206952,Bella Care Home Llc,BELLA CARE HOME LLC,bellacarehomellc@gmail.com,(559) 259-6228,508 GATEWAY AVE,Clovis,CA,93612,Fresno,6,7/13/21
RESIDENTIAL CARE ELDERLY,107206822,Bella Care Home Llc,BELLA CARE HOME LLC,bellacarehomellc@gmail.com,(559) 472-3575,491 PIERCE DR,Clovis,CA,93612,Fresno,6,7/13/21
RESIDENTIAL CARE ELDERLY,107208989,Bella Care Home Llc-Matus,BELLA CARE HOME LLC,bellacarehomellc@gmail.com,(559) 259-6228,7947 NORTH MATUS AVE,Fresno,CA,93720,Fresno,6,7/13/21
RESIDENTIAL CARE ELDERLY,107208861,Bella Care Home Llc - Houston,BELLA CARE HOME LLC,bellacarehomellc@gmail.com,(559) 259-6228,2660 EAST HOUSTON AVE,Fresno,CA,93720,Fresno,6,7/13/21
RESIDENTIAL CARE ELDERLY,336426776,Bella Casa 2,"BELLA CASA RCFE, INC.",bcasa2002@icloud.com,(760) 772-5089,77-632 BARONS CIR,Palm Desert,CA,92211,Riverside,6,7/13/21
RESIDENTIAL CARE ELDERLY,336406764,Bella Casa 3,"BELLA CASA RCFE, INC.",bcasa2002@dc.rr.com,(760) 772-5089,51-425 CALLE PALOMA,La Quinta,CA,92253,Riverside,6,7/13/21
RESIDENTIAL CARE ELDERLY,331880721,Bella Cortina Residential Care Facility,"KHAN, SANA",ssana35@yahoo.com,(951) 208-4125,28571 YAROW WAY,Moreno Valley,CA,92555,Riverside,6,7/13/21
RESIDENTIAL CARE ELDERLY,361800425,Bella Garden Residential Senior Care,BELLA GARDEN LLC,bellagardenrcfe@gmail.com,(909) 695-8597,22790 VAN BUREN STREET,Grand Terrace,CA,92313,San Bernardino,6,7/13/21
RESIDENTIAL CARE ELDERLY,198601824,Bella Gardens,"BELLA GARDENS WELLNESS HOME, LLC",dee.stone08@gmail.com,(562) 900-5208,2218 CONQUISTA AVENUE,Long Beach,CA,90815,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,547206855,Bella Home,MARIA EVA FELIX,maria_felix07@yahoo.com,(559) 781-1508,403 N. RYAN TERRACE,Porterville,CA,93257,Tulare,6,7/13/21
RESIDENTIAL CARE ELDERLY,361800179,Bella Maison Assisted Living,BELLA MAISON ASSISTED LIVING LLC,bella.maison.llc@gmail.com,(909) 377-5274,1469 N 13TH AVE,Upland,CA,91786,San Bernardino,6,7/13/21
RESIDENTIAL CARE ELDERLY,198602372,Bella Manor,BELLA MANOR LLC,bellamanor@aol.com,(310) 371-8775,20359 DONORA AVE,Torrance,CA,90503,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,198602898,Bella Manor Ii,BELLA MANOR LLC,bellamanor@aol.com,(310) 953-5518,7800 E. TULA STREET,Long Beach,CA,90808,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,306005421,"Bella Mia Chateau, Inc (Bmc #1)","BELLA MIA CHATEAU, INC",zcvera@aol.com,(714) 227-5766,18410 COLVILLE STREET,Fountain Valley,CA,92708,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,342700710,Bella Nova Rcfe,"BELLA NOVA RCFE, LLC",bellanovarcfe@gmail.com,(916) 667-3248,8797 TWINBERRY WAY,Elk Grove,CA,95624,Sacramento,6,7/13/21
RESIDENTIAL CARE ELDERLY,565802001,Bella Nova Villa,"ZJRP, LLC.",ryponurse@yahoo.com,(805) 983-6720,1111 IVYWOOD DRIVE,Oxnard,CA,93030,Ventura,6,7/13/21
RESIDENTIAL CARE ELDERLY,567610053,Bella Nova Villa Ii,ZJRPS INC.,ryponurse@yahoo.com,(805) 242-6682,1720 CORONADO PLACE,Oxnard,CA,93030,Ventura,6,7/13/21
RESIDENTIAL CARE ELDERLY,197604333,"Bella Rosa Place, Llc.","BELLA ROSA PLACE, LLC.",jroberts43@socal.rr.com,(818) 625-0517,23275 SYLVAN ST,Woodland Hills,CA,91367,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,342700920,Bella Villa Elderly Care,BELLA VILLA ELDERLY CARE LLC,peninatui99@gmail.com,(424) 345-0820,37 MOSSGLEN CIR,Sacramento,CA,95826,Sacramento,6,7/13/21
RESIDENTIAL CARE ELDERLY,342700922,Bella Villa Elderly Care Ii,BELLA VILLA ELDERLY CARE LLC,peninatui99@gmail.com,(424) 345-0820,3612 EASTERN AVE,Sacramento,CA,95821,Sacramento,6,7/13/21
RESIDENTIAL CARE ELDERLY,331880645,Bella Villaggio,PDBV LLC; LEISURE CARE LLC,jgermyn@leisurecare.com,(760) 607-5200,40235 PORTOLA AVE,Palm Desert,CA,92260,Riverside,170,7/13/21
RESIDENTIAL CARE ELDERLY,197608297,Bella Vista,ROBSAG INC,ian@robsaginc.com,(626) 794-4103,1760 N FAIR OAKS AVE,Pasadena,CA,91103,Los Angeles,72,7/13/21
RESIDENTIAL CARE ELDERLY,486801891,Bella Vista Residential Care Facility For Elderly,"PENAFLOR, ESTHER",esther_penaflor@hotmail.com,(707) 301-5300,804 BELLA VISTA DRIVE,Suisun City,CA,94585,Solano,6,7/13/21
RESIDENTIAL CARE ELDERLY,496803536,Bella Vista Village,"J AND M RESIDENTIAL CARE, LLC",mercedesvegvary@aol.com,(707) 483-0998,18941 SONOMA HWY,Sonoma,CA,95476,Sonoma,12,7/13/21
RESIDENTIAL CARE ELDERLY,405802266,Bella Vita Assisted Living,TESFAZGY GROUP LLC,abiyz.bellavita@gmail.com,(805) 460-6883,7150 SYCAMORE ROAD,Atascadero,CA,93422,San Luis Obispo,6,7/13/21
RESIDENTIAL CARE ELDERLY,157208815,Bella Vita At Stonington,BELLA VITA SENIOR LIVING LLC,ericlopez@bellavitasl.com,(661) 319-6103,11711 STONINGTON STREET,Bakersfield,CA,93312,Kern,6,7/13/21
RESIDENTIAL CARE ELDERLY,405850007,Bella Vita Senior Living,AMEPLA GROUP,robert@ameplagroup.com,(310) 500-6461,145 ANDRE DRIVE,Arroyo Grande,CA,93420,San Luis Obispo,6,7/13/21
RESIDENTIAL CARE ELDERLY,197609549,Bella Vita Senior Living,AMEPLA GROUP,robert@ameplagroup.com,(310) 500-6461,145 ANDRE DRIVE,Arroyo Grande,CA,93420,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,195850163,"Bellaire Senior Care, Llc","BELLAIRE SENIOR CARE, LLC",belliareseniorcare@yahoo.com,(818) 821-3568,6523 BALLAIRE AVE,North Hollywood,CA,91606,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,15600413,Bellaken Garden,"BELLAKEN HEALTH GROUP,INC",cindy@bellaken.com,(510) 536-1838,2780 26TH AVENUE,Oakland,CA,94601,Alameda,58,7/13/21
RESIDENTIAL CARE ELDERLY,435294196,Belle'S Haven,"VALIN, ROSA BELLA I.",babyimperial1@yahoo.com,(408) 229-2945,274 CLEARPARK CIRCLE,San Jose,CA,95136,Santa Clara,6,7/13/21
RESIDENTIAL CARE ELDERLY,435202571,Bellerose Senior Living,TRIADA CARE COMMUNITES LLC,lori@triadacc.com,(888) 324-6520,100 BELLEROSE,San Jose,CA,95128,Santa Clara,26,7/13/21
RESIDENTIAL CARE ELDERLY,374602769,Bellevue Villa,"ALLIED CARE, LLC",jedcons8@yahoo.com,(760) 518-8508,2080 HEIGHTS COURT,Escondido,CA,92027,San Diego,6,7/13/21
RESIDENTIAL CARE ELDERLY,216803239,Bello Gardens Assisted Living,"46 MARIPOSA, LLC.",neysa@bellogardens.com,(415) 453-3494,46 MARIPOSA AVENUE,San Anselmo,CA,94960,Marin,25,7/13/21
RESIDENTIAL CARE ELDERLY,107206861,Belmar Villa,BELMAR VILLA LLC,belmar.villa@yahoo.com,(559) 486-5977,2020 NORTH WEBER AVENUE,Fresno,CA,93705,Fresno,100,7/13/21
RESIDENTIAL CARE ELDERLY,306003397,Belmont Guests Retreat I,"BELMONT HOME CARE, INC",lizmullins@sbcglobal.net,(714) 970-0247,6541 FAIRLYNN BLVD.,Yorba Linda,CA,92886,Orange,6,7/13/21
RESIDENTIAL CARE ELDERLY,19200721,Belmont Village Albany,BELMONT VILLAGE BERKELEY LLC; BELMONT THREE LLC,mmoros@belmontvillage.com,(510) 525-4554,1100 SAN PABLO AVE,Albany,CA,94706,Alameda,225,7/13/21
RESIDENTIAL CARE ELDERLY,306005563,Belmont Village Aliso Viejo,BMSH I BELMONT AV GP LLC; BELMONT THREE LLC,lcooley@belmontvillage.com,(949) 643-1050,300 FREEDOM LN,Aliso Viejo,CA,92656,Orange,180,7/13/21
RESIDENTIAL CARE ELDERLY,197608468,Belmont Village Burbank,BELMONT VILLAGE BURBANK TENANT; BELMONT THREE LLC,cschroeder@belmontvillage.com,(818) 972-2405,455 E ANGELENO AVE,Burbank,CA,91501,Los Angeles,160,7/13/21
RESIDENTIAL CARE ELDERLY,197609518,Belmont Village Calabasas,BELMONT VILLAGE CALABASAS LLC; BELMONT THREE LLC,nnelson@belmontvillage.com,(818) 222-2600,24141 VENTURA BLVD,Calabasas,CA,91302,Los Angeles,165,7/13/21
RESIDENTIAL CARE ELDERLY,374603231,Belmont Village Cardiff,BELMONT VILLAGE CARDIFF TENANT & LP; BELMONT THREE,amarcellus@belmontvillage.com,(760) 436-8900,3535 MANCHESTER AVE,Cardiff By The Sea,CA,92007,San Diego,175,7/13/21
RESIDENTIAL CARE ELDERLY,197608466,Belmont Village Encino,BELMONT VILLAGE ENCINO TENANT; BELMONT THREE LLC,cdrachenberg@belmontvillage.com,(818) 788-8870,15451 VENTURA BLVD,Sherman Oaks,CA,91403,Los Angeles,150,7/13/21
RESIDENTIAL CARE ELDERLY,197608467,Belmont Village Hollywood,BELMONT VILLAGE HOLLYWOOD TENANT; BELMONT THREE,ayoung@belmontvillage.com,(323) 874-7711,2051 N HIGHLAND AVE,Los Angeles,CA,90068,Los Angeles,150,7/13/21
RESIDENTIAL CARE ELDERLY,198601646,Belmont Village Rancho Palos Verdes,BELMONT VILLAGE RPV LLC; BELMONT THREE LLC,rlamm@belmontvillage.com,(310) 377-9977,5701 CRESTRIDGE RD,Rancho Palos Verdes,CA,90275,Los Angeles,150,7/13/21
RESIDENTIAL CARE ELDERLY,374603279,Belmont Village Sabre Springs,BELMONT VILLAGE SABRE SPR TNNT & LP; BELMONT THREE,ilinton@belmontvillage.com,(858) 486-5020,13075 EVENING CREEK DR S,San Diego,CA,92128,San Diego,184,7/13/21
RESIDENTIAL CARE ELDERLY,435202350,Belmont Village San Jose,BELMONT VILLAGE SAN JOSE TNNT & LP; BELMONT THREE,nbarman@belmontvillage.com,(408) 984-4767,500 S WINCHESTER BLVD,San Jose,CA,95128,Santa Clara,150,7/13/21
RESIDENTIAL CARE ELDERLY,435202351,Belmont Village Sunnyvale,BELMONT VILLAGE SUNNYVALE TNNT & LP; BELMONT THREE,rsingh@belmontvillage.com,(408) 720-8498,1039 E EL CAMINO REAL,Sunnyvale,CA,94087,Santa Clara,150,7/13/21
RESIDENTIAL CARE ELDERLY,565802433,Belmont Village Thousand Oaks,BMSH I BELMONT TO GP LLC; BELMONT THREE LLC,kpayne@belmontvillage.com,(805) 496-9301,3680 N MOORPARK RD,Thousand Oaks,CA,91360,Ventura,158,7/13/21
RESIDENTIAL CARE ELDERLY,197608291,Belmont Village Westwood,BELMONT VILLAGE WESTWOOD TNNT; BELMONT VILLAGE LP,jarp@belmontvillage.com,(310) 475-7501,10475 WILSHIRE BLVD,Los Angeles,CA,90024,Los Angeles,240,7/13/21
RESIDENTIAL CARE ELDERLY,19200505,Beloved Home Retreat,STELLA AND BYRON TRIPP,byronbdz@gmail.com,(510) 656-9654,41223 CHILTERN DRIVE,Fremont,CA,94539,Alameda,6,7/13/21
RESIDENTIAL CARE ELDERLY,75600885,Belrose Care Home,"JUNSAY, ROSA C.",belrosehome@yahoo.com,(925) 932-7795,209 NORMANDY LANE,Walnut Creek,CA,94598,Contra Costa,6,7/13/21
RESIDENTIAL CARE ELDERLY,75601028,Belrose Care Home Ii,BELROSE CORP. DBA BELROSE CARE HOME II,belrosehome@yahoo.com,(925) 932-8822,36 BAI GORRY PLACE,Walnut Creek,CA,94598,Contra Costa,6,7/13/21
RESIDENTIAL CARE ELDERLY,75601320,Belrose Care Home Iii,BELROSE CORPORATION,belrosehome@yahoo.com,(925) 689-8831,226 NORMANDY LANE,Walnut Creek,CA,94598,Contra Costa,6,7/13/21
RESIDENTIAL CARE ELDERLY,197609503,Ben Assisted Living,BEN ASSISTED LIVING,benassistedliving@gmail.com,(818) 212-5050,7757 BEN AVENUE,North Hollywood,CA,91605,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,336410683,Benchmark Care Assisted Living,REGIN S. BAYSA,benchmark.elderly@gmail.com,(951) 679-5327,26201 JANNEY DR,Sun City,CA,92586,Riverside,6,7/13/21
RESIDENTIAL CARE ELDERLY,486801831,"Benicia Angel'S Home 1, Inc.",BENICIA ANGEL'S HOME I INC.,nurse1eb@hotmail.com,(707) 748-0482,458 MILLS DRIVE,Benicia,CA,94510,Solano,6,7/13/21
RESIDENTIAL CARE ELDERLY,486801989,Benicia Angel'S Home 2 Inc.,BENICIA ANGEL'S HOME 2 INC.,nurse1eb@hotmail.com,(707) 748-0482,116 CARLISLE WAY,Benicia,CA,94510,Solano,6,7/13/21
RESIDENTIAL CARE ELDERLY,486801892,Benicia Loving Care Home,"GULAPA, LUCITA VINUYA",blovingcarehome@sbcglobal.net,(707) 748-1688,948 ROSE DRIVE,Benicia,CA,94510,Solano,6,7/13/21
RESIDENTIAL CARE ELDERLY,486803263,Benicia Loving Care Home 2,LUCITA GULAPA,blovingcarehome@sbcglobal.net,(707) 590-3555,234 MILITARY EAST,Benicia,CA,94510,Solano,3,7/13/21
RESIDENTIAL CARE ELDERLY,347000905,Benie Lungan Care Home,"LUNGAN, BENILDA",benielungan@yahoo.com,(916) 394-9469,5420 SHORTWAY DRIVE,Sacramento,CA,95823,Sacramento,6,7/13/21
RESIDENTIAL CARE ELDERLY,198603173,Bentits Retirement Villa,"MARALIT RESIDENTIAL VILLA, INCORPORATED",bentits_villa@yahoo.com,(626) 335-9598,1301 N BIRCHNELL AVE,San Dimas,CA,91773,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,197608988,Bentley Hills By Serenity Care Health,SERENITY CARE HEALTH CORPORATION,mona@serenitycarehealth.com,(213) 478-0472,3121 CASTLE HEIGHTS AVENUE,Los Angeles,CA,90034,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,198601591,Bentley House,BINKO CORP,bioseh@serenitycarehealth.com,(213) 478-0800,3449 ROSEWOOD AVE,Los Angeles,CA,90066,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,197608157,Bentley House I,"BE WELL ADHC, LLC.",babayan.artin@yahoo.com,(818) 679-2322,2572 S. BENTLEY AVENUE,Los Angeles,CA,90064,Los Angeles,6,7/13/21
RESIDENTIAL CARE ELDERLY,198601877,Bentley Manor By Serenity Care Health,BINKO CORP.,mona@serenitycarehealth.com,(213) 478-0800,3425 MCLAUGHLIN AVE.,Los Angeles,CA,90066,Los Angeles,27,7/13/21
RESIDENTIAL CARE ELDERLY,197609123,Bentley Suites By Serenity Care Health,SERENITY CARE HEALTH CORPORATION,bioseh@serenitycarehealth.com,(213) 478-0800,851 4TH STREET,Santa Monica,CA,90403,Los Angeles,44,7/13/21
RESIDENTIAL CARE ELDERLY,547204086,Benton Manor Elderly,"BENTON, FREDA JO",bentski@ocsnet.net,(559) 793-1758,17980 ROAD 232,Porterville,CA,93257,Tulare,6,7/13/21
RESIDENTIAL CARE ELDERLY,286801095,"Berkshire, The","JJRJ ALLIANCE, LLC",napaberkshire2002@gmail.com,(707) 252-9037,2300 BROWN STREET,Napa,CA,94558,Napa,72,7/13/21
RESIDENTIAL CARE ELDERLY,374602785,Berland Home Care,"PARAISO, DENNIS E.",berlandhomecare1@gmail.com,(619) 205-4600,512 BERLAND WAY,Chula Vista,CA,91910,San Diego,6,7/13/21
RESIDENTIAL CARE ELDERLY,374603033,Berland Home Care Ii,"BERLAND HOMECARE, INC.",berlandhomecare1@gmail.com,(619) 205-4606,508 BERLAND WAY,Chula Vista,CA,91910,San Diego,6,7/13/21
RESIDENTIAL CARE ELDERLY,79200407,Bermuda Residential Care Home,CHARMAINE C. COLLADO,collado_charmaine@comcast.net,(925) 278-2914,984 BERMUDA DRIVE,Concord,CA,94518,Contra Costa,6,7/13/21
