State Facility Type 1 Literal,Facility ID,Facility Name,Licensee,Email Address,Phone Number,Address,City,State,Zip Code,County,Capacity,Facility Status
RESIDENTIAL CARE ELDERLY,306004783,CITRUS HILLS ASSISTED LIVING,PROSPECT SENIOR LIVING INC,MSOKOLOWSKI@CITRUSHILLSAL.COM,(714) 639-3590,142 S PROSPECT ST,ORANGE,CA,92869,ORANGE,95,CLOSED
RESIDENTIAL CARE ELDERLY,306005603,CITRUS HILLS ASSISTED LIVING,"PROSPECT SENIOR LIVING, INC.",T.OLANO@CITRUSHILLSAL.COM,(714) 639-3590,142 S PROSPECT ST,ORANGE,CA,92869,ORANGE,95,LICENSED
RESIDENTIAL CARE ELDERLY,331880924,CITRUS PLACE,RIVERSIDE MSL LLC ; MSL COMMUNITY MNAGEMENT LLC,DENISEMUNOZ@MBK.COM,(951) 687-2241,7898 CALIFORNIA AVENUE,RIVERSIDE,CA,92504,RIVERSIDE,140,LICENSED
RESIDENTIAL CARE ELDERLY,340312955,CITY CREEK ASSISTED LIVING,"AMERICAN HEALTH CARE INC.; T STREET, LLC",BCRUMMIE@KALESTAHC.COM,(916) 393-2324,6254 66TH AVE.,SACRAMENTO,CA,95823,SACRAMENTO,121,LICENSED
RESIDENTIAL CARE ELDERLY,342700835,CITY CREEK ASSISTED LIVING,T STREET LLC,RYAN@KALESTAHC.COM,(408) 741-2950,6254 66TH AVENUE,SACRAMENTO,CA,95823,SACRAMENTO,121,PENDING
RESIDENTIAL CARE ELDERLY,331881042,CITY HOME SENIOR LIVING,CITY HOME SENIOR LIVING LLC,ARLENEMORANRELATOR@GMAIL.COM,(714) 878-4443,1672 GOLDEN WAY,BEAUMONT,CA,92223,RIVERSIDE,6,LICENSED
RESIDENTIAL CARE ELDERLY,197609072,CITY VIEW,CITY VIEW ALF INC,SUSAN@GLASER.NET,(323) 938-2131,515 N LA BREA AVE,LOS ANGELES,CA,90036,LOS ANGELES,166,CLOSED
RESIDENTIAL CARE ELDERLY,198603220,"CITY VIEW LA, LLC","CITY VIEW LA, LLC",KRISTI@CITYVIEW.CARE,(323) 938-2131,515 N LA BREA AVE,LOS ANGELES,CA,90036,LOS ANGELES,166,LICENSED
RESIDENTIAL CARE ELDERLY,197609808,"CITY VIEW LA, LLC.","CITY VIEW LA, LLC.",,(323) 938-3128,515 N LA BREA AVE,LOS ANGELES,CA,90036,LOS ANGELES,166,PENDING
RESIDENTIAL CARE ELDERLY,198201925,CITY VIEW MANOR,"CITY VIEW MANOR, INC.",PARADISENEOME@MSN.COM,(424) 772-1034,22 CAYUSE LANE,RANCHO PALOS VERDES,CA,90275,LOS ANGELES,6,CLOSED
RESIDENTIAL CARE ELDERLY,198601784,CITY VIEW MANOR-2,CITY VIEW MANOR-2,PARADISENEOME@MSN.COM,(310) 809-7868,28215 PALOS VERDES DR. EAST,RANCHO PALOS VERDES,CA,90275,LOS ANGELES,6,CLOSED
RESIDENTIAL CARE ELDERLY,198320015,CITY VIEW MANOR III,"CITY VIEW MANOR, INC.",,(310) 809-7868,14 MUSTANG DRIVE,RANCHO PALOS VERDES,CA,90275,LOS ANGELES,6,CLOSED
RESIDENTIAL CARE ELDERLY,197608030,"CITY VIEW VILLA, LLC","CITY VIEW VILLA, LLC",ACITYVIEWVILLA@SKILLEDHC.COM,(323) 938-2131,515 N. LA BREA AVENUE,LOS ANGELES,CA,90036,LOS ANGELES,166,CLOSED
RESIDENTIAL CARE ELDERLY,374603877,CJ'S HOME CARE,"CJK LEGACY, INC.",MARIGYBMANZON@GMAIL.COM,(619) 488-0266,1332 LEAF TERRACE,SAN DIEGO,CA,92114,SAN DIEGO,12,CLOSED
RESIDENTIAL CARE ELDERLY,415600975,CJCP RCFE,CJCP RESIDENTIAL FACILITY FOR THE ELDERLY LLC,,(408) 406-0520,2305 TIPPERARY AVENUE,SOUTH SAN FRANCISCO,CA,94080,SAN MATEO,6,CLOSED
RESIDENTIAL CARE ELDERLY,435202640,CJCP RCFE,CJCP RESIDENTIAL FACILITY FOR THE ELDERLY LLC,MARITESGONZAGA@LIVE.COM,(408) 770-9453,678 HIGH GLEN DR,SAN JOSE,CA,95133,SANTA CLARA,6,LICENSED
RESIDENTIAL CARE ELDERLY,75601429,CK CARE HOME,"LEGASPI, EVELYN",OSLEGASPI@AOL.COM,(925) 459-2552,3724 NORTHPARK COURT,CONCORD,CA,94519,CONTRA COSTA,6,LICENSED
RESIDENTIAL CARE ELDERLY,306005971,CK HOMES / CYPRESS II,"CMF HOMES, INC.",C.FESTIN@SBCGLOBAL.NET,(714) 488-2493,8742 CYPRESS AVE.,CYPRESS,CA,90630,ORANGE,6,LICENSED
RESIDENTIAL CARE ELDERLY,306005595,CK HOMES / SAN PACO CIRCLE,"CMF HOMES, INC.",C.FESTIN@SBCGLOBAL.NET,(714) 828-2512,6901 SAN PACO CIR,BUENA PARK,CA,90620,ORANGE,6,CLOSED
RESIDENTIAL CARE ELDERLY,306004476,CK HOMES/NEPTUNE,"CMF HOMES, INC.",CMFHOMESINC@GMAIL.COM,(714) 527-9145,8455 NEPTUNE DRIVE,BUENA PARK,CA,90620,ORANGE,6,LICENSED
RESIDENTIAL CARE ELDERLY,374602807,CLAIREMONT GUEST HOME,"ANDRADE, MAUREEN P.",J-M-ANDRADE@SBCGLOBAL.NET,(858) 273-8845,3476 IDLEWILD WAY,SAN DIEGO,CA,92117,SAN DIEGO,6,LICENSED
RESIDENTIAL CARE ELDERLY,347005570,CLARA CARE HOME,CLARA SENIOR LIVING INC.,CLARACAREHOME@GMAIL.COM,(916) 900-4781,4665 FREEWAY CIRCLE,SACRAMENTO,CA,95841,SACRAMENTO,6,LICENSED
RESIDENTIAL CARE ELDERLY,312700728,CLARA CARE HOME AT ROSEVILLE,CLARA SENIOR LIVING INC.,CLARACAREHOME@GMAIL.COM,(530) 771-7715,602 FALCON WAY,ROSEVILLE,CA,95661,PLACER,6,LICENSED
RESIDENTIAL CARE ELDERLY,361800467,CLARAS LEGACY LLC,CLARAS LEGACY LLC,CLARASLEGACY@YAHOO.COM,(909) 371-3759,17436 EUCALYPTUS ST,FONTANA,CA,92337,SAN BERNARDINO,6,CLOSED
RESIDENTIAL CARE ELDERLY,198601672,CLAREMONT MANOR,"FRONT PORCH COMMUNITIES OPERATING GROUP, LLC",GHIRST@FRONTPORCH.NET,(909) 626-1227,650 W. HARRISON AVE.,CLAREMONT,CA,91711,LOS ANGELES,360,LICENSED
RESIDENTIAL CARE ELDERLY,198603468,CLAREMONT MEADOWS LLC,CLAREMONT MEADOWS LLC,RNOSHIMA909@YAHOO.COM,(310) 429-6632,605 CONVERSE AVE,CLAREMONT,CA,91711,LOS ANGELES,6,CLOSED
RESIDENTIAL CARE ELDERLY,198602895,CLAREMONT PLACE,"GD RINGER INVSTMNTS INC,GP OF 6464 WOODMAN CT; MSL",CLMT.ADM@MERIDIANSENIOR.COM,(909) 447-5259,120 SAN JOSE AVE,CLAREMONT,CA,91711,LOS ANGELES,93,CLOSED
RESIDENTIAL CARE ELDERLY,197803328,CLAREMONT PLACE,CLAREMONT ASSISTED LIVING; INTEGRAL SENIOR LVG MGT,,(909) 447-5259,120 SAN JOSE AVE,CLAREMONT,CA,91711,LOS ANGELES,93,CLOSED
RESIDENTIAL CARE ELDERLY,198603307,CLAREMONT PLACE,MH CLAREMONT OPERATING LLC;MERIDIAN SR LVG,LHUNT@CLAREMONTPLACE.COM,(909) 447-5259,120 WEST SAN JOSE AVENUE,CLAREMONT,CA,91711,LOS ANGELES,93,LICENSED
RESIDENTIAL CARE ELDERLY,397005705,CLARENCE BROMELL RESIDENTIAL CARE FACILITY,"SALVADOR, MARK ANTHONY C",MSALVADOR05@YAHOO.COM,(408) 649-4987,500 CLARENCE BROMELL STREET,TRACY,CA,95377,SAN JOAQUIN,6,CLOSED
RESIDENTIAL CARE ELDERLY,197602422,CLARENDON ASSISTED LIVING I,KENTLAND ENTERPRISE INC.,INFO@CLARENDONLIVING.COM,(818) 716-5904,22744 CLARENDON STREET,WOODLAND HILLS,CA,91367,LOS ANGELES,6,CLOSED
RESIDENTIAL CARE ELDERLY,197602423,CLARENDON ASSISTED LIVING II,"KENTLAND ENTERPRISES, INC.",INFO@CLARENDONLIVING.COM,(818) 676-0144,5952 KENTLAND AVENUE,WOODLAND HILLS,CA,91367,LOS ANGELES,6,CLOSED
RESIDENTIAL CARE ELDERLY,197603044,CLARENDON ASSISTED LIVING III,KENTLAND ENTERPRISES INC,INFO@CLARENDONLIVING.COM,(818) 716-5904,5911 FARRALONE AVE,WOODLAND HILLS,CA,91367,LOS ANGELES,6,CLOSED
RESIDENTIAL CARE ELDERLY,197609025,CLARENDON SENIOR LIVING 1,MISHKAN SENIOR CARE CORP,JUSTIN@CLARENDONSL.COM,(747) 226-1210,22744 CLARENDON ST,WOODLAND HILLS,CA,91367,LOS ANGELES,6,CLOSED
RESIDENTIAL CARE ELDERLY,197609026,CLARENDON SENIOR LIVING 2,MISHKAN SENIOR CARE CORP,JUSTIN@CLARENDONSL.COM,(818) 676-0144,5952 KENTLAND AVE,WOODLAND HILLS,CA,91367,LOS ANGELES,6,LICENSED
RESIDENTIAL CARE ELDERLY,197609028,CLARENDON SENIOR LIVING 3,MISHKAN SENIOR CARE CORP,JUSTIN@CLARENDONSL.COM,(818) 992-8313,5911 FARRALONE AVE,WOODLAND HILLS,CA,91367,LOS ANGELES,6,LICENSED
RESIDENTIAL CARE ELDERLY,197609300,CLARENDON VILLAGE 2,MISHKAN SENIOR CARE CORP,JUSTIN@CLARENDONSL.COM,(844) 275-8326,6728 GAVIOTA AVE,LAKE BALBOA,CA,91406,LOS ANGELES,6,CLOSED
RESIDENTIAL CARE ELDERLY,197609539,CLARENDON VILLAGE 3,MISHKAN SENIOR CARE CORP,N/A,(844) 275-8326,6726 GAVIOTA AVENUE,LAKE BALBOA,CA,91406,LOS ANGELES,6,CLOSED
RESIDENTIAL CARE ELDERLY,197609042,CLARENDON VILLAGE #1,MISHKAN SENIOR CARE CORP,JUSTIN@CLARENDONSL.COM,(844) 275-8326,6724 GAVIOTA AVE,LAKE BALBOA,CA,91406,LOS ANGELES,6,CLOSED
RESIDENTIAL CARE ELDERLY,486802066,CLARIN'S RESIDENTIAL CARE HOME,"CLARIN, JULIANA",JULIANACLARIN89@GMAIL.COM,(707) 557-6837,3024 CLEAR COAST COURT,VALLEJO,CA,94591,SOLANO,6,LICENSED
RESIDENTIAL CARE ELDERLY,336408225,CLARISSA'S HOME CARE,CASIMIRO JOSE. JR. & CLARISSA JOSE,CLARISSASHOMECARE@SBCGLOBAL.NET,(951) 278-1045,2667 CHERRYBARK LANE,CORONA,CA,92881,RIVERSIDE,6,LICENSED
RESIDENTIAL CARE ELDERLY,435294128,CLARK'S VILLA,"CLARK, DINA & DAVID",DINA_CLARK@YAHOO.COM,(408) 310-2647,947 HOWARD AVE.,GILROY,CA,95020,SANTA CLARA,6,LICENSED
RESIDENTIAL CARE ELDERLY,198602283,CLARK COTTAGE,PREMIER COTTAGES INC,UMANA.JOSE@GMAIL.COM,(562) 354-6612,3310 CLARK AVE,LONG BEACH,CA,90808,LOS ANGELES,6,CLOSED
RESIDENTIAL CARE ELDERLY,366408392,CLASSIC CARE HOME,"EDWARD, WALTER P.",CLASSICAREHOME@YAHOO.COM,(909) 793-3585,9 FORD STREET,REDLANDS,CA,92374,SAN BERNARDINO,6,CLOSED
RESIDENTIAL CARE ELDERLY,75600405,CLASSIC CARE HOME OF WALNUT CREEK,"QUINTONG, BETH",CLASSICCAREHOME@YAHOO.COM,(925) 939-4042,11 NORLYN DRIVE,WALNUT CREEK,CA,94596,CONTRA COSTA,6,LICENSED
RESIDENTIAL CARE ELDERLY,107206816,CLEAR VIEW RETIREMENT GROUP,CLEAR VIEW RETIREMENT GROUP LLC,SHAY.COPPERRIVER@GMAIL.COM,(559) 298-2877,2380 E. EL PASO,FRESNO,CA,93720,FRESNO,6,LICENSED
RESIDENTIAL CARE ELDERLY,107206812,CLEAR VIEW RETIREMENT GROUP/JON,CLEAR VIEW RETIREMENT GROUP LLC,SHAY.COPPERRIVER@GMAIL.COM,(559) 322-7368,2846 E. JON DRIVE,FRESNO,CA,93720,FRESNO,6,LICENSED
RESIDENTIAL CARE ELDERLY,107206813,CLEAR VIEW RETIREMENT GROUP/SKYVIEW,CLEAR VIEW RETIREMENT GROUP LLC,SHAY.COPPERRIVER@GMAIL.COM,(559) 297-0475,2657 SKYVIEW,FRESNO,CA,93720,FRESNO,6,LICENSED
RESIDENTIAL CARE ELDERLY,435200286,CLEARPARK VILLA,VIRGIL VALIN,AMORRCH@AOL.COM,(408) 629-0388,276 CLEARPARK CIRCLE,SAN JOSE,CA,95136,SANTA CLARA,6,CLOSED
RESIDENTIAL CARE ELDERLY,355202348,"CLEARVIEW CAREHOMES,INC.","CLEARVIEW CARE HOMES, INC.",FRKANKEL@GMAIL.COM,(831) 637-4463,3370 CIENEGA ROAD,HOLLISTER,CA,95023,SAN BENITO,6,LICENSED
RESIDENTIAL CARE ELDERLY,496803860,CLEARWATER AT SONOMA HILLS,VIRTUS CSL SONOMA LLC;CSL BERKSHIRE OPERATING CO,DERRICK.WHITACRE@CLEARWATERLIVING.COM,(707) 710-7385,710 ROHNERT PARK EXPRESWAY E,ROHNERT PARK,CA,94928,SONOMA,114,LICENSED
RESIDENTIAL CARE ELDERLY,198603118,CLEARWATER AT SOUTH BAY,CSB LLC; HSRE-CLEARWATER II TRS; CSL BERKSHIRE LLC,MICHAEL.KRIEGER@CLEARWATERLIVING.COM,(424) 488-6340,3210 & 3212 W SEPULVEDA BLVD,TORRANCE,CA,90505,LOS ANGELES,137,LICENSED
RESIDENTIAL CARE ELDERLY,496800262,CLEARWATER LODGE,"MARIETTA SUSTENTO, INC",FILMAWALTON@GMAIL.COM,(707) 894-4615,611 CHERRY CREEK ROAD,CLOVERDALE,CA,95425,SONOMA,7,CLOSED
RESIDENTIAL CARE ELDERLY,496803631,CLEARWATER LODGE,VHN INVESTMENTS LLC,VILMARICHARDSON10@GMAIL.COM,(707) 894-4615,611 CHERRY CREEK ROAD,CLOVERDALE,CA,95425,SONOMA,10,LICENSED
RESIDENTIAL CARE ELDERLY,496803771,CLEARWATER MEADOWS,VHN INVESTMENTS LLC,VILMARICHARDSON10@GMAIL.COM,(707) 703-6855,627 CHERRY CREEK RD,CLOVERDALE,CA,95425,SONOMA,6,CLOSED
RESIDENTIAL CARE ELDERLY,496803894,CLEARWATER RESIDENTIAL CARE,"LACAYO GENET, LLC",GENETMELISSA@GMAIL.COM,(707) 892-3362,627 CHERRY CREEK ROAD,CLOVERDALE,CA,95425,SONOMA,8,LICENSED
RESIDENTIAL CARE ELDERLY,340317817,CLEGG CARE FACILITY,"CLEGG, EDNA S.",ABIKHAYLIRIO@YAHOO.COM,(916) 429-6444,7249 CARMI STREET,SACRAMENTO,CA,95828,SACRAMENTO,10,LICENSED
RESIDENTIAL CARE ELDERLY,347004344,CLEMENTINE HOME CARE LLC,"CLEMENTINE HOME CARE, LLC",CLEMENTINE5926@GMAIL.COM,(916) 988-2299,5926 DAHBOY WAY,ORANGEVALE,CA,95662,SACRAMENTO,6,CLOSED
RESIDENTIAL CARE ELDERLY,126803492,CLEO'S HOME,KLLG CORP,LEAHGEE@KLLGCORP.COM,(707) 382-2697,129 HIGGINS STREET,EUREKA,CA,95501,HUMBOLDT,15,LICENSED
RESIDENTIAL CARE ELDERLY,392700229,CLEO'S HOME,MARIA CLEOTILDE C BRELIN,CLEOBRELIN@GMAIL.COM,(408) 512-4890,2372 BLUE TEES DRIVE,STOCKTON,CA,95206,SAN JOAQUIN,6,CLOSED
RESIDENTIAL CARE ELDERLY,392700690,CLEO'S HOME,"CLEO'S NURSING SERVICES, INC.",CBRELIN@CLEOSHOME.NET,(209) 905-4955,519 W SANTOS AVE,RIPON,CA,95366,SAN JOAQUIN,6,LICENSED
RESIDENTIAL CARE ELDERLY,392700420,CLEO'S HOME 2,"BRELIN, MARIA CLEOTILDE C.",CLEOBRELIN@GMAIL.COM,(209) 949-2058,2426 W ALPINE AVE,STOCKTON,CA,95204,SAN JOAQUIN,6,LICENSED
RESIDENTIAL CARE ELDERLY,421701844,CLIFF VIEW TERRACE,"CLIFF VIEW TERRACE, INC.",EVE@MISSIONTERRACE.NET,(805) 963-7556,1020 CLIFF DRIVE,SANTA BARBARA,CA,93109,SANTA BARBARA,72,LICENSED
RESIDENTIAL CARE ELDERLY,198602053,CLIMB'S PRIDE,"CLIMB, INC.",HVARGAS@CLIMB-INC.COM,(626) 355-1447,207 WEST CARTER AVENUE,SIERRA MADRE,CA,91024,LOS ANGELES,6,LICENSED
RESIDENTIAL CARE ELDERLY,197607079,"CLIMB, INC. - RCFE 1","CLIMB, INC.",JNGUYEN@CLIMB-INC.COM,(626) 288-0354,1319 SOUTH GLADYS AVENUE,SAN GABRIEL,CA,91776,LOS ANGELES,6,LICENSED
RESIDENTIAL CARE ELDERLY,410508853,CLM CARE HOME,"LIM, MARINELA M.",JOANNE248@COMCAST.NET,(650) 298-9835,1320 VALOTA ROAD,REDWOOD CITY,CA,94061,SAN MATEO,6,LICENSED
RESIDENTIAL CARE ELDERLY,425800707,CLOE AND ERICA'S BOARD & CARE,"FLOJO, ALAN & TERESITA",4FLOJOS@MSN.COM,(805) 937-7657,1027 LAUREL CT.,SANTA MARIA,CA,93455,SANTA BARBARA,6,LICENSED
RESIDENTIAL CARE ELDERLY,374600372,"CLOISTERS OF THE VALLEY, LLC","CROW, BERRY T. AND VAN HORST, CAROL; BAYSHIRE, LLC",CHANNA@BAYSHIRELLC.COM,(619) 283-2226,4171 CAMINO DEL RIO SOUTH,SAN DIEGO,CA,92108,SAN DIEGO,70,CLOSED
RESIDENTIAL CARE ELDERLY,374604267,"CLOISTERS OF THE VALLEY, LLC","DEL RIO CARE, LLC; BAYSHIRE, LLC",CHANNA@BAYSHIRELLC.COM,(619) 283-2226,4171 CAMINO DEL RIO SOUTH,SAN DIEGO,CA,92108,SAN DIEGO,70,LICENSED
RESIDENTIAL CARE ELDERLY,275294319,CLOSE TO HOME,"MUSANTE, LISA KENNEDY",MUSANTELISA@SBCGLOBAL.NET,(831) 771-1602,818 RIKER STREET,SALINAS,CA,93901,MONTEREY,6,CLOSED
RESIDENTIAL CARE ELDERLY,306004498,CLOSE TO HOME SENIOR CARE,CLOSE TO HOME SENIOR CARE,MARICARP@SOCAL.RR.COM,(714) 707-5027,"703 GROVE AVENUE, E.",ORANGE,CA,92865,ORANGE,6,LICENSED
RESIDENTIAL CARE ELDERLY,306005165,CLOSE TO HOME SENIOR CARE II,CLOSE TO HOME SENIOR CARE,GREG@CLOSETOHOMESENIORCARE.COM,(714) 872-0965,1244 EAST CONCORD AVE,ORANGE,CA,92867,ORANGE,6,CLOSED
RESIDENTIAL CARE ELDERLY,306005359,CLOSE TO HOME SENIOR CARE III,CLOSE TO HOME SENIOR CARE,GREG@CLOSETOHOMESENIORCARE.COM,(714) 872-0965,1148 E CHESTNUT AVE,ORANGE,CA,92867,ORANGE,6,LICENSED
RESIDENTIAL CARE ELDERLY,577004529,CLOVER HOME,"PLENOS SR., JESSE & YOUNG, VICTORIA",JOP11451@COMCAST.NET,(530) 661-1167,412 CLOVER STREET,WOODLAND,CA,95695,YOLO,14,LICENSED
RESIDENTIAL CARE ELDERLY,496803672,CLOVER SENIOR CARE,CLOVERUS INC,AMI_KHIROYA@YAHOO.COM,(707) 304-4790,1171 CLOVER DRIVE,SANTA ROSA,CA,95401,SONOMA,6,LICENSED
RESIDENTIAL CARE ELDERLY,170107747,CLOVER VALLEY GUEST HOME,"WING, ARLENE",CLOVERVALLEYGUESTHOME@GMAIL.COM,(707) 275-2405,820 CLOVER VALLEY ROAD,UPPER LAKE,CA,95485,LAKE,6,LICENSED
RESIDENTIAL CARE ELDERLY,100408887,CLOVIS GUEST HOME,"SHEPHERD, MARIANNE",PALMGARDENSRH@GMAIL.COM,(559) 299-2739,7933 E. HERNDON,CLOVIS,CA,93619,FRESNO,6,CLOSED
RESIDENTIAL CARE ELDERLY,107200790,CLOVIS QUALITY CARE II,"STAGGS, LARRY & PATRICIA",PJSTAG@YAHOO.COM,(559) 322-1220,944 N. CHAPEL HILL,CLOVIS,CA,93611,FRESNO,7,LICENSED
RESIDENTIAL CARE ELDERLY,19200657,CMA CARE HOME,CMA CARE HOME INC,CAMILLEABOLENCIA23@YAHOO.COM,(510) 673-8038,42909 HAMILTON WAY,FREMONT,CA,94538,ALAMEDA,6,LICENSED
RESIDENTIAL CARE ELDERLY,374603656,CMG BOARD AND CARE,CMG BOARD AND CARE,CHITOGARCIA1472PH@GMAIL.COM,(619) 565-3331,7815 MT. VERNON STREET,LEMON GROVE,CA,91945,SAN DIEGO,6,LICENSED
RESIDENTIAL CARE ELDERLY,331800431,COACHELLA SENIOR LIVING,WENLU LLC,HENRY_HU2007@YAHOO.COM,(760) 621-0888,12765 WEST ARROYO DRIVE,DESERT HOT SPRINGS,CA,92240,RIVERSIDE,6,CLOSED
RESIDENTIAL CARE ELDERLY,306004128,COAST NEW HORIZON,"COAST NEW HORIZON, INC",COAST-NEW-HORIZON@SBCGLOBAL.NET,(714) 668-5607,824 PRESIDIO DRIVE,COSTA MESA,CA,92626,ORANGE,6,LICENSED
RESIDENTIAL CARE ELDERLY,306005260,COAST SENIOR CARE,"COAST SENIOR CARE, INC",COASTSENIORCARE@GMAIL.COM,(714) 377-0638,22201 CAPE MAY LANE,HUNTINGTON BEACH,CA,92646,ORANGE,6,LICENSED
RESIDENTIAL CARE ELDERLY,306005413,COAST SENIOR CARE 2,COAST SENIOR CARE INC,COASTSENIORCARE@GMAIL.COM,(714) 583-8067,11861 LORALEEN STREET,GARDEN GROVE,CA,92841,ORANGE,6,LICENSED
RESIDENTIAL CARE ELDERLY,306005597,COAST SENIOR CARE 3,"COAST SENIOR CARE, INC",COASTSENIORCARE@GMAIL.COM,(714) 470-0194,6822 MARILYN DR,HUNTINGTON BEACH,CA,92647,ORANGE,6,LICENSED
RESIDENTIAL CARE ELDERLY,374603675,COASTAL BREEZE ASSISTED LIVING AND MEMORY CARE-C1,"COAST BREEZE ASSISTED LIVING AND MEMORY CARE, INC.",SAHERCHOUDRY@GMAIL.COM,(858) 755-7454,1040 SOLANA DRIVE,DEL MAR,CA,92014,SAN DIEGO,6,LICENSED
RESIDENTIAL CARE ELDERLY,374603676,COASTAL BREEZE ASSISTED LIVING AND MEMORY CARE-C2,"COASTAL BREEZE ASSISTED LIVING AND MEMORY CARE,INC",COASTALBREEZEASSISTEDLIVING@OUTLOOK.COM,(858) 755-6619,740 SANTA PAULA,SOLANA BEACH,CA,92075,SAN DIEGO,6,LICENSED
RESIDENTIAL CARE ELDERLY,374603677,COASTAL BREEZE ASSISTED LIVING AND MEMORY CARE-C3,"COASTAL BREEZE ASSISTED LIVING AND MEMORY CARE,INC",SAHERCHOUDRY@GMAIL.COM,(858) 274-2461,2189 CROWNHILL ROAD,SAN DIEGO,CA,92109,SAN DIEGO,6,LICENSED
RESIDENTIAL CARE ELDERLY,374603807,COASTAL BREEZE ASSISTED LIVING AND MEMORY CARE C4,COASTAL BREEZE ASSISTED LIVING AND MEMORY CARE INC,SAHERCHOUDRY@GMAIL.COM,(858) 922-9906,1453 SAN BENITO DRIVE,SOLANA BEACH,CA,92075,SAN DIEGO,6,LICENSED
RESIDENTIAL CARE ELDERLY,275202055,COASTAL CARE HOME,GOLDEN HORIZON CARE LLC,COASTALCAREHOME@YAHOO.COM,(831) 883-9386,3121 MESSINGER DR.,MARINA,CA,93933,MONTEREY,6,CLOSED
RESIDENTIAL CARE ELDERLY,306004788,COASTAL HOME CARE,"COASTAL HOME CARE, INC.",COASTALCAREHOME@GMAIL.COM,(949) 388-5604,2825 CALLE GUADALAJARA,SAN CLEMENTE,CA,92673,ORANGE,6,LICENSED
RESIDENTIAL CARE ELDERLY,415600180,COASTAL HOME CARE FOR THE ELDERLY,"MARINDA, ANGELITA",ANG3816.AM@GMAIL.COM,(650) 355-8554,159 CLARENDON ROAD,PACIFICA,CA,94044,SAN MATEO,6,LICENSED
RESIDENTIAL CARE ELDERLY,197607898,"COASTAL HOUSE, INC.","COASTAL HOUSE, INC.",INFO@COASTALHOUSEINC.COM,(310) 770-2029,2527 S. BUNDY DRIVE,LOS ANGELES,CA,90064,LOS ANGELES,6,LICENSED
RESIDENTIAL CARE ELDERLY,306005619,COASTAL SENIOR LIVING,"COASTAL SENIOR LIVING, INC.",COASTALSENIORLIVING1@GMAIL.COM,(949) 525-7434,27202 PASEO PEREGRINO,SAN JUAN CAPISTRANO,CA,92675,ORANGE,6,LICENSED
RESIDENTIAL CARE ELDERLY,306005241,COASTLINE LAGUNA BEACH,COASTLINE RESIDENTIAL CARE LLC,,(949) 307-3436,1283 STARLIT DRIVE,LAGUNA BEACH,CA,92651,ORANGE,6,CLOSED
RESIDENTIAL CARE ELDERLY,306001961,COASTSIDE SENIOR HOME,JHEZ CORPORATION,JSR195@YAHOO.COM,(714) 444-9800,3264 COLORADO LANE,COSTA MESA,CA,92626,ORANGE,6,LICENSED
RESIDENTIAL CARE ELDERLY,157206690,COBBLE STONE RESIDENTIAL HOME CARE,CATHERINE T. CLARK,CT1_COM@YAHOO.COM,(661) 397-0885,9320 COBBLE MOUNTAIN ROAD,BAKERSFIELD,CA,93313,KERN,4,CLOSED
RESIDENTIAL CARE ELDERLY,157208832,COBBLE STONE RESIDENTIAL HOME CARE LLC,COBBLE STONE RESIDENTIAL HOME CARE LLC,CT1_COM@YAHOO.COM,(661) 397-0885,9320 COBBLE MOUNTAIN ROAD,BAKERSFIELD,CA,93313,KERN,6,LICENSED
RESIDENTIAL CARE ELDERLY,75601517,COBBLESTONE CARE HOME,"M & C ELDERLY CARE, LLC",ngram23@gmail.com,(510) 205-4216,228 COBBLESTONE DRIVE,ANTIOCH,CA,94509,CONTRA COSTA,6,LICENSED
RESIDENTIAL CARE ELDERLY,547208823,COBBS FAMILY CARE ELDERLY,ALICE FAY COBBS,COBBSDNA@GMAIL.COM,(559) 784-4623,1922 N NEWCOMB,PORTERVILLE,CA,93257,TULARE,6,LICENSED
RESIDENTIAL CARE ELDERLY,347000341,"COCADIZ DEL REY HOME CARE, INC.","COCADIZ DEL REY HOME CARE, INC.",DELIACOCADIZ@YAHOO.COM,(916) 391-0135,2181 FERRAN AVENUE,SACRAMENTO,CA,95832,SACRAMENTO,6,CLOSED
RESIDENTIAL CARE ELDERLY,435202565,"COCO HOME, THE","KOKO NIKKEI CARE HOME LLC DBA THE COCO HOME, THE",HPYODA2000@GMAIL.COM,(408) 593-0234,504 HARMONY LANE,SAN JOSE,CA,95111,SANTA CLARA,6,CLOSED
RESIDENTIAL CARE ELDERLY,486803810,COGIR OF NORTH BAY,WELLTOWER COGIR TENANT LLC; COGIR MNGT USA INC,MDELDOSSO@COGIR.NET,(707) 552-3336,2261 TUOLUMNE ST,VALLEJO,CA,94589,SOLANO,83,LICENSED
RESIDENTIAL CARE ELDERLY,496803807,COGIR OF ROHNERT PARK,WELLTOWER COGIR TENANT LLC; COGIR MNGT USA INC,TLEHNER@COGIR.NET,(707) 585-7878,4855 SNYDER LANE,ROHNERT PARK,CA,94928,SONOMA,45,LICENSED
RESIDENTIAL CARE ELDERLY,216803983,COGIR OF SAN RAFAEL,WELLTOWER OPCO GROUP LLC; COGIR MANAGEMENT USA INC,,(415) 472-6530,111 MERRYDALE ROAD,SAN RAFAEL,CA,94903,MARIN,70,PENDING
