Facility Name,State Facility Type 1 Literal,Address,City,State,Zip Code,County,Capacity,Phone Number,Email Address,Date Accessed
Green Park At Kennesaw,PERSONAL CARE HOME,3861 JILES ROAD,Kennesaw,GA,30144,Cobb,24,7706720305,us@greenparkpch.com,6/24/21
Green Park Pch,PERSONAL CARE HOME,2941 SANDY PLAINS ROAD,Marietta,GA,30066,Cobb,7,7709715394,us@greenparkpch.com,6/24/21
Green Park Pch,PERSONAL CARE HOME,5292 BELLS FERRY ROAD,Acworth,GA,30102,Cherokee,3,6784017700,us@greenparkpch.com,6/24/21
Green Park Pch Iii,PERSONAL CARE HOME,1570 MEADOWVIEW DRIVE,Marietta,GA,30062,Cobb,3,7706720021,us@greenparkpch.com,6/24/21
"Green, Clarice Family Pch",PERSONAL CARE HOME,"1220 DOGWOOD ROAD, NORTH",Union Point,GA,30669,Greene,4,7064864403,greenpersonalcare@gmail.com,6/24/21
Greenwood Place,ASSISTED LIVING COMMUNITY,1160 WHITLOCK DR,Marietta,GA,30064,Cobb,70,7704227778,bvance@enlivant.com   (or)  legalhelp@enlivant.com,6/24/21
Greenwood Place Retirement Community,ASSISTED LIVING COMMUNITY,949 W ELM STREET,Wrightsville,GA,31096,Johnson,49,4788641191,greenwoodplace@gmail.com,6/24/21
"Griffin House North, The",PERSONAL CARE HOME,107 - B WEST LIBERTY STREET,Claxton,GA,30417,Evans,15,9127393226,jillgrif@bellsouth.net,6/24/21
"Griffin House South , The",PERSONAL CARE HOME,107 WEST LIBERTY STREET,Claxton,GA,30417,Evans,19,9127393226,jillgrif@bellsouth.net,6/24/21
Griffin Manor,PERSONAL CARE HOME,207 WEST COLLEGE STREET,Griffin,GA,30224,Spalding,24,7702275284,,6/24/21
Gro Shady Oaks Pch,PERSONAL CARE HOME,310 CHESTNUT STREET,Dalton,GA,30721,Whitfield,20,7062750953,jcchibuyeshadyoaks@yahoo.com,6/24/21
Grosvenor Home,PERSONAL CARE HOME,4556 CENTRAL DRIVE,Stone Mountain,GA,30083,Dekalb,7,4042981139,cgrosvenorpch01@hotmail.com,6/24/21
Guardian - A Place To Call Home,PERSONAL CARE HOME,310 WEST WASHINGTON AVENUE,Nashville,GA,31639,Berrien,15,2296863606,info@g-aptchome.com,6/24/21
Guerra Personal Care Home,PERSONAL CARE HOME,70 OLD ROUNDTREE RD,Riverdale,GA,30274,Clayton,3,6785863030,latishasharris@outlook.com,6/24/21
Gw Personal Care Home,PERSONAL CARE HOME,5208 ABERCORN STREET,Savannah,GA,31405,Chatham,6,9123538023,,6/24/21
Habersham House,PERSONAL CARE HOME,401 E 35TH STREET,Savannah,GA,31401,Chatham,10,9123494818,,6/24/21
Habersham House Senior Residence,ASSISTED LIVING COMMUNITY,5200 HABERSHAM STREET,Savannah,GA,31405,Chatham,72,9123520070,msimmons2@5ssl.com,6/24/21
Habersham Retreat,PERSONAL CARE HOME,258 PARK AVENUE,Baldwin,GA,30511,Banks,24,7067781749,bradmoore@fieldale.com,6/24/21
Habersham Retreat Alc,ASSISTED LIVING COMMUNITY,258 PARK AVENUE,Baldwin,GA,30511,Banks,40,7067781749,habersha@windstream.net,6/24/21
Habersham Retreat Ii,PERSONAL CARE HOME,258 PARK AVENUE,Baldwin,GA,30511,Banks,24,7067784564,bradmoore@fieldale.com,6/24/21
"Hall, Barbara Ray",PERSONAL CARE HOME,2638 CASTLETOWN DRIVE,Hephzibah,GA,30815,Richmond,24,7067937900,sash1325@gmail.com,6/24/21
Hamilton House,PERSONAL CARE HOME,512 HAMILTON COURT,Savannah,GA,31401,Chatham,12,9123494813,sean hollis@pathways.com,6/24/21
Hamilton Mill Personal Care Home,PERSONAL CARE HOME,2581 DOC HUGHES ROAD,Buford,GA,30519,Gwinnett,5,6788892358,,6/24/21
Hamilton Mill Senior Care,PERSONAL CARE HOME,3550 HOG MOUNTAIN ROAD,Dacula,GA,30019,Gwinnett,6,6787147914,hmillseniorcare@gmail.com,6/24/21
"Hamilton Place Personal Living, Llc",PERSONAL CARE HOME,2215 OLD HAMILTON PL,Gainesville,GA,30507,Hall,55,4706910161,mikejr@c-ross.com  or kristy.jones@c-ross.com,6/24/21
"Hampton House Facility, The",PERSONAL CARE HOME,432 SOUTH FOURTH STREET,Colbert,GA,30628,Madison,20,7067883400,thehamptonhouseincolbert@gmail.com,6/24/21
Hancock House/Agr,PERSONAL CARE HOME,621 WEST HANCOCK STREET,Milledgeville,GA,31061,Baldwin,6,4784457713,oconeecbs@windstream.net,6/24/21
"Hands Of Faith Personal Care Home, Llc",PERSONAL CARE HOME,5510 MARTIN COURT,Ellenwood,GA,30294,Clayton,3,3475135294,handsoffaithpch@gmail.com,6/24/21
Hands That Care At Park Ridge,PERSONAL CARE HOME,8204 PARK RIDGE DR,Riverdale,GA,30274,Clayton,6,4042451092,phyllisgrier7@yahoo.com,6/24/21
Hanmaum Senior Care,PERSONAL CARE HOME,4606 MCEVER ROAD,Oakwood,GA,30566,Hall,9,7705380734,hanmaumcare@hotmail.com,6/24/21
Hapeville Manor Senior Care,PERSONAL CARE HOME,601 COLEMAN STREET,Hapeville,GA,30354,Fulton,24,4047675874,chiggins@anwan.net,6/24/21
Happy Grove Cottage,PERSONAL CARE HOME,2809 CLUB FOREST DRIVE,Conyers,GA,30013,Newton,3,7706794524,,6/24/21
Happy Hearts At Brannen,PERSONAL CARE HOME,2136 BRANNEN ROAD,Atlanta,GA,30316,Dekalb,3,4043009315,happyheartspch@yahoo.com,6/24/21
Happy Hearts Personal Care Home,PERSONAL CARE HOME,3614 LOGWOOD COURT,Decatur,GA,30034,Dekalb,3,4043009315,happyheartspch2yahoo.com,6/24/21
Happy'S Manner,PERSONAL CARE HOME,1816 ENID DRIVE,Lithonia,GA,30058,Dekalb,3,7702068120,maleshiiamyrie@gmail.com,6/24/21
"Harbor At Harmony Crossing, The",ASSISTED LIVING COMMUNITY,923 HARMONY ROAD,Eatonton,GA,31024,Putnam,75,7064384441,bwatkins@harborharmony.com,6/24/21
"Harbor At Renaissance Marquis, The",ASSISTED LIVING COMMUNITY,3126 CEDARTOWN HWY SW,Rome,GA,30161,Floyd,25,7062950014,bfreeman@renaissancemarquis.com,6/24/21
Harbor House,PERSONAL CARE HOME,715 LARK WOOD DRIVE,Tunnel Hill,GA,30755,Whitfield,4,7065191058,,6/24/21
Harmony At Savannah,ASSISTED LIVING COMMUNITY,9136 OLD MONTGOMERY ROAD,Savannah,GA,31406,Chatham,120,9122449880,aadams@harmonyatsavannah.com,6/24/21
Harmony Caregiving Home,PERSONAL CARE HOME,1589 WILLIE DRIVE,Marietta,GA,30062,Cobb,6,6783905723,harmonycaregivinghome@yahoo.com - ltu123456@hotmail.com,6/24/21
Harold Avenue Pch,PERSONAL CARE HOME,1969 HAROLD AVENUE,Smyrna,GA,30080,Cobb,6,7704386524,,6/24/21
Harper House,PERSONAL CARE HOME,512 NORTH STATE STREET,Lyons,GA,30436,Toombs,4,9125269189,1bradford@pinelandcsb.org,6/24/21
Harpers Personal Care Home,PERSONAL CARE HOME,186 BOOTLEGGER LANE,Washington,GA,30673,Wilkes,24,7066786070,jcharper@nu-z.net,6/24/21
Harris House,PERSONAL CARE HOME,3914 SABLE DRIVE,Stone Mountain,GA,30083,Dekalb,6,8884199922,llatimer@learningservices.com,6/24/21
"Harris House, The",PERSONAL CARE HOME,605 SOUTH LEE STREET,Fitzgerald,GA,31750,Ben Hill,24,2294234810,myharrishouse@gmail.com,6/24/21
Harris Senior Living Llc,PERSONAL CARE HOME,11905 HARRIS ROAD,Roswell,GA,30076,Fulton,9,4702465762,miltonsrliving@gmail.com,6/24/21
"Haven At Hammond Glen, The",PERSONAL CARE HOME,335 HAMMOND DRIVE NE,Atlanta,GA,30328,Fulton,24,4042566300,hammondglen@yahoo.com,6/24/21
Hazel Marchant Home For Women,PERSONAL CARE HOME,1606 RED FOX TRAIL,Tifton,GA,31794,Tift,4,2293889001,mhatcher@swga-easterseals.org,6/24/21
Healing House 1 Residential Care,PERSONAL CARE HOME,107 NORTHWIND COURT,Warner Robins,GA,31093,Houston,4,4783025767,healinghouse1residentialcare@gmail.com,6/24/21
Heart Of Georgia Dd Ministries,PERSONAL CARE HOME,238 HATCHER ROAD,Warner Robins,GA,31088,Houston,7,4783336297,ddm2@cox.net or jey1@cox.net,6/24/21
Heart To Heart Personal Care,PERSONAL CARE HOME,2336 WESLEY CHAPEL ROAD,Decatur,GA,30035,Dekalb,6,4044848044,stardenson85@yahoo.com,6/24/21
Heart4Heart,PERSONAL CARE HOME,7015 WELLCREST WAY NW,Kennesaw,GA,30152,Cobb,3,4047070370,heart4hearts@yahoo.com,6/24/21
Hearthstone At Presbyterian Village,PERSONAL CARE HOME,2000 EAST-WEST CONNECTOR,Austell,GA,30106,Cobb,48,7708197000,cfarley@phgainc.org,6/24/21
Hearthstone Personal Care Community,PERSONAL CARE HOME,350 MARKET PLACE,Roswell,GA,30075,Fulton,24,7705521091,south@hearthstoneofroswell.com,6/24/21
Heartis Fayetteville,ASSISTED LIVING COMMUNITY,936 WEST LANIER AVENUE,Fayetteville,GA,30214,Fayette,96,7704612555,administrator@heartisfayetteville.com,6/24/21
Heartis Suwanee,ASSISTED LIVING COMMUNITY,4055 SUWANEE DAM ROAD,Suwanee,GA,30024,Gwinnett,102,7706146601,jwesterbeck@caddis.com,6/24/21
Hearts Of Love Ii,PERSONAL CARE HOME,5268 GOLF VALLEY WAY,Stone Mountain,GA,30088,Dekalb,3,7704650720,heartsoflovellc@gmail.com,6/24/21
Hearts Of Love Iii,PERSONAL CARE HOME,5526 STONELEIGH COURT,Stone Mountain,GA,30088,Dekalb,3,4705453897,heartsoflovellc@gmail.com,6/24/21
Heather House Crabapple,PERSONAL CARE HOME,290 RANCHETTE ROAD,Alpharetta,GA,30004,Fulton,12,7704423756,movassh@outlook.com,6/24/21
Heather House Roswell,PERSONAL CARE HOME,11965 OLD MOUNTAIN PARK,Roswell,GA,30075,Fulton,8,7709927324,movassh@outlook.com,6/24/21
Heavenly Arms,PERSONAL CARE HOME,2764 1/2 TOBACCO ROAD,Hephzibah,GA,30815,Richmond,5,7067981181,heavenlyarms2008@aol.com,6/24/21
Heavenly Arms Ii,PERSONAL CARE HOME,2342 DORN ROAD,Augusta,GA,30906,Richmond,6,7063069200,heavenlyarms2008@aol.com,6/24/21
Heavenly Hands,PERSONAL CARE HOME,3365 TANGLEWOOD DRIVE,Augusta,GA,30909,Richmond,3,7063646660,hhofaugusta@gmail.com,6/24/21
Heavenly Manor,PERSONAL CARE HOME,135 GARRETT WAY,Milledgeville,GA,31061,Baldwin,6,4782953505,janislittle1948@gmail.com,6/24/21
Helping Hands Of Milledgeville,PERSONAL CARE HOME,525 HWY 24 E,Milledgeville,GA,31061,Baldwin,3,4784532142,gregfost@windstream.net,6/24/21
Heritage Care Home,PERSONAL CARE HOME,108 WEST 3RD STREET,Ocilla,GA,31774,Irwin,22,2294687073,almathomas12@yahoo.com,6/24/21
Heritage Estate,PERSONAL CARE HOME,4017 DERBY DRIVE,Gainesville,GA,30507,Hall,5,6787238655,privatecarehome@heritageestatellc.com,6/24/21
Heritage Home Care,PERSONAL CARE HOME,1855 OLD SALEM ROAD,Conyers,GA,30013,Rockdale,3,7703889600,heritagehomecare@comcast.net,6/24/21
Heritage House,PERSONAL CARE HOME,811 BELLEVUE AVENUE,Dublin,GA,31021,Laurens,15,4782754800,sshriver@bellsouth.net,6/24/21
"Heritage House Senior Living, The",PERSONAL CARE HOME,1608 BLACK MOUNTAIN ROAD,Dahlonega,GA,30533,Lumpkin,6,7064820116,deangela@theheritagehouseseniorliving.com,6/24/21
"Heritage House Senior Living, The",PERSONAL CARE HOME,390 MARY ALICE PARK ROAD,Cumming,GA,30041,Forsyth,6,7707811128,deangela@theheritagehouseseniorliving.com,6/24/21
Heritage Inn Retirement Center,PERSONAL CARE HOME,14901 RIVER STREET,Blakely,GA,39823,Early,15,2297238099,,6/24/21
Heritage Living,PERSONAL CARE HOME,1751 E ATLANTA RD,Stockbridge,GA,30281,Henry,6,6785935399,heritagelivingllc@gmail.com,6/24/21
Heritage Of Brookstone,ASSISTED LIVING COMMUNITY,5235 STILESBORO ROAD,Kennesaw,GA,30152,Cobb,70,7704230080,kspencer@solutionsadvisorsgroup.com,6/24/21
"Heritage Of Marietta, The",ASSISTED LIVING COMMUNITY,1790 POWDER SPRINGS ROAD,Marietta,GA,30064,Cobb,75,4696195372,josh@mcfarlin-group.com,6/24/21
Heritage Of Peachtree,ASSISTED LIVING COMMUNITY,1967 HIGHWAY 54 WEST,Peachtree City,GA,30269,Fayette,50,7706313461,kspencer@solutionsadvisorsgroup.com,6/24/21
Heritage Of Sandy Plains,ASSISTED LIVING COMMUNITY,3039 SANDY PLAINS ROAD,Marietta,GA,30066,Cobb,70,7709737303,kspencer@solutionsadvisorsgroup.com,6/24/21
Hess Home,PERSONAL CARE HOME,1182 HESS DRIVE,Avondale Estates,GA,30002,Dekalb,4,4042970555,,6/24/21
Hibiscus Manor,PERSONAL CARE HOME,2203 FELLOWSHIP ROAD,Tucker,GA,30084,Dekalb,7,6784045482,patronsplaceservices@gmail.com,6/24/21
Hickory Log Vocational School,PERSONAL CARE HOME,3680 HIGHWAY 411 NE,White,GA,30184,Bartow,24,7703826655,hickorylog@comcast.net,6/24/21
High Cotton Homes,PERSONAL CARE HOME,307 CHARLES STREET,Vienna,GA,31092,Dooly,22,2292684446,vannc48@gmail.com,6/24/21
High Hope Personal Care Home,PERSONAL CARE HOME,252 NELMS ROAD,Fayetteville,GA,30215,Fayette,4,7704876346,,6/24/21
Higher Living Pch,PERSONAL CARE HOME,650 MAIN STREET,Warrenton,GA,30828,Warren,16,7064651188,tamekabeall@att.net,6/24/21
Highland Circle Personal Care Home,PERSONAL CARE HOME,1028 HIGHLAND CIRCLE,Conyers,GA,30012,Rockdale,18,7706794235,hben062770@gmail.com,6/24/21
Highlands Senior Living,PERSONAL CARE HOME,16 ROVING ROAD,Cartersville,GA,30121,Bartow,50,7703828989,jenniferbell@feltonmanor.com,6/24/21
Highlands Senior Living South,PERSONAL CARE HOME,241 NELSON STREET,Cartersville,GA,30120,Bartow,43,7703868147,janicehunt@feltonmanor.com,6/24/21
Hilltop House Personal Care Home,PERSONAL CARE HOME,1208 WEST GORDON STREET,Quitman,GA,31643,Brooks,6,2292636513,hilltophouseinc@gmail.com,6/24/21
Historic Roswell Place Assisted Living & Memory,ASSISTED LIVING COMMUNITY,75 MAGNOLIA ST,Roswell,GA,30075,Fulton,96,7706451900,kprokai@pegasusseniorliving.com,6/24/21
"Holbrook Of Decatur, The",ASSISTED LIVING COMMUNITY,1882 CLAIRMONT ROAD,Decatur,GA,30033,Dekalb,129,4044966794,cbarrow@holbrooklife.com,6/24/21
Holbrook Of Woodstock,ASSISTED LIVING COMMUNITY,13682 HIGHWAY 92,Woodstock,GA,30188,Cherokee,107,6785660034,fboatman@holbrooklife.com,6/24/21
Hollander Senior Living,PERSONAL CARE HOME,171 HIGHWAY US 78 NW,Monroe,GA,30655,Walton,50,7702677050,donna@shollanderseniorliving.com,6/24/21
Hollander Senior Living And Memory Care,PERSONAL CARE HOME,"5399 NORTHLAND DRIVE, NE",Atlanta,GA,30342,Fulton,60,4044773800,glenda@hollanderseniorliving.com/ jada@hollanderseniorliving,6/24/21
Holly Tree Semi-Independent Residential (Men),PERSONAL CARE HOME,5930 HWY 85 UNIT 104,Riverdale,GA,30274,Clayton,13,7709913701,aundria.cheever@claytoncenter.org,6/24/21
Holly Tree Semi-Independent Residential(Women),PERSONAL CARE HOME,5930 HWY 85 UNIT 101,Riverdale,GA,30274,Clayton,13,7709913701,aundria.cheever@claytoncenter.org,6/24/21
"Home For Mom & Dad, A",PERSONAL CARE HOME,2560 JOHNSON DRIVE,Doraville,GA,30340,Gwinnett,6,7704168445,jabezprayer54@hot mail.com,6/24/21
Home Of Love Pch,PERSONAL CARE HOME,"2188 FAIR WAY CIRCLE, S.W.",Atlanta,GA,30331,Fulton,3,4043444268,weslleypch@yahoo.com,6/24/21
Home Of Peace And Tranquility,PERSONAL CARE HOME,8930 ASHWOOD DRIVE,Riverdale,GA,30274,Clayton,3,4702653677,homeofpeaceandtranquilityinc@yahoo.com,6/24/21
"Home Place, The",PERSONAL CARE HOME,801 WALNUT STREET,Louisville,GA,30434,Jefferson,11,4786257256,paulastickle@gmail.com,6/24/21
Home Sweet Home Ii,PERSONAL CARE HOME,3605 ANDREA LEE COURT,Snellville,GA,30039,Gwinnett,6,6786919389,corneliaflorea@yahoo.com,6/24/21
Home Sweet Home Of Toccoa,PERSONAL CARE HOME,16 CRESTWOOD DRIVE,Toccoa,GA,30577,Stephens,14,7064912998,suzique777@gmail.com,6/24/21
Homelife On Glynco,PERSONAL CARE HOME,1550 GLYNCO PARKWAY,Brunswick,GA,31525,Glynn,65,9122800078,drankey@homelifecompanies.com,6/24/21
Hona'S Personal Care Home,PERSONAL CARE HOME,3211 GRAGG STREET,Thunderbolt,GA,31404,Chatham,4,9126043805,gregory@honaspch.net,6/24/21
Honest Living,PERSONAL CARE HOME,14 VICTORIA COURT,Pooler,GA,31322,Chatham,6,9125076249,juanitahudson74@icloud.com,6/24/21
Hope 4 Haven House Pch,PERSONAL CARE HOME,4031 SWEET WATER PKWY,Ellenwood,GA,30294,Dekalb,3,6786980112,yourchoiceofcare@yahoo.com,6/24/21
Hope Assisted Living & Memory Care Center,ASSISTED LIVING COMMUNITY,1200 WINDER HWY,Dacula,GA,30019,Gwinnett,64,7709634673,csides@ssmgrp.com,6/24/21
Hope Center Memory Care,ASSISTED LIVING COMMUNITY,355 BRANDYWINE BOULEVARD,Fayetteville,GA,30214,Fayette,100,6788174672,yolanda.hunter@phoenixsrliving.com,6/24/21
Hope Gardens 4 Retreat,PERSONAL CARE HOME,4058 PANOLA ROAD,Lithonia,GA,30038,Dekalb,3,6786152158,hope.gardensretreat@gmail.com,6/24/21
Hope Of Columbus,PERSONAL CARE HOME,47 30TH AVENUE,Columbus,GA,31903,Muscogee,4,7066897943,hopeofcolumbus@gmail.com,6/24/21
Houff Home Care,PERSONAL CARE HOME,104 WILLIAMS STREET,Warner Robins,GA,31093,Houston,4,4782368549,houffhome@gmail.com,6/24/21
House Of Angels Pch,PERSONAL CARE HOME,3554 EVANGELINE DRIVE,Augusta,GA,30906,Richmond,6,7069558018,macklands@comcast.net,6/24/21
"House Of Care, A",PERSONAL CARE HOME,2118 SANDERS ROAD,Augusta,GA,30906,Richmond,5,7068695656,ahouseofcare@gmail.com,6/24/21
House Of Emmanuel At Holly Springs,PERSONAL CARE HOME,2852 HOLLY SPRINGS ROAD,Marietta,GA,30062,Cobb,6,6788257233,banjodemi@yahoo.com,6/24/21
House Of Emmanuel At Powder Springs,PERSONAL CARE HOME,2432 POWDER SPRINGS ROAD,Marietta,GA,30064,Cobb,5,7707260377,banjodemi@yahoo.com,6/24/21
House Of Emmanuel At Sandy Plains,PERSONAL CARE HOME,1788 SANDY PLAINS ROAD,Marietta,GA,30066,Cobb,6,6788257233,banjodemi@yahoo.com,6/24/21
House Of Heroes Personal Care Home,PERSONAL CARE HOME,118 GARDEN GATE PARKWAY,Mcdonough,GA,30252,Henry,3,6782165895,sereathanobles1@charter.net,6/24/21
House Of Lord Personal Care Home,PERSONAL CARE HOME,5274 BIG A ROAD,Douglasville,GA,30135,Douglas,6,6786539211,lnou92@yahoo.com,6/24/21
House Of Love And Restoration Care Home,PERSONAL CARE HOME,109 VILLA DRIVE,Jenkinsburg,GA,30234,Butts,3,6784885168,yolandalavette77@gmail.com,6/24/21
"House Of Love On Sibley, The",PERSONAL CARE HOME,2135 SIBLEY ROAD,Augusta,GA,30909,Richmond,6,7065890920,chareecook@ymail.com,6/24/21
House Of Paradise,PERSONAL CARE HOME,42 E CALHOUN STREET,Wadley,GA,30477,Jefferson,6,4782529996,houseofparadise4u@yahoo.com,6/24/21
"Hudson House, The",PERSONAL CARE HOME,443 BAGWELL RD,Carrollton,GA,30117,Carroll,24,7708344001,nkknn2@aol.com,6/24/21
Hulin Personal Care,PERSONAL CARE HOME,948 SANDTOWN ROAD,Washington,GA,30673,Wilkes,6,7062852241,hulinpersonalcare@gmail.com,6/24/21
Humble Abode Personal Care Home,PERSONAL CARE HOME,525 CEDARHURST ROAD,Lawrenceville,GA,30045,Gwinnett,6,2404864078,hailstormnews@gmail.com,6/24/21
Humble Hearts Pch,PERSONAL CARE HOME,2425 ALANDALE DRIVE,Macon,GA,31211,Bibb,4,4782004471,humbleheartspch@yahoo.com,6/24/21
Humble Homes Community Center,PERSONAL CARE HOME,2111 HWY 256 SYLVESTER,Sylvester,GA,31791,Worth,4,2297762685,mbenz93019@gmail.com,6/24/21
Humming Birds Pch,PERSONAL CARE HOME,2124 HARDING ROAD,Augusta,GA,30906,Richmond,6,7067985914,penn_bev@ymail.com,6/24/21
Hunt Personal Care Home,PERSONAL CARE HOME,1520 HUNT AVENUE,Columbus,GA,31907,Muscogee,6,7066412131,richardaverett@gmail.com,6/24/21
I Love Life,PERSONAL CARE HOME,126 BARRINGTON PARKWAY,Stockbridge,GA,30281,Henry,3,9102577768,faviouss@yahoo.com,6/24/21
Idris Twins Personal Care Home,PERSONAL CARE HOME,3778 BURNT LEAF LANE,Snellville,GA,30039,Gwinnett,6,7707366569,idristwins@comcast.net,6/24/21
Ike House,PERSONAL CARE HOME,281 WILLOW SPRINGS DRIVE,Jonesboro,GA,30238,Clayton,3,6782712695,masonp@kean.edu,6/24/21
In His Arms Of Safety,PERSONAL CARE HOME,367 A & B SHORELINE ROAD,Thomasville,GA,31757,Thomas,6,2292338198,inhisarmsofsafety@gmail.com,6/24/21
Infinity Care Home,PERSONAL CARE HOME,2632 WISE STREET,Columbus,GA,31903,Muscogee,5,7065052082,donald98445@yahoo.com,6/24/21
Ingardia Personal Care Home,PERSONAL CARE HOME,2207 ALTMAN WAY,Hephzibah,GA,30815,Richmond,3,7067231236,johningardia@optonline.net,6/24/21
Innovative Personal Care Center,PERSONAL CARE HOME,404 CENTRAL STREET,Cedartown,GA,30125,Polk,8,6789013288,hyadras@yahoo.com,6/24/21
Innovative Senior Solutions,PERSONAL CARE HOME,1400 WEST OAKRIDGE DRIVE,Albany,GA,31707,Dougherty,24,2294053075,blue-wright@innovativecaregiving.com,6/24/21
Insignia Of Newnan,ASSISTED LIVING COMMUNITY,27 BELT ROAD,Newnan,GA,30263,Coweta,60,7702516639,mcruz@insigniaseniorliving.com,6/24/21
Inspiration Light,PERSONAL CARE HOME,730 WILSON MILL ROAD,Atlanta,GA,30331,Fulton,2,4044720103,camillapaggett@bellsouth.net,6/24/21
Inspired Living At Alpharetta,ASSISTED LIVING COMMUNITY,11450 MORRIS ROAD,Alpharetta,GA,30005,Fulton,177,4705095995,regulatory@validusseniorliving.com,6/24/21
Intensive Training Residence (Itr),PERSONAL CARE HOME,613 HIGHWAY 30 WEST,Americus,GA,31709,Sumter,6,7709999999,lesliew@mfbhc.org,6/24/21
Intimate Estates,PERSONAL CARE HOME,449 WOMACK ROAD,Covington,GA,30016,Newton,18,6782795444,intimateestates@charter.net,6/24/21
Iris Cove Pch,PERSONAL CARE HOME,2382 WHEELESS ROAD,Augusta,GA,30906,Richmond,10,7067235949,iriscovepch@outlook.com,6/24/21
Isaac Haven Personal Care Home,PERSONAL CARE HOME,1939 ISAAC WATKINS ROAD,Montrose,GA,31065,Laurens,15,4786764646,malcolm1@progressive,6/24/21
Isabella Manor,PERSONAL CARE HOME,409 N MONROE ST,Albany,GA,31701,Dougherty,12,2294961213,lwpollard@live.com,6/24/21
Iss Americus Pch,PERSONAL CARE HOME,721 C FELDER STREET,Americus,GA,31709,Sumter,8,2293800461,blue-wright@innovativeseniorsolutions.com,6/24/21
Itr Group Home,PERSONAL CARE HOME,7205 NORTH COUNTY LINE ROAD,Lithia Springs,GA,30122,Douglas,5,6782133078,ckerr@cobbcsb.com,6/24/21
Ivy Hall Assisted Living,ASSISTED LIVING COMMUNITY,5690 STATE BRIDGE ROAD,Alpharetta,GA,30022,Fulton,65,7708140114,jdobbs@premiersl.com,6/24/21
Ivy Springs Retirement Cottage,PERSONAL CARE HOME,1408 SPRING STREET,Smyrna,GA,30080,Cobb,18,7708039600,jmlovelac@bellsouth.net,6/24/21
Ivydale At Willow Lodge,PERSONAL CARE HOME,3120 SOUTH MAIN STREET,Moultrie,GA,31768,Colquitt,24,2296684721,willow.lodge.pch@gmail.com,6/24/21
J & D Comfort Living,PERSONAL CARE HOME,6964 KIMBERLAND GARDENS LANE,Lithonia,GA,30058,Dekalb,3,7706765835,mcpherson930@yahoo.com,6/24/21
J & D Comfort Living Ii,PERSONAL CARE HOME,2521 HORSESHOE BEND ROAD SW,Marietta,GA,30064,Cobb,3,6784027270,mcpherson6089@yahoo.com,6/24/21
J & J Brown Personal Care Home,PERSONAL CARE HOME,40 CASEY'S WAY,Covington,GA,30014,Newton,3,4045731335,,6/24/21
Jabez Inc A Ga Personal Care Home 1,PERSONAL CARE HOME,1210 OREAR ROAD,Union Point,GA,30669,Greene,5,7064860066,,6/24/21
Jabez Inc A Ga Personal Care Home 2,PERSONAL CARE HOME,339 E A TAYLOR ROAD,Crawfordville,GA,30631,Taliaferro,24,7064561137,terrell_johnson36@yahoo.com,6/24/21
Jackie'S Pch,PERSONAL CARE HOME,1209 HALE STREET,Waynesboro,GA,30830,Burke,6,7065515017,mcarter0916@yahoo.com,6/24/21
Jackson Home,PERSONAL CARE HOME,3710 AGAPE VILLAGE ROAD,Macon,GA,31210,Bibb,4,4783307076,ehardinwaits@wesleyglen.org,6/24/21
Jackson Oaks Senior Living,ASSISTED LIVING COMMUNITY,50 SUMMER WAY,Jefferson,GA,30549,Jackson,106,7063877000,sarah.curatella@bridgeig.com,6/24/21
"Jackson, Yolanda Pch",PERSONAL CARE HOME,3864 CREST DRIVE,Hephzibah,GA,30815,Richmond,3,7067906253,,6/24/21
Jamestown,PERSONAL CARE HOME,300 GREEN STREET,Fort Valley,GA,31030,Peach,15,4788270880,kathy5@cox.net,6/24/21
Jasmine Personal Care Home,PERSONAL CARE HOME,3510 ROCKFORT DRIVE,College Park,GA,30349,Fulton,4,7708733185,mhisbon@yahoo.com,6/24/21
Jc And Gail Community Living Home # 2,PERSONAL CARE HOME,3573 HOLLINGSWORTH ROAD,Macon,GA,31210,Bibb,4,4789725997,latrice2712@gmail.com,6/24/21
Jc Divine Personal Care Home,PERSONAL CARE HOME,2013 CHANCELLOR COURT,Snellville,GA,30078,Gwinnett,5,7709721626,reidmejean@hotmailcom,6/24/21
Jefferson Personal Care Home,PERSONAL CARE HOME,334 JEFFERSON DRIVE,Columbus,GA,31907,Muscogee,4,7066101129,aecabrera2@gmail.com,6/24/21
Jenesis Personal Care Home,PERSONAL CARE HOME,307 KENDRICK ESTATES DRIVE,Jonesboro,GA,30238,Clayton,5,7704718037,chncybrown@gmail.com,6/24/21
"Jeremiah House, The",PERSONAL CARE HOME,3044 HOPE COURT,Douglasville,GA,30135,Douglas,4,6787153470,jeremiahoutreach@myway.com,6/24/21
Jewels Mercy Care,PERSONAL CARE HOME,4231 TANNERS MILL ROAD,Braselton,GA,30517,Hall,5,6788288311,rojermel@sbcglobal.net,6/24/21
Jimmy Parker Equestrian Pch,PERSONAL CARE HOME,110 ROCK HILL ROAD,Rocky Face,GA,30740,Whitfield,3,7065295631,jimmyparker@hotmail.com,6/24/21
