Facility Name,State Facility Type 1 Literal,Address,City,State,Zip Code,County,Capacity,Phone Number,Email Address
GOLDEN PERSONAL CARE HOME II,PERSONAL CARE HOME,257 GOLDEN ROAD,EASTMAN,GA,31023,DODGE,10,4783747381,
GOLDEN POND RESIDENTIAL CENTER,PERSONAL CARE HOME,8167 EISENHOWER PKWY,LIZELLA,GA,31052,BIBB,17,4789359131,eivey@yahoo.com
GOLDEN RETREAT,PERSONAL CARE HOME,1490 CAMPGROUND ROAD,MCDONOUGH,GA,30252,HENRY,4,7709572419,goldenretreatga@yahoo.com
GOLDEN ROSE PERSONAL CARE HOME,PERSONAL CARE HOME,2147 POST OAK TRITT ROAD,MARIETTA,GA,30066,COBB,24,7709731594,goldenrose@comcast.net
GOLDEN RULE PCH,PERSONAL CARE HOME,4571 SYLVESTER CIRCLE,MACON,GA,31217,BIBB,3,4783455580,hilltheresa64@gmail.com
GOLDEN SERVICES PERSONAL CARE HOME,PERSONAL CARE HOME,930 W MAGNOLIA STREET,VALDOSTA,GA,31601,LOWNDES,14,2296719020,
GOLDEN SOUTH,PERSONAL CARE HOME,705 DENHAM ROAD,SYCAMORE,GA,31790,TURNER,24,2295674273,wcbyrd@mail.com
GOLDEN SOUTH II,PERSONAL CARE HOME,715 DENHAM ROAD PO BOX 220,SYCAMORE,GA,31790,TURNER,24,2295674273,wcbyrd@mail.com
GOLDENCREST ASSISTED LIVING AT MORROW,ASSISTED LIVING COMMUNITY,2160 LAKE HARBIN RD,MORROW,GA,30260,CLAYTON,45,7709612200,gcom.adm@algsenior.com
GOLDENCREST AT EAGLE'S LANDING,ASSISTED LIVING COMMUNITY,425 COUNTRY CLUB DRIVE,STOCKBRIDGE,GA,30281,HENRY,62,7703893118,gcel.adm@algsenior.com
GOOD SHEPHARD ADULT SERVICES,PERSONAL CARE HOME,10537 DAY LILY DRIVE,HAMPTON,GA,30228,CLAYTON,3,6788173636,verlencia1@bellsouth.net
GORDON PALACE,PERSONAL CARE HOME,806 31ST STREET,COLUMBUS,GA,31906,MUSCOGEE,5,7065075658,byrdia_gordon@yahoo.com
GORDON'S PERSONAL CARE HOME,PERSONAL CARE HOME,2502 2ND AVENUE,SAVANNAH,GA,31405,CHATHAM,6,9122323740,gordonspchinc@gmail.com
GOVERNOR'S GLEN MEM CARE & ASSISTED LIVING COMM,ASSISTED LIVING COMMUNITY,5000 GOVERNOR'S DRIVE,FOREST PARK,GA,30297,CLAYTON,60,3125206863,idole@birchwoodhcp.com
GRACE CARE,PERSONAL CARE HOME,2109 CHADWICK ROAD,AUGUSTA,GA,30906,RICHMOND,3,7064967347,hammo8405@gmail.com
GRACE GARDENS,PERSONAL CARE HOME,30 SOUTH COLLEGE ST,METTER,GA,30439,CANDLER,15,9126853033,kaleener@hotmail.com
GRACE LIVING PERSONAL CARE HOME OF MARIETTA,PERSONAL CARE HOME,2417 CANTON ROAD,MARIETTA,GA,30066,COBB,24,6788313572,dwoghiren@comcast.net
GRACE LIVING PERSONAL CARE HOME OF MARIETTA 11,PERSONAL CARE HOME,2417 CANTON RD SUITE #200,MARIETTA,GA,30066,COBB,24,6786164822,gracelivinghome@comcast.net
GRACE MANOR,PERSONAL CARE HOME,405 NORTH RIDGE,TIFTON,GA,31794,TIFT,13,2293870940,wcbyrd@mail.com
GRACE PCH,PERSONAL CARE HOME,2625 NEW HAVEN DRIVE,JONESBORO,GA,30236,CLAYTON,3,4043682125,dotseo@yahoo.com
GRACE SENIOR LIVING,PERSONAL CARE HOME,8847 HOSPITAL DRIVE,DOUGLASVILLE,GA,30134,DOUGLAS,60,7709202273,jwilliams@graceassistedliving.net; tdarnell@legacysl.net
GRACE'S HOUSE,PERSONAL CARE HOME,2 RIVER STREET,CAVE SPRING,GA,30124,FLOYD,17,7067778040,graceshouse2@yahoo.com
GRACE'S HOUSE TWO,PERSONAL CARE HOME,5 RAINTREE DRIVE,SILVER CREEK,GA,30173,FLOYD,15,7062957084,graceshouse2@yahoo.com
GRACEFUL CARE SENIOR LIVING,PERSONAL CARE HOME,217 LANDERS STREET,CLARKESVILLE,GA,30523,HABERSHAM,16,6786774274,gracefulcare@hotmail.com
"GRACEFUL MANOR SENIOR CARE HOME LLC, THE",PERSONAL CARE HOME,120 MEARS STREET,MONROE,GA,30655,WALTON,23,4048456699,THEMANORHOMES@YAHOO.COM
"GRACEFUL SWAN PCH OF MARIETTA, THE",PERSONAL CARE HOME,4793 JAMERSON FOREST PARKWY,MARIETTA,GA,30066,COBB,3,6784026180,doc1rn@comcast.net
"GRACEFUL SWAN PCH, THE",PERSONAL CARE HOME,1190 WADE GREEN CIRCLE,ACWORTH,GA,30102,COBB,3,7705750867,doc1rn@comcast.net
GRACEMONT ASSISTED LIVING AND MEMORY CARE,ASSISTED LIVING COMMUNITY,4940 JOT EM DOWN ROAD,CUMMING,GA,30041,FORSYTH,86,7708872000,licensing@5sqc.com
GRAMPS AND GRANNIES,PERSONAL CARE HOME,500 NORTH HOUSTON ROAD,WARNER ROBINS,GA,31093,HOUSTON,15,4789295242,
GRAMPS N GRANNIES II,PERSONAL CARE HOME,502 NORTH HOUSTON ROAD,WARNER ROBINS,GA,31093,HOUSTON,15,4789238325,grngr@cox.net
GRAMPS N GRANNIES III,PERSONAL CARE HOME,316 WOODLAWN AVENUE,WARNER ROBINS,GA,31093,HOUSTON,15,4783286640,
GRANT FAMILY HOME CARE,PERSONAL CARE HOME,7352 MELHANA LANE,UNION CITY,GA,30291,FULTON,3,7702175309,winsomegrant2000@gmail.com
GREAT DAY,PERSONAL CARE HOME,2604 WHITTIER PLACE,HEPHZIBAH,GA,30815,RICHMOND,6,7067937885,nikk_boss1@yahoo.
GREAT DAY II,PERSONAL CARE HOME,2059 CLARK ST,AUGUSTA,GA,30904,RICHMOND,9,7067382996,nikk_boss1@yahoo.com
GREAT GRAN'S PERSONAL CARE HOME,PERSONAL CARE HOME,1002 N WILEY AVENUE,DONALSONVILLE,GA,39845,SEMINOLE,18,2295248877,jamespettis@hotmail.com
GREAT OAKS,ASSISTED LIVING COMMUNITY,920 HWY 138 NW,MONROE,GA,30655,WALTON,194,7702677902,mdally@greatoaks.net
GREATER CARE SERVICES PCH,PERSONAL CARE HOME,2329 BASSWOOD DR,AUGUSTA,GA,30906,RICHMOND,3,7067900143,nixonyvonne@bellsouth.net
GREATER COLUMBUS PCH,PERSONAL CARE HOME,2425 THIRD AVENUE,COLUMBUS,GA,31901,MUSCOGEE,24,7066532430,columbus2425@charter.net
"GREEN HOUSE AT CALVARY, THE",PERSONAL CARE HOME,7462 OLD MOON ROAD,COLUMBUS,GA,31909,MUSCOGEE,17,7065072131,debbieking@calvaryministries.com
GREEN MEADOWS PERSONAL CARE,PERSONAL CARE HOME,155 ABNEY ROAD,COCHRAN,GA,31014,BLECKLEY,15,4789341404,
GREEN PARK AT KENNESAW,PERSONAL CARE HOME,3861 JILES ROAD,KENNESAW,GA,30144,COBB,24,7706720305,us@greenparkpch.com
GREEN PARK PCH,PERSONAL CARE HOME,2941 SANDY PLAINS ROAD,MARIETTA,GA,30066,COBB,7,7709715394,us@greenparkpch.com
GREEN PARK PCH,PERSONAL CARE HOME,5292 BELLS FERRY ROAD,ACWORTH,GA,30102,CHEROKEE,3,6784017700,us@greenparkpch.com
GREEN PARK PCH III,PERSONAL CARE HOME,1570 MEADOWVIEW DRIVE,MARIETTA,GA,30062,COBB,3,7706720021,US@GREENPARKPCH.COM
"GREEN, CLARICE FAMILY PCH",PERSONAL CARE HOME,"1220 DOGWOOD ROAD, NORTH",UNION POINT,GA,30669,GREENE,4,7064864403,greenpersonalcare@gmail.com
GREENWOOD PLACE,ASSISTED LIVING COMMUNITY,1160 WHITLOCK DR,MARIETTA,GA,30064,COBB,70,7704227778,BVance@enlivant.com   (or)  legalhelp@enlivant.com
GREENWOOD PLACE RETIREMENT COMMUNITY,ASSISTED LIVING COMMUNITY,949 W ELM STREET,WRIGHTSVILLE,GA,31096,JOHNSON,49,4788641191,greenwoodplace@gmail.com
"GRIFFIN HOUSE NORTH, THE",PERSONAL CARE HOME,107 - B WEST LIBERTY STREET,CLAXTON,GA,30417,EVANS,15,9127393226,jillgrif@bellsouth.net
"GRIFFIN HOUSE SOUTH , THE",PERSONAL CARE HOME,107 WEST LIBERTY STREET,CLAXTON,GA,30417,EVANS,19,9127393226,jillgrif@bellsouth.net
GRIFFIN MANOR,PERSONAL CARE HOME,207 WEST COLLEGE STREET,GRIFFIN,GA,30224,SPALDING,24,7702275284,
GRO SHADY OAKS PCH,PERSONAL CARE HOME,310 CHESTNUT STREET,DALTON,GA,30721,WHITFIELD,20,7062750953,jcchibuyeshadyoaks@yahoo.com
GROSVENOR HOME,PERSONAL CARE HOME,4556 CENTRAL DRIVE,STONE MOUNTAIN,GA,30083,DEKALB,7,4042981139,cgrosvenorpch01@hotmail.com
GUARDIAN - A PLACE TO CALL HOME,PERSONAL CARE HOME,310 WEST WASHINGTON AVENUE,NASHVILLE,GA,31639,BERRIEN,15,2296863606,INFO@G-APTCHOME.COM
GUERRA PERSONAL CARE HOME,PERSONAL CARE HOME,70 OLD ROUNDTREE RD,RIVERDALE,GA,30274,CLAYTON,3,6785863030,latishasharris@outlook.com
GW PERSONAL CARE HOME,PERSONAL CARE HOME,5208 ABERCORN STREET,SAVANNAH,GA,31405,CHATHAM,6,9123538023,
HABERSHAM HOUSE,PERSONAL CARE HOME,401 E 35TH STREET,SAVANNAH,GA,31401,CHATHAM,10,9123494818,
HABERSHAM HOUSE SENIOR RESIDENCE,ASSISTED LIVING COMMUNITY,5200 HABERSHAM STREET,SAVANNAH,GA,31405,CHATHAM,72,9123520070,msimmons2@5ssl.com
HABERSHAM RETREAT,PERSONAL CARE HOME,258 PARK AVENUE,BALDWIN,GA,30511,BANKS,24,7067781749,bradmoore@fieldale.com
HABERSHAM RETREAT ALC,ASSISTED LIVING COMMUNITY,258 PARK AVENUE,BALDWIN,GA,30511,BANKS,40,7067781749,habersha@windstream.net
HABERSHAM RETREAT II,PERSONAL CARE HOME,258 PARK AVENUE,BALDWIN,GA,30511,BANKS,24,7067784564,bradmoore@fieldale.com
"HALL, BARBARA RAY",PERSONAL CARE HOME,2638 CASTLETOWN DRIVE,HEPHZIBAH,GA,30815,RICHMOND,24,7067937900,sash1325@gmail.com
HAMILTON HOUSE,PERSONAL CARE HOME,512 HAMILTON COURT,SAVANNAH,GA,31401,CHATHAM,12,9123494813,Sean Hollis@pathways.com
HAMILTON MILL PERSONAL CARE HOME,PERSONAL CARE HOME,2581 DOC HUGHES ROAD,BUFORD,GA,30519,GWINNETT,5,6788892358,
HAMILTON MILL SENIOR CARE,PERSONAL CARE HOME,3550 HOG MOUNTAIN ROAD,DACULA,GA,30019,GWINNETT,6,6787147914,hmillseniorcare@gmail.com
"HAMILTON PLACE PERSONAL LIVING, LLC",PERSONAL CARE HOME,2215 OLD HAMILTON PL,GAINESVILLE,GA,30507,HALL,55,4706910161,mikejr@c-ross.com  or kristy.jones@c-ross.com
"HAMPTON HOUSE FACILITY, THE",PERSONAL CARE HOME,432 SOUTH FOURTH STREET,COLBERT,GA,30628,MADISON,20,7067883400,thehamptonhouseincolbert@gmail.com
HANCOCK HOUSE/AGR,PERSONAL CARE HOME,621 WEST HANCOCK STREET,MILLEDGEVILLE,GA,31061,BALDWIN,6,4784457713,oconeecbs@windstream.net
"HANDS OF FAITH PERSONAL CARE HOME, LLC",PERSONAL CARE HOME,5510 MARTIN COURT,ELLENWOOD,GA,30294,CLAYTON,3,3475135294,HANDSOFFAITHPCH@GMAIL.COM
HANDS THAT CARE AT PARK RIDGE,PERSONAL CARE HOME,8204 PARK RIDGE DR,RIVERDALE,GA,30274,CLAYTON,6,4042451092,phyllisgrier7@yahoo.com
HANMAUM SENIOR CARE,PERSONAL CARE HOME,4606 MCEVER ROAD,OAKWOOD,GA,30566,HALL,9,7705380734,hanmaumcare@hotmail.com
HAPEVILLE MANOR SENIOR CARE,PERSONAL CARE HOME,601 COLEMAN STREET,HAPEVILLE,GA,30354,FULTON,24,4047675874,chiggins@anwan.net
HAPPY GROVE COTTAGE,PERSONAL CARE HOME,2809 CLUB FOREST DRIVE,CONYERS,GA,30013,NEWTON,3,7706794524,
HAPPY HEARTS AT BRANNEN,PERSONAL CARE HOME,2136 BRANNEN ROAD,ATLANTA,GA,30316,DEKALB,3,4043009315,happyheartspch@yahoo.com
HAPPY HEARTS PERSONAL CARE HOME,PERSONAL CARE HOME,3614 LOGWOOD COURT,DECATUR,GA,30034,DEKALB,3,4043009315,happyheartsPCH2yahoo.com
HAPPY'S MANNER,PERSONAL CARE HOME,1816 ENID DRIVE,LITHONIA,GA,30058,DEKALB,3,7702068120,maleshiiamyrie@gmail.com
"HARBOR AT HARMONY CROSSING, THE",ASSISTED LIVING COMMUNITY,923 HARMONY ROAD,EATONTON,GA,31024,PUTNAM,75,7064384441,bwatkins@harborharmony.com
"HARBOR AT RENAISSANCE MARQUIS, THE",ASSISTED LIVING COMMUNITY,3126 CEDARTOWN HWY SW,ROME,GA,30161,FLOYD,25,7062950014,bfreeman@renaissancemarquis.com
HARBOR HOUSE,PERSONAL CARE HOME,715 LARK WOOD DRIVE,TUNNEL HILL,GA,30755,WHITFIELD,4,7065191058,
HARMONY AT SAVANNAH,ASSISTED LIVING COMMUNITY,9136 OLD MONTGOMERY ROAD,SAVANNAH,GA,31406,CHATHAM,120,9122449880,AADAMS@HARMONYATSAVANNAH.COM
HARMONY CAREGIVING HOME,PERSONAL CARE HOME,1589 WILLIE DRIVE,MARIETTA,GA,30062,COBB,6,6783905723,harmonycaregivinghome@yahoo.com - ltu123456@hotmail.com
HAROLD AVENUE PCH,PERSONAL CARE HOME,1969 HAROLD AVENUE,SMYRNA,GA,30080,COBB,6,7704386524,
HARPER HOUSE,PERSONAL CARE HOME,512 NORTH STATE STREET,LYONS,GA,30436,TOOMBS,4,9125269189,1BRADFORD@PINELANDCSB.ORG
HARPERS PERSONAL CARE HOME,PERSONAL CARE HOME,186 BOOTLEGGER LANE,WASHINGTON,GA,30673,WILKES,24,7066786070,jcharper@nu-z.net
HARRIS HOUSE,PERSONAL CARE HOME,3914 SABLE DRIVE,STONE MOUNTAIN,GA,30083,DEKALB,6,8884199922,llatimer@learningservices.com
"HARRIS HOUSE, THE",PERSONAL CARE HOME,605 SOUTH LEE STREET,FITZGERALD,GA,31750,BEN HILL,24,2294234810,myharrishouse@gmail.com
HARRIS SENIOR LIVING LLC,PERSONAL CARE HOME,11905 HARRIS ROAD,ROSWELL,GA,30076,FULTON,9,4702465762,miltonsrliving@gmail.com
"HAVEN AT HAMMOND GLEN, THE",PERSONAL CARE HOME,335 HAMMOND DRIVE NE,ATLANTA,GA,30328,FULTON,24,4042566300,hammondglen@yahoo.com
HAZEL MARCHANT HOME FOR WOMEN,PERSONAL CARE HOME,1606 RED FOX TRAIL,TIFTON,GA,31794,TIFT,4,2293889001,mhatcher@swga-easterseals.org
HEALING HOUSE 1 RESIDENTIAL CARE,PERSONAL CARE HOME,107 NORTHWIND COURT,WARNER ROBINS,GA,31093,HOUSTON,4,4783025767,healinghouse1residentialcare@gmail.com
HEART OF GEORGIA DD MINISTRIES,PERSONAL CARE HOME,238 HATCHER ROAD,WARNER ROBINS,GA,31088,HOUSTON,7,4783336297,ddm2@cox.net or jey1@cox.net
HEART TO HEART PERSONAL CARE,PERSONAL CARE HOME,2336 WESLEY CHAPEL ROAD,DECATUR,GA,30035,DEKALB,6,4044848044,stardenson85@yahoo.com
HEART4HEART,PERSONAL CARE HOME,7015 WELLCREST WAY NW,KENNESAW,GA,30152,COBB,3,4047070370,heart4hearts@yahoo.com
HEARTHSTONE AT PRESBYTERIAN VILLAGE,PERSONAL CARE HOME,2000 EAST-WEST CONNECTOR,AUSTELL,GA,30106,COBB,48,7708197000,cfarley@phgainc.org
HEARTHSTONE PERSONAL CARE COMMUNITY,PERSONAL CARE HOME,350 MARKET PLACE,ROSWELL,GA,30075,FULTON,24,7705521091,south@hearthstoneofroswell.com
HEARTIS FAYETTEVILLE,ASSISTED LIVING COMMUNITY,936 WEST LANIER AVENUE,FAYETTEVILLE,GA,30214,FAYETTE,96,7704612555,administrator@heartisfayetteville.com
HEARTIS SUWANEE,ASSISTED LIVING COMMUNITY,4055 SUWANEE DAM ROAD,SUWANEE,GA,30024,GWINNETT,102,7706146601,jwesterbeck@caddis.com
HEARTS OF LOVE II,PERSONAL CARE HOME,5268 GOLF VALLEY WAY,STONE MOUNTAIN,GA,30088,DEKALB,3,7704650720,heartsoflovellc@gmail.com
HEARTS OF LOVE III,PERSONAL CARE HOME,5526 STONELEIGH COURT,STONE MOUNTAIN,GA,30088,DEKALB,3,4705453897,heartsoflovellc@gmail.com
HEATHER HOUSE CRABAPPLE,PERSONAL CARE HOME,290 RANCHETTE ROAD,ALPHARETTA,GA,30004,FULTON,12,7704423756,movassh@outlook.com
HEATHER HOUSE ROSWELL,PERSONAL CARE HOME,11965 OLD MOUNTAIN PARK,ROSWELL,GA,30075,FULTON,8,7709927324,movassh@outlook.com
HEAVENLY ARMS,PERSONAL CARE HOME,2764 1/2 TOBACCO ROAD,HEPHZIBAH,GA,30815,RICHMOND,5,7067981181,heavenlyarms2008@aol.com
HEAVENLY ARMS II,PERSONAL CARE HOME,2342 DORN ROAD,AUGUSTA,GA,30906,RICHMOND,6,7063069200,heavenlyarms2008@aol.com
HEAVENLY HANDS,PERSONAL CARE HOME,3365 TANGLEWOOD DRIVE,AUGUSTA,GA,30909,RICHMOND,3,7063646660,hhofaugusta@gmail.com
HEAVENLY MANOR,PERSONAL CARE HOME,135 GARRETT WAY,MILLEDGEVILLE,GA,31061,BALDWIN,6,4782953505,janislittle1948@gmail.com
HELPING HANDS OF MILLEDGEVILLE,PERSONAL CARE HOME,525 HWY 24 E,MILLEDGEVILLE,GA,31061,BALDWIN,3,4784532142,gregfost@windstream.net
HERITAGE CARE HOME,PERSONAL CARE HOME,108 WEST 3RD STREET,OCILLA,GA,31774,IRWIN,22,2294687073,almathomas12@yahoo.com
HERITAGE ESTATE,PERSONAL CARE HOME,4017 DERBY DRIVE,GAINESVILLE,GA,30507,HALL,5,6787238655,privatecarehome@heritageestatellc.com
HERITAGE HOME CARE,PERSONAL CARE HOME,1855 OLD SALEM ROAD,CONYERS,GA,30013,ROCKDALE,3,7703889600,heritagehomecare@comcast.net
HERITAGE HOUSE,PERSONAL CARE HOME,811 BELLEVUE AVENUE,DUBLIN,GA,31021,LAURENS,15,4782754800,sshriver@bellsouth.net
"HERITAGE HOUSE SENIOR LIVING, THE",PERSONAL CARE HOME,1608 BLACK MOUNTAIN ROAD,DAHLONEGA,GA,30533,LUMPKIN,6,7064820116,deangela@theheritagehouseseniorliving.com
"HERITAGE HOUSE SENIOR LIVING, THE",PERSONAL CARE HOME,390 MARY ALICE PARK ROAD,CUMMING,GA,30041,FORSYTH,6,7707811128,deangela@theheritagehouseseniorliving.com
HERITAGE INN RETIREMENT CENTER,PERSONAL CARE HOME,14901 RIVER STREET,BLAKELY,GA,39823,EARLY,15,2297238099,
HERITAGE LIVING,PERSONAL CARE HOME,1751 E ATLANTA RD,STOCKBRIDGE,GA,30281,HENRY,6,6785935399,heritagelivingllc@gmail.com
HERITAGE OF BROOKSTONE,ASSISTED LIVING COMMUNITY,5235 STILESBORO ROAD,KENNESAW,GA,30152,COBB,70,7704230080,KSPENCER@SOLUTIONSADVISORSGROUP.COM
"HERITAGE OF MARIETTA, THE",ASSISTED LIVING COMMUNITY,1790 POWDER SPRINGS ROAD,MARIETTA,GA,30064,COBB,75,4696195372,josh@mcfarlin-group.com
HERITAGE OF PEACHTREE,ASSISTED LIVING COMMUNITY,1967 HIGHWAY 54 WEST,PEACHTREE CITY,GA,30269,FAYETTE,50,7706313461,KSPENCER@SOLUTIONSADVISORSGROUP.COM
HERITAGE OF SANDY PLAINS,ASSISTED LIVING COMMUNITY,3039 SANDY PLAINS ROAD,MARIETTA,GA,30066,COBB,70,7709737303,KSPENCER@SOLUTIONSADVISORSGROUP.COM
HESS HOME,PERSONAL CARE HOME,1182 HESS DRIVE,AVONDALE ESTATES,GA,30002,DEKALB,4,4042970555,
HIBISCUS MANOR,PERSONAL CARE HOME,2203 FELLOWSHIP ROAD,TUCKER,GA,30084,DEKALB,7,6784045482,patronsplaceservices@gmail.com
HICKORY LOG VOCATIONAL SCHOOL,PERSONAL CARE HOME,3680 HIGHWAY 411 NE,WHITE,GA,30184,BARTOW,24,7703826655,hickorylog@comcast.net
HIGH COTTON HOMES,PERSONAL CARE HOME,307 CHARLES STREET,VIENNA,GA,31092,DOOLY,22,2292684446,vannc48@gmail.com
HIGH HOPE PERSONAL CARE HOME,PERSONAL CARE HOME,252 NELMS ROAD,FAYETTEVILLE,GA,30215,FAYETTE,4,7704876346,
HIGHER LIVING PCH,PERSONAL CARE HOME,650 MAIN STREET,WARRENTON,GA,30828,WARREN,16,7064651188,tamekabeall@att.net
HIGHLAND CIRCLE PERSONAL CARE HOME,PERSONAL CARE HOME,1028 HIGHLAND CIRCLE,CONYERS,GA,30012,ROCKDALE,18,7706794235,hben062770@gmail.com
HIGHLANDS SENIOR LIVING,PERSONAL CARE HOME,16 ROVING ROAD,CARTERSVILLE,GA,30121,BARTOW,50,7703828989,jenniferbell@feltonmanor.com
HIGHLANDS SENIOR LIVING SOUTH,PERSONAL CARE HOME,241 NELSON STREET,CARTERSVILLE,GA,30120,BARTOW,43,7703868147,janicehunt@feltonmanor.com
HILLTOP HOUSE PERSONAL CARE HOME,PERSONAL CARE HOME,1208 WEST GORDON STREET,QUITMAN,GA,31643,BROOKS,6,2292636513,hilltophouseinc@gmail.com
HISTORIC ROSWELL PLACE ASSISTED LIVING & MEMORY,ASSISTED LIVING COMMUNITY,75 MAGNOLIA ST,ROSWELL,GA,30075,FULTON,96,7706451900,kprokai@pegasusseniorliving.com
"HOLBROOK OF DECATUR, THE",ASSISTED LIVING COMMUNITY,1882 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,129,4044966794,cbarrow@holbrooklife.com
HOLBROOK OF WOODSTOCK,ASSISTED LIVING COMMUNITY,13682 HIGHWAY 92,WOODSTOCK,GA,30188,CHEROKEE,107,6785660034,fboatman@holbrooklife.com
HOLLANDER SENIOR LIVING,PERSONAL CARE HOME,171 HIGHWAY US 78 NW,MONROE,GA,30655,WALTON,50,7702677050,donna@shollanderseniorliving.com
HOLLANDER SENIOR LIVING AND MEMORY CARE,PERSONAL CARE HOME,"5399 NORTHLAND DRIVE, NE",ATLANTA,GA,30342,FULTON,60,4044773800,glenda@hollanderseniorliving.com/ jada@hollanderseniorliving
HOLLY TREE SEMI-INDEPENDENT RESIDENTIAL (MEN),PERSONAL CARE HOME,5930 HWY 85 UNIT 104,RIVERDALE,GA,30274,CLAYTON,13,7709913701,aundria.cheever@claytoncenter.org
HOLLY TREE SEMI-INDEPENDENT RESIDENTIAL(WOMEN),PERSONAL CARE HOME,5930 HWY 85 UNIT 101,RIVERDALE,GA,30274,CLAYTON,13,7709913701,aundria.cheever@claytoncenter.org
"HOME FOR MOM & DAD, A",PERSONAL CARE HOME,2560 JOHNSON DRIVE,DORAVILLE,GA,30340,GWINNETT,6,7704168445,jabezprayer54@hot mail.com
HOME OF LOVE PCH,PERSONAL CARE HOME,"2188 FAIR WAY CIRCLE, S.W.",ATLANTA,GA,30331,FULTON,3,4043444268,weslleypch@yahoo.com
HOME OF PEACE AND TRANQUILITY,PERSONAL CARE HOME,8930 ASHWOOD DRIVE,RIVERDALE,GA,30274,CLAYTON,3,4702653677,homeofpeaceandtranquilityinc@yahoo.com
"HOME PLACE, THE",PERSONAL CARE HOME,801 WALNUT STREET,LOUISVILLE,GA,30434,JEFFERSON,11,4786257256,paulastickle@gmail.com
HOME SWEET HOME II,PERSONAL CARE HOME,3605 ANDREA LEE COURT,SNELLVILLE,GA,30039,GWINNETT,6,6786919389,corneliaflorea@yahoo.com
HOME SWEET HOME OF TOCCOA,PERSONAL CARE HOME,16 CRESTWOOD DRIVE,TOCCOA,GA,30577,STEPHENS,14,7064912998,suzique777@gmail.com
HOMELIFE ON GLYNCO,PERSONAL CARE HOME,1550 GLYNCO PARKWAY,BRUNSWICK,GA,31525,GLYNN,65,9122800078,drankey@homelifecompanies.com
HONA'S PERSONAL CARE HOME,PERSONAL CARE HOME,3211 GRAGG STREET,THUNDERBOLT,GA,31404,CHATHAM,4,9126043805,gregory@honaspch.net
HONEST LIVING,PERSONAL CARE HOME,14 VICTORIA COURT,POOLER,GA,31322,CHATHAM,6,9125076249,juanitahudson74@icloud.com
HOPE 4 HAVEN HOUSE PCH,PERSONAL CARE HOME,4031 SWEET WATER PKWY,ELLENWOOD,GA,30294,DEKALB,3,6786980112,yourchoiceofcare@yahoo.com
HOPE ASSISTED LIVING & MEMORY CARE CENTER,ASSISTED LIVING COMMUNITY,1200 WINDER HWY,DACULA,GA,30019,GWINNETT,64,7709634673,csides@ssmgrp.com
HOPE CENTER MEMORY CARE,ASSISTED LIVING COMMUNITY,355 BRANDYWINE BOULEVARD,FAYETTEVILLE,GA,30214,FAYETTE,100,6788174672,yolanda.hunter@phoenixsrliving.com
HOPE GARDENS 4 RETREAT,PERSONAL CARE HOME,4058 PANOLA ROAD,LITHONIA,GA,30038,DEKALB,3,6786152158,hope.gardensretreat@gmail.com
HOPE OF COLUMBUS,PERSONAL CARE HOME,47 30TH AVENUE,COLUMBUS,GA,31903,MUSCOGEE,4,7066897943,hopeofcolumbus@gmail.com
HOUFF HOME CARE,PERSONAL CARE HOME,104 WILLIAMS STREET,WARNER ROBINS,GA,31093,HOUSTON,4,4782368549,houffhome@gmail.com
HOUSE OF ANGELS PCH,PERSONAL CARE HOME,3554 EVANGELINE DRIVE,AUGUSTA,GA,30906,RICHMOND,6,7069558018,macklands@comcast.net
"HOUSE OF CARE, A",PERSONAL CARE HOME,2118 SANDERS ROAD,AUGUSTA,GA,30906,RICHMOND,5,7068695656,ahouseofcare@gmail.com
HOUSE OF EMMANUEL AT HOLLY SPRINGS,PERSONAL CARE HOME,2852 HOLLY SPRINGS ROAD,MARIETTA,GA,30062,COBB,6,6788257233,banjodemi@yahoo.com
HOUSE OF EMMANUEL AT POWDER SPRINGS,PERSONAL CARE HOME,2432 POWDER SPRINGS ROAD,MARIETTA,GA,30064,COBB,5,7707260377,banjodemi@yahoo.com
HOUSE OF EMMANUEL AT SANDY PLAINS,PERSONAL CARE HOME,1788 SANDY PLAINS ROAD,MARIETTA,GA,30066,COBB,6,6788257233,banjodemi@yahoo.com
HOUSE OF HEROES PERSONAL CARE HOME,PERSONAL CARE HOME,118 GARDEN GATE PARKWAY,MCDONOUGH,GA,30252,HENRY,3,6782165895,sereathanobles1@charter.net
HOUSE OF LORD PERSONAL CARE HOME,PERSONAL CARE HOME,5274 BIG A ROAD,DOUGLASVILLE,GA,30135,DOUGLAS,6,6786539211,lnou92@yahoo.com
HOUSE OF LOVE AND RESTORATION CARE HOME,PERSONAL CARE HOME,109 VILLA DRIVE,JENKINSBURG,GA,30234,BUTTS,3,6784885168,yolandalavette77@gmail.com
"HOUSE OF LOVE ON SIBLEY, THE",PERSONAL CARE HOME,2135 SIBLEY ROAD,AUGUSTA,GA,30909,RICHMOND,6,7065890920,chareecook@ymail.com
HOUSE OF PARADISE,PERSONAL CARE HOME,42 E CALHOUN STREET,WADLEY,GA,30477,JEFFERSON,6,4782529996,houseofparadise4u@yahoo.com
"HUDSON HOUSE, THE",PERSONAL CARE HOME,443 BAGWELL RD,CARROLLTON,GA,30117,CARROLL,24,7708344001,nkknn2@aol.com
