AHCA Number (File Number),License Number,License Effective Date,License Expiration Date,Facility Type,Name,Street Address,Street Address Line 2,Street City,Street State,Street Zip,Street County,Phone,Mailing Address,Mailing Address Line 2,Mailing City,Mailing State,Mailing Zip,Mailing County,License Status,Owner,Owner Since,Admin/CEO,Licensed Beds,Profit Status,Web Address
11910533,7102,12/1/18,2/28/21,Assisted Living Facility,BROOKDALE PHILLIPPI CREEK,5501 SWIFT ROAD,,SARASOTA,FL,34231,Sarasota,(941) 922-8778,5501 SWIFT ROAD,,SARASOTA,FL,34231,Sarasota,IN REVIEW,BREA SARASOTA  LLC,12/1/06,AYMEE THOMAS,127,For-Profit,www.brookdale.com
11953408,8527,9/21/19,12/19/21,Assisted Living Facility,BROOKDALE POINTE WEST,6101 POINTE WEST BLVD,,BRADENTON,FL,34209-5534,Manatee,(941) 795-5533,6101 POINTE WEST BLVD,,BRADENTON,FL,34209-5534,Manatee,LICENSED,BROOKDALE SENIOR LIVING COMMUNITIES  INC.,1/23/03,NIKOLE MENDEZ,40,For-Profit,www.brookdale.com
11964477,9027,7/26/19,10/23/21,Assisted Living Facility,BROOKDALE PORT CHARLOTTE,18440 COCHRAN  BLVD,,PORT CHARLOTTE,FL,33948,Charlotte,(941) 743-9300,18440 COCHRAN BLVD,,PORT CHARLOTTE,FL,33948,Charlotte,LICENSED,BROOKDALE SENIOR LIVING COMMUNITIES  INC.,7/26/99,KRYSTAL BERNARDI,60,For-Profit,www.brookdale.com
11964341,8913,5/27/19,8/24/21,Assisted Living Facility,BROOKDALE PORT ORANGE,955 VILLAGE TRL,,PORT ORANGE,FL,32127-8916,Volusia,(386) 304-3333,955 VILLAGE TRL,,PORT ORANGE,FL,32127-8916,Volusia,LICENSED,BROOKDALE SENIOR LIVING COMMUNITIES  INC.,2/21/05,MARY MARGARET SANGUEDOLCE,60,For-Profit,www.brookdale.com
11964437,8980,6/30/19,9/27/21,Assisted Living Facility,BROOKDALE PUNTA GORDA ISLES,250 BAL HARBOR BLVD,,PUNTA GORDA,FL,33950,Charlotte,(941) 575-9900,250 BAL HARBOR BLVD,,PUNTA GORDA,FL,33950,Charlotte,LICENSED,BROOKDALE SENIOR LIVING COMMUNITIES  INC.,3/7/05,SCOTT SAYRE,60,For-Profit,www.brookdale.com
11964641,9182,2/6/20,5/6/22,Assisted Living Facility,BROOKDALE ROTONDA,550 ROTONDA BLVD WEST,,ROTONDA WEST,FL,33947,Charlotte,(941) 698-1198,550 ROTONDA BLVD WEST,,ROTONDA WEST,FL,33947,Charlotte,LICENSED,BROOKDALE SENIOR LIVING COMMUNITIES  INC.,12/30/99,MICHELLE COMER,60,For-Profit,www.brookdale.com
11965405,9767,2/14/20,5/14/22,Assisted Living Facility,BROOKDALE SANTA BARBARA,911 SANTA BARBARA BLVD,,CAPE CORAL,FL,33991,Lee,(239) 542-1127,911 SANTA BARBARA BLVD,,CAPE CORAL,FL,33991,Lee,LICENSED,BROOKDALE SENIOR LIVING COMMUNITIES  INC.,2/14/00,CARISSA STEVENS,40,For-Profit,www.brookdale.com
11911216,7099,9/17/20,9/16/22,Assisted Living Facility,BROOKDALE SARASOTA MIDTOWN,2186 BAHIA VISTA STREET,,SARASOTA,FL,34239,Sarasota,(941) 954-1911,2186 BAHIA VISTA STREET,,SARASOTA,FL,34239,Sarasota,LICENSED,ARC BAHIA OAKS INC,6/19/98,AYMEE THOMAS,120,For-Profit,brookdale.com
11964912,9380,10/1/18,12/29/20,Assisted Living Facility,BROOKDALE SOUTHPOINT,6895 BELFORT OAKS PLACE,,JACKSONVILLE,FL,32216,Duval,(904) 296-2384,6895 BELFORT OAKS PLACE,,JACKSONVILLE,FL,32216,Duval,IN REVIEW,ESC-NEW PORT RICHEY LLC,8/1/12,CONSTANCE E HICKMAN,102,For-Profit,www.brookdale.com
11963906,7464,9/20/19,12/18/21,Assisted Living Facility,BROOKDALE SOUTHSIDE,9601 SOUTHBROOK DRIVE,,JACKSONVILLE,FL,32256,Duval,(904) 641-7501,9601 SOUTHBROOK DRIVE,,JACKSONVILLE,FL,32256,Duval,LICENSED,AMERICAN RETIREMENT CORPORATIOBN,11/18/14,BETHANY MARIE JOHNSON,87,For-Profit,www.brookdale.com
11964750,9255,5/13/20,5/12/22,Assisted Living Facility,BROOKDALE SPRING HILL,10440 PALMGREN LN,,SPRING HILL,FL,34608-7486,Hernando,(352) 684-7400,10440 PALMGREN LN,,SPRING HILL,FL,34608-7486,Hernando,LICENSED,BROOKDALE SENIOR LIVING COMMUNITIES  INC.,5/22/98,CATHY MARKLE,50,For-Profit,www.brookdale.com
11965570,9908,9/1/19,11/29/21,Assisted Living Facility,BROOKDALE ST AUGUSTINE,150 MARINER HEALTH WAY,,SAINT AUGUSTINE,FL,32086,St. Johns,(904) 794-9988,150 MARINER HEALTH WAY,,SAINT AUGUSTINE,FL,32086,St. Johns,LICENSED,SUMMERVILLE AT ST AUGUSTINE LLC,9/1/05,LEAH RANDALL,115,For-Profit,www.brookdale.com
11964031,8773,12/12/21,12/11/22,Assisted Living Facility,BROOKDALE STUART,3401 SE ASTER LANE,,STUART,FL,34994,Martin,(772) 287-6001,3401 SE ASTER LANE,,STUART,FL,34994,Martin,LICENSED,BROOKDALE SENIOR LIVING COMMUNITIES  INC.,9/1/99,ROXANN ROGERS,55,For-Profit,www.brookdale.com
11964456,9009,7/28/19,10/25/21,Assisted Living Facility,BROOKDALE TARPON SPRINGS,1651 SOUTH PINELLAS AVENUE,,TARPON SPRINGS,FL,34689,Pinellas,(727) 934-1000,1651 SOUTH PINELLAS AVENUE,,TARPON SPRINGS,FL,34689,Pinellas,LICENSED,ARC TARPON SPRINGS  INC,4/1/05,CHRISTOPHER HYLAND,80,For-Profit,www.brookdale.com
11964319,8906,2/23/19,5/23/21,Assisted Living Facility,BROOKDALE TAVARES,2232 DORA AVENUE,,TAVARES,FL,32778,Lake,(352) 343-2500,2232 DORA AVENUE,,TAVARES,FL,32778,Lake,IN REVIEW,BROOKDALE SENIOR LIVING COMMUNITIES  INC.,7/16/99,PAMELA GUST,60,For-Profit,www.brookdale.com
11964081,8833,3/5/21,3/4/23,Assisted Living Facility,BROOKDALE TEQUESTA,205 VILLAGE BLVD,,TEQUESTA,FL,33469,Palm Beach,(561) 748-3611,205 VILLAGE BLVD,,TEQUESTA,FL,33469,Palm Beach,LICENSED,ALS NORTH AMERICA INC,6/18/10,KAITLYN MULBERRY OTERI,55,For-Profit,www.brookdale.com
11964856,9321,12/19/20,12/18/22,Assisted Living Facility,BROOKDALE TEQUESTA,211 VILLAGE BLVD,,TEQUESTA,FL,33469,Palm Beach,(561) 741-0850,211 VILLAGE BLVD,,TEQUESTA,FL,33469,Palm Beach,LICENSED,ALS NORTH AMERICA INC,9/20/10,MARA CIJULUS,50,For-Profit,www.brookdale.com
11964062,8798,6/10/19,9/7/21,Assisted Living Facility,BROOKDALE VERO BEACH SOUTH,410 4TH CT,,VERO BEACH,FL,32962-1814,Indian River,(772) 569-4600,410 4TH CT,,VERO BEACH,FL,32962-1814,Indian River,LICENSED,BROOKDALE SENIOR LIVING COMMUNITIES  INC.,2/21/05,GEORGIA DIEUSENER,50,For-Profit,www.brookdale.com
11965283,9671,9/22/19,12/20/21,Assisted Living Facility,BROOKDALE VERO BEACH SOUTH,420 4TH CT,,VERO BEACH,FL,32962-1812,Indian River,(772) 794-1778,420 4TH CT,,VERO BEACH,FL,32962-1812,Indian River,LICENSED,BROOKDALE SENIOR LIVING COMMUNITIES  INC.,7/27/99,GEORGIA DIEUSENER,40,For-Profit,www.brookdale.com
11965474,9829,12/31/20,12/30/22,Assisted Living Facility,BROOKDALE WEKIWA SPRINGS,203 S WEKIWA SPRINGS ROAD,,APOPKA,FL,32703,Orange,(407) 889-7704,203 S WEKIWA SPRINGS ROAD,,APOPKA,FL,32703,Orange,LICENSED,SUMMERVILLE AT WEKIWA SPRINGS  LLC,10/2/06,STEPHANIE TUTSON,97,For-Profit,www.brookdale.com
11964916,9384,8/1/19,10/29/21,Assisted Living Facility,BROOKDALE WEST BOYNTON BEACH,8220 S JOG RD,,BOYNTON BEACH,FL,33472-2938,Palm Beach,(561) 733-3200,8220 S JOG RD,,BOYNTON BEACH,FL,33472-2938,Palm Beach,LICENSED,SUMMERVILLE 15  LLC,8/1/05,HELEN LILA ALTIERI,167,For-Profit,www.brookdale.com
11964072,8834,11/21/18,2/18/21,Assisted Living Facility,BROOKDALE WEST MELBOURNE,7300 GREENBORO DRIVE,,MELBOURNE,FL,32904,Brevard,(321) 953-6464,7300 GREENSBORO DRIVE,,MELBOURNE,FL,32904,Brevard,IN REVIEW,BROOKDALE SENIOR LIVING COMMUNITIES  INC.,8/23/00,DOUGLAS LOVE,55,For-Profit,www.brookdale.com
11964760,9244,5/7/20,5/6/22,Assisted Living Facility,BROOKDALE WEST MELBOURNE,7200 GREENBORO DR,,MELBOURNE,FL,32904-1424,Brevard,(321) 725-3100,7200 GREENBORO DR,,MELBOURNE,FL,32904-1424,Brevard,LICENSED,BROOKDALE SENIOR LIVING COMMUNITIES  INC.,5/7/02,DOUGLAS LOVE,55,For-Profit,www.brookdale.com
11965390,9766,2/11/20,2/10/22,Assisted Living Facility,BROOKDALE WEST MELBOURNE,7199 GREENBORO DR,,WEST MELBOURNE,FL,32904-1432,Brevard,(321) 951-4455,7199 GREENBORO DR,,WEST MELBOURNE,FL,32904-1432,Brevard,LICENSED,BROOKDALE SENIOR LIVING COMMUNITIES  INC.,2/11/00,DOUGLAS LOVE,42,For-Profit,www.brookdale.com
11942816,8256,4/18/20,4/17/22,Assisted Living Facility,BROOKDALE WEST PALM BEACH,6100 COMMON CIRCLE,,WEST PALM BEACH,FL,33417,Palm Beach,(561) 697-3051,6100 COMMON CIR,,WEST PALM BEACH,FL,33417-4282,Palm Beach,LICENSED,BROOKDALE LIVING COMMUNITIES OF FLORIDA  INC.,1/16/98,DEBRA LEWIS,76,For-Profit,www.brookdale.com
11965254,9670,9/22/19,12/20/21,Assisted Living Facility,BROOKDALE WINTER HAVEN,6120 CYPRESS GARDENS BLVD,,WINTER HAVEN,FL,33884-3180,Polk,(863) 318-8416,6120 CYPRESS GARDENS BLVD,,WINTER HAVEN,FL,33884-3180,Polk,LICENSED,BROOKDALE SENIOR LIVING COMMUNITIES  INC.,8/22/00,PAMELA GUST,40,For-Profit,www.brookdale.com
11964514,9066,10/10/19,1/7/22,Assisted Living Facility,BROOKDALE WINTER HAVEN AL,6110 CYPRESS GARDENS BLVD,,WINTER HAVEN,FL,33884-4142,Polk,(863) 318-8055,6110 CYPRESS GARDENS BLVD,,WINTER HAVEN,FL,33884-4142,Polk,LICENSED,BROOKDALE SENIOR LIVING COMMUNITIES  INC.,12/30/99,PAMELA GUST,60,For-Profit,www.brookdale.com
11932514,7354,8/1/19,10/29/21,Assisted Living Facility,BROOKSHIRE (THE),85 BULLDOG BLVD,,MELBOURNE,FL,32901-3319,Brevard,(321) 984-7966,85 BULLDOG BLVD,,MELBOURNE,FL,32901-3319,Brevard,LICENSED,CATALINA GARDENS HEALTH CARE ASSOCIATES  LLC,8/1/07,GARY L WEST,135,For-Profit,www.consulatehealthcare.com
11969394,13191,9/23/20,9/22/22,Assisted Living Facility,BROOKVIEW MANOR ASSISTED LIVING FACILITY LLC,882 BROOKVIEW LN,,ROCKLEDGE,FL,32955,Brevard,(321) 987-9699,882 BROOKVIEW LN,,ROCKLEDGE,FL,32955,Brevard,LICENSED,BROOKVIEW MANOR ASSISTED LIVING FACILITY LLC.,4/23/18,JAMEELA SUKHU,6,For-Profit,www.brookviewmanoralf.com
11965738,10115,2/27/21,2/26/23,Assisted Living Facility,BROOKWOOD,7211 BEACONWOODS DRIVE,,HUDSON,FL,34667,Pasco,(727) 857-5927,7211 BEACONWOODS DRIVE,,HUDSON,FL,34667,Pasco,LICENSED,PATRICK SULLIVAN,11/29/10,KATHLEEN KOSKOS,14,For-Profit,Brookwood Assisted Living
11910658,5956,7/6/19,10/3/21,Assisted Living Facility,BROWARD HOUSE  INC.,417 SE 18TH CT,,FT LAUDERDALE,FL,33316-2831,Broward,(954) 468-1290,1726 SE 3RD AVE,,FT LAUDERDALE,FL,33316-2514,Broward,LICENSED,BROWARD HOUSE  INC.,5/7/91,ALEXANDRA GARRISON,60,Not-For-Profit,www.browardhouse.org
11969685,13445,4/6/20,4/5/22,Assisted Living Facility,BROWNS HOUSE ASSISTED LIVING FACILITY LLC,2241 SE MELALEUCA BLVD,,PORT SAINT LUCIE,FL,34952,St. Lucie,(772) 207-7909,2241 SE MELALEUCA BLVD,,PORT SAINT LUCIE,FL,34952,St. Lucie,LICENSED,BROWNS HOUSE ASSISTED LIVING FACILITY LLC,9/20/19,SOPHIA THOMAS,5,For-Profit,
11910551,5856,9/24/19,12/22/21,Assisted Living Facility,BROXTON'S A. L. F. HOMES,2233 PATE POND ROAD,,CARYVILLE,FL,32427,Washington,(850) 548-5232,2233 PATE POND ROAD,,CARYVILLE,FL,32427,Washington,LICENSED,EULA MAE BROXTON,9/1/87,EULA MAE BROXTON,22,For-Profit,
11953661,9342,3/21/19,6/18/21,Assisted Living Facility,BRYAN FAMILY HOME  INC,14871 SW 70TH ST,,MIAMI,FL,33193-1026,Miami-Dade,(305) 408-7260,14871 SW 70TH ST,,MIAMI,FL,33193-1026,Miami-Dade,IN REVIEW,BRYAN FAMILY HOME  INC,3/21/17,YOAN MARTINEZ,6,For-Profit,
11969852,13611,6/16/21,6/15/23,Assisted Living Facility,BRYAN'S CHATEAU (THE),1803 POWDER RIDGE DR,,VALRICO,FL,33594,Hillsborough,(813) 215-9577,1803 POWDER RIDGE DR,,VALRICO,FL,33594,Hillsborough,LICENSED,BRYAN'S CHATEAU (THE),6/16/21,ICOLIN MAY BRYAN,5,For-Profit,
11965850,10172,9/11/20,9/10/22,Assisted Living Facility,BUCKINGHAM PLACE  LLC,1845 GARFIELD STREET,,HOLLYWOOD,FL,33020,Broward,(954) 921-1819,1845 GARFIELD STREET,,HOLLYWOOD,FL,33020,Broward,LICENSED,BUCKINGHAM PLACE  LLC,4/10/02,ANNA MARIE SOOKOO,41,For-Profit,www.buckinghamplacealf.com
11953589,8637,3/18/20,3/17/22,Assisted Living Facility,BUENA VIDA CARE CORP,5813 LAKE BEND AVE,,TAMPA,FL,33614-5936,Hillsborough,(813) 876-9244,5813 LAKE BEND AVE.,,TAMPA,FL,33684,Hillsborough,LICENSED,BUENA VIDA CARE CORP,9/25/95,DIANA M TORRES,6,For-Profit,
11966111,10375,2/2/20,5/2/22,Assisted Living Facility,BUENA VISTA ASSISTED LIVING,14532 SW 38TH LN,,MIAMI,FL,33175-7829,Miami-Dade,(305) 220-2740,14532 SW 38TH LN,,MIAMI,FL,33175-7829,Miami-Dade,LICENSED,BUENA VISTA ASSISTED LIVING LLC,2/1/18,TERESA RODRIGUEZ,6,For-Profit,
11968484,12368,6/6/19,9/3/21,Assisted Living Facility,BUENA VISTA HEALTH CARE CORP,4230 NW 196TH ST,,MIAMI GARDENS,FL,33055-1813,Miami-Dade,(786) 838-5937,4230 NW 196 ST,,MIAMI GARDENS,FL,33056,Miami-Dade,LICENSED,BUENA VISTA HEALTH CARE CORP,4/2/13,BROOKE LOWY,4,For-Profit,
11966265,10490,9/21/20,9/20/22,Assisted Living Facility,BUENA VISTA HEALTH CARE II  CORP.,7968 W 14TH COURT,,HIALEAH,FL,33014,Miami-Dade,(786) 838-5937,7968 W 14TH COURT,,HIALEAH,FL,33014,Miami-Dade,LICENSED,BUENA VISTA HEALTH CARE II  CORP.,6/23/16,AGUSTIN M EXPOSITO,6,For-Profit,www.buenavistaliving.com
11968137,12066,6/1/20,5/30/22,Assisted Living Facility,BUENAVENTURA ASSISTED LIVING FACILITY LLC,140 OAXACA  LN,,KISSIMMEE,FL,34743,Osceola,(407) 350-5904,140 OAXACA  LN,,KISSIMMEE,FL,34743,Osceola,LICENSED,BUENAVENTURA ASSISTED LIVING FACILITY LLC,4/28/18,MARIA RUIZ,6,For-Profit,buenaventurallc.com
11968834,12670,5/20/19,8/17/21,Assisted Living Facility,BUFFALO CROSSINGS ASSISTED LIVING FACILITY,3890 WOODRIDGE DR,,THE VILLAGES,FL,32162,Sumter,(352) 674-4700,3890 WOODRIDGE DR,,THE VILLAGES,FL,32162,Sumter,LICENSED,RETIREMENT THREE LLC,4/13/15,DEBRA MARTIN,135,For-Profit,www.buffalocrossings.com
11963955,8739,10/11/20,10/10/22,Assisted Living Facility,BUTTERFLY MANOR ASSISTED LIVING FACILITY (THE),660 3RD AVE S,,ST PETERSBURG,FL,33701-4108,Pinellas,(727) 896-4515,660 3RD AVE S,,ST PETERSBURG,FL,33701-4108,Pinellas,LICENSED,VALDENE FORDE,7/1/10,VALDENE FORDE,14,For-Profit,
11963814,8693,11/26/20,11/25/22,Assisted Living Facility,BV ASSISTED LIVING INC,2127 WEST NEW HAVEN AVENUE,,WEST MELBOURNE,FL,32904,Brevard,(321) 724-0060,2127 WEST NEW HAVEN AVENUE,,WEST MELBOURNE,FL,32904,Brevard,LICENSED,BV ASSISTED LIVING  INC,11/16/96,GLENDA MAZZA,52,Not-For-Profit,www.buenavidaestates.org
11910307,7135,10/9/20,10/8/22,Assisted Living Facility,BVM CORAL LANDING  LLC,2820 OLD MOULTRIE ROAD,,SAINT AUGUSTINE,FL,32086,St. Johns,(904) 794-2273,PO BOX 501188,,INDIANAPOLIS,IN,46250,,LICENSED,BVM CORAL LANDING  LLC,10/1/14,KAREN BROCK-CANNON,60,For-Profit,
11969217,13032,7/19/19,10/16/21,Assisted Living Facility,C & Z SUNSHINE HEALTHCARE LLC,8233 DRY CREEK DR,,TAMPA,FL,33615,Hillsborough,(813) 507-4621,8233 DRY CREEK DR,,TAMPA,FL,33615,Hillsborough,LICENSED,C&Z SUNSHINE HEALTHCARE  LLC,5/15/17,ZORA GUTIERREZ,6,For-Profit,
11969136,12961,5/7/21,5/6/23,Assisted Living Facility,C&V ASSISTED LIVING CORP,6005 N CAMERON AVE,,TAMPA,FL,33614,Hillsborough,(305) 778-8352,6005 N CAMERON AVE,,TAMPA,FL,33614,Hillsborough,LICENSED,C & V Assisted Living Corp,10/21/16,SANDRA VALDES,6,For-Profit,
11965917,10249,4/1/21,3/31/23,Assisted Living Facility,CABOT COVE ASSISTED LIVING  LLC,455 BELCHER RD S,,LARGO,FL,33771,Pinellas,(727) 539-1200,455 BELCHER ROAD S.,,LARGO,FL,33771,Pinellas,LICENSED,CABOT COVE ASSISTED LIVING LLC,9/1/12,PAMELA TATRO,79,For-Profit,www.cabotcoveoflargo.com
11932595,8148,12/9/19,3/8/22,Assisted Living Facility,CACHITA ADULT CONGREGATE LIVING FACILITY  INC.,4753 NW 1ST ST,,MIAMI,FL,33126-5269,Miami-Dade,(305) 829-4321,4753 NW 1ST ST,,MIAMI,FL,33126-5269,Miami-Dade,LICENSED,CACHITA ADULT CONGREGATE LIVING FACILITY  INC.,9/8/93,IRENE BOUZA,8,For-Profit,
11969845,13607,6/14/21,6/13/23,Assisted Living Facility,CADIZ ALF LLC,6425 SW 107 AVE,,MIAMI,FL,33173,Miami-Dade,(305) 972-0375,6425 SW 107 AVE,,MIAMI,FL,33173,Miami-Dade,LICENSED,Cadiz ALF LLC,4/28/21,OLGA MUNOZ,6,For-Profit,
11942771,8227,4/30/20,4/29/22,Assisted Living Facility,CALUSA ADULT CARE I,13871 SW 112TH ST,,MIAMI,FL,33186-3266,Miami-Dade,(786) 493-6220,13871 SW 112TH ST,,MIAMI,FL,33186-3266,Miami-Dade,LICENSED,Mary Diaz,3/1/94,MARY DIAZ,13,For-Profit,
11932588,6066,12/30/20,12/29/22,Assisted Living Facility,CALUSA HARBOUR,2525 E FIRST STREET,,FORT MYERS,FL,33901,Lee,(239) 425-2211,2525 FIRST ST,,FORT MYERS,FL,33901,Lee,LICENSED,SNH SE TENANT TRS  INC.,6/29/12,JENNIFER BUTLER,175,For-Profit,https://www.fivestarseniorliving.com/communities/fl/fort-myers/calusa-harbour
11967577,11635,8/5/19,11/2/21,Assisted Living Facility,CALVINELLE ADULT HOME ALF #2,1786 NW 47TH TER,,MIAMI,FL,33142-4071,Miami-Dade,(305) 308-2728,6151 MIRAMAR PKWY STE 310,,MIRAMAR,FL,33023-3985,Broward,LICENSED,CALVINELLE CARE CONCEPT LLC,6/6/12,DANIEL WILLIAMS,10,For-Profit,
11968250,12229,7/24/18,10/21/20,Assisted Living Facility,CALVINELLE SOUTH ALF INC,1750 NW 41 ST,,MIAMI,FL,33142,Miami-Dade,(954) 551-6363,1750 NW 41 ST,,MIAMI,FL,33142,Miami-Dade,IN REVIEW,CALVINELLE SOUTH ASSISTED LIVING FACILITY  INC.,1/9/12,CALVIN C BROWN,10,For-Profit,none
11969056,12908,9/22/18,12/20/20,Assisted Living Facility,CALVINELLE WEST ALF INC,2045 NW 26 ST,,MIAMI,FL,33142,Miami-Dade,(305) 308-2728,6151 MIRAMAR PKWY STE 310,,MIRAMAR,FL,33023,Broward,IN REVIEW,CALVINELLE WEST ALF  INC.,8/4/16,GAYON DUNN LEWIN,14,For-Profit,none
11966863,11008,4/30/19,7/28/21,Assisted Living Facility,CAMACHO ALF  INC,1631 SW 14TH ST,,MIAMI,FL,33145-1537,Miami-Dade,(305) 857-0146,1631 SW 14TH ST,,MIAMI,FL,33145-1537,Miami-Dade,LICENSED,CAMACHO ALF INC,1/11/07,GRISEL RUIZ,6,For-Profit,
11969629,13471,5/21/20,5/20/22,Assisted Living Facility,CAMBRIDGE 13 LLC,1560 W 13TH ST,,RIVIERA BEACH,FL,33404,Palm Beach,(561) 990-8089,4285 NW 66TH PL,,BOCA RATON,FL,33496,Palm Beach,LICENSED,CAMBRIDGE 13 LLC,10/30/19,ERIC LAURENT SALAMA,6,For-Profit,
11966399,10597,11/26/19,11/25/21,Assisted Living Facility,CAMBRIDGE 23  LLC,4373 VENUS AVENUE,,WEST PALM BEACH,FL,33406,Palm Beach,(561) 471-1766,4285 NW 66TH PLACE,,BOCA RATON,FL,33496,Palm Beach,LICENSED,CAMBRIDGE 23 LLC,11/26/19,MS CLAUDIA MARINOFF,14,For-Profit,hiddengardenALF.com
11910384,7462,4/4/21,8/30/22,Assisted Living Facility,CAMBRIDGE 5081 LLC,5081 DUNN ROAD,,FORT PIERCE,FL,34981,St. Lucie,(772) 464-0728,5081 DUNN ROAD,,FORT PIERCE,FL,34981,St. Lucie,LICENSED,CAMBRIDGE 5081 LLC,8/31/20,ERIC LAURENT SALAMA,12,For-Profit,
11968516,12415,12/18/19,3/17/22,Assisted Living Facility,CAMELLIA AT DEERWOOD,10061 SWEETWATER PKWY,,JACKSONVILLE,FL,32256,Duval,(904) 519-1034,6900 WEDGWOOD RD N,STE 300,MAPLE GROVE,MN,55311-3553,,LICENSED,CPF SENIOR LIVING- CAMELLIA LLC,12/18/17,CRYSTAL MAJOR,95,For-Profit,https://www.camelliaatdeerwood.com
11953185,5429,3/18/21,3/17/23,Assisted Living Facility,CAMELOT CHATEAU,1831 SE LAKE WEIR AVENUE,,OCALA,FL,34471,Marion,(352) 629-6077,1831 SE LAKE WEIR AVENUE,,OCALA,FL,34471,Marion,LICENSED,CAMELOT CHATEAU MANAGEMENT COMPANY LLC,12/18/14,WILLIAM J. MESS,80,For-Profit,www.camelotchateau.com
11922197,7096,12/6/20,12/5/22,Assisted Living Facility,CAMELOT COURT,2233 MCKINLEY STREET,,HOLLYWOOD,FL,33020,Broward,(954) 922-0808,2233 MCKINLEY STREET,,HOLLYWOOD,FL,33020,Broward,LICENSED,TOGETHER HOMES LLC,6/18/18,EVITA KING,8,For-Profit,CamelotCourtAssistedLiving.com
11968008,11976,6/16/21,6/15/23,Assisted Living Facility,CAMERON ALF II,3122 W SLIGH AVE,,TAMPA,FL,33614-4607,Hillsborough,(813) 405-8064,3122 W SLIGH AVE,,TAMPA,FL,33614-4607,Hillsborough,LICENSED,CAMERON ALF CORP,2/27/09,LOLIET M PEREZ,10,For-Profit,www.cameronalfcorp.com
11968418,12311,4/4/21,4/3/23,Assisted Living Facility,CAMERON ALF III CORP,3202 W MINNEHAHA ST,,TAMPA,FL,33614,Hillsborough,(813) 405-8064,3202 W MINNEHAHA ST,,TAMPA,FL,33614,Hillsborough,LICENSED,CAMERON ALF CORP,10/19/12,LOLIET M PEREZ,8,For-Profit,www.cameronalfcorp.com
11968980,12843,3/4/21,8/24/21,Assisted Living Facility,CAMILA PALACE CORP,4715 SW 95 AVE,,MIAMI,FL,33165,Miami-Dade,(561) 909-8664,4715 SW 95 AVE,,MIAMI,FL,33165,Miami-Dade,PROV LITIGATION,CAMILA PALACE CORP,4/5/17,LUISA VELEZ,6,For-Profit,
11965575,10003,4/3/19,7/1/21,Assisted Living Facility,CAMINO DE ESPERANZA INC,5903 SW 147TH PL,,MIAMI,FL,33193-2454,Miami-Dade,(305) 382-2570,5903 SW 147TH PLACE,,MIAMI,FL,33193,Miami-Dade,LICENSED,CAMINO DE ESPERANZA INC,2/17/05,MARIA RODRIQUEZ,6,For-Profit,
11969708,13495,7/20/20,7/19/22,Assisted Living Facility,CAMPBELL'S LANDING,904 LAKE MARTHA DR NE,,WINTER HAVEN,FL,33881,Polk,(863) 268-2907,904 LAKE MARTHA DR NE,,WINTER HAVEN,FL,33881,Polk,LICENSED,MISS K'S ENRICHMENT CENTER INC,3/12/20,KATINA LINETTE CAMPBELL,8,For-Profit,
11942971,8361,12/23/18,3/22/21,Assisted Living Facility,CANALVIEW REST HOME,864 CANAL VIEW BLVD,,PORT ORANGE,FL,32119,Volusia,(386) 756-5516,864 CANAL VIEW BLVD,,PORT ORANGE,FL,32119,Volusia,IN REVIEW,MARILOU HURLBURT,12/19/00,MARILOU HURLBURT,6,For-Profit,
11966047,10308,9/13/20,9/12/22,Assisted Living Facility,CANDID HOME CARE III  INC,10710 SW 148 COURT,,MIAMI,FL,33196,Miami-Dade,(305) 382-8753,10710 SW 148 COURT,,MIAMI,FL,33196,Miami-Dade,LICENSED,CANDID HOME CARE III INC,6/15/10,OSVALDO ARTIGAS,6,For-Profit,
11965146,9607,7/26/19,10/23/21,Assisted Living Facility,CANDID HOME CARE  INC,7200 SW 131ST AVE,,MIAMI,FL,33183-3460,Miami-Dade,(305) 385-8380,13605 FARMER RD,,PALMETTO BAY,FL,33158,Miami-Dade,LICENSED,CANDID HOME CARE INC,3/1/99,OSVALDO ARTIGAS,6,For-Profit,
11968566,12459,1/16/20,4/15/22,Assisted Living Facility,CANDY'S HOUSE INC,405 ROSEDALE DR,,SATELLITE BEACH,FL,32937,Brevard,(321) 693-1776,405 ROSEDALE DR,,SATELLITE BEACH,FL,32937,Brevard,LICENSED,CANDY'S HOUSE  INC,9/26/13,KEHINDE EKWOTAFIA,6,For-Profit,
11969443,13230,1/23/21,1/22/23,Assisted Living Facility,CANOPY AT HARPER LAKE (THE),213 W GLEASON DRIVE,,LAKE CITY,FL,32055,Columbia,(386) 344-6985,213 NW GLEASON DRIVE,,LAKE CITY,FL,32055,Columbia,LICENSED,Harper Lake Operations LLC,10/25/18,CAITLYN MARIAH MORGAN,72,For-Profit,www.TheCanopyLiving.com
11969866,13615,6/22/21,6/21/23,Assisted Living Facility,CANOPY AT WALDEN WOODS THE,2051 WALDEN WOODS DR,,PLANT CITY,FL,33563,Hillsborough,(813) 704-4271,343 NW COLE TERRACE,SUITE 201,LAKE CITY,FL,32055,Columbia,LICENSED,WALDEN WOODS OPERATIONS LLC,6/22/21,ANTHONY BOBBITT,80,For-Profit,
