State Facility Type 1 Literal,Facility Name,Address,City,State,Zip Code,County,Email Address,Phone Number,License Number
Behavioral Health Service,Exceptional Behavioral Health Services,2439 Manhattan Blvd. Suite 308,HARVEY,LA,70058,JEFFERSON,exceptionalbehavioralhealthsvc@aol.com,(504) 366-5265,2203783156
Behavioral Health Service,"Exceptional Counseling Services, LLC","109 Chevy Lane, Suite C",BUNKIE,LA,71322,AVOYELLES,exceptionalcounseling@outlook.com,(318) 346-6542,2203783242
Behavioral Health Service,Exodus Behavioral Health Center,118 Hwy 605 (S. Main Street),NEWELLTON,LA,71357,TENSAS,exodusbhc@yahoo.com,(318) 467-2399,2203783589
Behavioral Health Service,Extensions of Life LLC,2209 Lapalco Blvd. Ste 11,HARVEY,LA,70058,JEFFERSON,extensionsoflife@yahoo.com,(504) 322-7710,2203783866
Behavioral Health Service,Fairview Treatment Center,1101 Southeast Blvd,MORGAN CITY,LA,70380,ST. MARY,cpellerin@fairviewservices.com,(985) 395-6750,2203782600
Behavioral Health Service,Faith and Hope  Behavior Health-Clinton,9508 Plank Road Suite D,CLINTON,LA,70722,EAST FELICIANA,angrumn@gmail.com,(225) 683-3997,2203783473
Behavioral Health Service,Faith and Hope Behavioral Health,3000 Kilpatrick Blvd. Ste 300,MONROE,LA,71201,OUACHITA,angrumn@gmail.com,(318) 381-8584,2203784122
Behavioral Health Service,Faith and Hope of Alexandria,5208 Jackson Street Suite B,ALEXANDRIA,LA,71303,RAPIDES,angrumn@gmail.com,(318) 450-1478,2203784791
Behavioral Health Service,"Family & Youth Counseling Agency, Inc",220 Louie Street,LAKE CHARLES,LA,70601,CALCASIEU,julio@fyca.org,(337) 436-9533,2203782846
Behavioral Health Service,Family Care Inc,"2401 Westbend Parkway, Suite 4070",NEW ORLEANS,LA,70114,ORLEANS,familycaregno@familycaregno.com,(504) 363-7449,2203784202
Behavioral Health Service,"Family New Life Bastrop,LLC",200 McCreight Street,BASTROP,LA,71220,MOREHOUSE,familynewlife@yahoo.com,(318) 556-4081,2203783677
Behavioral Health Service,"Family New Life Rehabilitation Center, Inc",3100 Kilpatrick Blvd Suite 100,MONROE,LA,71201,OUACHITA,fnlr@bellsouth.net,(318) 325-8050,2203783976
Behavioral Health Service,Family Preservation Services,"3925 N. I-10 Service Road, Suite 117",METAIRIE,LA,70002,JEFFERSON,donita.evans@pathways.com,(504) 455-2446,2203784713
Behavioral Health Service,Family Solutions of Louisiana - Baton Rouge,"3029  S. Sherwood Forest Blvd, Suite 100",BATON ROUGE,LA,70816,EAST BATON ROUGE,admin@familysolutionsusa.com,(225) 275-3039,2203784362
Behavioral Health Service,Family Solutions of Louisiana - New Orleans,"2601 Tulane Avenue, Suite 610",NEW ORLEANS,LA,70119,ORLEANS,admin@familysolutionsusa.com,(504) 454-3740,2203784361
Behavioral Health Service,Felicianas Youth of Distinction,"10105 Plank Road, Suite A",CLINTON,LA,70722,EAST FELICIANA,tina-bruce@att.net,(225) 605-5026,2203783073
Behavioral Health Service,"Fidelity Behavioral Health Services, LLC","4300 South I-10 Service Road West, Suite 117",METAIRIE,LA,70001,JEFFERSON,fidelitybhs@aol.com,(504) 842-0007,2203783637
Behavioral Health Service,"Finding A Better Me, LLC",2924 Knight St. Suite 369,SHREVEPORT,LA,71105,CADDO,findingmela@gmail.com,(318) 210-0587,2203784050
Behavioral Health Service,"First Choice Counseling, LLC",626 East Jefferson Avenue,BASTROP,LA,71220,MOREHOUSE,firstchoicecounseling1@gmail.com,(318) 239-2325,2203784754
Behavioral Health Service,Five Hearts Healthcare,132 W Howze Beach Rd,SLIDELL,LA,70458,ST. TAMMANY,info@fiveheartshealthcare.com,(985) 445-1800,2203783512
Behavioral Health Service,"Flip My Frown Counseling Services, LLC",150 Staring Lane Suite A,BATON ROUGE,LA,70810,EAST BATON ROUGE,scherellsimonet@hotmail.com,(225) 406-7670,2203784266
Behavioral Health Service,Focused Family Services,"1200 South Acadian Thruway, Suite 212",BATON ROUGE,LA,70806,EAST BATON ROUGE,ffs@focusedfamilyservices.org,(225) 831-4998,2203783298
Behavioral Health Service,Fontainebleau Treatment Center,23363 South Robin Road,MANDEVILLE,LA,70448,ST. TAMMANY,jeanne.grant@fphsa.org,(985) 624-4100,2203782723
Behavioral Health Service,"Forever And A Day, LLC","806  North 31st Street, Suite D",MONROE,LA,71201,OUACHITA,foreverandadayllc@comcast.net,(318) 855-3868,2203783183
Behavioral Health Service,Forever Wellness and Recovery,"910 Pierremont Avenue, Suite 300",SHREVEPORT,LA,71106,CADDO,brian.hollins@foreverwellnessandrecovery.com,(703) 795-8793,2203784170
Behavioral Health Service,Fresh Start,7060 Prairie Road,WINNSBORO,LA,71291,FRANKLIN,fsadministrator@bellsouth.net,(318) 435-7061,2203782525
Behavioral Health Service,Fresh Start Community Health Center,351 West 79th Street,SHREVEPORT,LA,71106,BOSSIER,ksdinkins@yahoo.com,(318) 779-0873,2203784247
Behavioral Health Service,"Future Winners, LLC","2714 Canal Street, Suite 405",NEW ORLEANS,LA,70119,ORLEANS,rakeem@futurewinnersllc.com,(504) 301-2888,2203783578
Behavioral Health Service,"Gateway Foundation, Inc.",4103 LAC Couture Drive,HARVEY,LA,70058,JEFFERSON,gatewaysystem@bellsouth.net,(504) 368-9935,2203782728
Behavioral Health Service,Gateway Treatment Facility,210 Laurel Street,PINEVILLE,LA,71360,RAPIDES,info@redriverhealthcare.com,(318) 441-5900,2203784350
Behavioral Health Service,"Genesis Housing,Counseling &Outreach Services, INC","10001 Lake Forest Blvd, Ste 514",NEW ORLEANS,LA,70127,ORLEANS,genesiscounseling2017@gmail.com,(504) 619-9898,2203783801
Behavioral Health Service,Genuine Hearts Treatment Clinic,"7505 Pines Road, Suite 1270",SHREVEPORT,LA,71129,CADDO,cbcallc@gmail.com,(318) 425-9363,2203784586
Behavioral Health Service,Grace House on Stratford,6311 Stratford Place,NEW ORLEANS,LA,70131,JEFFERSON,epedersen@bridgehouse.org,(504) 522-4476,2203784291
Behavioral Health Service,Graves LLC,3888 South Sherwood Forest Blvd Bldg. 11 Ste F,BATON ROUGE,LA,70816,EAST BATON ROUGE,gravesllc@yahoo.com,(225) 771-8251,2203783487
Behavioral Health Service,"Greater You Counseling Center, LLC","429 Airline Highway, Suite V",LA PLACE,LA,70068,ST. JOHN THE BAPTIST,gycc@greateryoucounseling.com,(985) 618-3403,2203783151
Behavioral Health Service,Greenpath International Inc,411 South Broad Street,NEW ORLEANS,LA,70119,ORLEANS,sairhia@cox.net,(504) 827-2928,2203782575
Behavioral Health Service,"Guidance for Behavioral Health, LLC","1204 Stubbs Ave, Suite B",MONROE,LA,71201,OUACHITA,contactus@guidancebhs.com,(318) 582-5633,2203783384
Behavioral Health Service,"Guiding Light Family Services, LLC",7809 Airline Drive # 209,METAIRIE,LA,70003,JEFFERSON,guidinglightfamilyservices@gmail.com,(504) 516-2162,2203783899
Behavioral Health Service,HCO Behavioral Health Services,6685 Sullivan Road-Suite B,GREENWELL SPRINGS,LA,70739,EAST BATON ROUGE,info@hcohealth.com,(225) 261-7143,2203783131
Behavioral Health Service,HCO Behavioral Health Services - Gonzales,"17484 Old Jefferson Highway, Suite C",PRAIRIEVILLE,LA,70769,ASCENSION,info@hcobhs.com,(225) 261-7143,2203783241
Behavioral Health Service,HCO Behavioral Health Services - Lafayette,"128 Demanade Blvd, Suite 201",LAFAYETTE,LA,70503,LAFAYETTE,cwallace@hcobhs.com,(225) 261-0160,2203783254
Behavioral Health Service,Healing Hands and Hearts Inc,3600 Jackson Street Suite 119,ALEXANDRIA,LA,71301,RAPIDES,mmoto@3h-la.com,(318) 625-7085,2203784673
Behavioral Health Service,"Healing Life Health Center, LLC",2410 Ferrand Street Suites 9 & 10,MONROE,LA,71201,OUACHITA,healinglifecenter2015@yahoo.com,(318) 323-1560,2203784905
Behavioral Health Service,Health Guardians-Sacred Heart,3222 Canal Street,NEW ORLEANS,LA,70119,ORLEANS,skaywood@ccano.org,(504) 821-1786,2203783672
Behavioral Health Service,Healthy Family Counseling Srvcs,115 S. Main Street Suite A,OPELOUSAS,LA,70570,ST. LANDRY,jovandarbonne12@gmail.com,(337) 407-5060,2203783831
Behavioral Health Service,"Healthy Minds, Inc.",209 West Jefferson Avenue,BASTROP,LA,71220,MOREHOUSE,nichols_angela@ymail.com,(318) 239-3890,2203783187
Behavioral Health Service,"Healthy You Social Services, LLC ",209 N. Main Street,OPELOUSAS,LA,70570,ST. LANDRY,la_mha@ymail.com,(337) 942-6400,2203783648
Behavioral Health Service,"Helping Hands Consultation, LLC",3040 Teddy Drive,BATON ROUGE,LA,70809,EAST BATON ROUGE,helpinghands3040@gmail.com,(225) 218-4444,2203783153
Behavioral Health Service,"Helping Hands Counseling, Inc","3519 Patrick Street, Ste 245",LAKE CHARLES,LA,70605,CALCASIEU,linmchh@yahoo.com,(337) 477-2407,2203783646
Behavioral Health Service,"Helping Hands Outreach,LLC",105 Odea Street,ABBEVILLE,LA,70510,VERMILION,office@hhollc.org,(337) 944-4204,2203784308
Behavioral Health Service,"HHS Behavioral Healthcare, Inc","1708 Chantilly Drive, Suite B",LA PLACE,LA,70068,ST. JOHN THE BAPTIST,hhsbhcare@hotmail.com,(985) 651-4612,2203784929
Behavioral Health Service,"Hidden Gems Social Services, LLC",75 Main Street,FRANKLIN,LA,70538,ST. MARY,hiddengemsss@yahoo.com,(337) 247-4602,2203783215
Behavioral Health Service,"Holistic Behavioral Health Services of La, LLC",2156 Wooddale Blvd Ste 750,BATON ROUGE,LA,70806,EAST BATON ROUGE,hbhs.la@gmail.com,(225) 930-8058,2203784609
Behavioral Health Service,"Holistic Educational Rehab Center, Inc",2100 Belle Chasse Highway,GRETNA,LA,70053,JEFFERSON,ldoyle8991@aol.com,(504) 367-6630,2203782848
Behavioral Health Service,Holistic Solutions Center of Baton Rouge,8714 Jefferson Highway Ste A,BATON ROUGE,LA,70809,EAST BATON ROUGE,tanstuart@gmail.com,(225) 771-9980,2203784709
Behavioral Health Service,"Hope Behavioral Health, LLC",415 Court Street,PORT ALLEN,LA,70767,WEST BATON ROUGE,clewis@thehopebh.com,(225) 245-9070,2203783334
Behavioral Health Service,"Hope Community Services, Inc","12097 Old Hammond Highway, Suite I- 4",BATON ROUGE,LA,70816,EAST BATON ROUGE,hopecs2015@gmail.com,(225) 246-8816,2203783111
Behavioral Health Service,"Horizon Counseling Center, Inc",2156 Wooddale Blvd Ste 100,BATON ROUGE,LA,70806,EAST BATON ROUGE,lena1966@yahoo.com,(225) 928-4040,2203783586
Behavioral Health Service,"Horizon Rehabilitation Center, Inc.",2911 Cameron Street,MONROE,LA,71201,OUACHITA,hrcc2911@yahoo.com,(318) 651-9363,2203782513
Behavioral Health Service,"Humble Beginnings Counseling Agency, LLC",1564 Hazel Street,ARCADIA,LA,71001,BIENVILLE,humblebeginnings15@att.net,(318) 579-5105,2203784227
Behavioral Health Service,Iberville Parish Substance Abuse Clinic,"24705 Plaza Drive, Suite B",PLAQUEMINE,LA,70764,IBERVILLE,ldavid@ibervilleparish.com,(225) 687-5889,2203782730
Behavioral Health Service,Imagine Recovery,728 Nashville Avenue,NEW ORLEANS,LA,70115,ORLEANS,felicia@imaginerecovery.com,(504) 605-4095,2203784038
Behavioral Health Service,"Immanuels Healing Center, LLC","2404 Ferrand Street, Suite 23",MONROE,LA,71201,OUACHITA,imman_healing_center@yahoo.com,(318) 323-0463,2203783591
Behavioral Health Service,"Impact Behavior Health Services, LLC",2439 Manhattan Blvd Ste 402,HARVEY,LA,70058,JEFFERSON,jacimpact@gmail.com,(504) 304-4097,2203784804
Behavioral Health Service,Impact Group BHS,"9418 Brookline Ave, Suite A",BATON ROUGE,LA,70809,EAST BATON ROUGE,droyal@impactgbhs.com,(225) 372-2693,2203784503
Behavioral Health Service,Infinite Solutions,"8070 Crowder Blvd, Suite A",NEW ORLEANS,LA,70126,ORLEANS,ronique.randall@ismentalwellness.com,(504) 410-2316,2203783393
Behavioral Health Service,Infinity Healthcare Solutions,656 Lobdell Avenue,BATON ROUGE,LA,70806,EAST BATON ROUGE,infinity@behavioralhealthbr.com,(225) 289-4848,2203783621
Behavioral Health Service,"Inkreasing Kare Behavioral Healthcare, LLC",1102 Commercial Drive,HAMMOND,LA,70401,TANGIPAHOA,inkreasingkare@ikkbh.net,(985) 662-3799,2203784151
Behavioral Health Service,"Inquiring Minds Behavioral Health & Consulting, Inc","805 N. Beech Street, Suite 2",TALLULAH,LA,71282,MADISON,inquiringmindsbh_c@yahoo.com,(318) 493-5147,2203784347
Behavioral Health Service,Insight Guidance Group,"1602 West Pinhook Rd, Suite 201",LAFAYETTE,LA,70508,LAFAYETTE,admin@insightguidancegroup.com,(337) 534-0770,2203784879
Behavioral Health Service,Inspirational Community Outreach ,350 Main Street,BAKER,LA,70714,EAST BATON ROUGE,inspirationalcare@yahoo.com,(225) 778-6783,2203783204
Behavioral Health Service,"Inspire Care, LLC",101 Old Hickory Avenue,CHALMETTE,LA,70043,ST. BERNARD,inspirecarellc@gmail.com,(904) 373-5401,2203784742
Behavioral Health Service,Inspiring Hope,701 Loyola Avenue Suite 804,NEW ORLEANS,LA,70113,ORLEANS,inspiringhopebha@gmail.com,(504) 571-5236,2203783719
Behavioral Health Service,Integrated Family Services,3604 Canal Street,NEW ORLEANS,LA,70119,ORLEANS,cmichelle100@yahoo.com,(504) 458-9256,2203783484
Behavioral Health Service,Integrity Behavioral Management,5610 Read Blvd,NEW ORLEANS,LA,70127,ORLEANS,terryjlain@yahoo.com,(504) 241-8188,2203782993
Behavioral Health Service,"Intuitive Solutions Counseling and Recovery, LLC",330 E Vaughn Avenue,RUSTON,LA,71270,LINCOLN,iwitherington@intuitive-solutions.net,(318) 224-7135,2203784891
Behavioral Health Service,"J&J Impact Counseling,LLC",1513 Line Avenue Suite 305,SHREVEPORT,LA,71101,CADDO,jharrell.jji@outlook.com,(318) 208-8908,2203784448
Behavioral Health Service,Jackson Hands of Change,4035 Washington Avenue,NEW ORLEANS,LA,70125,ORLEANS,jacksonhandsofchange@gmail.com,(504) 535-5082,2203783630
Behavioral Health Service,"Jefferson Oaks Behavioral Health, Inc","8318 Jefferson Highway, Suite A",BATON ROUGE,LA,70809,EAST BATON ROUGE,judy@jeffersonoaks.com,(225) 927-5624,2203782598
Behavioral Health Service,Jefferson Parish Human Services Authority,1500 River Oaks Rd West,ELMWOOD,LA,70123,JEFFERSON,rdichiro@jphsa.org,(504) 235-1122,2203783966
Behavioral Health Service,Jefferson Parish Human Services Authority-Eunoia Center,"5001 Westbank Expressway, Suite 200",MARRERO,LA,70072,JEFFERSON,rdichiro@jphsa.org,(504) 235-1122,2203784878
Behavioral Health Service,Jenkins Counseling Services,"1513 Line Avenue, Suite 225",SHREVEPORT,LA,71101,CADDO,jenkinscounseling@jcservices.org,(318) 754-3890,2203782771
Behavioral Health Service,JJR Healthcare Services LLC,501 RUE DESANTE SUITE # 1,LA PLACE,LA,70068,ST. JOHN THE BAPTIST,jjrhealthcare@gmail.com,(985) 233-4063,2203784520
Behavioral Health Service,JJR Healthcare Services LLC-Gretna,1500 Lafayette St.Ste 140,GRETNA,LA,70053,JEFFERSON,jjrhealthcare@gmail.com,(504) 533-9152,2203784550
Behavioral Health Service,Journey Rehab,217 Brevard Court Ste A,ALEXANDRIA,LA,71303,RAPIDES,journeyrehab@yahoo.com,(318) 445-9019,2203783655
Behavioral Health Service,Journey to Insight,10508 North Glenstone Pl,BATON ROUGE,LA,70810,EAST BATON ROUGE,admin@journeytoinsight.com,(225) 349-8696,2203784815
Behavioral Health Service,JUBILEE COUNSELING SERVICE LLC,"700  WEST JUDGE PEREZ DRIVE, SUITES 103 ",CHALMETTE,LA,70043,ST. BERNARD,JUBILEE.COUNSELING.SERVICE@gmail.com,(504) 682-2221,2203783507
Behavioral Health Service,"Just Care Holistic Services, LLC","7809 Airline Drive, Suite 305A",METAIRIE,LA,70003,JEFFERSON,lena@justcarehs.com,(504) 267-1234,2203783390
Behavioral Health Service,Juvenile Court for Caddo Parish ,1835 Spring Street,SHREVEPORT,LA,71101,CADDO,bbletz@caddo.org,(318) 226-6500,2203782682
Behavioral Health Service,Kendalls Rehab Services of Louisiana,1715 Ashley Avenue Suite A,ALEXANDRIA,LA,71301,RAPIDES,sharon.lair@kendallsrehab.com,(318) 625-7571,2203782977
Behavioral Health Service,Keys for Sober Living-New Iberia,132 West St. Peter Street,NEW IBERIA,LA,70560,IBERIA,jwils33@alumni.lsu.edu,(337) 364-9094,2203782557
Behavioral Health Service,"KHONSU,LLC","3419 NW Evangeline Thruway, Suite A1",CARENCRO,LA,70520,LAFAYETTE,khonsucarellc@gmail.com,(337) 345-5390,2203783876
Behavioral Health Service,Kingdom Expressions Dream Center,1120 West Hutchinson Lane,CROWLEY,LA,70526,ACADIA,kingdomexpressions@yahoo.com,(337) 250-4263,2203784600
Behavioral Health Service,"Kingdom Expressions, LLC",1639 Ryan Street,LAKE CHARLES,LA,70601,CALCASIEU,kingdomexpressions@yahoo.com,(337) 602-6391,2203783030
Behavioral Health Service,Kingdom Kounsel LLC,4521 Jamestown Avenue Ste 2,BATON ROUGE,LA,70809,EAST BATON ROUGE,kingdom.kounsel@gmail.com,(225) 227-2548,2203783914
Behavioral Health Service,Kreative Minds of Baton Rouge,"11745 Bricksome Avenue, Suite B1",BATON ROUGE,LA,70816,EAST BATON ROUGE,kreativemindss@yahoo.com,(225) 291-5492,2203784766
Behavioral Health Service,LA Excel Care,"4348 Jeffery Drive, Suite 102",BATON ROUGE,LA,70816,EAST BATON ROUGE,laexcelcarelafayette@gmail.com,(225) 361-0219,2203783163
Behavioral Health Service,"La Paz, LLC",1404 South Vienna Street,RUSTON,LA,71270,LINCOLN,lapaziop@gmail.com,(318) 224-9200,2203784205
Behavioral Health Service,La Solucion Familiar Servicios Para Ninos Y Adulto,1120 Government Street,BATON ROUGE,LA,70802,EAST BATON ROUGE,Jlaird@woodlandlakecenter.com,(225) 364-2550,2203783740
Behavioral Health Service,LAARK,100 McVicker Street,MARION,LA,71260,UNION,scalhoun@laarkaddictionrehab.com,(318) 436-2421,2203783248
Behavioral Health Service,Lafourche Behavioral Health Center,157 Twin Oaks Drive,RACELAND,LA,70394,LAFOURCHE,renee.williams@la.gov,(985) 537-6823,2203782602
Behavioral Health Service,Lake Charles Addiction and Wellness Center,710 W Prien Lake Road Suite 206,LAKE CHARLES,LA,70601,CALCASIEU,info@addictionandwellness.com,(337) 513-6121,2203784544
Behavioral Health Service,Lake Charles Behavioral Health Clinic,4105 Kirkman Street,LAKE CHARLES,LA,70607,CALCASIEU,tanya.mcgee@imcalhsa.org,(337) 475-8022,2203782515
Behavioral Health Service,LAKE Wellness Center - Covington,"19411 Helenberg Road, Suite 101",COVINGTON,LA,70433,ST. TAMMANY,bremard@contactlake.com,(985) 602-5253,2203784241
Behavioral Health Service,LAKE Wellness Center - Houma,"1340 West Tunnel Blvd, Suite 212",HOUMA,LA,70360,TERREBONNE,brenard@contactlake.com,(337) 800-2626,2203784243
Behavioral Health Service,LAKE Wellness Center - Lafayette,"4540 Ambassador Caffery Parkway, Suite C-110",LAFAYETTE,LA,70508,LAFAYETTE,brenard@contactlake.com,(337) 800-2626,2203784242
Behavioral Health Service,LAKE Wellness Center - Lake Charles,635-A Petro Point Drive,LAKE CHARLES,LA,70607,CALCASIEU,averrett@contactlake.com,(337) 626-5253,2203784239
Behavioral Health Service,LAKE Wellness Center L.L.C. - Baton Rouge,"7434 Picardy Ave, Suites A & B",BATON ROUGE,LA,70808,EAST BATON ROUGE,averrett@contactlake.com,(337) 800-2626,2203784240
Behavioral Health Service,Lasting ImpressionTherapeutic Counseling Ctr LLC,2805 5th Avenue,LAKE CHARLES,LA,70601,CALCASIEU,hr.lasting@yahoo.com,(337) 429-5672,2203783804
Behavioral Health Service,"Lei Behavioral Services, LLC","4300 S I-10 Service Road, West Suite 215",METAIRIE,LA,70001,JEFFERSON,leibehavioral@yahoo.com,(504) 301-9990,2203783001
Behavioral Health Service,"Lets Talk Counseling and Therapy, LLC",2520 Crestwood Drive,SHREVEPORT,LA,71118,CADDO,letstalk@counseling1.net,(318) 868-3093,2203784752
Behavioral Health Service,LHRC - Life Care Center,"2121 Wooddale Blvd, Suite B",BATON ROUGE,LA,70806,EAST BATON ROUGE,tmblakes@lahealthandrehab.org,(225) 231-2490,2203784699
Behavioral Health Service,LHRC-Reality House-Halfway House,2056 North Blvd,BATON ROUGE,LA,70802,EAST BATON ROUGE,tmblakes@lahealthandrehab.org,(225) 343-3438,2203782573
Behavioral Health Service,"Life Changing Solutions, LLC - Alexandria",2002 Gus Kaplan Drive,ALEXANDRIA,LA,71301,RAPIDES,jmoses@lifechangingsolutionsllc.com,(318) 542-4642,2203783811
