Facility Address,Facility ID,Facility Name,Administrator,Telephone,Type,County Name,Facility has Secured Bed?,address,fac_city,fac_st,fac_zip,Facility Email,Open Date,Owner Address,Owner Category,Owner Company,Owner Phone,Cert Beds,Licensed Beds,securebeds
"6461 EAST EASTMAN AVENUE DENVER, CO 80222",23H561,ABUNDANT BLESSINGS AND CARE ASSISTED LIVNG-EASTMAN,Ms CAROL EIBER,3034788174,ASSISTED LIVING RESIDENCE,ARAPAHOE,No,6461 EAST EASTMAN AVENUE,DENVER,CO,80222,,5/21/12,"7781 S GLENCOE CT CENTENNIAL, CO 80122", LIMITED LIABIL,ABUNDANT BLESSINGS & CARE ASSISTED LIVING LLC,303-478-8174,0,8,0
"2408 S KEARNEY STREET DENVER, CO 80222",2304P4,TENDERCARE AT UNIVERSITY HILLS LLC,Ms MARY VARGAS,3037583787,ASSISTED LIVING RESIDENCE,ARAPAHOE,No,2408 S KEARNEY STREET,DENVER,CO,80222,,5/3/93,"2408 S KEARNEY ST DENVER, CO 80222", LIMITED LIABIL,TENDERCARE AT UNIVERSITY HILLS LLC,303-758-7524,0,10,0
"10370 E HARVARD SQUARE DENVER, CO 80231",23Z783,HARVARD SQUARE MEMORY CARE,Mr JOHN BUCKHOLTZ,3036960622,ASSISTED LIVING RESIDENCE,ARAPAHOE,No,10370 E HARVARD SQUARE,DENVER,CO,80231,,11/4/16,"2020 W RUDASILL ROAD TUCSON, AZ 85704", LIMITED LIABIL,WATERMARK HARVARD SQUARE AL LLC,520-797-4000,0,40,0
"8101 E MISSISSIPPI AVENUE DENVER, CO 80247",23X801,"COURTYARDS AT MOUNTAIN VIEW, THE",Mr ERIC MEYER,3033373400,ASSISTED LIVING RESIDENCE,ARAPAHOE,No,8101 E MISSISSIPPI AVENUE,DENVER,CO,80247,tcopeland@pegasusseniorliving.com,5/30/07,"17330 PRESTON ROAD SUITE 240B DALLAS, TX 75252", LIMITED LIABIL,WELLTOWER PEGASUS TENANT LLC,214-306-7674,0,120,0
"4050 SOUTH FOX STREET ENGLEWOOD, CO 80110",23R668,A LEGACY PERSONAL CARE HOME,Ms ROZELLE CAWTHORN,7203011369,ASSISTED LIVING RESIDENCE,ARAPAHOE,No,4050 SOUTH FOX STREET,ENGLEWOOD,CO,80110,,3/23/01,"25828 E CALHOUN PLACE AURORA, CO 80016", LIMITED LIABIL,A1 RESTORATIVE CARE LLC,720-301-1369,0,10,0
"7070 S NEWLAND COURT LITTLETON, CO 80128",23I532,LIGHTHOUSE ASSISTED LIVING NEWLAND LLC,Ms ELISABETH LITTLETON,3039481005,ASSISTED LIVING RESIDENCE,ARAPAHOE,No,7070 S NEWLAND COURT,LITTLETON,CO,80128,liz@lighthouseassistedliving.com,12/28/10,"P.O. BOX 631395 HIGHLANDS RANCH, CO 80163", LIMITED LIABIL,LIGHTHOUSE ASSISTED LIVING NEWLAND LLC,720-344-7217,0,8,0
"7168 S INGALLS WAY LITTLETON, CO 80128",23W354,THRIVECARE,Mr CASEY LENO,7205047399,ASSISTED LIVING RESIDENCE,ARAPAHOE,No,7168 S INGALLS WAY,LITTLETON,CO,80128,,3/1/19,"716 RIDGEMONT PLACE HIGHLANDS RANCH, CO 80126", LIMITED LIABIL,THRIVE CARE LLC,720-504-7399,0,8,0
"6271 W MAPLEWOOD PLACE LITTLETON, CO 80123",23W745,LOVING CARE ASSISTED LIVING SERVICES LLC,Ms ELIZA ALUCULESEI,7202428310,ASSISTED LIVING RESIDENCE,ARAPAHOE,No,6271 W MAPLEWOOD PLACE,LITTLETON,CO,80123,,5/8/14,, LIMITED LIABIL,LOVING CARE ASSISTED LIVING SERVICES LLC,,0,8,0
"4961 W ROWLAND AVENUE LITTLETON, CO 80128",2304J1,THRIVECARE ROWLAND LLC,Mr CASEY LENO,7205047399,ASSISTED LIVING RESIDENCE,ARAPAHOE,No,4961 W ROWLAND AVENUE,LITTLETON,CO,80128,,9/20/91,"6638 W OTTAWA AVE, SUITE 170-2 LITTLETON, CO 80128", LIMITED LIABIL,THRIVECARE ROWLAND LLC,303-324-0834,0,8,0
"7516 S WADSWORTH COURT LITTLETON, CO 80128",23V775,MEADOW VISTA ASSISTED LIVING LLC - WADSWORTH,Ms KANCHANA ARYAL,7203207719,ASSISTED LIVING RESIDENCE,ARAPAHOE,No,7516 S WADSWORTH COURT,LITTLETON,CO,80128,,1/10/13,"8741 HUNTERS HILL LANE LITTLETON, CO 80125", LIMITED LIABIL,MEADOW VISTA ASSISTED LIVING LLC-WADSWORTH,720-530-8679,0,8,0
"662 PARK AVENUE PAGOSA SPRINGS, CO 81147",23T234,BEE HIVE HOMES OF PAGOSA SPRINGS,Ms PETRA TORRES,9707313340,ASSISTED LIVING RESIDENCE,ARCHULETA,No,662 PARK AVENUE,PAGOSA SPRINGS,CO,81147,,9/1/17,"PO BOX 927 PAGOSA SPRINGS, CO 81147", LIMITED LIABIL,AVERY THOMAS ENTERPRISES,970-946-1784,0,16,0
"2525 TAFT DRIVE BOULDER, CO 80302",23V719,"CARILLON AT BOULDER CREEK ASSISTED LIVING, THE",Ms MEAGAN REYNOLDS,7205656844,ASSISTED LIVING RESIDENCE,BOULDER,No,2525 TAFT DRIVE,BOULDER,CO,80302,,9/20/10,"1936 W 33RD AVE DENVER, CO 80211", LIMITED LIABIL,RESIDENCES AT BOULDER CREEK LLC,303-892-6600,0,135,0
"329 EXEMPLA CIRCLE LAFAYETTE, CO 80026",23Q658,SENIOR LIVING AT LAFAYETTE,Mr ANTHONY GEISER,7206392207,ASSISTED LIVING RESIDENCE,BOULDER,No,329 EXEMPLA CIRCLE,LAFAYETTE,CO,80026,,4/8/15,"333 N SUMMIT STREET TOLEDO, OH 43604", LIMITED LIABIL,"329 EXEMPLA CIRCLE OPERATIONS, LLC",419-252-5500,0,60,0
"537 BROSS ST LONGMONT, CO 80501",2303PP,BROSS STREET ASSISTED LIVING,Ms LILIANNA MOON,7206846102,ASSISTED LIVING RESIDENCE,BOULDER,No,537 BROSS ST,LONGMONT,CO,80501,carmen@samplesupports.com,6/11/97,"620 KIMBARK ST LONGMONT, CO 80501", LIMITED LIABIL,"SAMPLE SUPPORTS, LLC",720-684-6102,0,11,0
"800 S FORDHAM STREET LONGMONT, CO 80503",23H130,ALTAVITA MEMORY CARE CENTRE LLC,Ms LINDA BERENS,3033003700,ASSISTED LIVING RESIDENCE,BOULDER,No,800 S FORDHAM STREET,LONGMONT,CO,80503,,4/27/12,"650 S CHERRY ST #1400 DENVER, CO 80246", LIMITED LIABIL,ALTAVITA MEMORY CARE CENTRE LLC,303-321-8888,0,56,0
"1001 ALTAVITA COURT LONGMONT, CO 80503",23F921,ALTAVITA ASSISTED LIVING,Ms LINDA BERENS,3033003700,ASSISTED LIVING RESIDENCE,BOULDER,No,1001 ALTAVITA COURT,LONGMONT,CO,80503,linda.berens@altavitaliving.com,11/17/16,"650 S CHERRY STREET SUITE 1400 DENVER, CO 80246", LIMITED LIABIL,ALTAVITA ASSISTED LIVING LLC,303-321-8888,0,73,0
"1800 PLAZA DR LOUISVILLE, CO 80027",23Y832,BALFOUR AT LAVENDER FARMS,Mr DARRYL RICHARD CONKLIN,7206145000,ASSISTED LIVING RESIDENCE,BOULDER,No,1800 PLAZA DR,LOUISVILLE,CO,80027,,4/3/19,"C/O WELLTOWER INC., 4500 DORR ST TOLEDO, OH 43615", LIMITED LIABIL,WELL BALFOUR TENANT LLC,419-247-2800,0,62,0
"3241 S MABRY WAY DENVER, CO 80236",23K988,TENDERCARE ASSISTED LIVING LLC,Ms MARY VARGAS,3039352448,ASSISTED LIVING RESIDENCE,DENVER,No,3241 S MABRY WAY,DENVER,CO,80236,marycna@live.com,4/3/07,"3241 S MABEY WAY DENVER, CO 80236", LIMITED LIABIL,TENDERCARE ASSISTED LIVING,,0,9,0
"5290 W PRINCETON DENVER, CO 80235",23Z784,TENDERCARE AT PINEHURST LLC,Ms MARY VARGAS,3039885295,ASSISTED LIVING RESIDENCE,DENVER,No,5290 W PRINCETON,DENVER,CO,80235,marycna@live.com,1/11/16,"2912 S ZENOBIA DENVER, CO 80236", LIMITED LIABIL,TENDERCARE AT PINEHURST LLC,303-570-5281,0,10,0
"5195 W QUINCY AVE DENVER, CO 80236",23049U,SUNRISE AT PINEHURST,Ms SAMANTHA ARCHIBALD,3039841431,ASSISTED LIVING RESIDENCE,DENVER,No,5195 W QUINCY AVE,DENVER,CO,80236,pinehurst.ed@sunriseseniorliving.com,4/24/98,"10350 ORMSBY PARK PLACE STE 300 LOUISVILLE, KY 40223", LIMITED LIABIL,AL I/PINEHURST SENIOR HOUSING LLC,502-357-9000,0,108,0
"4901 S MONACO ST DENVER, CO 80237",2304VK,BELLEVIEW SUITES AT DTC ASSISTED LIVING & MEMORY C,Ms BRITNY OTTO,3037968009,ASSISTED LIVING RESIDENCE,DENVER,No,4901 S MONACO ST,DENVER,CO,80237,kprokai@pegasusseniorliving.com,8/15/97,"17330 PRESTON ROAD SUITE 240B DALLAS, TX 75252", LIMITED LIABIL,WELLTOWER PEGASUS TENANT LLC,214-306-7674,0,114,0
"5858 POINT RIDER CIR CASTLE ROCK, CO 80104",23W813,JAI RESIDENTIAL CARE HOME 2 LLC,Ms AMONRUT JAIMOON,7202129384,ASSISTED LIVING RESIDENCE,DOUGLAS,No,5858 POINT RIDER CIR,CASTLE ROCK,CO,80104,,8/7/19,"5858 POINT RIDER CIR CASTLE ROCK, CO 80104", LIMITED LIABIL,JAI RESIDENTIAL CARE HOME 2 LLC,720-212-9384,0,5,0
"572 EVENINGSONG DR CASTLE ROCK, CO 80104",23P691,"SOLANGE AT EVENINGSONG, INC",Mr BRYAN VILLARINO,7199850467,ASSISTED LIVING RESIDENCE,DOUGLAS,No,572 EVENINGSONG DR,CASTLE ROCK,CO,80104,,2/21/18,"572 EVENINGSONG DR CASTLE ROCK, CO 80104", LIMITED LIABIL,SOLANGE AT EVENINGSONG LLC,720-648-7454,0,8,0
"1473 ROSEMARY DR CASTLE ROCK, CO 80109",23F922,"GARDENS CARE HOMES RED HAWK, THE",Ms JENNIFER CONRAD,3039194077,ASSISTED LIVING RESIDENCE,DOUGLAS,No,1473 ROSEMARY DR,CASTLE ROCK,CO,80109,,9/3/19,"12650 W 64TH AVE E172 ARVADA, CO 80004", LIMITED LIABIL,"GARDENS CARE HOMES LLC, THE",303-566-1085,0,12,0
"17618 GROUSEBERRY WAY PARKER, CO 80134",23S727,SOLANGE AT GROUSEBERRY WAY LLC,Mr BRYAN VILLARINO,7206487454,ASSISTED LIVING RESIDENCE,DOUGLAS,No,17618 GROUSEBERRY WAY,PARKER,CO,80134,,11/25/15,"1900 E PIKES PEAK AVE STE 3 COLORADO SPRINGS, CO 80909", LIMITED LIABIL,SOLANGE AT GROUSEBERRY LLC,719-231-2152,0,8,0
"10136 ISLE STREET PARKER, CO 80134",23S217,SENIOR LIVING AT THE SIERRA RIDGE LLC,Ms JAYADEVI SEENICHAMY,3038084047,ASSISTED LIVING RESIDENCE,DOUGLAS,No,10136 ISLE STREET,PARKER,CO,80134,jaya.s@ilaseniorliving.com,7/18/17,"10435 MARIGOLD CT HIGHLANDS RANCH, CO 80126", LIMITED LIABIL,SENIOR LIVING AT THE SIERRA RIDGE LLC,303-808-4047,0,8,0
"5075 SADDLE DRIVE COLORADO SPRINGS, CO 80918",230557,GARDEN RANCH ASSISTED LIVING,Ms CHARISSA RICHARDSON,7192609121,ASSISTED LIVING RESIDENCE,EL PASO,No,5075 SADDLE DRIVE,COLORADO SPRINGS,CO,80918,gardenranchassistedliving@outlook.com,9/20/91,"5075 SADDLE DR COLORADO SPRINGS, CO 80918", LIMITED LIABIL,GARDEN RANCH SENIOR CARE LLC,719-922-0166,0,8,0
"1420 E FOUNTAIN BLVD COLORADO SPRINGS, CO 80909",23V729,SOLANGE AT THE LODGE,Ms REBECCA WHIPPLE,7199850467,ASSISTED LIVING RESIDENCE,EL PASO,No,1420 E FOUNTAIN BLVD,COLORADO SPRINGS,CO,80909,cgarduno@aime-management.com,5/20/21,"1420 E FOUNTAIN BLVD COLORADO SPRINGS, CO 80909", LIMITED LIABIL,"LODGE ASSISTED LIVING LLC, THE",719-985-0467,0,23,0
"1250 VILLAGE ROAD CARBONDALE, CO 81623",23088B,HERITAGE PARK ASSISTED LIVING,Mr BRIAN JOHN ZARAGOZA,9709283222,ASSISTED LIVING RESIDENCE,GARFIELD,No,1250 VILLAGE ROAD,CARBONDALE,CO,81623,,9/1/14,"3570 KEITH STREET, NORTHWEST CLEVELAND, TN 37312", LIMITED LIABIL,"HERITAGE PARK OPERATIONS, LLC",423-473-5867,0,28,0
"10185 W 71ST PLACE ARVADA, CO 80004",23E913,CARING HEARTS OF ARVADA LLC,Mr JEFFREY HUNTSMAN,7205084195,ASSISTED LIVING RESIDENCE,JEFFERSON,No,10185 W 71ST PLACE,ARVADA,CO,80004,,7/10/17,"10185 WEST 71ST PLACE ARVADA, CO 80004", LIMITED LIABIL,CARING HEARTS OF ARVADA LLC,720-508-4195,0,8,0
"16821 W 74TH AVE ARVADA, CO 80007",23X286,"GARDENS CARE HOMES - QUAKER ACRES, THE",Ms JENNIFER CONRAD,3034224446,ASSISTED LIVING RESIDENCE,JEFFERSON,No,16821 W 74TH AVE,ARVADA,CO,80007,,1/22/20,"12650 W 64TH AVE E172 ARVADA, CO 80004", LIMITED LIABIL,"GARDENS CARE HOMES LLC, THE",303-566-1085,0,8,0
"6882 GARLAND STREET ARVADA, CO 80004",23Z791,"GARDENS CARE HOMES MAJESTIC VIEW, THE",Ms JENNIFER CONRAD,3034216539,ASSISTED LIVING RESIDENCE,JEFFERSON,No,6882 GARLAND STREET,ARVADA,CO,80004,TheGardensCareHomes@gmail.com,5/25/17,"12650 W 64TH AVE E172 ARVADA, CO 80004", LIMITED LIABIL,"GARDENS CARE HOMES LLC, THE",303-566-1085,0,12,0
"6501 W 60TH AVENUE ARVADA, CO 80003",23Z778,"WELL HOUSE ARVADA LLC, THE",Ms BRIANNA BECAY,3034899025,ASSISTED LIVING RESIDENCE,JEFFERSON,No,6501 W 60TH AVENUE,ARVADA,CO,80003,,4/22/11,"5348 OWENS ST ARVADA, CO 80003", LIMITED LIABIL,"WELL HOUSE ARVADA LLC, THE",303-489-9025,0,16,0
"8001 W 71ST AVENUE ARVADA, CO 80004",230413,ARBOR VIEW,Ms ANGELA HARRIS,3034033100,ASSISTED LIVING RESIDENCE,JEFFERSON,No,8001 W 71ST AVENUE,ARVADA,CO,80004,,3/5/87,"12136 WEST BAYAUD AVENUE #200 LAKEWOOD, CO 80228", LIMITED LIABIL,"HACKBERRY HILL OPCO, LLC",303-238-3838,0,36,0
"6347 HAWTHORN LANE LAKEWOOD, CO 80227",23Y607,"GARDENS CARE HOMES - JEWELL ESTATES, THE",Ms JENNIFER CONRAD,3034216539,ASSISTED LIVING RESIDENCE,JEFFERSON,No,6347 HAWTHORN LANE,LAKEWOOD,CO,80227,TheGardensCareHomes@gmail.com,7/5/18,"12650 W 64TH AVE E172 ARVADA, CO 80004", LIMITED LIABIL,"GARDENS CARE HOMES LLC, THE",303-566-1085,0,10,0
"995 REED ST LAKEWOOD, CO 80214",2356OV,ROCKY MOUNTAIN ASSISTED LIVING - REED,Ms MEGHANN ZIEGLER,3039966886,ASSISTED LIVING RESIDENCE,JEFFERSON,No,995 REED ST,LAKEWOOD,CO,80214,,5/20/21,"6143 SOUTH WILLOW DRIVE, SUITE 401 GREENWOOD VILLAGE, CO 80111", LIMITED LIABIL,"ROCKY MOUNTAIN ASSISTED LIVING, LLC",303-996-6886,0,12,0
"7985 WEST QUINCY AVENUE LAKEWOOD, CO 80123",23F494,ROCKY MOUNTAIN ASSISTED LIVING-QUINCY WEST,Ms JESSICA HARMON,3039966886,ASSISTED LIVING RESIDENCE,JEFFERSON,No,7985 WEST QUINCY AVENUE,LAKEWOOD,CO,80123,jessica@rockymountainassistedliving.com,8/12/16,"6143 SOUTH WILLOW DRIVE, SUITE 401 GREENWOOD VILLAGE, CO 80111", LIMITED LIABIL,"ROCKY MOUNTAIN ASSISTED LIVING, LLC",303-996-6886,0,16,0
"7975 W QUINCY AVENUE LAKEWOOD, CO 80123",23H519,ROCKY MOUNTAIN ASSISTED LIVING QUINCY,Ms JESSICA HARMON,3039966886,ASSISTED LIVING RESIDENCE,JEFFERSON,No,7975 W QUINCY AVENUE,LAKEWOOD,CO,80123,dave@rockymountainassistedliving.com,8/12/16,"6143 SOUTH WILLOW DRIVE, SUITE 401 GREENWOOD VILLAGE, CO 80111", LIMITED LIABIL,ROCKY MOUNTAIN ASSISTED LIVING LLC,303-996-6886,0,16,0
"12791 W ALAMEDA PARKWAY LAKEWOOD, CO 80228",2304WQ,MONTAGE RIDGE,Ms MARISSA EWIG,3032375700,ASSISTED LIVING RESIDENCE,JEFFERSON,No,12791 W ALAMEDA PARKWAY,LAKEWOOD,CO,80228,,5/18/99,"8440 SE SUNNYBROOK BLVD SUITE 100 CLACKAMAS, OR 97015", LIMITED LIABIL,GENGREENMOUNTAIN LLC,503-652-0750,0,131,0
"6921 S LEE WAY LITTLETON, CO 80127",23E903,RMCC, HILARY SAMUEL,7204125730,ASSISTED LIVING RESIDENCE,JEFFERSON,No,6921 S LEE WAY,LITTLETON,CO,80127,,7/10/12,"10126 RIVERSTONE DR PARKER, CO 80134", LIMITED LIABIL,ROCKY MOUNTAIN CARE AND CONSULTING LLC,720-412-5730,0,8,0
"5424 W ROWLAND PL LITTLETON, CO 80128",2304BH,COLORADO ASSISTED LIVING HOMES LLC-ROWLAND,Ms TAMMY LITTLEFIELD,3033240834,ASSISTED LIVING RESIDENCE,JEFFERSON,No,5424 W ROWLAND PL,LITTLETON,CO,80128,,5/11/97,"6638 W. OTTAWA AVE. LITTLETON, CO 80128", LIMITED LIABIL,"COLORADO ASSISTED LIVING HOMES, LLC",,0,8,0
"5596 W INDORE DRIVE LITTLETON, CO 80128",23R696,THRIVECARE INDORE LLC,Mr CASEY LENO,7205047399,ASSISTED LIVING RESIDENCE,JEFFERSON,No,5596 W INDORE DRIVE,LITTLETON,CO,80128,,2/1/02,"6638 W OTTOWA #220-1 LITTLETON, CO 80128", LIMITED LIABIL,THRIVECARE INDORE LLC,720-504-7399,0,8,0
"7243 W WALDEN DRIVE LITTLETON, CO 80128",23W793,MEADOW VISTA ASSISTED LIVING AT WALDEN,Ms KANCHANA ARYAL,3039042262,ASSISTED LIVING RESIDENCE,JEFFERSON,No,7243 W WALDEN DRIVE,LITTLETON,CO,80128,sanjay.aryal@gmail.com,6/30/17,, LIMITED LIABIL,"MEADOW VISTA ASSISTED LIVING, LLC - WALDEN",,0,8,0
"6398 S CHASE CT LITTLETON, CO 80123",23YOTG,"THRIVECARE CHASE, LLC",Mr CASEY LENO,7208087307,ASSISTED LIVING RESIDENCE,JEFFERSON,No,6398 S CHASE CT,LITTLETON,CO,80123,,4/1/21,"716 RIDGEMONT PL HIGHLANDS RANCH, CO 80126", LIMITED LIABIL,THRIVECARE CHASE LLC,720-808-7307,0,10,0
"4800 OLD S WADSWORTH BLVD LITTLETON, CO 80123",2304OJ,"MANOR ON MARSTON LAKE, THE",Ms LAUREN DIMASI,3039329808,ASSISTED LIVING RESIDENCE,JEFFERSON,No,4800 OLD S WADSWORTH BLVD,LITTLETON,CO,80123,rebmn16@gmail.com,7/29/99,"4800 SOUTH WADSWORTH BLVD. LITTLETON, CO 80123", LIMITED LIABIL,"MANOR ON MARSTON LAKE, LLC",303-932-9808,0,50,0
"3510 HOLLAND ST WHEAT RIDGE, CO 80033",2304YQ,GOLDEN ORCHARD III,Ms MARCELA REYES,3037977312,ASSISTED LIVING RESIDENCE,JEFFERSON,No,3510 HOLLAND ST,WHEAT RIDGE,CO,80033,,9/30/98,"3510 HOLLAND STREET WHEAT RIDGE, CO 80033", LIMITED LIABIL,3510 HOLLAND MANAGEMENT LLC,650-847-7287,0,16,0
"42811 HIGHWAY 160 BAYFIELD, CO 81122",23I527,EVENINGS PORCH LLC, MELISSA SWANSON (HUMBLE),9708840101,ASSISTED LIVING RESIDENCE,LA PLATA,No,42811 HIGHWAY 160,BAYFIELD,CO,81122,,10/20/14,"42811 HIGHWAY 160 BAYFIELD, CO 81122", LIMITED LIABIL,EVENINGS PORCH LLC,970-884-0101,0,16,0
"1725 LAKEVIEW DRIVE FORT COLLINS, CO 80524",23E478,MONARCH GREENS ASSISTED LIVING,Ms MELISA ELLIS,9704495644,ASSISTED LIVING RESIDENCE,LARIMER,No,1725 LAKEVIEW DRIVE,FORT COLLINS,CO,80524,melisa@ahome4life.com,1/15/14,"1725 LAKEVIEW DRIVE FORT COLLINS, CO 8052", LIMITED LIABIL,"A HOME FOR LIFE, LLC",970-218-5057,0,8,0
"2401 TURNBERRY ROAD FORT COLLINS, CO 80524",23Y394,TURNBERRY PLACE ASSISTED LIVING,Ms RACHEL ROBERTSON,9704822215,ASSISTED LIVING RESIDENCE,LARIMER,No,2401 TURNBERRY ROAD,FORT COLLINS,CO,80524,redrmr@yahoo.com,2/19/08,"2401 TURNBERRY ROAD FORT COLLINS, CO 80524", LIMITED LIABIL,RRESIDENTS LLC,970-482-2215,0,8,0
"2914 W PROSPECT FORT COLLINS, CO 80526",230314,LIVE TO ASSIST,Ms MICHELLE WESTERMAN,9702241400,ASSISTED LIVING RESIDENCE,LARIMER,No,2914 W PROSPECT,FORT COLLINS,CO,80526,livetoassistllc@gmail.com,4/4/96,"2914 W. PROSPECT ROAD FT. COLLINS, CO 80526", LIMITED LIABIL,LIVE TO ASSIST LLC,970-203-9565,0,8,0
"4021 SPRUCE DRIVE FORT COLLINS, CO 80526",23G123,FOX MEADOWS ASSISTED LIVING,Ms ALEXIS COOVER,9704494472,ASSISTED LIVING RESIDENCE,LARIMER,No,4021 SPRUCE DRIVE,FORT COLLINS,CO,80526,tamra.meurer@outlook.com,8/10/11,"1137 WYNDHAM HILL ROAD FORT COLLINS, CO 80525", LIMITED LIABIL,NORTHERN COLORADO LIVING SOLUTION,970-388-5588,0,8,0
"700 GREENBRIAR DR FORT COLLINS, CO 80524",23HXHC,PRESTIGE LIVING LLC,Ms CATHY HECKMAN,3036387814,ASSISTED LIVING RESIDENCE,LARIMER,No,700 GREENBRIAR DR,FORT COLLINS,CO,80524,,3/2/21,"8901 COTTONTAIL ROAD LOVELAND, CO 80537", LIMITED LIABIL,PRESTIGE LIVING LLC,303-638-7814,0,8,0
"4406 SENECA STREET FORT COLLINS, CO 80526",23J170,SENECA HOUSE ASSISTED LIVING,Mr GREGORY BAUSTERT,9707958600,ASSISTED LIVING RESIDENCE,LARIMER,No,4406 SENECA STREET,FORT COLLINS,CO,80526,greg@stjohnal.com,10/12/18,"4406 SENECA ST FORT COLLINS, CO 80526", LIMITED LIABIL,"ST JOHN ASSISTED LIVING, LLC",970-795-8600,0,8,0
"1026 SALMON RUN FORT COLLINS, CO 80524",23Z318,EAGLES NEST ASSISTED LIVING LLC,Mr SCOTT WILLIAMS,9704931073,ASSISTED LIVING RESIDENCE,LARIMER,No,1026 SALMON RUN,FORT COLLINS,CO,80524,scott@eaglesnestal.com,12/15/06,"1026 SALMON RUN FT COLLINS, CO 80524", LIMITED LIABIL,EAGLE'S NEST ASSISTED LIVING LLC,970-568-3476,0,8,0
"4880 ZIEGLER ROAD FORT COLLINS, CO 80528",23D505,CENTER AT ROCK CREEK LLC,Ms RAE ROBERTS,7199001398,ASSISTED LIVING RESIDENCE,LARIMER,No,4880 ZIEGLER ROAD,FORT COLLINS,CO,80528,,1/3/17,"1155 KELLY JOHNSON BLVD STE 205 COLORADO SPRINGS, CO 80920", LIMITED LIABIL,CENTER AT ROCK CREEK LLC,719-900-1398,0,21,0
"703 HOLLY DRIVE STERLING, CO 80751",23V260,HARMONY HOME,Ms KENDALL RUBOTTOM,9705541484,ASSISTED LIVING RESIDENCE,LOGAN,No,703 HOLLY DRIVE,STERLING,CO,80751,thh703@gmail.com,10/3/17,"P.O. BOX 1794 STERLING, CO 80751", LIMITED LIABIL,"HARMONY HOME, LLC, THE",970-554-1484,0,15,0
"815 26 1/2 ROAD GRAND JUNCTION, CO 81506",23G504,GRANDVIEW CARE LODGE ASSISTED LIVING,Mr PAUL EWING,9702418896,ASSISTED LIVING RESIDENCE,MESA,No,815 26 1/2 ROAD,GRAND JUNCTION,CO,81506,,11/19/09,"647 ROUND HILL DRIVE GRAND JUNCTION, CO 81506", LIMITED LIABIL,GRANDVIEW CARE LODGE,970-241-8896,0,8,0
"2395 H ROAD GRAND JUNCTION, CO 81505",23D504,BEE HIVE HOMES OF GRAND JUNCTION,Ms DEENA GATES,9706445920,ASSISTED LIVING RESIDENCE,MESA,No,2395 H ROAD,GRAND JUNCTION,CO,81505,wgates@beehivehomes.com,8/14/15,"2395 H ROAD GRAND JUNCTION, CO 81505", LIMITED LIABIL,GARDEN GATES LLC,970-549-6554,0,15,0
"855 HUNTER DR PUEBLO, CO 81001",23B424,VILLA PUEBLO ASSISTED LIVING,Ms ANGELINA VALDEZ,7192533723,ASSISTED LIVING RESIDENCE,PUEBLO,No,855 HUNTER DR,PUEBLO,CO,81001,sturner@villapueblo.com,3/4/03,"PO BOX 195 LONGMONT, CO 80502", LIMITED LIABIL,1111 BONFORTE OPCO LLC,303-675-6784,0,11,0
"5055 OUTLOOK BOULEVARD PUEBLO, CO 81008",23Z405,PRIMROSE RETIREMENT COMMUNITY OF PUEBLO,Ms ROCHELLE KELLY WRISTEN,7195433300,ASSISTED LIVING RESIDENCE,PUEBLO,No,5055 OUTLOOK BOULEVARD,PUEBLO,CO,81008,gmackenzie@primroseretirement.com,7/20/10,"815 N 2ND STREET ABERDEEN, SD 57401", LIMITED LIABIL,PUEBLO RETIREMENT LLC,605-226-3300,0,45,0
"720 E SPRINGMONT DRIVE PUEBLO WEST, CO 81007",23D501,COLUMBINE CHATEAU ASSISTED LIVING,Ms AMANDA COLE,7195661185,ASSISTED LIVING RESIDENCE,PUEBLO,No,720 E SPRINGMONT DRIVE,PUEBLO WEST,CO,81007,lemoncheri2002@yahoo.com,3/2/10,"205 MADISON ST. PUEBLO, CO 81004", LIMITED LIABIL,"THE CHATEAUS, LLC",719-248-8523,0,24,0
"107 EAST VILLAGE TERRACE WOODLAND PARK, CO 80863",23K559,"ASPEN, THE",Mr RON WEITNER,7198221016,ASSISTED LIVING RESIDENCE,TELLER,No,107 EAST VILLAGE TERRACE,WOODLAND PARK,CO,80863,,11/16/18,"107 E VILLAGE TERRACE, 135 WOODLAND PARK, CO 80863", LIMITED LIABIL,ELEMENTS OF LIVING LLC,859-396-3318,0,24,0
"4750 25TH ST GREELEY, CO 80634",23036H,BRIDGE ASSISTED LIVING AT LIFE CARE CTR OF GREELEY,Ms ABBY VARNER,9703390022,ASSISTED LIVING RESIDENCE,WELD,No,4750 25TH ST,GREELEY,CO,80634,,3/20/98,"3570 KEITH STREET NW CLEVELAND, TN 37312", LIMITED LIABIL,"GREELEY ASSISTED LIVING INVESTORS, LLC",423-473-5867,0,70,0
"1746 COVE CT LONGMONT, CO 80501",2303IY,MILLBROOK HOMES-COVE,Ms KELLY HAWK,3037749296,ASSISTED LIVING RESIDENCE,BOULDER,Yes,1746 COVE CT,LONGMONT,CO,80501,millbrook5650jmc@live.com,9/17/98,"5650 DTC PARKWAY SUITE 130 GREENWOOD VILLAGE, CO 80111", LIMITED LIABIL,"MILLBROOK HOMES, LLC",303-220-7989,0,5,5
