Facility ID,Facility Name,Phone Number,State Facility Type 1 Literal,County,Address,City,State,Zip Code,Email Address,Ownership Type,Licensee,Capacity,Date Accessed
2301SC,"Harmony Home Llc, The",9708675336,ASSISTED LIVING RESIDENCE,Morgan,1640 E RIVERVIEW AVENUE,Fort Morgan,CO,80701,, LIMITED LIABIL,"HARMONY HOME, LLC, THE",11,7/6/21
2301CF,"Harmony Home Llc, The",9708675336,ASSISTED LIVING RESIDENCE,Morgan,1620 E RIVERVIEW AVENUE,Fort Morgan,CO,80701,, LIMITED LIABIL,"HARMONY HOME, LLC, THE",12,7/6/21
23028D,Evergreen Gardens At La Junta,7193849333,ASSISTED LIVING RESIDENCE,Otero,909 W 10TH STREET,La Junta,CO,81050,burlington@hhmsi.com, LIMITED LIABIL,"LA JUNTA LTC INVESTORS, LLC",49,7/6/21
23R455,Carriage House Assisted Living,9708545180,ASSISTED LIVING RESIDENCE,Phillips,816 S INTEROCEAN AVE,Holyoke,CO,80734,, LIMITED LIABIL,RED OAK REHABILITATION AND CARE COMMUNITY LLC,32,7/6/21
23029P,"Legacy At Lamar, The",7193367004,ASSISTED LIVING RESIDENCE,Prowers,650 KENDALL DR,Lamar,CO,81052,, LIMITED LIABIL,"LAMAR ASSISTED LIVING, LLC.",24,7/6/21
23D457,"Tammy And Martys Cozy Adult Care Home Ii, Llc",7195661189,ASSISTED LIVING RESIDENCE,Pueblo,523 WEST COKEDALE DRIVE,Pueblo West,CO,81007,rmtammy1006@msn.com, LIMITED LIABIL,TAMMY AND MARTY'S COZY ADULT CARE HOME,15,7/6/21
23E471,Oasis House,7192178850,ASSISTED LIVING RESIDENCE,Pueblo,972 S PURCELL BLVD,Pueblo,CO,81001,, LIMITED LIABIL,BRAINCARE LLC,10,7/6/21
230659,Shalom Home Care Llc,7195422715,ASSISTED LIVING RESIDENCE,Pueblo,134 LAMAR AVENUE,Pueblo,CO,81004,shalomhomecare@comcast.net, LIMITED LIABIL,SHALOM HOME CARE,12,7/6/21
230662,Eddie'S House Llc,7203011369,ASSISTED LIVING RESIDENCE,Pueblo,1724 SPRUCE STREET,Pueblo,CO,81004,, LIMITED LIABIL,TRIPLE RRR,14,7/6/21
23M203,North Pointe Gardens,7195456222,ASSISTED LIVING RESIDENCE,Pueblo,3777 PARKER BLVD,Pueblo,CO,81008,krisprado1@gmail.com, LIMITED LIABIL,"ACCOLADE LIVING CENTERS, LLC",64,7/6/21
23Z781,Pueblo West Gardens Assisted Living,7199248624,ASSISTED LIVING RESIDENCE,Pueblo,960 E SAXONY DRIVE,Pueblo West,CO,81007,, LIMITED LIABIL,PUEBLO WEST GARDENS LLC,65,7/6/21
2310NW,"Legacy At Monte Vista, The",7198525179,ASSISTED LIVING RESIDENCE,Rio Grande,100 CHICO CAMINO,Monte Vista,CO,81144,rcdavid@bresnan.net, LIMITED LIABIL,"MONTE VISTA INVESTORS, LLC",36,7/6/21
2303VE,Aladdin At Keenesburg The,3037324856,ASSISTED LIVING RESIDENCE,Weld,15 SOUTH ASH,Keenesburg,CO,80643,thealaddinalfals@msn.com, LIMITED LIABIL,MADISON SENIOR LIVING MANAGEMENT LLC,16,7/6/21
23Z395,"Assisted Living At Greeley, Llc",9705156952,ASSISTED LIVING RESIDENCE,Weld,218 1/2 10TH STREET,Greeley,CO,80631,, LIMITED LIABIL,ASSISTED LIVING AT GREELEY LLC,16,7/6/21
2301MN,"Harmony Home Llc, The",9708488444,ASSISTED LIVING RESIDENCE,Yuma,600 W 10TH AVE,Yuma,CO,80759,thh703@gmail.com, LIMITED LIABIL,"HARMONY HOME, LLC, THE",28,7/6/21
2304A5,A Change Of Seasons Assisted Living Llc,3032382588,ASSISTED LIVING RESIDENCE,Jefferson,225 N MARSHALL ST,Lakewood,CO,80226,, LIMITED LIABIL,A CHANGE OF SEASONS ASSISTED LIVING LLC,10,7/6/21
2.30E+12,"Harmony Home Llc, The",9705227335,ASSISTED LIVING RESIDENCE,Logan,610 JAY DR,Sterling,CO,80751,, LIMITED LIABIL,"HARMONY HOME, LLC, THE",10,7/6/21
23I151,Assisted Living On Broadway,7203838083,ASSISTED LIVING RESIDENCE,Arapahoe,7120 S BROADWAY,Littleton,CO,80122,info@aspenhillliving.com, LIMITED LIABIL,KASKO LLC,12,7/6/21
230430,Northglenn Heights Assisted Living Community,3034520501,ASSISTED LIVING RESIDENCE,Adams,11475 PEARL STREET,Northglenn,CO,80233,ginger@milestoneretirement.com, LIMITED LIABIL,LSREF GOLDEN OPS 26 (CO) LLC,172,7/6/21
2305S9,Lark Springs,7196370877,ASSISTED LIVING RESIDENCE,El Paso,2850 N ACADEMY BLVD,Colorado Springs,CO,80917,, LIMITED LIABIL,AMERICAN EAGLE PALMER PARK LLC,76,7/6/21
23045K,"Granville Assisted Living Center, The",3032744400,ASSISTED LIVING RESIDENCE,Jefferson,1325 VANCE ST,Lakewood,CO,80214,, PARTNERSHIP,"GRANVILLE LTD, THE",120,7/6/21
2303GK,Inglenook At Brighton,3036594148,ASSISTED LIVING RESIDENCE,Adams,2195 E EGBERT STREET,Brighton,CO,80601,, PARTNERSHIP,"INGLENOOK SENIOR VENTURES, LP",110,7/6/21
23A411,A Wildflower Assisted Living And Care Home Inc,3037289238,ASSISTED LIVING RESIDENCE,Adams,10130 MELODY DR,Northglenn,CO,80260,, PROFIT-CORPORA,A WILDFLOWER ASSISTED LIVING AND CARE HOME INC,5,7/6/21
2304JA,A Feathered Nest At Thornton,3034530810,ASSISTED LIVING RESIDENCE,Adams,11540 MILWAUKEE ST,Thornton,CO,80233,anetfarrell@aol.com, PROFIT-CORPORA,A FEATHERED NEST INC,7,7/6/21
230410,A Wildflower Assisted Living And Care Home Inc,3036505450,ASSISTED LIVING RESIDENCE,Adams,8823 PRINCETON STREET,Westminster,CO,80031,nicole@awildflowerassistedliving.com, PROFIT-CORPORA,A WILDFLOWER ASSISTED LIVING AND CARE HOME INC,8,7/6/21
23L581,My Home Care Assisted Living  Inc,3038108197,ASSISTED LIVING RESIDENCE,Adams,14522 E 12TH AVE,Aurora,CO,80011,, PROFIT-CORPORA,MY HOME CARE ASSISTED LIVING INC,10,7/6/21
23033U,Brookdale Brighton,3036379500,ASSISTED LIVING RESIDENCE,Adams,2215 EAST EGBERT ST,Brighton,CO,80601,, PROFIT-CORPORA,ALTERRA HEALTHCARE CORPORATION,55,7/6/21
23U240,"Villas At Sunny Acres, The",7209771707,ASSISTED LIVING RESIDENCE,Adams,2515 E 104TH AVENUE,Thornton,CO,80233,, PROFIT-CORPORA,SUNNY ACRES HEALTHCARE INC,36,7/6/21
23N222,Serenity House Assisted Living Hinsdale,3037414573,ASSISTED LIVING RESIDENCE,Arapahoe,3197 E HINSDALE AVENUE,Centennial,CO,80122,michael.zislis@serenityhouse.net, PROFIT-CORPORA,SERENITY HOUSE ASSISTED LIVING INC.,8,7/6/21
23S213,Serenity House Assisted Living Kit Carson,3035848926,ASSISTED LIVING RESIDENCE,Arapahoe,6770 S KIT CARSON CIRCLE E,Centennial,CO,80122,michael.zislis@serenityhouse.net, PROFIT-CORPORA,SERENITY HOUSE ASSISTED LIVING INC.,8,7/6/21
23W747,Serenity House Assisted Living V,3037587403,ASSISTED LIVING RESIDENCE,Arapahoe,3068 S KEARNEY STREET,Denver,CO,80222,michael.zislis@serenityhouse.net, PROFIT-CORPORA,STRAUSS PROPERTIES,8,7/6/21
23N230,Serenity House Assisted Living Viii,3037414381,ASSISTED LIVING RESIDENCE,Arapahoe,5750 S KENTON WAY,Englewood,CO,80111,michael.zislis@serenityhouse.net, PROFIT-CORPORA,SERENITY HOUSE ASSISTED LIVING INC.,7,7/6/21
23D978,Serenity House Assisted Living Ix,3037216144,ASSISTED LIVING RESIDENCE,Arapahoe,6128 SOUTH IOLA WAY,Englewood,CO,80111,zislis@msn.com, PROFIT-CORPORA,STRAUSS PROPERTIES,8,7/6/21
23M202,Serenity House Assisted Living Littleton,3039720827,ASSISTED LIVING RESIDENCE,Arapahoe,5310 W GEDDES AVENUE,Littleton,CO,80128,michael.zislis@serenityhouse.net, PROFIT-CORPORA,SERENITY HOUSE ASSISTED LIVING INC.,8,7/6/21
23W735,Serenity House Assisted Living Vii,3037570830,ASSISTED LIVING RESIDENCE,Arapahoe,2337 SOUTH FOREST DRIVE,Denver,CO,80222,michael.zislis@serenityhouse.net, PROFIT-CORPORA,STRAUSS PROPERTIES,10,7/6/21
23048A,Serenity House Assisted Living Ii,3036944003,ASSISTED LIVING RESIDENCE,Arapahoe,10760 EAST IDA COURT,Englewood,CO,80111,michael.zislis@serenityhouse.net, PROFIT-CORPORA,SERENITY HOUSE ASSISTED LIVING INC.,7,7/6/21
23K605,Xanadu Assisted Living Residence Inc,3033649630,ASSISTED LIVING RESIDENCE,Arapahoe,1391-1395  XANADU STREET,Aurora,CO,80011,rrailxtrss@q.com, PROFIT-CORPORA,"XANADU ASSISTED LIVING RESIDENCE, INC",8,7/6/21
2304L5,Masters Touch Homes Inc,3036940710,ASSISTED LIVING RESIDENCE,Arapahoe,7422 S MARION ST,Centennial,CO,80122,priscillamiller1@yahoo.com, PROFIT-CORPORA,"MASTER'S TOUCH HOMES, INC.",11,7/6/21
2304O6,Lighthouse Assisted Living Inc-Emporia House,3037713835,ASSISTED LIVING RESIDENCE,Arapahoe,6318 S EMPORIA CIRCLE,Englewood,CO,80111,tom@lighthouseassistedliving.com, PROFIT-CORPORA,LIGHTHOUSE ASSISTED LIVING,8,7/6/21
23R848,Serenity House Assisted Living Iv,3035848926,ASSISTED LIVING RESIDENCE,Arapahoe,5841 SOUTH KINGSTON WAY,Englewood,CO,80111,zislis@msn.com, PROFIT-CORPORA,STRAUSS PROPERTIES,7,7/6/21
23T313,Magnolia Place Assisted Living,7208592792,ASSISTED LIVING RESIDENCE,Arapahoe,394 NOME STREET,Aurora,CO,80010,magnoliaplace.aurora@gmail.com, PROFIT-CORPORA,"CARING GARDENS, INC",9,7/6/21
23P631,Carelink Assisted Living Llc,3037979110,ASSISTED LIVING RESIDENCE,Arapahoe,2602 E WEAVER AVENUE,Centennial,CO,80121,, PROFIT-CORPORA,PLANET VIEW INC,12,7/6/21
230367,Cinnamon Park,3037722882,ASSISTED LIVING RESIDENCE,Boulder,1335 CINNAMON STREET,Longmont,CO,80501,, PROFIT-CORPORA,SENIOR HOUSING OPTIONS,48,7/6/21
231113,Delta House,9708741117,ASSISTED LIVING RESIDENCE,Delta,233 MAIN ST,Delta,CO,81416,deltahouse@montrose.net, PROFIT-CORPORA,SANFORD & CLAY CARE INC,28,7/6/21
23P643,Scs Assisted Living Denver Inc,3038345646,ASSISTED LIVING RESIDENCE,Denver,941 S FULTON AVE,Denver,CO,80247,scs.alr.marshall@gmail.com, PROFIT-CORPORA,SCS ASSISTED LIVING DENVER INC,10,7/6/21
23O672,Assisted Living Of Denver,3038345646,ASSISTED LIVING RESIDENCE,Denver,3545 LEYDEN STREET,Denver,CO,80207,scs.alr.co@gmail.com, PROFIT-CORPORA,AL OF DENVER INC,16,7/6/21
230481,Decatur West Personal Care Facility,3034557001,ASSISTED LIVING RESIDENCE,Denver,2801 W 33RD AVE,Denver,CO,80211,mommyduck1@aol.com, PROFIT-CORPORA,"SUE-DANIEL, INC.",32,7/6/21
230472,Monarch Manor,3038614301,ASSISTED LIVING RESIDENCE,Denver,555 E 11TH AVE,Denver,CO,80203,monarch.jsparks@gmail.com, PROFIT-CORPORA,ALL SPARKS CORP,39,7/6/21
230425,Lennox Guest Home Inc The,3034778426,ASSISTED LIVING RESIDENCE,Denver,2875 W 33RD AVENUE,Denver,CO,80211,lennoxgh@gmail.com, PROFIT-CORPORA,"LENNOX GUEST HOME, INC., THE",55,7/6/21
23K566,Ara At The Pinery,3038777965,ASSISTED LIVING RESIDENCE,Douglas,7822 WINDWOOD WAY,Parker,CO,80134,mmouw@auroraservices.com, PROFIT-CORPORA,AURORA RESIDENTIAL ALTERNATIVES INC,8,7/6/21
23U713,Constant Care Of Colorado Springs Inc,7196606826,ASSISTED LIVING RESIDENCE,El Paso,11 WESTMARK AVE,Colorado Springs,CO,80906,, PROFIT-CORPORA,"CONSTANT CARE OF COLORADO SPRINGS, INC",8,7/6/21
23C445,Solange Highland Park Inc,7192821155,ASSISTED LIVING RESIDENCE,El Paso,2107 PRINCETON WAY,Colorado Springs,CO,80909,, PROFIT-CORPORA,SOLANGE HIGHLAND PARK,8,7/6/21
23G932,Constant Care Of Colorado Springs Ii,7192602354,ASSISTED LIVING RESIDENCE,El Paso,8320 SUTTERFIELD DR,Colorado Springs,CO,80920,jeff.reynolds1@yahoo.com, PROFIT-CORPORA,"CONSTANT CARE OF COLORADO SPRINGS, INC",8,7/6/21
23055B,Solange Assisted Living Inc,7193824844,ASSISTED LIVING RESIDENCE,El Paso,10102 ROLLING RIDGE RD,Colorado Springs,CO,80925,, PROFIT-CORPORA,SOLANGE ASSISTED LIVING INC,10,7/6/21
230542,"Willows At Crestview, The",7194731362,ASSISTED LIVING RESIDENCE,El Paso,1410 E BUENA VENTURA STREET,Colorado Springs,CO,80909,crestviewcare@msn.com, PROFIT-CORPORA,PARENT CARE LIFE INC,11,7/6/21
230543,Whispering Pines At Crestview,7194734239,ASSISTED LIVING RESIDENCE,El Paso,1209 E CARAMILLO ST,Colorado Springs,CO,80909,crestviewcare@msn.com, PROFIT-CORPORA,PARENT CARE LIFE INC,11,7/6/21
2305B2,Valley Hi Assisted Living,7194478719,ASSISTED LIVING RESIDENCE,El Paso,3116 WELLSHIRE BLVD,Colorado Springs,CO,80910,yolundusrmurriel@yahoo.com, PROFIT-CORPORA,VALLEY HI ASSISTED LIVING,12,7/6/21
2305I0,Apple Tree Assisted Living,7192821155,ASSISTED LIVING RESIDENCE,El Paso,1125 BROCKDELL DR,Colorado Springs,CO,80911,, PROFIT-CORPORA,SOLANGE AT APPLE TREE ASSISTED LIVING INC,48,7/6/21
23H131,Fremont Home Care Cedar,7193454300,ASSISTED LIVING RESIDENCE,Fremont,1425 CEDAR AVENUE,Canon City,CO,81212,fremonthomecare@msn.com, PROFIT-CORPORA,FREMONT HOME CARE INC,16,7/6/21
2304J0,"Caring Hearts, Inc",3034217368,ASSISTED LIVING RESIDENCE,Jefferson,7465 W 48TH AVE,Wheat Ridge,CO,80033,tber713331@aol.com, PROFIT-CORPORA,CARING HEARTS INC,8,7/6/21
2304NY,"Eqc Accent Assisted Living, Incorporated",3034569246,ASSISTED LIVING RESIDENCE,Jefferson,6395 W 66TH AVE,Arvada,CO,80003,, PROFIT-CORPORA,EQC ACCENT ASSISTED LIVING INCORPORATED,6,7/6/21
23X367,A Wildflower Assisted Living And Care Home Inc,3034240523,ASSISTED LIVING RESIDENCE,Jefferson,9423 W 64TH AVENUE,Arvada,CO,80004,, PROFIT-CORPORA,A WILDFLOWER ASSISTED LIVING AND CARE HOME INC,8,7/6/21
23H526,A Wildflower Assisted Living And Care Home Inc,3034634363,ASSISTED LIVING RESIDENCE,Jefferson,6197 W 83RD WAY,Arvada,CO,80003,nicole@awildflowerassistedliving.com, PROFIT-CORPORA,A WILDFLOWER ASSISTED LIVING AND CARE HOME INC,8,7/6/21
23J158,A Wildflower Assisted Living And Care Home Inc,3034567890,ASSISTED LIVING RESIDENCE,Jefferson,8417 W 74TH PLACE,Arvada,CO,80005,, PROFIT-CORPORA,A WILDFLOWER ASSISTED LIVING AND CARE HOME INC,8,7/6/21
2304ML,Eqc Silver Rose Incorporated,3034204295,ASSISTED LIVING RESIDENCE,Jefferson,5420 FIELD COURT,Arvada,CO,80002,rmking65@msn.com, PROFIT-CORPORA,EQC SILVER ROSE INCORPORATED,10,7/6/21
2304J4,Alternative Care Homes-Marshall,3038345646,ASSISTED LIVING RESIDENCE,Jefferson,8029 S MARSHALL STREET,Littleton,CO,80128,scs.alr.marshall@gmail.com, PROFIT-CORPORA,SCS ASSISTED LIVING DENVER INC,10,7/6/21
23S680,Assisted Living Of Arvada Inc,3038345646,ASSISTED LIVING RESIDENCE,Jefferson,6845 NEWLAND STREET,Arvada,CO,80003,scs.alr.co@gmail.com, PROFIT-CORPORA,ASSISTED LIVING OF ARVADA INC,12,7/6/21
23F110,"Rising Sun Senior Home Inc, The",3039373473,ASSISTED LIVING RESIDENCE,Jefferson,421 & 431 S FENTON STREET,Lakewood,CO,80226,therisingsun@comcast.net, PROFIT-CORPORA,THE RISING SUN SENIOR HOME INC,15,7/6/21
230186,Aspen Leaf Assisted Living Residence Inc-Stratton,7193484666,ASSISTED LIVING RESIDENCE,Kit Carson,410 MAIN ST,Stratton,CO,80836,kathy@aspenleafassistedliving.com, PROFIT-CORPORA,ASPEN LEAF ASSISTED LIVING RESIDENCE - STRATTON,12,7/6/21
23W733,Aspen Leaf Assisted Living Residence,7197654353,ASSISTED LIVING RESIDENCE,Kit Carson,419 PAWNEE AVENUE,Flagler,CO,80815,, PROFIT-CORPORA,ASPEN LEAF ASSISTED LIVING RESIDENCE INC,16,7/6/21
23036C,Primrose Place,9706695616,ASSISTED LIVING RESIDENCE,Larimer,1330 E 1ST ST,Loveland,CO,80537,, PROFIT-CORPORA,"PRIMROSE PLACE, INC.",18,7/6/21
230345,Heritage Haus,9706695616,ASSISTED LIVING RESIDENCE,Larimer,208 19TH STREET S E,Loveland,CO,80537,, PROFIT-CORPORA,"PRIMROSE PLACE, INC.",18,7/6/21
23R289,"Residence At Oakridge, The",9702295800,ASSISTED LIVING RESIDENCE,Larimer,4750 WHEATON DRIVE,Fort Collins,CO,80525,claudiaatoakridge@gmail.com, PROFIT-CORPORA,"RESIDENCE AT OAKRIDGE LLC, THE",68,7/6/21
23S688,Aspen Leaf Assisted Living Residence Limon Inc,7197759412,ASSISTED LIVING RESIDENCE,Lincoln,2050 6TH ST,Limon,CO,80828,, PROFIT-CORPORA,ASPEN LEAF ASSISTED LIVING RESIDENCE LIMON INC,30,7/6/21
23P259,Comfort Care-Alzheimers,9702421967,ASSISTED LIVING RESIDENCE,Mesa,807 TAHITI,Grand Junction,CO,81506,kdpuls@yahoo.com, PROFIT-CORPORA,COMFORT CARE INC,8,7/6/21
2311JT,Aspen Glen,9702548403,ASSISTED LIVING RESIDENCE,Mesa,448 BOOKCLIFF DR,Grand Junction,CO,81501,aspen_glen@yahoo.com, PROFIT-CORPORA,ASPEN GLEN,9,7/6/21
231104,Blossom View Assisted Living,9704346707,ASSISTED LIVING RESIDENCE,Mesa,3456 F ROAD,Clifton,CO,81520,wallacebroad@bresnan.net, PROFIT-CORPORA,BLOSSOM VIEW INC.,16,7/6/21
2311RP,Comfort Care Assisted Living & Memory Care,9702434682,ASSISTED LIVING RESIDENCE,Mesa,445 SANDIA DR,Grand Junction,CO,81507,kdpuls@yahoo.com, PROFIT-CORPORA,COMFORT CARE INC,35,7/6/21
2311QG,"Retreat At Palisade, The",9704645167,ASSISTED LIVING RESIDENCE,Mesa,3781 HERITAGE LANE,Palisade,CO,81526,cparenteau@sloptions.com, PROFIT-CORPORA,TRIUMPH PROPERTIES LLC,60,7/6/21
23114D,Retreat At Harbor Cove,9702437224,ASSISTED LIVING RESIDENCE,Mesa,2835 PATTERSON RD,Grand Junction,CO,81506,cparenteau@sloption.com, PROFIT-CORPORA,TRIUMPH PROPERTIES LLC,64,7/6/21
231289,Mesa View Retirement Home Inc,9705640716,ASSISTED LIVING RESIDENCE,Montezuma,24760 ROAD G,Cortez,CO,81321,mesaviewcortez@hotmail.com, PROFIT-CORPORA,"MESA VIEW RETIREMENT HOME, INC.",16,7/6/21
230654,Golden Gate Manor Ii,7195832473,ASSISTED LIVING RESIDENCE,Pueblo,1219 LAKE AVENUE,Pueblo,CO,81004,mhrrmn@aol.com, PROFIT-CORPORA,GOLDEN GATE MANOR INC,10,7/6/21
23062L,Greenwood Manor,7195621742,ASSISTED LIVING RESIDENCE,Pueblo,421 & 423 W 11TH ST,Pueblo,CO,81003,kcarterwells@yahoo.com, PROFIT-CORPORA,GREENWOOD MANOR INCORPORATED,16,7/6/21
230663,Golden Horizon,7195839132,ASSISTED LIVING RESIDENCE,Pueblo,2109 CHAUTARD,Pueblo,CO,81005,, PROFIT-CORPORA,GOLDEN GATE MANOR INC,14,7/6/21
230667,Golden Valley Assisted Living,7195450152,ASSISTED LIVING RESIDENCE,Pueblo,1033 E EVANS,Pueblo,CO,81004,mhrrmn@aol.com, PROFIT-CORPORA,GOLDEN GATE MANOR INC,14,7/6/21
230604,Pal'S Acf,7195434108,ASSISTED LIVING RESIDENCE,Pueblo,232 BROADWAY,Pueblo,CO,81004,little-angels@hotmail.com, PROFIT-CORPORA,P.A.L'S ACF & DAY PROGRAM SERVICES,15,7/6/21
230635,Golden Gate Manor,7195839132,ASSISTED LIVING RESIDENCE,Pueblo,606 W ABRIENDO AVE,Pueblo,CO,81004,mhrrmn@aol.com, PROFIT-CORPORA,GOLDEN GATE MANOR INC,16,7/6/21
23W276,Villa Grove Assisted Living,7195441561,ASSISTED LIVING RESIDENCE,Pueblo,715 EAST B STREET,Pueblo,CO,81003,pspicola@gmail.com, PROFIT-CORPORA,JOHNSON ASSISTED LIVING HOME INC,16,7/6/21
230333,Gray Cara,3037324424,ASSISTED LIVING RESIDENCE,Weld,195 EAST GANDY AVENUE,Keenesburg,CO,80643,kmgray@rtebb.net, PROFIT-CORPORA,GRAYCARA ENTERPRISES INC.,14,7/6/21
2303J4,Ashley Manor - Evans 2,9703049277,ASSISTED LIVING RESIDENCE,Weld,1725 32ND ST,Evans,CO,80620,, PROFIT-CORPORA,ASHLEY MANOR LLC,13,7/6/21
2303QB,Bright Assisted Living Corp,7203346436,ASSISTED LIVING RESIDENCE,Weld,610 HEMLOCK DRIVE,Windsor,CO,80550,cclement97@yahoo.com, PROFIT-CORPORA,CLEMENT CONSULTING CORP.,12,7/6/21
2303B5,Brookdale Greeley,9703309500,ASSISTED LIVING RESIDENCE,Weld,1999 38TH AVENUE,Greeley,CO,80634,kharden@brookdaleliving.com, PROFIT-CORPORA,ALTERRA HEALTHCARE CORPORATION,51,7/6/21
230374,Planet View Inc,9703305133,ASSISTED LIVING RESIDENCE,Weld,3705 CARSON AVENUE,Evans,CO,80620,chukwumaemeh@yahoo.com, PROFIT-CORPORA,PLANET VIEW INC,14,7/6/21
23Y767,Birch Assisted Living,9703461150,ASSISTED LIVING RESIDENCE,Weld,1819 BIRCH AVENUE,Greeley,CO,80631,, PROFIT-CORPORA,"BIRCH ASSISTED LIVING, INC.",60,7/6/21
23123I,Vista Mesa Assisted Living Residence,9705641888,ASSISTED LIVING RESIDENCE,Montezuma,1206 N MILDRED RD,Cortez,CO,81321,linda.carter@continuumhealth.com, PROFIT-CORPORA,"SOUTHWEST PROFESSIONAL PROPERTIES, INC",57,7/6/21
230411,Chateau Des Mons Care And Assisted Living,3037815865,ASSISTED LIVING RESIDENCE,Arapahoe,3426 S MARION STREET,Englewood,CO,80113,, PROFIT-CORPORA,"MARION HEALTHCARE, INC",48,7/6/21
2304I6,Stages Assisted Living Residence,3032877270,ASSISTED LIVING RESIDENCE,Adams,11275 HIGHLINE DRIVE,Northglenn,CO,80233,l.pereira@communityreachcenter.org, CORPORATE NON-,ADAMS COMMUNITY MENTAL HEALTH CTR,16,7/6/21
2304OW,John Thomas House,3037399913,ASSISTED LIVING RESIDENCE,Arapahoe,16390 E 14TH PL,Aurora,CO,80011,, CORPORATE NON-,"AURORA COMPREHENSIVE COMM MENTAL HLTH CTR, INC .",15,7/6/21
2304H4,Beeler Street Rtf,3033606014,ASSISTED LIVING RESIDENCE,Arapahoe,1455 BEELER STREET,Aurora,CO,80010,, CORPORATE NON-,MENTAL HEALTH CENTER OF DENVER,15,7/6/21
2304BP,Narcissus House Rtf,3036399728,ASSISTED LIVING RESIDENCE,Denver,3940 S NARCISSUS WAY,Denver,CO,80237,ann.selling@mhcd.org, CORPORATE NON-,MENTAL HEALTH CENTER OF DENVER,6,7/6/21
2304DZ,Ash Street Rtf,3037592673,ASSISTED LIVING RESIDENCE,Denver,1450 S ASH ST,Denver,CO,80222,joann.toney@mhcd.org, CORPORATE NON-,MENTAL HEALTH CENTER OF DENVER,8,7/6/21
2304H3,New Visions Rtf,3039368105,ASSISTED LIVING RESIDENCE,Denver,1810 S HOOKER,Denver,CO,80219,christine.lanham@alhcd.org, CORPORATE NON-,MENTAL HEALTH CENTER OF DENVER,8,7/6/21
2304F0,Monaco House Rtf,3033554008,ASSISTED LIVING RESIDENCE,Denver,1512 MONACO PARKWAY,Denver,CO,80220,lyndsay.burnett@mhcd.org, CORPORATE NON-,MENTAL HEALTH CENTER OF DENVER,8,7/6/21
2304G5,John Vallegos House Rtf,3037447371,ASSISTED LIVING RESIDENCE,Denver,1810 S COLUMBINE ST,Denver,CO,80210,joann.toney@mhcd.org, CORPORATE NON-,MENTAL HEALTH CENTER OF DENVER,8,7/6/21
2304P8,Second Street Rtf,3037652480,ASSISTED LIVING RESIDENCE,Denver,200 S SHERMAN STREET,Denver,CO,80209,joann.toney@mhcd.org, CORPORATE NON-,MENTAL HEALTH CENTER OF DENVER,9,7/6/21
2304G7,Monroe House Rtf,3033772586,ASSISTED LIVING RESIDENCE,Denver,1425 MONROE STREET,Denver,CO,80206,joann.toney@mhcd.org, CORPORATE NON-,MENTAL HEALTH CENTER OF DENVER,12,7/6/21
2304VF,David House Rtf,3035047700,ASSISTED LIVING RESIDENCE,Denver,5201 SHERMAN,Denver,CO,80216,, CORPORATE NON-,MENTAL HEALTH CENTER OF DENVER,15,7/6/21
2304G8,Park Place Rtf,3034333944,ASSISTED LIVING RESIDENCE,Denver,2829 W 33RD AVENUE,Denver,CO,80211, joann.toney@mhcd.org, CORPORATE NON-,MENTAL HEALTH CENTER OF DENVER,16,7/6/21
2304I4,Teller Place Rtf,3039888493,ASSISTED LIVING RESIDENCE,Jefferson,7290 WEST 14TH AVENUE,Lakewood,CO,80215,paulk@jcmh.org, CORPORATE NON-,JEFFERSON CENTER FOR MENTAL HEALTH,6,7/6/21
2304H8,Jewell Place Rtf,3039888493,ASSISTED LIVING RESIDENCE,Jefferson,8640 W JEWELL AVE,Lakewood,CO,80232,maryse@jcmh.org, CORPORATE NON-,JEFFERSON CENTER FOR MENTAL HEALTH,8,7/6/21
2303FH,Kinnick Center Rtf,9703472281,ASSISTED LIVING RESIDENCE,Weld,1316 11TH AVE,Greeley,CO,80631,sherry.pfifer@northrange.org, CORPORATE NON-,NORTH RANGE BEHAVIORAL HEALTH,12,7/6/21
2304G6,Franklin House Rtf,3033773772,ASSISTED LIVING RESIDENCE,Denver,1730 FRANKLIN,Denver,CO,80218,,CORPORATE NON-PROF,MENTAL HEALTH CORP OF DENVER,11,7/6/21
23V733,Rmcc,7204125730,ASSISTED LIVING RESIDENCES,Arapahoe,10405 W BERRY,Littleton,CO,80127,, LIMITED LIABIL,ROCKY MOUNTAIN CARE AND CONSULTING LLC,8,7/6/21
23Y683,Slp Colorado,7204125730,ASSISTED LIVING RESIDENCES,Douglas,2570 PEMBERLY AVE,Highlands Ranch,CO,80126,, LIMITED LIABIL,TBI COLORADO LLC,8,7/6/21
23C443,Ara At Hidden River,3038777965,ASSISTED LIVING RESIDENCES,Douglas,20780 BRIDLEWOOD LANE,Parker,CO,80138,mmouw@auroraservices.com, PROFIT-CORPORA,AURORA RESIDENTIAL ALTERNATIVES INC,5,7/6/21
23G125,Ara At The Woodlands,3038777965,ASSISTED LIVING RESIDENCES,Douglas,1746 WILD STAR WAY,Castle Rock,CO,80104,mmouw@auroraservices.com, PROFIT-CORPORA,AURORA RESIDENTIAL ALTERNATIVES,8,7/6/21
