FACILITY_TYPE,FACID,LIC#,LICENSED_NAME,ALPHA_NAME,ADDRESS,FAC_ADDR_2,FAC_CITY,FAC_ST,ZIP,CSZ,COUNTY,TELEPHONE,FAXPHONE,FACEMAIL,Lic_Expires,Lic_Beds_Slots,ADMIN,LICENSED_OWNER,OWNADDR,owncsz,OwnDesc,RunDate,LAT,LNG
ASSISTED LIVING RESIDENCE,NJ20A013,AL20001,Arbor Terrace Mountainside,ARBOR TERRACE MOUNTAINSIDE,1050 SPRINGFIELD AVENUE, ,MOUNTAINSIDE,NJ,07092,"MOUNTAINSIDE, NJ  07092",UNION,(908) 760-0599,          ,kelly.adams@arborcompany.com,6/30/21,100,Ms. KELLY ADAMS,SHP VI MOUNTAINSIDE LLC,7 GIRALDA FARMS,"MADISON, NJ  07940",,6/15/21,,
ASSISTED LIVING RESIDENCE,NJ13A303,13A303,Arbor Terrace Of Middletown,ARBOR TERRACE OF MIDDLETOWN,1800 HIGHWAY 35 SOUTH, ,MIDDLETOWN,NJ,07748,"MIDDLETOWN, NJ  07748",MONMOUTH,(732) 957-0083,(732) 671-4814,charles.dixon@arborcompany.com,1/31/21,104,Mr. CHARLES DIXON,SHP V MIDDLETOWN LLC,C/O 7 GIRALDA FARMS,"MADISON, NJ  07940",,6/15/21,,
ASSISTED LIVING RESIDENCE,NJ07015,07015,Arbor Terrace Roseland,ARBOR TERRACE ROSELAND,345 EAGLE ROCK AVENUE, ,ROSELAND,NJ,07068,"ROSELAND, NJ  07068",ESSEX,(973) 618-1888,          ,rfiorese@arborcompany.com,7/31/21,100,. ROBERT FIORESE,"SHP V ROSELAND, LLC","3348 PEACHTREE ROAD NE, SUITE 1100","ATLANTA, GA  30326",Profit - LLC,6/15/21,40.8196965,-74.310598
ASSISTED LIVING RESIDENCE,Q4VDWW,Q4VDWW,Arbor Terrace Shrewsbury,ARBOR TERRACE SHREWSBURY,864 SHREWSBURY AVENUE, ,TINTON FALLS,NJ,07724,"TINTON FALLS, NJ  07724",MONMOUTH,(732) 784-2400,(732) 542-5978,mwindrem@arborcompany.com,3/31/22,124,Ms. MEGHAN WINDREM,SHP V SHREWSBURY LLC,C/O 7 GIRALDA FARM,"MADISON, NJ  07940",,6/15/21,40.316272,-74.073334
ASSISTED LIVING RESIDENCE,NJ15A001,15A001,Arden Courts of Cherry Hill,ARDEN COURTS OF CHERRY HILL,2700 CHAPEL AVENUE, ,CHERRY HILL,NJ,08002,"CHERRY HILL, NJ  08002",CAMDEN,(856) 667-6543,(856) 667-6543,365-admin@hcr-manorcare.com,12/31/20,54,. JOELLE WINTER,"ARDEN COURTS OF CHERRY HILL NJ, LLC",333 NORTH SUMMIT STREET,"TOLEDO, OH  43604",Profit - LLC,6/15/21,39.929201,-75.012051
ASSISTED LIVING RESIDENCE,NJ70A002,70a002,Arden Courts of Wayne,ARDEN COURTS OF WAYNE,800 HAMBURG TURNPIKE, ,WAYNE,NJ,07470,"WAYNE, NJ  07470",PASSAIC,(973) 942-5600,(973) 942-4485,katherine.harrison@hcr-manorcare.com,12/31/21,56,Ms. KATHERINE HARRISON,"ARDEN COURTS OF WAYNE NJ, LLC",800 HAMBURG TURNPIKE,"WAYNE, OH  07470",Profit - LLC,6/15/21,40.9581624,-74.2248547
ASSISTED LIVING RESIDENCE,NJ30A002,30a002,Arden Courts of West Orange,ARDEN COURTS OF WEST ORANGE,510 PROSPECT AVENUE, ,WEST ORANGE,NJ,07052,"WEST ORANGE, NJ  07052",ESSEX,(973) 736-3100,(973) 736-0500,westorange@arden-courts.com,12/31/21,56,Ms. KRISTIN MORAN,"ARDEN COURTS OF W. ORANGE NJ, LLC",333 NORTH SUMMIT STREET,"TOLEDO, OH  43604",Profit - LLC,6/15/21,40.7928873,-74.2565823
ASSISTED LIVING RESIDENCE,NJ60A003,60a003,Arden Courts of Whippany,ARDEN COURTS OF WHIPPANY,18 EDEN LANE, ,WHIPPANY,NJ,07981,"WHIPPANY, NJ  07981",MORRIS,(973) 581-1800,(973) 581-1979,judith.wittler@hcr-manorcare.com,12/31/21,60,Ms. JUDITH WITTLER,"ARDEN COURTS OF WHIPPANY NJ, LLC",333 NORTH SUMMIT STREET,"TOLEDO, OH  43604",Profit - LLC,6/15/21,40.8205558,-74.4309421
ASSISTED LIVING RESIDENCE,NJ15A116,15A116,Artis Senior Living Of Brick,ARTIS SENIOR LIVING OF BRICK,466 JACK MARTIN BOULEVARD, ,BRICK,NJ,08724,"BRICK, NJ  08724",OCEAN,(732) 475-7040,(732) 475-7351,jyencarelli@artismgmt.com,1/31/22,72,. JOYCE YENCARELLI,"ARTIS SENIOR LIVING OF BRICK TOWNSHIP, LLC",,"MCLEAN, VA  22102",,6/15/21,,
ASSISTED LIVING RESIDENCE,NJ03A008,03A008,"Artis Senior Living Of Evesham, LLC","ARTIS SENIOR LIVING OF EVESHAM, LLC",302 LIPPINCOTT DRIVE, ,EVESHAM,NJ,08053,"EVESHAM, NJ  08053",BURLINGTON,(856) 810-0007,(856) 810-0005,Awilson@artismgmt.com,3/31/22,68,Ms. ASHLEIGH WILSON,"ARTIS SENIOR LIVING OF EVESHAM, LLC","1651 OLD MEADOW ROAD, SUITE 100","MCLEAN, VA  22102",Profit - LLC,6/15/21,,
ASSISTED LIVING RESIDENCE,NJ11A013,11A013,Artis Senior Living Of Princeton Junction,ARTIS SENIOR LIVING OF PRINCETON JUNCTION,861 ALEXANDER ROAD, ,PRINCETON,NJ,08540,"PRINCETON, NJ  08540",MIDDLESEX,(609) 454-3360,(609) 580-1143,mbarroso@artismgmt.com,2/28/22,64,Ms. KELLY MCNULTY,"ARTIS SENIOR LIVING OF PRINCTON JUNCTION,  LLC",1651 OLD MEADOW ROAD,"MCLEAN, VA  22102",Profit - LLC,6/15/21,,
ASSISTED LIVING RESIDENCE,NJ82436,082436,Assisted Living at Fellowship Village,ASSISTED LIVING AT FELLOWSHIP VILLAGE,9000 FELLOWSHIP ROAD, ,BASKING RIDGE,NJ,07920,"BASKING RIDGE, NJ  07920",SOMERSET,(908) 580-3824,(908) 647-2953,jellias@fellowshipsl.org,6/30/21,81,Mr. JACK ELLIAS,"FELLOWSHIP SENIOR LIVING, INC.",9000 FELLOWSHIP ROAD,"BASKING RIDGE, NJ  07920",NonProfit - Corporation,6/15/21,40.6564527,-74.5836926
ASSISTED LIVING RESIDENCE,NJ15A002,15A002,Atria Cherry Hill,ATRIA CHERRY HILL,1979 ROUTE 70 EAST, ,CHERRY HILL,NJ,08003,"CHERRY HILL, NJ  08003",CAMDEN,(856) 424-7227,(856) 424-7885,nikkia.sharpe@atriaseniorliving.com,7/31/21,132,Ms. NIKKIA SHARPE,"HCP CHERRY HILL NJ OPCO, LLC","1920 MAIN STREET, SUITE 1200","IRVINE, CA  92614",,6/15/21,39.898748,-74.957464
ASSISTED LIVING RESIDENCE,NJ02A026,02A026,Atria Norwood,ATRIA NORWOOD,545 TAPPAN ROAD, ,NORWOOD,NJ,07648,"NORWOOD, NJ  07648",BERGEN,(201) 249-6104,          ,charlene.yerkovich@atriaseniorliving.com,5/31/22,100,Ms. CHARLENE YERKOVICH,"CSH NORWOOD LICENSEE, LLC","1275 PENNSYLVANIA AVE NW, SECOND FLOOR","WASHINGTON, DC  20004",,6/15/21,,
ASSISTED LIVING RESIDENCE,NJ65A002,65a002,Atria Stafford,ATRIA STAFFORD,1275 ROUTE 72, ,MANAHAWKIN,NJ,08050,"MANAHAWKIN, NJ  08050",OCEAN,(609) 597-2500,(609) 597-9898,farryn.harte@atriaseniorliving.com,7/31/21,94,. FARRYN HARTE,"HCP MANAHAWKIN NJ OPCO, LLC","300 MARKET STREET, SUITE 100","LOUISVILLE, KY  40202",,6/15/21,39.7233054,-74.2885783
ASSISTED LIVING RESIDENCE,NJ55A004,55A004,Atria Tinton Falls,ATRIA TINTON FALLS,44 PINE STREET, ,TINTON FALLS,NJ,07753,"TINTON FALLS, NJ  07753",MONMOUTH,(732) 918-1960,(732) 918-1952,michael.ciecierski@atriaseniorliving.com,4/30/22,156,Mr. MICHAEL CIECIERSKI,"WG TINTON FALLS SH, LLC","500 N. HURSTBOURNE PARKWAY, SUITE 200","LOUISVILLE, KY  40222",Profit - LLC,6/15/21,40.2402504,-74.0826848
ASSISTED LIVING RESIDENCE,NJ15A006,15a006,Atria Voorhees Assisted Living Residence,ATRIA VOORHEES ASSISTED LIVING RESIDENCE,1301 LAUREL OAK ROAD, ,VOORHEES,NJ,08043,"VOORHEES, NJ  08043",CAMDEN,(856) 783-8383,(856) 783-8484,lee.gillis@atriaseniorliving.com,7/31/21,94,Ms. KATHLEEN GILLIS,"HCP VOORHEES TOWNSHIP NJ OPCO, LLC","300 EAST MARKET STREET, SUITE 100","LOUISVILLE, KY  40202",,6/15/21,39.848086,-74.969104
ASSISTED LIVING RESIDENCE,NJ13A021,13A021,Atria Waldwick,ATRIA WALDWICK,245 WYCKOFF AVENUE, ,WALDWICK,NJ,07463,"WALDWICK, NJ  07463",BERGEN,(610) 229-9072,          ,michael.moralessr@atriaseniorliving.com,12/31/21,186,Mr. TODD ARONSON,"FSP-WALDWICK PROPERTY, LLC",,",   ",,6/15/21,,
ASSISTED LIVING RESIDENCE,NJ55A006,55a006,Atrium Senior Living of Matawan,ATRIUM SENIOR LIVING OF MATAWAN,40 FRENEAU AVENUE, ,MATAWAN,NJ,07747,"MATAWAN, NJ  07747",MONMOUTH,(732) 566-0800,(732) 441-3402,Dbrito@atriumhsl.com,2/28/22,70,Ms. DONNA BRITO,38-40 FRENEAU AVENUE OPERATING COMPANY LLC,1120 ALPS ROAD,"WAYNE, NJ  07470",Profit - LLC,6/15/21,40.399976,-74.237475
ASSISTED LIVING RESIDENCE,NJ5A001,05A001,Atrium Senior Living of Park Ridge,ATRIUM SENIOR LIVING OF PARK RIDGE,124 NOYES DRIVE, ,PARK RIDGE,NJ,07656,"PARK RIDGE, NJ  07656",BERGEN,(201) 782-0440,(201) 782-0899,SCohen@spring-hills.net,2/28/22,155,Ms. SHAIN COHEN,120-124 NOYES DRIVE OPERATING COMPANY LLC,1120 ALPS ROAD,"WAYNE, NJ  07470",Profit - LLC,6/15/21,41.0382039,-74.0325269
ASSISTED LIVING RESIDENCE,NJ90112,90112,Atrium Senior Living of Princeton,ATRIUM SENIOR LIVING OF PRINCETON,1000 WINDROW DRIVE, ,PRINCETON,NJ,08540,"PRINCETON, NJ  08540",MERCER,(609) 514-9111,(609) 419-1326,BKiefer@atriumhsl.com,3/31/22,113,Mr. BRANDON KIEFER,1000 3000 5000 WINDROW DRIVE OPERATING COMPANY LLC,1120 ALPS ROAD,"WAYNE, NJ  07470",Profit - LLC,6/15/21,40.3811476,-74.6219905
ASSISTED LIVING RESIDENCE,NJ80A006,80A006,Avalon at Bridgewater,AVALON AT BRIDGEWATER,565 STATE HIGHWAY 28, ,BRIDGEWATER,NJ,08807,"BRIDGEWATER, NJ  08807",SOMERSET,(908) 707-8800,(908) 707-9805,lallen@bridgewayseniorcare.com,5/31/22,74,Ms. LAUREN ALLEN,BRIDGEWAY ASSISTED LIVING LLC,565 STATE HIGHWAY 28,"BRIDGEWATER, NJ  08807",Profit - LLC,6/15/21,40.584604,-74.644043
ASSISTED LIVING RESIDENCE,NJ80A113,80A113,The Avalon At Hillsborough,"AVALON AT HILLSBOROUGH, THE",393 AMWELL ROAD, ,HILLSBOROUGH,NJ,08844,"HILLSBOROUGH, NJ  08844",SOMERSET,(908) 874-7200,(908) 874-7283,kgursky@bridgewayseniorcare.com,10/31/21,97,Ms. KATHERINE GURSKY,"PILGRIM RIVER, LLC",393 AMWELL ROAD,"HILLSBOROUGH, NJ  08844",Profit - Corporation,6/15/21,40.5011222,-74.6379204
ASSISTED LIVING RESIDENCE,NJ25A000,25A000,Baker Place,BAKER PLACE,685 S. BREWSTER ROAD, ,VINELAND,NJ,08360,"VINELAND, NJ  08360",CUMBERLAND,(856) 691-9111,(856) 691-4330,jdasilva@enlivant.com,3/31/21,47,Mr. JOSEPH DASILVA,BAKER AID OPCO LLC,685 SOUTH BREWSTER ROAD,"VINELAND, NJ  08360",,6/15/21,39.5082334,-74.9742707
ASSISTED LIVING RESIDENCE,NJ90115,90115,Bayside Manor,BAYSIDE MANOR,7 LAUREL AVENUE, ,KEANSBURG,NJ,07734,"KEANSBURG, NJ  07734",MONMOUTH,(732) 471-1600,(732) 471-1077,anthony@baysidemanor.com,4/30/22,146,Mr. ANTHONY CAPPADONA,TRC REALTY CORPORATION,7 LAUREL AVENUE,"KEANSBURG, NJ  07734",,6/15/21,40.449814,-74.144243
ASSISTED LIVING RESIDENCE,NJ8HEV7E,8HEV7E,Bear Creek Assisted Living,BEAR CREEK ASSISTED LIVING,291 VILLAGE ROAD EAST, ,WEST WINDSOR,NJ,08550,"WEST WINDSOR, NJ  08550",MERCER,(609) 918-1075,(609) 918-1095,amy.goldich@bearcreekassistedliving.com,12/31/21,100,Ms. AMY GOLDICH,"VILLAGE SENIOR CARE, LLC","1000 LEGION PLACE, SUITE 1600","ORLANDO, FL  32801",Profit - LLC,6/15/21,40.2680269,-74.59416
ASSISTED LIVING RESIDENCE,NJ65A008,65A008,Bella Terra Assisted Living Residence,BELLA TERRA ASSISTED LIVING RESIDENCE,2 KATHLEEN DRIVE, ,JACKSON,NJ,08527,"JACKSON, NJ  08527",OCEAN,(732) 730-9500,(732) 730-1859,fevegan@seniorlifestyle.com,6/30/21,107,Mr. FRANK EVEGAN,"SL BELLA TERRA, L.L.C.",111 E WACKER DRIVE,"CHICAGO, IL  60601",Profit - Corporation,6/15/21,40.1279139,-74.26683
ASSISTED LIVING RESIDENCE,NJ60A008,60A008,Bentley Commons at Paragon Village,BENTLEY COMMONS AT PARAGON VILLAGE,425/427 ROUTE 46 EAST, ,HACKETTSTOWN,NJ,07840,"HACKETTSTOWN, NJ  07840",MORRIS,(908) 979-9080,(908) 498-0202,rdioguardi@kapdev.com,2/28/22,82,. STACY RUTZ-WARD,"KDG PARAGON, LLC",427 U.S. HIGHWAY ROUTE 46,"HACKETTSTOWN, NJ  07840",Profit - LLC,6/15/21,40.8560299,-74.763458
ASSISTED LIVING RESIDENCE,NJ80A004,80A004,Brandywine Living at Middlebrook Crossing,BRANDYWINE LIVING @ MIDDLEBROOK CROSSING,2005 ROUTE 22 WEST, ,BRIDGEWATER,NJ,08807,"BRIDGEWATER, NJ  08807",SOMERSET,(732) 868-8181,(732) 868-8178,nsnyder@brandycare.com,12/31/21,128,Ms. NANCYE SNYDER,WELL BL OPCO LLC,4500 DORR STREET,"TOLEDO, OH  43615",,6/15/21,40.583789,-74.516487
ASSISTED LIVING RESIDENCE,NJ10A002,10A002,Brandywine Living at Moorestown Estates,BRANDYWINE LIVING @ MOORESTOWN,1205 N. CHURCH STREET, ,MOORESTOWN,NJ,08057,"MOORESTOWN, NJ  08057",BURLINGTON,(856) 778-0600,          ,moorestowned@brandycare.com,12/31/21,122,Mr. CHRISTOPHER GILLIES,WELL BL OPCO LLC,4500 DORR STREET,"TOLEDO, OH  43615",,6/15/21,39.9723,-74.9689
ASSISTED LIVING RESIDENCE,NJ1A000,01A000,Brandywine Living at Brandall Estates,BRANDYWINE LIVING AT BRANDALL ESTATES,432 CENTRAL AVENUE, ,LINWOOD,NJ,08221,"LINWOOD, NJ  08221",ATLANTIC,(609) 926-4663,(609) 926-5354,mrepkoe@brandycare.com,12/31/21,100,. MELISSA REPKOE,WELL BL OPCO LLC,4500 DORR STREET,"TOLEDO, OH  43615",,6/15/21,39.359487,-74.568948
ASSISTED LIVING RESIDENCE,NJ55A002,55A002,Brandywine Living at Governor's Crossing,BRANDYWINE LIVING AT GOVERNOR'S CROSSING,49 LASATTA AVENUE, ,ENGLISHTOWN,NJ,07726,"ENGLISHTOWN, NJ  07726",MONMOUTH,(732) 786-1000,(732) 786-0689,awillner@brandycare.com,12/31/21,110,. AMY WILLNER,WELL BL OPCO LLC,4500 DORR STREET,"TOLEDO, OH  43615",,6/15/21,40.297039,-74.370081
ASSISTED LIVING RESIDENCE,NJ04A022,04A022,Brandywine Living at Haddonfield,BRANDYWINE LIVING AT HADDONFIELD,132 WARWICK ROAD, ,HADDONFIELD,NJ,08033,"HADDONFIELD, NJ  08033",CAMDEN,(856) 429-5500,(856) 429-1097,jpellliccione@brandycare.com,6/30/22,58,Ms. JACQUELINE PELLICCIONE,WELL BL OPCO LLC,4500 DORR STREET,"TOLEDO, OH  43615",,6/15/21,,
ASSISTED LIVING RESIDENCE,C9LQB9,C9LQB9,Brandywine Living at Howell,BRANDYWINE LIVING AT HOWELL,100 MERIDIAN PLACE, ,HOWELL,NJ,07731,"HOWELL, NJ  07731",MONMOUTH,(732) 719-0100,(732) 719-0120,amanasso@brandycare.com,5/31/22,120,. ALISON MANASSO,WELL BRANDYWINE HOWELL LLC,4500 DORR STREET,"TOLEDO, OH  43615",,6/15/21,40.177545,-74.24451
ASSISTED LIVING RESIDENCE,NJ07A021,07A021,Brandywine Living At Livingston,BRANDYWINE LIVING AT LIVINGSTON,369 EAST MT PLEASANT AVENUE, ,LIVINGSTON,NJ,07039,"LIVINGSTON, NJ  07039",ESSEX,(973) 251-0600,(973) 251-0601,jjoseph@brandycare.com,4/30/22,150,Ms. JOANN RYAN,WELL BL OPCO LLC,4500 DORR STREET,"TOLEDO, OH  43615",,6/15/21,,
ASSISTED LIVING RESIDENCE,NJ02A024,02A024,Brandywine Living At Mahwah,BRANDYWINE LIVING AT MAHWAH,814 WYCKOFF AVENUE, ,MAHWAH,NJ,07430,"MAHWAH, NJ  07430",BERGEN,(201) 800-8070,          ,MKOLDYS@brandycare.com,7/31/21,107,Ms. MARIOLA KOLDYS,WELL BL OPCO LLC,4500 DORR STREET,"TOLEDO, OH  43615",,6/15/21,,
ASSISTED LIVING RESIDENCE,NJ80A005,80a005,Brandywine Living at Mountain Ridge,BRANDYWINE LIVING AT MOUNTAIN RIDGE,680 MOUNTAIN BOULEVARD, ,WATCHUNG,NJ,07069,"WATCHUNG, NJ  07069",SOMERSET,(908) 754-8180,(908) 754-8184, mmilano@brandycare.com,10/31/21,119,. MARIE MILANO,WELL BL OPCO LLC,4500 DORR STREET,"TOLEDO, OH  43615",,6/15/21,40.62523,-74.476392
ASSISTED LIVING RESIDENCE,ZRXUPT,ZRXUPT,Brandywine Living at Pennington,BRANDYWINE LIVING AT PENNINGTON,143 WEST FRANKLIN AVENUE, ,PENNINGTON,NJ,08534,"PENNINGTON, NJ  08534",MERCER,(609) 730-9922,(609) 730-9923,emoyle@brandycare.com,10/31/21,119,Ms. ELLEN MOYLE,WELL BL OPCO LLC,4500 DORR STREET,"TOLEDO, OH  43615",,6/15/21,40.3320612,-74.7974549
ASSISTED LIVING RESIDENCE,LHR4HN,LHR4HN,Brandywine Living at Princeton,BRANDYWINE LIVING AT PRINCETON,155 RAYMOND ROAD, ,PRINCETON,NJ,08540,"PRINCETON, NJ  08540",MERCER,(732) 329-8888,(732) 329-8813,smoore@brandycare.com,10/31/21,124,Ms. SHARON MOORE,WELL BL OPCO LLC,4500 DORR STREET,"TOLEDO, OH  43615",,6/15/21,40.3810067,-74.5972429
ASSISTED LIVING RESIDENCE,NJ65A005,65a005,Brandywine Living at Reflections,BRANDYWINE LIVING AT REFLECTIONS ,1594 ROUTE 88, ,BRICK,NJ,08724,"BRICK, NJ  08724",OCEAN,(732) 785-3370,(732) 785-5502,mhingher@brandycare.com,12/31/21,52,Ms. MELISSA HINGHER,WELL BL OPCO LLC,4500 DORR STREET,"TOLEDO, OH  43615",,6/15/21,40.0781376,-74.1366007
ASSISTED LIVING RESIDENCE,7EKKEK,7EKKEK,Brandywine Living at Reflections at Colts Neck,BRANDYWINE LIVING AT REFLECTIONS AT COLTS NECK,3 MERIDIAN CIRCLE, ,COLTS NECK,NJ,07722,"COLTS NECK, NJ  07722",MONMOUTH,(732) 303-3100,(732) 303-3170,coltsnecked@brandycare.com,12/31/21,72,Ms. JUNE SCEUSA,WELL BL OPCO LLC,4500 DORR STREET,"TOLEDO, OH  43615",,6/15/21,40.2765879,-74.172028
ASSISTED LIVING RESIDENCE,NJ90A001,90a001,BRANDYWINE LIVING AT SUMMIT,BRANDYWINE LIVING AT SUMMIT,41 SPRINGFIELD AVENUE, ,SUMMIT,NJ,07901,"SUMMIT, NJ  07901",UNION,(908) 522-8852,(908) 522-8862,Sheaney@capitalseniorliving.net,10/31/21,98,Mr. STEVEN HEANEY,WELL BL PORTFOLIO 1 OPCO LLC,4500 DORR STREET,"TOLEDO, OH  43615",,6/15/21,40.7179,-74.3343
ASSISTED LIVING RESIDENCE,NJ90143,90143,Brandywine Living at The Gables,BRANDYWINE LIVING AT THE GABLES,515 JACK MARTIN BLVD, ,BRICK,NJ,08723,"BRICK, NJ  08723",OCEAN,(732) 836-1400,(732) 836-9600,goldsteinm@brandycare.com,12/31/21,99,Ms. MARILYN GOLDSTEIN,WELL BL OPCO LLC,4500 DORR STREET,"TOLEDO, OH  43615",,6/15/21,40.0812474,-74.1376101
ASSISTED LIVING RESIDENCE,NJ55A007,55A007,Brandywine Living at The Sycamore,BRANDYWINE LIVING AT THE SYCAMORE,5 MERIDIAN WAY, ,SHREWSBURY,NJ,07702,"SHREWSBURY, NJ  07702",MONMOUTH,(732) 212-2600,(732) 212-2690,hminnis@brandycare.com,12/31/21,130,Ms. HOLLY MINNIS,WELL BL OPCO LLC,4500 DORR STREET,"TOLEDO, OH  43615",,6/15/21,40.3170549,-74.0665498
ASSISTED LIVING RESIDENCE,NJ04013,04013,Brandywine Living At Voorhees,BRANDYWINE LIVING AT VOORHEES,311 ROUTE 73 SOUTH, ,VOORHEES,NJ,08043,"VOORHEES, NJ  08043",CAMDEN,(856) 424-0004,(856) 874-7793,kconnell@brandycare.com,6/30/22,120,Ms. KIMBERLY CONNELL,WELL BL OPCO LLC,4500 DORR STREET,"TOLEDO, OH  43615",,6/15/21,39.850083,-74.924389
ASSISTED LIVING RESIDENCE,NJ55A112,55A112,Brandywine Living at Wall,BRANDYWINE LIVING AT WALL,2021 HIGHWAY 35, ,WALL,NJ,07719,"WALL, NJ  07719",MONMOUTH,(732) 282-1910,(732) 282-1914,kharper@brandycare.com,10/31/21,103,Mr. KEITH HARPER,WELL BL OPCO LLC,4500 DORR STREET,"TOLEDO, OH  43615",,6/15/21,40.1512224,-74.0563604
ASSISTED LIVING RESIDENCE,NJ47A003,47a003,BRANDYWINE SERENADE AT PRINCETON,BRANDYWINE SERENADE AT PRINCETON,775 MT. LUCAS ROAD, ,PRINCETON,NJ,08540,"PRINCETON, NJ  08540",MERCER,(609) 430-4000,(609) 430-4001,executivedirector@acornglen.com,11/1/21,120,Ms. ELAINE SZYDLO,WELL BL PORTFOLIO 1 OPCO LLC,4500 DORR STREET,"TOLEDO, OH  43615",,6/15/21,40.385582,-74.65264
ASSISTED LIVING RESIDENCE,NJ50A001,50A001,Brighton Gardens of Edison,BRIGHTON GARDENS OF EDISON,1801 OAK TREE ROAD, ,EDISON,NJ,08820,"EDISON, NJ  08820",MIDDLESEX,(732) 767-1031,(732) 767-0835,Edison.ED@sunriseseniorliving.com,12/31/21,118,Ms. TRACEY BORGES,WELLTOWER OPCO GROUP LLC,7902 WESTPARK DRIVE,"MCLEAN, VA  22102",Profit - LLC,6/15/21,40.5720086,-74.3510294
ASSISTED LIVING RESIDENCE,NJ60A001,60A001,Brighton Gardens of Florham Park,BRIGHTON GARDENS OF FLORHAM PARK,21 RIDGEDALE AVENUE, ,FLORHAM PARK,NJ,07932,"FLORHAM PARK, NJ  07932",MORRIS,(973) 966-8999,(973) 966-8998,florhampark.ed@sunriseseniorliving.com,8/31/21,132,Ms. VICTORIA PRIORE,"HCP FLORHAM PARK NJ OPCO, LLC","1920 MAIN ST, SUITE1200","IRVINE, CA  92614",,6/15/21,40.7734936,-74.401897
ASSISTED LIVING RESIDENCE,NJ65A000,65A000,Brighton Gardens of Leisure Park,BRIGHTON GARDENS OF LEISURE PARK,1400 ROUTE 70, ,LAKEWOOD,NJ,08701,"LAKEWOOD, NJ  08701",OCEAN,(732) 370-0444,(732) 370-1783,SRYAN@5SSL.COM,12/31/21,110,Ms. SHANYN RYAN MURACZEWSKI,SNH NJ TENANT LLC,"255 WASHINGTON ST, SUITE 300","NEWTON, MA  02458",,6/15/21,40.053926,-74.1721855
ASSISTED LIVING RESIDENCE,NJ55A001,55A001,Brighton Gardens of Middletown,BRIGHTON GARDENS OF MIDDLETOWN,620 STATE HIGHWAY 35 SOUTH, ,MIDDLETOWN,NJ,07748,"MIDDLETOWN, NJ  07748",MONMOUTH,(732) 275-0790,(732) 275-0797,middletown.BM@sunriseseniorliving.com,8/31/21,132,Ms. CHRISTINA CANDIDO,"PRIME CARE ONE, LLC","450 EAST 96TH STREET, SUITE 500","INDIANAPOLIS, IN  46240",Profit - LLC,6/15/21,40.38192,-74.094397
ASSISTED LIVING RESIDENCE,NJ90122,90122,Brighton Gardens of Mountainside,BRIGHTON GARDENS OF MOUNTAINSIDE,1350 ROUTE 22 WEST, ,MOUNTAINSIDE,NJ,07092,"MOUNTAINSIDE, NJ  07092",UNION,(908) 654-4460,(908) 654-4467,mountainside.ed@sunriseseniorliving.com,6/30/22,141,Ms. JYLL BASCONE,"PRIME CARE ONE, LLC","450 EAST 96TH STREET, SUITE 500","INDIANAPOLIS, IN  46240",Profit - LLC,6/15/21,40.6733869,-74.3530281
ASSISTED LIVING RESIDENCE,NJ5A002,05A002,Brighton Gardens of Saddle River,BRIGHTON GARDENS OF SADDLE RIVER,5 BOROLINE ROAD, ,SADDLE RIVER,NJ,07458,"SADDLE RIVER, NJ  07458",BERGEN,(201) 818-8680,(201) 818-7875,saddleriver.ed@sunriseseniorliving.com,3/31/22,132,. MAUREEN GRAF,"HCP SADDLE RIVER NJ OPCO, LLC","1920 MAIN STREET, SUITE 1200","IRVINE, CA  92614",,6/15/21,41.035548,-74.114137
ASSISTED LIVING RESIDENCE,NJ30A004,30A004,Brighton Gardens of West Orange,BRIGHTON GARDENS OF WEST ORANGE,220 PLEASANT VALLEY WAY, ,WEST ORANGE,NJ,07052,"WEST ORANGE, NJ  07052",ESSEX,(973) 731-9840,(973) 731-9170,WestOrange.ED@sunriseseniorliving.com,8/31/21,132,Ms. IRANIA VARGAS,"HCP ORANGE NJ OPCO, LLC","1920 MAIN ST, SUITE 1200","IRVINE, CA  92614",,6/15/21,40.817305,-74.253911
ASSISTED LIVING RESIDENCE,NJ03A007,03A007,Brightview Greentree,BRIGHTVIEW GREENTREE,170 GREENTREE ROAD, ,MARLTON,NJ,08053,"MARLTON, NJ  08053",BURLINGTON,(856) 810-0070,(856) 810-0073,jsteen@bvsl.net,8/31/21,99,Ms. JENNIFER STEEN,"SHP IV GREENTREE, LLC",7 GIRALDA FARMS,"MADISON, NJ  07940",Profit - LLC,6/15/21,39.9131,-74.9269
ASSISTED LIVING RESIDENCE,NJ90106,90106,Brightview Mount Laurel,BRIGHTVIEW MOUNT LAUREL,400 FERNBROOKE LANE, ,MOUNT LAUREL,NJ,08054,"MOUNT LAUREL, NJ  08054",BURLINGTON,(856) 222-1213,(856) 802-9749,lclinkscales@bvsl.net,8/31/21,108,Ms. LAVANDA CLINKSCALES,"SHP IV MT. LAUREL, LLC",7 GIRALDA FARMS,"MADISON, NJ  07940",Profit - LLC,6/15/21,39.9564,-74.8999
