LICENSE #,TYPE,SUBTYPE,FACILITY,ADDRESS,CITY,STATE,ZIP,ADMINISTRATOR,PHONE,EFFECTIVE,EXPIRATION,BEDS,COUNTY
03691,Laboratory,,ELLIOT ONE DAY SURGERY CENTER @ 185 QUEEN CITY AVE,185 QUEEN CITY AVE,MANCHESTER,NH,03101,"BEVERLY PRIMEAU, RN",(603) 663-2557,04/01/21,03/31/22,,HILLSBOROUGH
03392,Laboratory,,ELLIOT POC LAB/COLLECTION STATION @ 145 HOLLIS ST,145 HOLLIS STREET,MANCHESTER,NH,03101,ALEXANDRA MOREAU,(603) 663-2557,08/01/21,07/31/22,,HILLSBOROUGH
03475,Laboratory,,ELLIOT STAT LAB/COLLECTION STATION @ 40 BUTTRICK RD,40 BUTTRICK ROAD,LONDONDERRY,NH,03053,ALEXANDRA MOREAU,(603) 663-2557,12/01/20,11/30/21,,Rockingham
03692,Laboratory,,ELLIOT URGENT CARE LAB @ 185 QUEEN CITY AVE,185 QUEEN CITY AVENUE,MANCHESTER,NH,03101,ALEXANDRA MOREAU,(603) 663-2557,04/01/21,03/31/22,,HILLSBOROUGH
03304,Laboratory,,ELLIOT URGENT CARE LAB @ 40 BUTTRICK RD,40 BUTTRICK ROAD,LONDONDERRY,NH,03053,ALEXANDRA MOREAU,(603) 663-2557,11/01/21,10/31/22,,ROCKINGHAM
04277,Laboratory,,ELLIOT URGENT CARE LAB @ BEDFORD,25 LEAVY DR,BEDFORD,NH,03110,ALEXANDRA MOREAU,(603) 663-2557,07/01/21,06/30/22,,Hillsborough
03927,Laboratory,,EPPING FAMILY PRACTICE LAB,212 CALEF HIGHWAY,EPPING,NH,03042,CANDICE GARDNER,(603) 580-8446,04/01/21,03/31/22,,ROCKINGHAM
03288,Laboratory,,EQUALITY HEALTH CENTER,38 SOUTH MAIN STREET,CONCORD,NH,03301,SARAH ANDERSON,(603) 225-2739,07/01/21,06/30/22,,MERRIMACK
04452,Laboratory,,FARNUM CENTER - LAB,140 QUEEN CITY AVE,MANCHESTER,NH,03103,DENNIS THERIAULT,(603) 622-3020,11/01/21,10/31/22,,Hillsborough
04424,Laboratory,,FRANKLIN PIERCE UNIVERSITY LAB,40 UNIVERSITY DR,Rindge,NH,03461,ERICA PEERY,(603) 899-4130,07/01/21,06/30/22,,Cheshire
03602,Laboratory,,HAMPTON HEALTH,879 LAFAYETTE ROAD,HAMPTON,NH,03842,CANDICE GARDNER,(603) 580-8446,05/01/21,04/30/22,,ROCKINGHAM
04491,Laboratory,,INTEGRATIVE HEALTH CARE CENTER LLC,155 MAIN DUNSTABLE RD STE 200,Nashua,NH,03060,"STEVE DEL MAURO, NCIP",(603) 821-0000,03/17/21,02/28/22,,Hillsborough
03205,Laboratory,,JOAN G LOVERING HEALTH CENTER,559 PORTSMOUTH AVENUE,GREENLAND,NH,03840,LISA LEACH,(603) 436-7588,11/01/20,10/31/21,,ROCKINGHAM
04295,Laboratory,,LABCORP-WINDHAM STAT LAB,183 ROCKINGHAM RD,WINDHAM,NH,03087,LAURA DUNN,(603) 430-4125,10/01/21,09/30/22,,Rockingham
04447,Laboratory,,LIGHT POINT LABS,56 STILES RD #204,Salem,NH,03079,MICHAEL RAY,(978) 473-4176,10/16/20,09/30/21,,Rockingham
03250,Laboratory,,MANCHESTER HEALTH DEPARTMENT,1528 ELM STREET,MANCHESTER,NH,03101,"ANNA THOMAS, MPH",(603) 624-6466,02/01/21,01/31/22,,HILLSBOROUGH
04493,Laboratory,,MANCHESTER HEALTH DEPARTMENTMOBILE LAB,1528 ELM ST,Manchester,NH,03103,"ANNA THOMAS, MPH",(603) 624-6466,03/25/21,02/28/22,,Hillsborough
02731,Laboratory,,METABOLIC SOLUTIONS,460 AMHERST STREET,NASHUA,NH,03063,DAVID A. WAGNER,(603) 598-6960,03/01/21,02/28/22,,Belknap
03729,Laboratory,,NASHUA EYE SURGERY CENTER - LAB,5 COLISEUM AVENUE,NASHUA,NH,03063,"THEODORE MOCHE, CRNA",(603) 689-9240,06/01/21,05/31/22,,Belknap
04145,Laboratory,,NELSON ANALYTICAL,490 EAST INDUSTRIAL PARK DR,MANCHESTER,NH,03109,ANDREW NELSON,(603) 622-0200,04/01/21,03/31/22,,Hillsborough
04065,Laboratory,,NEW HAMPSHIRE LABORATORY SPECTRUM MEDICAL GROUP PATHOLOGY,1 HAMPTON RD STE 307,EXETER,NH,03833,"Kaidi Mikhitarian, MD",(603) 580-5554,12/01/21,11/30/22,,Rockingham
04247,Laboratory,,NORDX-MEMORIAL CAMPUS,3073 WHITE MOUNTAIN HWY,NORTH CONWAY,NH,03860,DAVEY W PILCHER,(603) 356-0691,12/01/20,11/30/21,,Carroll
04473,Laboratory,,ON-SITE MEDICAL SERVICES LLC MOBILE VAN 040,71 BELKNAP AVE,Newport,NH,03773,JAMES KEADY,(603) 826-6500,12/29/20,11/30/21,,Sullivan
04474,Laboratory,,"ON-SITE MEDICAL SERVICES,  LLC MOBILE VAN 050",71 BELKNAP AVE,Newport,NH,03773,JAMES KEADY,(603) 826-6500,12/29/20,11/30/21,,Sullivan
04469,Laboratory,,"ON-SITE MEDICAL SERVICES, LLC",71 BELKNAP AVE,Newport,NH,03773,JAMES KEADY,(603) 826-6500,12/29/20,11/30/21,,Sullivan
04471,Laboratory,,"ON-SITE MEDICAL SERVICES, LLC 020",71 BELKNAP AVE,Newport,NH,03773,JAMES KEADY,(603) 826-6500,12/29/20,11/30/21,,Sullivan
04470,Laboratory,,"ON-SITE MEDICAL SERVICES, LLC MOBILE VAN 010",71 BELKNAP AVE,Newport,NH,03773,JAMES KEADY,(603) 826-6500,12/29/20,11/30/21,,Sullivan
04472,Laboratory,,"ON-SITE MEDICAL SERVICES, LLC MOBILE VAN 030",71 BELKNAP AVE,Newport,NH,03773,JAMES KEADY,(603) 826-6500,12/29/20,11/30/21,,Sullivan
03924,Laboratory,,PARKLAND LABORATORY @ STILES RD,31 STILES ROAD SUITE 2400,SALEM,NH,03079,JANA PETERSON,(603) 890-2785,04/01/21,03/31/22,,ROCKINGHAM
04137,Laboratory,,PINEWOOD MEDICAL LABORATORY,7 WORKS WAY,SOMERSWORTH,NH,03878,MICHAEL O'CONNELL,(603) 692-1835,02/01/21,01/31/22,,Strafford
04427,Laboratory,,PLAISTOW HEALTH LAB,127 PLAISTOW RD,Plaistow,NH,03865,CANDY GARDNER,(603) 580-8446,07/01/21,06/30/22,,Rockingham
03167,Laboratory,,PRH-LAB,155 BORTHWICK AVE SUITE 302,PORTSMOUTH,NH,03801,ALYSSA M CRAFTS,(603) 433-5282,07/01/21,06/30/22,,ROCKINGHAM
03877,Laboratory,,QUEST DIAGNOSTICS-TSIENNETO RD,14 TSIENNETO ROAD #201,DERRY,NH,03038,BERNADETTE ISMAIL,(603) 421-0527,11/01/20,10/31/21,,ROCKINGHAM
04454,Laboratory,,RAY HOUSE-FARNUM NORTH LAB,14 HOLY CROSS RD,FRANKLIN,NH,03235,DENNIS THERIAULT,(603) 622-3020,11/01/21,10/31/22,,Merrimack
04030,Laboratory,,SACO RIVER MEDICAL GROUP,7 GREENWOOD AVE,CONWAY,NH,03818,"ROSS EMERY, MD",(603) 447-3500,08/01/21,07/31/22,,Carroll
03603,Laboratory,,SALTONSTALL LAB,9 BUZZELL AVENUE,EXETER,NH,03833,CANDICE GARDNER,(603) 580-8446,05/01/21,04/30/22,,Rockingham
03236,Laboratory,,"SEACOAST PATHOLOGY, INC",ONE HAMPTON RD SUITE 307,EXETER,NH,38334849,JOSEPH RAIANO,(603) 778-8522,03/01/21,02/28/22,,ROCKINGHAM
04190,Laboratory,,SNHU WELLNESS CENTER LAB,2500 NORTH RIVER RD,HOOKSETT,NH,03106,FELIX F PIZZI,(603) 645-9679,11/01/20,10/31/21,,Merrimack
04385,Laboratory,,STRATHAM FAMILY PRACTICE,"118 PORTSMOUTH AVE, BLDG D",Stratham,NH,03885,CANDICE GARDNER,(603) 580-8446,01/01/21,12/31/21,,Rockingham
04308,Laboratory,,STRIVE HEALTH,"1750 ELM ST, STE 103",MANCHESTER,NH,03104,SHEENA BICE,(603) 865-1706,01/01/21,12/31/21,,Hillsborough
03741,Laboratory,,URGENT CARE LAB @ BEDFORD MEDICAL PARK,5 WASHINGTON PLACE STE 1B,BEDFORD,NH,03110,"WELDON W SANFORD, MD",(603) 314-4543,08/01/21,07/31/22,,HILLSBOROUGH
03099,Laboratory,,WALK-IN SERVICES/POINT OF CARE LAB,60 COMMERCIAL STREET,CONCORD,NH,03301,GEOFFREY M FITZGERALD,(603) 227-7000,11/01/20,10/31/21,,MERRIMACK
04455,Laboratory,,WEBSTER PLACE-FARNUM NORTH LAB,27 HOLY CROSS RD,FRANKLIN,NH,03235,DENNIS THERIAULT,(603) 622-3020,11/17/20,10/31/21,,Merrimack
04017,Laboratory,,WENTWORTH-DOUGLASS EXPRESS CARE DOVER,701 B CENTRAL AVE,DOVER,NH,03820,"SRINIVAS MAGANTI, PhD",(603) 609-6700,06/01/21,05/31/22,,Strafford
03496,Laboratory,,WENTWORTH-DOUGLASS PROF. CENTER @ LEE,65 CALEF HIGHWAY,LEE,NH,03861,"SRINIVAS MAGANTI, PhD",(603) 868-8550,04/01/21,03/31/22,,STRAFFORD
04342,Laboratory,,WENTWORTH-DOUGLASS SEACOAST CANCER CENTER PORTSMOUTH,121 CORPORATE DR,PORTSMOUTH,NH,03801,"SRINIVAS MAGANTI, PhD",(603) 742-5252,06/01/21,05/31/22,,Rockingham
03769,Non-Emergency Walk-In Care Center,,ACCESS SPORTS MEDICINE AND ORTHOPAEDICS,"1 HAMPTON RD, STE 200",EXETER,NH,03833,"JOSHUA SIEGEL, MD",(603) 775-7575,12/01/20,11/30/21,,ROCKINGHAM
04179,Non-Emergency Walk-In Care Center,,ACCESS WALK-IN INJURY CLINIC,"155 BORTHWICK AVE, STE 102",PORTSMOUTH,NH,03801,"JOSHUA SIEGEL, MD",(603) 431-3575,10/01/21,09/30/22,,Rockingham
04394,Non-Emergency Walk-In Care Center,,ACCESS WALK-IN INJURY CLINIC,120 WASHINGTON ST,ROCHESTER,NH,03839,"JOSHUA SIEGEL, MD",(603) 330-3888,02/01/21,01/31/22,,Strafford
04316,Non-Emergency Walk-In Care Center,,CHARLESTOWN HEALTH CENTER,250 CEDA ROAD,CHARLESTOWN,NH,03603,JOSHUA R DUFRESNE,(603) 826-5711,01/01/21,12/31/21,,Sullivan
04320,Non-Emergency Walk-In Care Center,,CLEARCHOICE MD-CMC URGENT CARE,558 MAST ROAD,GOFFSTOWN,NH,03045,"MARCUS HAMPERS, MD",(603) 232-1790,02/01/21,01/31/22,,Hillsborough
04326,Non-Emergency Walk-In Care Center,,CLEARCHOICE MD-CMC URGENT CARE-HOOKSETT,7 CINEMAGIC WAY,HOOKSETT,NH,03106,"MARCUS HAMPERS, MD",(603) 782-5112,04/01/21,03/31/22,,Merrimack
04507,Non-Emergency Walk-In Care Center,,CLEARCHOICEMD URGENT CARE - ALTON,24 HOMESTEAD PLACE,Alton,NH,03809,"MARCUS J HAMPERS, MD",(603) 822-4713,05/28/21,04/30/22,,Belknap
04508,Non-Emergency Walk-In Care Center,,CLEARCHOICEMD URGENT CARE - BELMONT,96 DANIEL WEBSTER HWY,Belmont,NH,03220,"MARCUS J HAMPERS, MD",(603) 267-0656,05/28/21,04/30/22,,Belknap
04509,Non-Emergency Walk-In Care Center,,CLEARCHOICEMD URGENT CARE-EPPING,1 BEEHIVE DRIVE,Epping,NH,03042,"MARCUS J HAMPERS, MD",(603) 734-9292,05/28/21,04/30/22,,Rockingham
04510,Non-Emergency Walk-In Care Center,,CLEARCHOICEMD URGENT CARE-LEBANON,410 MIRACLE MILE,Lebanon,NH,03766,"MARCUS J HAMPERS, MD",(603) 267-3260,05/28/21,04/30/22,,Grafton
04511,Non-Emergency Walk-In Care Center,,CLEARCHOICEMD URGENT CARE-PLAISTOW,127 PLAISTOW ROAD,Plaistow,NH,03865,"MARCUS J HAMPERS, MD",(603) 797-9289,05/28/21,04/30/22,,Rockingham
04512,Non-Emergency Walk-In Care Center,,CLEARCHOICEMD URGENT CARE-PORTSMOUTH,750 LAFAYETTE ROAD,Portsmouth,NH,03801,"MARCUS J HAMPERS, MD",(603) 427-8539,05/28/21,04/30/22,,Rockingham
04513,Non-Emergency Walk-In Care Center,,CLEARCHOICEMD URGENT CARE-TILTON,75 LACONIA ROAD,Tilton,NH,03276,"MARCUS J HAMPERS, MD",(603) 729-0050,05/28/21,04/30/22,,Belknap
03561,Non-Emergency Walk-In Care Center,,CONCENTRA URGENT CARE - CONCORD,1 PILLSBURY STREET,CONCORD,NH,03301,CHRISTINE A BENSON,(603) 223-2300,01/01/21,12/31/21,,MERRIMACK
03560,Non-Emergency Walk-In Care Center,,CONCENTRA URGENT CARE - NASHUA,14 A BROAD STREET,NASHUA,NH,03064,SHEILA MORIN,(603) 889-2354,01/01/21,12/31/21,,HILLSBOROUGH
04000,Non-Emergency Walk-In Care Center,,CONCENTRA URGENT CARE-MANCHESTER,1279 S WILLOW ST,MANCHESTER,NH,03103,MEGAN COMEAU,(603) 644-3330,02/01/21,01/31/22,,Hillsborough
03889,Non-Emergency Walk-In Care Center,,CONVENIENTMD URGENT CARE,125 INDIAN ROCK RD UNIT 1,WINDHAM,NH,03087,JILL E ROBERTSON,(603) 890-6330,12/01/20,11/30/21,,ROCKINGHAM
04377,Non-Emergency Walk-In Care Center,,CONVENIENTMD URGENT CARE - BELMONT,73 DANIEL WEBSTER HIGHWAY,Belmont,NH,03220,"ALLURA NOYES, RT",(603) 737-0550,12/01/20,11/30/21,,Belknap
03970,Non-Emergency Walk-In Care Center,,CONVENIENTMD URGENT CARE - CONCORD,8 LOUDON ROAD,CONCORD,NH,03301,SOLANYI A RODRIGUEZ,(603) 226-9000,10/01/21,09/30/22,,MERRIMACK
04375,Non-Emergency Walk-In Care Center,,CONVENIENTMD URGENT CARE - LITTLETON,551 MEADOW STREET,Littleton,NH,03561,JOANNA ALDRICH,(603) 761-3660,12/01/20,11/30/21,,Grafton
04077,Non-Emergency Walk-In Care Center,,CONVENIENTMD URGENT CARE - MERRIMACK,2 DOBSON WAY,MERRIMACK,NH,03054,HALEY A MOORE,(603) 471-6069,02/01/21,01/31/22,,Hillsborough
04049,Non-Emergency Walk-In Care Center,,CONVENIENTMD URGENT CARE-BEDFORD,3 NASHUA RD,BEDFORD,NH,03110,MICHELLE H MACDONALD,(603) 472-6700,11/01/21,10/31/22,,Hillsborough
04070,Non-Emergency Walk-In Care Center,,CONVENIENTMD URGENT CARE-DOVER,14 WEBB PL,DOVER,NH,03820,ANGELLA PUCILLO-DRISCOLL,(603) 742-7900,01/01/21,12/31/21,,Strafford
04036,Non-Emergency Walk-In Care Center,,CONVENIENTMD URGENT CARE-EXETER,1 PORTSMOUTH AVE,STRATHAM,NH,03885,ALEXANDRIA N BOUCHER,(603) 772-3600,09/01/21,08/31/22,,Rockingham
04125,Non-Emergency Walk-In Care Center,,CONVENIENTMD URGENT CARE-KEENE,351 WINCHESTER ST,KEENE,NH,03431,LAURIE SZOGEDI,(603) 605-0654,12/01/20,11/30/21,,Cheshire
04482,Non-Emergency Walk-In Care Center,,CONVENIENTMD URGENT CARE-LONDONDERRY,42 NASHUA RD,Londonderry,NH,03053,DANIEL SHEA,(603) 413-6800,02/04/21,01/31/22,,Rockingham
04129,Non-Emergency Walk-In Care Center,,CONVENIENTMD URGENT CARE-NASHUA,565 AMHERST ST,NASHUA,NH,03063,TANIA ROSADO,(603) 578-3347,12/01/20,11/30/21,,Hillsborough
04171,Non-Emergency Walk-In Care Center,,CONVENIENTMD URGENT CARE-PORTSMOUTH,599 LAFAYETTE RD,PORTSMOUTH,NH,03801,NORA CLARK,(603) 942-7900,08/01/21,07/31/22,,Rockingham
02702,Non-Emergency Walk-In Care Center,,CONWAY WALK-IN CARE,7 GREENWOOD AVENUE,CONWAY,NH,03818,"ROSS EMERY, MD",(603) 447-3500,02/01/21,01/31/22,,CARROLL
03307,Non-Emergency Walk-In Care Center,,ELLIOT URGENT CARE @ LONDONDERRY,40 BUTTRICK ROAD,LONDONDERRY,NH,03053,JOHN LEARY,(603) 552-1550,11/01/21,10/31/22,,ROCKINGHAM
04276,Non-Emergency Walk-In Care Center,,ELLIOT URGENT CARE AT BEDFORD,25 LEAVY DR,BEDFORD,NH,03110,JOHN LEARY,(603) 472-1772,07/01/21,06/30/22,,Hillsborough
03713,Non-Emergency Walk-In Care Center,,ELLIOT URGENT CARE AT RIVER'S EDGE,185 QUEEN CITY AVENUE,MANCHESTER,NH,03101,JOHN LEARY,(603) 663-4211,04/01/21,03/31/22,,HILLSBOROUGH
04037,Non-Emergency Walk-In Care Center,,EXPRESS MED AT SALEM LLC,159 NORTH BROADWAY,SALEM,NH,03079,KELLY ST. LOUIS,(603) 898-0961,09/01/21,08/31/22,,Rockingham
04212,Non-Emergency Walk-In Care Center,,EXPRESSMED LLC,39 KOSCIUZKO ST,MANCHESTER,NH,03101,DANIELLE FORD,(603) 627-8053,05/01/21,04/30/22,,Hillsborough
03866,Non-Emergency Walk-In Care Center,,EXPRESSMED-MANCHESTER,1 HIGHLANDER WAY,MANCHESTER,NH,03103,DANIELLE FORD,(603) 625-2622,09/01/20,08/31/21,,HILLSBOROUGH
03270,Non-Emergency Walk-In Care Center,,"HEALTH STOP, INC",228 DANIEL WEBSTER HWY,NASHUA,NH,03060,"RALPH WOLF, MD",(603) 888-9200,05/01/21,04/30/22,,HILLSBOROUGH
03853,Non-Emergency Walk-In Care Center,,IMMEDIATE CARE OF SO NH @ PELHAM,33 WINDHAM ROAD,PELHAM,NH,03076,WENDY RICHARDSON,(603) 577-2273,07/01/21,06/30/22,,HILLSBOROUGH
03955,Non-Emergency Walk-In Care Center,,IMMEDIATE CARE OF SO NH-NASHUA,112 SPIT BROOK ROAD,NASHUA,NH,03062,BRENDA LAROCQUE,(603) 577-2273,08/01/21,07/31/22,,HILLSBOROUGH
03519,Non-Emergency Walk-In Care Center,,IMMEDIATE CARE OF SOUTHERN NH,29 NORTHWEST BLVD,NASHUA,NH,03063,BRENDA LAROCQUE,(603) 577-2273,06/01/21,05/31/22,,Hillsborough
03764,Non-Emergency Walk-In Care Center,,IMMEDIATE CARE OF SOUTHERN NH-HUDSON,300 DERRY ROAD,HUDSON,NH,03051,MICHELLE CLEARY,(603) 577-2273,12/01/20,11/30/21,,HILLSBOROUGH
04345,Non-Emergency Walk-In Care Center,,LITTLETON URGENT CARE,600 ST JOHNSBURY RD,LITTLETON,NH,03561,ROBERT NUTTER,(603) 444-9294,06/01/21,05/31/22,,Grafton
04223,Non-Emergency Walk-In Care Center,,MED CHECK URGENT CARE,389 TENNEY MTN. HWY HATCH PLAZA,PLYMOUTH,NH,03264,MICHELLE MCEWEN,(603) 536-1120,08/01/21,07/31/22,,Grafton
03991,Non-Emergency Walk-In Care Center,,MINUTECLINIC DIAGNOSTIC OF NEW HAMPSHIRE LLC #6596,321A LAFAYETTE RD,Hampton,NH,03842,KERRIE LASELL,(866) 389-2727,01/01/21,12/31/21,,Rockingham
03997,Non-Emergency Walk-In Care Center,,"MINUTECLINIC DIAGNOSTIC OF NEW HAMPSHIRE, LLC #2257",271 MAMMOTH RD,MANCHESTER,NH,03109,KERRIE LASELL,(866) 389-2727,01/01/21,12/31/21,,Hillsborough
03982,Non-Emergency Walk-In Care Center,,MINUTECLINIC DIAGNOSTIC OF NH LLC #1004,512 SOUTH BROADWAY,SALEM,NH,03079,KERRIE LASELL,(866) 389-2727,12/01/20,11/30/21,,ROCKINGHAM
03986,Non-Emergency Walk-In Care Center,,MINUTECLINIC DIAGNOSTIC OF NH LLC (#1003),214 DANIEL WEBSTER HIGHWAY,NASHUA,NH,03060,KERRIE LASELL,(866) 389-2727,12/01/20,11/30/21,,Hillsborough
03978,Non-Emergency Walk-In Care Center,,MINUTECLINIC DIAGNSOTIC OF NH LLC #0841,4 HALL STREET,CONCORD,NH,03301,KERRIE LASELL,(603) 389-2727,12/01/20,11/30/21,,MERRIMACK
04411,Non-Emergency Walk-In Care Center,,MOBILE HEALTH CLINIC,172 KINSLEY ST,Nashua,NH,03060,"JEANNIE GONYER, MSN, RN",(603) 579-5665,03/01/21,02/28/22,,Hillsborough
02132,Non-Emergency Walk-In Care Center,,NEWPORT HEALTH CENTER,11 JOHN STARK HIGHWAY,NEWPORT,NH,03773,LESLIE HUTCHINS,(603) 863-4100,01/01/21,12/31/21,,SULLIVAN
03926,Non-Emergency Walk-In Care Center,,PARKLAND URGENT CARE AT STILES RD,31 STILES ROAD STE 1100,SALEM,NH,03079,STEPHANIE R LISENO,(603) 421-2100,04/01/21,03/31/22,,ROCKINGHAM
03953,Non-Emergency Walk-In Care Center,,SACO RIVER MEDICAL GROUP-GLEN,15 US RTE 302 STE 1,GLEN,NH,03838,"ROSS EMERY, MD",(603) 383-3005,07/01/21,06/30/22,,CARROLL
03992,Non-Emergency Walk-In Care Center,,ST JOSEPH HOSPITAL MILFORD MEDICAL CENTER,442 NASHUA ST,MILFORD,NH,03055,JOHN JURCZYK,(603) 673-5623,12/01/20,11/30/21,,Hillsborough
03739,Non-Emergency Walk-In Care Center,,URGENT CARE AT BEDFORD MEDICAL PARK,5 WASHINGTON PLACE,BEDFORD,NH,03110,LAUREN GOTT,(603) 314-4567,08/01/21,07/31/22,,HILLSBOROUGH
04092,Non-Emergency Walk-In Care Center,,URGENT CARE AT VALLEY REGIONAL,243 ELM ST,CLAREMONT,NH,03743,"BEVERLEY A RANKIN, RN",(603) 542-7771,06/01/21,05/31/22,,Sullivan
03197,Non-Emergency Walk-In Care Center,,WALK - IN CARE AT MEMORIAL HOSPITAL,3073 WHITE MOUNTAIN HIGHWAY,NORTH CONWAY,NH,03860,MATHEW G DUNN,(603) 356-5461,10/01/21,09/30/22,,CARROLL
03056,Non-Emergency Walk-In Care Center,,WALK-IN SERVICES,60 COMMERCIAL STREET,CONCORD,NH,03301,MARY E ADAM,(603) 230-1200,11/01/20,10/31/21,,MERRIMACK
04487,Non-Emergency Walk-In Care Center,,WENTWORTH DOUGLASS WENTWORTH HEALTH PARTNERS,67 CORPORTATE DR BLDG A,Portsmouth,NH,03801,LISA WHEELER,(603) 610-8051,02/23/21,01/31/22,,Rockingham
03497,Non-Emergency Walk-In Care Center,,WENTWORTH-DOUGLASS EXPRESS CARE,65 CALEF HIGHWAY,LEE,NH,03861,"SHEILA WOOLLEY, RN",(603) 868-8500,04/01/21,03/31/22,,Belknap
04018,Non-Emergency Walk-In Care Center,,WENTWORTH-DOUGLASS EXPRESS CARE,701 B CENTRAL AVE,DOVER,NH,03820,"SHEILA WOOLLEY, RN",(603) 609-6700,06/01/21,05/31/22,,Strafford
04458,Nursing Home,,ALPINE HEALTHCARE CENTER,298 MAIN ST,KEENE,NH,03431,NICHOLAS LAUSIER,(603) 352-7311,10/01/21,09/30/22,85,Cheshire
02282,Nursing Home,,APPLEWOOD CENTER,8 SNOW RD,WINCHESTER,NH,03470,"GAIL CUSHING, NHA",(603) 239-6355,09/01/20,08/31/21,72,CHESHIRE
02285,Nursing Home,,BEDFORD HILLS CENTER,30 COLBY COURT,BEDFORD,NH,03110,"MEGHAN TARR, NHA",(603) 625-6462,08/01/21,07/31/22,147,HILLSBOROUGH
04029,Nursing Home,,BEDFORD NURSING AND REHABILITATION CENTER,480 DONALD ST,BEDFORD,NH,03110,JEFFREY S MILLER,(603) 627-4147,02/01/21,01/31/22,102,Hillsborough
03989,Nursing Home,,BEL-AIR NURSING & REHAB CENTER,29 CENTER ST,GOFFSTOWN,NH,03045,"ROBERT LENOX, NHA",(603) 497-4871,07/01/21,06/30/22,35,Hillsborough
00089,Nursing Home,,BELKNAP COUNTY NURSING HOME,30 COUNTY DRIVE,LACONIA,NH,03246,"SHELLEY RICHARDSON, RN",(603) 527-5410,01/01/21,12/31/21,94,BELKNAP
04459,Nursing Home,,BIRCH HEALTHCARE CENTER,62 ROCHESTER HILL RD,ROCHESTER,NH,03867,TERRY-ANN GAINER,(603) 335-3955,04/01/21,03/31/22,79,Strafford
04457,Nursing Home,,CEDAR HEALTHCARE CENTER,188 JONES AVE,PORTSMOUTH,NH,03801,NATHANIEL A ST PIERRE,(603) 431-2530,11/19/20,11/30/21,102,Rockingham
00084,Nursing Home,,CHESHIRE COUNTY HOME,201 RIVER ROAD,WESTMORELAND,NH,03467,"KATHRYN KINDOPP, NHA",(603) 399-4912,01/01/21,12/31/21,150,CHESHIRE
02458,Nursing Home,,COLONIAL HILL CENTER,62 ROCHESTER HILL RD,ROCHESTER,NH,03867,ANGELA M POWELL,(603) 335-3955,04/01/20,03/31/21,79,STRAFFORD
02393,Nursing Home,,COLONIAL POPLIN NURSING HOME,442 MAIN ST,FREMONT,NH,03044,"GINA QUEIROS, NHA",(603) 895-3126,08/01/21,07/31/22,50,ROCKINGHAM
00636,Nursing Home,,COOS COUNTY NURSING HOME (BERLIN),364 CATES HILL ROAD,BERLIN,NH,03570,"LYNN MARIE BEEDE, RN",(603) 752-2343,06/01/21,05/31/22,100,COOS
00049,Nursing Home,,COOS COUNTY NURSING HOSPITAL,136 COUNTY FARM ROAD,WEST STEWARTSTOWN,NH,03597,"LAURA A MILLS, NHA",(603) 246-3321,04/01/21,03/31/22,97,COOS
03707,Nursing Home,,COUNTRY VILLAGE CENTER GENESIS HEALTHCAR,91 COUNTRY VILLAGE ROAD,LANCASTER,NH,03584,JOANNA LYNN STEVENS,(603) 788-4735,04/01/21,03/31/22,86,Belknap
02263,Nursing Home,,COURVILLE AT MANCHESTER (THE),44 WEST WEBSTER STREET,MANCHESTER,NH,03104,RICHARD LEBOEUF,(603) 647-5900,04/01/21,03/31/22,76,HILLSBOROUGH
00651,Nursing Home,,COURVILLE AT NASHUA,22 HUNT ST,NASHUA,NH,03060,"ALYSSA F RIFKIN, NHA",(603) 889-5450,04/01/21,03/31/22,94,Hillsborough
02283,Nursing Home,,CRESTWOOD CENTER,40 CROSBY STREET,MILFORD,NH,03055,HEATHER M MACNEIL,(603) 673-7061,06/01/21,05/31/22,82,HILLSBOROUGH
04367,Nursing Home,,DERRY CENTER FOR REHABILITATION AND HEALTHCARE,20 CHESTER RD,Derry,NH,03038,DANIEL ESTEE,(603) 432-3801,11/01/20,10/31/21,62,Rockingham
03933,Nursing Home,,DOVER CENTER FOR HEALTH & REHABILITATION,307 PLAZA DRIVE,DOVER,NH,03820,"TARA VERGE, NHA",(603) 742-2676,10/01/21,09/30/22,112,STRAFFORD
02913,Nursing Home,,EDGEWOOD MANOR DBA EDGEWOOD CENTRE (THE),928 SOUTH STREET,PORTSMOUTH,NH,03801,"PATRICIA CUMMINGS-ROBILLARD, NHA",(603) 436-0099,12/01/20,11/30/21,156,ROCKINGHAM
03404,Nursing Home,,ELM WOOD CENTER AT CLAREMONT,290 HANOVER STREET,CLAREMONT,NH,03743,MICHELLE PIPPA,(603) 542-2606,07/01/20,06/30/21,68,SULLIVAN
03963,Nursing Home,,EPSOM HEALTHCARE CENTER,901 SUNCOOK VALLEY HIGHWAY,EPSOM,NH,03234,"MALCOLM DEAN, NHA",(603) 736-4772,02/01/21,01/31/22,108,MERRIMACK
02448,Nursing Home,,EXETER REHABILITATION CENTER,8 HAMPTON ROAD,EXETER,NH,03833,EDWIN ROJAS,(603) 778-0531,08/01/21,07/31/22,81,ROCKINGHAM
03264,Nursing Home,,FAIRVIEW NURSING HOME,203 LOWELL ROAD,HUDSON,NH,03051,STEPHAN PAZULSKI,(603) 882-5261,07/01/21,06/30/22,101,HILLSBOROUGH
