License Number,TYPE,Facility Name,Address,City,State,Zip Code,Phone Number,Capacity,County
4175,Supported Residential Care Facility,BRIDGES BY EPOCH AT NASHUA,575 AMHERST ST,NASHUA,NH,3063,(603) 594-0581,54,Belknap
3728,Supported Residential Care Facility,BROOKDALE SPRUCE WOOD,25 WORTHEN ROAD,DURHAM,NH,3824,(603) 659-1100,80,STRAFFORD
1548,Supported Residential Care Facility,CARLYLE PLACE,40 ROUTE 101,BEDFORD,NH,3110,(603) 472-2000,46,HILLSBOROUGH
4128,Supported Residential Care Facility,CARRIAGE HILL ASSISTED LIVING,306 KNOX MARSH RD,MADBURY,NH,3823,(603) 343-4475,24,Strafford
4456,Supported Residential Care Facility,CEDAR HEALTHCARE CENTER,188 JONES AVE,PORTSMOUTH,NH,3801,(603) 431-2530,30,Rockingham
4165,Supported Residential Care Facility,COMMUNITY LIVING FOR ELDERLY TAMWORTH,22 MAY'S WY,WEST OSSIPEE,NH,3890,(603) 323-8717,15,Belknap
4525,Supported Residential Care Facility,CORNERSTONE AT HAMPTON,298 EXETER ROAD,Hampton,NH,3842,(603) 929-6300,212,Rockingham
2934,Supported Residential Care Facility,ERNEST P. BARKA ASSISTED LIVING,117 NORTH ROAD,BRENTWOOD,NH,3833,(603) 679-9359,49,ROCKINGHAM
3170,Supported Residential Care Facility,EVERGREEN PLACE,813 BEECH STREET,MANCHESTER,NH,3104,(603) 669-7361,52,HILLSBOROUGH
4453,Supported Residential Care Facility,EVOLVE AT RYE,295 LAFAYETTE RD,Rye,NH,3870,(603) 379-1898,64,Rockingham
3677,Supported Residential Care Facility,FORESTVIEW MANOR 1,153 PARADE ROAD,MEREDITH,NH,3253,(603) 279-3121,26,BELKNAP
3678,Supported Residential Care Facility,FORESTVIEW MANOR 2,153 PARADE ROAD,MEREDITH,NH,3253,(603) 279-3121,30,BELKNAP
3679,Supported Residential Care Facility,FORESTVIEW MANOR 3,153 PARADE ROAD,MEREDITH,NH,3253,(603) 279-3121,20,BELKNAP
2738,Supported Residential Care Facility,GERRISH MANOR,325 DANIEL WEBSTER HIGHWAY BLDG 2,BOSCAWEN,NH,3303,(603) 796-3241,29,MERRIMACK
3498,Supported Residential Care Facility,GRACE HOUSE OF WINDHAM,23 MAMMOTH RD,WINDHAM,NH,3087,(603) 889-1800,17,ROCKINGHAM
2698,Supported Residential Care Facility,GRANITE LEDGES OF CONCORD,151 LANGLEY PARKWAY,CONCORD,NH,3301,(603) 224-0777,90,MERRIMACK
4355,Supported Residential Care Facility,GREYSTONE FARM AT SALEM,242 MAIN ST,Salem,NH,3079,(603) 898-5393,82,Rockingham
4228,Supported Residential Care Facility,HARMONY HOMES BY THE BAY,40 BRIGGS WY,DURHAM,NH,3824,(603) 292-5175,60,Strafford
2420,Supported Residential Care Facility,HARVEST HILL,23 ALICE PECK DAY DRIVE,LEBANON,NH,3766,(603) 448-7458,154,Grafton
3904,Supported Residential Care Facility,HAVENWOOD HERITAGE HEIGHTS,33 CHRISTIAN AVENUE,CONCORD,NH,3301,(603) 224-5363,29,MERRIMACK
2431,Supported Residential Care Facility,HAVENWOOD-HERITAGE HEIGHTS,33 CHRISTIAN AVENUE,CONCORD,NH,3301,(603) 224-5363,34,MERRIMACK
4351,Supported Residential Care Facility,HILLSIDE VILLAGE (ASSISTED LIVING AND MEMORY CARE),100 WYMAN ROAD,KEENE,NH,3431,(603) 283-5150,61,Cheshire
3919,Supported Residential Care Facility,HUNT COMMUNITY,10 ALLDS STREET,NASHUA,NH,3060,(603) 882-6511,25,HILLSBOROUGH
2784,Supported Residential Care Facility,INN AT DEERFIELD INC. (THE),34 RIDGE ROAD,DEERFIELD,NH,3037,(603) 463-7002,32,ROCKINGHAM
2734,Supported Residential Care Facility,INN AT GOLDEN VIEW (THE),19 NH ROUTE 104,MEREDITH,NH,3253,(603) 279-8111,48,BELKNAP
2612,Supported Residential Care Facility,INN AT PARKER STATION,46 PARKER STATION ROAD,GOFFSTOWN,NH,3045,(603) 497-5300,15,HILLSBOROUGH
1954,Supported Residential Care Facility,KENDAL AT HANOVER,67 CUMMINGS RD,HANOVER,NH,3755,(603) 643-8900,107,GRAFTON
4407,Supported Residential Care Facility,KIRKWOOD CORNERS,206 NORTH RIVER RD,LEE,NH,3861,(603) 659-6586,32,Strafford
3906,Supported Residential Care Facility,"LANGDON PLACE OF DOVER, A SR LIVING COMM",60 MIDDLE ROAD,DOVER,NH,3820,(603) 743-4110,126,Belknap
2694,Supported Residential Care Facility,"LANGDON PLACE OF EXETER, A SR LIVING COM",17 HAMPTON RD,EXETER,NH,3833,(603) 772-5251,114,ROCKINGHAM
3921,Supported Residential Care Facility,LANGDON PLACE OF KEENE,136A ARCH STREET,KEENE,NH,3431,(603) 357-3902,156,CHESHIRE
2692,Supported Residential Care Facility,"LANGDON PLACE OF NASHUA, A SR LIVING COM",319 EAST DUNSTABLE ROAD,NASHUA,NH,3062,(603) 888-7878,105,HILLSBOROUGH
3263,Supported Residential Care Facility,LAUREL PLACE ASSISTED LIVING,203 LOWELL ROAD,HUDSON,NH,3051,(603) 883-2419,47,HILLSBOROUGH
3907,Supported Residential Care Facility,LEDGEVIEW,21 LEDGES DRIVE,LACONIA,NH,3246,(603) 366-1275,40,BELKNAP
4323,Supported Residential Care Facility,LEDGEWOOD BAY ASSISTED IVING AND MEMORY CARE,43 LEDGEWOOD DRIVE,MILFORD,NH,3055,(603) 672-5037,44,Hillsborough
2670,Supported Residential Care Facility,MAPLEWOOD ASSISTED LIVING,201 RIVER ROAD,WESTMORELAND,NH,3467,(603) 399-7348,40,CHESHIRE
4301,Supported Residential Care Facility,MCCOY HOME FOR THE ELDERLY,1016 JOHN STARK HWY,NEWPORT,NH,3773,(603) 543-1255,16,Sullivan
3908,Supported Residential Care Facility,MINERAL SPRINGS,1251 WHITE MOUNTAIN HIGHWAY,NORTH CONWAY,NH,3860,(603) 356-7294,16,Carroll
3400,Supported Residential Care Facility,PARTRIDGE HOUSE,777 LAFAYETTE ROAD,HAMPTON,NH,3842,(603) 929-3032,80,ROCKINGHAM
2460,Supported Residential Care Facility,PEABODY HOME ASSISTED LIVING UNIT,24  PEABODY PLACE,FRANKLIN,NH,3235,(603) 934-3718,36,MERRIMACK
2624,Supported Residential Care Facility,PEACEFUL HARVEST HOMES LLC,144 PARIS AVE,CHARLESTOWN,NH,3603,(603) 826-4770,14,SULLIVAN
4409,Supported Residential Care Facility,PINE ROCK MANOR,3 DENNY HILL ROAD,WARNER,NH,3278,(603) 456-3181,70,Merrimack
2883,Supported Residential Care Facility,POPLIN WAY,442 MAIN STREET UNIT 2,FREMONT,NH,3044,(603) 895-3126,36,ROCKINGHAM
1717,Supported Residential Care Facility,PRESIDENTIAL OAKS,200 PLEASANT STREET,CONCORD,NH,3301,(603) 225-6644,24,MERRIMACK
2772,Supported Residential Care Facility,PYAREO HOME,333  BROOK ROAD,SANBORNTON,NH,3269,(603) 934-2300,7,BELKNAP
4406,Supported Residential Care Facility,RIVERGLEN HOUSE,55 RIVERGLEN LN,Littleton,NH,3561,(603) 991-7307,60,Grafton
3910,Supported Residential Care Facility,RIVERMEAD,150 RIVERMEAD ROAD,PETERBOROUGH,NH,3458,(603) 924-0062,78,HILLSBOROUGH
3920,Supported Residential Care Facility,RIVERWOODS AT EXETER,7 RIVERWOODS DRIVE,EXETER,NH,3833,(603) 772-4700,27,ROCKINGHAM
4435,Supported Residential Care Facility,RIVERWOODS DURHAM,20 STONE QUARRY DR,Durham,NH,3824,(603) 590-4073,60,Strafford
3095,Supported Residential Care Facility,RIVERWOODS MANCHESTER,100 ALLIANCE WAY,Manchester,NH,3102,(603) 645-6500,70,HILLSBOROUGH
4107,Supported Residential Care Facility,ROSE MEADOW ACRES,539 OLD COACH RD,NEW BOSTON,NH,3070,(603) 487-1568,16,Hillsborough
2182,Supported Residential Care Facility,ROSE MEADOW FARM,37 BRIAR HILL ROAD,NEW BOSTON,NH,3070,(603) 487-3600,11,HILLSBOROUGH
3289,Supported Residential Care Facility,ROSE MEADOW GARDEN,336 BEDFORD ROAD,NEW BOSTON,NH,3070,(603) 487-3590,16,HILLSBOROUGH
4178,Supported Residential Care Facility,SCOTT-FARRAR AT PETERBOROURGH,11 ELM STREET,PETERBOROUGH,NH,3458,(603) 924-3691,76,Hillsborough
4410,Supported Residential Care Facility,SPRING VILLAGE AT DOVER,35 POINTE PL,DOVER,NH,3820,(603) 842-4908,62,Strafford
2652,Supported Residential Care Facility,STUDLEY HOME INC,34 EASTERN AVENUE,ROCHESTER,NH,3867,(603) 332-1738,25,STRAFFORD
3377,Supported Residential Care Facility,"SUMMERCREST ASSISTED LIVING, LLC",169 SUMMER STREET,NEWPORT,NH,3773,(603) 863-8181,18,SULLIVAN
3199,Supported Residential Care Facility,SUMMERHILL ASSISTED LIVING,183 OLD DUBLIN ROAD,PETERBOROUGH,NH,3458,(603) 924-6238,75,HILLSBOROUGH
4274,Supported Residential Care Facility,SUMMIT BY MORRISON,56 SUMMIT DR,WHITEFIELD,NH,3598,(603) 837-3500,62,Coos
4005,Supported Residential Care Facility,SUNAPEE COVE ASSISTED LIVING,1250 ROUTE 11,SUNAPEE,NH,3782,(603) 763-0566,31,Sullivan
62,Supported Residential Care Facility,TAYLOR HOME (THE),435 UNION AVENUE,LACONIA,NH,3246,(603) 366-1275,53,BELKNAP
3922,Supported Residential Care Facility,THE ARBORS OF BEDFORD,70 HAWTHORNE DRIVE,BEDFORD,NH,3110,(603) 647-9300,89,Belknap
4352,Supported Residential Care Facility,THE BIRCHES AT CONCORD,300 PLEASANT ST,CONCORD,NH,3301,(603) 224-9111,60,Merrimack
3619,Supported Residential Care Facility,THE BOULDERS AT RIVERWOODS,6 TIMBER LANE,EXETER,NH,3833,(603) 772-4700,48,ROCKINGHAM
4191,Supported Residential Care Facility,THE GOLDEN CREST,29 BALDWIN ST,FRANKLIN,NH,3235,(603) 934-6742,100,Merrimack
3905,Supported Residential Care Facility,THE HUNTINGTON AT NASHUA,55 KENT LANE,NASHUA,NH,3062,(603) 598-1440,24,HILLSBOROUGH
4015,Supported Residential Care Facility,THE INN AT FAIRVIEW,203 LOWELL RD,HUDSON,NH,3051,(603) 816-0070,45,Hillsborough
4408,Supported Residential Care Facility,THE PINES OF NEWMARKET,9 GRANT ROAD,NEWMARKET,NH,3857,(603) 659-6000,81,Rockingham
4371,Supported Residential Care Facility,THE RESIDENCE AT SALEM WOODS,6 SALLY SWEET'S WAY,SALEM,NH,3079,(603) 890-0581,100,Rockingham
4250,Supported Residential Care Facility,THE RESIDENCE AT SILVER SQUARE,100 STERLING WAY,DOVER,NH,3820,(603) 570-9390,81,Strafford
3909,Supported Residential Care Facility,THE RIDGE AT RIVERWOODS,6 WHITE OAK DRIVE,EXETER,NH,3833,(603) 772-4700,54,ROCKINGHAM
3966,Supported Residential Care Facility,VILLA CREST NURSING & RETIREMENT,1276 HANOVER STREET,MANCHESTER,NH,3104,(603) 622-3262,39,HILLSBOROUGH
3954,Supported Residential Care Facility,VILLAGE AT RIVERMEAD,50 TIMBERPOND RD,PETERBOROUGH,NH,3458,(603) 924-0062,40,HILLSBOROUGH
4448,Supported Residential Care Facility,WADLEIGH HOUSE,10 SUMMER ST,DOVER,NH,3820,(603) 743-4103,16,Strafford
4087,Supported Residential Care Facility,WARDE HEALTH CENTER SUPPORTED RESIDENTIAL CARE FACILITY,21 SEARLES RD,WINDHAM,NH,3087,(603) 890-1290,39,Rockingham
3528,Supported Residential Care Facility,WATSON FIELDS,201 WATSON RD,DOVER,NH,3820,(603) 516-8810,54,STRAFFORD
3817,Supported Residential Care Facility,WEBSTER AT RYE ASSISTED LIVING COMMUNITY,795 WASHINGTON ROAD,RYE,NH,3870,(603) 964-8144,86,ROCKINGHAM
1532,Supported Residential Care Facility,WENTWORTH HOME FOR THE AGED,795 CENTRAL AVENUE,DOVER,NH,3820,(603) 742-7406,42,STRAFFORD
147,Supported Residential Care Facility,WENTWORTH SENIOR LIVING,346 PLEASANT ST,PORTSMOUTH,NH,3801,(603) 436-0169,101,ROCKINGHAM
2767,Supported Residential Care Facility,WHEELOCK TERRACE,32 BUCK ROAD,HANOVER,NH,3755,(603) 643-7290,87,GRAFTON
2783,Supported Residential Care Facility,WINDHAM TERRACE,3 CHURCH ROAD,WINDHAM,NH,3087,(603) 437-4600,82,ROCKINGHAM
2614,Supported Residential Care Facility,"WOODCREST VILLAGE, LLC",356 MAIN STREET,NEW LONDON,NH,3257,(603) 526-2300,50,MERRIMACK
