Facility Name,License Number,Capacity,Licensee,Phone Number,Email Address,Address,City,Zip Code,Date Accessed,State Facility Type 1 Literal,State
"Ur Precious Assisted Living Home 2, Llc.",517649,4,"UR PRECIOUS ASSISTED LIVING HOME, LLC.",770-6268,rvanjay@yahoo.com,3912 MERRILL DRIVE,Anchorage,99517,8/2/21,ASSISTED LIVING HOME,AK
Utopia Alh,101000,4,WENDY HUDZINSKI,907-841-6779,whudzinski@gmail.com,6651 N GROUSE LOOP,Wasilla,99654,8/2/21,ASSISTED LIVING HOME,AK
"Valleywood Alh, Llc",101263,4,"VALLEYWOOD ALH, LLC",743-9045,jayrah0415@gmail.com,2203 ROOSEVELT DRIVE,Anchorage,99517,8/2/21,ASSISTED LIVING HOME,AK
Wanamingo Group Home,100859,3,"SOUTHERN HOME CARE SERVICES, INC. DBA RESCARE HOMECARE ALASKA",262-9400,amber.comeau@allwayscaring.com;jstrode@allwayscaring.com,2930 WANAMINGO DRIVE,Wasilla,99654,8/2/21,ASSISTED LIVING HOME,AK
"Wasilla Group Home, Llc",101233,3,"WASILLA GROUP HOME, LLC",357-0103,renne@gci.net,3660 W. LYNN DRIVE,Wasilla,99654,8/2/21,ASSISTED LIVING HOME,AK
Wendy'S Assisted Living Home,100887,2,WENDY GOSS,738-6577,wengoss1952@yahoo.com,108 DONNA DRIVE,Sitka,99835,8/2/21,ASSISTED LIVING HOME,AK
"Wickersham House, Llc",100366,11,"WICKERSHAM HOUSE, LLC",357-8342,execdir@mtaonline.net / wickershamhouse@gmail.com,3950 WICKERSHAM WAY,Wasilla,99654,8/2/21,ASSISTED LIVING HOME,AK
Wild Iris Comfort Care,100585,6,"CANDACE ""CANDY"" CARROLL",452-2345,candace_carroll@yahoo.com,1221 3RD AVENUE,Fairbanks,99701,8/2/21,ASSISTED LIVING HOME,AK
Wild Rose Gardens # A,100134,2,MARY J HILL,746-4777,,13900 ROSE GARDEN CIRCLE,Palmer,99645,8/2/21,ASSISTED LIVING HOME,AK
Williams Assisted Living Home,100499,2,LEATHA WILLIAMS,235-4763,havenwc@gmail.com,62100 QUINALT AVENUE,Homer,99603,8/2/21,ASSISTED LIVING HOME,AK
Williams-Reid Alh,101100,4,FRANCES WILLIAMS,301-3355,franwilliams1011@yahoo.com,1830 TWINING DRIVE,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Willow Tree House,101241,2,MARCELLA FOISY,,marcellafoisy@hotmail.com,7310 E. RILEY ALEXANDER CIRCLE,Palmer,99645,8/2/21,ASSISTED LIVING HOME,AK
Winding Brook House A,101216,3,BIRCHTREE RESIDENTIAL CARE LLC,745-4423,russwhitney@yahoo.com,1220 N WINDING BROOK LOOP,Palmer,99645,8/2/21,ASSISTED LIVING HOME,AK
Winding Brook House B,101321,3,"BIRCHTREE RESIDENTIAL CARE, LLC",745-4423,russwhitney@yahoo.com,1220 N. WINDING BROOK LOOP,Palmer,99645,8/2/21,ASSISTED LIVING HOME,AK
Windy Ridge Alh,100183,3,"LAKE HAVEN HOMES, LLC",841-1380,windyridge@mtaonline.net,7781 DEAN DRIVE,Wasilla,99654,8/2/21,ASSISTED LIVING HOME,AK
Wing And A Prayer Assisted Living,101306,5,DEBORAH SELLERS,907-250-7487,di.sellers@yahoo.com,9036 KRUGER DR.,Anchorage,99502,8/2/21,ASSISTED LIVING HOME,AK
Wolf,101212,4,GENACTA IN-HOME CARE,907-631-3078,jeanne.owen@genacta.com,5545 S. IRWIN DRIVE #2,Wasilla,99654,8/2/21,ASSISTED LIVING HOME,AK
Yancey Alh,100484,1,RONDA YANCEY,357-4674,y_ronda@yahoo.com,2200 W. GLACIER AVENUE,Wasilla,99654,8/2/21,ASSISTED LIVING HOME,AK
Ykhc - Bautista House,231002,10,YUKON-KUSKOKWIM HEALTH CORPORATION,543-2242,richard_robb@ykhc.org,381 4TH AVENUE,Bethel,99559,8/2/21,ASSISTED LIVING HOME,AK
Ykhc - Camai House,101431,5,YUKON-KUSKOKWIM HEALTH CORPORATION,543-6743,richard_robb@ykhc.org,185 HOFFMAN ROAD,Bethel,99559,8/2/21,ASSISTED LIVING HOME,AK
Ykhc - Malone Home,360146,5,YUKON-KUSKOKWIM HEALTH CORPORATION,543-2740,richard_robb@ykhc.org,841 CHIEF EDDIE HOFFMAN HWY,Bethel,99559,8/2/21,ASSISTED LIVING HOME,AK
Your Home Now Alh,100998,5,"YOUR HOME NOW ALH, LLC",929-2535,nanhette322004@yahoo.com,540 CARIN PLACE,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Yukon Koyukuk Elder Assisted Living Facility,100907,9,YUKON KOYUKUK ELDER ASSISTED LIVING CONSORTIUM,656-2574,a.m.sweetsir@gmail.com,2 MILE CAMPION ROAD,Galena,99741,8/2/21,ASSISTED LIVING HOME,AK
