Facility Name,Address,County,City,Zip Code,Phone Number,Facility ID,Licensee,License Number,Capacity,Date Accessed,State Facility Type 1 Literal,State Facility Type 2 Literal,Ownership Type,State
The Gardens By Morningstar,132 ELLEN STREET,Oswego,Oswego,13126,(315) 343-0880,AF0735A,"THE GARDENS BY MORNINGSTAR, LLC",560-F-042,106,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
Amber Court  Of Smithtown,130-132 LAKE AVENUE,Suffolk,Nesconset,11767,(631) 768-1000,AF0760A,AMBER COURT @ SUFFOLK COUNTY LLC,700-F-945,186,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
Atria Briarcliff Manor,1025 PLEASANTVILLE ROAD,Westchester,Briarcliff Manor,10510,(914) 923-4400,AF0393C,"ATR NEW YORK LH, INC.",800-F-996,200,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Mcpeak'S Adult Home,286 NORTH OCEAN AVENUE,Suffolk,Patchogue,11772,(631) 475-0445,AF0308A,"MCPEAK'S ADULT HOME, INC.",700-F-051,51,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Home Sweet Home On The Hudson,38 PROSPECT AVENUE,Greene,Catskill,12414,(518) 943-5701,AF0115C,"THE W GROUP AT CATSKILL, LLC",300-F-032,60,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
Brookdale Lakewood,220 SOUTHWESTERN DRIVE,Chautauqua,Lakewood,14750,(716) 665-2414,AF0525A,"PAINTED POST PROPERTIES, INC.",060-S-001,100,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING PROGRAM,FOR PROFIT,NY
"Rebekah Rehab Assisted Living Program, Inc.",1050 HAVEMEYER AVENUE,Bronx,Bronx,10462,(718) 863-6200,AF0919A,"REBEKAH REHAB ASSISTED LIVING PROGRAM, INC.",020-S-005,56,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING AND ASSISTED LIVING PROGRAM,NON PROFIT,NY
Alpine Manor,2714 POPLAR HILL ROAD,Livingston,Lima,14485,(585) 346-5880,AF0441A,LOUISE KINSELLA THOMAS M. KINSELLA THOMAS E. KINSELLA MARY E. KNAPP,350-F-001,41,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Atria Penfield,2006 FIVE MILE LINE ROAD,Monroe,Penfield,14526,(585) 381-0282,AF0552C,"ATR NEW YORK LH, INC.",370-F-212,120,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Cedarwood Senior Living,46 CORTLAND STREET,Cortland,Homer,13077,(607) 213-3705,AF0051B,CEDARWOOD HOMER COMMUNITY LLC,210-F-032,35,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Chenango Valley Home,24 CANASAWACTA STREET,Chenango,Norwich,13815,(607) 334-6598,AF0026A,"THE CHENANGO VALLEY HOME, INC.",080-E-002,32,6/29/21,ADULT CARE FACILITY,ADULT HOME,NON PROFIT,NY
The Hawthorne,1 JOHNSARBOR DR. E,Monroe,Rochester,14620,(585) 760-1300,AF0762A,ST. JOHN'S MEADOWS,370-S-861,42,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING PROGRAM,NON PROFIT,NY
Adirondack Manor Home For Adults-Camden,128 MAIN STREET,Oneida,Camden,13316,(315) 245-1520,AF0007A,JAMES E. KANE SR. JAMES E. KANE JR.,510-F-028,40,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
The Vincent Bove Center At Jefferson Ferry,ONE JEFFERSON FERRY DRIVE,Suffolk,South Setauket,11720,(631) 650-2600,AF0424A,"ACTIVE RETIREMENT COMMUNITY, INC.",700-S-291,87,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING PROGRAM,NON PROFIT,NY
Adirondack Manor Hfa D.B.A Adirondack Manor Hfa Alp,653 BAY ROAD,Warren,Queensbury,12804,(518) 761-0176,AF0003A,JAMES E. KANE SR. JAMES E. KANE JR.,750-F-046,60,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
"Hawthorne Ridge, Inc.",30 COMMUNITY WAY,Rensselaer,East Greenbush,12061,(518) 833-1111,AF0649A,"HAWTHORNE RIDGE, INC.",600-E-114,66,6/29/21,ADULT CARE FACILITY,ADULT HOME,NON PROFIT,NY
Glenwell,2248 OLD UNION ROAD,Erie,Cheektowaga,14227,(716) 608-7000,AF0499A,"DEPAUL ADULT CARE COMMUNITIES, INC.",240-E-146,120,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,NON PROFIT,NY
Orchard Heights,5200 CHESTNUT RIDGE ROAD,Erie,Orchard Park,14127,(716) 662-0651,AF0538B,"ORCHARD HEIGHTS, INC.",240-F-884,200,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
"West Side Federation For Senior And Supportive Housing, Inc.",109 WEST 129TH STREET,New York,New York,10027,(212) 348-8513,AF0368B,"WEST SIDE FEDERATION FOR SR AND SUPPORTIVE HOUSING, INC.",420-E-377,99,6/29/21,ADULT CARE FACILITY,ADULT HOME,NON PROFIT,NY
The Bristal At Westbury,117 POST AVE.,Nassau,Westbury,11590,(516) 333-9828,AF0418A,WESTBURY SENIOR LIVING INC.,400-S-300,180,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING PROGRAM,FOR PROFIT,NY
Promenade At Middletown,70 FULTON STREET,Orange,Middletown,10940,(845) 341-1888,AF0399B,PROMENADE MIDDLETOWN LLC,540-F-032,200,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
Jeff Senior Living,4804 ROUTE 52- EAST MAIN STREET,Sullivan,Jeffersonville,12748,(845) 482-4375,AF0280B,"JJJ YABUT, LLC",710-F-061,11,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Heritage At The Plains At Parish Homestead,163 HERITAGE CIRCLE,Otsego,Oneonta,13820,(607) 267-4013,AF0678B,"CSL HERITAGE AL, INC.",570-F-051,53,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Adirondack Manor Hfa D.B.A Montcalm Manor Hfa,45 MONTCALM STREET,Essex,Ticonderoga,12883,(518) 585-6230,AF0004A,JAMES E. KANE SR. JAMES E. KANE JR.,260-F-016,40,6/29/21,ADULT CARE FACILITY,ADULT HOME AND ASSISTED LIVING PROGRAM,FOR PROFIT,NY
Sunrise Of West Babylon,580 MONTAUK HIGHWAY,Suffolk,West Babylon,11704,(631) 422-8500,AF0848B,"GWC - WEST BABYLON, INC.",700-F-924,110,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Atria Forest Hills,112-50 72ND AVENUE,Queens,Forest Hills,11375,(718) 261-5300,AF0437C,"ATR NEW YORK LH, INC.",590-S-313,90,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING PROGRAM,FOR PROFIT,NY
Brothers Of Mercy Sacred Heart Home,4526 RANSOM ROAD,Erie,Clarence,14031,(716) 759-2644,AF0918A,"BROTHERS OF MERCY SACRED HEART HOME, INC.",240-E-845,96,6/29/21,ADULT CARE FACILITY,ADULT HOME,NON PROFIT,NY
Brookdale East Side,7164 EAST GENESEE STREET,Onondaga,Fayetteville,13066,(315) 637-5127,AF0156C,"PAINTED POST, LLC",520-F-164,88,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Mohegan Park,3441 LEXINGTON AVENUE,Westchester,Mohegan Lake,10547,(914) 528-3512,AF0316A,"ORZEL, ISRAEL",800-F-974,150,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Sunrise Of Glen Cove,39 FOREST AVENUE,Nassau,Glen Cove,11542,(516) 656-0575,AF0834A,"GWC-GLEN COVE, INC.",400-F-327,111,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Bridges Cornell Heights - The Colonial,403 WYCKOFF AVENUE,Tompkins,Ithaca,14850,(607) 257-5777,AF0640A,"AMBROSE, ELIZABETH CLASSEN",730-F-002,13,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Orchard Estate Of Woodbury,900 WOODBURY ROAD,Nassau,Woodbury,11797,(516) 407-8096,AF0907A,"BSL WOODBURY OPERATIONS, INC.",400-F-339,105,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Mountain Valley Manor,373-421 WILBUR AVENUE,Ulster,Kingston,12401,(845) 331-1254,AF0658A,"SALABER, INC.",740-F-078,53,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
The Lake Shore Assisted Living Residence,211 LAKE SHORE ROAD,Suffolk,Lake Ronkonkoma,11779,(631) 585-8800,AF0421A,"LAKEHAVEN EQUITIES, INC.",700-F-893,200,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Belle Harbor Manor,209 BEACH 125TH STREET,Queens,Belle Harbor,11694,(718) 945-6600,AF0206A,"BELLE HARBOR HOME OF THE SAGES, INC.",590-E-293,162,6/29/21,ADULT CARE FACILITY,ADULT HOME,NON PROFIT,NY
Sunrise Of East Meadow,1555 GLENN CURTISS BLVD.,Nassau,East Meadow,11554,(516) 542-0990,AF0850B,"GWC - EAST MEADOW, INC.",400-F-322,107,6/29/21,ADULT CARE FACILITY,ADULT HOME,FOR PROFIT,NY
Ken-Ton Enriched Housing,3735 DELAWARE AVENUE,Erie,Kenmore,14217,(716) 874-6070,AF0544B,KEN-TON ENRICHED HOUSING LLC,240-S-131,49,6/29/21,ADULT CARE FACILITY,ENRICHED HOUSING PROGRAM,NON PROFIT,NY
