Facility Name,Facility ID,License Number,Phone Number,Email Address,Address,City,State,Zip Code,County,Capacity,Licensee,State Facility Type 1 Literal
EMERALD VILLAGE SENIOR LIVING,OHL40749,2481R,4407779300,mjgiovanetti@ccdocle.org,30344 LORAIN ROAD,NORTH OLMSTED,OH,44070,CUYAHOGA,211,"VISTA PRAIRIE AT EMERALD VILLAGE, LLC",Residential Care Facility
ENCLAVE OF NEWELL CREEK THE,OHL41750,2652R,4408408872,tammy.cummins@enclaveofnewellcreek.com,7900 CENTER STREET,MENTOR,OH,44060,LAKE,134,"MENTOR CARE GROUP, LP",Residential Care Facility
ENCLAVE OF NEWELL CREEK THE,OHL41750,2652R,4408408872,tammy.cummins@enclaveofnewellcreek.com,7900 CENTER STREET,MENTOR,OH,44060,LAKE,134,"NEWELL SENIOR CARE, LLC",Residential Care Facility
EVERGREEN RETIREMENT COMMUNITY,OHL01635,1883R,5139482308,bcoury@seniorlifestyle.com,230 WEST GALBRAITH ROAD,CINCINNATI,OH,45215,HAMILTON,121,"GA HC REIT II EVERGREEN TRS SUB, LLC",Residential Care Facility
FAIRFIELD PLACE,OHL01931,2149R,5139392500,legalhelp@enlivant.com,2357 MACK ROAD,FAIRFIELD,OH,45014,BUTLER,50,FAIRFIELD BG OPCO LLC,Residential Care Facility
FAIRFIELD PLACE,OHL01931,2149R,5139392500,legalhelp@enlivant.com,2357 MACK ROAD,FAIRFIELD,OH,45014,BUTLER,50,BROOKDALE SENIOR LIVING,Residential Care Facility
FAIRHAVEN COMMUNITY,OHL41163,1116R,4192944973,lmarsh@uchinc.org,850 MARSEILLES AVENUE,UPPER SANDUSKY,OH,43351,WYANDOT,35,"UNITED CHURCH HOMES, INC.",Residential Care Facility
FAIRLAWN HAVEN ASSISTED LIVING,OHL42019,0708R,4194445080,nbeck@fairlawnarchbold.com,407 EAST LUTZ ROAD,ARCHBOLD,OH,43502,FULTON,28,FAIRLAWN HAVEN,Residential Care Facility
FERIDEAN COMMONS,OHL03231,2303R,6148987488,fredpowrie@feridean.com,6885 FREEMAN ROAD,WESTERVILLE,OH,43082,DELAWARE,66,FERIDEAN COMMONS SENIOR HOUSING LTD.,Residential Care Facility
FIRST & MAIN OF LEWIS CENTER,OHL42009,2770R,7405132270,christian.cottrell@firstandmain-lc.com,8875 GREEN MEADOWS DRIVE,LEWIS CENTER,OH,43035,DELAWARE,150,"F & M LEWIS CENTER OPCO, LLC",Residential Care Facility
FIRST & MAIN OF NEW ALBANY,OHL42010,2771R,7405133044,sandra.glorioso@firstandmain-na.com,245 EAST MAIN STREET,NEW ALBANY,OH,43054,FRANKLIN,150,"F&M NEW ALBANY OPCO, LLC",Residential Care Facility
FOREST GLEN HEALTH CAMPUS,OHL40718,2468R,9373909913,steaveymarie.wildenhaus@foestglenhc.com,2150 MONTEGO DRIVE,SPRINGFIELD,OH,45503,CLARK,42,"TRILOGY HEALTHCARE OPERATIONS OF SPRINGFIELD, LLC",Residential Care Facility
FOREST HILLS CARE CENTER,OHL42203,2866R,5135786200,chord@premierhcm.com,8700 MORAN ROAD,CINCINNATI,OH,45244,HAMILTON,48,BEECHWOOD TERRACE CARE CENTER INC,Residential Care Facility
FOREST HILLS PLACE,OHL00429,2265R,2163216331,chasity.davis@foresthillsplacealf.com,3151 MAYFIELD ROAD,CLEVELAND HEIGHTS,OH,44118,CUYAHOGA,270,BROOKDALE SENIOR LIVING,Residential Care Facility
FOREST HILLS PLACE,OHL00429,2265R,2163216331,chasity.davis@foresthillsplacealf.com,3151 MAYFIELD ROAD,CLEVELAND HEIGHTS,OH,44118,CUYAHOGA,270,CLEVELAND HEIGHTS BG OPCO LLC,Residential Care Facility
FOREST HILLS PLACE,OHL00429,2265R,2163216331,chasity.davis@foresthillsplacealf.com,3151 MAYFIELD ROAD,CLEVELAND HEIGHTS,OH,44118,CUYAHOGA,270,AMERICAN RETIREMENT CORPORATION,Residential Care Facility
FORUM AT KNIGHTSBRIDGE THE,OHL01175,2140R,6145386660,licensing@5ssl.com,4625 KNIGHTSBRIDGE BLVD.,COLUMBUS,OH,43214,FRANKLIN,71,FIVE STAR KNIGHTSBRIDGE LLC,Residential Care Facility
FORUM AT KNIGHTSBRIDGE THE,OHL01175,2140R,6145386660,licensing@5ssl.com,4625 KNIGHTSBRIDGE BLVD.,COLUMBUS,OH,43214,FRANKLIN,71,"SNH OHIO TENANT, LLC",Residential Care Facility
FOX CHASE OF BEL AIR,OHL41861,2696R,3308213939,rcfadmin@visitbelair.com,2350 CHERRY AVENUE,ALLIANCE,OH,44601,STARK,16,DAVID E CHILDS,Residential Care Facility
FOX RUN OF FINDLAY ASSISTED LIVING,OHL00684,1987R,4194228657,mstock.fral@gmail.com,600 FOX RUN ROAD,FINDLAY,OH,45840,HANCOCK,132,FOX RUN OF FINDLAY ALF LLC,Residential Care Facility
FOX RUN SENIOR LIVING,OHL01951,2216R,9378641500,cquinn@foxrunseniorliving.com,7800 DAYTON SPRINGFIELD ROAD,FAIRBORN,OH,45324,GREENE,114,"ARROW SENIOR LIVING FAIRBORN, LLC",Residential Care Facility
FOX RUN SENIOR LIVING,OHL01951,2216R,9378641500,cquinn@foxrunseniorliving.com,7800 DAYTON SPRINGFIELD ROAD,FAIRBORN,OH,45324,GREENE,114,EMERITUS CORPORATION,Residential Care Facility
FOX RUN SENIOR LIVING,OHL01951,2216R,9378641500,cquinn@foxrunseniorliving.com,7800 DAYTON SPRINGFIELD ROAD,FAIRBORN,OH,45324,GREENE,114,"SUMMERVILLE AT FOX RUN, LLC",Residential Care Facility
FRIEDMAN VILLAGE AT ST FRANCIS,OHL00864,2184R,4194431445,info@csjinitiatives.org,175 ST. FRANCIS AVENUE,TIFFIN,OH,44883,SENECA,30,TU II,Residential Care Facility
FRIEDMAN VILLAGE AT ST FRANCIS,OHL00864,2184R,4194431445,info@csjinitiatives.org,175 ST. FRANCIS AVENUE,TIFFIN,OH,44883,SENECA,30,"CSJI - TIFFIN, INC",Residential Care Facility
FRIEDMAN VILLAGE AT ST FRANCIS,OHL00864,2184R,4194431445,info@csjinitiatives.org,175 ST. FRANCIS AVENUE,TIFFIN,OH,44883,SENECA,30,"FRIEDMAN VILLAGE AT ST. FRANCIS, LLC",Residential Care Facility
FRIENDS CARE CENTER ASSISTED LIVING,OHL01967,2263R,9377677363,mmontgomery@friendshealthcare.org,170 E. HERMAN STREET,YELLOW SPRINGS,OH,45387,GREENE,40,FRIENDS HEALTH CARE ASSOCIATION,Residential Care Facility
FRIENDSHIP VILLAGE,OHL40724,2473R,9378375581,vborell@fvdayton.com,5790 DENLINGER ROAD,DAYTON,OH,45426,MONTGOMERY,212,"DAYTON SENIOR CARE, LLC",Residential Care Facility
GABLES OF CANTON THE,OHL41986,2758R,3304845888,cmassaro@gablesofcanton.com,3660 GREENTREE AVENUE SW,CANTON,OH,44706,STARK,80,"THE LODGE AT NEW DAWN, INC.",Residential Care Facility
GABLES OF CANTON THE,OHL41986,2758R,3304845888,cmassaro@gablesofcanton.com,3660 GREENTREE AVENUE SW,CANTON,OH,44706,STARK,80,"GABLES CANTON, LLC",Residential Care Facility
GABLES OF GREEN THE,OHL42050,2787R,3302528188,cmassaro@gablesofgreen.com,2045 FRANKS PARKWAY,UNIONTOWN,OH,44685,STARK,125,"GABLES GREEN, LLC",Residential Care Facility
"GABLES OF WESTERVILLE, THE",OHL42326,2922R,6149180050,info@gablesofwesterville.com,131 MOSS ROAD,WESTERVILLE,OH,43082,DELAWARE,150,"GABLES WESTERVILLE, LLC",Residential Care Facility
GANZHORN SUITE THE,OHL41916,2724R,6143569810,exd.powell@ganzhorn.com,10272 SAWMILL PARKWAY,POWELL,OH,43065,DELAWARE,68,"GANZHORN OPERATING CO OF POWELL, INC.",Residential Care Facility
GARBRY RIDGE,OHL01950,2213R,9377789385,administrator@garbryridge.com,1567 GARBRY ROAD,PIQUA,OH,45356,MIAMI,105,VAN WERT MANOR,Residential Care Facility
GARBRY RIDGE,OHL01950,2213R,9377789385,administrator@garbryridge.com,1567 GARBRY ROAD,PIQUA,OH,45356,MIAMI,105,WAPAKONETA MANOR,Residential Care Facility
GARBRY RIDGE,OHL01950,2213R,9377789385,administrator@garbryridge.com,1567 GARBRY ROAD,PIQUA,OH,45356,MIAMI,105,"HCF MANAGEMENT COMPANY, INC",Residential Care Facility
GARBRY RIDGE,OHL01950,2213R,9377789385,administrator@garbryridge.com,1567 GARBRY ROAD,PIQUA,OH,45356,MIAMI,105,"HCF OF GARBRY RIDGE, INC.",Residential Care Facility
GARDENS AT CELINA THE,OHL03242,2348R,4195840100,administrator@hgcelina.com,1301 MYERS ROAD,CELINA,OH,45822,MERCER,37,"HEALTHCARE VENTURES OF OHIO , LLC",Residential Care Facility
GARDENS AT CELINA THE,OHL03242,2348R,4195840100,administrator@hgcelina.com,1301 MYERS ROAD,CELINA,OH,45822,MERCER,37,"GARDENS AT CELINA OPERATING COMPANY, LLC",Residential Care Facility
GARDENS AT CUYAHOGA FALLS THE,OHL40318,2429R,3309284500,lsatterfield@inpsiritseniorliving.com,45 CHART ROAD,CUYAHOGA FALLS,OH,44223,SUMMIT,152,"RGM HEALTH SERVICES GROUP, LLC",Residential Care Facility
GARDENS AT CUYAHOGA FALLS THE,OHL40318,2429R,3309284500,lsatterfield@inpsiritseniorliving.com,45 CHART ROAD,CUYAHOGA FALLS,OH,44223,SUMMIT,152,INSPIRIT CUYAHOGA OPERATOR LLC,Residential Care Facility
"GARDENS AT PINEBROOK, THE",OHL42149,2839R,5139653880,licensing@watermarkcommunities.com,5869 WOLFPEN PLEASANT HILL ROAD,MILFORD,OH,45150,CLERMONT,40,,Residential Care Facility
GARDENS AT ST. HENRY THE,OHL01975,2282R,4197389210,administrator@hgcelina.com,522 WESTERN AVE,SAINT HENRY,OH,45883,MERCER,37,"GARDENS AT WAPAKONETA OPERATING COMPANY, LLC",Residential Care Facility
GARDENS AT ST. HENRY THE,OHL01975,2282R,4197389210,administrator@hgcelina.com,522 WESTERN AVE,SAINT HENRY,OH,45883,MERCER,37,"HEALTHCARE VENTURES OF OHIO, LLC",Residential Care Facility
GARDENS AT ST. HENRY THE,OHL01975,2282R,4197389210,administrator@hgcelina.com,522 WESTERN AVE,SAINT HENRY,OH,45883,MERCER,37,"GARDENS AT ST. HENRY OPERATING COMPANY, LLC",Residential Care Facility
GARDENS AT WAPAKONETA THE,OHL01964,2244R,4197380725,matt.thuman@hgohio.com,505 WALNUT STREET,WAPAKONETA,OH,45895,AUGLAIZE,92,"GARDENS AT WAPAKONETA OPERATING COMPANY, LLC",Residential Care Facility
GARDENS AT WAPAKONETA THE,OHL01964,2244R,4197380725,matt.thuman@hgohio.com,505 WALNUT STREET,WAPAKONETA,OH,45895,AUGLAIZE,92,THI OF COLUMBUS,Residential Care Facility
GARDENS AT WAPAKONETA THE,OHL01964,2244R,4197380725,matt.thuman@hgohio.com,505 WALNUT STREET,WAPAKONETA,OH,45895,AUGLAIZE,92,"HEALTHCARE VENTURES OF OHIO, LLC",Residential Care Facility
GARDENS AT WAPAKONETA THE,OHL01964,2244R,4197380725,matt.thuman@hgohio.com,505 WALNUT STREET,WAPAKONETA,OH,45895,AUGLAIZE,92,TRANSHEALTH CARE INC.,Residential Care Facility
GARDENS AT WESTLAKE THE,OHL00338,2053R,4408929777,rclark39@brookdale.com,27569 DETROIT ROAD,WESTLAKE,OH,44145,CUYAHOGA,120,"ARHC GWWSLOH01 TRS, LLC",Residential Care Facility
GARDENS AT WHETSTONE,OHL00968,1455R,6144571100,adam.zimmerman@mmclp.com,3710 OLENTANGY RIVER ROAD,COLUMBUS,OH,43214,FRANKLIN,72,MILL RUN CARE CENTER LLC,Residential Care Facility
GARDENS AT WHETSTONE,OHL00968,1455R,6144571100,adam.zimmerman@mmclp.com,3710 OLENTANGY RIVER ROAD,COLUMBUS,OH,43214,FRANKLIN,72,WHETSTONE CARE CENTER LLC,Residential Care Facility
GARDENS AT WHETSTONE,OHL00968,1455R,6144571100,adam.zimmerman@mmclp.com,3710 OLENTANGY RIVER ROAD,COLUMBUS,OH,43214,FRANKLIN,72,PICKAWAY MANOR,Residential Care Facility
GARDENS OF FRENCH CREEK AT AVON OAKS THE,OHL50037,0205R,4403968738,jflynn@avonoaks.net,37800 FRENCH CREEK ROAD,AVON,OH,44011,LORAIN,48,AVON OAKS SKILLED NURSING FACILITY,Residential Care Facility
GARDENS OF FRENCH CREEK AT AVON OAKS THE,OHL50037,0205R,4403968738,jflynn@avonoaks.net,37800 FRENCH CREEK ROAD,AVON,OH,44011,LORAIN,48,R & J INVESTMENT CO,Residential Care Facility
GARDENS OF PAULDING THE,OHL40980,2505R,4193994940,administrator@hgpaulding.com,199 COUNTY ROAD 103,PAULDING,OH,45879,PAULDING,37,"GARDENS AT PAULDING OPERATING COMPANY, LLC",Residential Care Facility
GARDENS OF PAULDING THE,OHL40980,2505R,4193994940,administrator@hgpaulding.com,199 COUNTY ROAD 103,PAULDING,OH,45879,PAULDING,37,"HEALTHCARE VENTURES OF OHIO , LLC",Residential Care Facility
GATES MILLS CLUB SENIOR LIVING,OHL42084,2803R,4404612010,e.director@gatesmillsclub.com,6759 MAYFIELD ROAD,MAYFIELD HEIGHTS,OH,44124,CUYAHOGA,234,"GATES MILLS ASSISTED LIVING, LLC",Residential Care Facility
GATEWAY FAMILY HOUSE,OHL40200,2416R,2165315400,cbarrows@gatewaycarecommunity.com,1 GATEWAY DRIVE,EUCLID,OH,44119,CUYAHOGA,99,"GATEWAY FAMILY HOUSE, LLC",Residential Care Facility
GATEWAY SPRINGS HEALTH CAMPUS,OHL42312,2916R,5139126834,ross.homan@gatewayspringshc.com.,7250 GATEWAY AVENUE,HAMILTON,OH,45011,BUTLER,41,"TRILOGY HEALTHCARE OF BUTLER, LLC",Residential Care Facility
GENERATIONS SENIOR LIVING BEREA,OHL40077,2368R,4402439050,jodi@generationshcm.com,4 BEREA COMMONS,BEREA,OH,44017,CUYAHOGA,113,ROBERT M. COURY TRUST,Residential Care Facility
GENERATIONS SENIOR LIVING BEREA,OHL40077,2368R,4402439050,jodi@generationshcm.com,4 BEREA COMMONS,BEREA,OH,44017,CUYAHOGA,113,"BEREA LAKE TOWERS, INC.",Residential Care Facility
GENERATIONS SENIOR LIVING BEREA,OHL40077,2368R,4402439050,jodi@generationshcm.com,4 BEREA COMMONS,BEREA,OH,44017,CUYAHOGA,113,"BEREA LAKE TOWERS, LLC",Residential Care Facility
GENERATIONS SENIOR LIVING STRONGSVILLE,OHL02981,2334R,4402383600,maureen@generationshcm.com,18960 FALLING WATER ROAD,STRONGSVILLE,OH,44136,CUYAHOGA,100,"FALLING WATER RETIREMENT COMMUNITY, INC",Residential Care Facility
GENERATIONS SENIOR LIVING STRONGSVILLE,OHL02981,2334R,4402383600,maureen@generationshcm.com,18960 FALLING WATER ROAD,STRONGSVILLE,OH,44136,CUYAHOGA,100,PHILLIP R. COURY,Residential Care Facility
GENERATIONS SENIOR LIVING STRONGSVILLE,OHL02981,2334R,4402383600,maureen@generationshcm.com,18960 FALLING WATER ROAD,STRONGSVILLE,OH,44136,CUYAHOGA,100,MICHAEL R. COURY,Residential Care Facility
GENOA RETIREMENT VILLAGE,OHL39986,1821R,4198557755,michelle.vernon@genoahs.com,300 CHERRY STREET,GENOA,OH,43430,OTTAWA,84,"TRILOGY HEALTHCARE OF OTTAWA, LLC",Residential Care Facility
GLEN THE,OHL42124,2823R,5137690511,sierra.leaks@theglensl.com,4300 GLENESTE WITHAMSVILLE ROAD,CINCINNATI,OH,45245,CLERMONT,37,"TRILOGY HEALTHCARE OF CLERMONT, LLC",Residential Care Facility
GLENDALE THE,OHL00682,1958R,4193890800,ljohnson@northstarsl.com,5020 RYAN ROAD,TOLEDO,OH,43614,LUCAS,85,"RYAN SENIOR CARE, LLC",Residential Care Facility
GLENMONT,OHL50120,1861R,6148760084,lmanfreda@glenmontcsn.com,4599 AVERY ROAD,HILLIARD,OH,43026,FRANKLIN,28,GLENMONT,Residential Care Facility
GLENNPARK IN DEFIANCE,OHL41365,2563R,4197823000,dthompson@chancellorhealth.com,2429 WILLIAM A DIEHL COURT,DEFIANCE,OH,43512,DEFIANCE,80,"DEFIANCE HEALTH PARTNERS, LLC",Residential Care Facility
GLENWOOD ALZHEIMER'S SPECIAL CARE CENTER,OHL41785,2668R,6147619200,glenwood-adm@jeaseniorliving.com,6355 EMERALD PARKWAY,DUBLIN,OH,43016,FRANKLIN,66,"DUBLIN CARE GROUP, LLC",Residential Care Facility
GLENWOOD ASSISTED LIVING,OHL41792,2670R,3304927131,licensing@providencehcm.com,820 - 34TH ST NW,CANTON,OH,44709,STARK,75,"LL CANTON, LLC",Residential Care Facility
GLENWOOD ASSISTED LIVING,OHL41792,2670R,3304927131,licensing@providencehcm.com,820 - 34TH ST NW,CANTON,OH,44709,STARK,75,"STONE CROSSING ASSISTED LIVING, LLC",Residential Care Facility
GLENWOOD COMMUNITY,OHL01498,2224R,7403769555,ldailey@uchinc.org,200 TIMBERLINE DRIVE,MARIETTA,OH,45750,WASHINGTON,96,"UNITED CHURCH HOMES, INC.",Residential Care Facility
GOOD SHEPHERD HOME,OHL00672,0982R,4199371801,cwidman@goodshepherdhome.com,725 COLUMBUS AVENUE,FOSTORIA,OH,44830,SENECA,73,GOOD SHEPHERD HOME,Residential Care Facility
GOVERNOR'S POINTE,OHL40039,2359R,4409516363,nicoles@randallresidence.com,8506 HENDRICKS ROAD,MENTOR,OH,44060,LAKE,44,"GOVERNOR’S POINTE, LLC",Residential Care Facility
GOVERNOR'S POINTE,OHL40039,2359R,4409516363,nicoles@randallresidence.com,8506 HENDRICKS ROAD,MENTOR,OH,44060,LAKE,44,VICTORIAN OAKS,Residential Care Facility
GOVERNOR'S POINTE,OHL40039,2359R,4409516363,nicoles@randallresidence.com,8506 HENDRICKS ROAD,MENTOR,OH,44060,LAKE,44,GOVERNORS VILLAGE,Residential Care Facility
GOVERNOR'S VILLAGE,OHL02980,2332R,4404498788,mro@randallresidence.com,280 NORTH COMMONS BLVD,MAYFIELD VILLAGE,OH,44143,CUYAHOGA,99,"GOVERNOR'S VILLAGE, LLC",Residential Care Facility
GRACE BRETHREN VILLAGE,OHL40500,1470R,9378364011,mmckinniss@gbvillage.com,1010 TAYWOOD ROAD,ENGLEWOOD,OH,45322,MONTGOMERY,4,"GRACE BRETHREN VILLAGE, INC.",Residential Care Facility
GRACE WOODS SENIOR LIVING OF NILES,OHL40294,2425R,3306524177, bparsons@continuinghc.com,730 YOUNGSTOWN - WARREN ROAD,NILES,OH,44446,TRUMBULL,78,"GRACE WOODS SENIOR LIVING, LLC",Residential Care Facility
GRACE WOODS SENIOR LIVING OF NILES,OHL40294,2425R,3306524177, bparsons@continuinghc.com,730 YOUNGSTOWN - WARREN ROAD,NILES,OH,44446,TRUMBULL,78,"GRACE WOODS NILES OPCO, LLC",Residential Care Facility
GRACE WOODS SENIOR LIVING OF SALEM,OHL01350,1993R,3303321104,ejfabian@gracewoodshc.com,1166 BENTON ROAD,SALEM,OH,44460,COLUMBIANA,34,"GRACE WOODS SENIOR LIVING, LLC",Residential Care Facility
GRACE WOODS SENIOR LIVING OF SALEM,OHL01350,1993R,3303321104,ejfabian@gracewoodshc.com,1166 BENTON ROAD,SALEM,OH,44460,COLUMBIANA,34,"GRACE WOODS SALEM OPCO, LLC",Residential Care Facility
GRAND THE,OHL41866,2700R,6145455524,bjohnson@grandofdublin.com,4500 JOHN SHIELDS PARKWAY,DUBLIN,OH,43017,FRANKLIN,40,"VRABLE VI, INC.",Residential Care Facility
GRANDE LAKE HEALTHCARE CENTER,OHL01640,1933R,4193947611,janetaylor@chs-corp.com,1209 INDIANA AVENUE,SAINT MARYS,OH,45885,AUGLAIZE,33,ATRIUM LIVING CENTER,Residential Care Facility
GRANDE LAKE HEALTHCARE CENTER,OHL01640,1933R,4193947611,janetaylor@chs-corp.com,1209 INDIANA AVENUE,SAINT MARYS,OH,45885,AUGLAIZE,33,"INDIANA LEASING CO., LLC",Residential Care Facility
GRANDE LAKE HEALTHCARE CENTER,OHL01640,1933R,4193947611,janetaylor@chs-corp.com,1209 INDIANA AVENUE,SAINT MARYS,OH,45885,AUGLAIZE,33,ESSEX HEALTHCARE CORPORATION,Residential Care Facility
GRANDE VILLAGE SUITES,OHL40392,2437R,3309633600,cpotokar@sprengerhealthcare.com,2610 EAST AURORA ROAD,TWINSBURG,OH,44087,SUMMIT,120,"GV SUITES, INC.",Residential Care Facility
GRANDE VILLAGE VILLAS,OHL41843,2685R,3309633600,cpotokar@sprengerhealthcare.com,2625 EAST AURORA ROAD,TWINSBURG,OH,44087,SUMMIT,108,"GV VILLAS, INC.",Residential Care Facility
GREEN HILLS INN,OHL01887,1637R,9374653895,inn@greenhillsrc.org,6559 U.S. 68 SOUTH,WEST LIBERTY,OH,43357,LOGAN,60,"WEST LIBERTY CARE CENTER, INC.",Residential Care Facility
GREENBRIAR NURSING CENTER THE,OHL01930,1953R,9374569535,dburnett@hawthornglennc.com,501 W. LEXINGTON ROAD,EATON,OH,45320,PREBLE,36,"OCTOBER ENTERPRISES, INC.",Residential Care Facility
GREENBRIAR NURSING CENTER THE,OHL01930,1953R,9374569535,dburnett@hawthornglennc.com,501 W. LEXINGTON ROAD,EATON,OH,45320,PREBLE,36,PAUL DEPALMA,Residential Care Facility
GREENFIELD ESTATE ALZHEIMER'S SPECIAL CARE CENTER,OHL41939,2735R,3306641650,mariah.towell@jeaseniorliving.com,3522 COMMERCIAL DRIVE,AKRON,OH,44333,SUMMIT,66,"COPLEY CARE GROUP, LLC",Residential Care Facility
GREENVIEW SENIOR ASSISTED LIVING,OHL499954,2377R,3308990404,jswarmus@greenviewassistedliving.com,4000 MASSILON ROAD,UNIONTOWN,OH,44685,SUMMIT,110,"GREENVIEW ASSISTED LIVING, LTD.",Residential Care Facility
HAMLET AT CHAGRIN FALLS,OHL03211,2325R,4402474201,lesleyh@hamletretirement.com,200 HAMLET HILLS DRIVE,CHAGRIN FALLS,OH,44022,CUYAHOGA,145,HAMLET ASSISTED LIVING OPERATOR LLC,Residential Care Facility
HARBORCHASE OF BEAVERCREEK,OHL42164,2847R,9372304711,bdavenport@hraonline.net,4175 INDIAN RIPPLE ROAD,BEAVERCREEK,OH,45440,GREENE,150,"CD-TT BEAVERCREEK, LLC",Residential Care Facility
HARRISON TRAIL HEALTH CAMPUS,OHL42331,2927R,5138451465,emily.wolf-lewis@harrisontrailhc.com,10460 PROGRESS WAY,HARRISON,OH,45030,HAMILTON,41,"TRILOGY HEALTHCARE OF HAMILTON III, LLC",Residential Care Facility
HEARTH & HOME AT EL CAMINO,OHL01944,2186R,9373997851,ahobbs@chancellorhealth.com,3185 EL CAMINO DRIVE,SPRINGFIELD,OH,45503,CLARK,30,"HEARTH & HOME AT EL CAMINO, LLC",Residential Care Facility
HEARTH & HOME AT HARDING,OHL01903,2092R,9373998622,ahobbs@chancellorhealth.com,550 WEST HARDING ROAD,SPRINGFIELD,OH,45504,CLARK,23,HEARTH & HOME AT VAN WERT LLC,Residential Care Facility
HEARTH & HOME AT HARDING,OHL01903,2092R,9373998622,ahobbs@chancellorhealth.com,550 WEST HARDING ROAD,SPRINGFIELD,OH,45504,CLARK,23,"HEARTH & HOME AT HARDING, LLC",Residential Care Facility
HEARTH & HOME AT URBANA,OHL01926,2139R,9376535163,cthompson@chancellorhealth.com,1579 EAST STATE RT. 29,URBANA,OH,43078,CHAMPAIGN,50,"H & H AT URBANA, LLC",Residential Care Facility
HEARTH & HOME AT VANDALIA,OHL3287,2341R,9372641140,ekeeley@chancellorhealth.com,55 GREAT HILL,DAYTON,OH,45414,MONTGOMERY,70,"H & H OF VANDALIA, LLC",Residential Care Facility
HEARTH & HOME OF VAN WERT,OHL00887,2280R,4192322450,mparrettr@chancellorhealth.com,1118 WESTWOOD DRIVE,VAN WERT,OH,45891,VAN WERT,36,"H & H AT VAN WERT, LLC",Residential Care Facility
HEARTH BROOK,OHL01166,2125R,7403660005,jbickle@hearthbrook.org,331 GOOSEPOND ROAD,NEWARK,OH,43055,LICKING,50,"BROOKDALE SENIOR LIVING COMMUNITIES, INC.",Residential Care Facility
HEARTH BROOK,OHL01166,2125R,7403660005,jbickle@hearthbrook.org,331 GOOSEPOND ROAD,NEWARK,OH,43055,LICKING,50,AMERICAN EAGLE NEWARK LLC,Residential Care Facility
HELEN PURCELL HOME,OHL500105,0540R,7404531745,missy.miller@helenpurcell.org,1854 NORWOOD BOULEVARD,ZANESVILLE,OH,43701,MUSKINGUM,72,HELEN PURCELL HOME (CORP),Residential Care Facility
HENNIS CARE CENTRE OF DOVER,OHL01340,1645R,3303648849,hbaker@henniscarecentre.com,1720 CROSS STREET,DOVER,OH,44622,TUSCARAWAS,8,PATRICIA HENNIS,Residential Care Facility
HENNIS CARE CENTRE OF DOVER,OHL01340,1645R,3303648849,hbaker@henniscarecentre.com,1720 CROSS STREET,DOVER,OH,44622,TUSCARAWAS,8,"HENNIS CARE CENTRE OF DOVER, INC",Residential Care Facility
HENNIS CARE CENTRE OF DOVER,OHL01340,1645R,3303648849,hbaker@henniscarecentre.com,1720 CROSS STREET,DOVER,OH,44622,TUSCARAWAS,8,HARRY D HENNIS II,Residential Care Facility
HENRY INN,OHL42046,2784R,3307677439,operations@brewsterparke.com,360 WABASH AVENUE N,BREWSTER,OH,44613,STARK,32,BREWSTER PARKE INC.,Residential Care Facility
HERITAGE CROSSING SENIOR LIVING AND MEMORY CARE,OHL42131,2828R,3305103110,lcoble@heritagecrossingliving.com,251 NORTH CLEVELAND MASSILLON ROAD,AKRON,OH,44333,SUMMIT,112,NXM AKRON OPERATOR LLC,Residential Care Facility
HERITAGE INN THE,OHL00879,2247R,4197280285,elizabeth@heritagecorner.com,1069 KLOTZ ROAD,BOWLING GREEN,OH,43402,WOOD,60,MARK H. MANLEY,Residential Care Facility
HERITAGE INN THE,OHL00879,2247R,4197280285,elizabeth@heritagecorner.com,1069 KLOTZ ROAD,BOWLING GREEN,OH,43402,WOOD,60,DEBRA MANLEY,Residential Care Facility
HERITAGE INN THE,OHL00879,2247R,4197280285,elizabeth@heritagecorner.com,1069 KLOTZ ROAD,BOWLING GREEN,OH,43402,WOOD,60,"AMERICARE – OHIO GROUP, LLC",Residential Care Facility
HERITAGE INN THE,OHL00879,2247R,4197280285,elizabeth@heritagecorner.com,1069 KLOTZ ROAD,BOWLING GREEN,OH,43402,WOOD,60,"DEBMAR, INC.",Residential Care Facility
HERITAGE POINTE,OHL00975,1845R,7404568245,srakers52@gmail.com,3304 RHODES AVENUE,NEW BOSTON,OH,45662,SCIOTO,116,"HERITAGE LEGACY HEALTH SERVICES, LLC",Residential Care Facility
HERITAGE POINTE,OHL00975,1845R,7404568245,srakers52@gmail.com,3304 RHODES AVENUE,NEW BOSTON,OH,45662,SCIOTO,116,GILBERT E. LAWSON,Residential Care Facility
HERITAGE POINTE,OHL00975,1845R,7404568245,srakers52@gmail.com,3304 RHODES AVENUE,NEW BOSTON,OH,45662,SCIOTO,116,IRENE LEDINGHAM,Residential Care Facility
HERITAGE POINTE,OHL00975,1845R,7404568245,srakers52@gmail.com,3304 RHODES AVENUE,NEW BOSTON,OH,45662,SCIOTO,116,"HERITAGE PROFESSIONAL SERVICE., INC.",Residential Care Facility
HERITAGE THE,OHL40440,1608R,4194241808,nicole.giesige@theheritagehc.com,2820 GREENACRE DRIVE,FINDLAY,OH,45840,HANCOCK,86,"TRILOGY HEALTHCARE OF HANCOCK, LLC",Residential Care Facility
