Facility Name,Facility ID,License Number,Phone Number,Email Address,Address,City,State,Zip Code,County,Capacity,Licensee,State Facility Type 1 Literal,Date Accessed
Randall Residence Of Centerville,OHL42214,2872R,9372426555,hmb@randallresidence.com,10400 RANDALL PARK DRIVE,Centerville,OH,45458,Montgomery,108,"RANDALL RESIDENCE AT YANKEE TRACE, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Randall Residence Of Fremont,OHL00849,2128R,4193346962,edr@randallresidence.com,805 BUCHANAN STREET,Fremont,OH,43420,Sandusky,45,"SL FREMONT, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Randall Residence Of Newark,OHL01167,2127R,7403665271,bsm@randallresidence.com,1065 JOHNSON AVENUE,Newark,OH,43055,Licking,45,"RANDALL RESIDENCE OF NEWARK, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Randall Residence Of Tiffin,OHL00847,2121R,4194438184,mgd@randallresidence.com,781 SOUTH GREENFIELD ROAD,Tiffin,OH,44883,Seneca,45,"RANDALL RESIDENCE OF TIFFIN, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Randall Residence Of Tipp City,OHL41719,2642R,9376678200,csr@randallresidence.com,6400 SOUTH COUNTY ROAD 25A,Tipp City,OH,45371,Miami,135,RANDALL RESIDENCE OF TIPP CITY LLC,RESIDENTIAL CARE FACILITY,6/29/21
Randall Residence Of Troy,OHL01908,2115R,9373395199,jma@randallresidence.com,2900 CORPORATE DRIVE,Troy,OH,45373,Miami,49,"SL TROY, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Randall Residence Of Wheelersburg,OHL01168,2129R,7405741399,kkr@randallresidence.com,900 PIRATE DRIVE,Wheelersburg,OH,45694,Scioto,45,"RANDALL RESIDENCE OF WHEELERSBURG, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Red Carpet Health Care Center,OHL01338,1615R,7404394401,amorris@cambridgeehcs.com,8420 GEORGETOWN ROAD,Cambridge,OH,43725,Guernsey,84,"EHCS CAMBRIDGE PROPERTIES, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Reflections Retirement Community,OHL41706,2635R,7406531423,moliva@pathwaytoliving.com,2750 WEST FAIR AVENUE,Lancaster,OH,43130,Fairfield,58,"NRFHC-LANCASTER II OPS, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Regina Health Center,OHL00070,2001R,3306594161,myantek@reginahealthcenter.org,5232 BROADVIEW ROAD,Richfield,OH,44286,Summit,54,SISTER OF CHARITY OF ST. AUGUSTINE HEALTH SYSTEM,RESIDENTIAL CARE FACILITY,6/29/21
Reisen Center,OHL40801,2489R,4196339191,kgreear@pslgroupllc.com,1391 NORTH MAIN STREET,Bryan,OH,43506,Williams,30,PREMIER OPERATING OHIO LLC,RESIDENTIAL CARE FACILITY,6/29/21
Renaissance Assisted Living,OHL41902,2717R,3303137000,kitty@renaissanceassistedliving.net,3975 EVERETT ROAD,Richfield,OH,44286,Summit,74,"LEGACY SENIOR MANAGEMENT GROUP,  LLC",RESIDENTIAL CARE FACILITY,6/29/21
Renaissance At Vista The,OHL40430,2090R,3304245852,bparsons@continuinghc.com,100 VISTA DRIVE,Lisbon,OH,44432,Columbiana,19,"LISBON SKILLED NURSING AND RESIDENTIAL CARE, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Reserve The,OHL42044,2783R,3304682273,bclassen@brentwoodhcc.com,915 WEST AURORA ROAD,Northfield,OH,44067,Summit,98,BRENTWOOD ASSISTED LIVING LLC,RESIDENTIAL CARE FACILITY,6/29/21
Residence Of Chardon The,OHL03213,2290R,4402862277,cstraight@capitalseniorliving.net,501 CHARDON-WINDSOR ROAD,Chardon,OH,44024,Geauga,52,"CSL CHARDON, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Richmond Heights Place - A Continuum Of Care Commu,OHL00433,2274R,2162916140,michaelthomas@richmondheightsplace.com,3 HOMEWOOD WAY,Richmond Heights,OH,44143,Cuyahoga,190,"HOMEWOOD SENIOR LIVING, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Ridge At Lancaster The,OHL01189,2200R,7406819903,veronica.finnefrock@rdglancaster.com,241 WHITTIER DRIVE SOUTH,Lancaster,OH,43130,Fairfield,50,"HCF OF LANCASTER, INC.",RESIDENTIAL CARE FACILITY,6/29/21
River Oaks Alzheimer'S Special Care Center,OHL41935,2732R,9372911100,aleashia.wood@jeaseniorliving.com,2961 WEST SPRING VALLEY PIKE,Miamisburg,OH,45342,Montgomery,66,"MIAMI TOWNSHIP CARE GROUP, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Riverside Landing Skilled Nursing & Rehabilitation,OHL40453,1595R,7409625303,marichards@continuinghc.com,856 SOUTH RIVERSIDE DRIVE,Mc Connelsville,OH,43756,Morgan,38,"RIVERSIDE CARE CENTER, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Rochester Park,OHL499878,1724R,3308792765,sarah.sonego@altercareonline.net,517 PARK STREET,Navarre,OH,44662,Stark,30,"TSG NURSING CENTER, INC.",RESIDENTIAL CARE FACILITY,6/29/21
Rockport Retirement Community,OHL41130,2531R,4403565444,director@ehrockport.net,20375 CENTER RIDGE ROAD,Rocky River,OH,44116,Cuyahoga,125,ROCKPORT RETIREMENT LIMITED PARTNERSHIP,RESIDENTIAL CARE FACILITY,6/29/21
Rocky River Village,OHL00406,2233R,4403562282,cbare@rockyrivervillage.com,22900 CENTER RIDGE ROAD,Rocky River,OH,44116,Cuyahoga,144,"ROCKY RIVER AL/MC, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Rose Senior Living Avon,OHL41989,2760R,4409370757,mjgiovanetti@roseseniorliving.com,33200 HEALTH CAMPUS BLVD,Avon,OH,44011,Lorain,125,"AVON SENIOR LIVING, L.L.C",RESIDENTIAL CARE FACILITY,6/29/21
Rose Senior Living Beachwood,OHL42271,2896R,2163423200,schonda_grays@roseseniorliving.com,23611 HARVARD ROAD,Beachwood,OH,44122,Cuyahoga,160,"BEACHWOOD SENIOR LIVING, L.L.C.",RESIDENTIAL CARE FACILITY,6/29/21
Roselawn Manor,OHL41533,2587R,4196474115,administrator@roselawnmanor.com,420 EAST FOURTH STREET,Spencerville,OH,45887,Allen,17,"HCF OF ROSELAWN, INC",RESIDENTIAL CARE FACILITY,6/29/21
Royal Meadows At Austinburg,OHL39972,2083R,4402753019,65-admin@atriumlivingcenters.com,2026 STATE ROUTE 45,Austinburg,OH,44010,Ashtabula,40,"AMDD, INC.",RESIDENTIAL CARE FACILITY,6/29/21
Royalton Woods,OHL00072,2009R,4405824111,ira@randallresidence.com,14277 STATE ROAD,North Royalton,OH,44133,Cuyahoga,80,"RANDALL RESIDENCE AT ROYALTON WOODS, LLC",RESIDENTIAL CARE FACILITY,6/29/21
S.E.M. Haven Health Care Cente,OHL01622,1722R,5132481270,jhall@semhaven.org,225 CLEVELAND AVENUE,Milford,OH,45150,Clermont,80,"S.E.M. HAVEN, INC.",RESIDENTIAL CARE FACILITY,6/29/21
Sage Park Alzheimer'S Special Care Center,OHL42024,2774R,6144766744,ginger.williams@sunshineret.com,5201 MORSE ROAD,Gahanna,OH,43230,Franklin,66,"GAHANNA CARE GROUP, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Saint Francis Senior Ministries,OHL500080,0741R,4194472723,info@csjinitiatives.org,182 SAINT FRANCIS AVENUE,Tiffin,OH,44883,Seneca,16,"CSJI - TIFFIN, INC",RESIDENTIAL CARE FACILITY,6/29/21
Saint Joseph Assisted Residence,OHL01335,1587R,3308755562,sstrutner@stjsl.org,1882 KNOB STREET,Louisville,OH,44641,Stark,98,ROMAN CATHOLIC,RESIDENTIAL CARE FACILITY,6/29/21
Saint Luke Lutheran Home For The Aging,OHL500109,1252R,3304998341,kathleenchamplin@stllc.org,"220 APPLEGROVE STREET, NORTHEAST",North Canton,OH,44720,Stark,71,ST. LUKE LUTHERAN HOME FOR THE AGING,RESIDENTIAL CARE FACILITY,6/29/21
"Saint Margaret Hall, Inc",OHL500093,0816R,5137515880,jmurphy@stmargarethall.com,1960 MADISON ROAD,Cincinnati,OH,45206,Hamilton,35,"SAINT MARGARET HALL, INCORPORATED",RESIDENTIAL CARE FACILITY,6/29/21
Salida Woods Assisted Living,OHL00422,2257R,4402573866,jenellu@walsdc.com,7685 LAKE SHORE BLVD,Mentor,OH,44060,Lake,96,MENTOR EQUITY LLC,RESIDENTIAL CARE FACILITY,6/29/21
Samaritan Villa,OHL00038,1409R,3307235716,jcollins@ahfohio.com,809 EAST WASHINGTON STREET,Medina,OH,44256,Medina,30,"AHF OHIO, INC.",RESIDENTIAL CARE FACILITY,6/29/21
Sanctuary At Tuttle Crossing The,OHL500089,2195R,6147608870,lwelsh@ahfohio.com,4880 TUTTLE ROAD,Dublin,OH,43017,Franklin,56,"AHF OHIO, INC.",RESIDENTIAL CARE FACILITY,6/29/21
Sanctuary At Wilmington Place The,OHL40550,2452R,9372564663,jweiner@ahfohio.com,264 WILMINGTON AVENUE,Dayton,OH,45420,Montgomery,31,"AHF OHIO, INC.",RESIDENTIAL CARE FACILITY,6/29/21
Sanctuary Grande Senior Living Llc,OHL42002,2767R,3304704411,mthirion@danburyseniorliving.com,850 APPLEGROVE STREET NE,North Canton,OH,44720,Stark,168,"BROOKWOOD MANAGEMENT COMPANY, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Sanctuary Of Geneva Limited Partnership,OHL39973,2349R,4404661770,adminsanctuary@winstream.net,200 COMMERCE PLACE,Geneva,OH,44041,Ashtabula,41,"SANCTUARY MANAGEMENT GROUP, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Sarah Moore Home,OHL01198,0601R,7403629641,aarnett@ohioliving.org,47 E. WILLIAM STREET,Delaware,OH,43015,Delaware,21,"SARAH MOORE HOME, INC. THE",RESIDENTIAL CARE FACILITY,6/29/21
Scarlet Oaks Care Center,OHL500094,0958R,5138610400,hlange@scarletoakshc.com,440 LAFAYETTE AVENUE,Cincinnati,OH,45220,Hamilton,92,SCARLET OAKS NURSING AND REHABILITATION CENTER LLC,RESIDENTIAL CARE FACILITY,6/29/21
Scioto Community,OHL499976,2378R,6144912000,toni.shreves@capitalhcn.com,433 OBETZ ROAD,Columbus,OH,43207,Franklin,64,CHS OF SCIOTO OPERATING COMPANY INC,RESIDENTIAL CARE FACILITY,6/29/21
"Senior Suites At Century Farms, Llc",OHL42301,2910R,3308925300,staffing@seniorsuites-scc.com,1111 CANTON ROAD NW,Carrollton,OH,44615,Carroll,69,"SENIOR SUITES AT CENTURY FARMS, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Senior Suites At St Clair Commons,OHL42109,2815R,7404492700,staffing@seniorsuites-scc.com,101 DOROTHY PLACE,Saint Clairsville,OH,43950,Belmont,120,"SENIOR SUITES AT ST. CLAIR COMMONS, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Serene Suites,OHL42253,2886R,5137455000,jagdish.bhati@theserenesuites.com,9870 REDHILL DRIVE,Cincinnati,OH,45242,Hamilton,66,"JAY HEALTHCARE MANAGEMENT, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Serenity Living Center,OHL41924,2728R,4195233005,swebb@oakhavenrc.com,10170 ROAD 5-H,Ottawa,OH,45875,Putnam,56,"OAK HAVEN RESIDENTIAL CARE, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Shaker Gardens Assisted Living,OHL00336,2047R,2167525600,jdegyansky@shakergardens.com,3550 NORTHFIELD ROAD,Shaker Heights,OH,44122,Cuyahoga,126,SHAKER GARDENS OPCO LLC,RESIDENTIAL CARE FACILITY,6/29/21
Sharonbrooke,OHL00977,1878R,7403667333,atwyman@sharonbrooke.com,920 SHARON VALLEY ROAD,Newark,OH,43055,Licking,125,"SHARONBROOKE INN MANAGEMENT CO., LLC",RESIDENTIAL CARE FACILITY,6/29/21
Shepherd Of The Valley - Howland,OHL40040,2360R,3308569232,tsalvino@shepherdofthevalley.com,4100 NORTH RIVER ROAD,Warren,OH,44484,Trumbull,100,SHEPHERD OF THE VALLEY LUTHERAN RETIREMENT SERVICE,RESIDENTIAL CARE FACILITY,6/29/21
Shepherd Of The Valley - Liberty,OHL42261,2890R,3305440771,rlimongi@shepherdofthevalley.com,1501 TIBBETTS-WICK ROAD,Girard,OH,44420,Trumbull,72,SHEPHERD OF THE VALLEY LUTHERAN RETIREMENT SERVICE,RESIDENTIAL CARE FACILITY,6/29/21
Shepherd Of The Valley-Poland,OHL00359,2097R,3307267110,kstansloski@shepherdofthevalley.com,301 WESTERN RESERVE ROAD,Poland,OH,44514,Mahoning,75,SHEPHERD OF THE VALLEY LUTHERAN RETIREMENT SERVICE,RESIDENTIAL CARE FACILITY,6/29/21
Shurmer Place At Altenheim,OHL02964,2326R,4402383361,kschulz@altenheim.com,18821 SHURMER ROAD,Strongsville,OH,44136,Cuyahoga,170,MEMBERS OF THE WEST SIDE DEUTSCHER FRAVEN VEREIN,RESIDENTIAL CARE FACILITY,6/29/21
Shurmer Place Memory Assisted Living,OHL42108,2814R,4402681048,eseese@altenheim.com,18545 SHURMER ROAD,Strongsville,OH,44136,Cuyahoga,76,WEST SIDE DEUTSCHER FRAUEN VEREIN,RESIDENTIAL CARE FACILITY,6/29/21
Singleton Health Care Center,OHL50034,0682R,2162318467,channaireland@gmail.com,1867 E 82ND STREET,Cleveland,OH,44103,Cuyahoga,22,"IRELAND HEALTH CARE CENTER, INC.",RESIDENTIAL CARE FACILITY,6/29/21
Slovene Home For The Aged,OHL41953,1189R,2164860268,slovene91@aol.com,18621 NEFF ROAD,Cleveland,OH,44119,Cuyahoga,12,SLOVENE HOME FOR THE AGED,RESIDENTIAL CARE FACILITY,6/29/21
Smith'S Mill Health Campus,OHL42238,2878R,6142451060,karen.marzec@trilogyhs.com,7320 SMITH'S MILL ROAD,New Albany,OH,43054,Franklin,41,"TRILOGY HEALTHCARE OF FRANKLIN III, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Solon Pointe At Emerald Ridge,OHL00401,2219R,4404983000,aldirector@ehsolonpointe.net,5625 EMERALD RIDGE PARKWAY,Solon,OH,44139,Cuyahoga,65,"SOLON POINTE AT EMERALD RIDGE, LLC",RESIDENTIAL CARE FACILITY,6/29/21
South Franklin Circle,OHL41296,2554R,2167912387,cstruk@judsonsmartliving.org,16570 WARREN COURT,Chagrin Falls,OH,44023,Geauga,44,SOUTH FRANKLIN CIRCLE,RESIDENTIAL CARE FACILITY,6/29/21
Southwest Commons,OHL40314,2427R,4402383777,katied@walsdc.com,18090 PEARL RD,Strongsville,OH,44136,Cuyahoga,99,"SOUTHWEST COMMONS ASSISTED LIVING, LTD.SOUTHWEST C",RESIDENTIAL CARE FACILITY,6/29/21
"Sprenger Health Care Of Massillon Alf, Inc",OHL40004,1497R,3308372100,hh938@aol.com,"205 ROHR AVENUE, NW",Massillon,OH,44646,Stark,18,CHILDS INVESTMENT CO,RESIDENTIAL CARE FACILITY,6/29/21
Spring Creek Nursing And Rehabilitation Center,OHL00875,0297R,4196392581,mbrick@prestigehcg.com,430 NORTH BROADWAY STREET,Green Springs,OH,44836,Seneca,36,EDEN SPRINGS NURSING AND REHABILITATION EAST LLC,RESIDENTIAL CARE FACILITY,6/29/21
Spring Hills Middletown,OHL03197,2287R,5134249999,chimes@spring-hill.net,3851 TOWNE BOULEVARD,Franklin,OH,45005,Warren,107,"PRAM/MIDDLETOWN TE, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Spring Hills Singing Woods,OHL01945,2194R,9372741400,ecarroll@springhills.com,140 E. WOODBURY DRIVE,Dayton,OH,45415,Montgomery,140,"PRAM/SINGING WOODS TE, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Springfield Assisted Living,OHL01645,1986R,9373991216,smaxel@assistedlivingofspringfield.com,2981 VESTER AVENUE,Springfield,OH,45503,Clark,140,SPRINGFIELD ALF LLC,RESIDENTIAL CARE FACILITY,6/29/21
Springfield Masonic Community,OHL01936,2133R,9375253000,aberardi@ohiomasonichome.org,2655 WEST NATIONAL ROAD,Springfield,OH,45504,Clark,190,"MASONIC HEALTH CARE, INC",RESIDENTIAL CARE FACILITY,6/29/21
Springfield Nursing And Independent Living,OHL41884,2708R,9373998311,fred.carpenter@saberhealth.com,404 EAST MCCREIGHT AVENUE,Springfield,OH,45503,Clark,16,"SPRINGFIELD HEALTHCARE GROUP, INC.",RESIDENTIAL CARE FACILITY,6/29/21
St Catherine'S Manor Of Fostoria,OHL42184,1374R,4194358112,administrator@stcatherinesfostoria.com,25 CHRISTOPHER DRIVE,Fostoria,OH,44830,Hancock,15,"HCF OF FOSTORIA, INC.",RESIDENTIAL CARE FACILITY,6/29/21
St Clare Commons,OHL41733,2638R,4199310050,hbates@chilivingcomm.org,12469 FIVE POINT ROAD,Perrysburg,OH,43551,Wood,126,ST CLARE COMMONS,RESIDENTIAL CARE FACILITY,6/29/21
St Leonard,OHL500120,1887R,9374397158,plipsey@chilivingcomm.org,8100 CLYO ROAD,Centerville,OH,45458,Montgomery,220,FRANCISCAN SERVICES CORPORATION,RESIDENTIAL CARE FACILITY,6/29/21
St Luke Lutheran Community - Portage Lakes,OHL41692,0670R,3306443914,joevannostran@stllc.org,615 LATHAM LANE,Akron,OH,44319,Summit,30,ST. LUKE LUTHERAN COMMUNITY - PORTAGE LAKES,RESIDENTIAL CARE FACILITY,6/29/21
St Luke Lutheran Community-Minerva,OHL41621,2605R,3308685600,jspieler@stllc.org,4301 WOODALE AVENUE SE,Minerva,OH,44657,Stark,60,ST. LUKE LUTHERAN COMMUNITY  MINERVA,RESIDENTIAL CARE FACILITY,6/29/21
"St Martin Management, Llc",OHL41579,2594R,4192816721,manager@martinhouseapt.com,625 CENTER STREET,Ashland,OH,44805,Ashland,85,"HOLLAND-ASHLAND APARTMENTS,LTD",RESIDENTIAL CARE FACILITY,6/29/21
St Mary Of The Woods,OHL40412,2439R,4409372700,71-administrator@atriumlivingcenters.com,35755 DETROIT ROAD,Avon,OH,44011,Lorain,77,ATRIUM RETIREMENT CENTERS LLC,RESIDENTIAL CARE FACILITY,6/29/21
St.  Augustine Towers,OHL00380,2142R,2166347444,bnolan@st-aug.org,7821 LAKE AVENUE,Cleveland,OH,44102,Cuyahoga,110,ST. AUGUSTINE MANOR DBA,RESIDENTIAL CARE FACILITY,6/29/21
Stellar Care Campus,OHL41518,2583R,7404720144,bryan@daybreakohio.com,47045 MOORE RIDGE ROAD,Woodsfield,OH,43793,Monroe,19,"ALS MONROE COUNTY, INC",RESIDENTIAL CARE FACILITY,6/29/21
Stone Creek Assisted Living And Memory Care ,OHL41873,2703R,3305961272,cboone@stonecreekals.com,1280 SOUTH SAWBURG AVENUE,Alliance,OH,44601,Stark,48,"DANBURY WOODS ALLIANCE, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Stone Gardens Assisted Living,OHL00327,2031R,2162920070,tweiss@menorahpark.org,27090 CEDAR ROAD,Beachwood,OH,44122,Cuyahoga,160,"MENORAH PARK, BET MOSHAV ZEKENIM HADAT",RESIDENTIAL CARE FACILITY,6/29/21
Story Point Of Troy,OHL42035,2780R,9374403607,hfogle@storypoint.com,1840 TOWNE PARK DRIVE,Troy,OH,45373,Miami,104,"SENIOR LIVING TROY, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Storypoint Fairfield,OHL42269,2894R,5134388753,jnell@storypoint.com,7129 GILMORE ROAD,Fairfield,OH,45011,Butler,46,"SENIOR LIVING FAIRFIELD, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Storypoint Of Grove City,OHL42127,2825R,6148756500,jshockley@storypoint.com,3717 ORDERS ROAD,Grove City,OH,43123,Franklin,122,"SENIOR LIVING GROVE CITY, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Storypoint Waterville,OHL42160,2844R,4198781000,bdejonghe@storypoint.com,1470 PRAY BOULEVARD,Waterville,OH,43566,Lucas,40,"SENIOR LIVING WATERVILLE, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Stow Glen Assisted Living,OHL00043,1797R,3306867100,bdelp@stowglen.com,4285 KENT ROAD,Stow,OH,44224,Summit,90,"STOW-GLEN, INC.",RESIDENTIAL CARE FACILITY,6/29/21
Stratford Commons Assisted Living,OHL03224,2344R,4409140900,gmayer@gcapmgmt.com,7000 COCHRAN ROAD,Glenwillow,OH,44139,Cuyahoga,64,KND DEVELOPMENT 51 LLC,RESIDENTIAL CARE FACILITY,6/29/21
Suites At Continuing Healthcare Of Niles The,OHL00392,1847R,3306526745,bparsons@continuinghc.com,2567 NILES-VIENNA ROAD,Niles,OH,44446,Trumbull,95,"NILES RESIDENTIAL CARE, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Suites At Hawthorn Glen The,OHL01886,1936R,5138637775,mbarton@hawthornglennc.com,5414 HANKINS ROAD,Middletown,OH,45044,Butler,92,"SEMMA ENTERPRISES, INC.",RESIDENTIAL CARE FACILITY,6/29/21
Suites At Walnut Creek The,OHL32948,2343R,9372990194,hochwaltj@wcreekoh.com,2501 KEYSTONE CLUB DRIVE,Kettering,OH,45439,Montgomery,190,MARINER MANAGEMENT,RESIDENTIAL CARE FACILITY,6/29/21
"Summit Acres, Inc",OHL41992,1250R,7407322364,britney.cowgill@altercareonline.net,44565 SUNSET ROAD,Caldwell,OH,43724,Noble,26,"SUMMIT ACRES, INC.",RESIDENTIAL CARE FACILITY,6/29/21
Summit Point,OHL40992,2508R,3307484204,yowens@capitalseniorliving.net,9633  VALLEY VIEW ROAD,Macedonia,OH,44056,Summit,133,"CSL SUMMIT POINT, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Summit'S Trace Healthcare Center,OHL00966,1061R,6142574331,lwelsh@solivitahc.com,935 NORTH CASSADY AVENUE,Columbus,OH,43219,Franklin,111,"PEREGRINE HEALTH SERVICES OF COLUMBUS, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Sunrise Assisted Living Of Findlay,OHL03188,2175R,4194253440,findlay.ed@sunriseseniorliving.com,401 LAKE CASCADES PARKWAY,Findlay,OH,45840,Hancock,79,"KARRINGTON OPERATING COMPANY, INC.",RESIDENTIAL CARE FACILITY,6/29/21
Sunrise At Parma,OHL03221,2289R,2164478909,parma.ed@sunriseseniorliving.com,7766  BROADVIEW ROAD,Parma,OH,44134,Cuyahoga,74,"SZR PARMA ASSISTED LIVING OPCO, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Sunrise Of Cuyahoga Falls,OHL03219,2294R,3309298500,cuyahogafalls.ed@sunriseseniorliving.com,1500 STATE ROAD,Cuyahoga Falls,OH,44223,Summit,75,"SZR CUYAHOGA FALLS SENIOR LIVING, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Sunrise Of Dublin,OHL41887,2711R,6147182062,dublin.ed@sunriseseniorliving.com,4175 STONERIDGE LANE,Dublin,OH,43017,Franklin,120,"SUNRISE DUBLIN SENIOR LIVING, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Sunrise Of Gahanna,OHL01183,2182R,6144189775,gahanna.ed@sunriseseniorliving.com,775 EAST JOHNSTOWN ROAD,Gahanna,OH,43230,Franklin,64,"SUNRISE THIRD (POOL I), LLC",RESIDENTIAL CARE FACILITY,6/29/21
Sunset House,OHL500075,0051R,4195364645,jbishop@sunset-communities.org,4020 INDIAN ROAD,Toledo,OH,43606,Lucas,77,"SUNSET RETIREMENT COMMUNITIES, INC.",RESIDENTIAL CARE FACILITY,6/29/21
Sunset Village,OHL500090,2342R,4197241200,cblackmore@sunset-village.org,9640 SYLVANIA-METAMORA ROAD,Sylvania,OH,43560,Lucas,64,WOODLANDS AT SUNSET HOUSE,RESIDENTIAL CARE FACILITY,6/29/21
Swanton Hlth Care & Retirement Ctr Assisted Living,OHL00679,1839R,4198251145,dhauer@swantonhealthcare.com,214 SOUTH MUNSON ROAD,Swanton,OH,43558,Fulton,16,VAM HOLDING COMPANY,RESIDENTIAL CARE FACILITY,6/29/21
Sycamore Glen Retirement Community,OHL01634,1876R,9378662984,bill.largo@ketteringhealth.org,317 SYCAMORE GLEN DRIVE,Miamisburg,OH,45342,Montgomery,174,SYCAMORE GLEN RETIREMENT COMMUNITY,RESIDENTIAL CARE FACILITY,6/29/21
Symphony At Centerville,OHL41995,2763R,9739992586,executivedirector@symphonycenterville.com,7383 PARAGON ROAD,Dayton,OH,45459,Montgomery,64,"DAYTON OPERATOR, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Symphony At Mentor,OHL03232,2346R,4402568320,ed@symphonyatmentor.com,8155 MENTOR HILLS DRIVE,Mentor,OH,44060,Lake,108,"MENTOR OPERATOR, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Symphony At Olmsted Falls,OHL32928,2320R,4402352750,ed@symphonyatolmstedfalls.com,25880 ELM STREET,Olmsted Falls,OH,44138,Cuyahoga,60,"OLMSTED OPERATOR, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Tallmadge Senior Living Llc,OHL41977,2753R,3302471875,kwingert@danburyseniorliving.com,73 EAST AVENUE,Tallmadge,OH,44278,Summit,133,"BROOKWOOD MANAGEMENT COMPANY, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Tapestry Senior Living Springboro,OHL42189,2859R,9377489344,lindsay.speed@tapestryspringboro.com,8683 CLEARCREEK FRANKLIN ROAD,Springboro,OH,45066,Warren,206,"TAPESTRY SPRINGBORO SENIOR HOUSING MANAGEMENT, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Tapestry Senior Living Wickliffe,OHL42162,2846R,4403739900,melissa.schmidt@tapestrysenior.com,28500 EUCLID AVE,Wickliffe,OH,44092,Lake,200,"TAPESTRY WICKLIFFE SENIOR HOUSING MANAGEMENT, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Taylor Place,OHL00846,2120R,4194200790,rivy@enlivant.com,1920 BRECKENRIDGE ROAD,Findlay,OH,45840,Hancock,50,TAYLOR AID OPCO LLC,RESIDENTIAL CARE FACILITY,6/29/21
Taylor Springs Health Campus,OHL42292,2904R,6148636384,robin.helzerman@taylorspringshc.com,748 TAYLOR ROAD,Gahanna,OH,43230,Franklin,41,"TRILOGY HEALTHCARE OF GAHANNA, LLC",RESIDENTIAL CARE FACILITY,6/29/21
Terrace At Westside The,OHL01636,1884R,5134713491,fischernyu@aol.com,1859 GRAND AVENUE,Cincinnati,OH,45214,Hamilton,40,"JUSTARR, INC.",RESIDENTIAL CARE FACILITY,6/29/21
Terrace Ii The,OHL41643,2612R,5134713491,fischernyu@aol.com,1857 GRAND AVENUE,Cincinnati,OH,45214,Hamilton,75,"JUSTARR, INC.",RESIDENTIAL CARE FACILITY,6/29/21
The 1907 At Central School,OHL42205,2867R,4409846999,nrollins@sprengerhealthcare.com,474 CHURCH STREET,Amherst,OH,44001,Lorain,80,CENTRAL VILLAGE LTD. CO.,RESIDENTIAL CARE FACILITY,6/29/21
The Enclave Of Springboro,OHL41891,2712R,9377481919,deborah.katsetos@enclaveofspringboro.com,355 WEST CENTRAL AVENUE,Springboro,OH,45066,Warren,158,"COLUMBIA/WEGMAN SPRINGBORO, LLC",RESIDENTIAL CARE FACILITY,6/29/21
The Fountains Assisted Living,OHL00370,2089R,4404601000,licensing@providencehcm.com,1555 BRAINARD ROAD,Lyndhurst,OH,44124,Cuyahoga,62,"FOUNTAINS LEASING, LLC",RESIDENTIAL CARE FACILITY,6/29/21
The Gardens At Liberty Park,OHL03228,2292R,3303429100,thamel@inspiritseniorliving.com,9975 GREEN TREE PARKWAY,Streetsboro,OH,44241,Portage,132,INSPIRIT STREETSBORO OPERATOR LLC,RESIDENTIAL CARE FACILITY,6/29/21
