NAME,FACID,STATEID,MCARE_ID,TELEPHONE,FAXPHONE,FACEMAIL,ABBREV,ADDRESS,FAC_CITY,FAC_ST,FAC_ZIP,FACTYPE,OPERSTDESC,CLOSEDDATE,CNTYNAME,LIC_BED_TOTAL,OPENDATE,BED_EFFECTIVE_DATE,CERT_BED_TOTAL,OWNCOMP,OWNPHONE,OWNADDR,OWNCITY,OWNST,OWNZIP,PRIMARYOWN,OWNEROFCODE
"ECHELON ASSISTED LIVING, THE",OHL42143,2836R,,3305912777,3307210127,hirise12@aol.com,SL-R,635 N HUNTINGTON DRIVE,MEDINA,OH,44256,L12,ACTIVE,,MEDINA,115,12/18/18,12/18/18,0,"ECHELON ASSISTED LIVING OPERATIONS, LLC",,,,,,1,2
"EDGEWATER PLACE, INC",OHL41233,2546R,,6148739700,6148739770,sharris@edgewaterplace.us,SL-R,11351 LAFAYETTE - PLAIN CITY ROAD,PLAIN CITY,OH,43064,L12,ACTIVE,,MADISON,80,9/21/09,9/21/09,0,"EDGEWATER PLACE, INC",,,,,,1,2
"EDGEWATER PLACE, INC",OHL41233,2546R,,6148739700,6148739770,sharris@edgewaterplace.us,SL-R,11351 LAFAYETTE - PLAIN CITY ROAD,PLAIN CITY,OH,43064,L12,ACTIVE,,MADISON,80,9/21/09,9/21/09,0,"EDGEWATER ASSISTED LIVING, LLC",,,,,,0,2
ELIZABETH SCOTT COMMUNITY,OHL00842,0184R,,4198653002,4198650368,pbucher@elizabethscott.org,SL-R,2720 ALBON ROAD,MAUMEE,OH,43537,L12,ACTIVE,,LUCAS,108,1/1/98,12/31/01,0,"ELIZABETH SCOTT, INC",4198653002,2720 ALBORN RD,MAUMEE,OH,43537,0,1
ELIZABETH SCOTT COMMUNITY,OHL00842,0184R,,4198653002,4198650368,pbucher@elizabethscott.org,SL-R,2720 ALBON ROAD,MAUMEE,OH,43537,L12,ACTIVE,,LUCAS,108,1/1/98,12/31/01,0,"ELIZABETH SCOTT COMMUNITY, INC.",,2720 ALBON ROAD,MAUMEE,OH,45337,1,2
ELMCROFT OF  XENIA,OHL01952,2217R,,9373721530,9373721730,mwoosley@elmcroft.com,SL-R,60 PACELINE CIRCLE,XENIA,OH,45385,L12,ACTIVE,,GREENE,120,1/27/99,9/3/15,0,"AL XENIA OPERATIONS, LLC",,,,,,0,2
ELMCROFT OF  XENIA,OHL01952,2217R,,9373721530,9373721730,mwoosley@elmcroft.com,SL-R,60 PACELINE CIRCLE,XENIA,OH,45385,L12,ACTIVE,,GREENE,120,1/27/99,9/3/15,0,"EC OPCO XENIA, LLC",,,,,,1,2
ELMCROFT OF LIMA,OHL00871,2206R,,4193312442,4193313673,georgiana.saffle@elmcroft.com,SL-R,2075 NORTH EASTOWN ROAD,LIMA,OH,45807,L12,ACTIVE,,ALLEN,80,9/10/98,3/14/02,0,"AL LIMA OPERATIONS, LLC",,,,,,0,
ELMCROFT OF LIMA,OHL00871,2206R,,4193312442,4193313673,georgiana.saffle@elmcroft.com,SL-R,2075 NORTH EASTOWN ROAD,LIMA,OH,45807,L12,ACTIVE,,ALLEN,80,9/10/98,3/14/02,0,"EC OPCO LIMA, LLC",,,,,,1,2
ELMCROFT OF LORAIN,OHL02973,2301R,,4409602813,4409602834,craig.rukande@elmcroft.com,SL-R,3290 COOPER FOSTER PARK ROAD,LORAIN,OH,44053,L12,ACTIVE,,LORAIN,133,9/28/00,1/14/02,0,HEARTSTONE ASSISTED LIVING,,3663 N SAM HOUSTON PKWY,HOUSTON,TX,77032,0,
ELMCROFT OF LORAIN,OHL02973,2301R,,4409602813,4409602834,craig.rukande@elmcroft.com,SL-R,3290 COOPER FOSTER PARK ROAD,LORAIN,OH,44053,L12,ACTIVE,,LORAIN,133,9/28/00,1/14/02,0,"LORAIN ASSISTED LIVING, LTD.",4409602830,3290 COOPER FOSTED PARK RD,LORAIN,OH,44053,0,1
ELMCROFT OF LORAIN,OHL02973,2301R,,4409602813,4409602834,craig.rukande@elmcroft.com,SL-R,3290 COOPER FOSTER PARK ROAD,LORAIN,OH,44053,L12,ACTIVE,,LORAIN,133,9/28/00,1/14/02,0,"EC OPCO LORAIN, LLC",,,,,,1,2
ELMCROFT OF MARIETTA,OHL01488,2151R,,7403739600,7403743171,mindy.payne@elmcroft.com,SL-R,150 BROWNS ROAD,MARIETTA,OH,45750,L12,ACTIVE,,WASHINGTON,99,8/26/97,1/8/02,0,EMERITUS CORPORATION,,,,,,0,
ELMCROFT OF MARIETTA,OHL01488,2151R,,7403739600,7403743171,mindy.payne@elmcroft.com,SL-R,150 BROWNS ROAD,MARIETTA,OH,45750,L12,ACTIVE,,WASHINGTON,99,8/26/97,1/8/02,0,BISHOP MARIETTA LESSEE LLC,,,,,,1,2
ELMCROFT OF MEDINA,OHL00404,2227R,,3307643877,3307230742,licensing@eclipseseniorliving.com,SL-R,1046 NORTH JEFFERSON STREET,MEDINA,OH,44256,L12,ACTIVE,,MEDINA,137,2/9/99,1/28/02,0,"EC OPCO MEDINA, LLC",,,,,,1,2
ELMCROFT OF MEDINA,OHL00404,2227R,,3307643877,3307230742,licensing@eclipseseniorliving.com,SL-R,1046 NORTH JEFFERSON STREET,MEDINA,OH,44256,L12,ACTIVE,,MEDINA,137,2/9/99,1/28/02,0,"BCC MEDINA OPERATIONS, LLC",,,,,,0,2
ELMCROFT OF MEDINA,OHL00404,2227R,,3307643877,3307230742,licensing@eclipseseniorliving.com,SL-R,1046 NORTH JEFFERSON STREET,MEDINA,OH,44256,L12,ACTIVE,,MEDINA,137,2/9/99,1/28/02,0,SENIOR CARE INC.,,9510 ORMSBY STATION ROAD SUITE 101,LOUISVILLE,KY,40223,0,
ELMCROFT OF ONTARIO,OHL00870,2205R,,4197471119,4197474887,sholland@elmcroft.com,SL-R,2010 WALKER LAKE ROAD,MANSFIELD,OH,44906,L12,ACTIVE,,RICHLAND,67,8/19/98,1/28/02,0,"BCC ONTARIO OPERATIONS, LLC",,,,,,0,
ELMCROFT OF ONTARIO,OHL00870,2205R,,4197471119,4197474887,sholland@elmcroft.com,SL-R,2010 WALKER LAKE ROAD,MANSFIELD,OH,44906,L12,ACTIVE,,RICHLAND,67,8/19/98,1/28/02,0,"EC OPCO ONTARIO, LLC",,,,,,1,2
ELMCROFT OF SAGAMORE HILLS,OHL00431,2271R,,3309081166,3309081156,david.kreuzer@elmcroft.com,SL-R,997 WEST AURORA ROAD,SAGAMORE HILLS,OH,44067,L12,ACTIVE,,SUMMIT,214,4/26/00,6/21/02,0,"EC OPCO SAGAMORE HILLS, LLC",,,,,,1,2
ELMCROFT OF SAGAMORE HILLS,OHL00431,2271R,,3309081166,3309081156,david.kreuzer@elmcroft.com,SL-R,997 WEST AURORA ROAD,SAGAMORE HILLS,OH,44067,L12,ACTIVE,,SUMMIT,214,4/26/00,6/21/02,0,"AL SAGAMORE HILLS OPERATIONS, LLC",,,,,,0,
ELMCROFT OF WASHINGTON TOWNSHIP,OHL01966,2260R,,9372913211,9372911608,kdavis@elmcroft.com,SL-R,8630 WASHINGTON CHURCH ROAD,MIAMISBURG,OH,45342,L12,ACTIVE,,MONTGOMERY,198,1/27/00,3/31/02,0,"BBC WASHINGTON TOWNSHIP OPERATIONS, LLC",,,,,,0,
ELMCROFT OF WASHINGTON TOWNSHIP,OHL01966,2260R,,9372913211,9372911608,kdavis@elmcroft.com,SL-R,8630 WASHINGTON CHURCH ROAD,MIAMISBURG,OH,45342,L12,ACTIVE,,MONTGOMERY,198,1/27/00,3/31/02,0,"EC OPCO WASHINGTON TOWNSHIP, LLC",,,,,,1,2
ELMS ASSISTED LIVING THE,OHL00068,1992R,,3306506155,3303423876,cfazekas@aomhc.com,SL-R,563 WEST STREETSBORO ROAD,HUDSON,OH,44236,L12,ACTIVE,,SUMMIT,49,12/8/92,9/2/03,0,"HUDSON HEALTH CARE, INC.",,,,,,0,2
ELMS ASSISTED LIVING THE,OHL00068,1992R,,3306506155,3303423876,cfazekas@aomhc.com,SL-R,563 WEST STREETSBORO ROAD,HUDSON,OH,44236,L12,ACTIVE,,SUMMIT,49,12/8/92,9/2/03,0,HUDSON ELMS OPCO LLC,3306500436,563 WEST STREETSBORO ROAD,HUDSON,OH,44236,1,2
ELMS RETIREMENT VILLAGE,OHL00420,1194R,,4406472414,4406479004,rcarroll@sprengerhealthcare.com,SL-R,115 PROSPECT AVE,WELLINGTON,OH,44090,L12,ACTIVE,,LORAIN,36,9/1/64,1/24/02,0,"ASSISTED LIVING SERVICES, INC.",4406472414,136 SOUTH MAIN ST,WELLINGTON,OH,44090,1,2
ELMS RETIREMENT VILLAGE,OHL00420,1194R,,4406472414,4406479004,rcarroll@sprengerhealthcare.com,SL-R,115 PROSPECT AVE,WELLINGTON,OH,44090,L12,ACTIVE,,LORAIN,36,9/1/64,1/24/02,0,HORN RETIREMENT VILLAGE INC,,230 NORTH MARKET STREET,WOOSTER,OH,44691,0,
ELMS RETIREMENT VILLAGE,OHL00420,1194R,,4406472414,4406479004,rcarroll@sprengerhealthcare.com,SL-R,115 PROSPECT AVE,WELLINGTON,OH,44090,L12,ACTIVE,,LORAIN,36,9/1/64,1/24/02,0,LORAIN MANOR INC,,1882 E 32ND ST,LORAIN,OH,44055,0,
ELMWOOD ASSISTED LIVING AND SKILLED NURSING OF FRE,OHL03203,2173R,,4193326533,4193326535,aluhring@elmwoodcommunities.com,SL-R,1545 FANGBONER,FREMONT,OH,43420,L12,ACTIVE,,SANDUSKY,97,1/29/98,10/22/14,0,ELMWOOD OF FREMONT LTD & FACILITY,4193326533,1545 FANGBONER ST,FREMONT,OH,43420,1,2
ELMWOOD ASSISTED LIVING OF NEW BREMEN,OHL41427,2572R,,4199772711,4199772368,khunt@elmwoodcommunities.com,SL-R,711 WALNUT STREET,NEW BREMEN,OH,45869,L12,ACTIVE,,AUGLAIZE,95,7/14/10,7/14/10,0,"ELMWOOD OF NEW BREMEN, LTD",,,,,,1,2
ELMWOOD AT THE SHAWHAN,OHL03204,2242R,,4194476885,4194476886,tmjones@elmwoodcommunities.com,SL-R,54 S WASHINGTON STREET,TIFFIN,OH,44883,L12,ACTIVE,,SENECA,66,4/1/99,1/24/02,0,"ELMWOOD AT THE SHAWHAN, LTD",4194476885,54 S. WASHINGTON ST,TIFFIN,OH,44883,1,2
ELMWOOD AT THE SHAWHAN,OHL03204,2242R,,4194476885,4194476886,tmjones@elmwoodcommunities.com,SL-R,54 S WASHINGTON STREET,TIFFIN,OH,44883,L12,ACTIVE,,SENECA,66,4/1/99,1/24/02,0,KATHY HUNT,,,,,,0,2
EMERALD VILLAGE SENIOR LIVING,OHL40749,2481R,,4407779300,,mjgiovanetti@ccdocle.org,SL-R,30344 LORAIN ROAD,NORTH OLMSTED,OH,44070,L12,ACTIVE,,CUYAHOGA,211,9/26/07,7/30/08,0,"VISTA PRAIRIE AT EMERALD VILLAGE, LLC",,,,,,1,2
ENCLAVE OF NEWELL CREEK THE,OHL41750,2652R,,4408408872,,tammy.cummins@enclaveofnewellcreek.com,SL-R,7900 CENTER STREET,MENTOR,OH,44060,L12,ACTIVE,,LAKE,134,3/12/14,3/12/14,0,"MENTOR CARE GROUP, LP",,,,,,0,2
ENCLAVE OF NEWELL CREEK THE,OHL41750,2652R,,4408408872,,tammy.cummins@enclaveofnewellcreek.com,SL-R,7900 CENTER STREET,MENTOR,OH,44060,L12,ACTIVE,,LAKE,134,3/12/14,3/12/14,0,"NEWELL SENIOR CARE, LLC",,,,,,1,2
EVERGREEN RETIREMENT COMMUNITY,OHL01635,1883R,,5139482308,5139480063,bcoury@seniorlifestyle.com,SL-R,230 WEST GALBRAITH ROAD,CINCINNATI,OH,45215,L12,ACTIVE,,HAMILTON,121,9/1/87,10/14/09,0,"GA HC REIT II EVERGREEN TRS SUB, LLC",,,,,,1,2
FAIRFIELD PLACE,OHL01931,2149R,,5139392500,5139392533,legalhelp@enlivant.com,SL-R,2357 MACK ROAD,FAIRFIELD,OH,45014,L12,ACTIVE,,BUTLER,50,7/3/97,1/28/02,0,FAIRFIELD BG OPCO LLC,,,,,,1,2
FAIRFIELD PLACE,OHL01931,2149R,,5139392500,5139392533,legalhelp@enlivant.com,SL-R,2357 MACK ROAD,FAIRFIELD,OH,45014,L12,ACTIVE,,BUTLER,50,7/3/97,1/28/02,0,BROOKDALE SENIOR LIVING,8002363454,"6737 WEST WASHINGTON STREET, SUITE 2300",MILWAKEE,WI,53214,0,
FAIRHAVEN COMMUNITY,OHL41163,1116R,,4192944973,4192944975,lmarsh@uchinc.org,SL-R,850 MARSEILLES AVENUE,UPPER SANDUSKY,OH,43351,L12,ACTIVE,,WYANDOT,35,4/8/09,4/8/09,0,"UNITED CHURCH HOMES, INC.",,170 E. CENTER ST.,MARION,OH,43301,1,
FAIRLAWN HAVEN ASSISTED LIVING,OHL42019,0708R,,4194445080,5674445118,nbeck@fairlawnarchbold.com,SL-R,407 EAST LUTZ ROAD,ARCHBOLD,OH,43502,L12,ACTIVE,,FULTON,28,8/17/17,8/17/17,0,FAIRLAWN HAVEN,,,,,,1,2
FERIDEAN COMMONS,OHL03231,2303R,,6148987488,6148900953,fredpowrie@feridean.com,SL-R,6885 FREEMAN ROAD,WESTERVILLE,OH,43082,L12,ACTIVE,,DELAWARE,66,1/31/01,7/9/09,0,FERIDEAN COMMONS SENIOR HOUSING LTD.,,5746 BULRUSH CT.,WESTERVILLE,OH,43082,0,
FIRST & MAIN OF LEWIS CENTER,OHL42009,2770R,,7405132270,7408792843,christian.cottrell@firstandmain-lc.com,SL-R,8875 GREEN MEADOWS DRIVE,LEWIS CENTER,OH,43035,L12,ACTIVE,,DELAWARE,150,4/13/17,4/13/17,0,"F & M LEWIS CENTER OPCO, LLC",,,,,,1,2
FIRST & MAIN OF NEW ALBANY,OHL42010,2771R,,7405133044,7405132458,sandra.glorioso@firstandmain-na.com,SL-R,245 EAST MAIN STREET,NEW ALBANY,OH,43054,L12,ACTIVE,,FRANKLIN,150,9/18/17,9/17/17,0,"F&M NEW ALBANY OPCO, LLC",,,,,,1,2
FOREST GLEN HEALTH CAMPUS,OHL40718,2468R,,9373909913,9373909915,steaveymarie.wildenhaus@foestglenhc.com,SL-R,2150 MONTEGO DRIVE,SPRINGFIELD,OH,45503,L12,ACTIVE,,CLARK,42,5/24/07,1/8/18,0,"TRILOGY HEALTHCARE OPERATIONS OF SPRINGFIELD, LLC",,,,,,1,2
FOREST HILLS CARE CENTER,OHL42203,2866R,,5135786200,5135786333,chord@premierhcm.com,SL-R,8700 MORAN ROAD,CINCINNATI,OH,45244,L12,ACTIVE,,HAMILTON,48,2/3/20,2/18/20,0,BEECHWOOD TERRACE CARE CENTER INC,,,,,,1,
FOREST HILLS PLACE,OHL00429,2265R,,2163216331,2163216651,chasity.davis@foresthillsplacealf.com,SL-R,3151 MAYFIELD ROAD,CLEVELAND HEIGHTS,OH,44118,L12,ACTIVE,,CUYAHOGA,270,11/9/99,1/18/02,0,BROOKDALE SENIOR LIVING,8002363454,"6737 WEST WASHINGTON STREET, SUITE 2300",MILWAKEE,WI,53214,1,
FOREST HILLS PLACE,OHL00429,2265R,,2163216331,2163216651,chasity.davis@foresthillsplacealf.com,SL-R,3151 MAYFIELD ROAD,CLEVELAND HEIGHTS,OH,44118,L12,ACTIVE,,CUYAHOGA,270,11/9/99,1/18/02,0,CLEVELAND HEIGHTS BG OPCO LLC,,,,,,0,2
FOREST HILLS PLACE,OHL00429,2265R,,2163216331,2163216651,chasity.davis@foresthillsplacealf.com,SL-R,3151 MAYFIELD ROAD,CLEVELAND HEIGHTS,OH,44118,L12,ACTIVE,,CUYAHOGA,270,11/9/99,1/18/02,0,AMERICAN RETIREMENT CORPORATION,2163216331,3151 MAYFIELD RD,CLEVELAND HEIGHTS,OH,44118,0,1
FORUM AT KNIGHTSBRIDGE THE,OHL01175,2140R,,6145386660,6145386659,licensing@5ssl.com,SL-R,4625 KNIGHTSBRIDGE BLVD.,COLUMBUS,OH,43214,L12,ACTIVE,,FRANKLIN,71,6/30/97,12/20/01,0,FIVE STAR KNIGHTSBRIDGE LLC,,,,,,0,2
FORUM AT KNIGHTSBRIDGE THE,OHL01175,2140R,,6145386660,6145386659,licensing@5ssl.com,SL-R,4625 KNIGHTSBRIDGE BLVD.,COLUMBUS,OH,43214,L12,ACTIVE,,FRANKLIN,71,6/30/97,12/20/01,0,"SNH OHIO TENANT, LLC",,,,,,1,2
FOX CHASE OF BEL AIR,OHL41861,2696R,,3308213939,3308299734,rcfadmin@visitbelair.com,SL-R,2350 CHERRY AVENUE,ALLIANCE,OH,44601,L12,ACTIVE,,STARK,16,5/18/15,5/18/15,0,DAVID E CHILDS,3307674179,264 MOHICANS ST,BREWSTER,OH,44613,1,2
FOX RUN OF FINDLAY ASSISTED LIVING,OHL00684,1987R,,4194228657,4194221073,mstock.fral@gmail.com,SL-R,600 FOX RUN ROAD,FINDLAY,OH,45840,L12,ACTIVE,,HANCOCK,132,3/30/95,1/28/02,0,FOX RUN OF FINDLAY ALF LLC,,,,,,1,2
FOX RUN SENIOR LIVING,OHL01951,2216R,,9378641500,9378645628,cquinn@foxrunseniorliving.com,SL-R,7800 DAYTON SPRINGFIELD ROAD,FAIRBORN,OH,45324,L12,ACTIVE,,GREENE,114,10/9/98,2/23/12,0,"ARROW SENIOR LIVING FAIRBORN, LLC",,,,,,1,2
FOX RUN SENIOR LIVING,OHL01951,2216R,,9378641500,9378645628,cquinn@foxrunseniorliving.com,SL-R,7800 DAYTON SPRINGFIELD ROAD,FAIRBORN,OH,45324,L12,ACTIVE,,GREENE,114,10/9/98,2/23/12,0,EMERITUS CORPORATION,,"3131 ELLIOTT AVENUE, SUITE 500",SEATTLE,WA,,0,2
FOX RUN SENIOR LIVING,OHL01951,2216R,,9378641500,9378645628,cquinn@foxrunseniorliving.com,SL-R,7800 DAYTON SPRINGFIELD ROAD,FAIRBORN,OH,45324,L12,ACTIVE,,GREENE,114,10/9/98,2/23/12,0,"SUMMERVILLE AT FOX RUN, LLC",,,,,,0,2
FRIEDMAN VILLAGE AT ST FRANCIS,OHL00864,2184R,,4194431445,4194431508,info@csjinitiatives.org,SL-R,175 ST. FRANCIS AVENUE,TIFFIN,OH,44883,L12,ACTIVE,,SENECA,30,4/8/98,2/4/02,0,TU II,4194431445,175 ST. FRANCIS,TIFFIN,OH,44883,0,1
FRIEDMAN VILLAGE AT ST FRANCIS,OHL00864,2184R,,4194431445,4194431508,info@csjinitiatives.org,SL-R,175 ST. FRANCIS AVENUE,TIFFIN,OH,44883,L12,ACTIVE,,SENECA,30,4/8/98,2/4/02,0,"CSJI - TIFFIN, INC",,,,,,1,2
FRIEDMAN VILLAGE AT ST FRANCIS,OHL00864,2184R,,4194431445,4194431508,info@csjinitiatives.org,SL-R,175 ST. FRANCIS AVENUE,TIFFIN,OH,44883,L12,ACTIVE,,SENECA,30,4/8/98,2/4/02,0,"FRIEDMAN VILLAGE AT ST. FRANCIS, LLC",,,,,,0,2
FRIENDS CARE CENTER ASSISTED LIVING,OHL01967,2263R,,9377677363,9377672333,mmontgomery@friendshealthcare.org,SL-R,170 E. HERMAN STREET,YELLOW SPRINGS,OH,45387,L12,ACTIVE,,GREENE,40,11/16/99,1/18/02,0,FRIENDS HEALTH CARE ASSOCIATION,9377672443,170 E. HERMAN ST,YELLOW SPRINGS,OH,45387,0,1
FRIENDSHIP VILLAGE,OHL40724,2473R,,9378375581,9375292442,vborell@fvdayton.com,SL-R,5790 DENLINGER ROAD,DAYTON,OH,45426,L12,ACTIVE,,MONTGOMERY,212,2/13/09,5/21/12,0,"DAYTON SENIOR CARE, LLC",9378375581,5790 DENLINGER ROAD,DAYTON,OH,45426,1,2
GABLES OF CANTON THE,OHL41986,2758R,,3304845888,3304845246,cmassaro@gablesofcanton.com,SL-R,3660 GREENTREE AVENUE SW,CANTON,OH,44706,L12,ACTIVE,,STARK,80,12/27/16,2/20/20,0,"THE LODGE AT NEW DAWN, INC.",,,,,,0,2
GABLES OF CANTON THE,OHL41986,2758R,,3304845888,3304845246,cmassaro@gablesofcanton.com,SL-R,3660 GREENTREE AVENUE SW,CANTON,OH,44706,L12,ACTIVE,,STARK,80,12/27/16,2/20/20,0,"GABLES CANTON, LLC",,"2841 RIVIERA DRIVE, SUITE 305",AKRON,OH,44333,1,
GABLES OF GREEN THE,OHL42050,2787R,,3302528188,3308990236,cmassaro@gablesofgreen.com,SL-R,2045 FRANKS PARKWAY,UNIONTOWN,OH,44685,L12,ACTIVE,,STARK,125,11/21/17,11/20/18,0,"GABLES GREEN, LLC",,,,,,1,2
"GABLES OF WESTERVILLE, THE",OHL42326,2922R,,6149180050,6143928896,info@gablesofwesterville.com,SL-R,131 MOSS ROAD,WESTERVILLE,OH,43082,L12,ACTIVE,,DELAWARE,150,4/20/21,4/20/21,0,"GABLES WESTERVILLE, LLC",,"2841 RIVIERA DR, STE. 305",AKRON,OH,44333,1,2
GANZHORN SUITE THE,OHL41916,2724R,,6143569810,,exd.powell@ganzhorn.com,SL-R,10272 SAWMILL PARKWAY,POWELL,OH,43065,L12,ACTIVE,,DELAWARE,68,4/8/16,4/8/16,0,"GANZHORN OPERATING CO OF POWELL, INC.",,,,,,1,2
GARBRY RIDGE,OHL01950,2213R,,9377789385,9377789530,administrator@garbryridge.com,SL-R,1567 GARBRY ROAD,PIQUA,OH,45356,L12,ACTIVE,,MIAMI,105,9/11/98,9/24/19,0,VAN WERT MANOR,,160 FOX RUN,VAN WERT,OH,45891,0,
GARBRY RIDGE,OHL01950,2213R,,9377789385,9377789530,administrator@garbryridge.com,SL-R,1567 GARBRY ROAD,PIQUA,OH,45356,L12,ACTIVE,,MIAMI,105,9/11/98,9/24/19,0,WAPAKONETA MANOR,,1010 LINCOLN AVENUE,WAPAKONETA,OH,45895,0,
GARBRY RIDGE,OHL01950,2213R,,9377789385,9377789530,administrator@garbryridge.com,SL-R,1567 GARBRY ROAD,PIQUA,OH,45356,L12,ACTIVE,,MIAMI,105,9/11/98,9/24/19,0,"HCF MANAGEMENT COMPANY, INC",8009992110,1100 SHAWNEE ROADGARBRY ROAD,LIMA,OH,45805,0,2
GARBRY RIDGE,OHL01950,2213R,,9377789385,9377789530,administrator@garbryridge.com,SL-R,1567 GARBRY ROAD,PIQUA,OH,45356,L12,ACTIVE,,MIAMI,105,9/11/98,9/24/19,0,"HCF OF GARBRY RIDGE, INC.",9377789385,1567 GARBRY ROAD,PIQUA,OH,45356,1,
GARDENS AT CELINA THE,OHL03242,2348R,,4195840100,4195840886,administrator@hgcelina.com,SL-R,1301 MYERS ROAD,CELINA,OH,45822,L12,ACTIVE,,MERCER,37,9/19/01,1/31/02,0,"HEALTHCARE VENTURES OF OHIO , LLC",,,,,,0,2
GARDENS AT CELINA THE,OHL03242,2348R,,4195840100,4195840886,administrator@hgcelina.com,SL-R,1301 MYERS ROAD,CELINA,OH,45822,L12,ACTIVE,,MERCER,37,9/19/01,1/31/02,0,"GARDENS AT CELINA OPERATING COMPANY, LLC",,1616 OLD HENDERSON RD,COLUMBUS,OH,43220,1,2
GARDENS AT CUYAHOGA FALLS THE,OHL40318,2429R,,3309284500,3309284900,lsatterfield@inpsiritseniorliving.com,SL-R,45 CHART ROAD,CUYAHOGA FALLS,OH,44223,L12,ACTIVE,,SUMMIT,152,7/14/05,4/12/13,0,"RGM HEALTH SERVICES GROUP, LLC",,,,,,0,2
GARDENS AT CUYAHOGA FALLS THE,OHL40318,2429R,,3309284500,3309284900,lsatterfield@inpsiritseniorliving.com,SL-R,45 CHART ROAD,CUYAHOGA FALLS,OH,44223,L12,ACTIVE,,SUMMIT,152,7/14/05,4/12/13,0,INSPIRIT CUYAHOGA OPERATOR LLC,,,,,,1,2
"GARDENS AT PINEBROOK, THE",OHL42149,2839R,,5139653880,5132482182,licensing@watermarkcommunities.com,SL-R,5869 WOLFPEN PLEASANT HILL ROAD,MILFORD,OH,45150,L12,ACTIVE,,CLERMONT,40,11/19/18,11/19/18,0,,,,,,,,
GARDENS AT ST. HENRY THE,OHL01975,2282R,,4197389210,4197380724,administrator@hgcelina.com,SL-R,522 WESTERN AVE,SAINT HENRY,OH,45883,L12,ACTIVE,,MERCER,37,4/28/00,1/31/02,0,"GARDENS AT WAPAKONETA OPERATING COMPANY, LLC",,1616 OLD HENDERSON RD,COLUMBUS,NY,43220,1,2
GARDENS AT ST. HENRY THE,OHL01975,2282R,,4197389210,4197380724,administrator@hgcelina.com,SL-R,522 WESTERN AVE,SAINT HENRY,OH,45883,L12,ACTIVE,,MERCER,37,4/28/00,1/31/02,0,"HEALTHCARE VENTURES OF OHIO, LLC",,,,,,0,2
GARDENS AT ST. HENRY THE,OHL01975,2282R,,4197389210,4197380724,administrator@hgcelina.com,SL-R,522 WESTERN AVE,SAINT HENRY,OH,45883,L12,ACTIVE,,MERCER,37,4/28/00,1/31/02,0,"GARDENS AT ST. HENRY OPERATING COMPANY, LLC",,1616 OLD HENDERSON RD,COLUMBUS,OH,43220,1,1
GARDENS AT WAPAKONETA THE,OHL01964,2244R,,4197380725,4197380724,matt.thuman@hgohio.com,SL-R,505 WALNUT STREET,WAPAKONETA,OH,45895,L12,ACTIVE,,AUGLAIZE,92,4/27/99,4/20/17,0,"GARDENS AT WAPAKONETA OPERATING COMPANY, LLC",,1616 OLD HENDERSON RD,COLUMBUS,NY,43220,1,2
GARDENS AT WAPAKONETA THE,OHL01964,2244R,,4197380725,4197380724,matt.thuman@hgohio.com,SL-R,505 WALNUT STREET,WAPAKONETA,OH,45895,L12,ACTIVE,,AUGLAIZE,92,4/27/99,4/20/17,0,THI OF COLUMBUS,,,,,,0,2
GARDENS AT WAPAKONETA THE,OHL01964,2244R,,4197380725,4197380724,matt.thuman@hgohio.com,SL-R,505 WALNUT STREET,WAPAKONETA,OH,45895,L12,ACTIVE,,AUGLAIZE,92,4/27/99,4/20/17,0,"HEALTHCARE VENTURES OF OHIO, LLC",4193994940,"100 EAST CAMPUS VIEW BLVD., SUITE 250",COLUMBUS,OH,43235,0,2
GARDENS AT WAPAKONETA THE,OHL01964,2244R,,4197380725,4197380724,matt.thuman@hgohio.com,SL-R,505 WALNUT STREET,WAPAKONETA,OH,45895,L12,ACTIVE,,AUGLAIZE,92,4/27/99,4/20/17,0,TRANSHEALTH CARE INC.,4197380725,505 WALNUT ST,WAPAKONETA,OH,45895,0,2
GARDENS AT WESTLAKE THE,OHL00338,2053R,,4408929777,4408925384,rclark39@brookdale.com,SL-R,27569 DETROIT ROAD,WESTLAKE,OH,44145,L12,ACTIVE,,CUYAHOGA,120,6/27/96,5/25/11,0,"ARHC GWWSLOH01 TRS, LLC",,,,,,1,2
GARDENS AT WHETSTONE,OHL00968,1455R,,6144571100,6144425139,adam.zimmerman@mmclp.com,SL-R,3710 OLENTANGY RIVER ROAD,COLUMBUS,OH,43214,L12,ACTIVE,,FRANKLIN,72,3/29/91,1/28/02,0,MILL RUN CARE CENTER LLC,,3399 MILL RUN DRIVE,HILLIARD,OH,43026,0,
GARDENS AT WHETSTONE,OHL00968,1455R,,6144571100,6144425139,adam.zimmerman@mmclp.com,SL-R,3710 OLENTANGY RIVER ROAD,COLUMBUS,OH,43214,L12,ACTIVE,,FRANKLIN,72,3/29/91,1/28/02,0,WHETSTONE CARE CENTER LLC,6144571100,3700 OLENTANGY RIVER RO,COLUMBUS,OH,43214,1,1
GARDENS AT WHETSTONE,OHL00968,1455R,,6144571100,6144425139,adam.zimmerman@mmclp.com,SL-R,3710 OLENTANGY RIVER ROAD,COLUMBUS,OH,43214,L12,ACTIVE,,FRANKLIN,72,3/29/91,1/28/02,0,PICKAWAY MANOR,,391 CLARK DRIVE,CIRCLEVILLE,OH,43113,0,
