State Facility Type 1 Literal,Facility ID,Zip Code,Facility Name,Address,License Number,City,State,County,Phone Number,Capacity
ASSISTED LIVING HOME-DIRECTED,AL10715,85625,CASA DE ANGELES ASSISTED LIVING INC.,457 NORTH IRONWOOD COURT,AL10715H,PEARCE,AZ,COCHISE,(520)826-4065,9
ASSISTED LIVING HOME-DIRECTED,AL10361,85704,CASA DE BUENA VIDA,1010 WEST ORANGE GROVE ROAD,AL10361H,TUCSON,AZ,PIMA,(520)575-6591,10
ASSISTED LIVING HOME-DIRECTED,AL7239,85704,"CASA DE LOS ABUELOS DOS, LLC",2015 WEST INA ROAD,AL7239H,TUCSON,AZ,PIMA,(520)575-1677,10
ASSISTED LIVING HOME-DIRECTED,AL9562,85614,"CASA DE SONSHINE ASSISTED LIVING, LLC",18292 SOUTH CAMINO DE PAEZ,AL9562H,GREEN VALLEY,AZ,PIMA,(520)393-1752,10
ASSISTED LIVING HOME-DIRECTED,AL11028,85043,CASA DE VIDA LIVING L L C,7036 WEST PARKWAY DRIVE,AL11028H,PHOENIX,AZ,MARICOPA,(602)696-6249,5
ASSISTED LIVING HOME-DIRECTED,AL11436,85019,CASA DE VIDA LIVING LLC,6713 NORTH 41ST DRIVE,AL11436H,PHOENIX,AZ,MARICOPA,(623)215-7249,5
ASSISTED LIVING HOME-DIRECTED,AL9130,85383,CASA DEL REY ASSISTED LIVING CARE HOME,22284 NORTH 102ND LANE,AL9130H,PEORIA,AZ,MARICOPA,(623)266-4934,5
ASSISTED LIVING HOME-DIRECTED,AL3027,86406,CASA GRANDE ASSISTED LIVING HOME,3801 BUENA VISTA,AL3027H,LAKE HAVASU CITY,AZ,MOHAVE,(928)854-8787,10
ASSISTED LIVING HOME-DIRECTED,AL4607,85745,CASA THERESITA II,4540 WEST CAMINO DE CIELO,AL4607H,TUCSON,AZ,PIMA,(520)743-2936,10
ASSISTED LIVING HOME-DIRECTED,AL5877,85706,CASA THERESITA III,5209 SOUTH 11TH AVENUE,AL5877H,TUCSON,AZ,PIMA,(520)294-4708,10
ASSISTED LIVING HOME-DIRECTED,AL7304,85704,CASAS ADOBES ASSISTED LIVING,1551 WEST SAN ANNETTA DRIVE,AL7304H,TUCSON,AZ,PIMA,(520)395-0501,10
ASSISTED LIVING HOME-DIRECTED,AL9886,85704,CASAS CHAPALA,1521 WEST CHAPALA DRIVE,AL9886H,TUCSON,AZ,PIMA,(520)328-8820,10
ASSISTED LIVING HOME-DIRECTED,AL10772,85757,CASITA CONSENTIDA LLC,4725 WEST CALLE DON MIGUEL,AL10772H,TUCSON,AZ,PIMA,(520)812-7155,5
ASSISTED LIVING HOME-DIRECTED,AL8802,85225,CASTLE CANYON ASSISTED LIVING II,2834 EAST COBALT STREET,AL8802H,CHANDLER,AZ,MARICOPA,(480)264-5427,5
ASSISTED LIVING HOME-DIRECTED,AL10438,85286,CASTLE CANYON ASSISTED LIVING III,3864 EAST DOGWOOD PLACE,AL10438H,CHANDLER,AZ,MARICOPA,(480)247-3295,5
ASSISTED LIVING HOME-DIRECTED,AL8675,85226,CASTLE CANYON ASSISTED LIVING INC,3291 WEST HARRISON STREET,AL8675H,CHANDLER,AZ,MARICOPA,(480)963-7394,5
ASSISTED LIVING HOME-DIRECTED,AL4218,85718,"CATALINA FOOTHILLS ADULT CARE, INC.",4250 EAST HAVASU,AL4218H,TUCSON,AZ,PIMA,(520)390-6908,10
ASSISTED LIVING HOME-DIRECTED,AL6482,85202,CATARINA'S CARE HOME,2449 SOUTH CATARINA,AL6482H,MESA,AZ,MARICOPA,(480)334-9497,6
ASSISTED LIVING HOME-DIRECTED,AL8799,85207,CAVEO ASSISTED LIVING,8160 EAST MCDOWELL ROAD,AL8799H,MESA,AZ,MARICOPA,(602)758-1245,10
ASSISTED LIVING HOME-DIRECTED,AL2603,85374,CC'S ADULT CARE INC,13425 WEST RIMROCK ROAD,AL2603H,SURPRISE,AZ,MARICOPA,(623)544-7229,10
ASSISTED LIVING HOME-DIRECTED,AL8449,85248,CEDAR CARE ASSISTED LIVING HOME,163 WEST CEDAR DRIVE,AL8449H,CHANDLER,AZ,MARICOPA,(480)248-8281,5
ASSISTED LIVING HOME-DIRECTED,AL10236,85224,CEDAR PASTURES,607 NORTH BULLMOOSE DRIVE,AL10236H,CHANDLER,AZ,MARICOPA,(480)306-6234,7
ASSISTED LIVING HOME-DIRECTED,AL11561,85225,CENTRAL DIGNITY ASSISTED LIVING HOME LLC,2110 NORTH ITHICA STREET,AL11561H,CHANDLER,AZ,MARICOPA,(480)330-6850,5
ASSISTED LIVING HOME-DIRECTED,AL9467,85258,"CENTRAL SCOTTSDALE ASSISTED LIVING, LLC",10571 NORTH 96TH PLACE,AL9467H,SCOTTSDALE,AZ,MARICOPA,(480)620-0748,10
ASSISTED LIVING HOME-DIRECTED,AL9744,85304,CESCA ADULT CARE HOME,12034 NORTH 46TH LANE,AL9744H,GLENDALE,AZ,MARICOPA,(602)486-3001,10
ASSISTED LIVING HOME-DIRECTED,AL7691,85225,CHANDLER ADULT CARE HOME 2,912 NORTH JOHN WAY,AL7691H,CHANDLER,AZ,MARICOPA,(480)786-6008,4
ASSISTED LIVING HOME-DIRECTED,AL9625,85249,CHANDLER HARMONY ADULT CARE HOME,4986 EAST THUNDERBIRD DRIVE,AL9625H,CHANDLER,AZ,MARICOPA,(480)316-4297,5
ASSISTED LIVING HOME-DIRECTED,AL10105,85225,CHANDLER HARMONY ADULT CARE HOME II,2841 EAST TYSON STREET,AL10105H,CHANDLER,AZ,MARICOPA,(480)316-4297,5
ASSISTED LIVING HOME-DIRECTED,AL9361,85226,CHANDLER SENIOR ASSISTED LIVING HOME LLC,3374 WEST CONSTITUTION DRIVE,AL9361H,CHANDLER,AZ,MARICOPA,(480)857-4567,4
ASSISTED LIVING HOME-DIRECTED,AL10253,85338,CHARLES RESIDENTIAL CARE LLC,15813 WEST MONROE STREET,AL10253H,GOODYEAR,AZ,MARICOPA,(309)314-7790,5
ASSISTED LIVING HOME-DIRECTED,AL11030,85395,CHARLES RESIDENTIAL CARE LLC III,2707 NORTH 145TH AVENUE,AL11030H,GOODYEAR,AZ,MARICOPA,(309)314-7790,10
ASSISTED LIVING HOME-DIRECTED,AL10721,85023,CHARLESTON ASSISTED LIVING LLC,1532 WEST CHARLESTON AVENUE,AL10721H,PHOENIX,AZ,MARICOPA,(602)526-4596,10
ASSISTED LIVING HOME-DIRECTED,AL10628,85018,CHATEAUX AT ARCADIA,5825 EAST INDIAN SCHOOL ROAD,AL10628H,PHOENIX,AZ,MARICOPA,(480)508-5027,10
ASSISTED LIVING HOME-DIRECTED,AL8426,85044,CHEKELA TURNER'S PLACE,5222 EAST TUNDER CIRCLE,AL8426H,PHOENIX,AZ,MARICOPA,(480)785-7583,5
ASSISTED LIVING HOME-DIRECTED,AL9013,85041,CHEKELA TURNERS PLACE III,2136 WEST MALDONADO,AL9013H,PHOENIX,AZ,MARICOPA,(602)296-5927,5
ASSISTED LIVING HOME-DIRECTED,AL7391,85730,CHERRY'S ASSISTED LIVING,10363 EAST CAMINO LA JOYA PANTANO,AL7391H,TUCSON,AZ,PIMA,(520)721-6641,5
ASSISTED LIVING HOME-DIRECTED,AL10134,85711,"CHESTER'S HOUSE, LLC",5105 EAST BURNS PLACE,AL10134H,TUCSON,AZ,PIMA,(520)747-3378,10
ASSISTED LIVING HOME-DIRECTED,AL11529,85212,CHRIST-CENTERED CARE ASSISTED LIVING LLC,10217 EAST AMPERE AVENUE,AL11529H,MESA,AZ,MARICOPA,(760)464-6856,5
ASSISTED LIVING HOME-DIRECTED,AL10481,85296,CHRISTINA'S ASSISTED LIVING,1423 SOUTH HAZEL STREET,AL10481H,GILBERT,AZ,MARICOPA,(480)274-4564,10
ASSISTED LIVING HOME-DIRECTED,AL6534,85381,"CHRISTINE'S ROSE GARDEN HOME CARE, LLC",12422 NORTH 88TH DRIVE,AL6534H,PEORIA,AZ,MARICOPA,(602)561-9161,9
ASSISTED LIVING HOME-DIRECTED,AL9688,85621,CIMARRON ASSISTED LIVING,1101 WEST CIMARRON STREET,AL9688H,NOGALES,AZ,SANTA CRUZ,(520)287-2388,9
ASSISTED LIVING HOME-DIRECTED,AL10390,86305,"CIRCLE OF LIFE ALZHEIMERS HOMES, LLC",4340 WEST FORT BRIDGER ROAD,AL10390H,PRESCOTT,AZ,YAVAPAI,(928)237-4795,7
ASSISTED LIVING HOME-DIRECTED,AL11058,86326,"CIRCLE OF LIFE ALZHEIMERS HOMES, LLC",3040 SOUTH LORETO TRAIL,AL11058H,COTTONWOOD,AZ,YAVAPAI,(928)237-4795,5
ASSISTED LIVING HOME-DIRECTED,AL11142,86305,"CIRCLE OF LIFE ALZHEIMERS HOMES, LLC",5785 SYMPHONY DRIVE,AL11142H,PRESCOTT,AZ,YAVAPAI,(928)237-4795,5
ASSISTED LIVING HOME-DIRECTED,AL11689,86324,"CIRCLE OF LIFE ALZHEIMERS HOMES, LLC",1780 SILVER SPUR CIRCLE,AL11689H,CLARKDALE,AZ,YAVAPAI,(928)237-4795,5
ASSISTED LIVING HOME-DIRECTED,AL11790,86305,"CIRCLE OF LIFE ALZHEIMERS HOMES, LLC",5600 WEST ALMOSTA RANCH ROAD,AL11790H,PRESCOTT,AZ,YAVAPAI,(928)237-4795,5
ASSISTED LIVING HOME-DIRECTED,AL10203,86305,"CIRCLE OF LIFE, L L C #2",9240 NORTH AMERICAN RANCH ROAD,AL10203H,PRESCOTT,AZ,YAVAPAI,(928)237-4795,5
ASSISTED LIVING HOME-DIRECTED,AL10835,85225,CIRCLES OF LIFE RESIDENTIAL CARE,1529 EAST LAREDO STREET,AL10835H,CHANDLER,AZ,MARICOPA,(480)676-3513,5
ASSISTED LIVING HOME-DIRECTED,AL7878,85203,CITRUS MANOR,1816 EAST BROWN ROAD,AL7878H,MESA,AZ,MARICOPA,(480)733-4330,10
ASSISTED LIVING HOME-DIRECTED,AL9901,85207,"CITRUS VILLA MESA ASSISTED LIVING, L L C",6848 EAST MINTON STREET,AL9901H,MESA,AZ,MARICOPA,(480)832-0149,6
ASSISTED LIVING HOME-DIRECTED,AL11259,85023,CLAIRE AND LETIS HOME,17437 NORTH 19TH DRIVE,AL11259H,PHOENIX,AZ,MARICOPA,(619)831-1112,5
ASSISTED LIVING HOME-DIRECTED,AL10644,85022,CLAIRE'S HOME,15835 NORTH 6TH PLACE,AL10644H,PHOENIX,AZ,MARICOPA,(602)736-9458,10
ASSISTED LIVING HOME-DIRECTED,AL10440,85213,"CLASS ACT GLENCOVE MESA, LLC",2156 EAST GLENCOVE STREET,AL10440H,MESA,AZ,MARICOPA,(480)710-1154,10
ASSISTED LIVING HOME-DIRECTED,AL10441,85213,"CLASS ACT LOS ALAMOS MESA, LLC",1249 NORTH LOS ALAMOS,AL10441H,MESA,AZ,MARICOPA,(480)710-1154,10
ASSISTED LIVING HOME-DIRECTED,AL10327,85254,CLASSIC ASSISTED LIVING LLC,14002 NORTH 64TH STREET,AL10327H,SCOTTSDALE,AZ,MARICOPA,(623)330-0102,10
ASSISTED LIVING HOME-DIRECTED,AL11833,85234,COLD SPRING ASSISTED LIVING,502 EAST TERRACE AVENUE,AL11833H,GILBERT,AZ,MARICOPA,(480)755-8104,10
ASSISTED LIVING HOME-DIRECTED,AL9193,85382,"COMFORT ASSISTED LIVING HOME, L L C",9003 WEST CHARLESTON AVENUE,AL9193H,PEORIA,AZ,MARICOPA,(623)444-7140,10
ASSISTED LIVING HOME-DIRECTED,AL8884,86001,COMFORT CARE ROSE ARBOR HOUSE,3440 SOUTH GILLENWATER,AL8884H,FLAGSTAFF,AZ,COCONINO,(928)296-1000,8
ASSISTED LIVING HOME-DIRECTED,AL9825,85388,"COMFORT CARE, LLC",16670 NORTH 173RD AVENUE,AL9825H,SURPRISE,AZ,MARICOPA,(623)444-4816,6
ASSISTED LIVING HOME-DIRECTED,AL10876,85715,COMFORT GARDENS,7651 EAST EDISON STREET,AL10876H,TUCSON,AZ,PIMA,(520)447-5777,10
ASSISTED LIVING HOME-DIRECTED,AL4623,85204,COMFORT HAVEN OF MESA,758 SOUTH TOLTEC ROAD,AL4623H,MESA,AZ,MARICOPA,(480)461-8272,10
ASSISTED LIVING HOME-DIRECTED,AL11735,85345,"COMFORT HOME ASSISTED LIVING OF PEORIA, LLC",7866 WEST BROWN STREET,AL11735,PEORIA,AZ,MARICOPA,(632)871-0505,5
ASSISTED LIVING HOME-DIRECTED,AL10321,85382,COMFORT HOME CARE LLC,20506 NORTH 80TH LANE,AL10321H,PEORIA,AZ,MARICOPA,(623)414-3952,10
ASSISTED LIVING HOME-DIRECTED,AL9310,85224,COMFORT LIVING HOME CARE,3304 NORTH LOS ALTOS DRIVE,AL9310H,CHANDLER,AZ,MARICOPA,(480)284-7236,5
ASSISTED LIVING HOME-DIRECTED,AL11755,85018,COMFY COUCH RESIDENTIAL ASSISTED LIVING,4812 EAST OSBORN ROAD,AL11755H,PHOENIX,AZ,MARICOPA,(602)955-0903,10
ASSISTED LIVING HOME-DIRECTED,AL6373,85204,COMING HOME ASSISTED LIVING HOME,3325 EAST CARMEL AVENUE,AL6373H,MESA,AZ,MARICOPA,(480)687-5002,7
ASSISTED LIVING HOME-DIRECTED,AL5228,85254,COMPASS ROSE ASSISTED LIVING HOME,6835 EAST PERSHING AVENUE,AL5228H,SCOTTSDALE,AZ,MARICOPA,(602)488-1155,5
ASSISTED LIVING HOME-DIRECTED,AL11095,85310,"COMPASSION ASSISTED LIVING HOME, L L C",3514 WEST SANDS DRIVE,AL11095H,GLENDALE,AZ,MARICOPA,(623)581-7204,5
ASSISTED LIVING HOME-DIRECTED,AL11115,85143,COMPASSION CARE ASSISTED LIVING,744 EAST TORTOISE TRAIL,AL11115H,SAN TAN VALLEY,AZ,PINAL,(480)590-6246,5
ASSISTED LIVING HOME-DIRECTED,AL8490,85013,CONSTANT CARE ASSISTED LIVING,830 WEST AMELIA,AL8490H,PHOENIX,AZ,MARICOPA,(602)281-6321,5
ASSISTED LIVING HOME-DIRECTED,AL10899,85014,CONSTANT CARE ASSISTED LIVING - OCOTILLO,6730 NORTH 7TH STREET,AL10899H,PHOENIX,AZ,MARICOPA,(602)346-0156,10
ASSISTED LIVING HOME-DIRECTED,AL9519,85012,CONSTANT CARE ASSISTED LIVING NORTH CENTRAL,5247 NORTH 6TH STREET,AL9519H,PHOENIX,AZ,MARICOPA,(602)358-7512,5
ASSISTED LIVING HOME-DIRECTED,AL9186,85251,CONSTANT CARE ASSISTED LIVING OF ARCADIA,6646 EAST MONTEROSA,AL9186H,SCOTTSDALE,AZ,MARICOPA,(480)907-6375,5
ASSISTED LIVING HOME-DIRECTED,AL10243,85012,CONSTANT CARE WINDSOR,5301 NORTH 6TH STREET,AL10243H,PHOENIX,AZ,MARICOPA,(602)274-0368,10
ASSISTED LIVING HOME-DIRECTED,AL10758,85251,COOLIDGE LEGACY AT SCOTTSDALE LLC,7556 EAST COOLIDGE STREET,AL10758H,SCOTTSDALE,AZ,MARICOPA,(480)329-6085,10
ASSISTED LIVING HOME-DIRECTED,AL11763,85023,CORAL GABLES MANOR LLC,13435 NORTH CORAL GABLES DRIVE,AL11763H,PHOENIX,AZ,MARICOPA,(602)732-2829,10
ASSISTED LIVING HOME-DIRECTED,AL11535,85029,"CORINE ASSISTED LIVING, LLC",3433 WEST CORRINE DRIVE,AL11535H,PHOENIX,AZ,MARICOPA,(602)318-9276,5
ASSISTED LIVING HOME-DIRECTED,AL11677,85224,"CORINTHIAN ADULT CARE HOME, LLC",1769 NORTH ELLIS STREET,AL11677H,CHANDLER,AZ,MARICOPA,(602)481-7661,5
ASSISTED LIVING HOME-DIRECTED,AL7424,85224,CORINTHIAN ASSISTED LIVING HOME,1119 WEST MISSION DRIVE,AL7424H,CHANDLER,AZ,MARICOPA,(480)361-9926,5
ASSISTED LIVING HOME-DIRECTED,AL11426,85254,CORNERSTONE AL LLC,5554 EAST CAMPO BELLO DRIVE,AL11426H,SCOTTSDALE,AZ,MARICOPA,(602)550-4141,10
ASSISTED LIVING HOME-DIRECTED,AL11563,85085,CORNERSTONE ASSISTED LIVING HOME,2123 WEST MAYA WAY,AL11563H,PHOENIX,AZ,MARICOPA,(951)452-6778,5
ASSISTED LIVING HOME-DIRECTED,AL11829,85297,CORONADO RANCH ACH,2461 EAST BLUE SPRUCE LANE,AL11829H,GILBERT,AZ,MARICOPA,(480)988-9968,10
ASSISTED LIVING HOME-DIRECTED,AL9491,85029,CORRINE ASSISTED LIVING,2501 WEST CORRINE DRIVE,AL9491H,PHOENIX,AZ,MARICOPA,(602)730-8247,10
ASSISTED LIVING HOME-DIRECTED,AL9217,85086,COUNTRY CLUB ASSISTED LIVING CARE HOME,41607 NORTH CLUB POINTE DRIVE,AL9217H,ANTHEM,AZ,MARICOPA,(623)466-9652,5
ASSISTED LIVING HOME-DIRECTED,AL4165,86326,COUNTRY COTTAGE,3980 EAST CASSIE LANE,AL4165H,COTTONWOOD,AZ,YAVAPAI,(928)646-0201,10
ASSISTED LIVING HOME-DIRECTED,AL8436,85207,COUNTRY ESTATES ASSISTED LIVING HOME,2042 NORTH SOSSAMAN ROAD,AL8436H,MESA,AZ,MARICOPA,(480)518-6123,10
ASSISTED LIVING HOME-DIRECTED,AL9125,85201,COUNTRY GROVE LLC,140 WEST UNIVERSITY DRIVE,AL9125H,MESA,AZ,MARICOPA,(480)361-9188,10
ASSISTED LIVING HOME-DIRECTED,AL6694,86326,COUNTRY MANOR,3900 EAST CASSIE LANE,AL6694H,COTTONWOOD,AZ,YAVAPAI,(928)533-2816,10
ASSISTED LIVING HOME-DIRECTED,AL11623,85210,COUNTRY OAKS LLC,544 WEST NIDO AVENUE,AL11623H,MESA,AZ,MARICOPA,(480)659-1150,10
ASSISTED LIVING HOME-DIRECTED,AL2859,86326,COUNTRY RANCH,3940 EAST CASSIE LANE,AL2859H,COTTONWOOD,AZ,YAVAPAI,(928)533-2816,10
ASSISTED LIVING HOME-DIRECTED,AL8942,85201,"COUNTY VILLA, LLC",802 WEST 4TH PLACE,AL8942H,MESA,AZ,MARICOPA,(480)833-7671,10
ASSISTED LIVING HOME-DIRECTED,AL11738,85379,COVENANT CARE ASSISTED LIVING HOME,11926 NORTH 162ND LANE,AL11738H,SURPRISE,AZ,MARICOPA,(623)544-2273,5
ASSISTED LIVING HOME-DIRECTED,AL8762,85388,COZY HOME CARE LLC,18508 WEST POST DRIVE,AL8762H,SURPRISE,AZ,MARICOPA,(602)620-2672,9
ASSISTED LIVING HOME-DIRECTED,AL9212,85383,CREATIVE CARE ASSISTED LIVING,9635 WEST CIELO GRANDE,AL9212H,PEORIA,AZ,MARICOPA,(602)399-2566,5
ASSISTED LIVING HOME-DIRECTED,AL11496,85379,CRESCENT SURPRISE ASSISTED LIVING,15244 WEST WATSON LANE,AL11496H,SURPRISE,AZ,MARICOPA,(623)227-9697,7
ASSISTED LIVING HOME-DIRECTED,AL11270,85310,CREST LANE CARE,6741 WEST CREST LANE,AL11270H,GLENDALE,AZ,MARICOPA,(623)248-5965,5
ASSISTED LIVING HOME-DIRECTED,AL7347,85207,CRISMON PEAKS ASSISTED LIVING LLC,10027 EAST HILLVIEW STREET,AL7347H,MESA,AZ,MARICOPA,(480)354-1006,10
ASSISTED LIVING HOME-DIRECTED,AL0988,85704,CROSSROADS ADULT CARE HOMES,5242 NORTH GENEMATAS DRIVE,AL0988H,TUCSON,AZ,PIMA,(520)292-6340,10
ASSISTED LIVING HOME-DIRECTED,AL5044,85704,CROSSROADS ADULT CARE HOMES,5825 NORTH ESCONDIDO LANE,AL5044H,TUCSON,AZ,PIMA,(520)297-4434,10
ASSISTED LIVING HOME-DIRECTED,AL7250,85704,CROSSROADS ADULT CARE HOMES,5821 NORTH ESCONDIDO LANE,AL7250H,TUCSON,AZ,PIMA,(520)977-6212,10
ASSISTED LIVING HOME-DIRECTED,AL7251,85704,CROSSROADS ADULT CARE HOMES,5833 NORTH ESCONDIDO LANE,AL7251H,TUCSON,AZ,PIMA,(520)293-6788,10
ASSISTED LIVING HOME-DIRECTED,AL2704,85234,CRYSTAL COVE HOME CARE II,4492 EAST LAUREL AVENUE,AL2704H,GILBERT,AZ,MARICOPA,(480)633-7122,5
ASSISTED LIVING HOME-DIRECTED,AL6609,85308,CRYSTAL CREEK ASSISTED LIVING HOME,5225 WEST TOPEKA DRIVE,AL6609H,GLENDALE,AZ,MARICOPA,(623)385-9005,10
ASSISTED LIVING HOME-DIRECTED,AL9758,85305,CRYSTAL JOY CARE HOME,6088 NORTH 85TH AVENUE,AL9758H,GLENDALE,AZ,MARICOPA,(623)388-3514,5
ASSISTED LIVING HOME-DIRECTED,AL11775,85310,CRYSTAL RIDGE ASSISTED LIVING LLC,22922 NORTH 74TH AVENUE,AL11775H,GLENDALE,AZ,MARICOPA,(602)293-6374,10
ASSISTED LIVING HOME-DIRECTED,AL7337,85379,CRYSTAL ROSE,13750 WEST CROCUS DRIVE,AL7337H,SURPRISE,AZ,MARICOPA,(623)374-6075,5
ASSISTED LIVING HOME-DIRECTED,AL1990,85306,D & I ADULT CARE HOME,6207 WEST BEVERLY LANE,AL1990H,GLENDALE,AZ,MARICOPA,(602)978-1698,5
ASSISTED LIVING HOME-DIRECTED,AL7753,85381,D & L ADULT CARE HOME LLC,14952 NORTH 78TH AVENUE,AL7753H,PEORIA,AZ,MARICOPA,(602)448-9777,10
ASSISTED LIVING HOME-DIRECTED,AL4515,85304,D & M ASSISTED LIVING HOME,12202 NORTH 47TH AVENUE,AL4515H,GLENDALE,AZ,MARICOPA,(602)368-6829,5
ASSISTED LIVING HOME-DIRECTED,AL6302,85224,D' VINTAGE PLACE ASSISTED LIVING HOME,1611 WEST BOISE PLACE,AL6302H,CHANDLER,AZ,MARICOPA,(480)247-7346,5
ASSISTED LIVING HOME-DIRECTED,AL9182,85226,"D'ARCY MANOR ASSISTED LIVING HOME, LLC",3191 WEST GENOA WAY,AL9182H,CHANDLER,AZ,MARICOPA,(480)427-4585,5
ASSISTED LIVING HOME-DIRECTED,AL8883,85379,DAHLIA CARE LLC,14941 WEST DAHLIA DRIVE,AL8883H,SURPRISE,AZ,MARICOPA,(602)373-6160,7
ASSISTED LIVING HOME-DIRECTED,AL8836,85374,"DAMARIS ASISSTING LIVING HOME, LLC",15243 WEST POST DRIVE,AL8836H,SURPRISE,AZ,MARICOPA,(602)628-3647,6
ASSISTED LIVING HOME-DIRECTED,AL7102,85032,DANBURY ADULT CARE HOME,4526 EAST CAMPO BELLO DRIVE,AL7102H,PHOENIX,AZ,MARICOPA,(602)923-3961,10
ASSISTED LIVING HOME-DIRECTED,AL5368,85308,DANIELA'S ASSISTED LIVING,20830 NORTH 39TH DRIVE,AL5368H,GLENDALE,AZ,MARICOPA,(623)594-2408,10
ASSISTED LIVING HOME-DIRECTED,AL2118,85304,DANIELLA'S LOVING CARE HOME,12210 NORTH 62ND DRIVE,AL2118H,GLENDALE,AZ,MARICOPA,(623)334-4216,10
ASSISTED LIVING HOME-DIRECTED,AL11041,85032,DANIELLE'S SANCTUARY ASSISTED LIVING HOME,4302 EAST SAINT JOHN ROAD,AL11041H,PHOENIX,AZ,MARICOPA,(623)444-0434,10
ASSISTED LIVING HOME-DIRECTED,AL10319,85022,DANILA CARE HOME I I,16033 NORTH 17TH PLACE,AL10319H,PHOENIX,AZ,MARICOPA,(602)544-7896,5
ASSISTED LIVING HOME-DIRECTED,AL7348,85050,DANILA'S ASSISTED LIVING,4215 EAST WESCOTT DRIVE,AL7348H,PHOENIX,AZ,MARICOPA,(602)628-3129,10
ASSISTED LIVING HOME-DIRECTED,AL10003,85085,"DANINA'S CARE HOME, L.L.C.",2406 WEST SIENNA BOUQUET PLACE,AL10003H,PHOENIX,AZ,MARICOPA,(623)466-9353,5
ASSISTED LIVING HOME-DIRECTED,AL11817,85142,"DAYFLOWER CARE HOME, LLC",4166 WEST DAYFLOWER DRIVE,AL11817H,QUEEN CREEK,AZ,MARICOPA,(480)410-8359,5
ASSISTED LIVING HOME-DIRECTED,AL11404,85041,DAYLIGHT ASSISTED LIVING FACILITY LLC,1345 WEST ATLANTA AVENUE,AL11404H,PHOENIX,AZ,MARICOPA,(951)250-1242,5
ASSISTED LIVING HOME-DIRECTED,AL10455,85310,"DAYSTAR SENIOR LIVING, LLC",5332 WEST WEST WIND DRIVE,AL10455H,GLENDALE,AZ,MARICOPA,(623)399-9168,10
ASSISTED LIVING HOME-DIRECTED,AL9012,85355,DEANNE ASSISTED LIVING,15838 WEST DEANNE COURT,AL9012H,WADDELL,AZ,MARICOPA,(602)432-0424,10
ASSISTED LIVING HOME-DIRECTED,AL9675,85027,DEER VALLEY CARE HOME,3415 WEST CREST LANE,AL9675H,PHOENIX,AZ,MARICOPA,(623)628-2658,10
ASSISTED LIVING HOME-DIRECTED,AL5156,85749,DEMPSEY'S ADULT CARE HOME,10561 EAST ROGER ROAD,AL5156H,TUCSON,AZ,PIMA,(520)981-1663,9
ASSISTED LIVING HOME-DIRECTED,AL6173,85213,DES MOINES SPECIALIZED CARE,3207 EAST DES MOINES STREET,AL6173H,MESA,AZ,MARICOPA,(602)793-6265,6
ASSISTED LIVING HOME-DIRECTED,AL7270,85226,"DESERT BREEZE ASSISTED LIVING HOME, INC.",4124 WEST BART DRIVE,AL7270H,CHANDLER,AZ,MARICOPA,(480)785-9888,5
ASSISTED LIVING HOME-DIRECTED,AL11768,85044,DESERT BREEZE OF AHWATUKEE,4823 EAST APACHE CIRCLE,AL11768H,PHOENIX,AZ,MARICOPA,(480)492-2008,5
ASSISTED LIVING HOME-DIRECTED,AL8780,85286,DESERT BREEZE OF CHANDLER,1080 SOUTH AMBER STREET,AL8780H,CHANDLER,AZ,MARICOPA,(480)773-6263,5
ASSISTED LIVING HOME-DIRECTED,AL7048,85022,DESERT COMFORT ASSISTED LIVING HOME,15873 NORTH 18TH STREET,AL7048H,PHOENIX,AZ,MARICOPA,(602)626-7722,5
ASSISTED LIVING HOME-DIRECTED,AL9112,85259,DESERT COVE ASSISTED LIVING,10405 EAST DESERT COVE AVENUE,AL9112H,SCOTTSDALE,AZ,MARICOPA,(480)451-5389,10
ASSISTED LIVING HOME-DIRECTED,AL8418,85715,"DESERT DREAMS ADULT CARE HOME, LLC",2621 NORTH BAHANA DRIVE,AL8418H,TUCSON,AZ,PIMA,(520)546-5107,10
ASSISTED LIVING HOME-DIRECTED,AL5950,85048,DESERT GARDEN ASSISTED LIVING II,4305 EAST BRIARWOOD TERRACE,AL5950H,PHOENIX,AZ,MARICOPA,(480)329-4834,5
ASSISTED LIVING HOME-DIRECTED,AL7014,85048,DESERT GARDEN ASSISTED LIVING III,4233 EAST BRIARWOOD TERRACE,AL7014H,PHOENIX,AZ,MARICOPA,(480)759-2425,4
ASSISTED LIVING HOME-DIRECTED,AL4740,85048,"DESERT GARDEN ASSISTED LIVING, INC",16414 SOUTH 43RD STREET,AL4740H,PHOENIX,AZ,MARICOPA,(480)759-2424,7
ASSISTED LIVING HOME-DIRECTED,AL10913,85212,DESERT GARDEN HOMECARE LLC,7331 EAST POSADA AVENUE,AL10913H,MESA,AZ,MARICOPA,(480)687-2569,8
ASSISTED LIVING HOME-DIRECTED,AL11065,85750,DESERT GARDENS ASSISTED LIVING,3700 NORTH RIVER HILLS DRIVE,AL11065H,TUCSON,AZ,PIMA,(520)907-8833,10
ASSISTED LIVING HOME-DIRECTED,AL9753,85381,DESERT HARBOR ADULT CARE HOME,9140 WEST HEARN ROAD,AL9753H,PEORIA,AZ,MARICOPA,(623)977-9399,10
