rundate,subtype,FACID,FACTYPE,ZIP,LEGALNAME,ADDRESS,LICENSE,LICENSE_EFFECTIVE,LICENSE_EXPIRATION,CITY,state,COUNTY,TELEPHONE,FAXPHONE,CAPACITY,MCAID_CERT,Supp_Service_Provided,N_LON,N_LAT,N_MCODE,N_LCODE,N_BLOCK
44348,ASSISTED LIVING CENTER-DIRECTED,AL10962,1J1,85375,SUN HEALTH GRANDVIEW ASSISTED LIVING SERVICES,14505 WEST GRANITE VALLEY DRIVE,AL10962C,43831,44561,SUN CITY WEST,AZ,MARICOPA,(623)975-8100,(623)975-8192,54,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL9281,1J1,85340,SUN HEALTH LA LOMA ASSISTED LIVING,14260 DENNY BOULEVARD,AL9281C,43891,44620,LITCHFIELD PARK,AZ,MARICOPA,(623)537-7403,(623)537-7460,27,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL4424,1J1,86429,SUNRIDGE VILLAGE,839 LANDON DRIVE,AL4424C,44013,44742,BULLHEAD CITY,AZ,MOHAVE,(928)754-0700,(928)754-1225,149,T,,-114.52713,35.185395,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL8741,1J1,85718,SUNRISE AT RIVER ROAD,4975 NORTH 1ST AVENUE,AL8741C,43952,44681,TUCSON,AZ,PIMA,(520)888-8400,(520)888-8401,110,,,-110.961289,32.296803,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL8754,1J1,85226,SUNRISE OF CHANDLER,5757 WEST CHANDLER BOULEVARD,AL8754C,43952,44681,CHANDLER,AZ,MARICOPA,(480)786-4998,(480)786-4974,100,,,-111.941073,33.30517,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL7113,1J1,85296,SUNRISE OF GILBERT,580 SOUTH GILBERT ROAD,AL7113C,44105,44469,GILBERT,AZ,MARICOPA,(480)632-9400,(480)632-9401,102,,,-111.790015,33.339611,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL6287,1J1,85258,SUNRISE OF SCOTTSDALE,7370 EAST GOLD DUST AVENUE,AL6287C,43891,44620,SCOTTSDALE,AZ,MARICOPA,(480)609-5115,(480)609-5744,110,,,-111.923313,33.578507,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL9046,1J1,85032,SUNSHINE VILLAGE,2606 EAST GREENWAY PARKWAY,AL9046C,43952,44681,PHOENIX,AZ,MARICOPA,(602)765-7400,(602)765-0599,98,T,,-112.025494,33.629485,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL9995,1J1,85374,"SURPRISE MEMORY CARE, LLP",16465 NORTH PARKVIEW PLACE,AL9995C,43952,44681,SURPRISE,AZ,MARICOPA,(623)266-4999,(480)451-8205,86,,BEHAVIORAL HEALTH SERVICE,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL10415,1J1,85308,TERRA POINTE MEMORY CARE,5330 WEST UNION HILLS DRIVE,AL10415C,44013,44742,GLENDALE,AZ,MARICOPA,(602)899-5330,(602)714-6551,84,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL11194,1J1,85381,THE AUBERGE AT PEORIA - A MEMORY CARE COMPANY,13391 NORTH 94TH DRIVE,AL11194C,44044,44408,PEORIA,AZ,MARICOPA,(623)977-1431,(   )   -,90,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL11195,1J1,85260,THE AUBERGE AT SCOTTSDALE - A MEMORY CARE COMMUNITY,9410 EAST THUNDERBIRD ROAD,AL11195C,44044,44408,SCOTTSDALE,AZ,MARICOPA,(480)614-9100,(503)924-6169,80,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL9770,1J1,85206,THE CITADEL ASSISTED LIVING FACILITY,520 SOUTH HIGLEY ROAD,AL9770C,44013,44742,MESA,AZ,MARICOPA,(480)832-7600,(480)832-3860,150,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL10439,1J1,85086,THE ENCLAVE AT ANTHEM SENIOR LIVING,42015 NORTH VENTURE DRIVE,AL10439C,44166,44530,PHOENIX,AZ,MARICOPA,(480)550-3000,(480)550-3005,90,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL10888,1J1,85226,THE ENCLAVE AT CHANDLER SENIOR LIVING,4950 WEST CHANDLER BOULEVARD,AL10888C,44044,44408,CHANDLER,AZ,MARICOPA,(480)940-3383,(480)940-3130,115,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL10935,1J1,85298,THE ENCLAVE AT GILBERT SENIOR LIVING,4929 SOUTH VAL VISTA DRIVE,AL10935C,44166,44530,GILBERT,AZ,MARICOPA,(480)795-4000,(480)855-0357,133,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL11254,1J1,85712,THE FORUM AT TUCSON,2500 NORTH ROSEMONT BOULEVARD,AL11254C,43831,44561,TUCSON,AZ,PIMA,(520)325-4800,(520)319-4076,130,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL9714,1J1,85704,THE GARDENS AT LA CHOLLA,5830 NORTH FOUNTAINS AVENUE,AL9714C,43983,44712,TUCSON,AZ,PIMA,(520)797-2001,(520)219-4605,17,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL8808,1J1,85251,THE GARDENS OF SCOTTSDALE,6001 EAST THOMAS ROAD,AL8808C,44075,44439,SCOTTSDALE,AZ,MARICOPA,(480)941-2222,(480)941-2741,86,,,-111.951966,33.479967,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL10080,1J1,85395,THE GROVES,2655 NORTH PEBBLECREEK PARKWAY,AL10080C,43983,44712,GOODYEAR,AZ,MARICOPA,(623)208-5655,(623)935-4586,142,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL11094,1J1,85205,THE GROVES ASSISTED AND INDEPENDENT SENIOR LIVING COMMUNITY,5848 EAST UNIVERSITY DRIVE,AL11094C,43952,44681,MESA,AZ,MARICOPA,(480)981-0098,(480)396-3089,24,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL10590,1J1,85381,THE INN AT FREEDOM PLAZA,13725 NORTH 93RD AVENUE,AL10590C,43922,44651,PEORIA,AZ,MARICOPA,(623)815-6160,(623)815-6186,102,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL9715,1J1,85704,THE INN AT THE FOUNTAINS,5830 NORTH FOUNTAINS AVENUE,AL9715C,43983,44712,TUCSON,AZ,PIMA,(520)797-2001,(520)219-4605,91,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL11695,1J1,86314,THE LANDINGS OF PRESCOTT VALLEY,3500 NORTH WINDSONG DRIVE,AL11695C,44174,44530,PRESCOTT VALLEY,AZ,YAVAPAI,(928)445-3669,(928)455-3291,125,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL0021,1J1,85014,THE LODGE AT 14TH STREET,2941 NORTH 14TH STREET,AL0021C,43952,44681,PHOENIX,AZ,MARICOPA,(602)279-1033,(602)277-5367,40,,,-112.05198,33.448794,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL10709,1J1,85345,THE MISSION AT AGUA FRIA,8880 NORTH 107TH AVENUE,AL10709C,44044,44408,PEORIA,AZ,MARICOPA,(623)266-0999,(623)215-7703,111,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL10081,1J1,85297,THE OAKS,3675 SOUTH ROME STREET,AL10081C,43983,44712,GILBERT,AZ,MARICOPA,(480)899-0002,(480)899-1389,142,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL10834,1J1,85388,THE OASIS AT FELLOWSHIP SQUARE SURPRISE,"16640 NORTH SARIVAL AVENUE, BLDG B",AL10834C,44044,44408,SURPRISE,AZ,MARICOPA,(623)300-9401,(623)300-9471,88,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL10014,1J1,85015,THE PALAZZO,6246 NORTH 19TH AVENUE,AL10014C,43952,44681,PHOENIX,AZ,MARICOPA,(602)433-6300,(   )   -,236,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL2532,1J1,86001,"THE PEAKS, A SENIOR LIVING COMMUNITY",3150 NORTH WINDING BROOK ROAD,AL2532C,44044,44408,FLAGSTAFF,AZ,COCONINO,(928)774-7106,(928)213-0831,92,,,-111.660556,35.233331,S80,AS0,040050002001016
44348,ASSISTED LIVING CENTER-DIRECTED,AL11845,1J1,85741,THE RANCH ESTATES OF TUCSON,2365 WEST ORANGE GROVE ROAD,AL11845C,44321,44681,TUCSON,AZ,PIMA,(520)328-8509,(   )   -,155,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL11776,1J1,85085,THE RETREAT AT ALAMEDA,1920 WEST ALAMEDA ROAD,AL11776C,44309,44651,PHOENIX,AZ,MARICOPA,(602)320-0437,(   )   -,104,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL3061,1J1,85712,THE RUBIN COMMUNITY FOR SENIOR LIVING,2221 NORTH ROSEMONT BOULEVARD,AL3061C,44197,44561,TUCSON,AZ,PIMA,(520)881-2323,(520)322-3620,96,,,-110.884254,32.248194,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL5218,1J1,85020,THE TERRACES ASSISTED LIVING,7550 NORTH 16TH STREET,AL5218C,44044,44408,PHOENIX,AZ,MARICOPA,(602)371-4139,(602)371-4107,98,,,-112.04774,33.546401,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL8926,1J1,85202,THE VILLA AT BELLA VISTA,1825 WEST EMELITA AVENUE,AL8926C,44166,44530,MESA,AZ,MARICOPA,(480)878-4778,(480)964-0410,36,,,-111.870945,33.398248,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL9368,1J1,85248,THE VILLAGE AT OCOTILLO,990 WEST OCOTILLO ROAD,AL9368C,43922,44651,CHANDLER,AZ,MARICOPA,(480)895-7795,(480)815-8623,152,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL8020,1J1,85747,THE VILLAS AT ACADEMY VILLAGE,13775 EAST LANGTRY LANE & 7700 SOUTH VIVALDI COURT,AL8020C,43922,44651,TUCSON,AZ,PIMA,(520)647-7500,(520)647-7018,34,,,-110.69832,32.11025,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL11305,1J1,85373,THE WOODMARK AT SUN CITY,17207 NORTH BOSWELL BOULEVARD,AL11305,43831,44561,SUN CITY,AZ,MARICOPA,(623)583-7600,(623)583-7433,138,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL10301,1J1,85306,THUNDERBIRD SENIOR LIVING,5401 WEST DAILEY STREET,AL10301C,43891,44620,GLENDALE,AZ,MARICOPA,(602)938-0414,(602)938-5296,84,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL11059,1J1,86301,"TOUCHMARK AT THE RANCH, L L C",3180 TOUCHMARK BOULEVARD,AL11059C,43891,44620,PRESCOTT,AZ,YAVAPAI,(928)632-7800,(   )   -,70,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL11354,1J1,85260,"TRUEWOOD BY MERRILL, SCOTTSDALE",9185 EAST DESERT COVE,AL11354C,43871,44592,SCOTTSDALE,AZ,MARICOPA,(480)657-9000,(480)767-6584,118,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL11125,1J1,85748,TUCSON ASSISTED LIVING RETREAT,250 SOUTH VOZACK LANE,AL11125C,43922,44651,TUCSON,AZ,PIMA,(714)458-1385,(800)392-0662,16,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL10878,1J1,85750,"TUCSON PLACE, ASSISTED LIVING & MEMORY CARE",5660 NORTH KOLB ROAD,AL10878C,44136,44500,TUCSON,AZ,PIMA,(520)577-6940,(520)615-8941,99,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL8153,1J1,85363,VENTANA WINDS LLC,12322 NORTH 113TH AVENUE,AL8153C,43831,44561,YOUNGTOWN,AZ,MARICOPA,(623)583-2460,(623)583-4677,140,T,,-112.30231,33.59692,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL2627,1J1,85255,"VI AT GRAYHAWK, A VI AND PLAZA COMPANIES COMMUNITY",7501 EAST THOMPSON PEAK PARKWAY,AL2627C,44044,44408,SCOTTSDALE,AZ,MARICOPA,(480)361-3221,(480)659-5166,84,,,-111.918523,33.669078,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL8222,1J1,85255,"VI AT SILVERSTONE, A VI & PLAZA COMPANIES COMMUNITY",22605 NORTH 74TH STREET,AL8222C,44136,44500,SCOTTSDALE,AZ,MARICOPA,(480)478-6200,(480)478-6297,40,,,-111.920015,33.693647,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL9480,1J1,85615,"VIA ELEGANTE, SIERRA VISTA",4120 EAST RAMSEY ROAD,AL9480C,44013,44377,HEREFORD,AZ,COCHISE,(520)398-4748,(520)843-2797,61,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL11800,1J1,85635,"VIA ELEGANTE, SIERRA VISTA HIGHLANDS",4255 CALLE VISTA,AL11800C,44259,44620,SIERRA VISTA,AZ,COCHISE,(520)306-8776,(520)505-5731,42,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL10997,1J1,85745,"VIA ELEGANTE, TUCSON MOUNTAINS",2797 NORTH CERRADA DE BETO,AL10997C,43862,44592,TUCSON,AZ,PIMA,(520)429-8544,(520)844-6800,98,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL9221,1J1,85251,"VILLA OCOTILLO MANAGEMENT CO, LLC",3327 NORTH CIVIC CENTER PLAZA,AL9221C,44136,44500,SCOTTSDALE,AZ,MARICOPA,(480)946-7111,(480)945-2344,120,,,-111.921689,33.486794,S80,AS0,040132176003001
44348,ASSISTED LIVING CENTER-DIRECTED,AL10066,1J1,85119,VISIONS SENIOR LIVING AT APACHE JUNCTION 1,"1510 EAST BROADWAY AVENUE, BLDG 1",AL10066C,43952,44681,APACHE JUNCTION,AZ,PINAL,(480)671-1490,(480)288-2425,16,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL10069,1J1,85119,VISIONS SENIOR LIVING AT APACHE JUNCTION 2,"1510 EAST BROADWAY AVENUE, BUILDING 2",AL10069C,43952,44681,APACHE JUNCTION,AZ,PINAL,(480)671-1490,(480)671-1496,40,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL10068,1J1,85206,VISIONS SENIOR LIVING AT MESA 1,"537 SOUTH HIGLEY ROAD, BUILDING 1",AL10068C,43952,44681,MESA,AZ,MARICOPA,(480)247-9880,(480)659-6441,15,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL10067,1J1,85206,VISIONS SENIOR LIVING AT MESA 2,"537 SOUTH HIGLEY ROAD, BLDG 2",AL10067C,43952,44681,MESA,AZ,MARICOPA,(480)247-2797,(480)427-2787,20,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL11183,1J1,85743,WATERMARK AT CONTINENTAL RANCH,8689 NORTH SILVERBELL ROAD,AL11183C,44013,44742,TUCSON,AZ,PIMA,(520)789-6690,(520)797-7757,118,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL11006,1J1,86409,WHITE CLIFFS SENIOR LIVING,3600 PETERSON ROAD,AL11006C,43862,44592,KINGMAN,AZ,MOHAVE,(928)681-1050,(520)797-7757,130,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL2369,1J1,86305,WILLOW WIND RESIDENCE,3191 ASTER DRIVE,AL2369C,43891,44620,PRESCOTT,AZ,YAVAPAI,(928)443-9999,(928)443-5009,62,T,,-112.462208,34.602372,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL11793,1J1,85711,WOODLAND PALMS,1020 NORTH WOODLAND AVENUE,AL11793C,44287,44651,TUCSON,AZ,PIMA,(520)661-5883,(   )   -,60,,,,,,,
44348,ASSISTED LIVING CENTER-DIRECTED,AL10505,1J1,85364,"YUMA SENIOR LIVING, LLC",2600 SOUTH 4TH AVENUE,AL10505C,44136,44500,YUMA,AZ,YUMA,(928)388-6858,(928)726-2279,202,,,,,,,
44348,ASSISTED LIVING CENTER-PERSONAL,AL11675,1J2,85255,ACOYA SCOTTSDALE AT TROON,10455 EAST PINNACLE PEAK PKWY,AL11675C,44179,44530,SCOTTSDALE,AZ,MARICOPA,(480)699-1444,(   )   -,155,,,,,,,
44348,ASSISTED LIVING CENTER-PERSONAL,AL11789,1J2,85234,AMERICAN GROVES SENIOR LIVING LP,941 EAST ELLIOT ROAD,AL11789C,44334,44681,GILBERT,AZ,MARICOPA,(480)977-2937,(480)500-1096,89,,,,,,,
44348,ASSISTED LIVING CENTER-PERSONAL,AL9105,1J2,85259,ANDARA,11415 NORTH 114TH STREET,AL9105C,43983,44712,SCOTTSDALE,AZ,MARICOPA,(480)451-1800,(480)862-8883,120,,,-111.833774,33.589975,,,
44348,ASSISTED LIVING CENTER-PERSONAL,AL9484,1J2,86303,AVISTA SENIOR LIVING PRESCOTT,211 EAST BRADSHAW DRIVE,AL9484C,44044,44408,PRESCOTT,AZ,YAVAPAI,(928)777-5511,(928)777-2155,122,,,,,,,
44348,ASSISTED LIVING CENTER-PERSONAL,AL8507,1J2,85201,"AVISTA SENIOR LIVING, HISTORIC DOWNTOWN MESA",248 NORTH MACDONALD,AL8507C,44013,44742,MESA,AZ,MARICOPA,(480)827-2222,(480)422-4272,91,T,,-111.834292,33.420616,,,
44348,ASSISTED LIVING CENTER-PERSONAL,AL8914,1J2,86305,BOULDER GARDENS ASSISTED LIVING,860 DOUGHERTY STREET,AL8914C,44166,44530,PRESCOTT,AZ,YAVAPAI,(928)778-9777,(928)771-9620,68,T,,-112.488682,34.55467,,,
44348,ASSISTED LIVING CENTER-PERSONAL,AL11819,1J2,85710,BROADWAY PROPER SENIOR LIVING,400 SOUTH BROADWAY PLACE,AL11819C,44314,44651,TUCSON,AZ,PIMA,(520)296-3238,(520)296-3277,232,,,,,,,
44348,ASSISTED LIVING CENTER-PERSONAL,AL9102,1J2,85120,BROOKDALE APACHE JUNCTION,2080 SOUTH IRONWOOD DRIVE,AL9102C,44105,44469,APACHE JUNCTION,AZ,PINAL,(480)983-5047,(408)983-5039,126,,,-111.563541,33.396034,S80,AS0,040210003132050
44348,ASSISTED LIVING CENTER-PERSONAL,AL5078,1J2,85206,BROOKDALE SPRINGS MESA,6220 EAST BROADWAY ROAD,AL5078C,44105,44469,MESA,AZ,MARICOPA,(480)985-8900,(480)981-2058,90,,,-111.700494,33.408692,,,
44348,ASSISTED LIVING CENTER-PERSONAL,AL9494,1J2,86326,CHRISTIAN CARE ASSISTED LIVING-COTTONWOOD,859 SOUTH 12TH STREET,AL9494C,44105,44469,COTTONWOOD,AZ,YAVAPAI,(928)634-7571,(928)634-7725,21,,,,,,,
44348,ASSISTED LIVING CENTER-PERSONAL,AL1735,1J2,85208,CHRISTIAN CARE MANOR IV,118 SOUTH 70TH STREET,AL1735C,43922,44651,MESA,AZ,MARICOPA,(480)654-1800,(480)218-2617,65,T,,-111.680556,33.41264,,,
44348,ASSISTED LIVING CENTER-PERSONAL,AL8724,1J2,85712,"DEVON GABLES REHABILITATION CENTER, LLC",6150 EAST GRANT ROAD,AL8724C,44075,44439,TUCSON,AZ,PIMA,(520)296-6181,(520)298-0997,25,,,-110.86093,32.250437,,,
44348,ASSISTED LIVING CENTER-PERSONAL,AL4698,1J2,85737,FAIRWINDS - DESERT POINT,10701 NORTH LA RESERVE DRIVE,AL4698C,43922,44651,ORO VALLEY,AZ,PIMA,(520)498-1111,(520)498-2308,75,,,-110.952656,32.399176,,,
44348,ASSISTED LIVING CENTER-PERSONAL,AL11255,1J2,85254,FORUM PUEBLO NORTE ASSISTED LIVING,7108 EAST MESCAL STREET,AL11255C,43831,44561,SCOTTSDALE,AZ,MARICOPA,(480)443-5110,(623)974-4519,33,,,,,,,
44348,ASSISTED LIVING CENTER-PERSONAL,AL7717,1J2,85210,HERITAGE LANE BEHAVIORAL - EAST,1041 SOUTH LEBARON,AL7717C,43983,44712,MESA,AZ,MARICOPA,(480)307-8809,(888)972-7050,22,T,BEHAVIORAL HEALTH SERVICE,-111.837696,33.396274,,,
44348,ASSISTED LIVING CENTER-PERSONAL,AL7718,1J2,85210,HERITAGE LANE BEHAVIORAL - WEST,1040 SOUTH LEBARON,AL7718C,43983,44712,MESA,AZ,MARICOPA,(480)307-8809,(888)972-7050,44,T,BEHAVIORAL HEALTH SERVICE,-111.838025,33.396289,,,
44348,ASSISTED LIVING CENTER-PERSONAL,AL0054,1J2,86025,HOLBROOK SENIOR CENTER EXTENDED CARE,216 JOY NEVIN,AL0054C,44075,44439,HOLBROOK,AZ,NAVAJO,(928)524-2344,(928)297-0281,16,,,-110.160597,34.900915,,,
44348,ASSISTED LIVING CENTER-PERSONAL,AL9370,1J2,85020,LA SIENA,909 EAST NORTHERN AVENUE,AL9370C,43922,44651,PHOENIX,AZ,MARICOPA,(602)870-5500,(858)314-1752,111,,,,,,,
44348,ASSISTED LIVING CENTER-PERSONAL,AL0028,1J2,85304,LIFESTREAM AT THUNDERBIRD,13617 NORTH 55TH AVENUE,AL0028C,43891,44620,GLENDALE,AZ,MARICOPA,(602)938-5500,(602)843-9530,60,T,,-112.177012,33.608844,,,
44348,ASSISTED LIVING CENTER-PERSONAL,AL0015,1J2,85363,LIFESTREAM AT YOUNGTOWN,11315 WEST PEORIA AVENUE,AL0015C,44044,44408,YOUNGTOWN,AZ,MARICOPA,(623)933-4683,(623)972-7320,24,T,,-112.302164,33.5799,,,
44348,ASSISTED LIVING CENTER-PERSONAL,AL0057,1J2,85713,MARSHALL HOME FOR MEN,3314 SOUTH 16TH AVENUE,AL0057C,44013,44742,TUCSON,AZ,PIMA,(520)624-5193,(520)882-2812,52,,,-110.98208,32.186351,,,
44348,ASSISTED LIVING CENTER-PERSONAL,AL10749,1J2,85257,MCDOWELL VILLAGE,8300 EAST MCDOWELL ROAD,AL10749C,44013,44742,SCOTTSDALE,AZ,MARICOPA,(480)970-6400,(949)242-1401,68,,,,,,,
44348,ASSISTED LIVING CENTER-PERSONAL,AL10551,1J2,85023,PARK TERRACE AT GREENWAY,2577 WEST GREENWAY ROAD,AL10551C,44166,44530,PHOENIX,AZ,MARICOPA,(602)375-1777,(602)993-5963,93,,,,,,,
44348,ASSISTED LIVING CENTER-PERSONAL,AL1870,1J2,86322,RAINBOW ACRES,2120 WEST RESERVATION LOOP ROAD,AL1870C,44136,44500,CAMP VERDE,AZ,YAVAPAI,(928)567-5231,(928)567-9059,120,,,-111.886754,34.620143,,,
44348,ASSISTED LIVING CENTER-PERSONAL,AL11229,1J2,85364,RIVER'S EDGE ASSISTED LIVING,2050 SOUTH 4TH AVENUE,AL11229C,44075,44439,YUMA,AZ,YUMA,(928)276-9057,(928)275-7209,67,,,,,,,
44348,ASSISTED LIVING CENTER-PERSONAL,AL11187,1J2,85395,ROBSON RESERVE AT PEBBLECREEK,15833 WEST CLUBHOUSE DRIVE,AL11187C,43753,44469,GOODYEAR,AZ,MARICOPA,(480)895-9200,(480)895-0136,95,,,,,,,
44348,ASSISTED LIVING CENTER-PERSONAL,AL10492,1J2,85374,SOLANA AT THE PARK ASSISTED LIVING,14581 WEST PARKWOOD DRIVE,AL10492C,44105,44469,SURPRISE,AZ,MARICOPA,(623)566-8026,(623)566-8028,113,,,,,,,
44348,ASSISTED LIVING CENTER-PERSONAL,AL7716,1J2,85929,SOLTERRA AT WHITE MOUNTAINS ONE,5408 AZ HWY 260 (BLDG 1),AL7716C,43983,44712,LAKESIDE,AZ,NAVAJO,(928)532-4600,(928)537-0765,30,,,-110.015813,34.189137,,,
44348,ASSISTED LIVING CENTER-PERSONAL,AL10288,1J2,85208,SPRINGDALE VILLAGE ASSISTED LIVING,7255 EAST BROADWAY ROAD,AL10288C,43891,44620,MESA,AZ,MARICOPA,(480)981-8844,(480)854-9144,82,,,,,,,
44348,ASSISTED LIVING CENTER-PERSONAL,AL0059,1J2,85705,ST. LUKE'S HOME,615 EAST ADAMS STREET,AL0059C,43952,44681,TUCSON,AZ,PIMA,(520)207-0804,(520)203-7018,80,,,-110.962254,32.240709,,,
44348,ASSISTED LIVING CENTER-PERSONAL,AL4866,1J2,85351,SUN VALLEY LODGE,12415 NORTH 103RD AVENUE,AL4866C,44044,44408,SUN CITY,AZ,MARICOPA,(623)933-0137,(623)933-5846,73,,,-112.28108,33.597003,,,
44348,ASSISTED LIVING CENTER-PERSONAL,AL11009,1J2,85742,THE COUNTRY CLUB OF LA CHOLLA,8700 NORTH LA CHOLLA BOULEVARD,AL11009C,43862,44592,TUCSON,AZ,PIMA,(520)797-8700,(520)797-9550,97,,,,,,,
44348,ASSISTED LIVING CENTER-PERSONAL,AL11256,1J2,85381,THE FORUM AT DESERT HARBOR,13840 NORTH DESERT HARBOR DRIVE,AL11256C,43831,44561,PEORIA,AZ,MARICOPA,(623)972-0995,(623)974-4519,30,,,,,,,
44348,ASSISTED LIVING CENTER-PERSONAL,AL11298,1J2,85381,THE FORUM AT DESERT HARBOR,13836 NORTH DESERT HARBOR DRIVE,AL11298C,43831,44561,PEORIA,AZ,MARICOPA,(623)972-0995,(623)974-4519,50,,,,,,,
44348,ASSISTED LIVING CENTER-PERSONAL,AL7747,1J2,85710,THE OASIS AT FELLOWSHIP SQUARE TUCSON,250 NORTH MAGUIRE AVENUE,AL7747C,43831,44561,TUCSON,AZ,PIMA,(520)886-5537,(520)733-9416,60,,,-110.819433,32.224079,,,
44348,ASSISTED LIVING CENTER-PERSONAL,AL11716,1J2,85373,THE PALMS AT SUN CITY,17233 NORTH BOSWELL BOULEVARD,AL11716,44183,44530,SUN CITY,AZ,MARICOPA,(623)977-2777,(623)977-1556,45,,,,,,,
44348,ASSISTED LIVING CENTER-PERSONAL,AL11613,1J2,85260,THE RANCH ESTATES AT SCOTTSDALE,9160 EAST DESERT COVE AVENUE,AL11613C,44084,44439,SCOTTSDALE,AZ,MARICOPA,(480)767-7646,(480)767-7641,137,,,,,,,
44348,ASSISTED LIVING CENTER-PERSONAL,AL6092,1J2,85251,THE SPRINGS OF SCOTTSDALE,3212 NORTH MILLER ROAD,AL6092C,44105,44469,SCOTTSDALE,AZ,MARICOPA,(480)941-9026,(480)970-1255,56,,,-111.917695,33.484634,,,
44348,ASSISTED LIVING CENTER-PERSONAL,AL6605,1J2,85302,"TOWERS AT GLENCROFT, THE",8620 NORTH 65TH AVENUE,AL6605C,44136,44500,GLENDALE,AZ,MARICOPA,(623)915-6650,(623)842-9588,74,,,-112.19907,33.560876,,,
44348,ASSISTED LIVING CENTER-PERSONAL,AL9380,1J2,85710,VILLA HERMOSA,6300 EAST SPEEDWAY BOULEVARD,AL9380C,43891,44620,TUCSON,AZ,PIMA,(520)298-6400,(520)298-6401,135,,,,,,,
44348,ASSISTED LIVING CENTER-PERSONAL,AL1573,1J2,85712,VILLA MARIA CARE CENTER,4310 EAST GRANT ROAD,AL1573C,43891,44620,TUCSON,AZ,PIMA,(520)323-9351,(520)323-6857,35,,,-110.90092,32.250473,,,
44348,ASSISTED LIVING CENTER-SUPERVISORY,AL9320,1J3,85008,"COUNTRY MANOR ASSISTED LIVING CENTER, LLC",2815 NORTH 48TH STREET,AL9320C,43831,44561,PHOENIX,AZ,MARICOPA,(602)840-5940,(602)840-5940,37,,,-111.9779,33.479327,S80,AS0,040131112012001
