State Facility Type 1 Literal,Facility ID,Zip Code,Facility Name,Address,License Number,City,State,County,Phone Number,Capacity,Date Accessed
ASSISTED LIVING HOME-DIRECTED,AL11134,85254,"Assisted Senior Living Care, Llc",6149 EAST THUNDERBIRD ROAD,AL11134H,Scottsdale,AZ,Maricopa,(708)237-9000,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9796,86406,Aster Elder Care Llc,3861 ORO GRANDE BLVD,AL9796H,Lake Havasu City,AZ,Mohave,(928)706-3252,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL6868,85741,"Asterion Acres, Llc",7008 NORTH ASTERION LANE,AL6868H,Tucson,AZ,Pima,(520)219-4787,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL6869,85741,"Asterion Acres, Llc",7012 NORTH ASTERION LANE,AL6869H,Tucson,AZ,Pima,(520)742-4947,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11430,85266,Astoria Assisted Living,6828 EAST DUANE LANE,AL11430H,Scottsdale,AZ,Maricopa,(623)398-5618,8,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11199,85374,Astoria Manor,16451 NORTH 151ST AVENUE,AL11199H,Surprise,AZ,Maricopa,(623)444-4282,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11624,85028,At Home Cholla,3429 EAST CHOLLA STREET,AL11624H,Phoenix,AZ,Maricopa,(602)403-2735,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10854,85254,At Home In Scottsdale,13650 NORTH 57TH PLACE,AL10854H,Scottsdale,AZ,Maricopa,(602)403-2735,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11145,85028,At Home In Shea,2901 EAST NORTH LANE,AL11145H,Phoenix,AZ,Maricopa,(602)403-2735,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL6526,85338,Atlantis Ii Assisted Living,16195 WEST GLENROSA AVENUE,AL6526H,Goodyear,AZ,Maricopa,(623)518-3035,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL4918,85704,"Atrium Assisted Living, Llc",1302 WEST WHISPERING HILLS,AL4918H,Tucson,AZ,Pima,(520)888-4400,9,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL4650,85040,Audrey'S Adult Care Home I,4031 EAST FAWN DRIVE,AL4650H,Phoenix,AZ,Maricopa,(602)431-1109,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL2198,85282,Audreys Adult Care Home,1898 EAST ELLIS,AL2198H,Tempe,AZ,Maricopa,(480)777-8241,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11521,85209,Augusta Assisted Living Home,9562 EAST LINDNER AVENUE,AL11521H,Mesa,AZ,Maricopa,(480)584-4962,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL5963,85710,Autumn House,2002 SOUTH CATHY AVENUE,AL5963H,Tucson,AZ,Pima,(520)747-0116,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10744,85308,"Avalon Cares Of Arizona, Llc",4219 WEST VILLA MARIA DRIVE,AL10744H,Glendale,AZ,Maricopa,(602)348-4164,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11402,85284,Avana Assisted Living,44 WEST KNIGHT LANE,AL11402H,Tempe,AZ,Maricopa,(480)586-3049,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11172,85254,Avant One Senior Homes Llc,12201 NORTH 61ST STREET,AL11172H,Scottsdale,AZ,Maricopa,(609)800-4719,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9456,85745,"Avra Valley Assisted Living Home, Llc",1621 NORTH SILVERBELL ROAD,AL9456H,Tucson,AZ,Pima,(520)622-0488,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11536,85142,"Az Assisted Living, Llc",21894 SOUTH 199TH WAY,AL11536H,Queen Creek,AZ,Maricopa,(480)439-4000,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11501,85383,Az Happy Valley Royal Care Home Llc,8307 WEST MISTY WILLOW LANE,AL11501H,Peoria,AZ,Maricopa,(623)687-8248,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11102,85209,Az Joyful Living,2122 SOUTH 106TH PLACE,AL11102H,Mesa,AZ,Maricopa,(480)708-1613,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10775,85383,"Az Life Assisted Living Home Ii, Llc",9438 WEST DONALD DRIVE,AL10775H,Peoria,AZ,Maricopa,(480)319-5749,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9036,85382,Az Life Assisted Living Home Llc,9574 WEST ALBERT LANE,AL9036H,Peoria,AZ,Maricopa,(623)986-1740,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9516,85249,"Az Lotus Valley Assisted Living Home, Inc.",6120 SOUTH KIMBERLEE WAY,AL9516H,Chandler,AZ,Maricopa,(480)629-5318,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10676,85286,Az Ohana Care Home 2,1360 SOUTH JESSE STREET,AL10676H,Chandler,AZ,Maricopa,(808)381-0119,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9529,85374,"Az Tender Loving Care Home, Llc",13217 WEST RIMROCK STREET,AL9529H,Surprise,AZ,Maricopa,(602)930-1814,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10887,85298,Azalea Assisted Living Llc,3281 EAST AZALEA DRIVE,AL10887H,Gilbert,AZ,Maricopa,(480)221-8542,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11549,85704,Azi House Llc,2001 WEST CASSIM LANE,AL11549H,Tucson,AZ,Pima,(240)643-0815,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10104,85715,"Azure Care Home, Llc",1955 NORTH ONEIDA DRIVE,AL10104H,Tucson,AZ,Pima,(520)989-3901,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11509,85715,"Azure Care Home, Llc",8240 EAST KEUKA COURT,AL11509H,Tucson,AZ,Pima,(520)461-2116,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL2273,85284,B & H Adult Care Home,7623 SOUTH KENWOOD LANE,AL2273H,Tempe,AZ,Maricopa,(480)897-1308,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL1080,85282,B And H Adult Care Home,1884 EAST GREENWAY DRIVE,AL1080H,Tempe,AZ,Maricopa,(480)777-7291,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL6945,85013,B S D Home Care Llc,1413 WEST SAN MIGUEL AVENUE,AL6945H,Phoenix,AZ,Maricopa,(602)336-0882,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11778,85710,Bansa Enterprises Inc,617 SOUTH DESERT STEPPES DRIVE,AL11778H,Tucson,AZ,Pima,(520)891-0513,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10208,85209,Baraka At Rosegarden Assisted Living,10435 EAST MONTEREY AVENUE,AL10208H,Mesa,AZ,Maricopa,(480)516-3966,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11403,85209,Baraka At Rosegardens Ii Assisted Living,10702 EAST NIDO AVENUE,AL11403H,Mesa,AZ,Maricopa,(480)516-3966,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11239,85338,Barbara Jean'S Asst Living,2709 SOUTH 159TH LANE,AL11239H,Goodyear,AZ,Maricopa,(623)628-2976,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9800,85339,Beautiful Assisted Living 2,5612 WEST EUCLID AVENUE,AL9800H,Laveen,AZ,Maricopa,(602)410-5894,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10570,85383,Because We Care 2 Llc,23157 NORTH 103RD LANE,AL10570H,Peoria,AZ,Maricopa,(971)203-6434,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8616,85029,Beebes Assisted Living Llc,13242 NORTH 34TH DRIVE,AL8616H,Phoenix,AZ,Maricopa,(602)978-8005,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL2181,85254,Bell Adult Care Home,5343 EAST WOODRIDGE DRIVE,AL2181H,Scottsdale,AZ,Maricopa,(602)867-7983,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11826,85029,Bella Amore Assisted Living Llc,3530 WEST WOOD DRIVE,AL11826H,Phoenix,AZ,Maricopa,(661)755-9645,9,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8189,85208,"Bella Vista Assisted Living Home, Llc",7244 EAST FAIRVIEW AVENUE,AL8189H,Mesa,AZ,Maricopa,(480)209-1685,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10286,85286,Bella Vita Assisted Living,1800 EAST INDIGO DRIVE,AL10286H,Chandler,AZ,Maricopa,(480)772-2542,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11669,85283,Bella Vita Of Tempe,1859 EAST CORNELL DRIVE,AL11669H,Tempe,AZ,Maricopa,(480)772-2542,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11258,85021,Bella Vita Residential Assisted Living Llc,1002 WEST LAS PALMARITAS DRIVE,AL11258,Phoenix,AZ,Maricopa,(480)770-4660,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11605,85028,Bella Vita Residential Assisted Living Llc,4511 EAST CHOLLA STREET,AL11605H,Phoenix,AZ,Maricopa,(480)770-4660,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9766,85014,"Bella'S Care Home, Llc",6805 NORTH 14TH PLACE,AL9766H,Phoenix,AZ,Maricopa,(602)812-7470,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10898,85234,Benzen Healing Hands,1502 NORTH ROCHESTER DRIVE,AL10898H,Gilbert,AZ,Maricopa,(480)577-4375,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL6421,85249,Berean Loving Home Care,2332 EAST JADE COURT,AL6421H,Chandler,AZ,Maricopa,(480)621-6787,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9366,85379,Best Assisted Living Of Surprise,13846 WEST CROCUS DRIVE,AL9366H,Surprise,AZ,Maricopa,(623)628-3381,8,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL7439,85388,Best Care Assisted Living,18431 WEST PORT ROYALE LANE,AL7439H,Surprise,AZ,Maricopa,(623)466-0857,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10636,85023,Best Care Home Of Moon Valley L L C,52 WEST MOON VALLEY DRIVE,AL10636H,Phoenix,AZ,Maricopa,(602)296-5596,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL7893,85023,"Best Care Home Of Moon Valley, L L C",44 WEST MOON VALLEY DRIVE,AL7893H,Phoenix,AZ,Maricopa,(602)595-0378,9,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11367,85226,Best Choice 1 Assisted Living Home,690 NORTH CORDOBA AVENUE,AL11367H,Chandler,AZ,Maricopa,(480)240-0940,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11513,85226,Best Choice 2 Assisted Living Home,3190 WEST DRAKE STREET,AL11513H,Chandler,AZ,Maricopa,(480)240-0940,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9465,85379,Best Home Care Of Surprise Llc,14405 NORTH 151ST DRIVE,AL9465H,Surprise,AZ,Maricopa,(623)328-9268,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL4862,86326,Best Of Europe Adult Home Care L L C,1632 EAST COCONINO STREET,AL4862H,Cottonwood,AZ,Yavapai,(928)634-2856,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10564,85706,Betania Care Home,5001 SOUTH CASSIA WAY,AL10564H,Tucson,AZ,Pima,(520)647-2813,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11312,85373,Bethany Assisted Living,10846 WEST DEANNA DRIVE,AL11312H,Peoria,AZ,Maricopa,(623)566-3697,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11480,85212,Better Life Assisted Living 2,7452 EAST ONZA AVENUE,AL11480H,Mesa,AZ,Maricopa,(480)986-6654,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10000,85249,Better Life Assisted Living Llc,4086 SOUTH BIRCH STREET,AL10000H,Chandler,AZ,Maricopa,(480)664-0937,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8327,85208,"Better Living Carehome, Llc",9321 EAST CARMEL AVENUE,AL8327H,Mesa,AZ,Maricopa,(480)205-3595,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11802,85249,"Better Living Home, Llc",3016 EAST BLUE RIDGE PLACE,AL11802H,Chandler,AZ,Maricopa,(480)895-0360,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9836,85120,Better Senior Carehome Llc,1151 WEST 20TH AVENUE,AL9836H,Apache Junction,AZ,Pinal,(480)205-3595,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL6493,85306,Beverly Assisted Living Home,6219 WEST BEVERLY LANE,AL6493H,Glendale,AZ,Maricopa,(602)350-9216,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11057,85053,Beverly Assisted Living I,17647 NORTH 33RD LANE,AL11057H,Phoenix,AZ,Maricopa,(602)350-9216,8,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11838,85226,Big Heart Angels Care Home Llc,3703 WEST MEGAN STREET,AL11838H,Chandler,AZ,Maricopa,(224)489-7863,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8666,85016,Biltmore Assisted Living Llc,5100 NORTH 24TH STREET,AL8666H,Phoenix,AZ,Maricopa,(602)814-9575,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11787,85032,Biltmore Care Home 2,17442 NORTH 28TH STREET,AL11787H,Phoenix,AZ,Maricopa,(480)249-6143,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8303,85018,"Biltmore Care Home, Llc",3532 EAST CAMELBACK ROAD,AL8303H,Phoenix,AZ,Maricopa,(602)714-6510,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL7282,85085,Blaylock Senior Care,2254 WEST BLAYLOCK DRIVE,AL7282H,Phoenix,AZ,Maricopa,(602)380-4600,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10737,85249,Blessed Assisted Living,6992 SOUTH SHARON COURT,AL10737H,Chandler,AZ,Maricopa,(480)659-6879,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11037,85209,Blessed Assisted Living Home L L C,10714 EAST NIDO AVENUE,AL11037H,Mesa,AZ,Maricopa,(480)590-1864,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11444,85209,Blessed Assisted Living Home Llc - Mesa,10720 EAST NIDO AVENUE,AL11444H,Mesa,AZ,Maricopa,(480)593-4708,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8781,85282,"Blessings Of Joy Adult Care Home, Llc",2532 EAST HUNTINGTON DRIVE,AL8781H,Tempe,AZ,Maricopa,(480)219-8400,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10260,85382,Blissful Assisted Living Llc,8222 WEST TONTO LANE,AL10260H,Peoria,AZ,Maricopa,(623)200-2885,4,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11131,85326,Bloom Assisted Living Llc,695 SOUTH 221ST DRIVE,AL11131H,Buckeye,AZ,Maricopa,(480)745-9629,4,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL6060,85260,Bloomfield House,9409 EAST BLOOMFIELD,AL6060H,Scottsdale,AZ,Maricopa,(480)661-0091,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11467,85202,Blooming Meadows,2432 WEST PORTOBELLO AVENUE,AL11467H,Mesa,AZ,Maricopa,(480)793-7971,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11599,85711,Blossom Valley Assisted Living,5453 EAST 4TH STREET,AL11599H,Tucson,AZ,Pima,(520)849-8784,8,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9511,85374,Blue Horizons Assisted Living Home Llc,16942 WEST BRISTOL LANE,AL9511H,Surprise,AZ,Maricopa,(623)556-1234,6,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10022,85258,Blue Lakes Assisted Living Llc,9815 NORTH 96TH PLACE,AL10022H,Scottsdale,AZ,Maricopa,(480)361-0031,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9352,85201,"Blue Sky Manor, Inc.",1510 WEST 5TH PLACE,AL9352H,Mesa,AZ,Maricopa,(480)649-2999,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL1434,85730,Bonnie'S Care Home,3485 SOUTH MARISSA,AL1434H,Tucson,AZ,Pima,(520)722-6755,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11761,85224,Boston Manor 1,1239 WEST BOSTON STREET,AL11761H,Chandler,AZ,Maricopa,(480)781-2750,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8713,85710,"Bradford Home, Llc, The",710 NORTH MANN AVENUE,AL8713H,Tucson,AZ,Pima,(520)822-8416,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10651,85224,Bransie Tlc Home,2402 WEST ALAMO DRIVE,AL10651H,Chandler,AZ,Maricopa,(480)656-0786,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9613,85260,Bridge Royal Homecare,8425 EAST CACTUS ROAD,AL9613H,Scottsdale,AZ,Maricopa,(480)993-3245,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10717,85296,Bright Valley Group Home At Elliot Groves,4245 EAST WEATHER VANE ROAD,AL10717,Gilbert,AZ,Maricopa,(623)332-6907,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9917,85209,"Bright Valley Grouphome, Llc",9452 EAST JACOB AVENUE,AL9917H,Mesa,AZ,Maricopa,(480)588-6176,8,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8171,85308,Brightest Light Senior Living,5415 WEST SAINT JOHN ROAD,AL8171H,Glendale,AZ,Maricopa,(602)354-7076,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11864,85374,Brookhaven Assisted Living,15358 WEST POST CIRCLE,AL11864H,Surprise,AZ,Maricopa,(408)373-9465,8,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9857,86315,Brookings,7943 EAST GAZELLE ROAD,AL9857H,Prescott Valley,AZ,Yavapai,(928)277-1210,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10885,85213,Brooksby Assisted Living Llc,2861 EAST QUENTON STREET,AL10885H,Mesa,AZ,Maricopa,(480)352-8071,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11481,85260,Buenavante A L H,12558 NORTH 76TH STREET,AL11481H,Scottsdale,AZ,Maricopa,(480)285-9176,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11253,85381,"Burz'S Arrowhead Home Care, Llc",8249 WEST CROCUS DRIVE,AL11253H,Peoria,AZ,Maricopa,(623)487-3962,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11774,85032,"Cactus Star 1 Assisted Living Home, Llc",4422 EAST SHARON DRIVE,AL11774H,Phoenix,AZ,Maricopa,(480)295-6768,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11658,85260,Cactus Villa Llc,7366 EAST PARADISE DRIVE,AL11658H,Scottsdale,AZ,Maricopa,(602)668-0893,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9123,85032,Cactus-Star Assisted Living Llc,2929 EAST CACTUS ROAD,AL9123H,Phoenix,AZ,Maricopa,(602)812-3628,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL6993,85298,Caissa Assisted Living Home Inc,975 EAST LODGEPOLE DRIVE,AL6993H,Gilbert,AZ,Maricopa,(480)247-6803,9,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8849,85298,Caissa Assisted Living Home Inc,2567 EAST DONATO DRIVE,AL8849H,Gilbert,AZ,Maricopa,(480)659-4410,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL7487,85296,"Caissa Assisted Living Home, Inc",460 EAST PHELPS STREET,AL7487H,Gilbert,AZ,Maricopa,(480)203-2199,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11462,85297,"Caissa Assisted Living Home, Inc.",2049 EAST CLAXTON AVENUE,AL11462H,Gilbert,AZ,Maricopa,(480)227-0069,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL6035,85296,"Caissa Assisted Living Home, Inc.",561 EAST VERMONT DRIVE,AL6035H,Gilbert,AZ,Maricopa,(480)219-2025,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9084,85260,Calini'S Alos I I,10610 NORTH 84TH STREET,AL9084H,Scottsdale,AZ,Maricopa,(480)219-8554,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL6949,85260,Callini'S Assisted Living,8139 EAST CHOLLA STREET,AL6949H,Scottsdale,AZ,Maricopa,(480)656-3933,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL7776,85226,"Cam Assisted Living Home, Llc",3351 WEST ROSS DRIVE,AL7776H,Chandler,AZ,Maricopa,(480)284-7179,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11275,85395,Cami Assisted Living Home Llc,14335 WEST CORONADO ROAD,AL11275H,Goodyear,AZ,Maricopa,(623)440-2304,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11032,85295,Canyon Creek Assisted Living & Memory Care,369 EAST CANYON CREEK DRIVE,AL11032H,Gilbert,AZ,Maricopa,(480)266-4003,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8811,85286,Canyon Oaks Assisted Living Llc,1890 EAST WOODSMAN PLACE,AL8811H,Chandler,AZ,Maricopa,(480)696-4158,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL4278,85718,Canyon View Adult Care Home,1331 EAST SOBRE LOMAS,AL4278H,Tucson,AZ,Pima,(520)232-1107,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11540,85379,Care First - Group Home,14335 WEST YUCATAN STREET,AL11540H,Surprise,AZ,Maricopa,(602)367-6491,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8620,85714,"Care Haven #1 Trejo, Llc",4445 SOUTH 15TH AVENUE,AL8620H,Tucson,AZ,Pima,(520)741-8161,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8467,85713,Care Haven Trejo Llc,1625 SOUTH SAN JOAQUIN AVENUE,AL8467H,Tucson,AZ,Pima,(520)791-7599,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9545,85029,Care More Assisted Living,2532 WEST LARKSPUR DRIVE,AL9545H,Phoenix,AZ,Maricopa,(602)570-4504,8,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11123,85037,Caree Adult Home L L C,2509 NORTH 87TH AVENUE,AL11123H,Phoenix,AZ,Maricopa,(480)326-2725,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10982,85086,Carefree Height Assisted Living,35720 NORTH 34TH DRIVE,AL10982H,Phoenix,AZ,Maricopa,(623)214-9262,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9257,85377,"Carefree Manor Assisted Living, Llc",7886 EAST BREATHLESS DRIVE,AL9257H,Carefree,AZ,Maricopa,(480)595-5800,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11126,85254,Caremeridian Llc,6512 EAST LUDLOW DRIVE,AL11126H,Scottsdale,AZ,Maricopa,(480)699-3731,8,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL6859,85361,Caring Angels Assisted Living Home,28428 NORTH RAMBLING ROCK COURT,AL6859H,Wittmann,AZ,Maricopa,(623)628-0372,9,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11096,85286,"Caring Angels Residential For Elderly, L L C",2585 EAST HONEYSUCKLE PLACE,AL11096H,Chandler,AZ,Maricopa,(480)664-7249,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11412,85718,Caring At Home L L C,4416 NORTH CAMINO REAL,AL11412H,Tucson,AZ,Pima,(408)218-5512,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11439,85712,"Caring For Generations, Llc",4644 EAST SAN CARLOS PLACE SOUTH,AL11439H,Tucson,AZ,Pima,(520)490-5749,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11445,85254,Caring For Loved Ones,14810 NORTH 52ND STREET,AL11445H,Scottsdale,AZ,Maricopa,(480)382-2735,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11447,85254,Caring For Loved Ones,5718 EAST SHARON DRIVE,AL11447H,Scottsdale,AZ,Maricopa,(602)561-6025,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11523,85032,Caring For Loved Ones,12414 NORTH 38TH STREET,AL11523H,Phoenix,AZ,Maricopa,(480)382-2735,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11338,85224,Caring For Seniors,2120 WEST SHANNON STREET,AL11338H,Chandler,AZ,Maricopa,(480)912-0125,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10278,85711,Caring Hands Comfort Assisted Living Home Llc,5527 EAST HAWTHORNE STREET,AL10278H,Tucson,AZ,Pima,(520)838-0018,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10526,86351,Caring Haven Homes Two,1100 VERDE VALLEY SCHOOL ROAD,AL10526H,Sedona,AZ,Coconino,(913)302-1785,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9134,85713,Caring Hearts Assisted Living Home,411 EAST 34TH STREET,AL9134H,Tucson,AZ,Pima,(520)269-6708,8,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8959,85224,Caring Hearts Assisted Living Llc,2370 WEST MEGAN STREET,AL8959H,Chandler,AZ,Maricopa,(480)370-9842,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL6478,85374,Caring Hearts Senior Care,15363 WEST MEMORY LANE,AL6478H,Surprise,AZ,Maricopa,(623)570-0211,8,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL8747,85379,Carmen'S Senior Care Home,14072 WEST ASTER DRIVE,AL8747H,Surprise,AZ,Maricopa,(623)202-4335,8,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9804,85711,"Carrington Assisted Living, Llc",4329 EAST 14TH STREET,AL9804H,Tucson,AZ,Pima,(520)325-6000,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10335,85225,Casa Aplaya #4,1091 EAST KENT PLACE,AL10335H,Chandler,AZ,Maricopa,(480)687-0147,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL11473,85286,"Casa Buena Assisted Living, Llc",2391 WEST THOMPSON WAY,AL11473H,Chandler,AZ,Maricopa,(480)534-6523,5,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL4812,85260,Casa Buenavante,7741 EAST CHARTER OAK ROAD,AL4812H,Scottsdale,AZ,Maricopa,(480)483-4747,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10715,85625,Casa De Angeles Assisted Living Inc.,457 NORTH IRONWOOD COURT,AL10715H,Pearce,AZ,Cochise,(520)826-4065,9,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL10361,85704,Casa De Buena Vida,1010 WEST ORANGE GROVE ROAD,AL10361H,Tucson,AZ,Pima,(520)575-6591,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL7239,85704,"Casa De Los Abuelos Dos, Llc",2015 WEST INA ROAD,AL7239H,Tucson,AZ,Pima,(520)575-1677,10,7/13/21
ASSISTED LIVING HOME-DIRECTED,AL9562,85614,"Casa De Sonshine Assisted Living, Llc",18292 SOUTH CAMINO DE PAEZ,AL9562H,Green Valley,AZ,Pima,(520)393-1752,10,7/13/21
