Entity Name,Entity Type,Status,City,Address,Email,Renewal Cycle,Entity Type Renewal Cycle(months),Initial License Date,Expiration Date,Current License Date,Entity Type Survey Cycle(months),Medicaid #,CNN #,Classification #,Occupancy Type,Max Occupancy,County,State,Zip,Administrator / License,Phone,Fax,Url,Closed Date,Months since last survey,Accreditation,Accredited / Deemed,LSC Waiver,Licensure Rule Variance
The New Homestead,Assisted Living Programs,Active,Guthrie Center,2306 State St,,730,24,7/7/00,7/6/22,7/6/20,24,,,S0087,Units,28,Guthrie,Iowa,50115-8896,Hilaree Stringham /,(641) 332-2204,(641) 332-2982,,,4,FALSE,FALSE,FALSE,FALSE
The Presbyterian Village Of Ackley,Residential Care Facilities,Closed,Ackley,502 Butler Street,jhinders@presvillage.com,365,12,,7/15/13,7/15/12,30,,,420418,Beds,40,Hardin,Iowa,50601-1730,JULIE  HINDERS /,(641) 847-3531,(641) 847-3428,,6/8/12,145,FALSE,FALSE,FALSE,FALSE
The Woodlands ( Now Listed As Silvercrest At Woodlands Creek),Assisted Living Programs,Closed,,,IowaPal@aol.com,720,24,12/3/02,12/2/06,12/12/04,24,,,,Units,136,Polk,Iowa,50325,Phillip Chase /,(515) 223-9755,(515) 223-9875,,4/21/06,,FALSE,FALSE,FALSE,FALSE
Thornton Heights Assisted Living,Assisted Living Programs,Active,Lansing,1329 Main St,,730,24,11/18/03,11/17/21,11/18/19,24,,,S0183,Units,26,Allamakee,Iowa,52151-9615,Julie Fossum /,(563) 538-4335,(563) 538-4460,,,17,FALSE,FALSE,FALSE,FALSE
Timberland Assisted Living At Deerfield,Assisted Living Programs,Closed,Urbandale,13731 Hickman Road,brenda.ballard@lcrc.net,720,24,9/14/05,9/13/12,9/24/10,24,,,S0217,Units,48,Polk,Iowa,50323-2193,Brenda  Ballard / Administrator,(515) 267-0438,(515) 288-5911,,12/7/11,166,TRUE,TRUE,FALSE,FALSE
Timberland Village,Assisted Living Programs,Active,Story City,725 Timberland Drive,,730,24,10/29/02,10/28/22,10/28/20,24,,,S0162,Units,48,Story,Iowa,50248-8772,Cindi Martin / Manager,(515) 733-6500,(515) 733-9376,,,25,FALSE,FALSE,FALSE,FALSE
Tower Living Center,Assisted Living Programs,Active,Garnavillo,"103 Centre Street, Box 477",,730,24,12/6/06,12/5/22,12/5/20,24,,,S0247,Units,7,Clayton,Iowa,52049,Mary Eulberg / Owner,(563) 964-9090,,,,29,FALSE,FALSE,FALSE,FALSE
Turner Pointe Assisted Living,Assisted Living Programs,Active,McGregor,1203 Buell Avenue,,730,24,12/6/06,12/5/22,12/5/20,24,,,S0246,Units,18,Clayton,Iowa,52157-7501,Kate Landt /,(563) 873-3527,(563) 873-3723,,,29,FALSE,FALSE,FALSE,FALSE
Twilight Acres,Residential Care Facilities,Active,Wall Lake,600 West Sixth Street,awunscheltwiacres@netins.net,365,12,1/15/06,1/15/22,1/15/21,30,,,810342,Beds,18,Sac,Iowa,51466-0000,ALISON HORSLEY /,(712) 664-2488,(712) 664-2698,,,37,FALSE,FALSE,FALSE,FALSE
Valborg Lutheran Home,Residential Care Facilities,Closed,Des Moines,1101 Grandview Avenue,lcsvalborg@aol.com,365,12,1/7/05,,,30,891069,,770300,Beds,46,Polk,Iowa,50316-1500,LORRIE  LITTLE /,(515) 265-1629,(515) 265-7124,,6/26/04,218,FALSE,FALSE,FALSE,FALSE
Valley Lodge AL,Assisted Living Programs,Active,Correctionville,1118 East Hwy. 20,,730,24,4/10/02,4/9/22,4/9/20,24,,,S0140,Units,18,Woodbury,Iowa,51016-8056,Tanner Mackey /,(712) 372-4466,(712) 372-4048,,,38,FALSE,FALSE,FALSE,FALSE
Valley View Assisted Living,Assisted Living Programs,Active,North English,"150 W. Washington, PO Box 430",,730,24,1/21/04,1/20/22,1/21/20,24,,,S0185,Units,24,Iowa,Iowa,52316-9514,Holly Wiesman Mihal /,(319) 664-3257,(319) 664-3875,,,16,FALSE,FALSE,FALSE,FALSE
Valley View Manor Al,Assisted Living Programs,Active,Muscatine,2421 Lutheran Dr,,730,24,8/8/01,8/7/21,8/8/19,24,,,S0121,Units,28,Muscatine,Iowa,52761-9382,Randi Roggentien / Director,(563) 263-1241,(319) 263-4180,,,20,FALSE,FALSE,FALSE,FALSE
Village Assisted Living,Assisted Living Programs,Active,Des Moines,2571 Guthrie Avenue,,730,24,1/28/10,1/27/22,1/28/20,24,,,S0308,Units,108,Polk,Iowa,50317-3096,Stephanie Proper / Executive Director,(515) 265-2571,(515) 265-3044,,,15,FALSE,FALSE,FALSE,FALSE
Village Northwest Unlimited,Residential Care Facilities,Active,Sheldon,330 Village Circle,bwhitsell@villagenorthwest.org,365,12,5/4/89,5/4/22,5/4/21,30,894949,,710546,Beds,8,O'Brien,Iowa,51201-1299,BARRY  WHITSELL /,(712) 324-4873,(712) 324-4877,,,21,FALSE,FALSE,FALSE,FALSE
Village Terrace Al,Assisted Living Programs,Closed,Keosauqua,302 Franklin,Julie.ludwig@vbch.org; kasha.kite@vbch.org,365,24,5/30/03,5/29/21,5/29/20,24,,,S0174,Units,20,Van Buren,Iowa,52565-1165,Julie Ludwig / RN,(319) 293-3171,(319) 293-6417,,5/30/19,44,FALSE,FALSE,FALSE,FALSE
Vintage Hills Retirement Community AL,Assisted Living Programs,Active,Indianola,604 E. Hillcrest Avenue,,730,24,9/27/18,9/26/22,9/26/20,24,,,S0390,Units,70,Warren,Iowa,50125,Shelly Charter / ED,(515) 961-1924,(515) 961-1956,,,8,FALSE,FALSE,FALSE,FALSE
Vista Prairie At Fieldcrest AL,Assisted Living Programs,Active,Sheldon,2501 East 6th Street,,730,24,1/22/20,1/29/22,1/30/20,24,,,S0426,Units,138,O'Brien,Iowa,51201,Calvin Diekmann /,(712) 324-2338,(712) 324-5331,,,16,FALSE,FALSE,FALSE,FALSE
Vita Health Services,Residential Care Facilities,Active,Des Moines,1725 Sixth Avenue,vitahealth2020@gmail.com,365,12,3/1/97,1/1/22,1/1/21,30,896407,,770488,Beds,15,Polk,Iowa,50314-3304,SKYLER ALLEN /,(515) 244-1895,(515) 244-0091,,,19,FALSE,FALSE,FALSE,FALSE
Walden Point,Assisted Living Programs,Closed,Des Moines,1200 Fourth Street,waldenpoint@keywaymanagement.com,720,24,7/27/06,7/26/18,8/5/16,24,,,S0240,Units,120,Polk,Iowa,50314-3102,Kymberly Stevenson / Administrator,(515) 288-9985,(515) 288-4631,,2/15/17,61,FALSE,FALSE,FALSE,FALSE
Walnut Ridge,Assisted Living Programs,Active,Clive,1701 Campus Drive,,730,24,11/5/18,11/4/22,11/4/20,24,,,S0396,Units,88,Polk,Iowa,50325,Allison Bass /,(515) 457-1111,(515) 221-4363,,,3,FALSE,FALSE,FALSE,FALSE
Walton Group Home,Residential Care Facilities,Active,Burlington,2101 Northern Drive,maureen.richenberger@hopehavencorp.com; jacque.worden@hopehavencorp.com,365,12,9/15/82,9/15/21,9/15/20,30,,,290960,Beds,12,Des Moines,Iowa,52601-2230,JACQUE WORDEN /,(319) 752-8805,() -,,,26,FALSE,FALSE,FALSE,FALSE
Waukon Living Ctr,Assisted Living Programs,Closed,Waukon,209 2nd Ave Sw,manager@waukonlivingcenter.com,365,24,2/5/99,2/4/14,2/4/13,24,,,S0032,Units,15,Allamakee,Iowa,52172-1900,Diane  Erickson /,(563) 568-2915,(563) 568-6876,,4/23/13,116,FALSE,FALSE,FALSE,FALSE
Wayne County Care Facility,Residential Care Facilities,Closed,Corydon,1858 110th St,,365,12,,4/26/07,4/26/06,30,893123,,930009,Beds,15,Wayne,Iowa,50060-8749,LINDA  FAIN /,(641) 872-1830,() -,,3/23/07,185,FALSE,FALSE,FALSE,FALSE
Webster Health Care,Residential Care Facilities,Closed,Fort Dodge,1940 225th Street,,365,12,,,,30,894428,,940480,Beds,0,Webster,Iowa,50501-9766,ARLENE  ANDERSON / 1831,(515) 955-8545,() -,,9/1/98,,FALSE,FALSE,FALSE,FALSE
WEL-Life at Alta,Assisted Living Programs,Active,Alta,705 W 7th St,,730,24,9/13/00,9/12/22,9/12/20,24,,,S0096,Units,57,Buena Vista,Iowa,51002-1525,Cindy Pedersen / Administrator,(712) 200-2620,(712) 200-1174,,,3,FALSE,FALSE,FALSE,FALSE
WEL-Life at Spirit Lake,Assisted Living Programs,Active,Spirit Lake,1819 23rd St,,730,24,1/25/99,1/24/23,1/24/21,24,,,S0025,Units,53,Dickinson,Iowa,51360-7096,Kathleen Johnson /,(712) 336-3553,(712) 336-4478,,,21,FALSE,FALSE,FALSE,FALSE
Wellington Place,Residential Care Facilities,Closed,Decorah,2479 River Road,smarnin@wellingtonplacedecorah.com,365,12,6/2/88,6/2/18,6/2/17,30,894600,,960443,Beds,40,Winneshiek,Iowa,52101-7596,SCOTT MARNIN / 01596,(563) 382-9691,(563) 382-9694,,5/7/18,60,FALSE,FALSE,FALSE,FALSE
Wellington Place,Assisted Living Programs,Active,Decorah,2475 River Road,,730,24,3/12/07,3/11/23,3/11/21,24,,,S0252,Units,68,Winneshiek,Iowa,52101-7591,Scott Marnin / Administrator,(563) 382-2292,(563) 382-9694,,,24,FALSE,FALSE,FALSE,FALSE
Wesley Acres Central AL,Assisted Living Programs,Active,Des Moines,3520 Grand Ave,,730,24,4/21/00,4/4/22,4/4/20,24,,,S0075,Units,126,Polk,Iowa,50312-4359,Brandon Kranovich / 253,(515) 271-6500,(515) 271-6522,,,6,FALSE,FALSE,FALSE,FALSE
Wesley Acres Rcf,Residential Care Facilities,Active,Des Moines,3520 Grand Avenue,bkranovich@wesleylife.org,365,12,,2/10/22,2/10/21,30,893727,,770287,Beds,27,Polk,Iowa,50312-4397,BRANDON KRANOVICH / 002908,(515) 271-6500,(515) 271-6522,,,27,FALSE,FALSE,FALSE,FALSE
WesleyLife the Village,Assisted Living Programs,Active,Indianola,1203 North E Street,ewalton2@wesleylife.org,730,24,5/24/05,5/23/23,5/23/21,24,,,S0212,Units,28,Warren,Iowa,50125-3276,Ethan Walton / 2859,(515) 961-7458,(515) 961-0898,,,20,FALSE,FALSE,FALSE,FALSE
West Liberty AL Residences,Assisted Living Programs,Active,West Liberty,1000 North Miller Street,,730,24,7/12/01,7/11/21,7/12/19,24,,,S0118,Units,36,Muscatine,Iowa,52776-1102,Amanda Hart / 2373,(319) 627-4775,(319) 627-4738,,,20,FALSE,FALSE,FALSE,FALSE
Westhaven Community,Assisted Living Programs,Active,Boone,112 West 4th Street,,730,24,9/9/11,9/8/21,9/9/19,24,,,S0321,Units,40,Boone,Iowa,50036,Barb Wills /,(515) 432-1393,(515) 432-7882,,,18,FALSE,FALSE,FALSE,FALSE
Westminster House Iii,Residential Care Facilities,Closed,Des Moines,940 Cummins Parkway,lindac@bhrci.org,365,12,5/1/88,2/1/06,2/1/05,30,894543,,770484,Beds,7,Polk,Iowa,50312-1100,LINDA  CAMPFIELD /,(515) 699-8627,(515) 255-9549,,5/30/06,208,FALSE,FALSE,FALSE,FALSE
Westside Assisted Living Suites,Assisted Living Programs,Active,Clarksville,110 Ely Street,,730,24,3/5/13,3/4/23,3/4/21,24,,,S0334,Units,24,Butler,Iowa,50619,Melissa Debner /,(319) 278-4900,(319) 278-4166,,,24,FALSE,FALSE,FALSE,FALSE
Whispering Creek Senior Living,Assisted Living Programs,Active,Sioux City,2609 Nicklaus Blvd.,,730,24,12/27/19,12/26/21,12/27/19,24,,,S0425,Units,78,Woodbury,Iowa,51106,Kerri Jepsen /,(712) 276-2091,(712) 276-2116,,,17,FALSE,FALSE,FALSE,FALSE
White Oak Estates,Assisted Living Programs,Active,Oskaloosa,914 N. 12th St.,,730,24,1/24/02,1/23/22,1/24/20,24,,,S0134,Units,24,Mahaska,Iowa,52577-2416,Clarice Wright / Administrator,(641) 673-4443,(641) 672-2522,,,15,FALSE,FALSE,FALSE,FALSE
Willow Dale Independent & Assisted Living,Assisted Living Programs,Active,Battle Creek,118 North Ida Street,,730,24,9/22/03,9/21/21,9/22/19,24,,,S0180,Units,20,Ida,Iowa,51006-9425,Tabitha Gonnerman /,(712) 365-4338,(712) 365-4855,,,19,FALSE,FALSE,FALSE,FALSE
Willow Heights,Residential Care Facilities,Active,Atlantic,60191 Willow Street,jsteffens@p4progress.org,365,12,,1/1/22,1/1/21,30,896258,,150850,Beds,43,Cass,Iowa,50022-8172,JULIE STEFFENS /,(712) 243-3411,(712) 243-6716,,,36,FALSE,FALSE,FALSE,FALSE
Willow Winds Assisted Living,Assisted Living Programs,Active,Denver,121 Bremer Avenue,,730,24,1/5/18,1/4/22,1/5/20,24,,,S0370,Units,48,Bremer,Iowa,50622,Amanda Grassley /,(319) 984-5867,(319) 406-0108,,,35,FALSE,FALSE,FALSE,FALSE
Willows (the),Assisted Living Programs,Active,Stuart,324 SW 6th Street,,730,24,9/6/01,9/5/21,9/6/19,24,,,S0122,Units,24,Adair,Iowa,50250-2169,Maradith Janssen / Administrator,(515) 523-2815,(515) 523-9123,,,17,FALSE,FALSE,FALSE,FALSE
Willows Of Marshalltown,Assisted Living Programs,Active,Marshalltown,2315 Campbell Drive,,730,24,7/3/18,7/2/22,7/2/20,24,,,S0385,Units,62,Marshall,Iowa,50158,Jennifer Stanley /,(641) 758-3123,(641) 758-3123,,,30,FALSE,FALSE,FALSE,FALSE
Windhaven Assisted Living Center,Assisted Living Programs,Active,Cedar Falls,5500 South Main Street,,730,24,9/13/18,9/13/22,9/13/20,24,,,S0388,Units,166,Black Hawk,Iowa,50613,Brett Ingersoll /,(319) 277-2141,(319) 266-2052,,,32,FALSE,FALSE,FALSE,FALSE
Winding Creek Meadows,Assisted Living Programs,Active,Jesup,1044 9th Street,,730,24,1/31/14,1/30/22,1/31/20,24,,,S0338,Units,48,Buchanan,Iowa,50648,Cheri Crawford /,(319) 827-1052,(319) 827-1058,,,9,FALSE,FALSE,FALSE,FALSE
Woodland Park Assisted Living,Assisted Living Programs,Active,Anamosa,1207 East Third Street,,730,24,3/12/07,3/11/23,3/11/21,24,,,S0253,Units,32,Jones,Iowa,52205-1569,Sara Etter / Director,(319) 462-2668,(319) 462-5038,,,25,FALSE,FALSE,FALSE,FALSE
